Index   TIME           V(1)           V(2)           V(3)           
0       0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   
1       1.00000000e-05   6.27905195e-02   6.28731702e-02   6.27905195e-02   
2       1.09305973e-05   6.86249905e-02   6.87329211e-02   6.86249905e-02   
3       1.18611947e-05   7.44571153e-02   7.45950144e-02   7.44571153e-02   
4       1.37223894e-05   8.61135288e-02   8.63270215e-02   8.61135288e-02   
5       1.74447787e-05   1.09389434e-01   1.09827853e-01   1.09389434e-01   
6       2.41116568e-05   1.50919151e-01   1.52075495e-01   1.50919151e-01   
7       3.30573633e-05   2.06215300e-01   2.09188977e-01   2.06215300e-01   
8       4.42772305e-05   2.74627267e-01   2.81746253e-01   2.74627267e-01   
9       5.85504017e-05   3.59640908e-01   3.75992939e-01   3.59640908e-01   
10      7.28235729e-05   4.41764011e-01   4.72937297e-01   4.41764011e-01   
11      8.70967442e-05   5.20336529e-01   5.73008769e-01   5.20336529e-01   
12      1.01369915e-04   5.94726952e-01   6.76423500e-01   5.94726952e-01   
13      1.15643087e-04   6.64337382e-01   7.83078387e-01   6.64337382e-01   
14      1.29916258e-04   7.28608340e-01   8.92414437e-01   7.28608340e-01   
15      1.44189429e-04   7.87023263e-01   1.00325549e+00   7.87023263e-01   
16      1.58462600e-04   8.39112652e-01   1.11364254e+00   8.39112652e-01   
17      1.72735772e-04   8.84457850e-01   1.22070470e+00   8.84457850e-01   
18      1.87008943e-04   9.22694404e-01   1.32063113e+00   9.22694404e-01   
19      1.97713821e-04   9.46519681e-01   1.38814637e+00   9.46519681e-01   
20      2.08418700e-04   9.66064511e-01   1.44695618e+00   9.66064511e-01   
21      2.19123578e-04   9.81240506e-01   1.49496377e+00   9.81240506e-01   
22      2.29828457e-04   9.91979036e-01   1.53027018e+00   9.91979036e-01   
23      2.40533335e-04   9.98231538e-01   1.55136646e+00   9.98231538e-01   
24      2.54376315e-04   9.99621976e-01   1.55611356e+00   9.99621976e-01   
25      2.71723061e-04   9.90699689e-01   1.52600330e+00   9.90699689e-01   
26      2.93703550e-04   9.62534416e-01   1.43609065e+00   9.62534416e-01   
27      3.05854248e-04   9.39049083e-01   1.36650434e+00   9.39049083e-01   
28      3.14967272e-04   9.17836275e-01   1.30738498e+00   9.17836275e-01   
29      3.24080295e-04   8.93615097e-01   1.24376577e+00   8.93615097e-01   
30      3.33193319e-04   8.66464938e-01   1.17685849e+00   8.66464938e-01   
31      3.45128685e-04   8.26625830e-01   1.08605181e+00   8.26625830e-01   
32      3.57064052e-04   7.82140107e-01   9.93505025e-01   7.82140107e-01   
33      3.68999418e-04   7.33257831e-01   9.00801660e-01   7.33257831e-01   
34      3.80934785e-04   6.80253779e-01   8.09081195e-01   6.80253779e-01   
35      3.92870152e-04   6.23425896e-01   7.19093667e-01   6.23425896e-01   
36      4.04805518e-04   5.63093622e-01   6.31267543e-01   5.63093622e-01   
37      4.20474308e-04   4.79140001e-01   5.19518244e-01   4.79140001e-01   
38      4.36143097e-04   3.90546121e-01   4.11693456e-01   3.90546121e-01   
39      4.51811887e-04   2.98169975e-01   3.07332243e-01   2.98169975e-01   
40      4.60625581e-04   2.44880822e-01   2.49896046e-01   2.44880822e-01   
41      4.69439275e-04   1.90840877e-01   1.93191957e-01   1.90840877e-01   
42      4.78252970e-04   1.36215824e-01   1.37064608e-01   1.36215824e-01   
43      4.87066664e-04   8.11731405e-02   8.13518970e-02   8.11731405e-02   
44      4.92024367e-04   5.00914106e-02   5.01333483e-02   5.00914106e-02   
45      4.96982070e-04   1.89610793e-02   1.89633519e-02   1.89610793e-02   
46      5.00700347e-04   -4.40039504e-03  -4.40042344e-03  -4.40039504e-03  
47      5.02758372e-04   -1.73304970e-02  -1.73322323e-02  -1.73304970e-02  
48      5.04816398e-04   -3.02577012e-02  -3.02669385e-02  -3.02577012e-02  
49      5.08167587e-04   -5.12959406e-02  -5.13409792e-02  -5.12959406e-02  
50      5.14869965e-04   -9.32948769e-02  -9.35665001e-02  -9.32948769e-02  
51      5.21572344e-04   -1.35128384e-01  -1.35956903e-01  -1.35128384e-01  
52      5.28040081e-04   -1.75271000e-01  -1.77088102e-01  -1.75271000e-01  
53      5.34507817e-04   -2.15124204e-01  -2.18505344e-01  -2.15124204e-01  
54      5.44539065e-04   -2.76208793e-01  -2.83454083e-01  -2.76208793e-01  
55      5.58845116e-04   -3.61368138e-01  -3.77965632e-01  -3.61368138e-01  
56      5.73151168e-04   -4.43609675e-01  -4.75197756e-01  -4.43609675e-01  
57      5.87457219e-04   -5.22269358e-01  -5.75579071e-01  -5.22269358e-01  
58      6.01763271e-04   -5.96712062e-01  -6.79320790e-01  -5.96712062e-01  
59      6.16069323e-04   -6.66336712e-01  -7.86308792e-01  -6.66336712e-01  
60      6.30375374e-04   -7.30581135e-01  -8.95964626e-01  -7.30581135e-01  
61      6.44681426e-04   -7.88926599e-01  -1.00708189e+00  -7.88926599e-01  
62      6.58987478e-04   -8.40902004e-01  -1.11765906e+00  -8.40902004e-01  
63      6.73293529e-04   -8.86087683e-01  -1.22477127e+00  -8.86087683e-01  
64      6.87599581e-04   -9.24118791e-01  -1.32454711e+00  -9.24118791e-01  
65      6.98329120e-04   -9.47759965e-01  -1.39178289e+00  -9.47759965e-01  
66      7.09058658e-04   -9.67095321e-01  -1.45014995e+00  -9.67095321e-01  
67      7.19788197e-04   -9.82037014e-01  -1.49754348e+00  -9.82037014e-01  
68      7.30517736e-04   -9.92517164e-01  -1.53206994e+00  -9.92517164e-01  
69      7.41247275e-04   -9.98488156e-01  -1.55224104e+00  -9.98488156e-01  
70      7.55143227e-04   -9.99477888e-01  -1.55562067e+00  -9.99477888e-01  
71      7.72645527e-04   -9.89894408e-01  -1.52332606e+00  -9.89895081e-01  
72      7.83760769e-04   -9.77585694e-01  -1.48320496e+00  -9.77585694e-01  
73      7.94876011e-04   -9.60510741e-01  -1.42991138e+00  -9.60510741e-01  
74      8.03691935e-04   -9.43632984e-01  -1.37973085e+00  -9.43632984e-01  
75      8.12507859e-04   -9.23860635e-01  -1.32383628e+00  -9.23860635e-01  
76      8.24755385e-04   -8.91703238e-01  -1.23890790e+00  -8.91703238e-01  
77      8.37002911e-04   -8.54267925e-01  -1.14817892e+00  -8.54267925e-01  
78      8.49250437e-04   -8.11776271e-01  -1.05419844e+00  -8.11776271e-01  
79      8.61497963e-04   -7.64479782e-01  -9.59014608e-01  -7.64479782e-01  
80      8.73745489e-04   -7.12658402e-01  -8.64161665e-01  -7.12658402e-01  
81      8.85993015e-04   -6.56618857e-01  -7.70701336e-01  -6.56618857e-01  
82      8.98240541e-04   -5.96692841e-01  -6.79292698e-01  -5.96692841e-01  
83      9.10488067e-04   -5.33235049e-01  -5.90270918e-01  -5.33235049e-01  
84      9.26686773e-04   -4.44522018e-01  -4.76316603e-01  -4.44522018e-01  
85      9.42885479e-04   -3.51208130e-01  -3.66398208e-01  -3.51208130e-01  
86      9.51997251e-04   -2.97058074e-01  -3.06115735e-01  -2.97058074e-01  
87      9.61109023e-04   -2.41934625e-01  -2.46768159e-01  -2.41934625e-01  
88      9.70220795e-04   -1.86018410e-01  -1.88194118e-01  -1.86018410e-01  
89      9.79332567e-04   -1.29492655e-01  -1.30221335e-01  -1.29492655e-01  
90      9.88444339e-04   -7.25425807e-02  -7.26700991e-02  -7.25425807e-02  
91      9.93569711e-04   -4.03917049e-02  -4.04136855e-02  -4.03917049e-02  
92      9.97413740e-04   -1.62492354e-02  -1.62506657e-02  -1.62492354e-02  
93      1.00029676e-03   1.86460754e-03   1.86460970e-03   1.86460754e-03   
94      1.00186111e-03   1.16934148e-02   1.16939478e-02   1.16934148e-02   
95      1.00342545e-03   2.15210923e-02   2.15244154e-02   2.15210923e-02   
96      1.00498980e-03   3.13466906e-02   3.13569619e-02   3.13476401e-02   
97      1.00811849e-03   5.09878532e-02   5.10320846e-02   5.09878532e-02   
98      1.01397691e-03   8.77066684e-02   8.79322559e-02   8.77066684e-02   
99      1.01983533e-03   1.24306660e-01   1.24950910e-01   1.24306660e-01   
100     1.02565895e-03   1.60522458e-01   1.61915571e-01   1.60522458e-01   
101     1.03148258e-03   1.96523358e-01   1.99093068e-01   1.96523358e-01   
102     1.04138430e-03   2.57104913e-01   2.62923953e-01   2.57104913e-01   
103     1.05419542e-03   3.33977163e-01   3.46974730e-01   3.33977163e-01   
104     1.06700655e-03   4.08686612e-01   4.33070603e-01   4.08686612e-01   
105     1.08333724e-03   5.00021270e-01   5.46330108e-01   5.00021270e-01   
106     1.09966794e-03   5.86096039e-01   6.63916233e-01   5.86096039e-01   
107     1.11599864e-03   6.66005470e-01   7.85772889e-01   6.66005470e-01   
108     1.13232933e-03   7.38908970e-01   9.11090867e-01   7.38908970e-01   
109     1.14866003e-03   8.04039643e-01   1.03799566e+00   8.04039643e-01   
110     1.16090805e-03   8.47371298e-01   1.13231573e+00   8.47371298e-01   
111     1.17315607e-03   8.85687028e-01   1.22377010e+00   8.85687028e-01   
112     1.18540409e-03   9.18760026e-01   1.30989068e+00   9.18760026e-01   
113     1.19765212e-03   9.46394521e-01   1.38778010e+00   9.46394521e-01   
114     1.20990014e-03   9.68426932e-01   1.45428985e+00   9.68426932e-01   
115     1.22214816e-03   9.84726842e-01   1.50630091e+00   9.84726842e-01   
116     1.23439618e-03   9.95197764e-01   1.54107957e+00   9.95197764e-01   
117     1.24664421e-03   9.99777718e-01   1.55664656e+00   9.99777718e-01   
118     1.25889223e-03   9.98439593e-01   1.55207547e+00   9.98439593e-01   
119     1.27467581e-03   9.88004943e-01   1.51707005e+00   9.88004943e-01   
