Index       V(G)              V(B)            {-I(VD)}     
917      4.00000000e-02    5.55111512e-17    2.21692168e-08
918      5.00000000e-02    5.55111512e-17    3.00191718e-08
919      6.00000000e-02    5.55111512e-17    4.05580885e-08
920      7.00000000e-02    5.55111512e-17    5.46212217e-08
921      8.00000000e-02    5.55111512e-17    7.32425765e-08
922      9.00000000e-02    5.55111512e-17    9.76638840e-08
923      1.00000000e-01    5.55111512e-17    1.29321378e-07
924      1.10000000e-01    5.55111512e-17    1.69802170e-07
925      1.20000000e-01    5.55111512e-17    2.20766446e-07
926      1.30000000e-01    5.55111512e-17    2.83839457e-07
927      1.40000000e-01    5.55111512e-17    3.60486287e-07
928      1.50000000e-01    5.55111512e-17    4.51889512e-07
929      1.60000000e-01    5.55111512e-17    5.58852665e-07
930      1.70000000e-01    5.55111512e-17    6.81748665e-07
931      1.80000000e-01    5.55111512e-17    8.20520650e-07
932      1.90000000e-01    5.55111512e-17    9.74727801e-07
933      2.00000000e-01    5.55111512e-17    1.14362045e-06
934      2.10000000e-01    5.55111512e-17    1.32622821e-06
935      2.20000000e-01    5.55111512e-17    1.52144589e-06
936      2.30000000e-01    5.55111512e-17    1.72810546e-06
937      2.40000000e-01    5.55111512e-17    1.94503021e-06
938      2.50000000e-01    5.55111512e-17    2.17107414e-06
939      2.60000000e-01    5.55111512e-17    2.40514933e-06
940      2.70000000e-01    5.55111512e-17    2.64624252e-06
941      2.80000000e-01    5.55111512e-17    2.89342198e-06
942      2.90000000e-01    5.55111512e-17    3.14583778e-06
943      3.00000000e-01    5.55111512e-17    3.40271790e-06
944      3.10000000e-01    5.55111512e-17    3.66336249e-06
945      3.20000000e-01    5.55111512e-17    3.92713733e-06
946      3.30000000e-01    5.55111512e-17    4.19346743e-06
947      3.40000000e-01    5.55111512e-17    4.46183090e-06
948      3.50000000e-01    5.55111512e-17    4.73175337e-06
949      3.60000000e-01    5.55111512e-17    5.00280297e-06
950      3.70000000e-01    5.55111512e-17    5.27458585e-06
951      3.80000000e-01    5.55111512e-17    5.54674225e-06
952      3.90000000e-01    5.55111512e-17    5.81894297e-06
953      4.00000000e-01    5.55111512e-17    6.09088639e-06
954      4.10000000e-01    5.55111512e-17    6.36229571e-06
955      4.20000000e-01    5.55111512e-17    6.63291663e-06
956      4.30000000e-01    5.55111512e-17    6.90251529e-06
957      4.40000000e-01    5.55111512e-17    7.17087639e-06
958      4.50000000e-01    5.55111512e-17    7.43780165e-06
959      4.60000000e-01    5.55111512e-17    7.70310833e-06
960      4.70000000e-01    5.55111512e-17    7.96662800e-06
961      4.80000000e-01    5.55111512e-17    8.22820542e-06
962      4.90000000e-01    5.55111512e-17    8.48769750e-06
963      5.00000000e-01    5.55111512e-17    8.74497248e-06
964      5.10000000e-01    5.55111512e-17    8.99990906e-06
965      5.20000000e-01    5.55111512e-17    9.25239569e-06
966      5.30000000e-01    5.55111512e-17    9.50232994e-06
967      5.40000000e-01    5.55111512e-17    9.74961790e-06
968      5.50000000e-01    5.55111512e-17    9.99417362e-06
969      5.60000000e-01    5.55111512e-17    1.02359186e-05
970      5.70000000e-01    5.55111512e-17    1.04747815e-05
971      5.80000000e-01    5.55111512e-17    1.07106975e-05
972      5.90000000e-01    5.55111512e-17    1.09436079e-05
973      6.00000000e-01    5.55111512e-17    1.11734600e-05
974      6.10000000e-01    5.55111512e-17    1.14002067e-05
975      6.20000000e-01    5.55111512e-17    1.16238060e-05
976      6.30000000e-01    5.55111512e-17    1.18442209e-05
977      6.40000000e-01    5.55111512e-17    1.20614191e-05
978      6.50000000e-01    5.55111512e-17    1.22753728e-05
979      6.60000000e-01    5.55111512e-17    1.24860583e-05
980      6.70000000e-01    5.55111512e-17    1.26934557e-05
981      6.80000000e-01    5.55111512e-17    1.28975491e-05
982      6.90000000e-01    5.55111512e-17    1.30983262e-05
983      7.00000000e-01    5.55111512e-17    1.32957778e-05
984      7.10000000e-01    5.55111512e-17    1.34898980e-05
985      7.20000000e-01    5.55111512e-17    1.36806840e-05
986      7.30000000e-01    5.55111512e-17    1.38681357e-05
987      7.40000000e-01    5.55111512e-17    1.40522558e-05
988      7.50000000e-01    5.55111512e-17    1.42330495e-05
989      7.60000000e-01    5.55111512e-17    1.44105243e-05
990      7.70000000e-01    5.55111512e-17    1.45846902e-05
991      7.80000000e-01    5.55111512e-17    1.47555590e-05
992      7.90000000e-01    5.55111512e-17    1.49231448e-05
993      8.00000000e-01    5.55111512e-17    1.50874634e-05
994      8.10000000e-01    5.55111512e-17    1.52485325e-05
995      8.20000000e-01    5.55111512e-17    1.54063714e-05
996      8.30000000e-01    5.55111512e-17    1.55610010e-05
997      8.40000000e-01    5.55111512e-17    1.57124434e-05
998      8.50000000e-01    5.55111512e-17    1.58607225e-05
999      8.60000000e-01    5.55111512e-17    1.60058632e-05
1000     8.70000000e-01    5.55111512e-17    1.61478916e-05
1001     8.80000000e-01    5.55111512e-17    1.62868349e-05
1002     8.90000000e-01    5.55111512e-17    1.64227213e-05
1003     9.00000000e-01    5.55111512e-17    1.65555802e-05
1004     9.10000000e-01    5.55111512e-17    1.66854413e-05
1005     9.20000000e-01    5.55111512e-17    1.68123357e-05
1006     9.30000000e-01    5.55111512e-17    1.69362949e-05
1007     9.40000000e-01    5.55111512e-17    1.70573511e-05
1008     9.50000000e-01    5.55111512e-17    1.71755370e-05
1009     9.60000000e-01    5.55111512e-17    1.72908861e-05
1010     9.70000000e-01    5.55111512e-17    1.74034323e-05
1011     9.80000000e-01    5.55111512e-17    1.75132097e-05
1012     9.90000000e-01    5.55111512e-17    1.76202530e-05
1013     1.00000000e+00    5.55111512e-17    1.77245972e-05
1014     1.01000000e+00    5.55111512e-17    1.78262776e-05
1015     1.02000000e+00    5.55111512e-17    1.79253296e-05
1016     1.03000000e+00    5.55111512e-17    1.80217889e-05
1017     1.04000000e+00    5.55111512e-17    1.81156914e-05
1018     1.05000000e+00    5.55111512e-17    1.82070731e-05
1019     1.06000000e+00    5.55111512e-17    1.82959700e-05
1020     1.07000000e+00    5.55111512e-17    1.83824182e-05
1021     1.08000000e+00    5.55111512e-17    1.84664538e-05
1022     1.09000000e+00    5.55111512e-17    1.85481129e-05
1023     1.10000000e+00    5.55111512e-17    1.86274315e-05
1024     1.11000000e+00    5.55111512e-17    1.87044457e-05
1025     1.12000000e+00    5.55111512e-17    1.87791913e-05
1026     1.13000000e+00    5.55111512e-17    1.88517040e-05
1027     1.14000000e+00    5.55111512e-17    1.89220196e-05
1028     1.15000000e+00    5.55111512e-17    1.89901734e-05
1029     1.16000000e+00    5.55111512e-17    1.90562007e-05
1030     1.17000000e+00    5.55111512e-17    1.91201366e-05
1031     1.18000000e+00    5.55111512e-17    1.91820159e-05
1032     1.19000000e+00    5.55111512e-17    1.92418732e-05
1033     1.20000000e+00    5.55111512e-17    1.92997428e-05
1034     1.21000000e+00    5.55111512e-17    1.93556589e-05
1035     1.22000000e+00    5.55111512e-17    1.94096552e-05
1036     1.23000000e+00    5.55111512e-17    1.94617653e-05
1037     1.24000000e+00    5.55111512e-17    1.95120223e-05
1038     1.25000000e+00    5.55111512e-17    1.95604591e-05
1039     1.26000000e+00    5.55111512e-17    1.96071083e-05
1040     1.27000000e+00    5.55111512e-17    1.96520021e-05
1041     1.28000000e+00    5.55111512e-17    1.96951725e-05
1042     1.29000000e+00    5.55111512e-17    1.97366508e-05
1043     1.30000000e+00    5.55111512e-17    1.97764683e-05
End of Xyce(TM) Simulation
