Index       TIME              V(VI)             V(1)              V(2)              V(3)              V(4)              V(VO)      
425      2.65080222e-06    9.40152863e-02    9.43014835e-01    3.87307659e-02    7.90416916e-01    5.80251632e-01   -6.79428436e-02
426      2.65339091e-06    8.93221951e-02    9.47318050e-01    3.57074477e-02    8.08427031e-01    4.98904851e-01   -6.03460220e-02
427      2.65548735e-06    8.56010715e-02    9.50373658e-01    3.26767341e-02    8.18830612e-01    4.37916359e-01   -4.33090351e-02
428      2.65758379e-06    8.19518493e-02    9.53211094e-01    2.97085679e-02    8.26918967e-01    3.83317770e-01   -1.52916579e-02
429      2.65968024e-06    7.83751619e-02    9.55943999e-01    2.72272990e-02    8.34144632e-01    3.36289871e-01    2.84778600e-02
430      2.66090937e-06    7.63121496e-02    9.57519785e-01    2.60844294e-02    8.38392118e-01    3.12505535e-01    6.84523399e-02
431      2.66159251e-06    7.51764580e-02    9.58390415e-01    2.55617424e-02    8.40845259e-01    3.00642338e-01    1.03357045e-01
432      2.66193765e-06    7.46056633e-02    9.58831585e-01    2.53397544e-02    8.42154190e-01    2.95194159e-01    1.32521628e-01
433      2.66213332e-06    7.42829499e-02    9.59086501e-01    2.52452583e-02    8.42974250e-01    2.92527781e-01    1.62134675e-01
434      2.66224099e-06    7.41056394e-02    9.59234428e-01    2.52291807e-02    8.43525646e-01    2.91538706e-01    1.94249603e-01
435      2.66231218e-06    7.39885116e-02    9.59342703e-01    2.52643641e-02    8.44020527e-01    2.91488693e-01    2.35306568e-01
436      2.66237626e-06    7.38831695e-02    9.59448042e-01    2.53305671e-02    8.44565399e-01    2.91905517e-01    2.87783420e-01
437      2.66241920e-06    7.38126087e-02    9.59516238e-01    2.53653804e-02    8.44904885e-01    2.92072043e-01    3.20464189e-01
438      2.66245784e-06    7.37491305e-02    9.59573437e-01    2.53794231e-02    8.45162357e-01    2.92005216e-01    3.44005616e-01
439      2.66249649e-06    7.36856775e-02    9.59627081e-01    2.53787751e-02    8.45378775e-01    2.91753237e-01    3.62435314e-01
440      2.66257379e-06    7.35588467e-02    9.59727481e-01    2.53492941e-02    8.45732164e-01    2.90892504e-01    3.89197243e-01
441      2.66264335e-06    7.34447851e-02    9.59813367e-01    2.53048693e-02    8.45999109e-01    2.89891009e-01    4.06617770e-01
442      2.66271291e-06    7.33308049e-02    9.59896960e-01    2.52516919e-02    8.46240281e-01    2.88777758e-01    4.20515906e-01
443      2.66278248e-06    7.32169063e-02    9.59979179e-01    2.51936205e-02    8.46466276e-01    2.87600899e-01    4.32201168e-01
444      2.66285204e-06    7.31030892e-02    9.60060507e-01    2.51326904e-02    8.46682664e-01    2.86385683e-01    4.42364655e-01
445      2.66299117e-06    7.28756996e-02    9.60221563e-01    2.50067412e-02    8.47098869e-01    2.83895478e-01    4.59662223e-01
446      2.66313030e-06    7.26486365e-02    9.60381402e-01    2.48791915e-02    8.47503650e-01    2.81373684e-01    4.74314702e-01
447      2.66326943e-06    7.24219000e-02    9.60540591e-01    2.47524240e-02    8.47903687e-01    2.78850164e-01    4.87224338e-01
448      2.66340856e-06    7.21954901e-02    9.60699424e-01    2.46276702e-02    8.48302531e-01    2.76340545e-01    4.98900006e-01
449      2.66368682e-06    7.17436515e-02    9.61016520e-01    2.43863114e-02    8.49103344e-01    2.71391866e-01    5.19683684e-01
450      2.66396508e-06    7.12931218e-02    9.61333185e-01    2.41572035e-02    8.49913549e-01    2.66558600e-01    5.38110980e-01
451      2.66424334e-06    7.08439027e-02    9.61649468e-01    2.39405583e-02    8.50735349e-01    2.61848315e-01    5.54908401e-01
452      2.66479985e-06    6.99494011e-02    9.62279891e-01    2.35404148e-02    8.52409303e-01    2.52770779e-01    5.85041546e-01
453      2.66535637e-06    6.90601577e-02    9.62906110e-01    2.31786093e-02    8.54116017e-01    2.44106079e-01    6.11890659e-01
454      2.66591289e-06    6.81761834e-02    9.63526545e-01    2.28481319e-02    8.55844426e-01    2.35795169e-01    6.36313090e-01
455      2.66646940e-06    6.72974890e-02    9.64139742e-01    2.25423338e-02    8.57583140e-01    2.27780122e-01    6.58761918e-01
456      2.66758244e-06    6.55559826e-02    9.65339717e-01    2.19815503e-02    8.61050554e-01    2.12433834e-01    6.98679751e-01
457      2.66869547e-06    6.38357237e-02    9.66501699e-01    2.14716251e-02    8.64479140e-01    1.97842801e-01    7.33208935e-01
458      2.66980851e-06    6.21367966e-02    9.67624527e-01    2.10012637e-02    8.67856714e-01    1.83904729e-01    7.63340610e-01
459      2.67092154e-06    6.04592842e-02    9.68708463e-01    2.05647505e-02    8.71183771e-01    1.70577242e-01    7.89758938e-01
460      2.67314761e-06    5.71688308e-02    9.70765101e-01    1.97836849e-02    8.77727405e-01    1.45773807e-01    8.33573681e-01
461      2.67537368e-06    5.39650073e-02    9.72683542e-01    1.91270026e-02    8.84219081e-01    1.23641388e-01    8.67983582e-01
462      2.67759975e-06    5.08484405e-02    9.74473418e-01    1.85898970e-02    8.90749180e-01    1.04398435e-01    8.95195694e-01
463      2.67982581e-06    4.78197400e-02    9.76140204e-01    1.81491489e-02    8.97344571e-01    8.80810637e-02    9.16802193e-01
464      2.68205188e-06    4.48794983e-02    9.77686450e-01    1.77688907e-02    9.03966004e-01    7.45058704e-02    9.33987391e-01
465      2.68427795e-06    4.20282907e-02    9.79114573e-01    1.74126955e-02    9.10534785e-01    6.33425477e-02    9.47651939e-01
466      2.68650402e-06    3.92666748e-02    9.80428988e-01    1.70533824e-02    9.16964861e-01    5.42156832e-02    9.58499150e-01
467      2.68873009e-06    3.65951910e-02    9.81636578e-01    1.66760947e-02    9.23182709e-01    4.67725477e-02    9.67084979e-01
468      2.69318222e-06    3.15246923e-02    9.83773598e-01    1.58587926e-02    9.34758602e-01    3.55800220e-02    9.79400104e-01
469      2.69763436e-06    2.68207620e-02    9.85597223e-01    1.49887838e-02    9.45057788e-01    2.80103220e-02    9.87101493e-01
470      2.70208650e-06    2.24870809e-02    9.87167349e-01    1.41095998e-02    9.54031495e-01    2.28893792e-02    9.91779376e-01
471      2.70653863e-06    1.85270398e-02    9.88537180e-01    1.32660815e-02    9.61721000e-01    1.93529783e-02    9.94582770e-01
472      2.71099077e-06    1.49437375e-02    9.89749905e-01    1.24940359e-02    9.68230787e-01    1.68360701e-02    9.96268627e-01
473      2.71544291e-06    1.17399777e-02    9.90838193e-01    1.18136050e-02    9.73694631e-01    1.49860735e-02    9.97304015e-01
474      2.72434718e-06    6.48081420e-03    9.92739512e-01    1.07254662e-02    9.82130049e-01    1.24271550e-02    9.98483055e-01
475      2.73325145e-06    2.76600675e-03    9.94358734e-01    9.94803560e-03    9.87983567e-01    1.08335620e-02    9.99054660e-01
476      2.74215573e-06    6.07179970e-04    9.95766716e-01    9.40255842e-03    9.91959470e-01    9.82544355e-03    9.99346202e-01
477      2.75106000e-06    1.10894067e-05    9.97018378e-01    9.01796319e-03    9.94623039e-01    9.17423987e-03    9.99512016e-01
478      2.76886854e-06    3.50968220e-03    9.99227450e-01    8.52311020e-03    9.97722209e-01    8.42269638e-03    9.99702677e-01
479      2.78667709e-06    1.32180272e-02    1.00118087e+00    8.24324311e-03    9.99113859e-01    8.08606813e-03    9.99791741e-01
480      2.80448564e-06    2.90146992e-02    1.00296611e+00    8.07252549e-03    9.99656903e-01    7.95451893e-03    9.99828167e-01
481      2.82229418e-06    5.07021246e-02    1.00461152e+00    7.94963038e-03    9.99828711e-01    7.91268746e-03    9.99840181e-01
482      2.85791127e-06    1.10593946e-01    1.00706526e+00    7.72327391e-03    9.99889862e-01    7.89717121e-03    9.99844713e-01
483      2.89352837e-06    1.89906522e-01    1.00490533e+00    7.36563525e-03    9.99843846e-01    7.90394080e-03    9.99842586e-01
484      2.92914546e-06    2.84684315e-01    9.86959516e-01    6.68400242e-03    9.99774834e-01    7.91104089e-03    9.99840577e-01
485      2.95805253e-06    3.69738574e-01    9.47765852e-01    6.10343932e-03    9.99751482e-01    7.91770034e-03    9.99840396e-01
486      2.98148220e-06    4.41955780e-01    8.88741103e-01    6.38092176e-03    9.99846238e-01    7.92916178e-03    9.99841784e-01
487      3.00209045e-06    5.06567168e-01    8.03026537e-01    8.55844543e-03    1.00015749e+00    7.94922219e-03    9.99844339e-01
488      3.01397508e-06    5.43847624e-01    7.29778053e-01    1.14061055e-02    1.00051617e+00    7.96962533e-03    9.99847413e-01
489      3.02330129e-06    5.72941914e-01    6.50756661e-01    1.54204844e-02    1.00102237e+00    8.00834057e-03    9.99857580e-01
490      3.03169487e-06    5.98915518e-01    5.56283113e-01    2.31544876e-02    1.00211527e+00    8.14692332e-03    9.99907867e-01
491      3.03924909e-06    6.22058635e-01    4.55933030e-01    4.08942005e-02    1.00491266e+00    8.59501481e-03    1.00007904e+00
492      3.04446023e-06    6.37866344e-01    3.83639492e-01    6.57196281e-02    1.00899002e+00    9.27257443e-03    1.00033004e+00
493      3.04915025e-06    6.51967402e-01    3.20688327e-01    1.04581598e-01    1.01553060e+00    1.03532615e-02    1.00071675e+00
494      3.05337127e-06    6.64545878e-01    2.63317007e-01    1.60942634e-01    1.02539459e+00    1.19674425e-02    1.00128443e+00
495      3.05717019e-06    6.75767806e-01    2.12743637e-01    2.26267810e-01    1.03632902e+00    1.31397192e-02    1.00135826e+00
496      3.06096911e-06    6.86889596e-01    1.70115173e-01    2.97742017e-01    1.04494583e+00    1.26039463e-02    1.00025062e+00
497      3.06413034e-06    6.96063573e-01    1.42784224e-01    3.58483662e-01    1.04735468e+00    1.04052155e-02    9.98498422e-01
498      3.06729157e-06    7.05160201e-01    1.23192441e-01    4.17459077e-01    1.04315657e+00    6.65413462e-03    9.96376031e-01
499      3.07045279e-06    7.14175892e-01    1.09659858e-01    4.72996081e-01    1.03123026e+00    1.78750238e-03    9.94381486e-01
500      3.07361402e-06    7.23107088e-01    1.00110108e-01    5.24100882e-01    1.01121322e+00   -3.70739121e-03    9.92835652e-01
501      3.07677525e-06    7.31950267e-01    9.29374589e-02    5.70517081e-01    9.83100998e-01   -9.46932134e-03    9.91821649e-01
502      3.07993648e-06    7.40701939e-01    8.70625801e-02    6.12152613e-01    9.46965020e-01   -1.52820521e-02    9.91268631e-01
503      3.08309770e-06    7.49358652e-01    8.18652993e-02    6.49195194e-01    9.02622333e-01   -2.10630188e-02    9.91030048e-01
504      3.08807218e-06    7.62780253e-01    7.47945498e-02    7.01210689e-01    8.13101784e-01   -3.06292540e-02    9.90610681e-01
505      3.09161976e-06    7.72195926e-01    7.10417771e-02    7.37545005e-01    7.27960145e-01   -3.97421372e-02    9.88993691e-01
506      3.09481259e-06    7.80554538e-01    6.83236289e-02    7.69990181e-01    6.33550247e-01   -4.89828538e-02    9.87441900e-01
507      3.09726787e-06    7.86905677e-01    6.55770848e-02    7.90942575e-01    5.55281058e-01   -5.28081244e-02    9.89169486e-01
508      3.09947762e-06    7.92563367e-01    6.22627759e-02    8.05141043e-01    4.85391404e-01   -5.15119082e-02    9.93908125e-01
509      3.10168737e-06    7.98164659e-01    5.83875444e-02    8.15184224e-01    4.19734611e-01   -4.44828974e-02    1.00154364e+00
510      3.10389712e-06    8.03708474e-01    5.45134009e-02    8.22700546e-01    3.60308641e-01   -3.12937225e-02    1.01135466e+00
511      3.10610688e-06    8.09193742e-01    5.10616076e-02    8.29208298e-01    3.07856462e-01   -1.15745250e-02    1.02284847e+00
512      3.10831663e-06    8.14619408e-01    4.81755996e-02    8.35539911e-01    2.62055839e-01    1.56003951e-02    1.03622149e+00
513      3.11052638e-06    8.19984424e-01    4.57550436e-02    8.41760848e-01    2.20942954e-01    5.28272249e-02    1.05308576e+00
514      3.11273613e-06    8.25287757e-01    4.35088873e-02    8.47150952e-01    1.80231622e-01    1.04844895e-01    1.07718747e+00
515      3.11472491e-06    8.30007172e-01    4.17456788e-02    8.51833712e-01    1.45658940e-01    1.58530809e-01    1.10102713e+00
516      3.11651481e-06    8.34210609e-01    4.05801240e-02    8.56858897e-01    1.19776407e-01    2.05623238e-01    1.11744956e+00
517      3.11812276e-06    8.37950733e-01    3.98569340e-02    8.62203790e-01    1.01398349e-01    2.45922353e-01    1.12567599e+00
518      3.11973071e-06    8.41656361e-01    3.93630276e-02    8.68273876e-01    8.74946018e-02    2.84039050e-01    1.12678806e+00
519      3.12133867e-06    8.45327117e-01    3.89921899e-02    8.74848026e-01    7.73424552e-02    3.19936748e-01    1.12100945e+00
520      3.12455457e-06    8.52562512e-01    3.82298563e-02    8.88365077e-01    6.42140605e-02    3.85273255e-01    1.09236559e+00
521      3.12744889e-06    8.58951381e-01    3.73247766e-02    9.00122669e-01    5.72874180e-02    4.37511413e-01    1.05124078e+00
522      3.13034320e-06    8.65221543e-01    3.61530933e-02    9.10963253e-01    5.25593974e-02    4.83810443e-01    9.99120246e-01
523      3.13323752e-06    8.71370925e-01    3.47636968e-02    9.20691638e-01    4.87168221e-02    5.24375378e-01    9.34004369e-01
524      3.13613183e-06    8.77397493e-01    3.32298443e-02    9.29247882e-01    4.48957235e-02    5.58222015e-01    8.46349021e-01
525      3.13762370e-06    8.80455246e-01    3.24088026e-02    9.33227680e-01    4.28835151e-02    5.73257254e-01    7.82883777e-01
526      3.13854516e-06    8.82327210e-01    3.18969570e-02    9.35543547e-01    4.15953928e-02    5.81649796e-01    7.27361027e-01
527      3.13900883e-06    8.83264320e-01    3.16358451e-02    9.36658003e-01    4.08872448e-02    5.85441566e-01    6.85759660e-01
528      3.13928650e-06    8.83823949e-01    3.14735478e-02    9.37292351e-01    4.03758116e-02    5.87325784e-01    6.46448865e-01
529      3.13943429e-06    8.84121348e-01    3.13788304e-02    9.37598026e-01    3.99905318e-02    5.87903727e-01    6.10330884e-01
530      3.13952755e-06    8.84308822e-01    3.13072630e-02    9.37750160e-01    3.95920426e-02    5.87712154e-01    5.68985853e-01
531      3.13961147e-06    8.84477436e-01    3.12277959e-02    9.37835886e-01    3.90351613e-02    5.86832467e-01    5.09818815e-01
532      3.13966255e-06    8.84580012e-01    3.11798504e-02    9.37888391e-01    3.86978335e-02    5.86289543e-01    4.74771558e-01
533      3.13970853e-06    8.84672297e-01    3.11411275e-02    9.37949447e-01    3.84482820e-02    5.85979357e-01    4.49652266e-01
534      3.13975450e-06    8.84764549e-01    3.11062582e-02    9.38022541e-01    3.82460090e-02    5.85826016e-01    4.29989335e-01
535      3.13984645e-06    8.84948957e-01    3.10442850e-02    9.38192770e-01    3.79367572e-02    5.85834516e-01    4.01444255e-01
536      3.13992900e-06    8.85114397e-01    3.09940712e-02    9.38362027e-01    3.77253444e-02    5.86058586e-01    3.83044844e-01
537      3.14001154e-06    8.85279734e-01    3.09469468e-02    9.38540341e-01    3.75515210e-02    5.86403522e-01    3.68549226e-01
538      3.14009409e-06    8.85444967e-01    3.09018969e-02    9.38724512e-01    3.74029825e-02    5.86828609e-01    3.56554342e-01
539      3.14017663e-06    8.85610097e-01    3.08583416e-02    9.38912725e-01    3.72727701e-02    5.87311063e-01    3.46279649e-01
540      3.14025918e-06    8.85775122e-01    3.08159269e-02    9.39103885e-01    3.71566877e-02    5.87837302e-01    3.37262816e-01
541      3.14042427e-06    8.86104863e-01    3.07336123e-02    9.39492271e-01    3.69563727e-02    5.88987863e-01    3.21889501e-01
542      3.14058936e-06    8.86434187e-01    3.06538037e-02    9.39886163e-01    3.67886710e-02    5.90238064e-01    3.09000835e-01
543      3.14075445e-06    8.86763096e-01    3.05758646e-02    9.40283641e-01    3.66462932e-02    5.91565381e-01    2.97836673e-01
544      3.14091954e-06    8.87091589e-01    3.04993800e-02    9.40683479e-01    3.65246004e-02    5.92956042e-01    2.87953349e-01
545      3.14124972e-06    8.87747324e-01    3.03495728e-02    9.41486749e-01    3.63301001e-02    5.95890489e-01    2.70966584e-01
546      3.14157991e-06    8.88401391e-01    3.02028125e-02    9.42291386e-01    3.61877065e-02    5.98992322e-01    2.56654296e-01
547      3.14191009e-06    8.89053786e-01    3.00581241e-02    9.43094517e-01    3.60863423e-02    6.02231059e-01    2.44273436e-01
548      3.14257045e-06    8.90353550e-01    2.97718896e-02    9.44686916e-01    3.59696380e-02    6.09019876e-01    2.23593847e-01
549      3.14323081e-06    8.91646593e-01    2.94871042e-02    9.46251899e-01    3.59305421e-02    6.16118982e-01    2.06769654e-01
550      3.14389118e-06    8.92932894e-01    2.92016789e-02    9.47781999e-01    3.59362615e-02    6.23431927e-01    1.92663149e-01
551      3.14455154e-06    8.94212431e-01    2.89143566e-02    9.49271934e-01    3.59614959e-02    6.30880225e-01    1.80559808e-01
552      3.14587227e-06    8.96751122e-01    2.83326304e-02    9.52119648e-01    3.59986952e-02    6.45930569e-01    1.60520442e-01
553      3.14719300e-06    8.99262492e-01    2.77433597e-02    9.54787870e-01    3.59682905e-02    6.60965307e-01    1.44414069e-01
554      3.14851372e-06    9.01746367e-01    2.71504314e-02    9.57279883e-01    3.58404158e-02    6.75808002e-01    1.31050132e-01
555      3.14983445e-06    9.04202577e-01    2.65586001e-02    9.59604109e-01    3.56054576e-02    6.90340818e-01    1.19682563e-01
556      3.15247590e-06    9.09031327e-01    2.53986887e-02    9.63805375e-01    3.48521052e-02    7.18204213e-01    1.01127690e-01
557      3.15511736e-06    9.13747411e-01    2.42889207e-02    9.67480820e-01    3.37888226e-02    7.44291611e-01    8.66182682e-02
558      3.15775881e-06    9.18349530e-01    2.32422970e-02    9.70703723e-01    3.24938341e-02    7.68506820e-01    7.49862012e-02
559      3.16040027e-06    9.22836417e-01    2.22648807e-02    9.73541292e-01    3.10455699e-02    7.90835472e-01    6.54702479e-02
560      3.16304172e-06    9.27206835e-01    2.13570883e-02    9.76051107e-01    2.95120862e-02    8.11321054e-01    5.75707527e-02
561      3.16832463e-06    9.35593482e-01    1.97312135e-02    9.80297828e-01    2.64251490e-02    8.47170242e-01    4.52573085e-02
562      3.17360754e-06    9.43500234e-01    1.83224317e-02    9.83710454e-01    2.34695583e-02    8.76851724e-01    3.63442260e-02
563      3.17889045e-06    9.50918378e-01    1.70913791e-02    9.86468873e-01    2.07667144e-02    9.01166650e-01    2.97932364e-02
564      3.18417336e-06    9.57839742e-01    1.60034380e-02    9.88718061e-01    1.83915663e-02    9.20927114e-01    2.48781933e-02
565      3.18945626e-06    9.64256702e-01    1.50308944e-02    9.90567008e-01    1.63681541e-02    9.36891873e-01    2.11274708e-02
566      3.19473917e-06    9.70162186e-01    1.41527354e-02    9.92095924e-01    1.46819255e-02    9.49734817e-01    1.82371193e-02
567      3.20530499e-06    9.80413277e-01    1.26174434e-02    9.94450012e-01    1.21424957e-02    9.68568028e-01    1.41761118e-02
568      3.21587081e-06    9.88547852e-01    1.13246137e-02    9.96102800e-01    1.05009070e-02    9.80719167e-01    1.16790258e-02
569      3.22643662e-06    9.94530075e-01    1.02292436e-02    9.97250075e-01    9.50166989e-03    9.88322693e-01    1.01614704e-02
570      3.23700244e-06    9.98333589e-01    9.29900073e-03    9.98035105e-01    8.89848505e-03    9.92975917e-01    9.24576806e-03
571      3.24756826e-06    9.99941638e-01    8.51377153e-03    9.98568111e-01    8.52903699e-03    9.95779355e-01    8.69871735e-03
572      3.25813407e-06    9.99347138e-01    7.86142120e-03    9.98931626e-01    8.30059996e-03    9.97450014e-01    8.37479116e-03
573      3.27926571e-06    9.91570657e-01    6.93254551e-03    9.99385910e-01    8.05455523e-03    9.99160757e-01    8.04471114e-03
574      3.30039734e-06    9.75141035e-01    6.52595078e-03    9.99644350e-01    7.95804344e-03    9.99771104e-01    7.92784413e-03
575      3.32152898e-06    9.50347485e-01    6.73617757e-03    9.99824773e-01    7.92804058e-03    9.99922199e-01    7.89916416e-03
576      3.36379224e-06    8.77553915e-01    9.83925571e-03    1.00020923e+00    7.91350743e-03    9.99935181e-01    7.89681333e-03
577      3.40605551e-06    7.78292942e-01    1.90650431e-02    1.00085338e+00    7.91043082e-03    9.99883524e-01    7.90673227e-03
578      3.44831878e-06    6.59522991e-01    4.03126569e-02    1.00210237e+00    7.90175515e-03    9.99850420e-01    7.91299955e-03
579      3.48635572e-06    5.42812285e-01    8.15061448e-02    1.00434102e+00    7.88944419e-03    9.99839032e-01    7.91516176e-03
580      3.50638725e-06    4.79939241e-01    1.21344406e-01    1.00658505e+00    7.92213186e-03    9.99843050e-01    7.91614833e-03
581      3.52124401e-06    4.33457991e-01    1.68486347e-01    1.00903587e+00    7.95696014e-03    9.99846607e-01    7.91580836e-03
582      3.53202780e-06    4.00059422e-01    2.20890957e-01    1.01102685e+00    7.92029953e-03    9.99837026e-01    7.91240976e-03
583      3.54173322e-06    3.70388525e-01    2.87959809e-01    1.01039310e+00    7.34564849e-03    9.99729967e-01    7.88373609e-03
584      3.55143864e-06    3.41199462e-01    3.70566385e-01    9.99398484e-01    5.06505150e-03    9.99342671e-01    7.80617519e-03
585      3.56014624e-06    3.15510624e-01    4.52598344e-01    9.72352530e-01    1.07646660e-03    9.98751723e-01    7.75218309e-03
586      3.56772205e-06    2.93607231e-01    5.23288646e-01    9.29186608e-01   -3.84708573e-03    9.98122581e-01    7.74687990e-03
587      3.57454028e-06    2.74292542e-01    5.83082151e-01    8.70124489e-01   -9.02734982e-03    9.97577066e-01    7.79332177e-03
588      3.58135850e-06    2.55392026e-01    6.39603870e-01    7.84799542e-01   -1.49879124e-02    9.97026200e-01    7.82669995e-03
589      3.58593790e-06    2.42947561e-01    6.78572869e-01    7.04600217e-01   -2.07057913e-02    9.96365582e-01    7.69359589e-03
590      3.59005935e-06    2.31929195e-01    7.15104231e-01    6.10824972e-01   -2.69353893e-02    9.95661815e-01    7.63129403e-03
591      3.59418080e-06    2.21090586e-01    7.46883257e-01    5.04528166e-01   -2.83738254e-02    9.96248727e-01    8.42566196e-03
592      3.59753170e-06    2.12415902e-01    7.65561966e-01    4.19121514e-01   -2.07769171e-02    9.98685195e-01    9.84430774e-03
593      3.60032233e-06    2.05288752e-01    7.76811946e-01    3.53942764e-01   -5.87391928e-03    1.00237614e+00    1.12914980e-02
594      3.60311295e-06    1.98252206e-01    7.86248154e-01    2.96212370e-01    1.85395101e-02    1.00770419e+00    1.27683956e-02
595      3.60590358e-06    1.91308428e-01    7.95036537e-01    2.45247125e-01    5.52782146e-02    1.01514569e+00    1.44970505e-02
596      3.60869421e-06    1.84459552e-01    8.02867019e-01    1.96226148e-01    1.09866952e-01    1.02601192e+00    1.71667687e-02
597      3.61120577e-06    1.78378446e-01    8.09569090e-01    1.54614404e-01    1.69400577e-01    1.03766028e+00    1.88801789e-02
598      3.61371733e-06    1.72377432e-01    8.17469044e-01    1.21203032e-01    2.29837680e-01    1.04837065e+00    1.81549022e-02
599      3.61581127e-06    1.67436578e-01    8.25318914e-01    1.00795423e-01    2.79507446e-01    1.05534471e+00    1.58527321e-02
600      3.61790521e-06    1.62553289e-01    8.34200115e-01    8.67652301e-02    3.27669678e-01    1.05946407e+00    1.22631218e-02
601      3.61999914e-06    1.57728410e-01    8.43682861e-01    7.75552122e-02    3.73752697e-01    1.06004339e+00    7.80323272e-03
602      3.62209308e-06    1.52962776e-01    8.53316373e-01    7.14866792e-02    4.17372629e-01    1.05669556e+00    2.86663629e-03
603      3.62418702e-06    1.48257212e-01    8.62765539e-01    6.72637691e-02    4.58278231e-01    1.04925736e+00   -2.24345258e-03
604      3.62628095e-06    1.43612532e-01    8.71821859e-01    6.40223990e-02    4.96333379e-01    1.03773818e+00   -7.30659066e-03
605      3.62837489e-06    1.39029540e-01    8.80374325e-01    6.12357627e-02    5.31495102e-01    1.02226485e+00   -1.21740642e-02
606      3.63256276e-06    1.30051784e-01    8.95869278e-01    5.60936038e-02    5.93746949e-01    9.80174316e-01   -2.11291313e-02
607      3.63675063e-06    1.21330159e-01    9.09303200e-01    5.10526018e-02    6.46384844e-01    9.23632378e-01   -2.93451419e-02
608      3.64093851e-06    1.12870704e-01    9.20928179e-01    4.62272791e-02    6.91602085e-01    8.51077127e-01   -3.78258520e-02
609      3.64512638e-06    1.04679275e-01    9.31144246e-01    4.24681436e-02    7.34134660e-01    7.55580570e-01   -5.00281505e-02
610      3.64878167e-06    9.77530742e-02    9.39105182e-01    4.03541451e-02    7.71765379e-01    6.46953580e-01   -6.49128602e-02
611      3.65104563e-06    9.35694127e-02    9.43386707e-01    3.85010881e-02    7.91844376e-01    5.74205629e-01   -6.74694021e-02
612      3.65308318e-06    8.98744072e-02    9.46770726e-01    3.61005600e-02    8.06118954e-01    5.09726258e-01   -6.17087242e-02
613      3.65512074e-06    8.62466205e-02    9.49790573e-01    3.31958637e-02    8.16774424e-01    4.49274647e-01   -4.70139227e-02
614      3.65715830e-06    8.26866472e-02    9.52584741e-01    3.02728479e-02    8.24980737e-01    3.94727351e-01   -2.22865124e-02
615      3.65919586e-06    7.91950708e-02    9.55264644e-01    2.77497394e-02    8.32114728e-01    3.47191539e-01    1.57609645e-02
616      3.66070644e-06    7.66510206e-02    9.57211557e-01    2.62677029e-02    8.37320856e-01    3.16887901e-01    5.94295029e-02
617      3.66144694e-06    7.54178186e-02    9.58157944e-01    2.56793069e-02    8.39959336e-01    3.03685609e-01    9.26207525e-02
618      3.66191165e-06    7.46485892e-02    9.58751771e-01    2.53672962e-02    8.41696525e-01    2.96139970e-01    1.26497267e-01
619      3.66211806e-06    7.43080878e-02    9.59019176e-01    2.52585305e-02    8.42536839e-01    2.93189230e-01    1.53169960e-01
620      3.66224857e-06    7.40931719e-02    9.59195129e-01    2.52236098e-02    8.43161226e-01    2.91776862e-01    1.84986760e-01
621      3.66232606e-06    7.39656883e-02    9.59309492e-01    2.52465466e-02    8.43655915e-01    2.91515130e-01    2.22875508e-01
622      3.66239581e-06    7.38510394e-02    9.59423243e-01    2.53143285e-02    8.44236261e-01    2.91905269e-01    2.77683057e-01
623      3.66244099e-06    7.37768139e-02    9.59496154e-01    2.53556403e-02    8.44606303e-01    2.92136023e-01    3.13517117e-01
624      3.66248165e-06    7.37100403e-02    9.59557384e-01    2.53746859e-02    8.44889025e-01    2.92117062e-01    3.39678981e-01
625      3.66252231e-06    7.36432946e-02    9.59614497e-01    2.53767019e-02    8.45124197e-01    2.91883549e-01    3.59935535e-01
626      3.66260364e-06    7.35098866e-02    9.59720701e-01    2.53478573e-02    8.45501961e-01    2.91000395e-01    3.88705498e-01
627      3.66267504e-06    7.33928534e-02    9.59809025e-01    2.53028425e-02    8.45777453e-01    2.89975543e-01    4.06654648e-01
628      3.66273930e-06    7.32875969e-02    9.59886406e-01    2.52542569e-02    8.46001693e-01    2.88950321e-01    4.19581091e-01
629      3.66280356e-06    7.31824100e-02    9.59962570e-01    2.52013149e-02    8.46212505e-01    2.87868668e-01    4.30561898e-01
630      3.66286782e-06    7.30772927e-02    9.60037926e-01    2.51457298e-02    8.46414570e-01    2.86751812e-01    4.40176363e-01
631      3.66299634e-06    7.28672668e-02    9.60187145e-01    2.50305394e-02    8.46803129e-01    2.84460668e-01    4.56640175e-01
632      3.66312486e-06    7.26575195e-02    9.60335180e-01    2.49133790e-02    8.47180299e-01    2.82135259e-01    4.70633097e-01
633      3.66325337e-06    7.24480508e-02    9.60482558e-01    2.47964599e-02    8.47552254e-01    2.79803248e-01    4.82980394e-01
634      3.66338189e-06    7.22388609e-02    9.60629559e-01    2.46809601e-02    8.47922349e-01    2.77479489e-01    4.94153283e-01
635      3.66363893e-06    7.18213181e-02    9.60922951e-01    2.44563954e-02    8.48663632e-01    2.72885659e-01    5.14041796e-01
636      3.66389597e-06    7.14048921e-02    9.61215901e-01    2.42419860e-02    8.49411802e-01    2.68386105e-01    5.31666449e-01
637      3.66415301e-06    7.09895839e-02    9.61508525e-01    2.40382290e-02    8.50169513e-01    2.63990813e-01    5.47723800e-01
638      3.66466708e-06    7.01623257e-02    9.62092140e-01    2.36598855e-02    8.51711757e-01    2.55499711e-01    5.76529842e-01
