Index       TIME              V(VI)             V(1)              V(2)              V(3)              V(4)              V(VO)      
211      1.55142596e-06    3.41237234e-01    3.70449421e-01    9.99422951e-01    5.06960331e-03    9.99343435e-01    7.80630958e-03
212      1.56013879e-06    3.15532396e-01    4.52525750e-01    9.72383395e-01    1.08114628e-03    9.98752425e-01    7.75223069e-03
213      1.56771554e-06    2.93625869e-01    5.23228076e-01    9.29231810e-01   -3.84183962e-03    9.98123237e-01    7.74684712e-03
214      1.57453461e-06    2.74308422e-01    5.83032751e-01    8.70182356e-01   -9.02226407e-03    9.97577577e-01    7.79324981e-03
215      1.58135369e-06    2.55405222e-01    6.39562931e-01    7.84872265e-01   -1.49824937e-02    9.97026733e-01    7.82670883e-03
216      1.58593402e-06    2.42957994e-01    6.78537633e-01    7.04679717e-01   -2.06995219e-02    9.96366341e-01    7.69376085e-03
217      1.59005633e-06    2.31937207e-01    7.15077487e-01    6.10901204e-01   -2.69312630e-02    9.95662062e-01    7.63107295e-03
218      1.59417863e-06    2.21096247e-01    7.46868139e-01    5.04586763e-01   -2.83752722e-02    9.96247782e-01    8.42487529e-03
219      1.59753060e-06    2.12418722e-01    7.65556502e-01    4.19150835e-01   -2.07808988e-02    9.98683950e-01    9.84362165e-03
220      1.60032135e-06    2.05291242e-01    7.76808155e-01    3.53966841e-01   -5.88083575e-03    1.00237439e+00    1.12908652e-02
221      1.60311209e-06    1.98254373e-01    7.86245159e-01    2.96231300e-01    1.85296684e-02    1.00770201e+00    1.27678272e-02
222      1.60590283e-06    1.91310279e-01    7.95034092e-01    2.45262245e-01    5.52650609e-02    1.01514294e+00    1.44963890e-02
223      1.60869357e-06    1.84461095e-01    8.02865253e-01    1.96239283e-01    1.09850690e-01    1.02600855e+00    1.71659609e-02
224      1.61120524e-06    1.78379717e-01    8.09567413e-01    1.54624055e-01    1.69385728e-01    1.03765734e+00    1.88800546e-02
225      1.61371691e-06    1.72378438e-01    8.17467334e-01    1.21209109e-01    2.29825345e-01    1.04836853e+00    1.81552922e-02
226      1.61581072e-06    1.67437869e-01    8.25316410e-01    1.00800823e-01    2.79492437e-01    1.05534286e+00    1.58536517e-02
227      1.61790453e-06    1.62554858e-01    8.34196798e-01    8.67695682e-02    3.27652408e-01    1.05946310e+00    1.22646132e-02
228      1.61999834e-06    1.57730249e-01    8.43678833e-01    7.75585474e-02    3.73733580e-01    1.06004390e+00    7.80524786e-03
229      1.62209215e-06    1.52964877e-01    8.53311781e-01    7.14892660e-02    4.17352087e-01    1.05669813e+00    2.86908696e-03
230      1.62418596e-06    1.48259568e-01    8.62760532e-01    6.72658917e-02    4.58256673e-01    1.04926251e+00   -2.24066886e-03
231      1.62627977e-06    1.43615136e-01    8.71816565e-01    6.40243022e-02    4.96311190e-01    1.03774635e+00   -7.30357795e-03
232      1.62837358e-06    1.39032384e-01    8.80368848e-01    6.12376279e-02    5.31472620e-01    1.02227641e+00   -1.21709111e-02
233      1.63256120e-06    1.30055082e-01    8.95863630e-01    5.60956030e-02    5.93724329e-01    9.80193751e-01   -2.11257604e-02
234      1.63674882e-06    1.21333879e-01    9.09297571e-01    5.10548938e-02    6.46362884e-01    9.23661446e-01   -2.93414891e-02
235      1.64093644e-06    1.12874811e-01    9.20922623e-01    4.62295722e-02    6.91580005e-01    8.51119396e-01   -3.78210514e-02
236      1.64512406e-06    1.04683735e-01    9.31138718e-01    4.24697836e-02    7.34109724e-01    7.55644720e-01   -5.00190474e-02
237      1.64877991e-06    9.77563657e-02    9.39101465e-01    4.03553480e-02    7.71747442e-01    6.47012704e-01   -6.49072786e-02
238      1.65104429e-06    9.35718503e-02    9.43384207e-01    3.85025050e-02    7.91833060e-01    5.74251521e-01   -6.74704638e-02
239      1.65308224e-06    8.98761028e-02    9.46769134e-01    3.61019525e-02    8.06112719e-01    5.09758342e-01   -6.17139415e-02
240      1.65512019e-06    8.62475994e-02    9.49789691e-01    3.31968558e-02    8.16771600e-01    4.49293282e-01   -4.70203128e-02
241      1.65715813e-06    8.26869352e-02    9.52584433e-01    3.02732504e-02    8.24979935e-01    3.94734316e-01   -2.22906590e-02
242      1.65919608e-06    7.91946938e-02    9.55264847e-01    2.77496330e-02    8.32115339e-01    3.47189289e-01    1.57635776e-02
243      1.66070659e-06    7.66507716e-02    9.57211659e-01    2.62676735e-02    8.37321203e-01    3.16887312e-01    5.94307967e-02
244      1.66144711e-06    7.54175276e-02    9.58158077e-01    2.56792570e-02    8.39959772e-01    3.03684606e-01    9.26241376e-02
245      1.66191178e-06    7.46483846e-02    9.58751837e-01    2.53672820e-02    8.41696767e-01    2.96139844e-01    1.26498061e-01
246      1.66211819e-06    7.43078749e-02    9.59019249e-01    2.52585142e-02    8.42537105e-01    2.93189046e-01    1.53172251e-01
247      1.66224869e-06    7.40929731e-02    9.59195192e-01    2.52235983e-02    8.43161459e-01    2.91776809e-01    1.84988409e-01
248      1.66232618e-06    7.39654920e-02    9.59309552e-01    2.52465370e-02    8.43656145e-01    2.91515115e-01    2.22877615e-01
249      1.66239593e-06    7.38508454e-02    9.59423301e-01    2.53143184e-02    8.44236483e-01    2.91905259e-01    2.77684623e-01
250      1.66244111e-06    7.37766212e-02    9.59496211e-01    2.53556287e-02    8.44606516e-01    2.92136001e-01    3.13517895e-01
251      1.66248177e-06    7.37098489e-02    9.59557440e-01    2.53746734e-02    8.44889231e-01    2.92117035e-01    3.39679187e-01
252      1.66252243e-06    7.36431043e-02    9.59614552e-01    2.53766892e-02    8.45124399e-01    2.91883525e-01    3.59935381e-01
253      1.66260375e-06    7.35096987e-02    9.59720754e-01    2.53478451e-02    8.45502157e-01    2.91000388e-01    3.88704984e-01
254      1.66267515e-06    7.33926658e-02    9.59809078e-01    2.53028304e-02    8.45777648e-01    2.89975540e-01    4.06654221e-01
255      1.66273941e-06    7.32874096e-02    9.59886458e-01    2.52542447e-02    8.46001887e-01    2.88950320e-01    4.19580713e-01
256      1.66280367e-06    7.31822229e-02    9.59962622e-01    2.52013026e-02    8.46212698e-01    2.87868668e-01    4.30561551e-01
257      1.66286793e-06    7.30771059e-02    9.60037978e-01    2.51457174e-02    8.46414762e-01    2.86751814e-01    4.40176038e-01
258      1.66299645e-06    7.28670805e-02    9.60187196e-01    2.50305268e-02    8.46803320e-01    2.84460672e-01    4.56639878e-01
259      1.66312497e-06    7.26573337e-02    9.60335231e-01    2.49133661e-02    8.47180488e-01    2.82135263e-01    4.70632816e-01
260      1.66325349e-06    7.24478655e-02    9.60482609e-01    2.47964467e-02    8.47552441e-01    2.79803253e-01    4.82980123e-01
261      1.66338201e-06    7.22386761e-02    9.60629609e-01    2.46809467e-02    8.47922534e-01    2.77479495e-01    4.94153018e-01
262      1.66363905e-06    7.18211343e-02    9.60923000e-01    2.44563814e-02    8.48663813e-01    2.72885667e-01    5.14041537e-01
263      1.66389608e-06    7.14047093e-02    9.61215949e-01    2.42419716e-02    8.49411978e-01    2.68386115e-01    5.31666191e-01
264      1.66415312e-06    7.09894021e-02    9.61508572e-01    2.40382141e-02    8.50169686e-01    2.63990824e-01    5.47723543e-01
265      1.66466720e-06    7.01621459e-02    9.62092186e-01    2.36598699e-02    8.51711922e-01    2.55499726e-01    5.76529581e-01
266      1.66518127e-06    6.93393742e-02    9.62672617e-01    2.33160680e-02    8.53284947e-01    2.47377068e-01    6.02220871e-01
267      1.66569535e-06    6.85210956e-02    9.63248579e-01    2.30011560e-02    8.54880191e-01    2.39576251e-01    6.25636497e-01
268      1.66620942e-06    6.77073187e-02    9.63818818e-01    2.27094770e-02    8.56488067e-01    2.32048384e-01    6.47220925e-01
269      1.66723758e-06    6.60933039e-02    9.64937750e-01    2.21748743e-02    8.59704476e-01    2.17628093e-01    6.85802975e-01
270      1.66826573e-06    6.44973969e-02    9.66025021e-01    2.16889441e-02    8.62895629e-01    2.03903616e-01    7.19435228e-01
271      1.66929388e-06    6.29196645e-02    9.67079014e-01    2.12398949e-02    8.66045720e-01    1.90765800e-01    7.49020578e-01
272      1.67032203e-06    6.13601724e-02    9.68099427e-01    2.08210656e-02    8.69150164e-01    1.78158305e-01    7.75167135e-01
273      1.67237833e-06    5.82961690e-02    9.70042882e-01    2.00621784e-02    8.75243436e-01    1.54493043e-01    8.18995669e-01
274      1.67443464e-06    5.53058981e-02    9.71864682e-01    1.94097069e-02    8.81257471e-01    1.33031551e-01    8.53922389e-01
275      1.67649094e-06    5.23898589e-02    9.73573551e-01    1.88638016e-02    8.87276986e-01    1.13973910e-01    8.81967252e-01
276      1.67854724e-06    4.95485382e-02    9.75175371e-01    1.84122899e-02    8.93349209e-01    9.74285869e-02    9.04593619e-01
277      1.68060355e-06    4.67824102e-02    9.76673076e-01    1.80306251e-02    8.99469199e-01    8.33398769e-02    9.22896666e-01
278      1.68265985e-06    4.40919367e-02    9.78068309e-01    1.76887865e-02    9.05589962e-01    7.15061104e-02    9.37714674e-01
279      1.68471615e-06    4.14775668e-02    9.79363344e-01    1.73596027e-02    9.11644482e-01    6.16450473e-02    9.49703536e-01
280      1.68882876e-06    3.64788707e-02    9.81675767e-01    1.66689258e-02    9.23262516e-01    4.64761135e-02    9.67436202e-01
281      1.69294136e-06    3.17896595e-02    9.83661252e-01    1.59181317e-02    9.33988381e-01    3.59670189e-02    9.79049825e-01
282      1.69705397e-06    2.74130639e-02    9.85371248e-01    1.51194818e-02    9.43650412e-01    2.87663451e-02    9.86442691e-01
283      1.70116658e-06    2.33520063e-02    9.86856225e-01    1.43040592e-02    9.52174284e-01    2.37845430e-02    9.91061128e-01
284      1.70527918e-06    1.96091981e-02    9.88161191e-01    1.35099873e-02    9.59577743e-01    2.02594816e-02    9.93928264e-01
285      1.70939179e-06    1.61871383e-02    9.89323139e-01    1.27700925e-02    9.65937455e-01    1.76949797e-02    9.95720611e-01
286      1.71350440e-06    1.30881118e-02    9.90370574e-01    1.21051366e-02    9.71358015e-01    1.57758569e-02    9.96863274e-01
287      1.72172961e-06    7.86721810e-03    9.92209333e-01    1.10141721e-02    9.79907166e-01    1.30761474e-02    9.98204660e-01
288      1.72995482e-06    3.96045831e-03    9.93783009e-01    1.02095540e-02    9.86024842e-01    1.13565989e-02    9.98875314e-01
289      1.73818003e-06    1.37826459e-03    9.95155077e-01    9.62909732e-03    9.90321666e-01    1.02415227e-02    9.99223560e-01
290      1.74640525e-06    1.27532125e-04    9.96374616e-01    9.20999865e-03    9.93303639e-01    9.50125080e-03    9.99422503e-01
291      1.76285567e-06    1.63024588e-03    9.98516485e-01    8.65886906e-03    9.96925456e-01    8.61560204e-03    9.99652553e-01
292      1.77930610e-06    8.45255961e-03    1.00039543e+00    8.34165749e-03    9.98673728e-01    8.19197308e-03    9.99764024e-01
293      1.79575652e-06    2.05216519e-02    1.00210539e+00    8.15022901e-03    9.99435156e-01    8.00801436e-03    9.99813763e-01
294      1.81220695e-06    3.77086973e-02    1.00369280e+00    8.01952124e-03    9.99728281e-01    7.93707475e-03    9.99833417e-01
295      1.84510780e-06    8.66501581e-02    1.00640046e+00    7.80858955e-03    9.99892431e-01    7.89703263e-03    9.99844685e-01
296      1.87800865e-06    1.53192913e-01    1.00695869e+00    7.55023849e-03    9.99873022e-01    7.89939129e-03    9.99843928e-01
297      1.91090950e-06    2.34503434e-01    9.99399930e-01    7.04775679e-03    9.99807054e-01    7.90727069e-03    9.99841426e-01
298      1.94052026e-06    3.17458376e-01    9.75456524e-01    6.33551351e-03    9.99747891e-01    7.91335746e-03    9.99840318e-01
299      1.96591399e-06    3.93732379e-01    9.31871716e-01    5.95410706e-03    9.99760055e-01    7.92186682e-03    9.99840943e-01
300      1.98830764e-06    4.63300414e-01    8.65253268e-01    6.70217675e-03    9.99915395e-01    7.93539350e-03    9.99842405e-01
301      2.00338908e-06    5.10646315e-01    7.97104402e-01    8.51472576e-03    1.00017076e+00    7.95059909e-03    9.99844239e-01
302      2.01696238e-06    5.53188058e-01    7.07789478e-01    1.23530773e-02    1.00066404e+00    7.98366529e-03    9.99851064e-01
303      2.02563035e-06    5.80172524e-01    6.27426748e-01    1.68519612e-02    1.00123568e+00    8.02768384e-03    9.99861671e-01
304      2.03343152e-06    6.04257537e-01    5.34799882e-01    2.57577051e-02    1.00253654e+00    8.21073558e-03    9.99933198e-01
305      2.04123269e-06    6.28092113e-01    4.28988307e-01    4.84883184e-02    1.00614965e+00    8.78530388e-03    1.00014526e+00
306      2.04608546e-06    6.42766958e-01    3.62199772e-01    7.66813447e-02    1.01080850e+00    9.56050182e-03    1.00043258e+00
307      2.05045296e-06    6.55861229e-01    3.03850233e-01    1.18908668e-01    1.01799536e+00    1.07583671e-02    1.00086693e+00
308      2.05438370e-06    6.67546006e-01    2.49727505e-01    1.76630450e-01    1.02818883e+00    1.23871591e-02    1.00141596e+00
309      2.05792138e-06    6.77975133e-01    2.03846684e-01    2.39186786e-01    1.03831248e+00    1.32134145e-02    1.00124584e+00
310      2.06110528e-06    6.87286312e-01    1.68907873e-01    2.99652589e-01    1.04532097e+00    1.25763834e-02    1.00017736e+00
311      2.06428918e-06    6.96522542e-01    1.41693533e-01    3.60908467e-01    1.04759241e+00    1.02825086e-02    9.98373975e-01
312      2.06747309e-06    7.05680125e-01    1.22296470e-01    4.20212782e-01    1.04302828e+00    6.43190766e-03    9.96236767e-01
313      2.07065699e-06    7.14755398e-01    1.08942438e-01    4.75945163e-01    1.03057521e+00    1.47976138e-03    9.94255622e-01
314      2.07384090e-06    7.23744727e-01    9.95198248e-02    5.27138704e-01    1.00990927e+00   -4.08076934e-03    9.92739981e-01
315      2.07702480e-06    7.32644517e-01    9.24256199e-02    5.73578005e-01    9.81039751e-01   -9.89287100e-03    9.91759626e-01
316      2.08020871e-06    7.41451204e-01    8.65841912e-02    6.15150831e-01    9.44039206e-01   -1.57435974e-02    9.91237219e-01
317      2.08339261e-06    7.50161266e-01    8.14048625e-02    6.52133672e-01    8.98675604e-01   -2.15651246e-02    9.91015349e-01
318      2.08825870e-06    7.63278588e-01    7.45662086e-02    7.02794087e-01    8.09962773e-01   -3.09954336e-02    9.90570310e-01
319      2.09178165e-06    7.72622395e-01    7.08985524e-02    7.38924721e-01    7.24537549e-01   -4.01596341e-02    9.88902350e-01
320      2.09495230e-06    7.80917746e-01    6.81929338e-02    7.71020394e-01    6.30300551e-01   -4.92624075e-02    9.87447913e-01
321      2.09739265e-06    7.87226642e-01    6.54297016e-02    7.91651214e-01    5.52421514e-01   -5.28866175e-02    9.89300456e-01
322      2.09958896e-06    7.92846955e-01    6.21071881e-02    8.05585053e-01    4.83044412e-01   -5.13984169e-02    9.94129615e-01
323      2.10178528e-06    7.98411501e-01    5.82466031e-02    8.15453457e-01    4.17943178e-01   -4.42222003e-02    1.00180223e+00
324      2.10398159e-06    8.03919219e-01    5.44031756e-02    8.22876125e-01    3.59037917e-01   -3.09515015e-02    1.01160328e+00
325      2.10617790e-06    8.09369061e-01    5.09842588e-02    8.29331301e-01    3.07033277e-01   -1.12175113e-02    1.02306086e+00
326      2.10837421e-06    8.14759989e-01    4.81252277e-02    8.35622254e-01    2.61590020e-01    1.59041520e-02    1.03638425e+00
327      2.11057052e-06    8.20090977e-01    4.57239446e-02    8.41801706e-01    2.20749440e-01    5.29931679e-02    1.05318308e+00
328      2.11276684e-06    8.25361009e-01    4.34929271e-02    8.47155914e-01    1.80282436e-01    1.04718696e-01    1.07715607e+00
329      2.11474352e-06    8.30051091e-01    4.17395613e-02    8.51806156e-01    1.45895153e-01    1.58084631e-01    1.10087595e+00
330      2.11652253e-06    8.34228656e-01    4.05777790e-02    8.56790365e-01    1.20108916e-01    2.04921472e-01    1.11727882e+00
331      2.11812364e-06    8.37952776e-01    3.98536682e-02    8.62098544e-01    1.01726895e-01    2.45091274e-01    1.12559527e+00
332      2.11972475e-06    8.41642692e-01    3.93585563e-02    8.68128656e-01    8.77901657e-02    2.83098888e-01    1.12686149e+00
333      2.12132586e-06    8.45298034e-01    3.89879087e-02    8.74664818e-01    7.75946705e-02    3.18904392e-01    1.12128082e+00
334      2.12452809e-06    8.52503513e-01    3.82317664e-02    8.88122396e-01    6.43920022e-02    3.84099375e-01    1.09310253e+00
335      2.12741009e-06    8.58866521e-01    3.73371193e-02    8.99846311e-01    5.74254706e-02    4.36255096e-01    1.05243603e+00
336      2.13029209e-06    8.65111858e-01    3.61776943e-02    9.10668790e-01    5.26815345e-02    4.82515252e-01    1.00082671e+00
337      2.13317409e-06    8.71237476e-01    3.48004196e-02    9.20391718e-01    4.88458965e-02    5.23114381e-01    9.36493791e-01
338      2.13605609e-06    8.77241368e-01    3.32767355e-02    9.28949944e-01    4.50421111e-02    5.57042168e-01    8.50347984e-01
339      2.13759171e-06    8.80390037e-01    3.24326468e-02    9.33062992e-01    4.29732878e-02    5.72617875e-01    7.86206614e-01
340      2.13853963e-06    8.82316007e-01    3.19066448e-02    9.35451884e-01    4.16523157e-02    5.81300011e-01    7.30304275e-01
341      2.13902287e-06    8.83292637e-01    3.16350264e-02    9.36616277e-01    4.09198717e-02    5.85282092e-01    6.88023717e-01
342      2.13930923e-06    8.83869708e-01    3.14682923e-02    9.37272866e-01    4.04001279e-02    5.87256263e-01    6.48626302e-01
343      2.13946196e-06    8.84176979e-01    3.13712147e-02    9.37591413e-01    4.00119950e-02    5.87890049e-01    6.12568048e-01
344      2.13955741e-06    8.84368844e-01    3.12989613e-02    9.37750432e-01    3.96168348e-02    5.87739243e-01    5.71716065e-01
345      2.13964333e-06    8.84541405e-01    3.12181550e-02    9.37839929e-01    3.90535947e-02    5.86863332e-01    5.11853875e-01
346      2.13969552e-06    8.84646188e-01    3.11690031e-02    9.37893013e-01    3.87067529e-02    5.86301534e-01    4.75773884e-01
347      2.13974250e-06    8.84740457e-01    3.11293448e-02    9.37955052e-01    3.84504481e-02    5.85980231e-01    4.49953214e-01
348      2.13978947e-06    8.84834693e-01    3.10937201e-02    9.38029691e-01    3.82436303e-02    5.85823106e-01    4.29846564e-01
349      2.13988342e-06    8.85023064e-01    3.10305422e-02    9.38203958e-01    3.79290502e-02    5.85836465e-01    4.00838262e-01
350      2.13996608e-06    8.85188683e-01    3.09803980e-02    9.38373761e-01    3.77187081e-02    5.86065276e-01    3.82558901e-01
351      2.14004874e-06    8.85354198e-01    3.09333123e-02    9.38552520e-01    3.75455774e-02    5.86413671e-01    3.68137504e-01
352      2.14013139e-06    8.85519609e-01    3.08882839e-02    9.38737080e-01    3.73975237e-02    5.86841521e-01    3.56192013e-01
353      2.14021405e-06    8.85684916e-01    3.08447395e-02    9.38925650e-01    3.72676747e-02    5.87326334e-01    3.45952264e-01
354      2.14029671e-06    8.85850118e-01    3.08023290e-02    9.39117144e-01    3.71518794e-02    5.87854682e-01    3.36961218e-01
355      2.14046202e-06    8.86180212e-01    3.07200104e-02    9.39506158e-01    3.69520073e-02    5.89009035e-01    3.21623313e-01
356      2.14062734e-06    8.86509889e-01    3.06401859e-02    9.39900636e-01    3.67846254e-02    5.90262633e-01    3.08753289e-01
357      2.14079265e-06    8.86839148e-01    3.05622270e-02    9.40298687e-01    3.66425466e-02    5.91593298e-01    2.97604499e-01
358      2.14112328e-06    8.87496415e-01    3.04102553e-02    9.41100668e-01    3.64160292e-02    5.94432929e-01    2.78843203e-01
359      2.14145392e-06    8.88152010e-01    3.02620244e-02    9.41906020e-01    3.62493800e-02    5.97461448e-01    2.63325573e-01
360      2.14178455e-06    8.88805930e-01    3.01163389e-02    9.42711241e-01    3.61291945e-02    6.00641560e-01    2.50061324e-01
361      2.14211518e-06    8.89458171e-01    2.99723299e-02    9.43513762e-01    3.60454973e-02    6.03946298e-01    2.38473764e-01
362      2.14277644e-06    8.90757610e-01    2.96866222e-02    9.45102287e-01    3.59537676e-02    6.10838706e-01    2.18926217e-01
363      2.14343770e-06    8.92050303e-01    2.94016182e-02    9.46660815e-01    3.59292143e-02    6.18011953e-01    2.02874762e-01
364      2.14409896e-06    8.93336228e-01    2.91155323e-02    9.48182687e-01    3.59418764e-02    6.25376409e-01    1.89327414e-01
365      2.14476022e-06    8.94615363e-01    2.88273341e-02    9.49663243e-01    3.59686580e-02    6.32858862e-01    1.77645210e-01
366      2.14608274e-06    8.97153175e-01    2.82438532e-02    9.52490681e-01    3.59997859e-02    6.47942586e-01    1.58200181e-01
367      2.14740527e-06    8.99663563e-01    2.76532491e-02    9.55138112e-01    3.59567551e-02    6.62979239e-01    1.42489507e-01
368      2.14872779e-06    9.02146355e-01    2.70596315e-02    9.57609860e-01    3.58138173e-02    6.77804121e-01    1.29406916e-01
369      2.15005031e-06    9.04601378e-01    2.64677961e-02    9.59914899e-01    3.55637503e-02    6.92306900e-01    1.18251667e-01
370      2.15269535e-06    9.09427445e-01    2.53095300e-02    9.64081609e-01    3.47839759e-02    7.20090262e-01    1.00004577e-01
371      2.15534040e-06    9.14140430e-01    2.42029218e-02    9.67727289e-01    3.37002517e-02    7.46081822e-01    8.57077644e-02
372      2.15798544e-06    9.18739031e-01    2.31602934e-02    9.70924621e-01    3.23906059e-02    7.70193139e-01    7.42314105e-02
373      2.16063049e-06    9.23221979e-01    2.21871857e-02    9.73740155e-01    3.09326904e-02    7.92414762e-01    6.48349135e-02
374      2.16592058e-06    9.31835993e-01    2.04427483e-02    9.78477358e-01    2.78709429e-02    8.31480695e-01    5.03807674e-02
375      2.17121067e-06    9.39972956e-01    1.89358787e-02    9.82257890e-01    2.48295953e-02    8.63976470e-01    4.00518800e-02
376      2.17650075e-06    9.47623880e-01    1.76264796e-02    9.85295334e-01    2.19799873e-02    8.90690041e-01    3.25340604e-02
377      2.18179084e-06    9.54780312e-01    1.64764847e-02    9.87760285e-01    1.94351439e-02    9.12458911e-01    2.69429790e-02
378      2.18708093e-06    9.61434347e-01    1.54541858e-02    9.89779603e-01    1.72433372e-02    9.30082438e-01    2.27047702e-02
379      2.19237102e-06    9.67578634e-01    1.45351537e-02    9.91445569e-01    1.54033587e-02    9.44280526e-01    1.94511075e-02
380      2.19766111e-06    9.73206385e-01    1.37014768e-02    9.92826330e-01    1.38859340e-02    9.55677392e-01    1.69366456e-02
381      2.20824129e-06    9.82887990e-01    1.22382300e-02    9.94956096e-01    1.16267756e-02    9.72351194e-01    1.33934163e-02
382      2.21882147e-06    9.90436392e-01    1.10021833e-02    9.96453046e-01    1.01875765e-02    9.83073801e-01    1.12070843e-02
383      2.22940164e-06    9.95818245e-01    9.95359810e-03    9.97490237e-01    9.31424639e-03    9.89762368e-01    9.87722642e-03
384      2.23998182e-06    9.99009775e-01    9.06416931e-03    9.98198542e-01    8.78434651e-03    9.93844762e-01    9.07579320e-03
385      2.25056200e-06    9.99996883e-01    8.31623858e-03    9.98679672e-01    8.45839499e-03    9.96298884e-01    8.59780200e-03
386      2.26114218e-06    9.98775208e-01    7.69924858e-03    9.99008983e-01    8.25669890e-03    9.97758689e-01    8.31516242e-03
387      2.28230253e-06    9.89736830e-01    6.84125558e-03    9.99424897e-01    8.03977834e-03    9.99251202e-01    8.02745411e-03
388      2.30346289e-06    9.72054178e-01    6.51531023e-03    9.99668483e-01    7.95477397e-03    9.99782197e-01    7.92579541e-03
389      2.32462324e-06    9.46039364e-01    6.82872589e-03    9.99846871e-01    7.92827857e-03    9.99912732e-01    7.90101202e-03
390      2.36694395e-06    8.70988953e-01    1.02655822e-02    1.00024402e+00    7.91460051e-03    9.99922844e-01    7.89917937e-03
391      2.40926467e-06    7.69861032e-01    2.01515043e-02    1.00092164e+00    7.91044768e-03    9.99877516e-01    7.90787721e-03
392      2.45158538e-06    6.49764072e-01    4.27630589e-02    1.00223898e+00    7.90055783e-03    9.99848617e-01    7.91333302e-03
393      2.48140644e-06    5.58280606e-01    7.39073647e-02    1.00401970e+00    7.89989330e-03    9.99841226e-01    7.91502837e-03
394      2.50824540e-06    4.74107907e-01    1.26592586e-01    1.00681871e+00    7.90710227e-03    9.99840118e-01    7.91549115e-03
395      2.52210951e-06    4.30764128e-01    1.72534300e-01    1.00910324e+00    7.94344805e-03    9.99845428e-01    7.91639823e-03
396      2.53303052e-06    3.96974869e-01    2.27532348e-01    1.01101606e+00    7.89421610e-03    9.99833943e-01    7.91197335e-03
397      2.54285943e-06    3.66974643e-01    2.97482132e-01    1.00959081e+00    7.17851826e-03    9.99702073e-01    7.87697458e-03
398      2.55268835e-06    3.37481603e-01    3.82620027e-01    9.96320570e-01    4.60342959e-03    9.99272496e-01    7.79694388e-03
399      2.56117142e-06    3.12521059e-01    4.62855719e-01    9.67196236e-01    4.73408349e-04    9.98671242e-01    7.74835189e-03
400      2.56864421e-06    2.90971992e-01    5.32038257e-01    9.21804693e-01   -4.52322506e-03    9.98046526e-01    7.75030762e-03
401      2.57536973e-06    2.71970427e-01    5.90469547e-01    8.60615335e-01   -9.70557458e-03    9.97514232e-01    7.80022102e-03
402      2.58209525e-06    2.53375996e-01    6.46062787e-01    7.72449949e-01   -1.57761722e-02    9.96947544e-01    7.82048618e-03
403      2.58654818e-06    2.41304974e-01    6.84368077e-01    6.90684700e-01   -2.16711401e-02    9.96243885e-01    7.66371727e-03
404      2.59055582e-06    2.30613921e-01    7.19651207e-01    5.96978232e-01   -2.75019123e-02    9.95640501e-01    7.67990289e-03
405      2.59456345e-06    2.20093668e-01    7.49607315e-01    4.93059565e-01   -2.78802889e-02    9.96457208e-01    8.57955392e-03
406      2.59776175e-06    2.11825000e-01    7.66732097e-01    4.12086472e-01   -1.95985347e-02    9.98999303e-01    9.99625878e-03
407      2.60053783e-06    2.04742097e-01    7.77660026e-01    3.47942116e-01   -3.90230338e-03    1.00282676e+00    1.14390563e-02
408      2.60331392e-06    1.97749023e-01    7.86961541e-01    2.91243716e-01    2.13971078e-02    1.00829717e+00    1.29125842e-02
409      2.60609001e-06    1.90847906e-01    7.95658278e-01    2.40987272e-01    5.92918261e-02    1.01594221e+00    1.46850597e-02
410      2.60886610e-06    1.84040844e-01    8.03349158e-01    1.92204022e-01    1.15150783e-01    1.02706407e+00    1.74086136e-02
411      2.61136457e-06    1.77996619e-01    8.10088407e-01    1.51403092e-01    1.74644062e-01    1.03864731e+00    1.89073552e-02
412      2.61361320e-06    1.72624622e-01    8.17222126e-01    1.21808246e-01    2.28790524e-01    1.04822349e+00    1.81638055e-02
413      2.61563697e-06    1.67845666e-01    8.24780178e-01    1.01867515e-01    2.76868613e-01    1.05507652e+00    1.59830180e-02
414      2.61766074e-06    1.63120416e-01    8.33312809e-01    8.79256702e-02    3.23558223e-01    1.05929318e+00    1.25882415e-02
415      2.61968451e-06    1.58449635e-01    8.42442765e-01    7.86181199e-02    3.68335186e-01    1.06023690e+00    8.34700470e-03
416      2.62170828e-06    1.53834078e-01    8.51756715e-01    7.24094565e-02    4.10841562e-01    1.05753665e+00    3.62109366e-03
417      2.62373204e-06    1.49274491e-01    8.60936542e-01    6.80768914e-02    4.50836363e-01    1.05102227e+00   -1.30436502e-03
418      2.62575581e-06    1.44771612e-01    8.69777137e-01    6.47822769e-02    4.88182407e-01    1.04068091e+00   -6.21859163e-03
419      2.62777958e-06    1.40326169e-01    8.78163601e-01    6.19986636e-02    5.22824629e-01    1.02661217e+00   -1.09740187e-02
420      2.63182711e-06    1.31610457e-01    8.93436678e-01    5.69427662e-02    5.84384184e-01    9.87971234e-01   -1.97513855e-02
421      2.63587465e-06    1.23132990e-01    9.06765667e-01    5.20595876e-02    6.36837147e-01    9.35815299e-01   -2.77877459e-02
422      2.63992219e-06    1.14899251e-01    9.18341684e-01    4.72848730e-02    6.81725798e-01    8.69278600e-01   -3.57774422e-02
423      2.64396972e-06    1.06914565e-01    9.28513884e-01    4.32975612e-02    7.22890310e-01    7.83563517e-01   -4.61909018e-02
424      2.64761250e-06    9.99455600e-02    9.36744588e-01    4.10335091e-02    7.60713025e-01    6.81856022e-01   -6.10061143e-02
