Index        TIME         {2.0 + V(1)}
98      9.32203091e-07   2.99986007e+00   
99      9.49882434e-07   2.99416166e+00   
100     9.67561777e-07   2.97510972e+00   
101     9.85241120e-07   2.94374377e+00   
102     1.00292046e-06   2.90112419e+00   
103     1.02059981e-06   2.84853327e+00   
104     1.03651122e-06   2.79260837e+00   
105     1.05242262e-06   2.72999873e+00   
106     1.06833403e-06   2.66173420e+00   
107     1.08424544e-06   2.58894214e+00   
108     1.10015685e-06   2.51133614e+00   
109     1.11606826e-06   2.43047247e+00   
110     1.13197967e-06   2.34733776e+00   
111     1.14789108e-06   2.26296085e+00   
112     1.16221134e-06   2.18576876e+00   
113     1.17653161e-06   2.10840615e+00   
114     1.19085188e-06   2.03144274e+00   
115     1.20517215e-06   1.95544362e+00   
116     1.20790577e-06   1.94102348e+00   
117     1.21063940e-06   1.92665121e+00   
118     1.21337302e-06   1.91232984e+00   
119     1.21610665e-06   1.89806239e+00   
120     1.22157389e-06   1.86969322e+00   
121     1.22704114e-06   1.84156727e+00   
122     1.23250839e-06   1.81370542e+00   
123     1.23797564e-06   1.78612784e+00   
124     1.24891014e-06   1.73189764e+00   
125     1.25984464e-06   1.67902112e+00   
126     1.27077913e-06   1.62763011e+00   
127     1.28171363e-06   1.57784461e+00   
128     1.29264813e-06   1.52977285e+00   
129     1.30358263e-06   1.48351105e+00   
130     1.31451712e-06   1.43914361e+00   
131     1.32545162e-06   1.39674308e+00   
132     1.34732062e-06   1.31812923e+00   
133     1.36918961e-06   1.24805325e+00   
134     1.39105861e-06   1.18673127e+00   
135     1.41292760e-06   1.13420439e+00   
136     1.43110681e-06   1.09745393e+00   
137     1.44928601e-06   1.06679486e+00   
138     1.46746522e-06   1.04207613e+00   
139     1.48564443e-06   1.02307776e+00   
140     1.50382363e-06   1.01002126e+00   
141     1.52200284e-06   1.00247794e+00   
142     1.54018205e-06   1.00017456e+00   
143     1.55836125e-06   1.00278941e+00   
144     1.57654046e-06   1.01049573e+00   
145     1.59471967e-06   1.02279866e+00   
146     1.61289887e-06   1.03939274e+00   
147     1.63107808e-06   1.05994501e+00   
148     1.64925729e-06   1.08452707e+00   
149     1.66743649e-06   1.11269561e+00   
150     1.68561570e-06   1.14416818e+00   
151     1.70379491e-06   1.17865255e+00   
152     1.72197411e-06   1.21611073e+00   
153     1.74015332e-06   1.25619713e+00   
154     1.75833253e-06   1.29867149e+00   
155     1.77651173e-06   1.34329462e+00   
156     1.79469094e-06   1.38996151e+00   
157     1.81287015e-06   1.43841805e+00   
158     1.83104935e-06   1.48846922e+00   
159     1.84922856e-06   1.53992654e+00   
160     1.87820627e-06   1.62447049e+00   
161     1.90718398e-06   1.71150804e+00   
162     1.93616168e-06   1.80042223e+00   
163     1.96513939e-06   1.89064657e+00   
164     1.99411710e-06   1.98144750e+00   
165     2.02309481e-06   2.07236134e+00   
166     2.05207252e-06   2.16288435e+00   
167     2.08105023e-06   2.25254934e+00   
168     2.10426947e-06   2.32305824e+00   
169     2.12748872e-06   2.39222404e+00   
170     2.15070797e-06   2.45976316e+00   
171     2.17392722e-06   2.52539605e+00   
172     2.19714646e-06   2.58845307e+00   
173     2.22036571e-06   2.64873512e+00   
174     2.24358496e-06   2.70587059e+00   
175     2.26680421e-06   2.75947927e+00   
176     2.29002345e-06   2.80891243e+00   
177     2.31324270e-06   2.85380977e+00   
178     2.33646195e-06   2.89368853e+00   
179     2.35968120e-06   2.92804743e+00   
180     2.38290044e-06   2.95635409e+00   
181     2.40611969e-06   2.97807183e+00   
182     2.42933894e-06   2.99263998e+00   
183     2.45255819e-06   2.99947885e+00   
184     2.50257209e-06   2.98666788e+00   
185     2.55258599e-06   2.93163923e+00   
186     2.60259989e-06   2.82947511e+00   
187     2.63191576e-06   2.74984017e+00   
188     2.66123164e-06   2.65371634e+00   
189     2.69054751e-06   2.54054953e+00   
190     2.71539196e-06   2.43598547e+00   
191     2.74023641e-06   2.32186602e+00   
192     2.76508085e-06   2.19849051e+00   
193     2.76946993e-06   2.17626066e+00   
194     2.77385901e-06   2.15383720e+00   
195     2.77824808e-06   2.13122622e+00   
196     2.78702624e-06   2.08559150e+00   
197     2.79580439e-06   2.03941206e+00   
198     2.80458254e-06   1.99276399e+00   
199     2.81137841e-06   1.95642527e+00   
200     2.81817427e-06   1.91992387e+00   
201     2.82497014e-06   1.88330389e+00   
202     2.83176601e-06   1.84663616e+00   
203     2.83856187e-06   1.80995992e+00   
204     2.84535774e-06   1.77332437e+00   
205     2.85894947e-06   1.70045586e+00   
206     2.87254121e-06   1.62846611e+00   
207     2.88613294e-06   1.55779895e+00   
208     2.89836550e-06   1.49584000e+00   
209     2.91059806e-06   1.43576084e+00   
210     2.92283062e-06   1.37791821e+00   
211     2.93506318e-06   1.32279239e+00   
212     2.94729574e-06   1.27072050e+00   
213     2.95952830e-06   1.22208454e+00   
214     2.97176086e-06   1.17730067e+00   
215     2.98399342e-06   1.13674603e+00   
216     2.99622598e-06   1.10080995e+00   
217     3.02069110e-06   1.04388388e+00   
218     3.04515622e-06   1.00940365e+00   
219     3.06962134e-06   1.00020377e+00   
220     3.09026096e-06   1.01175702e+00   
221     3.11090059e-06   1.04301574e+00   
222     3.13154022e-06   1.09517562e+00   
223     3.15217985e-06   1.16455963e+00   
224     3.17281947e-06   1.25318766e+00   
225     3.19345910e-06   1.36128807e+00   
226     3.20980273e-06   1.45619667e+00   
227     3.22614637e-06   1.56031413e+00   
228     3.24249000e-06   1.67307355e+00   
229     3.25594686e-06   1.76940569e+00   
230     3.26940372e-06   1.86909425e+00   
231     3.28286057e-06   1.97145981e+00   
232     3.28476770e-06   1.98602015e+00   
233     3.28667483e-06   2.00060202e+00   
234     3.28858196e-06   2.01520279e+00   
235     3.29239622e-06   2.04443344e+00   
236     3.29621048e-06   2.07369077e+00   
237     3.30002474e-06   2.10295055e+00   
238     3.30383900e-06   2.13218297e+00   
239     3.30765326e-06   2.16136404e+00   
240     3.31146752e-06   2.19046804e+00   
241     3.31909604e-06   2.24833136e+00   
242     3.32672456e-06   2.30556172e+00   
243     3.33435307e-06   2.36194689e+00   
244     3.34198159e-06   2.41725723e+00   
245     3.34961011e-06   2.47128128e+00   
246     3.35723863e-06   2.52380206e+00   
247     3.37249567e-06   2.62349416e+00   
248     3.38775270e-06   2.71461178e+00   
249     3.40300974e-06   2.79543601e+00   
250     3.41826678e-06   2.86484284e+00   
251     3.43352382e-06   2.92108630e+00   
252     3.44878085e-06   2.96260973e+00   
253     3.46403789e-06   2.98969371e+00   
254     3.47929493e-06   3.00051912e+00   
255     3.49455196e-06   2.99392299e+00   
256     3.50980900e-06   2.97194092e+00   
257     3.52506604e-06   2.93295300e+00   
258     3.54032308e-06   2.87648167e+00   
259     3.55558011e-06   2.80608468e+00   
260     3.57083715e-06   2.72070798e+00   
261     3.58609419e-06   2.62073872e+00   
262     3.59753696e-06   2.53874010e+00   
263     3.60897974e-06   2.45093840e+00   
264     3.62042252e-06   2.35821133e+00   
265     3.63186530e-06   2.26153189e+00   
266     3.64330808e-06   2.16161799e+00   
267     3.65475085e-06   2.05967801e+00   
268     3.66619363e-06   1.95686292e+00   
269     3.67763641e-06   1.85440454e+00   
270     3.68732749e-06   1.76827372e+00   
271     3.69701856e-06   1.68372928e+00   
272     3.70670964e-06   1.60151746e+00   
273     3.71640071e-06   1.52241006e+00   
274     3.72609179e-06   1.44655738e+00   
275     3.73578287e-06   1.37489220e+00   
276     3.74547394e-06   1.30808503e+00   
277     3.75516502e-06   1.24680980e+00   
278     3.76485610e-06   1.19112089e+00   
279     3.77454717e-06   1.14178565e+00   
280     3.78423825e-06   1.09930228e+00   
281     3.79392932e-06   1.06414817e+00   
282     3.80362040e-06   1.03624250e+00   
283     3.81331148e-06   1.01608997e+00   
284     3.82300255e-06   1.00394021e+00   
285     3.83269363e-06   1.00000000e+00   
286     3.84238471e-06   1.00403892e+00   
287     3.85207578e-06   1.01622860e+00   
288     3.86176686e-06   1.03652594e+00   
289     3.87145793e-06   1.06482881e+00   
290     3.88114901e-06   1.10077688e+00   
291     3.89084009e-06   1.14417549e+00   
292     3.90053116e-06   1.19468414e+00   
293     3.91022224e-06   1.25189514e+00   
294     3.91864937e-06   1.30675509e+00   
295     3.92707650e-06   1.36599867e+00   
296     3.93550363e-06   1.42924535e+00   
297     3.94393076e-06   1.49607861e+00   
298     3.95235788e-06   1.56604622e+00   
299     3.96078501e-06   1.63886293e+00   
300     3.96921214e-06   1.71397711e+00   
301     3.97763927e-06   1.79090090e+00   
302     3.98606640e-06   1.86912622e+00   
303     3.99449353e-06   1.94812626e+00   
304     4.00173864e-06   2.01639888e+00   
305     4.00898374e-06   2.08459456e+00   
306     4.01622885e-06   2.15238718e+00   
307     4.02347396e-06   2.21944996e+00   
308     4.03071907e-06   2.28545671e+00   
309     4.03796417e-06   2.35015564e+00   
310     4.04520928e-06   2.41321003e+00   
311     4.05245439e-06   2.47432347e+00   
312     4.05969949e-06   2.53320880e+00   
313     4.06694460e-06   2.58958958e+00   
314     4.07418971e-06   2.64321527e+00   
315     4.08143482e-06   2.69383288e+00   
316     4.08867992e-06   2.74121136e+00   
317     4.09592503e-06   2.78513721e+00   
318     4.10317014e-06   2.82541603e+00   
319     4.11766035e-06   2.89422950e+00   
320     4.13215057e-06   2.94645342e+00   
321     4.14664078e-06   2.98122470e+00   
322     4.16113099e-06   2.99808126e+00   
323     4.17562121e-06   2.99700432e+00   
324     4.18578758e-06   2.98513144e+00   
325     4.19595394e-06   2.96449107e+00   
326     4.20612031e-06   2.93535944e+00   
327     4.21628668e-06   2.89812116e+00   
328     4.22645304e-06   2.85327362e+00   
329     4.23661941e-06   2.80060379e+00   
330     4.24678578e-06   2.74101901e+00   
331     4.25695215e-06   2.67513892e+00   
332     4.26711851e-06   2.60366707e+00   
333     4.27728488e-06   2.52739154e+00   
334     4.28745125e-06   2.44636532e+00   
335     4.29761762e-06   2.36170350e+00   
336     4.30778398e-06   2.27420241e+00   
337     4.31795035e-06   2.18469777e+00   
338     4.32811672e-06   2.09406151e+00   
339     4.33658160e-06   2.01793551e+00   
340     4.34504649e-06   1.94188450e+00   
341     4.35351138e-06   1.86636157e+00   
342     4.36197627e-06   1.79181533e+00   
343     4.37044115e-06   1.71868758e+00   
344     4.37890604e-06   1.64729324e+00   
345     4.38737093e-06   1.57807925e+00   
346     4.39583581e-06   1.51141977e+00   
347     4.40430070e-06   1.44766656e+00   
348     4.41276559e-06   1.38714621e+00   
349     4.42123047e-06   1.33021526e+00   
350     4.42969536e-06   1.27713044e+00   
351     4.43816025e-06   1.22814340e+00   
352     4.44662513e-06   1.18347259e+00   
353     4.45509002e-06   1.14330073e+00   
354     4.46355491e-06   1.10791573e+00   
355     4.47201980e-06   1.07739634e+00   
356     4.48048468e-06   1.05184842e+00   
357     4.48894957e-06   1.03134086e+00   
358     4.49741446e-06   1.01590370e+00   
359     4.50587934e-06   1.00570512e+00   
360     4.51434423e-06   1.00066228e+00   
361     4.52280912e-06   1.00073583e+00   
362     4.53127400e-06   1.00585192e+00   
363     4.53973889e-06   1.01590131e+00   
364     4.54820378e-06   1.03091584e+00   
365     4.55666867e-06   1.05068334e+00   
366     4.56513355e-06   1.07504079e+00   
367     4.57359844e-06   1.10379787e+00   
368     4.58206333e-06   1.13673700e+00   
369     4.59052821e-06   1.17376292e+00   
370     4.59899310e-06   1.21457900e+00   
371     4.60745799e-06   1.25893509e+00   
372     4.61592287e-06   1.30656391e+00   
373     4.62438776e-06   1.35718195e+00   
374     4.63285265e-06   1.41059100e+00   
375     4.64131753e-06   1.46646103e+00   
376     4.64978242e-06   1.52449793e+00   
377     4.65824731e-06   1.58440156e+00   
378     4.66671220e-06   1.64586710e+00   
379     4.67517708e-06   1.70863013e+00   
380     4.68364197e-06   1.77237370e+00   
381     4.69210686e-06   1.83680198e+00   
382     4.70057174e-06   1.90162315e+00   
383     4.70903663e-06   1.96655109e+00   
384     4.71750152e-06   2.03129689e+00   
385     4.72596640e-06   2.09559255e+00   
386     4.73443129e-06   2.15917584e+00   
387     4.74289618e-06   2.22179630e+00   
388     4.75136107e-06   2.28321687e+00   
389     4.75982595e-06   2.34316379e+00   
390     4.76829084e-06   2.40144034e+00   
391     4.77675573e-06   2.45784267e+00   
392     4.78522061e-06   2.51218349e+00   
393     4.79368550e-06   2.56429346e+00   
394     4.80215039e-06   2.61394567e+00   
395     4.81061527e-06   2.66102347e+00   
396     4.81908016e-06   2.70539444e+00   
397     4.82754505e-06   2.74694448e+00   
398     4.83600993e-06   2.78557878e+00   
399     4.84447482e-06   2.82113784e+00   
400     4.85293971e-06   2.85358233e+00   
401     4.86140460e-06   2.88285332e+00   
402     4.86986948e-06   2.90890935e+00   
403     4.87833437e-06   2.93172695e+00   
404     4.88679926e-06   2.95122241e+00   
405     4.89526414e-06   2.96742275e+00   
406     4.90372903e-06   2.98033574e+00   
407     4.91219392e-06   2.98998390e+00   
408     4.92065880e-06   2.99640460e+00   
409     4.92912369e-06   2.99958736e+00   
410     4.93758858e-06   2.99960979e+00   
411     4.94605347e-06   2.99653363e+00   
412     4.95451835e-06   2.99043160e+00   
413     4.96298324e-06   2.98138708e+00   
414     4.97144813e-06   2.96945196e+00   
415     4.97991301e-06   2.95473705e+00   
416     4.98837790e-06   2.93734238e+00   
417     4.99684279e-06   2.91737476e+00   
418     5.00530767e-06   2.89494730e+00   
419     5.01377256e-06   2.87015830e+00   
420     5.02223745e-06   2.84313527e+00   
421     5.03070233e-06   2.81400037e+00   
422     5.03916722e-06   2.78287861e+00   
423     5.04763211e-06   2.74989726e+00   
424     5.06456188e-06   2.67887217e+00   
425     5.08149166e-06   2.60196431e+00   
426     5.09842143e-06   2.52020864e+00   
427     5.11535120e-06   2.43461588e+00   
428     5.13228098e-06   2.34615241e+00   
429     5.14324233e-06   2.28787920e+00   
430     5.15420369e-06   2.22908147e+00   
431     5.16516505e-06   2.16999337e+00   
432     5.17612640e-06   2.11083416e+00   
433     5.18708776e-06   2.05180618e+00   
434     5.19804911e-06   1.99323668e+00   
435     5.20901047e-06   1.93525530e+00   
436     5.21997183e-06   1.87804141e+00   
437     5.23093318e-06   1.82175695e+00   
438     5.24189454e-06   1.76654509e+00   
439     5.25175976e-06   1.71799538e+00   
440     5.26162498e-06   1.67057693e+00   
441     5.27149020e-06   1.62437894e+00   
442     5.28135542e-06   1.57947985e+00   
443     5.29122064e-06   1.53594686e+00   
444     5.30108586e-06   1.49391578e+00   
445     5.31095108e-06   1.45341299e+00   
446     5.32081630e-06   1.41449222e+00   
447     5.33068152e-06   1.37719830e+00   
448     5.34054674e-06   1.34156711e+00   
449     5.35041196e-06   1.30767276e+00   
450     5.36027718e-06   1.27552423e+00   
451     5.37014240e-06   1.24514441e+00   
452     5.38000763e-06   1.21654954e+00   
453     5.38987285e-06   1.18974928e+00   
454     5.39973807e-06   1.16477044e+00   
455     5.40960329e-06   1.14160584e+00   
456     5.41946851e-06   1.12025358e+00   
457     5.42933373e-06   1.10070711e+00   
458     5.43919895e-06   1.08295541e+00   
459     5.45892939e-06   1.05280040e+00   
460     5.47865983e-06   1.02963851e+00   
461     5.49839027e-06   1.01327813e+00   
462     5.51812071e-06   1.00348960e+00   
463     5.53785115e-06   1.00001399e+00   
464     5.55560855e-06   1.00203718e+00   
465     5.57336595e-06   1.00872064e+00   
466     5.59112334e-06   1.01984282e+00   
467     5.60888074e-06   1.03518312e+00   
468     5.62663814e-06   1.05452693e+00   
469     5.64439553e-06   1.07752656e+00   
470     5.66215293e-06   1.10401299e+00   
471     5.67991033e-06   1.13376766e+00   
472     5.69766772e-06   1.16658681e+00   
473     5.71542512e-06   1.20228550e+00   
474     5.73318252e-06   1.24045493e+00   
475     5.75093991e-06   1.28099944e+00   
476     5.76869731e-06   1.32373298e+00   
477     5.78645471e-06   1.36848774e+00   
478     5.80421211e-06   1.41511673e+00   
479     5.82196950e-06   1.46323725e+00   
480     5.83972690e-06   1.51279576e+00   
481     5.85748430e-06   1.56363994e+00   
482     5.87524169e-06   1.61563207e+00   
483     5.89299909e-06   1.66865028e+00   
484     5.91519584e-06   1.73594568e+00   
485     5.93739258e-06   1.80423689e+00   
486     5.95958933e-06   1.87326871e+00   
487     5.98178607e-06   1.94280269e+00   
488     6.00398282e-06   2.01248051e+00   
489     6.02617957e-06   2.08211474e+00   
490     6.04837631e-06   2.15147512e+00   
491     6.07057306e-06   2.22034254e+00   
492     6.09055013e-06   2.28154150e+00   
493     6.11052720e-06   2.34188031e+00   
494     6.13050427e-06   2.40117462e+00   
495     6.15048134e-06   2.45924152e+00   
496     6.17045841e-06   2.51573187e+00   
497     6.19043549e-06   2.57049164e+00   
498     6.21041256e-06   2.62329422e+00   
499     6.23038963e-06   2.67390835e+00   
500     6.25036670e-06   2.72197525e+00   
501     6.27034377e-06   2.76727087e+00   
502     6.29032084e-06   2.80951281e+00   
503     6.31029791e-06   2.84840913e+00   
504     6.33027499e-06   2.88361194e+00   
505     6.35025206e-06   2.91481614e+00   
506     6.37022913e-06   2.94168687e+00   
507     6.39020620e-06   2.96387780e+00   
508     6.43016034e-06   2.99314962e+00   
509     6.47011449e-06   2.99987634e+00   
510     6.51006863e-06   2.98125757e+00   
511     6.55002277e-06   2.93439467e+00   
512     6.57781017e-06   2.88595024e+00   
513     6.60559757e-06   2.82311866e+00   
514     6.63338497e-06   2.74540190e+00   
515     6.66117237e-06   2.65234938e+00   
516     6.68471998e-06   2.56444293e+00   
517     6.70826759e-06   2.46728244e+00   
518     6.73181520e-06   2.36131075e+00   
519     6.75536280e-06   2.24706382e+00   
520     6.76014941e-06   2.22327274e+00   
521     6.76493602e-06   2.19923825e+00   
522     6.76972263e-06   2.17497109e+00   
523     6.77450923e-06   2.15048229e+00   
524     6.78408245e-06   2.10095501e+00   
525     6.79365566e-06   2.05074996e+00   
526     6.80322888e-06   1.99998510e+00   
527     6.81280209e-06   1.94878487e+00   
528     6.83194852e-06   1.84563888e+00   
529     6.85109495e-06   1.74245809e+00   
530     6.87024138e-06   1.64050264e+00   
531     6.88938780e-06   1.54114272e+00   
532     6.90298633e-06   1.47283702e+00   
533     6.91658486e-06   1.40705501e+00   
534     6.93018338e-06   1.34435688e+00   
535     6.94378191e-06   1.28532660e+00   
536     6.95738043e-06   1.23028628e+00   
537     6.97097896e-06   1.17991848e+00   
538     6.98457749e-06   1.13480154e+00   
539     6.99817601e-06   1.09552791e+00   
540     7.01177454e-06   1.06222040e+00   
541     7.02537306e-06   1.03557290e+00   
542     7.03897159e-06   1.01608091e+00   
543     7.05257011e-06   1.00423644e+00   
544     7.06616864e-06   9.99904716e-01   
545     7.07976717e-06   1.00365071e+00   
546     7.09336569e-06   1.01576424e+00   
547     7.10696422e-06   1.03650605e+00   
548     7.12056274e-06   1.06544885e+00   
549     7.13416127e-06   1.10287980e+00   
550     7.14775980e-06   1.14876973e+00   
551     7.16135832e-06   1.20303341e+00   
552     7.17495685e-06   1.26493609e+00   
553     7.18855537e-06   1.33435646e+00   
554     7.20215390e-06   1.41085843e+00   
555     7.21575243e-06   1.49392550e+00   
556     7.22656460e-06   1.56405109e+00   
557     7.23737677e-06   1.63743937e+00   
558     7.24818894e-06   1.71365389e+00   
559     7.25900111e-06   1.79221249e+00   
560     7.26981328e-06   1.87258627e+00   
561     7.28062545e-06   1.95446597e+00   
562     7.29143762e-06   2.03718064e+00   
563     7.30224980e-06   2.12014070e+00   
564     7.31306197e-06   2.20272253e+00   
565     7.32387414e-06   2.28426882e+00   
566     7.33360509e-06   2.35650068e+00   
567     7.34333605e-06   2.42702992e+00   
568     7.35306700e-06   2.49538674e+00   
569     7.36279796e-06   2.56109424e+00   
570     7.37252891e-06   2.62366967e+00   
571     7.38225986e-06   2.68287052e+00   
572     7.39199082e-06   2.73815759e+00   
573     7.40172177e-06   2.78911108e+00   
574     7.41145273e-06   2.83532422e+00   
575     7.42118368e-06   2.87640566e+00   
576     7.43091464e-06   2.91214115e+00   
577     7.44064559e-06   2.94214875e+00   
578     7.45037654e-06   2.96614749e+00   
579     7.46010750e-06   2.98389100e+00   
580     7.46983845e-06   2.99517068e+00   
581     7.47956941e-06   2.99985540e+00   
582     7.48930036e-06   2.99781531e+00   
583     7.49903132e-06   2.98898571e+00   
584     7.50876227e-06   2.97335464e+00   
585     7.51849322e-06   2.95096614e+00   
586     7.52822418e-06   2.92181281e+00   
587     7.53795513e-06   2.88607927e+00   
588     7.54768609e-06   2.84396177e+00   
589     7.55741704e-06   2.79571874e+00   
590     7.56714799e-06   2.74167358e+00   
591     7.57687895e-06   2.68195903e+00   
592     7.58660990e-06   2.61707967e+00   
593     7.59634086e-06   2.54748635e+00   
594     7.60607181e-06   2.47368905e+00   
595     7.61580277e-06   2.39625826e+00   
596     7.62553372e-06   2.31545478e+00   
597     7.63526467e-06   2.23203604e+00   
598     7.64499563e-06   2.14664146e+00   
599     7.65472658e-06   2.05995221e+00   
600     7.66445754e-06   1.97269056e+00   
601     7.66659006e-06   1.95350898e+00   
602     7.67085510e-06   1.91517080e+00   
603     7.67938518e-06   1.83879566e+00   
604     7.68791526e-06   1.76320696e+00   
605     7.69644534e-06   1.68886642e+00   
606     7.70497542e-06   1.61638394e+00   
607     7.71350551e-06   1.54575952e+00   
608     7.72306607e-06   1.46988826e+00   
609     7.73262664e-06   1.39789474e+00   
610     7.74218721e-06   1.33036133e+00   
611     7.75174777e-06   1.26801331e+00   
612     7.76130834e-06   1.21085066e+00   
613     7.77086890e-06   1.16009186e+00   
614     7.78042947e-06   1.11533075e+00   
615     7.78999004e-06   1.07779322e+00   
616     7.79955060e-06   1.04707063e+00   
617     7.80911117e-06   1.02407580e+00   
618     7.81867174e-06   1.00850447e+00   
619     7.83141916e-06   9.99905086e-01   
620     7.84416658e-06   1.00542513e+00   
621     7.85691400e-06   1.02543345e+00   
622     7.86732004e-06   1.05158433e+00   
623     7.87772607e-06   1.08689167e+00   
624     7.88813210e-06   1.13132356e+00   
625     7.89853814e-06   1.18351625e+00   
626     7.90894417e-06   1.24366992e+00   
627     7.91935021e-06   1.31149238e+00   
628     7.92975624e-06   1.38546034e+00   
629     7.94016227e-06   1.46545747e+00   
630     7.95056831e-06   1.55092775e+00   
631     7.96097434e-06   1.64037718e+00   
632     7.97138038e-06   1.73338375e+00   
633     7.98178641e-06   1.82919044e+00   
634     7.99219244e-06   1.92642045e+00   
635     8.00259848e-06   2.02440530e+00   
636     8.01300451e-06   2.12225518e+00   
637     8.02080904e-06   2.19488799e+00   
638     8.02861356e-06   2.26645498e+00   
639     8.03641809e-06   2.33654053e+00   
640     8.04422261e-06   2.40472365e+00   
641     8.05202714e-06   2.47080236e+00   
642     8.05983166e-06   2.53431617e+00   
643     8.06763619e-06   2.59489705e+00   
644     8.07544072e-06   2.65218079e+00   
645     8.08324524e-06   2.70602161e+00   
646     8.09104977e-06   2.75603548e+00   
647     8.09885429e-06   2.80193574e+00   
648     8.10665882e-06   2.84344838e+00   
649     8.11446334e-06   2.88049460e+00   
650     8.12226787e-06   2.91280227e+00   
651     8.13007239e-06   2.94019149e+00   
652     8.13787692e-06   2.96250248e+00   
653     8.14568144e-06   2.97972774e+00   
654     8.15348597e-06   2.99173083e+00   
655     8.16129050e-06   2.99845303e+00   
656     8.16909502e-06   2.99986119e+00   
657     8.17689955e-06   2.99601692e+00   
658     8.18470407e-06   2.98692930e+00   
659     8.19250860e-06   2.97266314e+00   
660     8.20031312e-06   2.95331164e+00   
661     8.21280036e-06   2.91206850e+00   
662     8.22528760e-06   2.85874809e+00   
663     8.23777485e-06   2.79416487e+00   
