Index        FREQ           Re(V(12))        Im(V(12))
206     1.31825674e+03   1.69792558e-01   -3.12183364e-01  
207     1.38038426e+03   1.57993312e-01   -3.04291736e-01  
208     1.44543977e+03   1.46799050e-01   -2.96176497e-01  
209     1.51356125e+03   1.36208236e-01   -2.87888064e-01  
210     1.58489319e+03   1.26214661e-01   -2.79474219e-01  
211     1.65958691e+03   1.16808022e-01   -2.70979732e-01  
212     1.73780083e+03   1.07974511e-01   -2.62446101e-01  
213     1.81970086e+03   9.96973914e-02   -2.53911377e-01  
214     1.90546072e+03   9.19575491e-02   -2.45410089e-01  
215     1.99526231e+03   8.47340125e-02   -2.36973232e-01  
216     2.08929613e+03   7.80044286e-02   -2.28628327e-01  
217     2.18776162e+03   7.17454949e-02   -2.20399527e-01  
218     2.29086765e+03   6.59333419e-02   -2.12307770e-01  
219     2.39883292e+03   6.05438667e-02   -2.04370952e-01  
220     2.51188643e+03   5.55530199e-02   -1.96604128e-01  
221     2.63026799e+03   5.09370463e-02   -1.89019728e-01  
222     2.75422870e+03   4.66726835e-02   -1.81627770e-01  
223     2.88403150e+03   4.27373217e-02   -1.74436082e-01  
224     3.01995172e+03   3.91091288e-02   -1.67450519e-01  
225     3.16227766e+03   3.57671445e-02   -1.60675167e-01  
226     3.31131121e+03   3.26913477e-02   -1.54112545e-01  
227     3.46736850e+03   2.98627002e-02   -1.47763790e-01  
228     3.63078055e+03   2.72631716e-02   -1.41628833e-01  
229     3.80189396e+03   2.48757468e-02   -1.35706560e-01  
230     3.98107171e+03   2.26844206e-02   -1.29994957e-01  
231     4.16869383e+03   2.06741813e-02   -1.24491248e-01  
232     4.36515832e+03   1.88309858e-02   -1.19192014e-01  
233     4.57088190e+03   1.71417277e-02   -1.14093303e-01  
234     4.78630092e+03   1.55942009e-02   -1.09190728e-01  
235     5.01187234e+03   1.41770594e-02   -1.04479551e-01  
236     5.24807460e+03   1.28797749e-02   -9.99547617e-02  
237     5.49540874e+03   1.16925936e-02   -9.56111423e-02  
238     5.75439937e+03   1.06064915e-02   -9.14433283e-02  
239     6.02559586e+03   9.61313088e-03   -8.74458574e-02  
240     6.30957344e+03   8.70481725e-03   -8.36132141e-02  
241     6.60693448e+03   7.87445698e-03   -7.99398670e-02  
242     6.91830971e+03   7.11551687e-03   -7.64203010e-02  
243     7.24435960e+03   6.42198509e-03   -7.30490442e-02  
244     7.58577575e+03   5.78833403e-03   -6.98206907e-02  
245     7.94328235e+03   5.20948495e-03   -6.67299197e-02  
246     8.31763771e+03   4.68077464e-03   -6.37715104e-02  
247     8.70963590e+03   4.19792397e-03   -6.09403551e-02  
248     9.12010839e+03   3.75700841e-03   -5.82314689e-02  
249     9.54992586e+03   3.35443046e-03   -5.56399973e-02  
250     1.00000000e+04   2.98689387e-03   -5.31612222e-02  
251     1.04712855e+04   2.65137966e-03   -5.07905657e-02  
252     1.09647820e+04   2.34512386e-03   -4.85235929e-02  
253     1.14815362e+04   2.06559683e-03   -4.63560136e-02  
254     1.20226443e+04   1.81048412e-03   -4.42836821e-02  
255     1.25892541e+04   1.57766876e-03   -4.23025974e-02  
256     1.31825674e+04   1.36521493e-03   -4.04089016e-02  
257     1.38038426e+04   1.17135288e-03   -3.85988782e-02  
258     1.44543977e+04   9.94465026e-04   -3.68689498e-02  
259     1.51356125e+04   8.33073181e-04   -3.52156754e-02  
260     1.58489319e+04   6.85826773e-04   -3.36357472e-02  
261     1.65958691e+04   5.51492054e-04   -3.21259878e-02  
262     1.73780083e+04   4.28942156e-04   -3.06833460e-02  
263     1.81970086e+04   3.17147993e-04   -2.93048939e-02  
264     1.90546072e+04   2.15169897e-04   -2.79878225e-02  
265     1.99526231e+04   1.22149959e-04   -2.67294386e-02  
266     2.08929613e+04   3.73050082e-05   -2.55271602e-02  
267     2.18776162e+04   -4.00798171e-05  -2.43785135e-02  
268     2.29086765e+04   -1.10656952e-04  -2.32811282e-02  
269     2.39883292e+04   -1.75021799e-04  -2.22327347e-02  
270     2.51188643e+04   -2.33717651e-04  -2.12311596e-02  
271     2.63026799e+04   -2.87240198e-04  -2.02743224e-02  
272     2.75422870e+04   -3.36041651e-04  -1.93602319e-02  
273     2.88403150e+04   -3.80534504e-04  -1.84869825e-02  
274     3.01995172e+04   -4.21094981e-04  -1.76527512e-02  
275     3.16227766e+04   -4.58066170e-04  -1.68557939e-02  
276     3.31131121e+04   -4.91760907e-04  -1.60944422e-02  
277     3.46736850e+04   -5.22464385e-04  -1.53671007e-02  
278     3.63078055e+04   -5.50436554e-04  -1.46722435e-02  
279     3.80189396e+04   -5.75914299e-04  -1.40084115e-02  
280     3.98107171e+04   -5.99113438e-04  -1.33742096e-02  
281     4.16869383e+04   -6.20230530e-04  -1.27683040e-02  
282     4.36515832e+04   -6.39444540e-04  -1.21894194e-02  
283     4.57088190e+04   -6.56918340e-04  -1.16363367e-02  
284     4.78630092e+04   -6.72800087e-04  -1.11078905e-02  
285     5.01187234e+04   -6.87224475e-04  -1.06029669e-02  
286     5.24807460e+04   -7.00313875e-04  -1.01205010e-02  
287     5.49540874e+04   -7.12179367e-04  -9.65947494e-03  
288     5.75439937e+04   -7.22921686e-04  -9.21891583e-03  
289     6.02559586e+04   -7.32632075e-04  -8.79789380e-03  
290     6.30957344e+04   -7.41393063e-04  -8.39552004e-03  
291     6.60693448e+04   -7.49279162e-04  -8.01094506e-03  
292     6.91830971e+04   -7.56357518e-04  -7.64335694e-03  
293     7.24435960e+04   -7.62688472e-04  -7.29197967e-03  
294     7.58577575e+04   -7.68326091e-04  -6.95607158e-03  
295     7.94328235e+04   -7.73318632e-04  -6.63492384e-03  
296     8.31763771e+04   -7.77708967e-04  -6.32785902e-03  
297     8.70963590e+04   -7.81534962e-04  -6.03422970e-03  
298     9.12010839e+04   -7.84829816e-04  -5.75341720e-03  
299     9.54992586e+04   -7.87622368e-04  -5.48483033e-03  
300     1.00000000e+05   -7.89937368e-04  -5.22790419e-03  
301     1.04712855e+05   -7.91795720e-04  -4.98209908e-03  
302     1.09647820e+05   -7.93214695e-04  -4.74689941e-03  
303     1.14815362e+05   -7.94208132e-04  -4.52181275e-03  
304     1.20226443e+05   -7.94786598e-04  -4.30636885e-03  
305     1.25892541e+05   -7.94957554e-04  -4.10011873e-03  
306     1.31825674e+05   -7.94725486e-04  -3.90263393e-03  
307     1.38038426e+05   -7.94092033e-04  -3.71350565e-03  
308     1.44543977e+05   -7.93056108e-04  -3.53234407e-03  
309     1.51356125e+05   -7.91614011e-04  -3.35877766e-03  
310     1.58489319e+05   -7.89759536e-04  -3.19245257e-03  
311     1.65958691e+05   -7.87484088e-04  -3.03303207e-03  
312     1.73780083e+05   -7.84776798e-04  -2.88019599e-03  
313     1.81970086e+05   -7.81624656e-04  -2.73364029e-03  
314     1.90546072e+05   -7.78012652e-04  -2.59307661e-03  
315     1.99526231e+05   -7.73923939e-04  -2.45823189e-03  
316     2.08929613e+05   -7.69340026e-04  -2.32884799e-03  
317     2.18776162e+05   -7.64240994e-04  -2.20468143e-03  
318     2.29086765e+05   -7.58605752e-04  -2.08550307e-03  
319     2.39883292e+05   -7.52412330e-04  -1.97109785e-03  
320     2.51188643e+05   -7.45638218e-04  -1.86126453e-03  
321     2.63026799e+05   -7.38260759e-04  -1.75581548e-03  
322     2.75422870e+05   -7.30257586e-04  -1.65457642e-03  
323     2.88403150e+05   -7.21607115e-04  -1.55738614e-03  
324     3.01995172e+05   -7.12289092e-04  -1.46409621e-03  
325     3.16227766e+05   -7.02285191e-04  -1.37457068e-03  
326     3.31131121e+05   -6.91579649e-04  -1.28868562e-03  
327     3.46736850e+05   -6.80159946e-04  -1.20632871e-03  
328     3.63078055e+05   -6.68017502e-04  -1.12739866e-03  
329     3.80189396e+05   -6.55148383e-04  -1.05180456e-03  
330     3.98107171e+05   -6.41553994e-04  -9.79465095e-04  
331     4.16869383e+05   -6.27241734e-04  -9.10307704e-04  
332     4.36515832e+05   -6.12225594e-04  -8.44267547e-04  
333     4.57088190e+05   -5.96526659e-04  -7.81286407e-04  
334     4.78630092e+05   -5.80173496e-04  -7.21311464e-04  
335     5.01187234e+05   -5.63202391e-04  -6.64293987e-04  
336     5.24807460e+05   -5.45657413e-04  -6.10187967e-04  
337     5.49540874e+05   -5.27590291e-04  -5.58948708e-04  
338     5.75439937e+05   -5.09060076e-04  -5.10531431e-04  
339     6.02559586e+05   -4.90132594e-04  -4.64889915e-04  
340     6.30957344e+05   -4.70879690e-04  -4.21975236e-04  
341     6.60693448e+05   -4.51378270e-04  -3.81734625e-04  
342     6.91830971e+05   -4.31709180e-04  -3.44110515e-04  
343     7.24435960e+05   -4.11955942e-04  -3.09039779e-04  
344     7.58577575e+05   -3.92203393e-04  -2.76453213e-04  
345     7.94328235e+05   -3.72536278e-04  -2.46275259e-04  
346     8.31763771e+05   -3.53037845e-04  -2.18423995e-04  
347     8.70963590e+05   -3.33788489e-04  -1.92811360e-04  
348     9.12010839e+05   -3.14864497e-04  -1.69343618e-04  
349     9.54992586e+05   -2.96336933e-04  -1.47922022e-04  
350     1.00000000e+06   -2.78270696e-04  -1.28443644e-04  
351     1.04712855e+06   -2.60723769e-04  -1.10802327e-04  
352     1.09647820e+06   -2.43746689e-04  -9.48897239e-05  
353     1.14815362e+06   -2.27382216e-04  -8.05963667e-05  
354     1.20226443e+06   -2.11665215e-04  -6.78127370e-05  
355     1.25892541e+06   -1.96622723e-04  -5.64302897e-05  
356     1.31825674e+06   -1.82274192e-04  -4.63424063e-05  
357     1.38038426e+06   -1.68631864e-04  -3.74452497e-05  
358     1.44543977e+06   -1.55701270e-04  -2.96385050e-05  
359     1.51356125e+06   -1.43481809e-04  -2.28259960e-05  
360     1.58489319e+06   -1.31967386e-04  -1.69161729e-05  
361     1.65958691e+06   -1.21147080e-04  -1.18224737e-05  
362     1.73780083e+06   -1.11005821e-04  -7.46356632e-06  
363     1.81970086e+06   -1.01525053e-04  -3.76347937e-06  
364     1.90546072e+06   -9.26833699e-05  -6.51635819e-07  
365     1.99526231e+06   -8.44571137e-05  1.93719828e-06   
366     2.08929613e+06   -7.68209187e-05  4.06303531e-06   
367     2.18776162e+06   -6.97482058e-05  5.78084406e-06   
368     2.29086765e+06   -6.32116173e-05  7.14077088e-06   
369     2.39883292e+06   -5.71833956e-05  8.18839173e-06   
370     2.51188643e+06   -5.16357055e-05  8.96498426e-06   
371     2.63026799e+06   -4.65409034e-05  9.50781049e-06   
372     2.75422870e+06   -4.18717589e-05  9.85040208e-06   
373     2.88403150e+06   -3.76016310e-05  1.00228418e-05   
374     3.01995172e+06   -3.37046070e-05  1.00520360e-05   
375     3.16227766e+06   -3.01556070e-05  9.96197479e-06   
376     3.31131121e+06   -2.69304601e-05  9.77397693e-06   
377     3.46736850e+06   -2.40059583e-05  9.50691817e-06   
378     3.63078055e+06   -2.13598907e-05  9.17744268e-06   
379     3.80189396e+06   -1.89710639e-05  8.80015764e-06   
380     3.98107171e+06   -1.68193110e-05  8.38781170e-06   
381     4.16869383e+06   -1.48854924e-05  7.95145881e-06   
382     4.36515832e+06   -1.31514912e-05  7.50060866e-06   
383     4.57088190e+06   -1.16002041e-05  7.04336559e-06   
384     4.78630092e+06   -1.02155294e-05  6.58655743e-06   
385     5.01187234e+06   -8.98235254e-06  6.13585593e-06   
386     5.24807460e+06   -7.88653006e-06  5.69588992e-06   
387     5.49540874e+06   -6.91487049e-06  5.27035236e-06   
388     5.75439937e+06   -6.05511364e-06  4.86210188e-06   
389     6.02559586e+06   -5.29590689e-06  4.47325937e-06   
390     6.30957344e+06   -4.62677859e-06  4.10529964e-06   
391     6.60693448e+06   -4.03810826e-06  3.75913820e-06   
392     6.91830971e+06   -3.52109366e-06  3.43521290e-06   
393     7.24435960e+06   -3.06771462e-06  3.13356006e-06   
394     7.58577575e+06   -2.67069406e-06  2.85388489e-06   
395     7.94328235e+06   -2.32345658e-06  2.59562574e-06   
396     8.31763771e+06   -2.02008510e-06  2.35801215e-06   
397     8.70963590e+06   -1.75527620e-06  2.14011640e-06   
398     9.12010839e+06   -1.52429490e-06  1.94089873e-06   
399     9.54992586e+06   -1.32292935e-06  1.75924634e-06   
400     1.00000000e+07   -1.14744626e-06  1.59400632e-06   
401     1.04712855e+07   -9.94547523e-07  1.44401315e-06   
402     1.09647820e+07   -8.61328545e-07  1.30811088e-06   
403     1.14815362e+07   -7.45238629e-07  1.18517076e-06   
404     1.20226443e+07   -6.44043782e-07  1.07410474e-06   
405     1.25892541e+07   -5.55792073e-07  9.73875329e-07   
406     1.31825674e+07   -4.78781695e-07  8.83502452e-07   
407     1.38038426e+07   -4.11531736e-07  8.02067688e-07   
408     1.44543977e+07   -3.52755657e-07  7.28716435e-07   
409     1.51356125e+07   -3.01337372e-07  6.62658361e-07   
410     1.58489319e+07   -2.56309820e-07  6.03166535e-07   
411     1.65958691e+07   -2.16835879e-07  5.49575544e-07   
412     1.73780083e+07   -1.82191455e-07  5.01278878e-07   
413     1.81970086e+07   -1.51750556e-07  4.57725797e-07   
414     1.90546072e+07   -1.24972196e-07  4.18417881e-07   
415     1.99526231e+07   -1.01388927e-07  3.82905394e-07   
416     2.08929613e+07   -8.05968390e-08  3.50783608e-07   
417     2.18776162e+07   -6.22468673e-08  3.21689142e-07   
418     2.29086765e+07   -4.60372523e-08  2.95296416e-07   
419     2.39883292e+07   -3.17070151e-08  2.71314256e-07   
420     2.51188643e+07   -1.90303226e-08  2.49482674e-07   
421     2.63026799e+07   -7.81162885e-09  2.29569863e-07   
422     2.75422870e+07   2.11851016e-09   2.11369406e-07   
423     2.88403150e+07   1.09070363e-08   1.94697698e-07   
424     3.01995172e+07   1.86814852e-08   1.79391596e-07   
425     3.16227766e+07   2.55526476e-08   1.65306271e-07   
426     3.31131121e+07   3.16168567e-08   1.52313266e-07   
427     3.46736850e+07   3.69579553e-08   1.40298742e-07   
428     3.63078055e+07   4.16489890e-08   1.29161899e-07   
429     3.80189396e+07   4.57536645e-08   1.18813568e-07   
430     3.98107171e+07   4.93276089e-08   1.09174944e-07   
431     4.16869383e+07   5.24194574e-08   1.00176457e-07   
432     4.36515832e+07   5.50717973e-08   9.17567781e-08   
433     4.57088190e+07   5.73219881e-08   8.38619177e-08   
434     4.78630092e+07   5.92028761e-08   7.64444391e-08   
435     5.01187234e+07   6.07434206e-08   6.94627529e-08   
436     5.24807460e+07   6.19692434e-08   6.28804903e-08   
437     5.49540874e+07   6.29031135e-08   5.66659457e-08   
438     5.75439937e+07   6.35653752e-08   5.07915780e-08   
439     6.02559586e+07   6.39743289e-08   4.52335643e-08   
440     6.30957344e+07   6.41465695e-08   3.99713968e-08   
441     6.60693448e+07   6.40972874e-08   3.49875187e-08   
442     6.91830971e+07   6.38405376e-08   3.02669906e-08   
443     7.24435960e+07   6.33894782e-08   2.57971847e-08   
444     7.58577575e+07   6.27565820e-08   2.15675004e-08   
445     7.94328235e+07   6.19538227e-08   1.75690985e-08   
446     8.31763771e+07   6.09928367e-08   1.37946499e-08   
