Index       TIME              V(1)              V(2)              L1:L             {L1:L}           {2*L1:L}        {(L1:L)**2.0}     {(L1:L)*R1:R}  
45       5.82235884e-07    3.65828779e-03    7.31657559e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
46       5.84570805e-07    3.67295843e-03    7.34591687e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
47       5.86672233e-07    3.68616201e-03    7.37232402e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
48       5.88773662e-07    3.69936558e-03    7.39873117e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
49       5.90875090e-07    3.71256916e-03    7.42513832e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
50       5.92766376e-07    3.72445237e-03    7.44890475e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
51       5.94468533e-07    3.73514727e-03    7.47029454e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
52       5.96000474e-07    3.74477267e-03    7.48954534e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
53       5.97532416e-07    3.75439808e-03    7.50879615e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
54       5.99064357e-07    3.76402348e-03    7.52804696e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
55       6.00596299e-07    3.77364888e-03    7.54729776e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
56       6.01975046e-07    3.78231174e-03    7.56462349e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
57       6.03215918e-07    3.79010832e-03    7.58021664e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
58       6.04456791e-07    3.79790490e-03    7.59580979e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
59       6.05697663e-07    3.80570147e-03    7.61140294e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
60       6.06938536e-07    3.81349805e-03    7.62699609e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
61       6.08179408e-07    3.82129462e-03    7.64258924e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
62       6.09420281e-07    3.82909120e-03    7.65818239e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
63       6.10661153e-07    3.83688777e-03    7.67377554e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
64       6.11902026e-07    3.84468435e-03    7.68936869e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
65       6.13142898e-07    3.85248092e-03    7.70496184e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
66       6.14383771e-07    3.86027749e-03    7.72055499e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
67       6.15624643e-07    3.86807407e-03    7.73614813e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
68       6.16865516e-07    3.87587064e-03    7.75174128e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
69       6.18106388e-07    3.88366721e-03    7.76733443e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
70       6.19347261e-07    3.89146379e-03    7.78292757e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
71       6.20588133e-07    3.89926036e-03    7.79852072e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
72       6.21829006e-07    3.90705693e-03    7.81411386e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
73       6.23069878e-07    3.91485350e-03    7.82970701e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
74       6.24310751e-07    3.92265008e-03    7.84530015e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
75       6.25551623e-07    3.93044665e-03    7.86089330e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
76       6.26792496e-07    3.93824322e-03    7.87648644e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
77       6.28033368e-07    3.94603979e-03    7.89207958e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
78       6.29274241e-07    3.95383636e-03    7.90767272e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
79       6.30515113e-07    3.96163293e-03    7.92326586e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
80       6.32996858e-07    3.97722607e-03    7.95445215e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
81       6.35478603e-07    3.99281921e-03    7.98563843e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
82       6.36099039e-07    3.99671750e-03    7.99343500e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
83       6.36657432e-07    4.00022595e-03    8.00045191e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
84       6.37137760e-07    4.00324392e-03    8.00648784e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
85       6.37618088e-07    4.00626188e-03    8.01252377e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
86       6.38098416e-07    4.00927985e-03    8.01855970e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
87       6.38530711e-07    4.01199602e-03    8.02399204e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
88       6.38963006e-07    4.01471219e-03    8.02942437e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
89       6.39827596e-07    4.02014452e-03    8.04028905e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
90       6.41556777e-07    4.03100920e-03    8.06201839e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
91       6.43285957e-07    4.04187387e-03    8.08374774e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
92       6.45015138e-07    4.05273854e-03    8.10547709e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
93       6.46744318e-07    4.06360322e-03    8.12720643e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
94       6.48473499e-07    4.07446789e-03    8.14893578e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
95       6.50202680e-07    4.08533256e-03    8.17066512e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
96       6.51931860e-07    4.09619723e-03    8.19239446e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
97       6.53661041e-07    4.10706190e-03    8.21412380e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
98       6.57119402e-07    4.12879124e-03    8.25758248e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
99       6.64036124e-07    4.17224991e-03    8.34449982e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
100      6.70952846e-07    4.21570858e-03    8.43141715e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
101      6.77869568e-07    4.25916723e-03    8.51833447e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
102      6.84786290e-07    4.30262588e-03    8.60525176e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
103      6.91703012e-07    4.34608452e-03    8.69216905e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
104      6.98619735e-07    4.38954316e-03    8.77908631e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
105      7.05536457e-07    4.43300178e-03    8.86600356e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
106      7.12453179e-07    4.47646040e-03    8.95292079e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
107      7.19369901e-07    4.51991900e-03    9.03983801e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
108      7.33203345e-07    4.60683619e-03    9.21367238e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
109      7.47036790e-07    4.69375335e-03    9.38750669e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
110      7.74703678e-07    4.86758755e-03    9.73517509e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
111      8.02370567e-07    5.04142160e-03    1.00828432e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
112      8.30037456e-07    5.21525550e-03    1.04305110e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
113      8.85371233e-07    5.56292283e-03    1.11258457e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
114      9.40705010e-07    5.91058948e-03    1.18211790e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
115      9.96038787e-07    6.25825542e-03    1.25165108e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
116      1.05137256e-06    6.60592060e-03    1.32118412e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
117      1.10670634e-06    6.95358499e-03    1.39071700e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
118      1.16204012e-06    7.30124853e-03    1.46024971e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
119      1.21737390e-06    7.64891119e-03    1.52978224e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
120      1.27270767e-06    7.99657293e-03    1.59931459e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
121      1.32804145e-06    8.34423370e-03    1.66884674e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
122      1.38337523e-06    8.69189346e-03    1.73837869e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
123      1.43870901e-06    9.03955217e-03    1.80791043e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
124      1.49404278e-06    9.38720979e-03    1.87744196e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
125      1.54937656e-06    9.73486627e-03    1.94697325e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
126      1.60471034e-06    1.00825216e-02    2.01650432e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
127      1.66004411e-06    1.04301757e-02    2.08603513e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
128      1.71537789e-06    1.07778285e-02    2.15556570e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
129      1.77071167e-06    1.11254800e-02    2.22509600e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
130      1.82604545e-06    1.14731302e-02    2.29462604e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
131      1.88137922e-06    1.18207790e-02    2.36415580e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
132      1.93671300e-06    1.21684264e-02    2.43368527e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
133      1.99204678e-06    1.25160722e-02    2.50321445e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
134      2.04738055e-06    1.28637166e-02    2.57274332e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
135      2.10271433e-06    1.32113594e-02    2.64227189e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
136      2.15804811e-06    1.35590007e-02    2.71180014e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
137      2.21338189e-06    1.39066403e-02    2.78132805e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
138      2.26871566e-06    1.42542782e-02    2.85085563e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
139      2.37938322e-06    1.49495488e-02    2.98990976e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
140      2.49005077e-06    1.56448122e-02    3.12896243e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
141      2.60071833e-06    1.63400680e-02    3.26801359e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
142      2.71138588e-06    1.70353159e-02    3.40706318e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
143      2.82205344e-06    1.77305556e-02    3.54611111e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
144      2.93272099e-06    1.84257867e-02    3.68515733e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
145      3.04338855e-06    1.91210089e-02    3.82420177e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
146      3.15405610e-06    1.98162218e-02    3.96324436e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
