Index       TIME              V(1)              V(2)              L1:L             {L1:L}           {2*L1:L}        {(L1:L)**2.0}     {(L1:L)*R1:R}  
24       2.32100000e-07    1.45832679e-03    2.91665359e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
25       2.57700000e-07    1.61917615e-03    3.23835229e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
26       2.83300000e-07    1.78002546e-03    3.56005092e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
27       3.08900000e-07    1.94087472e-03    3.88174945e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
28       3.34500000e-07    2.10172394e-03    4.20344788e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
29       3.60100000e-07    2.26257310e-03    4.52514620e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
30       3.85700000e-07    2.42342220e-03    4.84684440e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
31       4.11300000e-07    2.58427124e-03    5.16854248e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
32       4.36900000e-07    2.74512021e-03    5.49024043e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
33       4.62500000e-07    2.90596911e-03    5.81193823e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
34       4.88100000e-07    3.06681794e-03    6.13363588e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
35       5.13700000e-07    3.22766669e-03    6.45533338e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
36       5.39300000e-07    3.38851535e-03    6.77703070e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
37       5.42305674e-07    3.40740045e-03    6.81480089e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
38       5.45311347e-07    3.42628554e-03    6.85257108e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
39       5.51322694e-07    3.46405572e-03    6.92811145e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
40       5.63345388e-07    3.53959608e-03    7.07919215e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
41       5.70669312e-07    3.58561335e-03    7.17122671e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
42       5.73876292e-07    3.60576328e-03    7.21152655e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
43       5.76758910e-07    3.62387518e-03    7.24775036e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
44       5.79641528e-07    3.64198708e-03    7.28397417e-03    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
