Index       TIME              V(1)              V(2)              L1:L             {L1:L}           {2*L1:L}        {(L1:L)**2.0}     {(L1:L)*R1:R}  
36       1.08953500e-04    6.32343850e-01    8.00244217e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
37       1.15507100e-04    6.63698511e-01    8.90540247e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
38       1.22060700e-04    6.93927974e-01    9.84349702e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
39       1.28614300e-04    7.22980989e-01    1.08143886e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
40       1.35167900e-04    7.50808301e-01    1.18156953e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
41       1.41721500e-04    7.77362734e-01    1.28449949e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
42       1.48275100e-04    8.02599268e-01    1.38998283e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
43       1.54828700e-04    8.26475120e-01    1.49777038e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
44       1.61382300e-04    8.48949810e-01    1.60761010e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
45       1.67935900e-04    8.69985237e-01    1.71924750e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
46       1.74489500e-04    8.89545739e-01    1.83242608e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
47       1.81043100e-04    9.07598153e-01    1.94688771e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
48       1.87596700e-04    9.24111874e-01    2.06237306e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
49       1.94150300e-04    9.39058907e-01    2.17862206e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
50       2.00703900e-04    9.52413910e-01    2.29537427e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
51       2.07257500e-04    9.64154243e-01    2.41236937e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
52       2.13811100e-04    9.74260001e-01    2.52934755e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
53       2.20364700e-04    9.82714052e-01    2.64604991e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
54       2.26918300e-04    9.89502062e-01    2.76221896e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
55       2.33471900e-04    9.94612525e-01    2.87759899e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
56       2.40025500e-04    9.98036776e-01    2.99193648e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
57       2.46579100e-04    9.99769010e-01    3.10498056e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
58       2.53132700e-04    9.99806289e-01    3.21648340e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
59       2.59686300e-04    9.98148552e-01    3.32620060e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
60       2.66239900e-04    9.94798608e-01    3.43389164e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
61       2.72793500e-04    9.89762136e-01    3.53932022e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
62       2.79347100e-04    9.83047676e-01    3.64225468e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
63       2.85900700e-04    9.74666610e-01    3.74246838e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
64       2.92454300e-04    9.64633148e-01    3.83974007e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
65       2.99007900e-04    9.52964299e-01    3.93385424e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
66       3.05561500e-04    9.39679846e-01    4.02460151e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
67       3.12115100e-04    9.24802311e-01    4.11177891e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
68       3.18668700e-04    9.08356916e-01    4.19519029e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
69       3.25222300e-04    8.90371543e-01    4.27464658e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
70       3.31775900e-04    8.70876682e-01    4.34996614e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
71       3.38329500e-04    8.49905385e-01    4.42097502e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
72       3.44883100e-04    8.27493204e-01    4.48750729e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
73       3.51436700e-04    8.03678136e-01    4.54940527e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
74       3.57990300e-04    7.78500556e-01    4.60651982e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
75       3.64543900e-04    7.52003148e-01    4.65871054e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
76       3.71097500e-04    7.24230836e-01    4.70584605e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
77       3.77651100e-04    6.95230702e-01    4.74780416e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
78       3.84204700e-04    6.65051911e-01    4.78447211e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
79       3.90758300e-04    6.33745628e-01    4.81574671e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
80       3.97311900e-04    6.01364927e-01    4.84153452e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
81       4.03865500e-04    5.67964704e-01    4.86175202e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
82       4.10419100e-04    5.33601585e-01    4.87632571e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
83       4.16972700e-04    4.98333827e-01    4.88519224e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
84       4.23526300e-04    4.62221221e-01    4.88829853e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
85       4.30079900e-04    4.25324991e-01    4.88560181e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
86       4.43187100e-04    3.49433085e-01    4.86267209e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
87       4.56294300e-04    2.71172545e-01    4.81628843e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
88       4.69401500e-04    1.91073859e-01    4.74648458e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
89       4.82508700e-04    1.09679977e-01    4.65346136e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
90       4.95615900e-04    2.75426292e-02    4.53758501e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
91       5.08723100e-04   -5.47814168e-02    4.39938449e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
92       5.21830300e-04   -1.36734127e-01    4.23954763e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
93       5.34937500e-04   -2.17759983e-01    4.05891631e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
94       5.48044700e-04   -2.97309752e-01    3.85848046e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
95       5.61151900e-04   -3.74844204e-01    3.63937121e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
96       5.74259100e-04   -4.49837771e-01    3.40285295e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
97       5.87366300e-04   -5.21782110e-01    3.15031461e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
98       6.00473500e-04   -5.90189544e-01    2.88326005e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
99       6.13580700e-04   -6.54596374e-01    2.60329766e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
100      6.26687900e-04   -7.14566017e-01    2.31212927e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
101      6.39795100e-04   -7.69691969e-01    2.01153846e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
102      6.52902300e-04   -8.19600558e-01    1.70337831e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
103      6.66009500e-04   -8.63953477e-01    1.38955863e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
104      6.79116700e-04   -9.02450081e-01    1.07203288e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
105      6.92223900e-04   -9.34829420e-01    7.52784785e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
106      7.05331100e-04   -9.60872010e-01    4.33814714e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
107      7.18438300e-04   -9.80401321e-01    1.17125981e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
108      7.31545500e-04   -9.93284975e-01   -1.95288873e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
109      7.44652700e-04   -9.99435638e-01   -5.01461729e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
110      7.57759900e-04   -9.98811618e-01   -7.99462365e-02    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
111      7.70867100e-04   -9.91417146e-01   -1.08741167e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
112      7.83974300e-04   -9.77302345e-01   -1.36349450e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
113      7.97081500e-04   -9.56562892e-01   -1.62597212e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
114      8.10188700e-04   -9.29339370e-01   -1.87319411e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
115      8.23295900e-04   -8.95816314e-01   -2.10360963e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
116      8.36403100e-04   -8.56220959e-01   -2.31577810e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
117      8.49510300e-04   -8.10821704e-01   -2.50837905e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
118      8.62617500e-04   -7.59926288e-01   -2.68022116e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
119      8.75724700e-04   -7.03879705e-01   -2.83025045e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
120      8.88831900e-04   -6.43061867e-01   -2.95755753e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
121      9.01939100e-04   -5.77885030e-01   -3.06138387e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
122      9.15046300e-04   -5.08790994e-01   -3.14112701e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
123      9.28153500e-04   -4.36248115e-01   -3.19634475e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
124      9.41260700e-04   -3.60748124e-01   -3.22675823e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
125      9.54367900e-04   -2.82802799e-01   -3.23225391e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
126      9.67475100e-04   -2.02940494e-01   -3.21288442e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
127      9.80582300e-04   -1.21702554e-01   -3.16886830e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
128      9.93689500e-04   -3.96396526e-02   -3.10058856e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
129      1.00000000e-03   -2.44929360e-16   -3.05919642e-01    1.00000000e-03    1.00000000e-03    2.00000000e-03    1.00000000e-06    2.00000000e-03
End of Xyce(TM) Simulation
