Index       TIME              I(L1)      
12454    1.39963290e-02   -1.43444998e-01
12455    1.39965388e-02   -1.43437823e-01
12456    1.39969584e-02   -1.43423471e-01
12457    1.39977977e-02   -1.43394756e-01
12458    1.39994761e-02   -1.43337282e-01
12459    1.40028330e-02   -1.43222163e-01
12460    1.40029379e-02   -1.43218562e-01
12461    1.40031477e-02   -1.43211359e-01
12462    1.40035673e-02   -1.43196950e-01
12463    1.40044065e-02   -1.43168122e-01
12464    1.40060850e-02   -1.43110422e-01
12465    1.40094419e-02   -1.42994852e-01
12466    1.40095468e-02   -1.42991236e-01
12467    1.40097566e-02   -1.42984005e-01
12468    1.40101762e-02   -1.42969540e-01
12469    1.40110154e-02   -1.42940599e-01
12470    1.40126939e-02   -1.42882674e-01
12471    1.40160508e-02   -1.42766652e-01
12472    1.40161557e-02   -1.42763023e-01
12473    1.40163655e-02   -1.42755763e-01
12474    1.40167851e-02   -1.42741242e-01
12475    1.40176243e-02   -1.42712188e-01
12476    1.40193028e-02   -1.42654038e-01
12477    1.40226597e-02   -1.42537566e-01
12478    1.40227646e-02   -1.42533922e-01
12479    1.40229744e-02   -1.42526635e-01
12480    1.40233940e-02   -1.42512057e-01
12481    1.40242332e-02   -1.42482891e-01
12482    1.40259116e-02   -1.42424516e-01
12483    1.40292685e-02   -1.42307595e-01
12484    1.40293734e-02   -1.42303937e-01
12485    1.40295832e-02   -1.42296622e-01
12486    1.40300029e-02   -1.42281988e-01
12487    1.40308421e-02   -1.42252709e-01
12488    1.40325205e-02   -1.42194110e-01
12489    1.40358774e-02   -1.42076740e-01
12490    1.40359823e-02   -1.42073068e-01
12491    1.40361921e-02   -1.42065724e-01
12492    1.40366117e-02   -1.42051034e-01
12493    1.40374510e-02   -1.42021644e-01
12494    1.40391294e-02   -1.41962820e-01
12495    1.40424863e-02   -1.41845002e-01
12496    1.40425912e-02   -1.41841317e-01
12497    1.40428010e-02   -1.41833945e-01
12498    1.40432206e-02   -1.41819199e-01
12499    1.40440598e-02   -1.41789697e-01
12500    1.40457383e-02   -1.41730649e-01
12501    1.40490952e-02   -1.41612384e-01
12502    1.40492001e-02   -1.41608684e-01
12503    1.40494099e-02   -1.41601285e-01
12504    1.40498295e-02   -1.41586483e-01
12505    1.40506687e-02   -1.41556869e-01
12506    1.40523472e-02   -1.41497598e-01
12507    1.40557041e-02   -1.41378886e-01
12508    1.40558090e-02   -1.41375173e-01
12509    1.40560188e-02   -1.41367745e-01
12510    1.40564384e-02   -1.41352888e-01
12511    1.40572776e-02   -1.41323162e-01
12512    1.40589561e-02   -1.41263668e-01
12513    1.40623130e-02   -1.41144511e-01
12514    1.40624179e-02   -1.41140783e-01
12515    1.40626277e-02   -1.41133328e-01
12516    1.40630473e-02   -1.41118415e-01
12517    1.40638865e-02   -1.41088578e-01
12518    1.40655649e-02   -1.41028861e-01
12519    1.40689218e-02   -1.40909258e-01
12520    1.40690267e-02   -1.40905517e-01
12521    1.40692366e-02   -1.40898034e-01
12522    1.40696562e-02   -1.40883065e-01
12523    1.40704954e-02   -1.40853117e-01
12524    1.40721738e-02   -1.40793178e-01
12525    1.40755307e-02   -1.40673131e-01
12526    1.40756356e-02   -1.40669376e-01
12527    1.40758454e-02   -1.40661865e-01
12528    1.40762650e-02   -1.40646841e-01
12529    1.40771043e-02   -1.40616781e-01
12530    1.40787827e-02   -1.40556620e-01
12531    1.40821396e-02   -1.40436130e-01
12532    1.40822445e-02   -1.40432361e-01
12533    1.40824543e-02   -1.40424822e-01
12534    1.40828739e-02   -1.40409743e-01
12535    1.40837132e-02   -1.40379573e-01
12536    1.40853916e-02   -1.40319190e-01
12537    1.40887485e-02   -1.40198257e-01
12538    1.40888534e-02   -1.40194474e-01
12539    1.40890632e-02   -1.40186908e-01
12540    1.40894828e-02   -1.40171773e-01
12541    1.40903220e-02   -1.40141492e-01
12542    1.40920005e-02   -1.40080888e-01
12543    1.40953574e-02   -1.39959513e-01
12544    1.40954623e-02   -1.39955716e-01
12545    1.40956721e-02   -1.39948122e-01
12546    1.40960917e-02   -1.39932932e-01
12547    1.40969309e-02   -1.39902541e-01
12548    1.40986094e-02   -1.39841717e-01
12549    1.41019663e-02   -1.39719900e-01
12550    1.41020712e-02   -1.39716090e-01
12551    1.41022810e-02   -1.39708468e-01
12552    1.41027006e-02   -1.39693223e-01
12553    1.41035398e-02   -1.39662721e-01
12554    1.41052183e-02   -1.39601677e-01
12555    1.41085752e-02   -1.39479419e-01
12556    1.41086801e-02   -1.39475595e-01
12557    1.41088899e-02   -1.39467946e-01
12558    1.41093095e-02   -1.39452646e-01
12559    1.41101487e-02   -1.39422034e-01
12560    1.41118271e-02   -1.39360769e-01
12561    1.41151840e-02   -1.39238072e-01
12562    1.41152889e-02   -1.39234234e-01
12563    1.41154987e-02   -1.39226558e-01
12564    1.41159184e-02   -1.39211203e-01
12565    1.41167576e-02   -1.39180481e-01
12566    1.41184360e-02   -1.39118997e-01
12567    1.41217929e-02   -1.38995861e-01
12568    1.41218978e-02   -1.38992009e-01
12569    1.41221076e-02   -1.38984305e-01
12570    1.41225272e-02   -1.38968895e-01
12571    1.41233665e-02   -1.38938064e-01
12572    1.41250449e-02   -1.38876360e-01
12573    1.41284018e-02   -1.38752786e-01
12574    1.41351156e-02   -1.38504970e-01
12575    1.41353254e-02   -1.38497211e-01
12576    1.41357450e-02   -1.38481692e-01
12577    1.41365842e-02   -1.38450642e-01
12578    1.41382627e-02   -1.38388501e-01
12579    1.41416196e-02   -1.38264052e-01
12580    1.41483334e-02   -1.38014490e-01
12581    1.41485432e-02   -1.38006677e-01
12582    1.41489628e-02   -1.37991048e-01
12583    1.41498020e-02   -1.37959781e-01
12584    1.41514805e-02   -1.37897204e-01
12585    1.41548373e-02   -1.37771884e-01
12586    1.41615511e-02   -1.37520582e-01
12587    1.41617609e-02   -1.37512714e-01
12588    1.41621805e-02   -1.37496977e-01
12589    1.41630198e-02   -1.37465492e-01
12590    1.41646982e-02   -1.37402481e-01
12591    1.41680551e-02   -1.37276293e-01
12592    1.41747689e-02   -1.37023257e-01
12593    1.41749787e-02   -1.37015336e-01
12594    1.41753983e-02   -1.36999490e-01
12595    1.41762375e-02   -1.36967789e-01
12596    1.41779160e-02   -1.36904345e-01
12597    1.41812729e-02   -1.36777292e-01
12598    1.41879867e-02   -1.36522529e-01
12599    1.41881965e-02   -1.36514553e-01
12600    1.41886161e-02   -1.36498600e-01
12601    1.41894553e-02   -1.36466682e-01
12602    1.41911338e-02   -1.36402807e-01
12603    1.41944907e-02   -1.36274892e-01
12604    1.42012044e-02   -1.36018408e-01
12605    1.42014142e-02   -1.36010379e-01
12606    1.42018339e-02   -1.35994318e-01
12607    1.42026731e-02   -1.35962186e-01
12608    1.42043515e-02   -1.35897881e-01
12609    1.42077084e-02   -1.35769108e-01
12610    1.42144222e-02   -1.35510909e-01
12611    1.42146320e-02   -1.35502826e-01
12612    1.42150516e-02   -1.35486658e-01
12613    1.42158909e-02   -1.35454312e-01
12614    1.42175693e-02   -1.35389579e-01
12615    1.42209262e-02   -1.35259950e-01
12616    1.42276400e-02   -1.35000042e-01
12617    1.42278498e-02   -1.34991906e-01
12618    1.42282694e-02   -1.34975631e-01
12619    1.42291086e-02   -1.34943072e-01
12620    1.42307871e-02   -1.34877913e-01
12621    1.42341440e-02   -1.34747432e-01
12622    1.42408577e-02   -1.34485822e-01
12623    1.42410676e-02   -1.34477633e-01
12624    1.42414872e-02   -1.34461252e-01
12625    1.42423264e-02   -1.34428480e-01
12626    1.42440048e-02   -1.34362896e-01
12627    1.42473617e-02   -1.34231566e-01
12628    1.42540755e-02   -1.33968260e-01
12629    1.42542853e-02   -1.33960018e-01
12630    1.42547049e-02   -1.33943531e-01
12631    1.42555442e-02   -1.33910548e-01
12632    1.42572226e-02   -1.33844540e-01
12633    1.42605795e-02   -1.33712365e-01
12634    1.42672933e-02   -1.33447370e-01
12635    1.42675031e-02   -1.33439075e-01
12636    1.42679227e-02   -1.33422483e-01
12637    1.42687619e-02   -1.33389289e-01
12638    1.42704404e-02   -1.33322860e-01
12639    1.42737973e-02   -1.33189841e-01
12640    1.42805111e-02   -1.32923165e-01
12641    1.42807209e-02   -1.32914817e-01
12642    1.42811405e-02   -1.32898120e-01
12643    1.42819797e-02   -1.32864715e-01
12644    1.42836581e-02   -1.32797867e-01
12645    1.42870150e-02   -1.32664009e-01
12646    1.42937288e-02   -1.32395656e-01
12647    1.42939386e-02   -1.32387256e-01
12648    1.42943582e-02   -1.32370454e-01
12649    1.42951975e-02   -1.32336841e-01
12650    1.42968759e-02   -1.32269574e-01
12651    1.43002328e-02   -1.32134880e-01
12652    1.43069466e-02   -1.31864858e-01
12653    1.43071564e-02   -1.31856406e-01
12654    1.43075760e-02   -1.31839500e-01
12655    1.43084152e-02   -1.31805678e-01
12656    1.43100937e-02   -1.31737994e-01
12657    1.43134506e-02   -1.31602468e-01
12658    1.43201644e-02   -1.31330784e-01
12659    1.43203742e-02   -1.31322280e-01
12660    1.43207938e-02   -1.31305270e-01
12661    1.43216330e-02   -1.31271240e-01
12662    1.43233115e-02   -1.31203141e-01
12663    1.43266683e-02   -1.31066786e-01
12664    1.43333821e-02   -1.30793446e-01
12665    1.43335919e-02   -1.30784890e-01
12666    1.43340116e-02   -1.30767777e-01
12667    1.43348508e-02   -1.30733540e-01
12668    1.43365292e-02   -1.30665028e-01
12669    1.43398861e-02   -1.30527847e-01
12670    1.43465999e-02   -1.30252857e-01
12671    1.43468097e-02   -1.30244250e-01
12672    1.43472293e-02   -1.30227034e-01
12673    1.43480685e-02   -1.30192592e-01
12674    1.43497470e-02   -1.30123668e-01
12675    1.43531039e-02   -1.29985665e-01
12676    1.43598177e-02   -1.29709032e-01
12677    1.43600275e-02   -1.29700374e-01
12678    1.43604471e-02   -1.29683055e-01
12679    1.43612863e-02   -1.29648408e-01
12680    1.43629648e-02   -1.29579075e-01
12681    1.43663217e-02   -1.29440252e-01
12682    1.43730354e-02   -1.29161984e-01
12683    1.43732452e-02   -1.29153274e-01
12684    1.43736649e-02   -1.29135854e-01
12685    1.43745041e-02   -1.29101002e-01
12686    1.43761825e-02   -1.29031261e-01
12687    1.43795394e-02   -1.28891622e-01
12688    1.43862532e-02   -1.28611726e-01
12689    1.43864630e-02   -1.28602965e-01
12690    1.43868826e-02   -1.28585443e-01
12691    1.43877219e-02   -1.28550388e-01
12692    1.43894003e-02   -1.28480240e-01
12693    1.43927572e-02   -1.28339789e-01
12694    1.43994710e-02   -1.28058271e-01
12695    1.43996808e-02   -1.28049460e-01
12696    1.44001004e-02   -1.28031836e-01
12697    1.44009396e-02   -1.27996579e-01
12698    1.44026181e-02   -1.27926026e-01
12699    1.44059750e-02   -1.27784767e-01
12700    1.44126888e-02   -1.27501633e-01
12701    1.44128986e-02   -1.27492772e-01
12702    1.44133182e-02   -1.27475047e-01
12703    1.44141574e-02   -1.27439589e-01
12704    1.44158358e-02   -1.27368633e-01
12705    1.44191927e-02   -1.27226568e-01
12706    1.44259065e-02   -1.26941826e-01
12707    1.44393341e-02   -1.26369903e-01
12708    1.44397537e-02   -1.26351977e-01
12709    1.44405929e-02   -1.26316118e-01
12710    1.44422714e-02   -1.26244362e-01
12711    1.44456283e-02   -1.26100697e-01
12712    1.44523421e-02   -1.25812760e-01
12713    1.44657696e-02   -1.25234468e-01
12714    1.44926248e-02   -1.24068258e-01
12715    1.45463351e-02   -1.21697753e-01
12716    1.45597627e-02   -1.21098568e-01
12717    1.45601823e-02   -1.21079835e-01
12718    1.45610215e-02   -1.21042365e-01
12719    1.45626999e-02   -1.20967406e-01
12720    1.45660568e-02   -1.20817364e-01
12721    1.45668961e-02   -1.20779822e-01
12722    1.45685745e-02   -1.20704710e-01
12723    1.45689941e-02   -1.20685924e-01
12724    1.45698333e-02   -1.20648344e-01
12725    1.45715118e-02   -1.20573149e-01
12726    1.45719314e-02   -1.20554342e-01
12727    1.45727706e-02   -1.20516722e-01
12728    1.45729804e-02   -1.20507315e-01
12729    1.45734000e-02   -1.20488499e-01
12730    1.45742393e-02   -1.20450857e-01
12731    1.45744491e-02   -1.20441445e-01
12732    1.45748687e-02   -1.20422619e-01
12733    1.45757079e-02   -1.20384957e-01
12734    1.45759177e-02   -1.20375540e-01
12735    1.45763373e-02   -1.20356703e-01
12736    1.45771765e-02   -1.20319021e-01
12737    1.45773864e-02   -1.20309598e-01
12738    1.45778060e-02   -1.20290752e-01
12739    1.45786452e-02   -1.20253049e-01
12740    1.45788550e-02   -1.20243621e-01
12741    1.45792746e-02   -1.20224764e-01
12742    1.45801138e-02   -1.20187042e-01
12743    1.45803236e-02   -1.20177609e-01
12744    1.45807432e-02   -1.20158742e-01
12745    1.45815825e-02   -1.20120998e-01
12746    1.45817923e-02   -1.20111561e-01
12747    1.45822119e-02   -1.20092683e-01
12748    1.45830511e-02   -1.20054920e-01
12749    1.45832609e-02   -1.20045477e-01
12750    1.45836805e-02   -1.20026589e-01
12751    1.45845198e-02   -1.19988805e-01
12752    1.45847296e-02   -1.19979357e-01
12753    1.45851492e-02   -1.19960459e-01
12754    1.45859884e-02   -1.19922655e-01
12755    1.45861982e-02   -1.19913202e-01
12756    1.45866178e-02   -1.19894294e-01
12757    1.45874570e-02   -1.19856470e-01
12758    1.45876668e-02   -1.19847011e-01
12759    1.45880865e-02   -1.19828093e-01
12760    1.45889257e-02   -1.19790248e-01
12761    1.45891355e-02   -1.19780785e-01
12762    1.45895551e-02   -1.19761857e-01
12763    1.45903943e-02   -1.19723991e-01
12764    1.45906041e-02   -1.19714523e-01
12765    1.45910237e-02   -1.19695585e-01
12766    1.45918630e-02   -1.19657699e-01
12767    1.45920728e-02   -1.19648225e-01
12768    1.45924924e-02   -1.19629277e-01
12769    1.45925973e-02   -1.19624539e-01
12770    1.45928071e-02   -1.19615063e-01
12771    1.45932267e-02   -1.19596110e-01
12772    1.45940659e-02   -1.19558194e-01
12773    1.45942757e-02   -1.19548712e-01
12774    1.45946953e-02   -1.19529749e-01
12775    1.45948002e-02   -1.19525007e-01
12776    1.45950100e-02   -1.19515524e-01
12777    1.45954297e-02   -1.19496555e-01
12778    1.45962689e-02   -1.19458608e-01
12779    1.45964787e-02   -1.19449119e-01
12780    1.45968983e-02   -1.19430140e-01
12781    1.45970032e-02   -1.19425395e-01
12782    1.45972130e-02   -1.19415904e-01
12783    1.45976326e-02   -1.19396920e-01
12784    1.45977375e-02   -1.19392173e-01
12785    1.45979473e-02   -1.19382680e-01
12786    1.45983669e-02   -1.19363690e-01
12787    1.45984718e-02   -1.19358943e-01
12788    1.45986816e-02   -1.19349447e-01
12789    1.45991013e-02   -1.19330452e-01
12790    1.45992062e-02   -1.19325703e-01
12791    1.45994160e-02   -1.19316204e-01
12792    1.45998356e-02   -1.19297205e-01
12793    1.45999405e-02   -1.19292455e-01
12794    1.46001503e-02   -1.19282953e-01
12795    1.46005699e-02   -1.19263949e-01
12796    1.46006748e-02   -1.19259197e-01
12797    1.46008846e-02   -1.19249694e-01
12798    1.46013042e-02   -1.19230684e-01
12799    1.46014091e-02   -1.19225931e-01
12800    1.46016189e-02   -1.19216425e-01
12801    1.46020385e-02   -1.19197410e-01
12802    1.46021434e-02   -1.19192656e-01
12803    1.46023533e-02   -1.19183147e-01
12804    1.46027729e-02   -1.19164127e-01
12805    1.46028778e-02   -1.19159372e-01
12806    1.46030876e-02   -1.19149861e-01
12807    1.46035072e-02   -1.19130836e-01
12808    1.46036121e-02   -1.19126079e-01
12809    1.46038219e-02   -1.19116565e-01
12810    1.46042415e-02   -1.19097535e-01
12811    1.46043464e-02   -1.19092777e-01
12812    1.46045562e-02   -1.19083261e-01
12813    1.46049758e-02   -1.19064226e-01
12814    1.46050807e-02   -1.19059467e-01
12815    1.46052905e-02   -1.19049948e-01
12816    1.46057101e-02   -1.19030908e-01
12817    1.46058150e-02   -1.19026147e-01
12818    1.46060249e-02   -1.19016626e-01
12819    1.46064445e-02   -1.18997581e-01
12820    1.46065494e-02   -1.18992819e-01
12821    1.46067592e-02   -1.18983295e-01
12822    1.46071788e-02   -1.18964245e-01
12823    1.46072837e-02   -1.18959482e-01
12824    1.46074935e-02   -1.18949955e-01
12825    1.46079131e-02   -1.18930900e-01
12826    1.46080180e-02   -1.18926135e-01
12827    1.46082278e-02   -1.18916606e-01
12828    1.46086474e-02   -1.18897546e-01
12829    1.46087523e-02   -1.18892780e-01
12830    1.46089621e-02   -1.18883249e-01
12831    1.46093817e-02   -1.18864184e-01
12832    1.46094867e-02   -1.18859417e-01
12833    1.46096965e-02   -1.18849882e-01
12834    1.46101161e-02   -1.18830812e-01
12835    1.46102210e-02   -1.18826044e-01
12836    1.46104308e-02   -1.18816507e-01
12837    1.46108504e-02   -1.18797432e-01
12838    1.46109553e-02   -1.18792662e-01
12839    1.46111651e-02   -1.18783123e-01
12840    1.46115847e-02   -1.18764042e-01
12841    1.46116896e-02   -1.18759272e-01
12842    1.46118994e-02   -1.18749730e-01
12843    1.46123190e-02   -1.18730644e-01
12844    1.46124239e-02   -1.18725872e-01
12845    1.46126337e-02   -1.18716328e-01
12846    1.46130533e-02   -1.18697237e-01
12847    1.46131583e-02   -1.18692464e-01
12848    1.46133681e-02   -1.18682917e-01
12849    1.46137877e-02   -1.18663822e-01
12850    1.46138926e-02   -1.18659047e-01
12851    1.46141024e-02   -1.18649498e-01
12852    1.46145220e-02   -1.18630397e-01
12853    1.46146269e-02   -1.18625621e-01
12854    1.46148367e-02   -1.18616069e-01
12855    1.46152563e-02   -1.18596964e-01
12856    1.46153612e-02   -1.18592186e-01
12857    1.46155710e-02   -1.18582632e-01
12858    1.46159906e-02   -1.18563521e-01
12859    1.46160955e-02   -1.18558743e-01
12860    1.46163053e-02   -1.18549186e-01
12861    1.46167250e-02   -1.18530070e-01
12862    1.46168299e-02   -1.18525290e-01
12863    1.46170397e-02   -1.18515731e-01
12864    1.46174593e-02   -1.18496610e-01
12865    1.46175642e-02   -1.18491829e-01
12866    1.46177740e-02   -1.18482267e-01
12867    1.46181936e-02   -1.18463141e-01
12868    1.46182985e-02   -1.18458359e-01
12869    1.46185083e-02   -1.18448794e-01
12870    1.46189279e-02   -1.18429663e-01
12871    1.46190328e-02   -1.18424880e-01
12872    1.46192426e-02   -1.18415313e-01
12873    1.46196622e-02   -1.18396176e-01
12874    1.46197671e-02   -1.18391392e-01
12875    1.46199769e-02   -1.18381822e-01
12876    1.46203966e-02   -1.18362681e-01
12877    1.46205015e-02   -1.18357895e-01
12878    1.46207113e-02   -1.18348323e-01
12879    1.46211309e-02   -1.18329176e-01
12880    1.46212358e-02   -1.18324389e-01
12881    1.46214456e-02   -1.18314815e-01
12882    1.46218652e-02   -1.18295663e-01
12883    1.46219701e-02   -1.18290875e-01
12884    1.46221799e-02   -1.18281298e-01
12885    1.46225995e-02   -1.18262141e-01
12886    1.46227044e-02   -1.18257351e-01
12887    1.46229142e-02   -1.18247772e-01
12888    1.46233338e-02   -1.18228610e-01
12889    1.46234387e-02   -1.18223819e-01
12890    1.46236485e-02   -1.18214237e-01
12891    1.46240682e-02   -1.18195070e-01
12892    1.46241731e-02   -1.18190278e-01
12893    1.46243829e-02   -1.18180693e-01
12894    1.46248025e-02   -1.18161522e-01
12895    1.46249074e-02   -1.18156728e-01
12896    1.46251172e-02   -1.18147141e-01
12897    1.46255368e-02   -1.18127964e-01
12898    1.46256417e-02   -1.18123169e-01
12899    1.46258515e-02   -1.18113580e-01
12900    1.46262711e-02   -1.18094398e-01
12901    1.46263760e-02   -1.18089602e-01
12902    1.46265858e-02   -1.18080009e-01
12903    1.46270054e-02   -1.18060823e-01
12904    1.46271103e-02   -1.18056025e-01
12905    1.46273201e-02   -1.18046431e-01
12906    1.46277398e-02   -1.18027239e-01
12907    1.46278447e-02   -1.18022440e-01
12908    1.46280545e-02   -1.18012843e-01
12909    1.46284741e-02   -1.17993646e-01
12910    1.46285790e-02   -1.17988846e-01
12911    1.46287888e-02   -1.17979246e-01
12912    1.46292084e-02   -1.17960044e-01
12913    1.46293133e-02   -1.17955243e-01
12914    1.46295231e-02   -1.17945641e-01
12915    1.46299427e-02   -1.17926433e-01
12916    1.46300476e-02   -1.17921631e-01
12917    1.46302574e-02   -1.17912026e-01
12918    1.46306770e-02   -1.17892814e-01
12919    1.46307819e-02   -1.17888010e-01
12920    1.46309918e-02   -1.17878403e-01
12921    1.46314114e-02   -1.17859186e-01
12922    1.46315163e-02   -1.17854381e-01
12923    1.46317261e-02   -1.17844771e-01
12924    1.46321457e-02   -1.17825549e-01
12925    1.46322506e-02   -1.17820743e-01
12926    1.46324604e-02   -1.17811130e-01
12927    1.46328800e-02   -1.17791903e-01
12928    1.46329849e-02   -1.17787095e-01
12929    1.46331947e-02   -1.17777480e-01
12930    1.46336143e-02   -1.17758248e-01
12931    1.46337192e-02   -1.17753439e-01
12932    1.46339290e-02   -1.17743822e-01
12933    1.46343486e-02   -1.17724584e-01
12934    1.46344535e-02   -1.17719775e-01
12935    1.46346634e-02   -1.17710154e-01
12936    1.46350830e-02   -1.17690912e-01
12937    1.46351879e-02   -1.17686101e-01
12938    1.46353977e-02   -1.17676478e-01
12939    1.46358173e-02   -1.17657231e-01
12940    1.46359222e-02   -1.17652418e-01
12941    1.46361320e-02   -1.17642793e-01
12942    1.46365516e-02   -1.17623541e-01
12943    1.46366565e-02   -1.17618727e-01
12944    1.46368663e-02   -1.17609099e-01
12945    1.46372859e-02   -1.17589842e-01
12946    1.46373908e-02   -1.17585027e-01
12947    1.46376006e-02   -1.17575397e-01
12948    1.46380202e-02   -1.17556134e-01
12949    1.46381252e-02   -1.17551318e-01
12950    1.46383350e-02   -1.17541685e-01
12951    1.46387546e-02   -1.17522418e-01
12952    1.46388595e-02   -1.17517600e-01
12953    1.46390693e-02   -1.17507965e-01
12954    1.46394889e-02   -1.17488692e-01
12955    1.46395938e-02   -1.17483873e-01
12956    1.46398036e-02   -1.17474236e-01
12957    1.46402232e-02   -1.17454958e-01
12958    1.46403281e-02   -1.17450138e-01
12959    1.46405379e-02   -1.17440498e-01
12960    1.46409575e-02   -1.17421215e-01
12961    1.46410624e-02   -1.17416394e-01
12962    1.46412722e-02   -1.17406751e-01
12963    1.46416919e-02   -1.17387463e-01
12964    1.46417968e-02   -1.17382640e-01
12965    1.46420066e-02   -1.17372995e-01
12966    1.46424262e-02   -1.17353702e-01
12967    1.46425311e-02   -1.17348879e-01
12968    1.46427409e-02   -1.17339231e-01
12969    1.46431605e-02   -1.17319933e-01
12970    1.46432654e-02   -1.17315108e-01
12971    1.46434752e-02   -1.17305457e-01
12972    1.46438948e-02   -1.17286154e-01
12973    1.46439997e-02   -1.17281328e-01
12974    1.46442095e-02   -1.17271675e-01
12975    1.46446291e-02   -1.17252367e-01
12976    1.46447340e-02   -1.17247540e-01
12977    1.46449438e-02   -1.17237884e-01
12978    1.46453635e-02   -1.17218571e-01
12979    1.46454684e-02   -1.17213743e-01
12980    1.46456782e-02   -1.17204085e-01
12981    1.46460978e-02   -1.17184766e-01
12982    1.46462027e-02   -1.17179936e-01
12983    1.46464125e-02   -1.17170276e-01
12984    1.46468321e-02   -1.17150953e-01
12985    1.46469370e-02   -1.17146122e-01
12986    1.46471468e-02   -1.17136459e-01
12987    1.46475664e-02   -1.17117130e-01
12988    1.46476713e-02   -1.17112298e-01
12989    1.46478811e-02   -1.17102632e-01
12990    1.46483007e-02   -1.17083299e-01
12991    1.46484056e-02   -1.17078465e-01
12992    1.46486154e-02   -1.17068797e-01
12993    1.46490351e-02   -1.17049459e-01
12994    1.46491400e-02   -1.17044624e-01
12995    1.46493498e-02   -1.17034954e-01
12996    1.46497694e-02   -1.17015610e-01
12997    1.46498743e-02   -1.17010774e-01
12998    1.46500841e-02   -1.17001101e-01
12999    1.46505037e-02   -1.16981753e-01
13000    1.46506086e-02   -1.16976915e-01
13001    1.46508184e-02   -1.16967240e-01
13002    1.46512380e-02   -1.16947886e-01
13003    1.46513429e-02   -1.16943047e-01
13004    1.46515527e-02   -1.16933369e-01
13005    1.46519723e-02   -1.16914011e-01
13006    1.46520772e-02   -1.16909171e-01
13007    1.46522870e-02   -1.16899490e-01
13008    1.46527067e-02   -1.16880127e-01
13009    1.46528116e-02   -1.16875286e-01
13010    1.46530214e-02   -1.16865602e-01
13011    1.46534410e-02   -1.16846234e-01
13012    1.46535459e-02   -1.16841391e-01
13013    1.46537557e-02   -1.16831706e-01
13014    1.46541753e-02   -1.16812332e-01
13015    1.46542802e-02   -1.16807488e-01
13016    1.46544900e-02   -1.16797800e-01
13017    1.46549096e-02   -1.16778422e-01
13018    1.46550145e-02   -1.16773577e-01
13019    1.46552243e-02   -1.16763886e-01
13020    1.46556439e-02   -1.16744503e-01
13021    1.46557488e-02   -1.16739656e-01
13022    1.46559586e-02   -1.16729963e-01
13023    1.46563783e-02   -1.16710574e-01
13024    1.46564832e-02   -1.16705727e-01
13025    1.46566930e-02   -1.16696031e-01
13026    1.46571126e-02   -1.16676638e-01
13027    1.46572175e-02   -1.16671789e-01
13028    1.46574273e-02   -1.16662090e-01
13029    1.46578469e-02   -1.16642692e-01
13030    1.46579518e-02   -1.16637842e-01
13031    1.46581616e-02   -1.16628141e-01
13032    1.46585812e-02   -1.16608737e-01
13033    1.46586861e-02   -1.16603886e-01
13034    1.46588959e-02   -1.16594183e-01
13035    1.46593155e-02   -1.16574774e-01
13036    1.46594204e-02   -1.16569921e-01
13037    1.46596303e-02   -1.16560216e-01
13038    1.46600499e-02   -1.16540802e-01
13039    1.46601548e-02   -1.16535948e-01
13040    1.46603646e-02   -1.16526240e-01
13041    1.46607842e-02   -1.16506821e-01
13042    1.46608891e-02   -1.16501966e-01
13043    1.46610989e-02   -1.16492255e-01
13044    1.46615185e-02   -1.16472832e-01
13045    1.46616234e-02   -1.16467975e-01
13046    1.46618332e-02   -1.16458262e-01
13047    1.46622528e-02   -1.16438833e-01
13048    1.46623577e-02   -1.16433975e-01
13049    1.46625675e-02   -1.16424260e-01
13050    1.46629871e-02   -1.16404826e-01
13051    1.46630920e-02   -1.16399967e-01
13052    1.46633019e-02   -1.16390249e-01
13053    1.46637215e-02   -1.16370810e-01
13054    1.46638264e-02   -1.16365950e-01
13055    1.46640362e-02   -1.16356229e-01
13056    1.46644558e-02   -1.16336785e-01
13057    1.46645607e-02   -1.16331924e-01
13058    1.46647705e-02   -1.16322200e-01
13059    1.46651901e-02   -1.16302752e-01
13060    1.46652950e-02   -1.16297889e-01
13061    1.46655048e-02   -1.16288163e-01
13062    1.46659244e-02   -1.16268709e-01
13063    1.46660293e-02   -1.16263845e-01
13064    1.46662391e-02   -1.16254117e-01
13065    1.46666587e-02   -1.16234658e-01
13066    1.46667637e-02   -1.16229793e-01
13067    1.46669735e-02   -1.16220062e-01
13068    1.46673931e-02   -1.16200598e-01
13069    1.46674980e-02   -1.16195732e-01
13070    1.46677078e-02   -1.16185998e-01
13071    1.46681274e-02   -1.16166530e-01
13072    1.46682323e-02   -1.16161662e-01
13073    1.46684421e-02   -1.16151926e-01
13074    1.46688617e-02   -1.16132452e-01
13075    1.46689666e-02   -1.16127583e-01
13076    1.46691764e-02   -1.16117845e-01
13077    1.46695960e-02   -1.16098366e-01
13078    1.46697009e-02   -1.16093496e-01
13079    1.46699107e-02   -1.16083755e-01
13080    1.46703304e-02   -1.16064271e-01
13081    1.46704353e-02   -1.16059399e-01
13082    1.46706451e-02   -1.16049656e-01
13083    1.46710647e-02   -1.16030167e-01
13084    1.46711696e-02   -1.16025294e-01
13085    1.46713794e-02   -1.16015549e-01
13086    1.46717990e-02   -1.15996055e-01
13087    1.46719039e-02   -1.15991181e-01
13088    1.46721137e-02   -1.15981432e-01
