Index       TIME              V(1)              V(2)              L1:L             {L1:L}      
45       1.90054300e-04    9.29902027e-01    6.53373387e-02    3.00000000e-03    3.00000000e-03
46       1.96607900e-04    9.44254875e-01    6.91317344e-02    3.00000000e-03    3.00000000e-03
47       2.03161500e-04    9.57006883e-01    7.29597438e-02    3.00000000e-03    3.00000000e-03
48       2.09715100e-04    9.68136435e-01    7.68137520e-02    3.00000000e-03    3.00000000e-03
49       2.16268700e-04    9.77624661e-01    8.06861080e-02    3.00000000e-03    3.00000000e-03
50       2.22822300e-04    9.85455475e-01    8.45691381e-02    3.00000000e-03    3.00000000e-03
51       2.29375900e-04    9.91615601e-01    8.84551590e-02    3.00000000e-03    3.00000000e-03
52       2.35929500e-04    9.96094596e-01    9.23364904e-02    3.00000000e-03    3.00000000e-03
53       2.42483100e-04    9.98884867e-01    9.62054680e-02    3.00000000e-03    3.00000000e-03
54       2.49036700e-04    9.99981683e-01    1.00054457e-01    3.00000000e-03    3.00000000e-03
55       2.55590300e-04    9.99383184e-01    1.03875863e-01    3.00000000e-03    3.00000000e-03
56       2.62143900e-04    9.97090386e-01    1.07662149e-01    3.00000000e-03    3.00000000e-03
57       2.68697500e-04    9.93107175e-01    1.11405843e-01    3.00000000e-03    3.00000000e-03
58       2.75251100e-04    9.87440304e-01    1.15099554e-01    3.00000000e-03    3.00000000e-03
59       2.81804700e-04    9.80099380e-01    1.18735984e-01    3.00000000e-03    3.00000000e-03
60       2.88358300e-04    9.71096849e-01    1.22307939e-01    3.00000000e-03    3.00000000e-03
61       2.94911900e-04    9.60447974e-01    1.25808342e-01    3.00000000e-03    3.00000000e-03
62       3.01465500e-04    9.48170807e-01    1.29230246e-01    3.00000000e-03    3.00000000e-03
63       3.08019100e-04    9.34286163e-01    1.32566844e-01    3.00000000e-03    3.00000000e-03
64       3.14572700e-04    9.18817581e-01    1.35811480e-01    3.00000000e-03    3.00000000e-03
65       3.21126300e-04    9.01791286e-01    1.38957663e-01    3.00000000e-03    3.00000000e-03
66       3.27679900e-04    8.83236143e-01    1.41999076e-01    3.00000000e-03    3.00000000e-03
67       3.34233500e-04    8.63183610e-01    1.44929586e-01    3.00000000e-03    3.00000000e-03
68       3.40787100e-04    8.41667682e-01    1.47743257e-01    3.00000000e-03    3.00000000e-03
69       3.47340700e-04    8.18724837e-01    1.50434356e-01    3.00000000e-03    3.00000000e-03
70       3.53894300e-04    7.94393970e-01    1.52997367e-01    3.00000000e-03    3.00000000e-03
71       3.60447900e-04    7.68716331e-01    1.55426997e-01    3.00000000e-03    3.00000000e-03
72       3.67001500e-04    7.41735452e-01    1.57718187e-01    3.00000000e-03    3.00000000e-03
73       3.73555100e-04    7.13497075e-01    1.59866120e-01    3.00000000e-03    3.00000000e-03
74       3.80108700e-04    6.84049074e-01    1.61866228e-01    3.00000000e-03    3.00000000e-03
75       3.86662300e-04    6.53441373e-01    1.63714201e-01    3.00000000e-03    3.00000000e-03
76       3.93215900e-04    6.21725864e-01    1.65405992e-01    3.00000000e-03    3.00000000e-03
77       3.99769500e-04    5.88956314e-01    1.66937829e-01    3.00000000e-03    3.00000000e-03
78       4.06323100e-04    5.55188280e-01    1.68306215e-01    3.00000000e-03    3.00000000e-03
79       4.12876700e-04    5.20479010e-01    1.69507939e-01    3.00000000e-03    3.00000000e-03
80       4.19430300e-04    4.84887348e-01    1.70540077e-01    3.00000000e-03    3.00000000e-03
81       4.25983900e-04    4.48473634e-01    1.71400001e-01    3.00000000e-03    3.00000000e-03
82       4.32537500e-04    4.11299603e-01    1.72085380e-01    3.00000000e-03    3.00000000e-03
83       4.39091100e-04    3.73428277e-01    1.72594188e-01    3.00000000e-03    3.00000000e-03
84       4.45644700e-04    3.34923860e-01    1.72924700e-01    3.00000000e-03    3.00000000e-03
85       4.58751900e-04    2.56277834e-01    1.73045031e-01    3.00000000e-03    3.00000000e-03
86       4.71859100e-04    1.75894626e-01    1.72439597e-01    3.00000000e-03    3.00000000e-03
87       4.84966300e-04    9.43191148e-02    1.71105854e-01    3.00000000e-03    3.00000000e-03
88       4.98073500e-04    1.21042609e-02    1.69046290e-01    3.00000000e-03    3.00000000e-03
89       5.11180700e-04   -7.01926419e-02    1.66268414e-01    3.00000000e-03    3.00000000e-03
90       5.24287900e-04   -1.52013743e-01    1.62784699e-01    3.00000000e-03    3.00000000e-03
91       5.37395100e-04   -2.32804418e-01    1.58612496e-01    3.00000000e-03    3.00000000e-03
92       5.50502300e-04   -3.12017027e-01    1.53773916e-01    3.00000000e-03    3.00000000e-03
93       5.63609500e-04   -3.89114625e-01    1.48295681e-01    3.00000000e-03    3.00000000e-03
94       5.76716700e-04   -4.63574607e-01    1.42208937e-01    3.00000000e-03    3.00000000e-03
95       5.89823900e-04   -5.34892245e-01    1.35549045e-01    3.00000000e-03    3.00000000e-03
96       6.02931100e-04   -6.02584111e-01    1.28355337e-01    3.00000000e-03    3.00000000e-03
97       6.16038300e-04   -6.66191356e-01    1.20670853e-01    3.00000000e-03    3.00000000e-03
98       6.29145500e-04   -7.25282818e-01    1.12542043e-01    3.00000000e-03    3.00000000e-03
99       6.42252700e-04   -7.79457944e-01    1.04018451e-01    3.00000000e-03    3.00000000e-03
100      6.55359900e-04   -8.28349508e-01    9.51523830e-02    3.00000000e-03    3.00000000e-03
101      6.68467100e-04   -8.71626099e-01    8.59985457e-02    3.00000000e-03    3.00000000e-03
102      6.81574300e-04   -9.08994365e-01    7.66136773e-02    3.00000000e-03    3.00000000e-03
103      6.94681500e-04   -9.40201005e-01    6.70561609e-02    3.00000000e-03    3.00000000e-03
104      7.07788700e-04   -9.65034485e-01    5.73856276e-02    3.00000000e-03    3.00000000e-03
105      7.20895900e-04   -9.83326472e-01    4.76625514e-02    3.00000000e-03    3.00000000e-03
106      7.34003100e-04   -9.94952972e-01    3.79478379e-02    3.00000000e-03    3.00000000e-03
107      7.47110300e-04   -9.99835175e-01    2.83024103e-02    3.00000000e-03    3.00000000e-03
108      7.60217500e-04   -9.97939987e-01    1.87867954e-02    3.00000000e-03    3.00000000e-03
109      7.73324700e-04   -9.89280256e-01    9.46071248e-03    3.00000000e-03    3.00000000e-03
110      7.86431900e-04   -9.73914680e-01    3.82666932e-04    3.00000000e-03    3.00000000e-03
111      7.99539100e-04   -9.51947416e-01   -8.39044701e-03    3.00000000e-03    3.00000000e-03
112      8.12646300e-04   -9.23527368e-01   -1.68037331e-02    3.00000000e-03    3.00000000e-03
113      8.25753500e-04   -8.88847183e-01   -2.48046662e-02    3.00000000e-03    3.00000000e-03
114      8.38860700e-04   -8.48141940e-01   -3.23434494e-02    3.00000000e-03    3.00000000e-03
115      8.51967900e-04   -8.01687560e-01   -3.93733524e-02    3.00000000e-03    3.00000000e-03
116      8.65075100e-04   -7.49798935e-01   -4.58510293e-02    3.00000000e-03    3.00000000e-03
117      8.78182300e-04   -6.92827791e-01   -5.17368138e-02    3.00000000e-03    3.00000000e-03
118      8.91289500e-04   -6.31160309e-01   -5.69949881e-02    3.00000000e-03    3.00000000e-03
119      9.04396700e-04   -5.65214501e-01   -6.15940270e-02    3.00000000e-03    3.00000000e-03
120      9.17503900e-04   -4.95437383e-01   -6.55068119e-02    3.00000000e-03    3.00000000e-03
121      9.30611100e-04   -4.22301938e-01   -6.87108155e-02    3.00000000e-03    3.00000000e-03
122      9.43718300e-04   -3.46303916e-01   -7.11882558e-02    3.00000000e-03    3.00000000e-03
123      9.56825500e-04   -2.67958471e-01   -7.29262172e-02    3.00000000e-03    3.00000000e-03
124      9.69932700e-04   -1.87796666e-01   -7.39167390e-02    3.00000000e-03    3.00000000e-03
125      9.83039900e-04   -1.06361881e-01   -7.41568702e-02    3.00000000e-03    3.00000000e-03
126      9.96147100e-04   -2.42061202e-02   -7.36486905e-02    3.00000000e-03    3.00000000e-03
127      1.00000000e-03   -2.44928047e-16   -7.33576684e-02    3.00000000e-03    3.00000000e-03
End of Xyce(TM) Parameter Sweep
