Index       TIME              V(1)              V(2)              L1:L             {L1:L}          {R1:R*L1:L}   
87       4.59980700e-04    2.48807341e-01    1.24403671e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
88       4.66534300e-04    2.08725129e-01    1.04362564e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
89       4.73087900e-04    1.68289055e-01    8.41445277e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
90       4.79641500e-04    1.27567674e-01    6.37838369e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
91       4.86195100e-04    8.66300210e-02    4.33150105e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
92       4.99302300e-04    4.38376435e-03    2.19188217e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
93       5.12409500e-04   -7.78922077e-02   -3.89461038e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
94       5.25516700e-04   -1.59640187e-01   -7.98200934e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
95       5.37313180e-04   -2.32303811e-01   -1.16151906e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
96       5.49109660e-04   -3.03691814e-01   -1.51845907e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
97       5.60906140e-04   -3.73412189e-01   -1.86706095e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
98       5.72702620e-04   -4.41082091e-01   -2.20541046e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
99       5.84499100e-04   -5.06329931e-01   -2.53164965e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
100      5.96295580e-04   -5.68797421e-01   -2.84398711e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
101      6.08092060e-04   -6.28141542e-01   -3.14070771e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
102      6.19888540e-04   -6.84036424e-01   -3.42018212e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
103      6.31685020e-04   -7.36175138e-01   -3.68087569e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
104      6.43481500e-04   -7.84271381e-01   -3.92135690e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
105      6.55277980e-04   -8.28061047e-01   -4.14030523e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
106      6.67074460e-04   -8.67303680e-01   -4.33651840e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
107      6.78870940e-04   -9.01783792e-01   -4.50891896e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
108      6.90667420e-04   -9.31312045e-01   -4.65656022e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
109      7.02463900e-04   -9.55726295e-01   -4.77863148e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
110      7.14260380e-04   -9.74892479e-01   -4.87446239e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
111      7.26056860e-04   -9.88705352e-01   -4.94352676e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
112      7.37853340e-04   -9.97089064e-01   -4.98544532e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
113      7.49649820e-04   -9.99997579e-01   -4.99998790e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
114      7.61446300e-04   -9.97414927e-01   -4.98707464e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
115      7.73242780e-04   -9.89355289e-01   -4.94677644e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
116      7.85039260e-04   -9.75862921e-01   -4.87931461e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
117      7.96835740e-04   -9.57011913e-01   -4.78505957e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
118      8.08632220e-04   -9.32905780e-01   -4.66452890e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
119      8.20428700e-04   -9.03676892e-01   -4.51838446e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
120      8.32225180e-04   -8.69485750e-01   -4.34742875e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
121      8.44021660e-04   -8.30520104e-01   -4.15260052e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
122      8.55818140e-04   -7.86993922e-01   -3.93496961e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
123      8.67614620e-04   -7.39146214e-01   -3.69573107e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
124      8.79411100e-04   -6.87239720e-01   -3.43619860e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
125      8.91207580e-04   -6.31559468e-01   -3.15779734e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
126      9.03004060e-04   -5.72411209e-01   -2.86205604e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
127      9.14800540e-04   -5.10119736e-01   -2.55059868e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
128      9.26597020e-04   -4.45027103e-01   -2.22513551e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
129      9.38393500e-04   -3.77490745e-01   -1.88745373e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
130      9.50189980e-04   -3.07881518e-01   -1.53940759e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
131      9.61986460e-04   -2.36581657e-01   -1.18290829e-01    2.00000000e+02    2.00000000e+02    4.00000000e+02
132      9.73782940e-04   -1.63982684e-01   -8.19913418e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
133      9.85579420e-04   -9.04832516e-02   -4.52416258e-02    2.00000000e+02    2.00000000e+02    4.00000000e+02
134      9.97375900e-04   -1.64869596e-02   -8.24347978e-03    2.00000000e+02    2.00000000e+02    4.00000000e+02
135      1.00000000e-03   -2.44929741e-16   -1.24267357e-16    2.00000000e+02    2.00000000e+02    4.00000000e+02
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    3.00000000e+02    3.00000000e+02    6.00000000e+02
1        1.00000000e-10    6.28318531e-07    2.09439510e-07    3.00000000e+02    3.00000000e+02    6.00000000e+02
2        3.00000000e-10    1.88495559e-06    6.28318531e-07    3.00000000e+02    3.00000000e+02    6.00000000e+02
3        7.00000000e-10    4.39822972e-06    1.46607657e-06    3.00000000e+02    3.00000000e+02    6.00000000e+02
4        1.50000000e-09    9.42477796e-06    3.14159265e-06    3.00000000e+02    3.00000000e+02    6.00000000e+02
5        3.10000000e-09    1.94778745e-05    6.49262482e-06    3.00000000e+02    3.00000000e+02    6.00000000e+02
6        6.30000000e-09    3.95840674e-05    1.31946891e-05    3.00000000e+02    3.00000000e+02    6.00000000e+02
7        1.27000000e-08    7.97964533e-05    2.65988178e-05    3.00000000e+02    3.00000000e+02    6.00000000e+02
8        2.55000000e-08    1.60221225e-04    5.34070749e-05    3.00000000e+02    3.00000000e+02    6.00000000e+02
9        5.11000000e-08    3.21070764e-04    1.07023588e-04    3.00000000e+02    3.00000000e+02    6.00000000e+02
10       1.02300000e-07    6.42769813e-04    2.14256604e-04    3.00000000e+02    3.00000000e+02    6.00000000e+02
11       2.04700000e-07    1.28616768e-03    4.28722559e-04    3.00000000e+02    3.00000000e+02    6.00000000e+02
12       4.09500000e-07    2.57296154e-03    8.57653848e-04    3.00000000e+02    3.00000000e+02    6.00000000e+02
13       8.19100000e-07    5.14653437e-03    1.71551146e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
14       1.63830000e-06    1.02935607e-02    3.43118690e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
15       2.45750000e-06    1.54403143e-02    5.14677144e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
16       3.27670000e-06    2.05866589e-02    6.86221963e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
17       4.09590000e-06    2.57324580e-02    8.57748601e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
18       5.73430000e-06    3.60218748e-02    1.20072916e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
19       7.37270000e-06    4.63074742e-02    1.54358247e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
20       1.06495000e-05    6.68628614e-02    2.22876205e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
21       1.72031000e-05    1.07879909e-01    3.59599697e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
22       2.37567000e-05    1.48714063e-01    4.95713544e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
23       3.03103000e-05    1.89296096e-01    6.30986985e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
24       3.68639000e-05    2.29557206e-01    7.65190685e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
25       4.34175000e-05    2.69429137e-01    8.98097123e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
26       4.99711000e-05    3.08844293e-01    1.02948098e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
27       5.65247000e-05    3.47735851e-01    1.15911950e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
28       6.30783000e-05    3.86037876e-01    1.28679292e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
29       6.96319000e-05    4.23685434e-01    1.41228478e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
30       7.61855000e-05    4.60614699e-01    1.53538233e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
31       8.27391000e-05    4.96763062e-01    1.65587687e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
32       8.92927000e-05    5.32069241e-01    1.77356414e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
33       9.58463000e-05    5.66473378e-01    1.88824459e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
34       1.02399900e-04    5.99917147e-01    1.99972382e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
35       1.08953500e-04    6.32343850e-01    2.10781283e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
36       1.15507100e-04    6.63698511e-01    2.21232837e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
37       1.22060700e-04    6.93927974e-01    2.31309325e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
38       1.28614300e-04    7.22980989e-01    2.40993663e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
39       1.35167900e-04    7.50808301e-01    2.50269434e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
40       1.41721500e-04    7.77362734e-01    2.59120911e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
41       1.48275100e-04    8.02599268e-01    2.67533089e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
42       1.54828700e-04    8.26475120e-01    2.75491707e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
43       1.61382300e-04    8.48949810e-01    2.82983270e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
44       1.67935900e-04    8.69985237e-01    2.89995079e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
45       1.74489500e-04    8.89545739e-01    2.96515246e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
46       1.81043100e-04    9.07598153e-01    3.02532718e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
47       1.87596700e-04    9.24111874e-01    3.08037291e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
48       1.94150300e-04    9.39058907e-01    3.13019636e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
49       2.00703900e-04    9.52413910e-01    3.17471303e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
50       2.07257500e-04    9.64154243e-01    3.21384748e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
51       2.13811100e-04    9.74260001e-01    3.24753334e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
52       2.20364700e-04    9.82714052e-01    3.27571351e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
53       2.26918300e-04    9.89502062e-01    3.29834021e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
54       2.33471900e-04    9.94612525e-01    3.31537508e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
55       2.40025500e-04    9.98036776e-01    3.32678925e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
56       2.46579100e-04    9.99769010e-01    3.33256337e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
57       2.53132700e-04    9.99806289e-01    3.33268763e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
58       2.59686300e-04    9.98148552e-01    3.32716184e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
59       2.66239900e-04    9.94798608e-01    3.31599536e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
60       2.72793500e-04    9.89762136e-01    3.29920712e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
61       2.79347100e-04    9.83047676e-01    3.27682559e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
62       2.85900700e-04    9.74666610e-01    3.24888870e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
63       2.92454300e-04    9.64633148e-01    3.21544383e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
64       2.99007900e-04    9.52964299e-01    3.17654766e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
65       3.05561500e-04    9.39679846e-01    3.13226615e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
66       3.12115100e-04    9.24802311e-01    3.08267437e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
67       3.18668700e-04    9.08356916e-01    3.02785639e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
68       3.25222300e-04    8.90371543e-01    2.96790514e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
69       3.31775900e-04    8.70876682e-01    2.90292227e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
70       3.38329500e-04    8.49905385e-01    2.83301795e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
71       3.44883100e-04    8.27493204e-01    2.75831068e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
72       3.51436700e-04    8.03678136e-01    2.67892712e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
73       3.57990300e-04    7.78500556e-01    2.59500185e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
74       3.64543900e-04    7.52003148e-01    2.50667716e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
75       3.71097500e-04    7.24230836e-01    2.41410279e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
76       3.77651100e-04    6.95230702e-01    2.31743567e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
77       3.84204700e-04    6.65051911e-01    2.21683970e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
78       3.90758300e-04    6.33745628e-01    2.11248543e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
79       3.97311900e-04    6.01364927e-01    2.00454976e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
80       4.03865500e-04    5.67964704e-01    1.89321568e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
81       4.10419100e-04    5.33601585e-01    1.77867195e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
82       4.16972700e-04    4.98333827e-01    1.66111276e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
83       4.23526300e-04    4.62221221e-01    1.54073740e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
84       4.30079900e-04    4.25324991e-01    1.41774997e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
85       4.36633500e-04    3.87707687e-01    1.29235896e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
86       4.43187100e-04    3.49433085e-01    1.16477695e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
87       4.49740700e-04    3.10566073e-01    1.03522024e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
88       4.56294300e-04    2.71172545e-01    9.03908482e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
89       4.62847900e-04    2.31319285e-01    7.71064283e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
90       4.69401500e-04    1.91073859e-01    6.36912863e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
91       4.75955100e-04    1.50504497e-01    5.01681655e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
92       4.89062300e-04    6.86695126e-02    2.28898375e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
93       5.15276700e-04   -9.58390118e-02   -3.19463373e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
94       5.27078991e-04   -1.69322612e-01   -5.64408706e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
95       5.36558701e-04   -2.27690375e-01   -7.58967916e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
96       5.44319597e-04   -2.74883219e-01   -9.16277396e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
97       5.51304403e-04   -3.16801203e-01   -1.05600401e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
98       5.57590728e-04   -3.54008048e-01   -1.18002683e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
99       5.63877054e-04   -3.90662676e-01   -1.30220892e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
100      5.70163379e-04   -4.26707909e-01   -1.42235970e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
101      5.76449705e-04   -4.62087520e-01   -1.54029173e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
102      5.82736030e-04   -4.96746321e-01   -1.65582107e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
103      5.89022355e-04   -5.30630246e-01   -1.76876749e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
104      5.95308681e-04   -5.63686441e-01   -1.87895480e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
105      6.01595006e-04   -5.95863341e-01   -1.98621114e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
106      6.07881332e-04   -6.27110753e-01   -2.09036918e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
107      6.14167657e-04   -6.57379935e-01   -2.19126645e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
108      6.20453982e-04   -6.86623669e-01   -2.28874556e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
109      6.26740308e-04   -7.14796338e-01   -2.38265446e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
110      6.33026633e-04   -7.41853996e-01   -2.47284665e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
111      6.39312959e-04   -7.67754435e-01   -2.55918145e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
112      6.45599284e-04   -7.92457253e-01   -2.64152418e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
113      6.51885609e-04   -8.15923917e-01   -2.71974639e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
114      6.58171935e-04   -8.38117820e-01   -2.79372607e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
115      6.64458260e-04   -8.59004342e-01   -2.86334781e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
116      6.70744586e-04   -8.78550903e-01   -2.92850301e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
117      6.77030911e-04   -8.96727012e-01   -2.98909004e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
118      6.83317236e-04   -9.13504316e-01   -3.04501439e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
119      6.89603562e-04   -9.28856643e-01   -3.09618881e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
120      6.95889887e-04   -9.42760046e-01   -3.14253349e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
121      7.02176213e-04   -9.55192837e-01   -3.18397612e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
122      7.08462538e-04   -9.66135622e-01   -3.22045207e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
123      7.14748863e-04   -9.75571331e-01   -3.25190444e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
124      7.21035189e-04   -9.83485245e-01   -3.27828415e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
125      7.27321514e-04   -9.89865020e-01   -3.29955007e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
126      7.33607840e-04   -9.94700704e-01   -3.31566901e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
127      7.39894165e-04   -9.97984753e-01   -3.32661584e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
128      7.46180490e-04   -9.99712045e-01   -3.33237348e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
129      7.52466816e-04   -9.99879886e-01   -3.33293295e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
130      7.58753141e-04   -9.98488013e-01   -3.32829338e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
131      7.65039467e-04   -9.95538597e-01   -3.31846199e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
132      7.71325792e-04   -9.91036241e-01   -3.30345414e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
133      7.77612117e-04   -9.84987965e-01   -3.28329322e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
134      7.83898443e-04   -9.77403207e-01   -3.25801069e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
135      7.90184768e-04   -9.68293796e-01   -3.22764599e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
136      7.96471094e-04   -9.57673943e-01   -3.19224648e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
137      8.02757419e-04   -9.45560214e-01   -3.15186738e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
138      8.09043744e-04   -9.31971504e-01   -3.10657168e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
139      8.15330070e-04   -9.16929012e-01   -3.05643004e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
140      8.21616395e-04   -9.00456201e-01   -3.00152067e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
141      8.27902721e-04   -8.82578767e-01   -2.94192922e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
142      8.34189046e-04   -8.63324598e-01   -2.87774866e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
143      8.40475371e-04   -8.42723729e-01   -2.80907910e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
144      8.46761697e-04   -8.20808294e-01   -2.73602765e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
145      8.53048022e-04   -7.97612480e-01   -2.65870827e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
146      8.59334348e-04   -7.73172469e-01   -2.57724156e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
147      8.65620673e-04   -7.47526386e-01   -2.49175462e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
148      8.71906998e-04   -7.20714235e-01   -2.40238078e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
149      8.78193324e-04   -6.92777842e-01   -2.30925947e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
150      8.84479649e-04   -6.63760785e-01   -2.21253595e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
151      8.90765975e-04   -6.33708326e-01   -2.11236109e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
152      8.97052300e-04   -6.02667345e-01   -2.00889115e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
153      9.03338625e-04   -5.70686263e-01   -1.90228754e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
154      9.09624951e-04   -5.37814967e-01   -1.79271656e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
155      9.15911276e-04   -5.04104733e-01   -1.68034911e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
156      9.22197602e-04   -4.69608145e-01   -1.56536048e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
157      9.28483927e-04   -4.34379015e-01   -1.44793005e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
158      9.34770253e-04   -3.98472297e-01   -1.32824099e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
159      9.41056578e-04   -3.61944002e-01   -1.20648001e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
160      9.47342903e-04   -3.24851110e-01   -1.08283703e-01    3.00000000e+02    3.00000000e+02    6.00000000e+02
161      9.53629229e-04   -2.87251483e-01   -9.57504943e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
162      9.59915554e-04   -2.49203772e-01   -8.30679239e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
163      9.72488205e-04   -1.72002107e-01   -5.73340356e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
164      9.85060856e-04   -9.37276355e-02   -3.12425452e-02    3.00000000e+02    3.00000000e+02    6.00000000e+02
165      9.97633507e-04   -1.48685690e-02   -4.95618967e-03    3.00000000e+02    3.00000000e+02    6.00000000e+02
166      1.00000000e-03   -2.44929741e-16   -2.01129401e-13    3.00000000e+02    3.00000000e+02    6.00000000e+02
End of Xyce(TM) Parameter Sweep
