 TITLE = " Xyce Frequency Domain data, noise-step-tecplot.cir", 
	VARIABLES = " FREQ" 
" Re(V(4))" 
" Im(V(4))" 
" VR(4)" 
" VI(4)" 
" INOISE" 
" ONOISE" 
DATASETAUXDATA TIME= " 12:24:22 PM May 21, 2018 " 
DATASETAUXDATA TEMP = "2.70e+01 "
ZONE F=POINT   T= "  RLP1 = 1.00e+03" 
AUXDATA RLP1 = " 1.00e+03" 
   1.00000000e+02    4.99999501e-01   -4.99512733e-04    4.99999501e-01   -4.99512733e-04    3.38145401e-15    8.45362658e-16
   1.58489319e+02    4.99998747e-01   -7.91673136e-04    4.99998747e-01   -7.91673136e-04    3.38145401e-15    8.45361382e-16
   2.51188643e+02    4.99996851e-01   -1.25471261e-03    4.99996851e-01   -1.25471261e-03    3.38145401e-15    8.45358178e-16
   3.98107171e+02    4.99992091e-01   -1.98856654e-03    4.99992091e-01   -1.98856654e-03    3.38145401e-15    8.45350130e-16
   6.30957344e+02    4.99980134e-01   -3.15159020e-03    4.99980134e-01   -3.15159020e-03    3.38145401e-15    8.45329914e-16
   1.00000000e+03    4.99950102e-01   -4.99463383e-03    4.99950102e-01   -4.99463383e-03    3.38145401e-15    8.45279138e-16
   1.58489319e+03    4.99874682e-01   -7.91476698e-03    4.99874682e-01   -7.91476698e-03    3.38145401e-15    8.45151622e-16
   2.51188643e+03    4.99685333e-01   -1.25393087e-02    4.99685333e-01   -1.25393087e-02    3.38145401e-15    8.44831486e-16
   3.98107171e+03    4.99210345e-01   -1.98545738e-02    4.99210345e-01   -1.98545738e-02    3.38145401e-15    8.44028410e-16
   6.30957344e+03    4.98021200e-01   -3.13924220e-02    4.98021200e-01   -3.13924220e-02    3.38145401e-15    8.42017892e-16
   1.00000000e+04    4.95059044e-01   -4.94577086e-02    4.95059044e-01   -4.94577086e-02    3.38145401e-15    8.37009694e-16
   1.58489319e+04    4.87771576e-01   -7.72313243e-02    4.87771576e-01   -7.72313243e-02    3.38145401e-15    8.24688576e-16
   2.51188643e+04    4.70378859e-01   -1.18038800e-01    4.70378859e-01   -1.18038800e-01    3.38145401e-15    7.95282239e-16
   3.98107171e+04    4.31711496e-01   -1.71700123e-01    4.31711496e-01   -1.71700123e-01    3.38145401e-15    7.29906284e-16
   6.30957344e+04    3.57824665e-01   -2.25552303e-01    3.57824665e-01   -2.25552303e-01    3.38145401e-15    6.04983824e-16
   1.00000000e+05    2.50243503e-01   -2.49999881e-01    2.50243503e-01   -2.49999881e-01    3.38145401e-15    4.23093447e-16
   1.58489319e+05    1.42572081e-01   -2.25741538e-01    1.42572081e-01   -2.25741538e-01    3.38145401e-15    2.41050467e-16
   2.51188643e+05    6.85185473e-02   -1.71943253e-01    6.85185473e-02   -1.71943253e-01    3.38145401e-15    1.15846158e-16
   3.98107171e+05    2.97298957e-02   -1.18241622e-01    2.97298957e-02   -1.18241622e-01    3.38145401e-15    5.02651375e-17
   6.30957344e+05    1.22749871e-02   -7.73745322e-02    1.22749871e-02   -7.73745322e-02    3.38145401e-15    2.07536521e-17
   1.00000000e+06    4.96005236e-03   -4.95522357e-02    4.96005236e-03   -4.95522357e-02    3.38145401e-15    8.38609446e-18
   1.58489319e+06    1.98649344e-03   -3.14531487e-02    1.98649344e-03   -3.14531487e-02    3.38145401e-15    3.35861811e-18
   2.51188643e+06    7.92732956e-04   -1.98931660e-02    7.92732956e-04   -1.98931660e-02    3.38145401e-15    1.34029502e-18
   3.98107171e+06    3.15894126e-04   -1.25637285e-02    3.15894126e-04   -1.25637285e-02    3.38145401e-15    5.34090729e-19
   6.30957344e+06    1.25807557e-04   -7.93019238e-03    1.25807557e-04   -7.93019238e-03    3.38145401e-15    2.12706234e-19
   1.00000000e+07    5.00924770e-05   -5.00437101e-03    5.00924770e-05   -5.00437101e-03    3.38145401e-15    8.46927035e-20
   1.58489319e+07    1.99433769e-05   -3.15773506e-03    1.99433769e-05   -3.15773506e-03    3.38145401e-15    3.37188058e-20
   2.51188643e+07    7.93979195e-06   -1.99244396e-03    7.93979195e-06   -1.99244396e-03    3.38145401e-15    1.34240206e-20
   3.98107171e+07    3.16091832e-06   -1.25715917e-03    3.16091832e-06   -1.25715917e-03    3.38145401e-15    5.34424996e-21
   6.30957344e+07    1.25838904e-06   -7.93216827e-04    1.25838904e-06   -7.93216827e-04    3.38145401e-15    2.12759233e-21
   1.00000000e+08    5.00974458e-07   -5.00486741e-04    5.00974458e-07   -5.00486741e-04    3.38145401e-15    8.47011044e-22
ZONE F=POINT   T= "  RLP1 = 1.00e+04" 
AUXDATA RLP1 = " 1.00e+04" 
   1.00000000e+02    4.99950102e-01   -4.99463383e-03    4.99950102e-01   -4.99463383e-03    3.97818118e-15    9.94446045e-16
   1.58489319e+02    4.99874682e-01   -7.91476698e-03    4.99874682e-01   -7.91476698e-03    3.97818118e-15    9.94296026e-16
   2.51188643e+02    4.99685333e-01   -1.25393087e-02    4.99685333e-01   -1.25393087e-02    3.97818118e-15    9.93919396e-16
   3.98107171e+02    4.99210345e-01   -1.98545738e-02    4.99210345e-01   -1.98545738e-02    3.97818118e-15    9.92974600e-16
   6.30957344e+02    4.98021200e-01   -3.13924220e-02    4.98021200e-01   -3.13924220e-02    3.97818118e-15    9.90609284e-16
   1.00000000e+03    4.95059044e-01   -4.94577086e-02    4.95059044e-01   -4.94577086e-02    3.97818118e-15    9.84717287e-16
   1.58489319e+03    4.87771576e-01   -7.72313243e-02    4.87771576e-01   -7.72313243e-02    3.97818118e-15    9.70221854e-16
   2.51188643e+03    4.70378859e-01   -1.18038800e-01    4.70378859e-01   -1.18038800e-01    3.97818118e-15    9.35626164e-16
   3.98107171e+03    4.31711496e-01   -1.71700123e-01    4.31711496e-01   -1.71700123e-01    3.97818118e-15    8.58713275e-16
   6.30957344e+03    3.57824665e-01   -2.25552303e-01    3.57824665e-01   -2.25552303e-01    3.97818118e-15    7.11745676e-16
   1.00000000e+04    2.50243503e-01   -2.49999881e-01    2.50243503e-01   -2.49999881e-01    3.97818118e-15    4.97756997e-16
