Index   TIME           V(1)           V(2)           V(3)           
0       0.00000000e+00   2.50000000e+00   1.21824940e+01   2.50000000e+00   
1       2.50000000e-06   2.51250000e+00   1.23357309e+01   2.51250000e+00   
2       7.50000000e-06   2.53750000e+00   1.26480114e+01   2.53750000e+00   
3       1.37281342e-05   2.56864067e+00   1.30480758e+01   2.56864067e+00   
4       1.99633652e-05   2.59981683e+00   1.34612721e+01   2.59981683e+00   
5       2.61985962e-05   2.63099298e+00   1.38875531e+01   2.63099298e+00   
6       3.86690581e-05   2.69334529e+00   1.47810402e+01   2.69334529e+00   
7       6.36099820e-05   2.81804991e+00   1.67441662e+01   2.81804991e+00   
8       8.85509058e-05   2.94275453e+00   1.89680224e+01   2.94275453e+00   
9       1.13491830e-04   3.06745915e+00   2.14872374e+01   3.06745915e+00   
10      1.38432754e-04   3.19216377e+00   2.43410389e+01   3.19216377e+00   
11      1.63373677e-04   3.31686839e+00   2.75738645e+01   3.31686839e+00   
12      1.88314601e-04   3.44157301e+00   3.12360541e+01   3.44157301e+00   
13      2.13255525e-04   3.56627763e+00   3.53846329e+01   3.56627763e+00   
14      2.38196449e-04   3.69098225e+00   4.00842001e+01   3.69098225e+00   
15      2.63137373e-04   3.81568686e+00   4.54079348e+01   3.81568686e+00   
16      2.88078297e-04   3.94039148e+00   5.14387348e+01   3.94039148e+00   
17      3.13019221e-04   4.06509610e+00   5.82705082e+01   4.06509610e+00   
18      3.37960144e-04   4.18980072e+00   6.60096354e+01   4.18980072e+00   
19      3.62901068e-04   4.31450534e+00   7.47766254e+01   4.31450534e+00   
20      3.87841992e-04   4.43920996e+00   8.47079926e+01   4.43920996e+00   
21      4.12782916e-04   4.56391458e+00   9.59583823e+01   4.56391458e+00   
22      4.37723840e-04   4.68861920e+00   1.08702979e+02   4.68861920e+00   
23      4.62664764e-04   4.81332382e+00   1.23140234e+02   4.81332382e+00   
24      4.87605688e-04   4.93802844e+00   1.39494955e+02   4.93802844e+00   
25      5.00000000e-04   5.00000000e+00   1.48413159e+02   5.00000000e+00   
26      5.02500000e-04   5.01250000e+00   1.50279967e+02   5.01250000e+00   
27      5.07500000e-04   5.03750000e+00   1.54084322e+02   5.03750000e+00   
28      5.13727903e-04   5.06863951e+00   1.58957920e+02   5.06863951e+00   
29      5.19962909e-04   5.09981454e+00   1.63991491e+02   5.09981454e+00   
30      5.26197915e-04   5.13098957e+00   1.69184456e+02   5.13098957e+00   
31      5.38667926e-04   5.19333963e+00   1.80068914e+02   5.19333963e+00   
32      5.63607950e-04   5.31803975e+00   2.03983631e+02   5.31803975e+00   
33      5.88547974e-04   5.44273987e+00   2.31074431e+02   5.44273987e+00   
34      6.13487998e-04   5.56743999e+00   2.61763124e+02   5.56743999e+00   
35      6.38428021e-04   5.69214011e+00   2.96527543e+02   5.69214011e+00   
36      6.63368045e-04   5.81684023e+00   3.35908978e+02   5.81684023e+00   
37      6.88308069e-04   5.94154034e+00   3.80520611e+02   5.94154034e+00   
38      7.13248092e-04   6.06624046e+00   4.31057056e+02   6.06624046e+00   
39      7.38188116e-04   6.19094058e+00   4.88305181e+02   6.19094058e+00   
40      7.63128140e-04   6.31564070e+00   5.53156354e+02   6.31564070e+00   
41      7.88068164e-04   6.44034082e+00   6.26620327e+02   6.44034082e+00   
42      8.13008187e-04   6.56504094e+00   7.09840954e+02   6.56504094e+00   
43      8.37948211e-04   6.68974106e+00   8.04114004e+02   6.68974106e+00   
44      8.62888235e-04   6.81444117e+00   9.10907335e+02   6.81444117e+00   
45      8.87828259e-04   6.93914129e+00   1.03188375e+03   6.93914129e+00   
46      9.12768282e-04   7.06384141e+00   1.16892688e+03   7.06384141e+00   
47      9.37708306e-04   7.18854153e+00   1.32417053e+03   7.18854153e+00   
48      9.62648330e-04   7.31324165e+00   1.50003189e+03   7.31324165e+00   
49      9.87588353e-04   7.43794177e+00   1.69924917e+03   7.43794177e+00   
50      1.00000000e-03   7.50000000e+00   1.80804241e+03   7.50000000e+00   
51      1.00250000e-03   7.51250000e+00   1.83078479e+03   7.51250000e+00   
52      1.00750000e-03   7.53750000e+00   1.87713133e+03   7.53750000e+00   
53      1.01372788e-03   7.56863942e+00   1.93650372e+03   7.56863942e+00   
54      1.01996287e-03   7.59981436e+00   1.99782498e+03   7.59981436e+00   
55      1.02619786e-03   7.63098929e+00   2.06108803e+03   7.63098929e+00   
56      1.03866783e-03   7.69333917e+00   2.19368744e+03   7.69333917e+00   
57      1.06360778e-03   7.81803892e+00   2.48502728e+03   7.81803892e+00   
58      1.08854773e-03   7.94273867e+00   2.81505947e+03   7.94273867e+00   
59      1.11348768e-03   8.06743842e+00   3.18892266e+03   8.06743842e+00   
60      1.13842763e-03   8.19213816e+00   3.61243798e+03   8.19213816e+00   
61      1.16336758e-03   8.31683791e+00   4.09219964e+03   8.31683791e+00   
62      1.18830753e-03   8.44153766e+00   4.63567762e+03   8.44153766e+00   
63      1.21324748e-03   8.56623741e+00   5.25133396e+03   8.56623741e+00   
64      1.23818743e-03   8.69093716e+00   5.94875457e+03   8.69093716e+00   
65      1.26312738e-03   8.81563691e+00   6.73879841e+03   8.81563691e+00   
66      1.28806733e-03   8.94033666e+00   7.63376660e+03   8.94033666e+00   
67      1.31300728e-03   9.06503641e+00   8.64759398e+03   9.06503641e+00   
68      1.33794723e-03   9.18973616e+00   9.79606602e+03   9.18973616e+00   
69      1.36288718e-03   9.31443591e+00   1.10970647e+04   9.31443591e+00   
70      1.38782713e-03   9.43913566e+00   1.25708467e+04   9.43913566e+00   
71      1.41276708e-03   9.56383541e+00   1.42403591e+04   9.56383541e+00   
72      1.43770703e-03   9.68853515e+00   1.61315967e+04   9.68853515e+00   
73      1.46264698e-03   9.81323490e+00   1.82740062e+04   9.81323490e+00   
74      1.48758693e-03   9.93793465e+00   2.07009455e+04   9.93793465e+00   
75      1.50000000e-03   1.00000000e+01   2.20264658e+04   1.00000000e+01   
76      1.50250000e-03   9.98750000e+00   2.17528486e+04   9.98750000e+00   
77      1.50750000e-03   9.96250000e+00   2.12157689e+04   9.96250000e+00   
78      1.51583850e-03   9.92080752e+00   2.03494166e+04   9.92080752e+00   
79      1.52209237e-03   9.88953817e+00   1.97229491e+04   9.88953817e+00   
80      1.52834624e-03   9.85826881e+00   1.91157677e+04   9.85826881e+00   
81      1.54085398e-03   9.79573009e+00   1.79569067e+04   9.79573009e+00   
82      1.56586947e-03   9.67065267e+00   1.58456876e+04   9.67065267e+00   
83      1.59088495e-03   9.54557524e+00   1.39826875e+04   9.54557524e+00   
84      1.61590044e-03   9.42049781e+00   1.23387230e+04   9.42049781e+00   
85      1.64091592e-03   9.29542038e+00   1.08880417e+04   9.29542038e+00   
86      1.66593141e-03   9.17034295e+00   9.60791915e+03   9.17034295e+00   
87      1.69094690e-03   9.04526552e+00   8.47830240e+03   9.04526552e+00   
88      1.71596238e-03   8.92018809e+00   7.48149630e+03   8.92018809e+00   
89      1.74097787e-03   8.79511066e+00   6.60188611e+03   8.79511066e+00   
90      1.76599335e-03   8.67003323e+00   5.82569295e+03   8.67003323e+00   
91      1.79100884e-03   8.54495580e+00   5.14075792e+03   8.54495580e+00   
