 TITLE = " Xyce homotopy data, schmidt.cir", 
	VARIABLES = " v1:DCV0" 
" V(5)" 
DATASETAUXDATA TIME= " 04:49:57 PM Jul 10, 2015 " 
ZONE F=POINT T="Xyce data" 
    0.00000000e+00   4.16825122e+00
    9.99999929e-03   4.16824854e+00
    2.87111091e-02   4.16824854e+00
    6.37216745e-02   4.16824854e+00
    1.29230333e-01   4.16824854e+00
    2.29230325e-01   4.16824854e+00
    3.29230318e-01   4.16824854e+00
    4.29230311e-01   4.16824854e+00
    5.29230304e-01   4.16824854e+00
    6.29230297e-01   4.16824854e+00
    7.29230290e-01   4.16824854e+00
    8.29230283e-01   4.16824854e+00
    9.29230276e-01   4.16824854e+00
    1.02923027e+00   4.16824854e+00
    1.12923026e+00   4.16824854e+00
    1.22923025e+00   4.16824854e+00
    1.32923025e+00   4.16824854e+00
    1.42923024e+00   4.16824854e+00
    1.52923023e+00   4.16824854e+00
    1.62923023e+00   4.16824854e+00
    1.72923022e+00   4.16824854e+00
    1.82923021e+00   4.16824854e+00
    1.92923021e+00   4.16824854e+00
    2.02923020e+00   4.16824854e+00
    2.12923019e+00   4.16824854e+00
    2.22923018e+00   4.16824854e+00
    2.32923018e+00   4.16824854e+00
    2.42923017e+00   4.16824854e+00
    2.52923016e+00   4.16824854e+00
    2.62923016e+00   4.16824854e+00
    2.72923015e+00   4.16824854e+00
    2.82923014e+00   4.16824854e+00
    2.92923014e+00   4.16824854e+00
    3.02923013e+00   4.16824854e+00
    3.12923012e+00   4.16824854e+00
    3.22923011e+00   4.16824854e+00
    3.32923011e+00   4.16824854e+00
    3.42923010e+00   4.16824854e+00
    3.52923009e+00   4.16824854e+00
    3.62923009e+00   4.16824854e+00
    3.72923008e+00   4.16824854e+00
    3.82923007e+00   4.16824854e+00
    3.92923006e+00   4.16824854e+00
    4.02923018e+00   4.16824856e+00
    4.12923062e+00   4.16824864e+00
    4.22923273e+00   4.16824898e+00
    4.32924265e+00   4.16825063e+00
    4.42928968e+00   4.16825862e+00
    4.52953181e+00   4.16830894e+00
    4.63157858e+00   4.16909065e+00
    4.75020958e+00   4.18109015e+00
    4.86349885e+00   4.26356336e+00
    4.85383315e+00   4.40391811e+00
    4.83824781e+00   4.54085130e+00
    4.82262415e+00   4.67778037e+00
    4.80700025e+00   4.81470924e+00
    4.79137638e+00   4.95163796e+00
    4.77575255e+00   5.08856651e+00
    4.76012877e+00   5.22549489e+00
    4.74450503e+00   5.36242310e+00
    4.72888134e+00   5.49935114e+00
    4.71325770e+00   5.63627901e+00
    4.69763412e+00   5.77320670e+00
    4.68201059e+00   5.91013421e+00
    4.66638712e+00   6.04706154e+00
    4.65076371e+00   6.18398869e+00
    4.63514037e+00   6.32091565e+00
    4.61951709e+00   6.45784241e+00
    4.60389389e+00   6.59476899e+00
    4.58827075e+00   6.73169536e+00
    4.57264770e+00   6.86862154e+00
    4.55702472e+00   7.00554751e+00
    4.54140182e+00   7.14247328e+00
    4.52577901e+00   7.27939884e+00
    4.51015629e+00   7.41632418e+00
    4.49453366e+00   7.55324931e+00
    4.47891113e+00   7.69017422e+00
    4.46328870e+00   7.82709891e+00
    4.44766637e+00   7.96402337e+00
    4.43204414e+00   8.10094759e+00
    4.41642203e+00   8.23787158e+00
