Index        TIME             V(1)             V(2)
0       0.00000000e+00   0.00000000e+00   0.00000000e+00   
1       5.00000000e-06   -5.00000250e+01  -5.00000000e+01  
2       5.03906250e-06   -5.00000252e+01  -5.00000000e+01  
3       5.07812500e-06   -5.00000254e+01  -5.00000000e+01  
4       5.15625000e-06   -5.00000258e+01  -5.00000000e+01  
5       5.31250000e-06   -5.00000266e+01  -5.00000000e+01  
6       5.62500000e-06   -5.00000281e+01  -5.00000000e+01  
7       6.25000000e-06   -5.00000312e+01  -5.00000000e+01  
8       7.50000000e-06   -5.00000375e+01  -5.00000000e+01  
9       1.00000000e-05   -5.00000500e+01  -5.00000000e+01  
10      1.50000000e-05   -5.00000750e+01  -5.00000000e+01  
11      2.50000000e-05   -5.00001250e+01  -5.00000000e+01  
12      4.50000000e-05   -5.00002250e+01  -5.00000000e+01  
13      8.50000000e-05   -5.00004250e+01  -5.00000000e+01  
14      1.65000000e-04   -5.00008250e+01  -5.00000000e+01  
15      3.25000000e-04   -5.00016250e+01  -5.00000000e+01  
16      6.45000000e-04   -5.00032250e+01  -5.00000000e+01  
17      1.00000000e-03   -5.00050000e+01  -5.00000000e+01  
18      1.06400000e-03   -5.00000000e-03  3.90312737e-14   
19      1.06412500e-03   -5.00000000e-03  2.22044891e-12   
20      1.06415625e-03   -5.00000000e-03  3.93924051e-20   
21      1.06421875e-03   -5.00000000e-03  -1.81427408e-19  
22      1.06434375e-03   -5.00000000e-03  1.74124419e-19   
23      1.06459375e-03   -5.00000000e-03  -1.74124417e-19  
24      1.06509375e-03   -5.00000000e-03  1.74124554e-19   
25      1.06609375e-03   -5.00000000e-03  -1.74124608e-19  
26      1.06809375e-03   -5.00000000e-03  1.74124640e-19   
27      1.07209375e-03   -5.00000000e-03  -1.74124654e-19  
28      1.08009375e-03   -5.00000000e-03  1.74124648e-19   
29      1.09609375e-03   -5.00000000e-03  -1.74124653e-19  
30      1.12809375e-03   -5.00000000e-03  1.74124652e-19   
31      1.19209375e-03   -5.00000000e-03  -1.74124652e-19  
32      1.32009375e-03   -5.00000000e-03  1.74124651e-19   
33      1.57609375e-03   -5.00000000e-03  -1.74124651e-19  
34      2.08809375e-03   -5.00000000e-03  1.74124651e-19   
35      3.11209375e-03   -5.00000000e-03  -1.74124651e-19  
36      5.11209375e-03   -5.00000000e-03  1.74124651e-19   
37      7.11209375e-03   -5.00000000e-03  -1.74124651e-19  
38      9.11209375e-03   -5.00000000e-03  1.74124651e-19   
39      1.10000000e-02   -5.00000000e-03  -1.74124651e-19  
40      1.11000000e-02   4.99955000e+01   5.00000000e+01   
41      1.11007812e-02   4.99955039e+01   5.00000000e+01   
42      1.11015625e-02   4.99955078e+01   5.00000000e+01   
43      1.11031250e-02   4.99955156e+01   5.00000000e+01   
44      1.11062500e-02   4.99955312e+01   5.00000000e+01   
45      1.11125000e-02   4.99955625e+01   5.00000000e+01   
46      1.11250000e-02   4.99956250e+01   5.00000000e+01   
47      1.11500000e-02   4.99957500e+01   5.00000000e+01   
48      1.12000000e-02   4.99960000e+01   5.00000000e+01   
49      1.13000000e-02   4.99965000e+01   5.00000000e+01   
50      1.15000000e-02   4.99975000e+01   5.00000000e+01   
51      1.19000000e-02   4.99995000e+01   5.00000000e+01   
52      1.20000000e-02   5.00000000e+01   5.00000000e+01   
53      1.20800000e-02   5.55111512e-13   5.55111512e-13   
54      1.20800098e-02   -1.81375436e-17  -1.81375436e-17  
55      1.20800186e-02   1.59432679e-17   1.59432679e-17   
56      1.20800361e-02   -1.59758444e-17  -1.59758444e-17  
57      1.20800713e-02   -2.79975540e-16  -2.79975540e-16  
58      1.20801416e-02   3.11939417e-16   3.11939417e-16   
59      1.20802822e-02   -3.27921382e-16  -3.27921382e-16  
60      1.20805635e-02   3.35912358e-16   3.35912358e-16   
61      1.20811260e-02   -3.39907838e-16  -3.39907838e-16  
62      1.20822510e-02   3.41905590e-16   3.41905590e-16   
63      1.20845010e-02   -3.42904468e-16  -3.42904468e-16  
64      1.20890010e-02   3.43403909e-16   3.43403909e-16   
65      1.20980010e-02   -3.43653630e-16  -3.43653630e-16  
66      1.21160010e-02   3.43778490e-16   3.43778490e-16   
67      1.21520010e-02   -3.43840920e-16  -3.43840920e-16  
68      1.22240010e-02   3.43872136e-16   3.43872136e-16   
69      1.23680010e-02   -3.43887744e-16  -3.43887744e-16  
70      1.26560010e-02   3.43895547e-16   3.43895547e-16   
71      1.32320010e-02   -3.43899449e-16  -3.43899449e-16  
72      1.43840010e-02   3.43901400e-16   3.43901400e-16   
73      1.63840010e-02   -3.43902524e-16  -3.43902524e-16  
74      1.83840010e-02   3.43903648e-16   3.43903648e-16   
75      2.00000000e-02   -3.43905039e-16  -3.43905039e-16  
End of Xyce(TM) Simulation
