V(g) I(d) I(g) I(s) I(b)
-0.48 -0.0010991 -8.611802e-10 0.0010991 4.84505e-08
-0.49 -0.0011796 -9.115328e-10 0.0011795 4.82883e-08
-0.5 -0.0012624 -9.634905e-10 0.0012624 4.80879e-08
-0.51 -0.0013476 -1.0171e-09 0.0013476 4.78537e-08
-0.52 -0.0014351 -1.0724e-09 0.001435 4.75901e-08
-0.53 -0.0015247 -1.1294e-09 0.0015246 4.73014e-08
-0.54 -0.0016164 -1.1881e-09 0.0016164 4.69917e-08
-0.55 -0.0017102 -1.2487e-09 0.0017101 4.6665e-08
-0.56 -0.0018059 -1.3111e-09 0.0018058 4.63252e-08
-0.57 -0.0019034 -1.3754e-09 0.0019034 4.59757e-08
-0.58 -0.0020029 -1.4416e-09 0.0020028 4.562e-08
-0.59 -0.002104 -1.5098e-09 0.002104 4.52609e-08
-0.6 -0.0022068 -1.58e-09 0.0022068 4.49012e-08
-0.61 -0.0023113 -1.6521e-09 0.0023112 4.45434e-08
-0.62 -0.0024173 -1.7264e-09 0.0024173 4.41898e-08
-0.63 -0.0025248 -1.8028e-09 0.0025248 4.38421e-08
-0.64 -0.0026337 -1.8813e-09 0.0026337 4.35021e-08
-0.65 -0.0027441 -1.962e-09 0.002744 4.31712e-08
-0.66 -0.0028557 -2.0449e-09 0.0028557 4.28506e-08
-0.67 -0.0029686 -2.1301e-09 0.0029686 4.25413e-08
-0.68 -0.0030827 -2.2175e-09 0.0030827 4.2244e-08
-0.69 -0.003198 -2.3072e-09 0.003198 4.19593e-08
-0.7 -0.0033144 -2.3993e-09 0.0033144 4.16878e-08
-0.71 -0.0034319 -2.4938e-09 0.0034319 4.14297e-08
-0.72 -0.0035504 -2.5907e-09 0.0035503 4.1185e-08
-0.73 -0.0036698 -2.69e-09 0.0036698 4.0954e-08
-0.74 -0.0037902 -2.7918e-09 0.0037902 4.07364e-08
-0.75 -0.0039115 -2.896e-09 0.0039115 4.05321e-08
-0.76 -0.0040336 -3.0028e-09 0.0040336 4.03409e-08
-0.77 -0.0041565 -3.1121e-09 0.0041565 4.01624e-08
-0.78 -0.0042802 -3.224e-09 0.0042802 3.99963e-08
-0.79 -0.0044046 -3.3385e-09 0.0044046 3.98421e-08
-0.8 -0.0045297 -3.4555e-09 0.0045297 3.96994e-08
-0.81 -0.0046554 -3.5752e-09 0.0046554 3.95677e-08
-0.82 -0.0047818 -3.6976e-09 0.0047817 3.94465e-08
-0.83 -0.0049087 -3.8226e-09 0.0049086 3.93351e-08
-0.84 -0.0050361 -3.9503e-09 0.0050361 3.92332e-08
-0.85 -0.0051641 -4.0806e-09 0.0051641 3.91402e-08
-0.86 -0.0052926 -4.2137e-09 0.0052925 3.90554e-08
-0.87 -0.0054215 -4.3495e-09 0.0054214 3.89784e-08
-0.88 -0.0055508 -4.488e-09 0.0055507 3.89087e-08
-0.89 -0.0056805 -4.6293e-09 0.0056804 3.88457e-08
-0.9 -0.0058105 -4.7732e-09 0.0058105 3.8789e-08
-0.91 -0.0059409 -4.9199e-09 0.0059409 3.8738e-08
-0.92 -0.0060716 -5.0694e-09 0.0060716 3.86924e-08
-0.93 -0.0062025 -5.2216e-09 0.0062025 3.86516e-08
-0.94 -0.0063337 -5.3765e-09 0.0063337 3.86152e-08
-0.95 -0.0064652 -5.5341e-09 0.0064651 3.85829e-08
-0.96 -0.0065968 -5.6945e-09 0.0065968 3.85543e-08
-0.97 -0.0067286 -5.8575e-09 0.0067286 3.8529e-08
-0.98 -0.0068605 -6.0233e-09 0.0068605 3.85067e-08
-0.99 -0.0069926 -6.1918e-09 0.0069926 3.84872e-08
-1.00000 -0.0071248 -6.3629e-09 0.0071248 3.84701e-08
-1.01000 -0.007257 -6.5367e-09 0.007257 3.84551e-08
-1.02000 -0.0073894 -6.7131e-09 0.0073893 3.84421e-08
-1.03000 -0.0075217 -6.8921e-09 0.0075217 3.84308e-08
-1.04000 -0.0076541 -7.0737e-09 0.007654 3.84211e-08
-1.05000 -0.0077864 -7.2579e-09 0.0077864 3.84127e-08
-1.06000 -0.0079188 -7.4446e-09 0.0079188 3.84055e-08
-1.07000 -0.0080511 -7.6338e-09 0.0080511 3.83993e-08
-1.08000 -0.0081833 -7.8254e-09 0.0081833 3.8394e-08
-1.09000 -0.0083155 -8.0195e-09 0.0083155 3.83895e-08
-1.10000 -0.0084475 -8.2159e-09 0.0084475 3.83857e-08
-1.11000 -0.0085795 -8.4147e-09 0.0085795 3.83825e-08
-1.12000 -0.0087113 -8.6158e-09 0.0087113 3.83798e-08
-1.13000 -0.008843 -8.8191e-09 0.0088429 3.83776e-08
-1.14000 -0.0089745 -9.0246e-09 0.0089744 3.83757e-08
-1.15000 -0.0091058 -9.2323e-09 0.0091057 3.83741e-08
-1.16000 -0.0092369 -9.442e-09 0.0092368 3.83728e-08
-1.17000 -0.0093677 -9.6538e-09 0.0093677 3.83717e-08
-1.18000 -0.0094984 -9.8676e-09 0.0094984 3.83708e-08
-1.19000 -0.0096288 -1.00832e-08 0.0096288 3.83701e-08
-1.20000 -0.0097589 -1.03008e-08 0.0097589 3.83695e-08
1.00000 -1.698722e-10 3.122194e-10 -3.103172e-10 1.6797e-10
0.99 -1.696252e-10 3.055478e-10 -3.038926e-10 1.6797e-10
0.98 -1.694136e-10 2.989942e-10 -2.975506e-10 1.6797e-10
0.97 -1.692319e-10 2.925495e-10 -2.912876e-10 1.6797e-10
0.96 -1.690757e-10 2.862062e-10 -2.851005e-10 1.6797e-10
0.95 -1.689411e-10 2.799581e-10 -2.78987e-10 1.6797e-10
0.94 -1.688247e-10 2.738001e-10 -2.729454e-10 1.6797e-10
0.93 -1.68724e-10 2.677284e-10 -2.669743e-10 1.6797e-10
0.92 -1.686367e-10 2.617395e-10 -2.610729e-10 1.6797e-10
0.91 -1.685606e-10 2.558311e-10 -2.552405e-10 1.6797e-10
0.9 -1.684944e-10 2.500012e-10 -2.494768e-10 1.6797e-10
0.89 -1.684364e-10 2.442481e-10 -2.437817e-10 1.6797e-10
0.88 -1.683857e-10 2.385709e-10 -2.381552e-10 1.6797e-10
0.87 -1.683411e-10 2.329686e-10 -2.325975e-10 1.6797e-10
0.86 -1.683019e-10 2.274407e-10 -2.271088e-10 1.6797e-10
0.85 -1.682674e-10 2.219868e-10 -2.216894e-10 1.6797e-10
0.84 -1.682369e-10 2.166067e-10 -2.163398e-10 1.6797e-10
0.83 -1.682098e-10 2.113002e-10 -2.110604e-10 1.6797e-10
0.82 -1.681859e-10 2.060675e-10 -2.058516e-10 1.6797e-10
0.81 -1.681646e-10 2.009085e-10 -2.007139e-10 1.6797e-10
0.8 -1.681456e-10 1.958234e-10 -1.956477e-10 1.6797e-10
0.79 -1.681287e-10 1.908124e-10 -1.906536e-10 1.6797e-10
0.78 -1.681137e-10 1.858756e-10 -1.857319e-10 1.6797e-10
0.77 -1.681002e-10 1.810134e-10 -1.808832e-10 1.6797e-10
0.76 -1.680881e-10 1.762258e-10 -1.761077e-10 1.6797e-10
0.75 -1.680773e-10 1.715132e-10 -1.714059e-10 1.6797e-10
0.74 -1.680675e-10 1.668757e-10 -1.667782e-10 1.6797e-10
0.73 -1.680588e-10 1.623136e-10 -1.622248e-10 1.6797e-10
0.72 -1.680509e-10 1.57827e-10 -1.577461e-10 1.6797e-10
0.71 -1.680438e-10 1.53416e-10 -1.533422e-10 1.6797e-10
0.7 -1.680374e-10 1.490808e-10 -1.490135e-10 1.6797e-10
0.69 -1.680315e-10 1.448215e-10 -1.4476e-10 1.6797e-10
0.68 -1.680263e-10 1.406382e-10 -1.405818e-10 1.6797e-10
0.67 -1.680215e-10 1.365308e-10 -1.364792e-10 1.6797e-10
0.66 -1.680172e-10 1.324993e-10 -1.324521e-10 1.6797e-10
0.65 -1.680133e-10 1.285438e-10 -1.285004e-10 1.6797e-10
0.64 -1.680097e-10 1.24664e-10 -1.246243e-10 1.6797e-10
0.63 -1.680065e-10 1.2086e-10 -1.208235e-10 1.6797e-10
0.62 -1.680036e-10 1.171316e-10 -1.17098e-10 1.6797e-10
0.61 -1.680009e-10 1.134785e-10 -1.134476e-10 1.6797e-10
0.6 -1.679984e-10 1.099004e-10 -1.09872e-10 1.6797e-10
0.59 -1.679962e-10 1.063972e-10 -1.06371e-10 1.6797e-10
0.58 -1.679941e-10 1.029685e-10 -1.029444e-10 1.6797e-10
0.57 -1.679923e-10 9.9614e-11 -9.95917e-11 1.6797e-10
0.56 -1.679905e-10 9.63332e-11 -9.63126e-11 1.6797e-10
0.55 -1.67989e-10 9.31256e-11 -9.31066e-11 1.6797e-10
0.54 -1.679875e-10 8.99909e-11 -8.99734e-11 1.6797e-10
0.53 -1.679862e-10 8.69285e-11 -8.69123e-11 1.6797e-10
0.52 -1.67985e-10 8.39378e-11 -8.39228e-11 1.6797e-10
0.51 -1.679839e-10 8.10183e-11 -8.10043e-11 1.6797e-10
0.5 -1.679829e-10 7.81692e-11 -7.81563e-11 1.6797e-10
0.49 -1.67982e-10 7.539e-11 -7.5378e-11 1.6797e-10
0.48 -1.679811e-10 7.26798e-11 -7.26687e-11 1.6797e-10
0.47 -1.679803e-10 7.00381e-11 -7.00277e-11 1.6797e-10
0.46 -1.679796e-10 6.74639e-11 -6.74543e-11 1.6797e-10
0.45 -1.679789e-10 6.49565e-11 -6.49475e-11 1.6797e-10
0.44 -1.679783e-10 6.25149e-11 -6.25066e-11 1.6797e-10
0.43 -1.679778e-10 6.01384e-11 -6.01306e-11 1.6797e-10
0.42 -1.679773e-10 5.7826e-11 -5.78186e-11 1.6797e-10
0.41 -1.679769e-10 5.55766e-11 -5.55697e-11 1.6797e-10
0.4 -1.679765e-10 5.33894e-11 -5.33829e-11 1.6797e-10
0.39 -1.679762e-10 5.12633e-11 -5.12571e-11 1.6797e-10
0.38 -1.67976e-10 4.91972e-11 -4.91912e-11 1.6797e-10
0.37 -1.679759e-10 4.719e-11 -4.71841e-11 1.6797e-10
0.36 -1.679758e-10 4.52405e-11 -4.52346e-11 1.6797e-10
0.35 -1.67976e-10 4.33477e-11 -4.33416e-11 1.6797e-10
0.34 -1.679763e-10 4.15101e-11 -4.15038e-11 1.6797e-10
0.33 -1.679769e-10 3.97267e-11 -3.97198e-11 1.6797e-10
0.32 -1.679778e-10 3.7996e-11 -3.79882e-11 1.6797e-10
0.31 -1.679792e-10 3.63168e-11 -3.63075e-11 1.6797e-10
0.3 -1.679813e-10 3.46874e-11 -3.46761e-11 1.6797e-10
0.29 -1.679842e-10 3.31064e-11 -3.30922e-11 1.6797e-10
0.28 -1.679884e-10 3.15722e-11 -3.15538e-11 1.6797e-10
0.27 -1.679942e-10 3.0083e-11 -3.00588e-11 1.6797e-10
0.26 -1.680024e-10 2.86369e-11 -2.86045e-11 1.6797e-10
0.25 -1.680139e-10 2.72318e-11 -2.71878e-11 1.6797e-10
0.24 -1.680299e-10 2.58652e-11 -2.58052e-11 1.6797e-10
0.23 -1.680522e-10 2.45343e-11 -2.4452e-11 1.6797e-10
0.22 -1.680833e-10 2.32359e-11 -2.31226e-11 1.6797e-10
0.21 -1.681266e-10 2.19663e-11 -2.18097e-11 1.6797e-10
0.2 -1.681869e-10 2.07209e-11 -2.0504e-11 1.6797e-10
0.19 -1.682708e-10 1.94945e-11 -1.91937e-11 1.6797e-10
0.18 -1.683878e-10 1.82814e-11 -1.78635e-11 1.6797e-10
0.17 -1.685509e-10 1.70752e-11 -1.64942e-11 1.6797e-10
0.16 -1.687783e-10 1.58701e-11 -1.50618e-11 1.6797e-10
0.15 -1.690955e-10 1.46616e-11 -1.35361e-11 1.6797e-10
0.14 -1.69538e-10 1.34477e-11 -1.18797e-11 1.6797e-10
0.13 -1.701556e-10 1.22302e-11 -1.00446e-11 1.6797e-10
0.12 -1.71018e-10 1.10151e-11 -7.9671e-12 1.6797e-10
0.11 -1.722226e-10 9.8121e-12 -5.5594e-12 1.6797e-10
0.1 -1.739059e-10 8.633e-12 -2.6971e-12 1.6797e-10
0.09 -1.762588e-10 7.4904e-12 7.984422e-13 1.6797e-10
0.08 -1.79549e-10 6.3953e-12 5.1837e-12 1.6797e-10
0.07 -1.841516e-10 5.3569e-12 1.08247e-11 1.6797e-10
0.06 -1.905922e-10 4.3815e-12 1.82407e-11 1.6797e-10
0.05 -1.996081e-10 3.4736e-12 2.81646e-11 1.6797e-10
0.04 -2.122334e-10 2.6355e-12 4.16279e-11 1.6797e-10
0.03 -2.29919e-10 1.8685e-12 6.00805e-11 1.6797e-10
0.02 -2.547015e-10 1.1734e-12 8.55582e-11 1.6797e-10
0.01 -2.894405e-10 5.505017e-13 1.2092e-10 1.6797e-10
0. -3.381518e-10 4.110597e-16 1.701814e-10 1.6797e-10
-0.01 -4.064773e-10 -5.292691e-13 2.390366e-10 1.6797e-10
-0.02 -5.023457e-10 -1.0851e-12 3.354608e-10 1.6797e-10
-0.03 -6.369022e-10 -1.655e-12 4.705872e-10 1.6797e-10
-0.04 -8.258179e-10 -2.2252e-12 6.600731e-10 1.6797e-10
-0.05 -1.0911e-09 -2.7824e-12 9.259472e-10 1.6797e-10
-0.06 -1.4639e-09 -3.3172e-12 1.2992e-09 1.6797e-10
-0.07 -1.9876e-09 -3.8262e-12 1.8235e-09 1.6797e-10
-0.08 -2.7239e-09 -4.3119e-12 2.5602e-09 1.6797e-10
-0.09 -3.7591e-09 -4.7808e-12 3.596e-09 1.6797e-10
-0.1 -5.2152e-09 -5.2414e-12 5.0525e-09 1.6797e-10
-0.11 -7.2636e-09 -5.7023e-12 7.1013e-09 1.6797e-10
-0.12 -1.01462e-08 -6.1716e-12 9.9844e-09 1.6797e-10
-0.13 -1.42038e-08 -6.6563e-12 1.40425e-08 1.6797e-10
-0.14 -1.99166e-08 -7.1631e-12 1.97558e-08 1.6797e-10
-0.15 -2.79619e-08 -7.6985e-12 2.78016e-08 1.6797e-10
-0.16 -3.92942e-08 -8.2693e-12 3.91345e-08 1.6797e-10
-0.17 -5.52596e-08 -8.884e-12 5.51005e-08 1.6797e-10
-0.18 -7.77556e-08 -9.553e-12 7.75972e-08 1.6797e-10
-0.19 -1.094571e-07 -1.02902e-11 1.092994e-07 1.6797e-10
-0.2 -1.541325e-07 -1.11142e-11 1.539757e-07 1.6797e-10
-0.21 -2.170882e-07 -1.20512e-11 2.169323e-07 1.6797e-10
-0.22 -3.057878e-07 -1.31372e-11 3.05633e-07 1.6797e-10
-0.23 -4.307134e-07 -1.44226e-11 4.305598e-07 1.6797e-10
-0.24 -6.065523e-07 -1.59775e-11 6.064003e-07 1.6797e-10
-0.25 -8.538171e-07 -1.78993e-11 8.536671e-07 1.6797e-10
-0.26 -1.201e-06 -2.03213e-11 1.2009e-06 1.6797e-10
-0.27 -1.6875e-06 -2.34244e-11 1.6874e-06 1.6797e-10
-0.28 -2.3672e-06 -2.74481e-11 2.3671e-06 1.6797e-10
-0.29 -3.3129e-06 -3.27011e-11 3.3128e-06 1.6797e-10
-0.3 -4.6211e-06 -3.95649e-11 4.621e-06 1.6797e-10
-0.31 -6.4173e-06 -4.84855e-11 6.4172e-06 1.6797e-10
-0.32 -8.8591e-06 -5.99458e-11 8.859e-06 1.6797e-10
-0.33 -1.21375e-05 -7.44161e-11 1.21374e-05 1.6797e-10
-0.34 -1.64727e-05 -9.22889e-11 1.64726e-05 1.6797e-10
-0.35 -2.21035e-05 -1.138168e-10 2.21035e-05 1.6797e-10
-0.36 -2.92711e-05 -1.390772e-10 2.9271e-05 1.6797e-10
-0.37 -3.81965e-05 -1.679773e-10 3.81965e-05 1.6797e-10
-0.38 -4.9059e-05 -2.002949e-10 4.9059e-05 1.6797e-10
-0.39 -6.19761e-05 -2.357335e-10 6.19762e-05 1.6797e-10
-0.4 -7.69924e-05 -2.739704e-10 7.69925e-05 1.6797e-10
-0.41 -9.40772e-05 -3.146895e-10 9.40773e-05 1.6797e-10
-0.42 -0.0001131323 -3.575988e-10 0.0001131325 1.6797e-10
-0.43 -0.0001340068 -4.024416e-10 0.000134007 1.6797e-10
-0.44 -0.000156515 -4.490046e-10 0.0001565152 1.6797e-10
-0.45 -0.0001804541 -4.97122e-10 0.0001804544 1.6797e-10
-0.46 -0.0002056192 -5.466773e-10 0.0002056196 1.6797e-10
-0.47 -0.0002318132 -5.975994e-10 0.0002318136 1.6797e-10
-0.48 -0.0002588536 -6.498563e-10 0.0002588541 1.6797e-10
-0.49 -0.0002865758 -7.034473e-10 0.0002865763 1.6797e-10
-0.5 -0.0003148336 -7.583953e-10 0.0003148342 1.6797e-10
-0.51 -0.0003434991 -8.147398e-10 0.0003434997 1.6797e-10
-0.52 -0.0003724609 -8.725313e-10 0.0003724616 1.6797e-10
-0.53 -0.000401623 -9.318274e-10 0.0004016238 1.6797e-10
-0.54 -0.0004309025 -9.926894e-10 0.0004309033 1.6797e-10
-0.55 -0.0004602282 -1.0552e-09 0.0004602291 1.6797e-10
-0.56 -0.000489539 -1.1194e-09 0.00048954 1.6797e-10
-0.57 -0.0005187824 -1.1853e-09 0.0005187834 1.6797e-10
-0.58 -0.0005479133 -1.2531e-09 0.0005479144 1.6797e-10
-0.59 -0.0005768932 -1.3227e-09 0.0005768943 1.6797e-10
-0.6 -0.0006056889 -1.3943e-09 0.0006056901 1.6797e-10
-0.61 -0.0006342722 -1.4678e-09 0.0006342735 1.6797e-10
-0.62 -0.0006626187 -1.5434e-09 0.0006626201 1.6797e-10
-0.63 -0.0006907079 -1.6211e-09 0.0006907094 1.6797e-10
-0.64 -0.0007185221 -1.701e-09 0.0007185237 1.6797e-10
-0.65 -0.0007460464 -1.783e-09 0.000746048 1.6797e-10
-0.66 -0.000773268 -1.8673e-09 0.0007732697 1.6797e-10
-0.67 -0.0008001764 -1.9538e-09 0.0008001782 1.6797e-10
-0.68 -0.0008267628 -2.0427e-09 0.0008267646 1.6797e-10
-0.69 -0.0008530197 -2.1339e-09 0.0008530217 1.6797e-10
-0.7 -0.0008789414 -2.2276e-09 0.0008789434 1.6797e-10
-0.71 -0.0009045229 -2.3237e-09 0.0009045251 1.6797e-10
-0.72 -0.0009297606 -2.4222e-09 0.0009297629 1.6797e-10
-0.73 -0.0009546517 -2.5233e-09 0.0009546541 1.6797e-10
-0.74 -0.0009791942 -2.6268e-09 0.0009791966 1.6797e-10
-0.75 -0.0010034 -2.733e-09 0.0010034 1.6797e-10
-0.76 -0.0010272 -2.8417e-09 0.0010272 1.6797e-10
-0.77 -0.0010507 -2.953e-09 0.0010507 1.6797e-10
-0.78 -0.0010739 -3.067e-09 0.0010739 1.6797e-10
-0.79 -0.0010967 -3.1836e-09 0.0010967 1.6797e-10
-0.8 -0.0011191 -3.3028e-09 0.0011191 1.6797e-10
-0.81 -0.0011412 -3.4248e-09 0.0011412 1.6797e-10
-0.82 -0.0011629 -3.5494e-09 0.001163 1.6797e-10
-0.83 -0.0011844 -3.6767e-09 0.0011844 1.6797e-10
-0.84 -0.0012054 -3.8067e-09 0.0012054 1.6797e-10
-0.85 -0.0012262 -3.9394e-09 0.0012262 1.6797e-10
-0.86 -0.0012466 -4.0748e-09 0.0012466 1.6797e-10
-0.87 -0.0012666 -4.213e-09 0.0012666 1.6797e-10
-0.88 -0.0012864 -4.3538e-09 0.0012864 1.6797e-10
-0.89 -0.0013058 -4.4974e-09 0.0013058 1.6797e-10
-0.9 -0.0013249 -4.6436e-09 0.0013249 1.6797e-10
-0.91 -0.0013436 -4.7925e-09 0.0013436 1.6797e-10
-0.92 -0.0013621 -4.9441e-09 0.0013621 1.6797e-10
-0.93 -0.0013802 -5.0983e-09 0.0013802 1.6797e-10
-0.94 -0.0013981 -5.2552e-09 0.0013981 1.6797e-10
-0.95 -0.0014156 -5.4147e-09 0.0014156 1.6797e-10
-0.96 -0.0014328 -5.5767e-09 0.0014328 1.6797e-10
-0.97 -0.0014498 -5.7413e-09 0.0014498 1.6797e-10
-0.98 -0.0014664 -5.9084e-09 0.0014664 1.6797e-10
-0.99 -0.0014828 -6.078e-09 0.0014828 1.6797e-10
-1.00000 -0.0014988 -6.2501e-09 0.0014988 1.6797e-10
-1.01000 -0.0015146 -6.4246e-09 0.0015146 1.6797e-10
-1.02000 -0.0015301 -6.6014e-09 0.0015301 1.6797e-10
-1.03000 -0.0015453 -6.7806e-09 0.0015453 1.6797e-10
-1.04000 -0.0015603 -6.962e-09 0.0015603 1.6797e-10
-1.05000 -0.001575 -7.1457e-09 0.001575 1.6797e-10
-1.06000 -0.0015894 -7.3316e-09 0.0015894 1.6797e-10
-1.07000 -0.0016035 -7.5195e-09 0.0016036 1.6797e-10
-1.08000 -0.0016175 -7.7095e-09 0.0016175 1.6797e-10
-1.09000 -0.0016311 -7.9015e-09 0.0016311 1.6797e-10
-1.10000 -0.0016445 -8.0954e-09 0.0016445 1.6797e-10
-1.11000 -0.0016577 -8.2912e-09 0.0016577 1.6797e-10
-1.12000 -0.0016706 -8.4887e-09 0.0016706 1.6797e-10
-1.13000 -0.0016833 -8.688e-09 0.0016833 1.6797e-10
-1.14000 -0.0016957 -8.8888e-09 0.0016957 1.6797e-10
-1.15000 -0.0017079 -9.0913e-09 0.0017079 1.6797e-10
-1.16000 -0.0017199 -9.2952e-09 0.0017199 1.6797e-10
-1.17000 -0.0017316 -9.5005e-09 0.0017316 1.6797e-10
-1.18000 -0.0017432 -9.707e-09 0.0017432 1.6797e-10
-1.19000 -0.0017545 -9.9148e-09 0.0017545 1.6797e-10
-1.20000 -0.0017656 -1.01237e-08 0.0017656 1.6797e-10
1.00000 -2.88639e-08 3.243469e-10 -3.1638e-10 2.8856e-08
0.99 -2.88631e-08 3.164671e-10 -3.093512e-10 2.8856e-08
0.98 -2.88623e-08 3.088219e-10 -3.024635e-10 2.8856e-08
0.97 -2.88617e-08 3.013938e-10 -2.957088e-10 2.8856e-08
0.96 -2.88611e-08 2.941663e-10 -2.890796e-10 2.8856e-08
0.95 -2.88605e-08 2.871246e-10 -2.825693e-10 2.8856e-08
0.94 -2.88601e-08 2.80255e-10 -2.761719e-10 2.8856e-08
0.93 -2.88596e-08 2.735456e-10 -2.69882e-10 2.8856e-08
0.92 -2.88593e-08 2.669856e-10 -2.636949e-10 2.8856e-08
0.91 -2.88589e-08 2.605656e-10 -2.576068e-10 2.8856e-08
0.9 -2.88586e-08 2.542773e-10 -2.516139e-10 2.8856e-08
0.89 -2.88584e-08 2.481136e-10 -2.457135e-10 2.8856e-08
0.88 -2.88581e-08 2.420681e-10 -2.399029e-10 2.8856e-08
0.87 -2.88579e-08 2.361355e-10 -2.3418e-10 2.8856e-08
0.86 -2.88577e-08 2.303111e-10 -2.28543e-10 2.8856e-08
0.85 -2.88576e-08 2.245908e-10 -2.229905e-10 2.8856e-08
0.84 -2.88574e-08 2.189712e-10 -2.175211e-10 2.8856e-08
0.83 -2.88573e-08 2.134492e-10 -2.121339e-10 2.8856e-08
0.82 -2.88572e-08 2.080223e-10 -2.068281e-10 2.8856e-08
0.81 -2.88571e-08 2.026884e-10 -2.016029e-10 2.8856e-08
0.8 -2.8857e-08 1.974454e-10 -1.964578e-10 2.8856e-08
0.79 -2.88569e-08 1.922918e-10 -1.913924e-10 2.8856e-08
0.78 -2.88568e-08 1.872261e-10 -1.864062e-10 2.8856e-08
0.77 -2.88567e-08 1.822473e-10 -1.814992e-10 2.8856e-08
0.76 -2.88567e-08 1.773541e-10 -1.766709e-10 2.8856e-08
0.75 -2.88566e-08 1.725458e-10 -1.719213e-10 2.8856e-08
0.74 -2.88565e-08 1.678214e-10 -1.672501e-10 2.8856e-08
0.73 -2.88565e-08 1.631804e-10 -1.626573e-10 2.8856e-08
0.72 -2.88565e-08 1.586221e-10 -1.581427e-10 2.8856e-08
0.71 -2.88564e-08 1.541459e-10 -1.537062e-10 2.8856e-08
0.7 -2.88564e-08 1.497514e-10 -1.493478e-10 2.8856e-08
0.69 -2.88563e-08 1.45438e-10 -1.450672e-10 2.8856e-08
0.68 -2.88563e-08 1.412053e-10 -1.408644e-10 2.8856e-08
0.67 -2.88563e-08 1.370528e-10 -1.367393e-10 2.8856e-08
0.66 -2.88563e-08 1.329802e-10 -1.326916e-10 2.8856e-08
0.65 -2.88562e-08 1.289871e-10 -1.287212e-10 2.8856e-08
0.64 -2.88562e-08 1.25073e-10 -1.248278e-10 2.8856e-08
0.63 -2.88562e-08 1.212375e-10 -1.210113e-10 2.8856e-08
0.62 -2.88562e-08 1.174802e-10 -1.172713e-10 2.8856e-08
0.61 -2.88562e-08 1.138006e-10 -1.136077e-10 2.8856e-08
0.6 -2.88561e-08 1.101983e-10 -1.1002e-10 2.8856e-08
0.59 -2.88561e-08 1.066728e-10 -1.065079e-10 2.8856e-08
0.58 -2.88561e-08 1.032237e-10 -1.03071e-10 2.8856e-08
0.57 -2.88561e-08 9.98503e-11 -9.97089e-11 2.8856e-08
0.56 -2.88561e-08 9.65521e-11 -9.64211e-11 2.8856e-08
0.55 -2.88561e-08 9.33287e-11 -9.32072e-11 2.8856e-08
0.54 -2.88561e-08 9.01793e-11 -9.00666e-11 2.8856e-08
0.53 -2.88561e-08 8.71033e-11 -8.69987e-11 2.8856e-08
0.52 -2.88561e-08 8.41002e-11 -8.4003e-11 2.8856e-08
0.51 -2.88561e-08 8.11691e-11 -8.10787e-11 2.8856e-08
0.5 -2.88561e-08 7.83094e-11 -7.82254e-11 2.8856e-08
0.49 -2.8856e-08 7.55204e-11 -7.54421e-11 2.8856e-08
0.48 -2.8856e-08 7.28012e-11 -7.27283e-11 2.8856e-08
0.47 -2.8856e-08 7.0151e-11 -7.00831e-11 2.8856e-08
0.46 -2.8856e-08 6.75691e-11 -6.75056e-11 2.8856e-08
0.45 -2.8856e-08 6.50545e-11 -6.49952e-11 2.8856e-08
0.44 -2.8856e-08 6.26063e-11 -6.25507e-11 2.8856e-08
0.43 -2.8856e-08 6.02236e-11 -6.01715e-11 2.8856e-08
0.42 -2.8856e-08 5.79054e-11 -5.78564e-11 2.8856e-08
0.41 -2.8856e-08 5.56508e-11 -5.56044e-11 2.8856e-08
0.4 -2.8856e-08 5.34586e-11 -5.34145e-11 2.8856e-08
0.39 -2.8856e-08 5.13279e-11 -5.12856e-11 2.8856e-08
0.38 -2.8856e-08 4.92576e-11 -4.92165e-11 2.8856e-08
0.37 -2.8856e-08 4.72464e-11 -4.7206e-11 2.8856e-08
0.36 -2.8856e-08 4.52933e-11 -4.52527e-11 2.8856e-08
0.35 -2.8856e-08 4.3397e-11 -4.33551e-11 2.8856e-08
0.34 -2.8856e-08 4.15563e-11 -4.15118e-11 2.8856e-08
0.33 -2.8856e-08 3.977e-11 -3.97208e-11 2.8856e-08
0.32 -2.8856e-08 3.80365e-11 -3.79802e-11 2.8856e-08
0.31 -2.8856e-08 3.63547e-11 -3.62877e-11 2.8856e-08
0.3 -2.88561e-08 3.47229e-11 -3.46405e-11 2.8856e-08
0.29 -2.88561e-08 3.31397e-11 -3.30351e-11 2.8856e-08
0.28 -2.88561e-08 3.16035e-11 -3.14673e-11 2.8856e-08
0.27 -2.88562e-08 3.01123e-11 -2.99318e-11 2.8856e-08
0.26 -2.88562e-08 2.86644e-11 -2.84217e-11 2.8856e-08
0.25 -2.88563e-08 2.72576e-11 -2.69277e-11 2.8856e-08
0.24 -2.88564e-08 2.58894e-11 -2.54377e-11 2.8856e-08
0.23 -2.88566e-08 2.4557e-11 -2.39352e-11 2.8856e-08
0.22 -2.88568e-08 2.32573e-11 -2.23979e-11 2.8856e-08
0.21 -2.88572e-08 2.19864e-11 -2.07952e-11 2.8856e-08
0.2 -2.88576e-08 2.07398e-11 -1.90855e-11 2.8856e-08
0.19 -2.88583e-08 1.95123e-11 -1.72112e-11 2.8856e-08
0.18 -2.88592e-08 1.8298e-11 -1.50937e-11 2.8856e-08
