Index        TIME               V(VOUT)              V(IN)               V(1)        
331      6.0167658446e-06    2.5453755556e+00    1.1439028676e+00    1.1654574101e+00
332      6.0168380368e-06    2.5176282442e+00    1.1914914922e+00    1.2131043150e+00
333      6.0169102291e-06    2.4874777166e+00    1.2390808366e+00    1.2607512199e+00
334      6.0169824214e-06    2.4543228098e+00    1.2866573864e+00    1.3083981248e+00
335      6.0170546137e-06    2.4175269195e+00    1.3342201723e+00    1.3560450297e+00
336      6.0171268060e-06    2.3763459824e+00    1.3817546329e+00    1.4036919346e+00
337      6.0171989982e-06    2.3300973871e+00    1.4292538679e+00    1.4513388395e+00
338      6.0172711905e-06    2.2782434102e+00    1.4767104121e+00    1.4989857444e+00
339      6.0173433828e-06    2.2205969213e+00    1.5241324546e+00    1.5466326493e+00
340      6.0174155751e-06    2.1573884290e+00    1.5715388297e+00    1.5942795542e+00
341      6.0174877674e-06    2.0892513062e+00    1.6189563350e+00    1.6419264591e+00
342      6.0175599596e-06    2.0170514645e+00    1.6664058346e+00    1.6895733641e+00
343      6.0176321519e-06    1.9417110492e+00    1.7138986351e+00    1.7372202690e+00
344      6.0177043442e-06    1.8640703156e+00    1.7614367611e+00    1.7848671739e+00
345      6.0177765365e-06    1.7848393856e+00    1.8090182414e+00    1.8325140788e+00
346      6.0178487288e-06    1.7046050554e+00    1.8566401835e+00    1.8801609837e+00
347      6.0179931133e-06    1.5431776861e+00    1.9519889690e+00    1.9754547935e+00
348      6.0181374979e-06    1.3837275777e+00    2.0475124299e+00    2.0707486033e+00
349      6.0182818824e-06    1.2315336758e+00    2.1431781841e+00    2.1660424131e+00
350      6.0183018552e-06    1.2114433231e+00    2.1564053246e+00    2.1792244608e+00
351      6.0183218280e-06    1.1915615800e+00    2.1696382278e+00    2.1924065085e+00
352      6.0183617736e-06    1.1528531601e+00    2.1961082219e+00    2.2187706038e+00
353      6.0184017192e-06    1.1155158673e+00    2.2225564649e+00    2.2451346991e+00
354      6.0184416648e-06    1.0796682285e+00    2.2489863229e+00    2.2714987945e+00
355      6.0184816104e-06    1.0453764013e+00    2.2753963749e+00    2.2978628898e+00
356      6.0185215560e-06    1.0126779355e+00    2.3017894787e+00    2.3242269851e+00
357      6.0185615016e-06    9.8156796474e-01    2.3281697568e+00    2.3505910805e+00
358      6.0186014472e-06    9.5201066461e-01    2.3545429474e+00    2.3769551758e+00
359      6.0186413928e-06    9.2394486094e-01    2.3809147636e+00    2.4033192711e+00
360      6.0186813384e-06    8.9729383724e-01    2.4072903013e+00    2.4296833665e+00
361      6.0187212840e-06    8.7197251818e-01    2.4336734382e+00    2.4560474618e+00
362      6.0187612296e-06    8.4789376163e-01    2.4600667862e+00    2.4824115572e+00
363      6.0188011752e-06    8.2497257181e-01    2.4864718031e+00    2.5087756525e+00
364      6.0188411208e-06    8.0312900728e-01    2.5128890707e+00    2.5351397478e+00
365      6.0188810664e-06    7.8228986491e-01    2.5393185810e+00    2.5615038432e+00
366      6.0189210120e-06    7.6238960143e-01    2.5657599993e+00    2.5878679385e+00
367      6.0189609576e-06    7.4337070133e-01    2.5922128633e+00    2.6142320338e+00
368      6.0190009032e-06    7.2518372555e-01    2.6186767310e+00    2.6405961292e+00
369      6.0190807944e-06    6.9114689586e-01    2.6716332472e+00    2.6933243198e+00
370      6.0191606856e-06    6.6004033019e-01    2.7246362183e+00    2.7460525105e+00
371      6.0192405768e-06    6.3173802163e-01    2.7776840972e+00    2.7987807012e+00
372      6.0193204680e-06    6.0623318761e-01    2.8307861139e+00    2.8515088919e+00
373      6.0194003592e-06    5.8363517952e-01    2.8839540625e+00    2.9042370825e+00
374      6.0194802504e-06    5.6418051655e-01    2.9372061789e+00    2.9569652732e+00
375      6.0195601416e-06    5.4823391143e-01    2.9905689506e+00    3.0096934639e+00
376      6.0196400328e-06    5.3626915332e-01    3.0440844873e+00    3.0624216545e+00
377      6.0197199240e-06    5.2879938158e-01    3.0978168300e+00    3.1151498452e+00
378      6.0197998152e-06    5.2603056202e-01    3.1517892284e+00    3.1678780359e+00
379      6.0198797064e-06    5.2709262266e-01    3.2057227058e+00    3.2206062266e+00
380      6.0199595976e-06    5.3013842603e-01    3.2591012032e+00    3.2733344172e+00
381      6.0200000000e-06    5.3199284150e-01    3.2858777634e+00    3.3000000000e+00
382      6.0200041605e-06    5.3216035894e-01    3.2881838287e+00    3.3000000000e+00
383      6.0200075428e-06    5.3227864944e-01    3.2898018607e+00    3.3000000000e+00
384      6.0200109252e-06    5.3238864887e-01    3.2913010429e+00    3.3000000000e+00
385      6.0200176898e-06    5.3256510376e-01    3.2936826855e+00    3.3000000000e+00
386      6.0200244545e-06    5.3269451619e-01    3.2954105544e+00    3.3000000000e+00
387      6.0200379838e-06    5.3286099771e-01    3.2976139613e+00    3.3000000000e+00
388      6.0200650425e-06    5.3300081027e-01    3.2994467168e+00    3.3000000000e+00
389      6.0201191599e-06    5.3304553798e-01    3.3000291461e+00    3.3000000000e+00
390      6.0201732772e-06    5.3304005633e-01    3.2999582754e+00    3.3000000000e+00
391      6.0202273946e-06    5.3304074774e-01    3.2999669105e+00    3.3000000000e+00
392      6.0202815119e-06    5.3304064729e-01    3.2999658517e+00    3.3000000000e+00
393      6.0203897466e-06    5.3304067438e-01    3.2999660225e+00    3.3000000000e+00
394      6.0206062160e-06    5.3304065561e-01    3.2999659331e+00    3.3000000000e+00
395      6.0210391548e-06    5.3304067175e-01    3.2999659998e+00    3.3000000000e+00
396      6.0219050324e-06    5.3304065670e-01    3.2999659418e+00    3.3000000000e+00
397      6.0236367875e-06    5.3304067125e-01    3.2999659960e+00    3.3000000000e+00
398      6.0271002979e-06    5.3304065693e-01    3.2999659436e+00    3.3000000000e+00
399      6.0340273185e-06    5.3304067113e-01    3.2999659951e+00    3.3000000000e+00
400      6.0478813599e-06    5.3304065699e-01    3.2999659441e+00    3.3000000000e+00
401      6.0755894425e-06    5.3304067110e-01    3.2999659949e+00    3.3000000000e+00
402      6.1310056078e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
403      6.2418379384e-06    5.3304067110e-01    3.2999659948e+00    3.3000000000e+00
404      6.4635025996e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
405      6.7645025996e-06    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
406      7.0655025996e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
407      7.3665025996e-06    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
408      7.5200000000e-06    5.3304065701e-01    3.2999659443e+00    3.3000000000e+00
409      7.5200078125e-06    5.3294001097e-01    3.2985786474e+00    3.2948437500e+00
410      7.5200155459e-06    5.3276674482e-01    3.2962090367e+00    3.2897396827e+00
411      7.5200232794e-06    5.3253957376e-01    3.2931097502e+00    3.2846356155e+00
412      7.5200310128e-06    5.3229019440e-01    3.2897028846e+00    3.2795315482e+00
413      7.5200464797e-06    5.3169678842e-01    3.2815362945e+00    3.2693234137e+00
414      7.5200619465e-06    5.3103575478e-01    3.2722935611e+00    3.2591152792e+00
415      7.5200774134e-06    5.3035568929e-01    3.2625551799e+00    3.2489071447e+00
416      7.5201083472e-06    5.2902568661e-01    3.2425491407e+00    3.2284908757e+00
417      7.5201392809e-06    5.2780044672e-01    3.2223190469e+00    3.2080746067e+00
418      7.5202011484e-06    5.2596024383e-01    3.1819442155e+00    3.1672420687e+00
419      7.5202630159e-06    5.2551921093e-01    3.1418621105e+00    3.1264095307e+00
420      7.5203248833e-06    5.2724909745e-01    3.1019323824e+00    3.0855769927e+00
421      7.5203867508e-06    5.3156970177e-01    3.0619628253e+00    3.0447444547e+00
422      7.5204486183e-06    5.3853173405e-01    3.0218790181e+00    3.0039119167e+00
423      7.5205104858e-06    5.4798262417e-01    2.9816804591e+00    2.9630793787e+00
424      7.5205723533e-06    5.5972171788e-01    2.9413890487e+00    2.9222468407e+00
425      7.5206342208e-06    5.7354856260e-01    2.9010231255e+00    2.8814143027e+00
426      7.5206960882e-06    5.8929482602e-01    2.8605974140e+00    2.8405817646e+00
427      7.5207579557e-06    6.0682706929e-01    2.8201219046e+00    2.7997492266e+00
428      7.5208198232e-06    6.2605376147e-01    2.7796047545e+00    2.7589166886e+00
429      7.5208816907e-06    6.4692197610e-01    2.7390519536e+00    2.7180841506e+00
430      7.5209435582e-06    6.6941874025e-01    2.6984684194e+00    2.6772516126e+00
431      7.5210054256e-06    6.9356878473e-01    2.6578575223e+00    2.6364190746e+00
432      7.5210672931e-06    7.1943611241e-01    2.6172214963e+00    2.5955865366e+00
433      7.5211291606e-06    7.4712445877e-01    2.5765611843e+00    2.5547539986e+00
434      7.5211910281e-06    7.7677987551e-01    2.5358763205e+00    2.5139214606e+00
435      7.5212528956e-06    8.0859195335e-01    2.4951656152e+00    2.4730889226e+00
436      7.5213147631e-06    8.4279387268e-01    2.4544273700e+00    2.4322563845e+00
437      7.5213766305e-06    8.7965703961e-01    2.4136604576e+00    2.3914238465e+00
438      7.5214384980e-06    9.1947689877e-01    2.3728661418e+00    2.3505913085e+00
439      7.5215003655e-06    9.6254414547e-01    2.3320504618e+00    2.3097587705e+00
440      7.5215622330e-06    1.0090989493e+00    2.2912263813e+00    2.2689262325e+00
441      7.5216241005e-06    1.0592732262e+00    2.2504134296e+00    2.2280936945e+00
442      7.5216859679e-06    1.1130397467e+00    2.2096324498e+00    2.1872611565e+00
443      7.5217478354e-06    1.1701933569e+00    2.1688966662e+00    2.1464286185e+00
444      7.5218097029e-06    1.2303776932e+00    2.1282045651e+00    2.1055960805e+00
445      7.5218715704e-06    1.2931437920e+00    2.0875405494e+00    2.0647635425e+00
446      7.5219334379e-06    1.3580107770e+00    2.0468831319e+00    2.0239310044e+00
447      7.5219953054e-06    1.4245089763e+00    2.0062136366e+00    1.9830984664e+00
448      7.5220571728e-06    1.4922034082e+00    1.9655203109e+00    1.9422659284e+00
449      7.5221809078e-06    1.6296175153e+00    1.8840539819e+00    1.8606008524e+00
450      7.5223046428e-06    1.7676485459e+00    1.8024610305e+00    1.7789357764e+00
451      7.5224283777e-06    1.9037037496e+00    1.7207556257e+00    1.6972707004e+00
452      7.5225521127e-06    2.0347822524e+00    1.6389324871e+00    1.6156056243e+00
453      7.5226634742e-06    2.1450117758e+00    1.5651732785e+00    1.5421070559e+00
454      7.5227562800e-06    2.2284779833e+00    1.5036327786e+00    1.4808552232e+00
455      7.5228347732e-06    2.2916336672e+00    1.4515654367e+00    1.4290497102e+00
456      7.5229054170e-06    2.3422605518e+00    1.4047239378e+00    1.3824247484e+00
457      7.5229760609e-06    2.3872316232e+00    1.3579170878e+00    1.3357997866e+00
458      7.5230467048e-06    2.4271528645e+00    1.3111501142e+00    1.2891748248e+00
459      7.5231173487e-06    2.4627851146e+00    1.2644166080e+00    1.2425498631e+00
460      7.5231879926e-06    2.4948891737e+00    1.2177071287e+00    1.1959249013e+00
461      7.5232586365e-06    2.5241335669e+00    1.1710124306e+00    1.1492999395e+00
462      7.5233292803e-06    2.5510755738e+00    1.1243262928e+00    1.1026749777e+00
463      7.5233999242e-06    2.5761627284e+00    1.0776443775e+00    1.0560500160e+00
464      7.5234705681e-06    2.5997513312e+00    1.0309640538e+00    1.0094250542e+00
465      7.5235412120e-06    2.6221218390e+00    9.8428329334e-01    9.6280009241e-01
466      7.5236118559e-06    2.6434951591e+00    9.3760067593e-01    9.1617513064e-01
467      7.5237531436e-06    2.6839038154e+00    8.4422600796e-01    8.2292520709e-01
468      7.5238944314e-06    2.7219159620e+00    7.5082348185e-01    7.2967528354e-01
469      7.5240357192e-06    2.7580295183e+00    6.5737891368e-01    6.3642536000e-01
470      7.5241770069e-06    2.7923262400e+00    5.6386085815e-01    5.4317543645e-01
471      7.5243182947e-06    2.8244871639e+00    4.7022676744e-01    4.4992551290e-01
472      7.5244595824e-06    2.8536048096e+00    3.7640302612e-01    3.5667558935e-01
473      7.5246008702e-06    2.8778481098e+00    2.8229409965e-01    2.6342566580e-01
474      7.5247280292e-06    2.8930535582e+00    1.9721538803e-01    1.7950073461e-01
475      7.5248416260e-06    2.8994198492e+00    1.2071755028e-01    1.0452683969e-01
476      7.5249436489e-06    2.8996468866e+00    5.1823760981e-02    3.7191720423e-02
477      7.5250000000e-06    2.8984981115e+00    1.4183289796e-02    3.1974423109e-14
478      7.5250048736e-06    2.8984136420e+00    1.1547824289e-02    0.0000000000e+00
479      7.5250086922e-06    2.8983581204e+00    9.7959117911e-03    0.0000000000e+00
480      7.5250125107e-06    2.8983071523e+00    8.1873833792e-03    0.0000000000e+00
481      7.5250201478e-06    2.8982278019e+00    5.7033064579e-03    0.0000000000e+00
482      7.5250277849e-06    2.8981715074e+00    3.9747484391e-03    0.0000000000e+00
483      7.5250430591e-06    2.8981021549e+00    1.8884091476e-03    0.0000000000e+00
484      7.5250736076e-06    2.8980493939e+00    3.3545539683e-04    0.0000000000e+00
485      7.5251347044e-06    2.8980371933e+00   -1.9774114650e-05    0.0000000000e+00
486      7.5251896916e-06    2.8980393206e+00    4.1750990191e-05    0.0000000000e+00
487      7.5252446788e-06    2.8980390351e+00    3.3767398347e-05    0.0000000000e+00
488      7.5253546531e-06    2.8980390898e+00    3.5094098788e-05    0.0000000000e+00
489      7.5255746018e-06    2.8980390580e+00    3.4408517084e-05    0.0000000000e+00
490      7.5260144992e-06    2.8980390832e+00    3.4914252683e-05    0.0000000000e+00
491      7.5268942940e-06    2.8980390606e+00    3.4477804496e-05    0.0000000000e+00
492      7.5286538836e-06    2.8980390821e+00    3.4883676544e-05    0.0000000000e+00
493      7.5321730627e-06    2.8980390611e+00    3.4492184509e-05    0.0000000000e+00
494      7.5392114210e-06    2.8980390818e+00    3.4876701330e-05    0.0000000000e+00
495      7.5532881376e-06    2.8980390613e+00    3.4495619868e-05    0.0000000000e+00
496      7.5814415708e-06    2.8980390817e+00    3.4874996536e-05    0.0000000000e+00
497      7.6377484372e-06    2.8980390613e+00    3.4496469065e-05    0.0000000000e+00
498      7.7503621699e-06    2.8980390817e+00    3.4874572734e-05    0.0000000000e+00
499      7.9755896354e-06    2.8980390613e+00    3.4496680767e-05    0.0000000000e+00
500      8.2765896354e-06    2.8980390817e+00    3.4874449428e-05    0.0000000000e+00
501      8.5775896354e-06    2.8980390613e+00    3.4496786284e-05    0.0000000000e+00
502      8.8785896354e-06    2.8980390817e+00    3.4874343941e-05    0.0000000000e+00
503      9.0250000000e-06    2.8980390613e+00    3.4496947392e-05    0.0000000000e+00
504      9.0250078125e-06    2.8981083423e+00    1.4296953594e-03    5.1562499995e-03
505      9.0250155585e-06    2.8982176268e+00    3.8121858934e-03    1.0268614046e-02
506      9.0250233045e-06    2.8983524589e+00    6.9234220889e-03    1.5380978092e-02
507      9.0250310505e-06    2.8984964226e+00    1.0339953043e-02    2.0493342138e-02
508      9.0250465425e-06    2.8988177825e+00    1.8516012697e-02    3.0718070232e-02
509      9.0250620345e-06    2.8991513017e+00    2.7752977479e-02    4.0942798326e-02
510      9.0250930186e-06    2.8997563067e+00    4.7360089749e-02    6.1392254513e-02
511      9.0251240026e-06    2.9002002277e+00    6.7466183421e-02    8.1841710701e-02
512      9.0251859706e-06    2.9002687142e+00    1.0767144232e-01    1.2274062307e-01
513      9.0252479387e-06    2.8987611114e+00    1.4770447345e-01    1.6363953545e-01
514      9.0253099067e-06    2.8952767043e+00    1.8775670967e-01    2.0453844782e-01
515      9.0253718748e-06    2.8897829787e+00    2.2792923940e-01    2.4543736020e-01
516      9.0254338428e-06    2.8824361958e+00    2.6822026984e-01    2.8633627257e-01
517      9.0254958109e-06    2.8734950690e+00    3.0861037172e-01    3.2723518494e-01
518      9.0255577789e-06    2.8632186121e+00    3.4907750413e-01    3.6813409732e-01
519      9.0256197470e-06    2.8518557727e+00    3.8961000485e-01    4.0903300969e-01
520      9.0256817150e-06    2.8396085628e+00    4.3019747657e-01    4.4993192206e-01
521      9.0258056511e-06    2.8130910727e+00    5.1149701955e-01    5.3172974681e-01
522      9.0260535233e-06    2.7544185803e+00    6.7446750685e-01    6.9532539631e-01
523      9.0263013955e-06    2.6899085139e+00    8.3776269634e-01    8.5892104581e-01
524      9.0265492677e-06    2.6182411009e+00    1.0011171806e+00    1.0225166953e+00
525      9.0265853639e-06    2.6069202927e+00    1.0249236248e+00    1.0463401478e+00
526      9.0266214600e-06    2.5953492766e+00    1.0487211208e+00    1.0701636002e+00
527      9.0266936523e-06    2.5711392277e+00    1.0963065275e+00    1.1178105051e+00
528      9.0267658446e-06    2.5453755557e+00    1.1439028676e+00    1.1654574100e+00
529      9.0268380368e-06    2.5176282442e+00    1.1914914921e+00    1.2131043149e+00
530      9.0269102291e-06    2.4874777166e+00    1.2390808366e+00    1.2607512198e+00
531      9.0269824214e-06    2.4543228098e+00    1.2866573863e+00    1.3083981248e+00
532      9.0270546137e-06    2.4175269195e+00    1.3342201722e+00    1.3560450297e+00
533      9.0271268060e-06    2.3763459824e+00    1.3817546328e+00    1.4036919346e+00
534      9.0271989982e-06    2.3300973872e+00    1.4292538679e+00    1.4513388395e+00
535      9.0272711905e-06    2.2782434102e+00    1.4767104120e+00    1.4989857444e+00
536      9.0273433828e-06    2.2205969213e+00    1.5241324546e+00    1.5466326493e+00
537      9.0274155751e-06    2.1573884291e+00    1.5715388297e+00    1.5942795542e+00
538      9.0274877674e-06    2.0892513062e+00    1.6189563350e+00    1.6419264591e+00
539      9.0275599596e-06    2.0170514645e+00    1.6664058345e+00    1.6895733640e+00
540      9.0276321519e-06    1.9417110493e+00    1.7138986350e+00    1.7372202689e+00
541      9.0277043442e-06    1.8640703156e+00    1.7614367611e+00    1.7848671739e+00
542      9.0277765365e-06    1.7848393856e+00    1.8090182414e+00    1.8325140788e+00
543      9.0278487288e-06    1.7046050554e+00    1.8566401835e+00    1.8801609837e+00
544      9.0279931133e-06    1.5431776861e+00    1.9519889690e+00    1.9754547935e+00
545      9.0281374979e-06    1.3837275777e+00    2.0475124299e+00    2.0707486033e+00
546      9.0282818824e-06    1.2315336758e+00    2.1431781841e+00    2.1660424131e+00
547      9.0283018552e-06    1.2114433231e+00    2.1564053246e+00    2.1792244608e+00
548      9.0283218280e-06    1.1915615800e+00    2.1696382278e+00    2.1924065085e+00
549      9.0283617736e-06    1.1528531601e+00    2.1961082219e+00    2.2187706038e+00
550      9.0284017192e-06    1.1155158673e+00    2.2225564649e+00    2.2451346991e+00
551      9.0284416648e-06    1.0796682285e+00    2.2489863229e+00    2.2714987945e+00
552      9.0284816104e-06    1.0453764013e+00    2.2753963749e+00    2.2978628898e+00
553      9.0285215560e-06    1.0126779355e+00    2.3017894787e+00    2.3242269851e+00
554      9.0285615016e-06    9.8156796474e-01    2.3281697568e+00    2.3505910805e+00
555      9.0286014472e-06    9.5201066462e-01    2.3545429473e+00    2.3769551758e+00
556      9.0286413928e-06    9.2394486095e-01    2.3809147636e+00    2.4033192711e+00
557      9.0286813384e-06    8.9729383725e-01    2.4072903013e+00    2.4296833665e+00
558      9.0287212840e-06    8.7197251819e-01    2.4336734382e+00    2.4560474618e+00
559      9.0287612296e-06    8.4789376165e-01    2.4600667862e+00    2.4824115571e+00
560      9.0288011752e-06    8.2497257182e-01    2.4864718030e+00    2.5087756525e+00
561      9.0288411208e-06    8.0312900729e-01    2.5128890707e+00    2.5351397478e+00
562      9.0288810664e-06    7.8228986492e-01    2.5393185810e+00    2.5615038431e+00
563      9.0289210120e-06    7.6238960145e-01    2.5657599993e+00    2.5878679385e+00
564      9.0289609576e-06    7.4337070135e-01    2.5922128633e+00    2.6142320338e+00
565      9.0290009032e-06    7.2518372556e-01    2.6186767310e+00    2.6405961291e+00
566      9.0290807944e-06    6.9114689588e-01    2.6716332472e+00    2.6933243198e+00
567      9.0291606856e-06    6.6004033021e-01    2.7246362182e+00    2.7460525105e+00
568      9.0292405768e-06    6.3173802165e-01    2.7776840971e+00    2.7987807012e+00
569      9.0293204680e-06    6.0623318763e-01    2.8307861138e+00    2.8515088918e+00
570      9.0294003592e-06    5.8363517954e-01    2.8839540625e+00    2.9042370825e+00
571      9.0294802504e-06    5.6418051657e-01    2.9372061789e+00    2.9569652732e+00
572      9.0295601416e-06    5.4823391144e-01    2.9905689506e+00    3.0096934638e+00
573      9.0296400328e-06    5.3626915332e-01    3.0440844873e+00    3.0624216545e+00
574      9.0297199240e-06    5.2879938159e-01    3.0978168300e+00    3.1151498452e+00
575      9.0297998152e-06    5.2603056202e-01    3.1517892284e+00    3.1678780358e+00
576      9.0298797064e-06    5.2709262266e-01    3.2057227057e+00    3.2206062265e+00
577      9.0299595976e-06    5.3013842603e-01    3.2591012032e+00    3.2733344172e+00
578      9.0300000000e-06    5.3199284150e-01    3.2858777634e+00    3.3000000000e+00
579      9.0300041605e-06    5.3216035894e-01    3.2881838287e+00    3.3000000000e+00
580      9.0300075428e-06    5.3227864944e-01    3.2898018607e+00    3.3000000000e+00
581      9.0300109252e-06    5.3238864887e-01    3.2913010429e+00    3.3000000000e+00
582      9.0300176898e-06    5.3256510376e-01    3.2936826855e+00    3.3000000000e+00
583      9.0300244545e-06    5.3269451619e-01    3.2954105544e+00    3.3000000000e+00
584      9.0300379838e-06    5.3286099771e-01    3.2976139613e+00    3.3000000000e+00
585      9.0300650425e-06    5.3300081027e-01    3.2994467168e+00    3.3000000000e+00
586      9.0301191599e-06    5.3304553798e-01    3.3000291461e+00    3.3000000000e+00
587      9.0301732772e-06    5.3304005633e-01    3.2999582754e+00    3.3000000000e+00
588      9.0302273946e-06    5.3304074774e-01    3.2999669105e+00    3.3000000000e+00
589      9.0302815119e-06    5.3304064729e-01    3.2999658517e+00    3.3000000000e+00
590      9.0303897466e-06    5.3304067438e-01    3.2999660225e+00    3.3000000000e+00
591      9.0306062160e-06    5.3304065561e-01    3.2999659331e+00    3.3000000000e+00
592      9.0310391548e-06    5.3304067175e-01    3.2999659998e+00    3.3000000000e+00
593      9.0319050324e-06    5.3304065670e-01    3.2999659418e+00    3.3000000000e+00
594      9.0336367875e-06    5.3304067125e-01    3.2999659960e+00    3.3000000000e+00
595      9.0371002979e-06    5.3304065693e-01    3.2999659436e+00    3.3000000000e+00
596      9.0440273185e-06    5.3304067113e-01    3.2999659951e+00    3.3000000000e+00
597      9.0578813599e-06    5.3304065699e-01    3.2999659441e+00    3.3000000000e+00
598      9.0855894425e-06    5.3304067110e-01    3.2999659949e+00    3.3000000000e+00
599      9.1410056078e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
600      9.2518379384e-06    5.3304067110e-01    3.2999659948e+00    3.3000000000e+00
601      9.4735025996e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
602      9.7745025996e-06    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
603      1.0075502600e-05    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
604      1.0376502600e-05    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
605      1.0530000000e-05    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
606      1.0530007812e-05    5.3294001097e-01    3.2985786474e+00    3.2948437500e+00
607      1.0530015546e-05    5.3276674482e-01    3.2962090367e+00    3.2897396827e+00
608      1.0530023279e-05    5.3253957376e-01    3.2931097502e+00    3.2846356155e+00
609      1.0530031013e-05    5.3229019440e-01    3.2897028846e+00    3.2795315482e+00
610      1.0530046480e-05    5.3169678842e-01    3.2815362945e+00    3.2693234137e+00
611      1.0530061947e-05    5.3103575478e-01    3.2722935611e+00    3.2591152792e+00
612      1.0530077413e-05    5.3035568928e-01    3.2625551798e+00    3.2489071447e+00
613      1.0530108347e-05    5.2902568661e-01    3.2425491407e+00    3.2284908757e+00
614      1.0530139281e-05    5.2780044672e-01    3.2223190469e+00    3.2080746067e+00
615      1.0530201148e-05    5.2596024383e-01    3.1819442155e+00    3.1672420687e+00
616      1.0530263016e-05    5.2551921093e-01    3.1418621105e+00    3.1264095307e+00
617      1.0530324883e-05    5.2724909745e-01    3.1019323824e+00    3.0855769927e+00
618      1.0530386751e-05    5.3156970177e-01    3.0619628253e+00    3.0447444547e+00
619      1.0530448618e-05    5.3853173406e-01    3.0218790180e+00    3.0039119167e+00
620      1.0530510486e-05    5.4798262418e-01    2.9816804591e+00    2.9630793786e+00
621      1.0530572353e-05    5.5972171789e-01    2.9413890486e+00    2.9222468406e+00
622      1.0530634221e-05    5.7354856261e-01    2.9010231254e+00    2.8814143026e+00
623      1.0530696088e-05    5.8929482604e-01    2.8605974140e+00    2.8405817646e+00
624      1.0530757956e-05    6.0682706931e-01    2.8201219046e+00    2.7997492266e+00
625      1.0530819823e-05    6.2605376149e-01    2.7796047544e+00    2.7589166886e+00
626      1.0530881691e-05    6.4692197613e-01    2.7390519535e+00    2.7180841506e+00
627      1.0530943558e-05    6.6941874029e-01    2.6984684193e+00    2.6772516125e+00
628      1.0531005426e-05    6.9356878477e-01    2.6578575222e+00    2.6364190745e+00
629      1.0531067293e-05    7.1943611246e-01    2.6172214963e+00    2.5955865365e+00
630      1.0531129161e-05    7.4712445882e-01    2.5765611842e+00    2.5547539985e+00
631      1.0531191028e-05    7.7677987557e-01    2.5358763204e+00    2.5139214605e+00
632      1.0531252896e-05    8.0859195342e-01    2.4951656151e+00    2.4730889225e+00
633      1.0531314763e-05    8.4279387275e-01    2.4544273700e+00    2.4322563845e+00
634      1.0531376631e-05    8.7965703969e-01    2.4136604575e+00    2.3914238464e+00
635      1.0531438498e-05    9.1947689886e-01    2.3728661417e+00    2.3505913084e+00
636      1.0531500365e-05    9.6254414558e-01    2.3320504617e+00    2.3097587704e+00
637      1.0531562233e-05    1.0090989494e+00    2.2912263812e+00    2.2689262324e+00
638      1.0531624100e-05    1.0592732264e+00    2.2504134295e+00    2.2280936944e+00
639      1.0531685968e-05    1.1130397468e+00    2.2096324497e+00    2.1872611564e+00
640      1.0531747835e-05    1.1701933570e+00    2.1688966661e+00    2.1464286184e+00
641      1.0531809703e-05    1.2303776934e+00    2.1282045650e+00    2.1055960804e+00
642      1.0531871570e-05    1.2931437922e+00    2.0875405493e+00    2.0647635423e+00
643      1.0531933438e-05    1.3580107772e+00    2.0468831318e+00    2.0239310043e+00
644      1.0531995305e-05    1.4245089766e+00    2.0062136365e+00    1.9830984663e+00
645      1.0532057173e-05    1.4922034085e+00    1.9655203108e+00    1.9422659283e+00
646      1.0532180908e-05    1.6296175156e+00    1.8840539818e+00    1.8606008523e+00
647      1.0532304643e-05    1.7676485461e+00    1.8024610303e+00    1.7789357762e+00
648      1.0532428378e-05    1.9037037499e+00    1.7207556256e+00    1.6972707002e+00
649      1.0532552113e-05    2.0347822526e+00    1.6389324869e+00    1.6156056242e+00
650      1.0532663474e-05    2.1450117761e+00    1.5651732783e+00    1.5421070558e+00
651      1.0532756280e-05    2.2284779835e+00    1.5036327784e+00    1.4808552231e+00
652      1.0532834773e-05    2.2916336674e+00    1.4515654366e+00    1.4290497100e+00
653      1.0532905417e-05    2.3422605519e+00    1.4047239377e+00    1.3824247483e+00
654      1.0532976061e-05    2.3872316233e+00    1.3579170877e+00    1.3357997865e+00
655      1.0533046705e-05    2.4271528646e+00    1.3111501141e+00    1.2891748247e+00
656      1.0533117349e-05    2.4627851147e+00    1.2644166079e+00    1.2425498630e+00
657      1.0533187993e-05    2.4948891737e+00    1.2177071287e+00    1.1959249012e+00
658      1.0533258636e-05    2.5241335669e+00    1.1710124305e+00    1.1492999394e+00
659      1.0533329280e-05    2.5510755738e+00    1.1243262927e+00    1.1026749777e+00
660      1.0533399924e-05    2.5761627284e+00    1.0776443774e+00    1.0560500159e+00
661      1.0533470568e-05    2.5997513312e+00    1.0309640538e+00    1.0094250541e+00
662      1.0533541212e-05    2.6221218390e+00    9.8428329329e-01    9.6280009237e-01
