Index        TIME               V(VOUT)              V(IN)               V(1)        
65       1.5031173501e-06    2.4627857977e+00    1.2644156623e+00    1.2425489192e+00
66       1.5031879937e-06    2.4948896676e+00    1.2177063741e+00    1.1959241479e+00
67       1.5032586373e-06    2.5241339050e+00    1.1710118669e+00    1.1492993766e+00
68       1.5033292809e-06    2.5510757811e+00    1.1243259198e+00    1.1026746052e+00
69       1.5033999245e-06    2.5761628232e+00    1.0776441952e+00    1.0560498339e+00
70       1.5034705681e-06    2.5997513270e+00    1.0309640622e+00    1.0094250626e+00
71       1.5035412117e-06    2.6221217458e+00    9.8428349246e-01    9.6280029129e-01
72       1.5036118553e-06    2.6434949842e+00    9.3760106576e-01    9.1617551998e-01
73       1.5037531425e-06    2.6839034924e+00    8.4422677932e-01    8.2292597735e-01
74       1.5038944296e-06    2.7219155050e+00    7.5082463510e-01    7.2967643472e-01
75       1.5040357168e-06    2.7580289396e+00    6.5738044943e-01    6.3642689209e-01
76       1.5041770040e-06    2.7923255564e+00    5.6386277759e-01    5.4317734946e-01
77       1.5043182912e-06    2.8244864050e+00    4.7022907269e-01    4.4992780683e-01
78       1.5044595784e-06    2.8536040327e+00    3.7640572082e-01    3.5667826420e-01
79       1.5046008656e-06    2.8778474254e+00    2.8229718933e-01    2.6342872157e-01
80       1.5047280240e-06    2.8930531053e+00    1.9721884277e-01    1.7950413320e-01
81       1.5048416212e-06    2.8994197327e+00    1.2072077271e-01    1.0452998712e-01
82       1.5049436444e-06    2.8996469536e+00    5.1826783097e-02    3.7194686662e-02
83       1.5050000000e-06    2.8984981114e+00    1.4183286445e-02    3.1974423109e-14
84       1.5050048736e-06    2.8984136419e+00    1.1547817479e-02    0.0000000000e+00
85       1.5050086922e-06    2.8983581202e+00    9.7959037666e-03    0.0000000000e+00
86       1.5050125107e-06    2.8983071521e+00    8.1873744408e-03    0.0000000000e+00
87       1.5050201479e-06    2.8982278016e+00    5.7032970544e-03    0.0000000000e+00
88       1.5050277850e-06    2.8981715071e+00    3.9747396852e-03    0.0000000000e+00
89       1.5050430592e-06    2.8981021547e+00    1.8884027081e-03    0.0000000000e+00
90       1.5050736077e-06    2.8980493938e+00    3.3545298784e-04    0.0000000000e+00
91       1.5051347046e-06    2.8980371933e+00   -1.9773898084e-05    0.0000000000e+00
92       1.5051896919e-06    2.8980393206e+00    4.1751002492e-05    0.0000000000e+00
93       1.5052446792e-06    2.8980390351e+00    3.3767391524e-05    0.0000000000e+00
94       1.5053546537e-06    2.8980390898e+00    3.5094102354e-05    0.0000000000e+00
95       1.5055746027e-06    2.8980390580e+00    3.4408514508e-05    0.0000000000e+00
96       1.5060145008e-06    2.8980390832e+00    3.4914254874e-05    0.0000000000e+00
97       1.5068942969e-06    2.8980390606e+00    3.4477802478e-05    0.0000000000e+00
98       1.5086538891e-06    2.8980390821e+00    3.4883678481e-05    0.0000000000e+00
99       1.5121730736e-06    2.8980390611e+00    3.4492182609e-05    0.0000000000e+00
100      1.5192114425e-06    2.8980390818e+00    3.4876703211e-05    0.0000000000e+00
101      1.5332881803e-06    2.8980390613e+00    3.4495617995e-05    0.0000000000e+00
102      1.5614416560e-06    2.8980390817e+00    3.4874998404e-05    0.0000000000e+00
103      1.6177486074e-06    2.8980390613e+00    3.4496467199e-05    0.0000000000e+00
104      1.7303625101e-06    2.8980390817e+00    3.4874574599e-05    0.0000000000e+00
105      1.9555903156e-06    2.8980390613e+00    3.4496678902e-05    0.0000000000e+00
106      2.2565903156e-06    2.8980390817e+00    3.4874451292e-05    0.0000000000e+00
107      2.5575903156e-06    2.8980390613e+00    3.4496784420e-05    0.0000000000e+00
108      2.8585903156e-06    2.8980390817e+00    3.4874345804e-05    0.0000000000e+00
109      3.0050000000e-06    2.8980390613e+00    3.4496945530e-05    0.0000000000e+00
110      3.0050078125e-06    2.8981083423e+00    1.4296953583e-03    5.1562500001e-03
111      3.0050155585e-06    2.8982176268e+00    3.8121858935e-03    1.0268614048e-02
112      3.0050233045e-06    2.8983524589e+00    6.9234220902e-03    1.5380978095e-02
113      3.0050310505e-06    2.8984964226e+00    1.0339953046e-02    2.0493342143e-02
114      3.0050465425e-06    2.8988177825e+00    1.8516012702e-02    3.0718070238e-02
115      3.0050620345e-06    2.8991513017e+00    2.7752977486e-02    4.0942798333e-02
116      3.0050930186e-06    2.8997563067e+00    4.7360089760e-02    6.1392254524e-02
117      3.0051240026e-06    2.9002002277e+00    6.7466183434e-02    8.1841710714e-02
118      3.0051859706e-06    2.9002687142e+00    1.0767144234e-01    1.2274062309e-01
119      3.0052479387e-06    2.8987611114e+00    1.4770447348e-01    1.6363953547e-01
120      3.0053099067e-06    2.8952767043e+00    1.8775670971e-01    2.0453844786e-01
121      3.0053718748e-06    2.8897829787e+00    2.2792923944e-01    2.4543736024e-01
122      3.0054338428e-06    2.8824361958e+00    2.6822026989e-01    2.8633627262e-01
123      3.0054958109e-06    2.8734950689e+00    3.0861037177e-01    3.2723518500e-01
124      3.0055577789e-06    2.8632186121e+00    3.4907750419e-01    3.6813409738e-01
125      3.0056197470e-06    2.8518557726e+00    3.8961000492e-01    4.0903300976e-01
126      3.0056817150e-06    2.8396085628e+00    4.3019747664e-01    4.4993192214e-01
127      3.0058056511e-06    2.8130910727e+00    5.1149701964e-01    5.3172974690e-01
128      3.0060535233e-06    2.7544185803e+00    6.7446750696e-01    6.9532539642e-01
129      3.0063013955e-06    2.6899085138e+00    8.3776269648e-01    8.5892104594e-01
130      3.0065492677e-06    2.6182411008e+00    1.0011171808e+00    1.0225166955e+00
131      3.0065853639e-06    2.6069202926e+00    1.0249236250e+00    1.0463401479e+00
132      3.0066214600e-06    2.5953492765e+00    1.0487211209e+00    1.0701636004e+00
133      3.0066936523e-06    2.5711392277e+00    1.0963065277e+00    1.1178105053e+00
134      3.0067658446e-06    2.5453755556e+00    1.1439028677e+00    1.1654574101e+00
135      3.0068380368e-06    2.5176282442e+00    1.1914914922e+00    1.2131043150e+00
136      3.0069102291e-06    2.4874777165e+00    1.2390808366e+00    1.2607512199e+00
137      3.0069824214e-06    2.4543228098e+00    1.2866573864e+00    1.3083981248e+00
138      3.0070546137e-06    2.4175269195e+00    1.3342201723e+00    1.3560450297e+00
139      3.0071268060e-06    2.3763459824e+00    1.3817546328e+00    1.4036919346e+00
140      3.0071989982e-06    2.3300973872e+00    1.4292538679e+00    1.4513388395e+00
141      3.0072711905e-06    2.2782434102e+00    1.4767104120e+00    1.4989857444e+00
142      3.0073433828e-06    2.2205969214e+00    1.5241324546e+00    1.5466326493e+00
143      3.0074155751e-06    2.1573884291e+00    1.5715388297e+00    1.5942795542e+00
144      3.0074877674e-06    2.0892513063e+00    1.6189563349e+00    1.6419264591e+00
145      3.0075599596e-06    2.0170514647e+00    1.6664058345e+00    1.6895733640e+00
146      3.0076321519e-06    1.9417110494e+00    1.7138986349e+00    1.7372202688e+00
147      3.0077043442e-06    1.8640703158e+00    1.7614367610e+00    1.7848671737e+00
148      3.0077765365e-06    1.7848393859e+00    1.8090182413e+00    1.8325140786e+00
149      3.0078487288e-06    1.7046050556e+00    1.8566401833e+00    1.8801609835e+00
150      3.0079931133e-06    1.5431776864e+00    1.9519889689e+00    1.9754547933e+00
151      3.0081374979e-06    1.3837275780e+00    2.0475124296e+00    2.0707486031e+00
152      3.0082818824e-06    1.2315336762e+00    2.1431781838e+00    2.1660424129e+00
153      3.0083018552e-06    1.2114433234e+00    2.1564053243e+00    2.1792244605e+00
154      3.0083218280e-06    1.1915615803e+00    2.1696382276e+00    2.1924065082e+00
155      3.0083617736e-06    1.1528531604e+00    2.1961082217e+00    2.2187706036e+00
156      3.0084017192e-06    1.1155158676e+00    2.2225564647e+00    2.2451346989e+00
157      3.0084416648e-06    1.0796682287e+00    2.2489863227e+00    2.2714987943e+00
158      3.0084816104e-06    1.0453764015e+00    2.2753963747e+00    2.2978628896e+00
159      3.0085215560e-06    1.0126779357e+00    2.3017894785e+00    2.3242269850e+00
160      3.0085615016e-06    9.8156796490e-01    2.3281697567e+00    2.3505910803e+00
161      3.0086014472e-06    9.5201066475e-01    2.3545429472e+00    2.3769551757e+00
162      3.0086413928e-06    9.2394486106e-01    2.3809147635e+00    2.4033192710e+00
163      3.0086813384e-06    8.9729383734e-01    2.4072903012e+00    2.4296833664e+00
164      3.0087212840e-06    8.7197251826e-01    2.4336734381e+00    2.4560474617e+00
165      3.0087612296e-06    8.4789376170e-01    2.4600667862e+00    2.4824115571e+00
166      3.0088011752e-06    8.2497257186e-01    2.4864718030e+00    2.5087756524e+00
167      3.0088411208e-06    8.0312900731e-01    2.5128890707e+00    2.5351397478e+00
168      3.0088810664e-06    7.8228986493e-01    2.5393185810e+00    2.5615038431e+00
169      3.0089210120e-06    7.6238960144e-01    2.5657599993e+00    2.5878679385e+00
170      3.0089609576e-06    7.4337070133e-01    2.5922128633e+00    2.6142320338e+00
171      3.0090009032e-06    7.2518372553e-01    2.6186767310e+00    2.6405961292e+00
172      3.0090807944e-06    6.9114689583e-01    2.6716332472e+00    2.6933243199e+00
173      3.0091606856e-06    6.6004033015e-01    2.7246362184e+00    2.7460525106e+00
174      3.0092405768e-06    6.3173802158e-01    2.7776840973e+00    2.7987807013e+00
175      3.0093204680e-06    6.0623318755e-01    2.8307861140e+00    2.8515088920e+00
176      3.0094003592e-06    5.8363517946e-01    2.8839540627e+00    2.9042370827e+00
177      3.0094802504e-06    5.6418051649e-01    2.9372061791e+00    2.9569652734e+00
178      3.0095601416e-06    5.4823391137e-01    2.9905689509e+00    3.0096934641e+00
179      3.0096400328e-06    5.3626915327e-01    3.0440844876e+00    3.0624216548e+00
180      3.0097199240e-06    5.2879938155e-01    3.0978168303e+00    3.1151498455e+00
181      3.0097998152e-06    5.2603056202e-01    3.1517892287e+00    3.1678780362e+00
182      3.0098797064e-06    5.2709262267e-01    3.2057227061e+00    3.2206062269e+00
183      3.0099595976e-06    5.3013842606e-01    3.2591012036e+00    3.2733344176e+00
184      3.0100000000e-06    5.3199284150e-01    3.2858777634e+00    3.3000000000e+00
185      3.0100041605e-06    5.3216035894e-01    3.2881838287e+00    3.3000000000e+00
186      3.0100075428e-06    5.3227864944e-01    3.2898018607e+00    3.3000000000e+00
187      3.0100109252e-06    5.3238864887e-01    3.2913010429e+00    3.3000000000e+00
188      3.0100176898e-06    5.3256510376e-01    3.2936826855e+00    3.3000000000e+00
189      3.0100244545e-06    5.3269451619e-01    3.2954105544e+00    3.3000000000e+00
190      3.0100379838e-06    5.3286099771e-01    3.2976139613e+00    3.3000000000e+00
191      3.0100650425e-06    5.3300081027e-01    3.2994467168e+00    3.3000000000e+00
192      3.0101191599e-06    5.3304553798e-01    3.3000291461e+00    3.3000000000e+00
193      3.0101732772e-06    5.3304005633e-01    3.2999582754e+00    3.3000000000e+00
194      3.0102273946e-06    5.3304074774e-01    3.2999669105e+00    3.3000000000e+00
195      3.0102815119e-06    5.3304064729e-01    3.2999658517e+00    3.3000000000e+00
196      3.0103897466e-06    5.3304067438e-01    3.2999660225e+00    3.3000000000e+00
197      3.0106062160e-06    5.3304065561e-01    3.2999659331e+00    3.3000000000e+00
198      3.0110391548e-06    5.3304067175e-01    3.2999659998e+00    3.3000000000e+00
199      3.0119050324e-06    5.3304065670e-01    3.2999659418e+00    3.3000000000e+00
200      3.0136367875e-06    5.3304067125e-01    3.2999659960e+00    3.3000000000e+00
201      3.0171002979e-06    5.3304065693e-01    3.2999659436e+00    3.3000000000e+00
202      3.0240273185e-06    5.3304067113e-01    3.2999659951e+00    3.3000000000e+00
203      3.0378813599e-06    5.3304065699e-01    3.2999659441e+00    3.3000000000e+00
204      3.0655894425e-06    5.3304067110e-01    3.2999659949e+00    3.3000000000e+00
205      3.1210056078e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
206      3.2318379385e-06    5.3304067110e-01    3.2999659948e+00    3.3000000000e+00
207      3.4535025997e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
208      3.7545025997e-06    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
209      4.0555025997e-06    5.3304065701e-01    3.2999659442e+00    3.3000000000e+00
210      4.3565025997e-06    5.3304067109e-01    3.2999659948e+00    3.3000000000e+00
211      4.5100000000e-06    5.3304065701e-01    3.2999659443e+00    3.3000000000e+00
212      4.5100078125e-06    5.3294001097e-01    3.2985786474e+00    3.2948437500e+00
213      4.5100155459e-06    5.3276674482e-01    3.2962090367e+00    3.2897396827e+00
214      4.5100232794e-06    5.3253957376e-01    3.2931097502e+00    3.2846356155e+00
215      4.5100310128e-06    5.3229019440e-01    3.2897028846e+00    3.2795315482e+00
216      4.5100464797e-06    5.3169678842e-01    3.2815362945e+00    3.2693234137e+00
217      4.5100619465e-06    5.3103575478e-01    3.2722935611e+00    3.2591152792e+00
218      4.5100774134e-06    5.3035568929e-01    3.2625551799e+00    3.2489071447e+00
219      4.5101083472e-06    5.2902568661e-01    3.2425491407e+00    3.2284908757e+00
220      4.5101392809e-06    5.2780044672e-01    3.2223190469e+00    3.2080746067e+00
221      4.5102011484e-06    5.2596024383e-01    3.1819442155e+00    3.1672420687e+00
222      4.5102630159e-06    5.2551921093e-01    3.1418621105e+00    3.1264095307e+00
223      4.5103248833e-06    5.2724909745e-01    3.1019323824e+00    3.0855769927e+00
224      4.5103867508e-06    5.3156970177e-01    3.0619628253e+00    3.0447444547e+00
225      4.5104486183e-06    5.3853173405e-01    3.0218790180e+00    3.0039119167e+00
226      4.5105104858e-06    5.4798262417e-01    2.9816804591e+00    2.9630793787e+00
227      4.5105723533e-06    5.5972171788e-01    2.9413890486e+00    2.9222468406e+00
228      4.5106342208e-06    5.7354856260e-01    2.9010231255e+00    2.8814143026e+00
229      4.5106960882e-06    5.8929482603e-01    2.8605974140e+00    2.8405817646e+00
230      4.5107579557e-06    6.0682706930e-01    2.8201219046e+00    2.7997492266e+00
231      4.5108198232e-06    6.2605376148e-01    2.7796047545e+00    2.7589166886e+00
232      4.5108816907e-06    6.4692197612e-01    2.7390519535e+00    2.7180841506e+00
233      4.5109435582e-06    6.6941874027e-01    2.6984684193e+00    2.6772516126e+00
234      4.5110054256e-06    6.9356878475e-01    2.6578575222e+00    2.6364190746e+00
235      4.5110672931e-06    7.1943611243e-01    2.6172214963e+00    2.5955865366e+00
236      4.5111291606e-06    7.4712445879e-01    2.5765611842e+00    2.5547539985e+00
237      4.5111910281e-06    7.7677987553e-01    2.5358763205e+00    2.5139214605e+00
238      4.5112528956e-06    8.0859195338e-01    2.4951656152e+00    2.4730889225e+00
239      4.5113147631e-06    8.4279387271e-01    2.4544273700e+00    2.4322563845e+00
240      4.5113766305e-06    8.7965703964e-01    2.4136604575e+00    2.3914238465e+00
241      4.5114384980e-06    9.1947689881e-01    2.3728661418e+00    2.3505913085e+00
242      4.5115003655e-06    9.6254414552e-01    2.3320504618e+00    2.3097587705e+00
243      4.5115622330e-06    1.0090989493e+00    2.2912263813e+00    2.2689262325e+00
244      4.5116241005e-06    1.0592732263e+00    2.2504134295e+00    2.2280936945e+00
245      4.5116859679e-06    1.1130397467e+00    2.2096324498e+00    2.1872611564e+00
246      4.5117478354e-06    1.1701933569e+00    2.1688966661e+00    2.1464286184e+00
247      4.5118097029e-06    1.2303776933e+00    2.1282045650e+00    2.1055960804e+00
248      4.5118715704e-06    1.2931437921e+00    2.0875405494e+00    2.0647635424e+00
249      4.5119334379e-06    1.3580107770e+00    2.0468831319e+00    2.0239310044e+00
250      4.5119953054e-06    1.4245089764e+00    2.0062136365e+00    1.9830984664e+00
251      4.5120571728e-06    1.4922034083e+00    1.9655203109e+00    1.9422659284e+00
252      4.5121809078e-06    1.6296175154e+00    1.8840539819e+00    1.8606008523e+00
253      4.5123046428e-06    1.7676485460e+00    1.8024610304e+00    1.7789357763e+00
254      4.5124283777e-06    1.9037037497e+00    1.7207556257e+00    1.6972707003e+00
255      4.5125521127e-06    2.0347822525e+00    1.6389324870e+00    1.6156056243e+00
256      4.5126634742e-06    2.1450117759e+00    1.5651732784e+00    1.5421070559e+00
257      4.5127562800e-06    2.2284779834e+00    1.5036327785e+00    1.4808552232e+00
258      4.5128347732e-06    2.2916336673e+00    1.4515654367e+00    1.4290497101e+00
259      4.5129054170e-06    2.3422605519e+00    1.4047239378e+00    1.3824247483e+00
260      4.5129760609e-06    2.3872316233e+00    1.3579170878e+00    1.3357997866e+00
261      4.5130467048e-06    2.4271528646e+00    1.3111501141e+00    1.2891748248e+00
262      4.5131173487e-06    2.4627851146e+00    1.2644166080e+00    1.2425498630e+00
263      4.5131879926e-06    2.4948891737e+00    1.2177071287e+00    1.1959249013e+00
264      4.5132586365e-06    2.5241335669e+00    1.1710124306e+00    1.1492999395e+00
265      4.5133292803e-06    2.5510755738e+00    1.1243262928e+00    1.1026749777e+00
266      4.5133999242e-06    2.5761627284e+00    1.0776443775e+00    1.0560500160e+00
267      4.5134705681e-06    2.5997513312e+00    1.0309640538e+00    1.0094250542e+00
268      4.5135412120e-06    2.6221218390e+00    9.8428329334e-01    9.6280009242e-01
269      4.5136118559e-06    2.6434951591e+00    9.3760067594e-01    9.1617513065e-01
270      4.5137531436e-06    2.6839038154e+00    8.4422600798e-01    8.2292520711e-01
271      4.5138944314e-06    2.7219159620e+00    7.5082348188e-01    7.2967528358e-01
272      4.5140357192e-06    2.7580295183e+00    6.5737891372e-01    6.3642536004e-01
273      4.5141770069e-06    2.7923262400e+00    5.6386085821e-01    5.4317543650e-01
274      4.5143182947e-06    2.8244871639e+00    4.7022676751e-01    4.4992551296e-01
275      4.5144595824e-06    2.8536048096e+00    3.7640302620e-01    3.5667558943e-01
276      4.5146008702e-06    2.8778481098e+00    2.8229409974e-01    2.6342566589e-01
277      4.5147280292e-06    2.8930535581e+00    1.9721538813e-01    1.7950073471e-01
278      4.5148416260e-06    2.8994198492e+00    1.2071755036e-01    1.0452683977e-01
279      4.5149436489e-06    2.8996468866e+00    5.1823761064e-02    3.7191720504e-02
280      4.5150000000e-06    2.8984981115e+00    1.4183289796e-02    3.1130653610e-13
281      4.5150048736e-06    2.8984136420e+00    1.1547824289e-02    0.0000000000e+00
282      4.5150086922e-06    2.8983581204e+00    9.7959117911e-03    0.0000000000e+00
283      4.5150125107e-06    2.8983071523e+00    8.1873833792e-03    0.0000000000e+00
284      4.5150201478e-06    2.8982278019e+00    5.7033064579e-03    0.0000000000e+00
285      4.5150277849e-06    2.8981715074e+00    3.9747484390e-03    0.0000000000e+00
286      4.5150430591e-06    2.8981021549e+00    1.8884091476e-03    0.0000000000e+00
287      4.5150736076e-06    2.8980493939e+00    3.3545539680e-04    0.0000000000e+00
288      4.5151347044e-06    2.8980371933e+00   -1.9774114640e-05    0.0000000000e+00
289      4.5151896916e-06    2.8980393206e+00    4.1750990218e-05    0.0000000000e+00
290      4.5152446788e-06    2.8980390351e+00    3.3767398335e-05    0.0000000000e+00
291      4.5153546531e-06    2.8980390898e+00    3.5094098780e-05    0.0000000000e+00
292      4.5155746018e-06    2.8980390580e+00    3.4408517098e-05    0.0000000000e+00
293      4.5160144992e-06    2.8980390832e+00    3.4914252668e-05    0.0000000000e+00
294      4.5168942940e-06    2.8980390606e+00    3.4477804511e-05    0.0000000000e+00
295      4.5186538836e-06    2.8980390821e+00    3.4883676530e-05    0.0000000000e+00
296      4.5221730627e-06    2.8980390611e+00    3.4492184521e-05    0.0000000000e+00
297      4.5292114210e-06    2.8980390818e+00    3.4876701319e-05    0.0000000000e+00
298      4.5432881376e-06    2.8980390613e+00    3.4495619878e-05    0.0000000000e+00
299      4.5714415708e-06    2.8980390817e+00    3.4874996526e-05    0.0000000000e+00
300      4.6277484372e-06    2.8980390613e+00    3.4496469074e-05    0.0000000000e+00
301      4.7403621699e-06    2.8980390817e+00    3.4874572725e-05    0.0000000000e+00
302      4.9655896354e-06    2.8980390613e+00    3.4496680776e-05    0.0000000000e+00
303      5.2665896354e-06    2.8980390817e+00    3.4874449419e-05    0.0000000000e+00
304      5.5675896354e-06    2.8980390613e+00    3.4496786293e-05    0.0000000000e+00
305      5.8685896354e-06    2.8980390817e+00    3.4874343932e-05    0.0000000000e+00
306      6.0150000000e-06    2.8980390613e+00    3.4496947401e-05    0.0000000000e+00
307      6.0150078125e-06    2.8981083423e+00    1.4296953596e-03    5.1562499998e-03
308      6.0150155585e-06    2.8982176268e+00    3.8121858939e-03    1.0268614047e-02
309      6.0150233045e-06    2.8983524589e+00    6.9234220898e-03    1.5380978094e-02
310      6.0150310505e-06    2.8984964226e+00    1.0339953044e-02    2.0493342140e-02
311      6.0150465425e-06    2.8988177825e+00    1.8516012699e-02    3.0718070235e-02
312      6.0150620345e-06    2.8991513017e+00    2.7752977482e-02    4.0942798329e-02
313      6.0150930186e-06    2.8997563067e+00    4.7360089753e-02    6.1392254517e-02
314      6.0151240026e-06    2.9002002277e+00    6.7466183425e-02    8.1841710705e-02
315      6.0151859706e-06    2.9002687142e+00    1.0767144233e-01    1.2274062308e-01
316      6.0152479387e-06    2.8987611114e+00    1.4770447346e-01    1.6363953546e-01
317      6.0153099067e-06    2.8952767043e+00    1.8775670969e-01    2.0453844783e-01
318      6.0153718748e-06    2.8897829787e+00    2.2792923942e-01    2.4543736021e-01
319      6.0154338428e-06    2.8824361958e+00    2.6822026986e-01    2.8633627259e-01
320      6.0154958109e-06    2.8734950689e+00    3.0861037174e-01    3.2723518496e-01
321      6.0155577789e-06    2.8632186121e+00    3.4907750416e-01    3.6813409734e-01
322      6.0156197470e-06    2.8518557726e+00    3.8961000488e-01    4.0903300972e-01
323      6.0156817150e-06    2.8396085628e+00    4.3019747659e-01    4.4993192209e-01
324      6.0158056511e-06    2.8130910727e+00    5.1149701959e-01    5.3172974685e-01
325      6.0160535233e-06    2.7544185803e+00    6.7446750689e-01    6.9532539635e-01
326      6.0163013955e-06    2.6899085138e+00    8.3776269639e-01    8.5892104586e-01
327      6.0165492677e-06    2.6182411009e+00    1.0011171807e+00    1.0225166954e+00
328      6.0165853639e-06    2.6069202926e+00    1.0249236249e+00    1.0463401478e+00
329      6.0166214600e-06    2.5953492766e+00    1.0487211208e+00    1.0701636003e+00
330      6.0166936523e-06    2.5711392277e+00    1.0963065276e+00    1.1178105052e+00
