Index         TIME             V(1)             V(2)             V(3)
0       0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   
1       1.00000000e-10   1.20000000e-09   9.00000000e-10   -1.80000000e-09  
2       3.00000000e-10   3.60000000e-09   2.70000000e-09   -5.40000000e-09  
3       7.00000000e-10   8.40000000e-09   6.30000000e-09   -1.26000000e-08  
4       1.50000000e-09   1.80000000e-08   1.35000000e-08   -2.70000000e-08  
5       3.10000000e-09   3.72000000e-08   2.79000000e-08   -5.58000000e-08  
6       6.30000000e-09   7.56000000e-08   5.67000000e-08   -1.13400000e-07  
7       1.27000000e-08   1.52400000e-07   1.14300000e-07   -2.28600000e-07  
8       2.55000000e-08   3.06000000e-07   2.29500000e-07   -4.59000000e-07  
9       5.11000000e-08   6.13200000e-07   4.59900000e-07   -9.19800000e-07  
10      1.02300000e-07   1.22760000e-06   9.20700000e-07   -1.84140000e-06  
11      2.04700000e-07   2.45640000e-06   1.84230000e-06   -3.68460000e-06  
12      4.09500000e-07   4.91400000e-06   3.68550000e-06   -7.37100000e-06  
13      8.19100000e-07   9.82920000e-06   7.37190000e-06   -1.47438000e-05  
14      1.63830000e-06   1.96596000e-05   1.47447000e-05   -2.94894000e-05  
15      3.27670000e-06   3.93204000e-05   2.94903000e-05   -5.89806000e-05  
16      6.55350000e-06   7.86420000e-05   5.89815000e-05   -1.17963000e-04  
17      1.31071000e-05   1.57285200e-04   1.17963900e-04   -2.35927800e-04  
18      2.62143000e-05   3.14571600e-04   2.35928700e-04   -4.71857400e-04  
19      5.24287000e-05   6.29144400e-04   4.71858300e-04   -9.43716600e-04  
20      1.04857500e-04   1.25829000e-03   9.43717500e-04   -1.88743500e-03  
21      2.09715100e-04   2.51658120e-03   1.88743590e-03   -3.77487180e-03  
22      4.19430300e-04   5.03316360e-03   3.77487270e-03   -7.54974540e-03  
23      8.38860700e-04   1.00663284e-02   7.54974630e-03   -1.50994926e-02  
24      1.67772150e-03   2.01326580e-02   1.50994935e-02   -3.01989870e-02  
25      3.35544310e-03   4.02653172e-02   3.01989879e-02   -6.03979758e-02  
26      6.71088630e-03   8.05306356e-02   6.03979767e-02   -1.20795953e-01  
27      1.34217727e-02   1.61061272e-01   1.20795954e-01   -2.41591909e-01  
28      2.68435455e-02   3.22122546e-01   2.41591910e-01   -4.83183819e-01  
29      5.36870911e-02   6.44245093e-01   4.83183820e-01   -9.66367640e-01  
30      1.07374182e-01   1.28849019e+00   9.66367641e-01   -1.93273528e+00  
31      2.07374182e-01   2.48849019e+00   1.86636764e+00   -3.73273528e+00  
32      3.07374182e-01   3.68849019e+00   2.76636764e+00   -5.53273528e+00  
33      4.07374182e-01   4.88849019e+00   3.66636764e+00   -7.33273528e+00  
34      5.07374182e-01   6.08849019e+00   4.56636764e+00   -9.13273528e+00  
35      6.07374182e-01   7.28849019e+00   5.46636764e+00   -1.09327353e+01  
36      7.07374182e-01   8.48849019e+00   6.36636764e+00   -1.27327353e+01  
37      8.07374182e-01   9.68849019e+00   7.26636764e+00   -1.45327353e+01  
38      9.07374182e-01   1.08884902e+01   8.16636764e+00   -1.63327353e+01  
39      1.00000000e+00   1.20000000e+01   9.00000000e+00   -1.80000000e+01  
End of Xyce(TM) Simulation
