Index     FREQ               Re(V(2))          Im(V(2))
0    -1.000000000e+08    -1.330942104e-08   -1.038537644e-06
1    -9.000000000e+07    -8.634988935e-09   -1.189410317e-06
2    -8.000000000e+07    -5.717341455e-09   -1.367996343e-06
3    -7.000000000e+07    -3.777672587e-09   -1.589716615e-06
4    -6.000000000e+07    -2.423018623e-09   -1.878557185e-06
5    -5.000000000e+07    -1.430550669e-09   -2.276586183e-06
6    -4.000000000e+07    -6.474889775e-10   -2.867139290e-06
7    -3.000000000e+07    9.262794305e-11   -3.844006696e-06
8    -2.000000000e+07    1.215676448e-09   -5.787907160e-06
9    -1.000000000e+07    1.636262508e+02   1.566136397e-02
10    0.000000000e+00    -3.268934895e+02   0.000000000e+00
11    1.000000000e+07    1.636262508e+02   -1.566136397e-02
12    2.000000000e+07    1.215676448e-09   5.787907160e-06
13    3.000000000e+07    9.262794305e-11   3.844006696e-06
14    4.000000000e+07    -6.474889775e-10   2.867139290e-06
15    5.000000000e+07    -1.430550669e-09   2.276586183e-06
16    6.000000000e+07    -2.423018623e-09   1.878557185e-06
17    7.000000000e+07    -3.777672587e-09   1.589716615e-06
18    8.000000000e+07    -5.717341455e-09   1.367996343e-06
19    9.000000000e+07    -8.634988935e-09   1.189410317e-06
20    1.000000000e+08    -1.330942104e-08   1.038537644e-06
End of Xyce(TM) Simulation
