Index       FREQ            Re(V(1))          Im(V(1))     
0       -6.00000000e+08    1.94808333e-01    9.43181905e-02
1       -5.90000000e+08    1.49503578e-01    8.73295300e-02
2       -5.80000000e+08    9.50359800e-02    4.54956056e-02
3       -5.70000000e+08    2.72756030e-02   -3.48766090e-02
4       -5.60000000e+08   -5.92933812e-02   -1.59627108e-01
5       -5.50000000e+08   -1.72466283e-01   -3.37368988e-01
6       -5.40000000e+08   -3.23795452e-01   -5.80484953e-01
7       -5.30000000e+08   -5.31187781e-01   -9.06669218e-01
8       -5.20000000e+08   -8.23738401e-01   -1.34125570e+00
9       -5.10000000e+08   -1.25127754e+00   -1.92052504e+00
10      -5.00000000e+08   -1.90449173e+00   -2.69543191e+00
11      -4.90000000e+08   -2.96033384e+00   -3.73087870e+00
12      -4.80000000e+08   -4.79049840e+00   -5.07330798e+00
13      -4.70000000e+08   -8.21346980e+00   -6.54244016e+00
14      -4.60000000e+08   -1.47733751e+01   -6.64607525e+00
15      -4.50000000e+08   -2.36916945e+01    4.44688513e-01
16      -4.40000000e+08   -2.20665177e+01    1.49232284e+01
17      -4.30000000e+08   -1.20370050e+01    1.99015853e+01
18      -4.20000000e+08   -5.73711209e+00    1.86081977e+01
19      -4.10000000e+08   -2.65355422e+00    1.66355961e+01
20      -4.00000000e+08   -1.05860565e+00    1.50834572e+01
21      -3.90000000e+08   -1.48119152e-01    1.39755369e+01
22      -3.80000000e+08    4.23288235e-01    1.32041141e+01
23      -3.70000000e+08    8.14114196e-01    1.26782539e+01
24      -3.60000000e+08    1.10343429e+00    1.23353641e+01
25      -3.50000000e+08    1.33397277e+00    1.21341758e+01
26      -3.40000000e+08    1.53063441e+00    1.20478809e+01
27      -3.30000000e+08    1.70911923e+00    1.20594861e+01
28      -3.20000000e+08    1.88024589e+00    1.21589290e+01
29      -3.10000000e+08    2.05230845e+00    1.23413745e+01
30      -3.00000000e+08    2.23250469e+00    1.26062986e+01
31      -2.90000000e+08    2.42794610e+00    1.29571409e+01
32      -2.80000000e+08    2.64654067e+00    1.34014306e+01
33      -2.70000000e+08    2.89796544e+00    1.39513894e+01
