Index       FREQ            Re(V(1))          Im(V(1))     
34      -2.60000000e+08    3.19496228e+00    1.46251184e+01
35      -2.50000000e+08    3.55529920e+00    1.54486030e+01
36      -2.40000000e+08    4.00500343e+00    1.64589842e+01
37      -2.30000000e+08    4.58405573e+00    1.77099046e+01
38      -2.20000000e+08    5.35707298e+00    1.92804116e+01
39      -2.10000000e+08    6.43477564e+00    2.12901313e+01
40      -2.00000000e+08    8.02074903e+00    2.39254970e+01
41      -1.90000000e+08    1.05237155e+01    2.74836201e+01
42      -1.80000000e+08    1.48607730e+01    3.24273413e+01
43      -1.70000000e+08    2.33910904e+01    3.92836669e+01
44      -1.60000000e+08    4.29524513e+01    4.66196559e+01
45      -1.50000000e+08    8.59524644e+01    3.24402956e+01
46      -1.40000000e+08    8.44567509e+01   -3.99002527e+01
47      -1.30000000e+08    3.35236514e+01   -5.02642131e+01
48      -1.20000000e+08    1.34387627e+01   -3.69313502e+01
49      -1.10000000e+08    6.29429555e+00   -2.69177044e+01
50      -1.00000000e+08    3.29269715e+00   -2.02859642e+01
51      -9.00000000e+07    1.84691558e+00   -1.57079699e+01
52      -8.00000000e+07    1.07996749e+00   -1.23716086e+01
53      -7.00000000e+07    6.44597448e-01   -9.81837371e+00
54      -6.00000000e+07    3.85415241e-01   -7.77964825e+00
55      -5.00000000e+07    2.26098273e-01   -6.08937518e+00
56      -4.00000000e+07    1.26430475e-01   -4.63912993e+00
57      -3.00000000e+07    6.41268080e-02   -3.35414607e+00
58      -2.00000000e+07    2.64881836e-02   -2.17982380e+00
59      -1.00000000e+07    6.33881205e-03   -1.07365426e+00
60       0.00000000e+00    0.00000000e+00    0.00000000e+00
61       1.00000000e+07    6.33881205e-03    1.07365426e+00
62       2.00000000e+07    2.64881836e-02    2.17982380e+00
63       3.00000000e+07    6.41268080e-02    3.35414607e+00
64       4.00000000e+07    1.26430475e-01    4.63912993e+00
65       5.00000000e+07    2.26098273e-01    6.08937518e+00
66       6.00000000e+07    3.85415241e-01    7.77964825e+00
67       7.00000000e+07    6.44597448e-01    9.81837371e+00
68       8.00000000e+07    1.07996749e+00    1.23716086e+01
69       9.00000000e+07    1.84691558e+00    1.57079699e+01
70       1.00000000e+08    3.29269715e+00    2.02859642e+01
71       1.10000000e+08    6.29429555e+00    2.69177044e+01
72       1.20000000e+08    1.34387627e+01    3.69313502e+01
73       1.30000000e+08    3.35236514e+01    5.02642131e+01
74       1.40000000e+08    8.44567509e+01    3.99002527e+01
75       1.50000000e+08    8.59524644e+01   -3.24402956e+01
76       1.60000000e+08    4.29524513e+01   -4.66196559e+01
77       1.70000000e+08    2.33910904e+01   -3.92836669e+01
78       1.80000000e+08    1.48607730e+01   -3.24273413e+01
79       1.90000000e+08    1.05237155e+01   -2.74836201e+01
80       2.00000000e+08    8.02074903e+00   -2.39254970e+01
81       2.10000000e+08    6.43477564e+00   -2.12901313e+01
82       2.20000000e+08    5.35707298e+00   -1.92804116e+01
83       2.30000000e+08    4.58405573e+00   -1.77099046e+01
84       2.40000000e+08    4.00500343e+00   -1.64589842e+01
85       2.50000000e+08    3.55529920e+00   -1.54486030e+01
86       2.60000000e+08    3.19496228e+00   -1.46251184e+01
87       2.70000000e+08    2.89796544e+00   -1.39513894e+01
88       2.80000000e+08    2.64654067e+00   -1.34014306e+01
89       2.90000000e+08    2.42794610e+00   -1.29571409e+01
90       3.00000000e+08    2.23250469e+00   -1.26062986e+01
91       3.10000000e+08    2.05230845e+00   -1.23413745e+01
92       3.20000000e+08    1.88024589e+00   -1.21589290e+01
93       3.30000000e+08    1.70911923e+00   -1.20594861e+01
94       3.40000000e+08    1.53063441e+00   -1.20478809e+01
95       3.50000000e+08    1.33397277e+00   -1.21341758e+01
96       3.60000000e+08    1.10343429e+00   -1.23353641e+01
97       3.70000000e+08    8.14114196e-01   -1.26782539e+01
98       3.80000000e+08    4.23288235e-01   -1.32041141e+01
99       3.90000000e+08   -1.48119152e-01   -1.39755369e+01
100      4.00000000e+08   -1.05860565e+00   -1.50834572e+01
101      4.10000000e+08   -2.65355422e+00   -1.66355961e+01
102      4.20000000e+08   -5.73711209e+00   -1.86081977e+01
103      4.30000000e+08   -1.20370050e+01   -1.99015853e+01
104      4.40000000e+08   -2.20665177e+01   -1.49232284e+01
105      4.50000000e+08   -2.36916945e+01   -4.44688513e-01
106      4.60000000e+08   -1.47733751e+01    6.64607525e+00
107      4.70000000e+08   -8.21346980e+00    6.54244016e+00
108      4.80000000e+08   -4.79049840e+00    5.07330798e+00
109      4.90000000e+08   -2.96033384e+00    3.73087870e+00
110      5.00000000e+08   -1.90449173e+00    2.69543191e+00
111      5.10000000e+08   -1.25127754e+00    1.92052504e+00
112      5.20000000e+08   -8.23738401e-01    1.34125570e+00
113      5.30000000e+08   -5.31187781e-01    9.06669218e-01
114      5.40000000e+08   -3.23795452e-01    5.80484953e-01
115      5.50000000e+08   -1.72466283e-01    3.37368988e-01
116      5.60000000e+08   -5.92933812e-02    1.59627108e-01
117      5.70000000e+08    2.72756030e-02    3.48766090e-02
118      5.80000000e+08    9.50359800e-02   -4.54956056e-02
119      5.90000000e+08    1.49503578e-01   -8.73295300e-02
120      6.00000000e+08    1.94808333e-01   -9.43181905e-02
End of Xyce(TM) Simulation
