Index       TIME              V(A)        N(YNEURON!NEURON1_V0) N(YNEURON!NEURON1_V36)       V(B)       
1333     6.66500000e-02    7.81257608e-02    7.64051668e-02    1.92833291e-02    1.92833291e-02
1334     6.67000000e-02    7.81551431e-02    7.64345491e-02    1.93127115e-02    1.93127115e-02
1335     6.67500000e-02    7.81845255e-02    7.64639315e-02    1.93420938e-02    1.93420938e-02
1336     6.68000000e-02    7.82139079e-02    7.64933139e-02    1.93714762e-02    1.93714762e-02
1337     6.68500000e-02    7.82432902e-02    7.65226963e-02    1.94008586e-02    1.94008586e-02
1338     6.69000000e-02    7.82726726e-02    7.65520786e-02    1.94302409e-02    1.94302409e-02
1339     6.69500000e-02    7.83020550e-02    7.65814610e-02    1.94596233e-02    1.94596233e-02
1340     6.70000000e-02    7.83314374e-02    7.66108434e-02    1.94890057e-02    1.94890057e-02
1341     6.70500000e-02    7.83608197e-02    7.66402257e-02    1.95183880e-02    1.95183880e-02
1342     6.71000000e-02    7.83902021e-02    7.66696081e-02    1.95477704e-02    1.95477704e-02
1343     6.71500000e-02    7.84195845e-02    7.66989905e-02    1.95771528e-02    1.95771528e-02
1344     6.72000000e-02    7.84489668e-02    7.67283729e-02    1.96065351e-02    1.96065351e-02
1345     6.72500000e-02    7.84783492e-02    7.67577552e-02    1.96359175e-02    1.96359175e-02
1346     6.73000000e-02    7.85077316e-02    7.67871376e-02    1.96652998e-02    1.96652998e-02
1347     6.73500000e-02    7.85371140e-02    7.68165200e-02    1.96946822e-02    1.96946822e-02
1348     6.74000000e-02    7.85664963e-02    7.68459023e-02    1.97240646e-02    1.97240646e-02
1349     6.74500000e-02    7.85958787e-02    7.68752847e-02    1.97534469e-02    1.97534469e-02
1350     6.75000000e-02    7.86252611e-02    7.69046671e-02    1.97828293e-02    1.97828293e-02
1351     6.75500000e-02    7.86546434e-02    7.69340495e-02    1.98122117e-02    1.98122117e-02
1352     6.76000000e-02    7.86840258e-02    7.69634318e-02    1.98415940e-02    1.98415940e-02
1353     6.76500000e-02    7.87134082e-02    7.69928142e-02    1.98709764e-02    1.98709764e-02
1354     6.77000000e-02    7.87427906e-02    7.70221966e-02    1.99003588e-02    1.99003588e-02
1355     6.77500000e-02    7.87721729e-02    7.70515789e-02    1.99297411e-02    1.99297411e-02
1356     6.78000000e-02    7.88015553e-02    7.70809613e-02    1.99591235e-02    1.99591235e-02
1357     6.78500000e-02    7.88309377e-02    7.71103437e-02    1.99885059e-02    1.99885059e-02
1358     6.79000000e-02    7.88603200e-02    7.71397261e-02    2.00178882e-02    2.00178882e-02
1359     6.79500000e-02    7.88897024e-02    7.71691084e-02    2.00472706e-02    2.00472706e-02
1360     6.80000000e-02    7.89190848e-02    7.71984908e-02    2.00766530e-02    2.00766530e-02
1361     6.80500000e-02    7.89484672e-02    7.72278732e-02    2.01060353e-02    2.01060353e-02
1362     6.81000000e-02    7.89778495e-02    7.72572556e-02    2.01354177e-02    2.01354177e-02
1363     6.81500000e-02    7.90072319e-02    7.72866379e-02    2.01648001e-02    2.01648001e-02
1364     6.82000000e-02    7.90366143e-02    7.73160203e-02    2.01941824e-02    2.01941824e-02
1365     6.82500000e-02    7.90659966e-02    7.73454027e-02    2.02235648e-02    2.02235648e-02
1366     6.83000000e-02    7.90953790e-02    7.73747850e-02    2.02529471e-02    2.02529471e-02
1367     6.83500000e-02    7.91247614e-02    7.74041674e-02    2.02823295e-02    2.02823295e-02
1368     6.84000000e-02    7.91541438e-02    7.74335498e-02    2.03117119e-02    2.03117119e-02
1369     6.84500000e-02    7.91835261e-02    7.74629322e-02    2.03410942e-02    2.03410942e-02
1370     6.85000000e-02    7.92129085e-02    7.74923145e-02    2.03704766e-02    2.03704766e-02
1371     6.85500000e-02    7.92422909e-02    7.75216969e-02    2.03998590e-02    2.03998590e-02
1372     6.86000000e-02    7.92716732e-02    7.75510793e-02    2.04292413e-02    2.04292413e-02
1373     6.86500000e-02    7.93010556e-02    7.75804616e-02    2.04586237e-02    2.04586237e-02
1374     6.87000000e-02    7.93304380e-02    7.76098440e-02    2.04880061e-02    2.04880061e-02
1375     6.87500000e-02    7.93598204e-02    7.76392264e-02    2.05173884e-02    2.05173884e-02
1376     6.88000000e-02    7.93892027e-02    7.76686088e-02    2.05467708e-02    2.05467708e-02
1377     6.88500000e-02    7.94185851e-02    7.76979911e-02    2.05761532e-02    2.05761532e-02
1378     6.89000000e-02    7.94479675e-02    7.77273735e-02    2.06055355e-02    2.06055355e-02
1379     6.89500000e-02    7.94773498e-02    7.77567559e-02    2.06349179e-02    2.06349179e-02
1380     6.90000000e-02    7.95067322e-02    7.77861382e-02    2.06643003e-02    2.06643003e-02
1381     6.90500000e-02    7.95361146e-02    7.78155206e-02    2.06936826e-02    2.06936826e-02
1382     6.91000000e-02    7.95654970e-02    7.78449030e-02    2.07230650e-02    2.07230650e-02
1383     6.91500000e-02    7.95948793e-02    7.78742854e-02    2.07524473e-02    2.07524473e-02
1384     6.92000000e-02    7.96242617e-02    7.79036677e-02    2.07818297e-02    2.07818297e-02
1385     6.92500000e-02    7.96536441e-02    7.79330501e-02    2.08112121e-02    2.08112121e-02
1386     6.93000000e-02    7.96830264e-02    7.79624325e-02    2.08405944e-02    2.08405944e-02
1387     6.93500000e-02    7.97124088e-02    7.79918148e-02    2.08699768e-02    2.08699768e-02
1388     6.94000000e-02    7.97417912e-02    7.80211972e-02    2.08993592e-02    2.08993592e-02
1389     6.94500000e-02    7.97711736e-02    7.80505796e-02    2.09287415e-02    2.09287415e-02
1390     6.95000000e-02    7.98005559e-02    7.80799620e-02    2.09581239e-02    2.09581239e-02
1391     6.95500000e-02    7.98278965e-02    7.81073025e-02    2.09854644e-02    2.09854644e-02
1392     6.96000000e-02    7.98546190e-02    7.81340250e-02    2.10121870e-02    2.10121870e-02
1393     6.96500000e-02    7.98813416e-02    7.81607476e-02    2.10389095e-02    2.10389095e-02
1394     6.97000000e-02    7.99080641e-02    7.81874702e-02    2.10656321e-02    2.10656321e-02
1395     6.97500000e-02    7.99347867e-02    7.82141927e-02    2.10923547e-02    2.10923547e-02
1396     6.98000000e-02    7.99615093e-02    7.82409153e-02    2.11190772e-02    2.11190772e-02
1397     6.98500000e-02    7.99882318e-02    7.82676378e-02    2.11457998e-02    2.11457998e-02
1398     6.99000000e-02    8.00149544e-02    7.82943604e-02    2.11725223e-02    2.11725223e-02
1399     6.99500000e-02    8.00416769e-02    7.83210830e-02    2.11992449e-02    2.11992449e-02
1400     7.00000000e-02    8.00683995e-02    7.83478055e-02    2.12259674e-02    2.12259674e-02
1401     7.00500000e-02    8.00951221e-02    7.83745281e-02    2.12526900e-02    2.12526900e-02
1402     7.01000000e-02    8.01218446e-02    7.84012506e-02    2.12794126e-02    2.12794126e-02
1403     7.01500000e-02    8.01485672e-02    7.84279732e-02    2.13061351e-02    2.13061351e-02
1404     7.02000000e-02    8.01752897e-02    7.84546958e-02    2.13328577e-02    2.13328577e-02
1405     7.02500000e-02    8.02020123e-02    7.84814183e-02    2.13595802e-02    2.13595802e-02
1406     7.03000000e-02    8.02287348e-02    7.85081409e-02    2.13863028e-02    2.13863028e-02
1407     7.03500000e-02    8.02554574e-02    7.85348634e-02    2.14130254e-02    2.14130254e-02
1408     7.04000000e-02    8.02821800e-02    7.85615860e-02    2.14397479e-02    2.14397479e-02
1409     7.04500000e-02    8.03089025e-02    7.85883085e-02    2.14664705e-02    2.14664705e-02
1410     7.05000000e-02    8.03356251e-02    7.86150311e-02    2.14931930e-02    2.14931930e-02
1411     7.05500000e-02    8.03623476e-02    7.86417537e-02    2.15199156e-02    2.15199156e-02
1412     7.06000000e-02    8.03890702e-02    7.86684762e-02    2.15466381e-02    2.15466381e-02
1413     7.06500000e-02    8.04157928e-02    7.86951988e-02    2.15733607e-02    2.15733607e-02
1414     7.07000000e-02    8.04425153e-02    7.87219213e-02    2.16000833e-02    2.16000833e-02
1415     7.07500000e-02    8.04692379e-02    7.87486439e-02    2.16268058e-02    2.16268058e-02
1416     7.08000000e-02    8.04959604e-02    7.87753665e-02    2.16535284e-02    2.16535284e-02
1417     7.08500000e-02    8.05226830e-02    7.88020890e-02    2.16802509e-02    2.16802509e-02
1418     7.09000000e-02    8.05494056e-02    7.88288116e-02    2.17069735e-02    2.17069735e-02
1419     7.09500000e-02    8.05761281e-02    7.88555341e-02    2.17336961e-02    2.17336961e-02
1420     7.10000000e-02    8.06028507e-02    7.88822567e-02    2.17604186e-02    2.17604186e-02
1421     7.10500000e-02    8.06295732e-02    7.89089793e-02    2.17871412e-02    2.17871412e-02
1422     7.11000000e-02    8.06562958e-02    7.89357018e-02    2.18138637e-02    2.18138637e-02
1423     7.11500000e-02    8.06830184e-02    7.89624244e-02    2.18405863e-02    2.18405863e-02
1424     7.12000000e-02    8.07097409e-02    7.89891469e-02    2.18673088e-02    2.18673088e-02
1425     7.12500000e-02    8.07364635e-02    7.90158695e-02    2.18940314e-02    2.18940314e-02
1426     7.13000000e-02    8.07631860e-02    7.90425921e-02    2.19207540e-02    2.19207540e-02
1427     7.13500000e-02    8.07899086e-02    7.90693146e-02    2.19474765e-02    2.19474765e-02
1428     7.14000000e-02    8.08166311e-02    7.90960372e-02    2.19741991e-02    2.19741991e-02
1429     7.14500000e-02    8.08433537e-02    7.91227597e-02    2.20009216e-02    2.20009216e-02
1430     7.15000000e-02    8.08700763e-02    7.91494823e-02    2.20276442e-02    2.20276442e-02
1431     7.15500000e-02    8.08967988e-02    7.91762048e-02    2.20543668e-02    2.20543668e-02
1432     7.16000000e-02    8.09235214e-02    7.92029274e-02    2.20810893e-02    2.20810893e-02
1433     7.16500000e-02    8.09502439e-02    7.92296500e-02    2.21078119e-02    2.21078119e-02
1434     7.17000000e-02    8.09769665e-02    7.92563725e-02    2.21345344e-02    2.21345344e-02
1435     7.17500000e-02    8.10036891e-02    7.92830951e-02    2.21612570e-02    2.21612570e-02
1436     7.18000000e-02    8.10304116e-02    7.93098176e-02    2.21879796e-02    2.21879796e-02
1437     7.18500000e-02    8.10571342e-02    7.93365402e-02    2.22147021e-02    2.22147021e-02
1438     7.19000000e-02    8.10838567e-02    7.93632628e-02    2.22414247e-02    2.22414247e-02
1439     7.19500000e-02    8.11105793e-02    7.93899853e-02    2.22681472e-02    2.22681472e-02
1440     7.20000000e-02    8.11373019e-02    7.94167079e-02    2.22948698e-02    2.22948698e-02
1441     7.20500000e-02    8.11640244e-02    7.94434304e-02    2.23215923e-02    2.23215923e-02
1442     7.21000000e-02    8.11907470e-02    7.94701530e-02    2.23483149e-02    2.23483149e-02
1443     7.21500000e-02    8.12174695e-02    7.94968756e-02    2.23750375e-02    2.23750375e-02
1444     7.22000000e-02    8.12441921e-02    7.95235981e-02    2.24017600e-02    2.24017600e-02
1445     7.22500000e-02    8.12709147e-02    7.95503207e-02    2.24284826e-02    2.24284826e-02
1446     7.23000000e-02    8.12976372e-02    7.95770432e-02    2.24552051e-02    2.24552051e-02
1447     7.23500000e-02    8.13243598e-02    7.96037658e-02    2.24819277e-02    2.24819277e-02
1448     7.24000000e-02    8.13510823e-02    7.96304884e-02    2.25086503e-02    2.25086503e-02
1449     7.24500000e-02    8.13778049e-02    7.96572109e-02    2.25353728e-02    2.25353728e-02
1450     7.25000000e-02    8.14045275e-02    7.96839335e-02    2.25620954e-02    2.25620954e-02
1451     7.25500000e-02    8.14312500e-02    7.97106560e-02    2.25888179e-02    2.25888179e-02
1452     7.26000000e-02    8.14579726e-02    7.97373786e-02    2.26155405e-02    2.26155405e-02
1453     7.26500000e-02    8.14846951e-02    7.97641011e-02    2.26422630e-02    2.26422630e-02
1454     7.27000000e-02    8.15114177e-02    7.97908237e-02    2.26689856e-02    2.26689856e-02
1455     7.27500000e-02    8.15381402e-02    7.98175463e-02    2.26957082e-02    2.26957082e-02
1456     7.28000000e-02    8.15648628e-02    7.98442688e-02    2.27224307e-02    2.27224307e-02
1457     7.28500000e-02    8.15915854e-02    7.98709914e-02    2.27491533e-02    2.27491533e-02
1458     7.29000000e-02    8.16183079e-02    7.98977139e-02    2.27758758e-02    2.27758758e-02
1459     7.29500000e-02    8.16450305e-02    7.99244365e-02    2.28025984e-02    2.28025984e-02
1460     7.30000000e-02    8.16717530e-02    7.99511591e-02    2.28293210e-02    2.28293210e-02
1461     7.30500000e-02    8.16984756e-02    7.99778816e-02    2.28560435e-02    2.28560435e-02
1462     7.31000000e-02    8.17251982e-02    8.00046042e-02    2.28827661e-02    2.28827661e-02
1463     7.31500000e-02    8.17519207e-02    8.00313267e-02    2.29094886e-02    2.29094886e-02
1464     7.32000000e-02    8.17786433e-02    8.00580493e-02    2.29362112e-02    2.29362112e-02
1465     7.32500000e-02    8.18053658e-02    8.00847719e-02    2.29629337e-02    2.29629337e-02
1466     7.33000000e-02    8.18320884e-02    8.01114944e-02    2.29896563e-02    2.29896563e-02
1467     7.33500000e-02    8.18565969e-02    8.01360029e-02    2.30141648e-02    2.30141648e-02
1468     7.34000000e-02    8.18809004e-02    8.01603065e-02    2.30384683e-02    2.30384683e-02
1469     7.34500000e-02    8.19052040e-02    8.01846100e-02    2.30627719e-02    2.30627719e-02
1470     7.35000000e-02    8.19295075e-02    8.02089135e-02    2.30870754e-02    2.30870754e-02
1471     7.35500000e-02    8.19538110e-02    8.02332170e-02    2.31113789e-02    2.31113789e-02
1472     7.36000000e-02    8.19781146e-02    8.02575206e-02    2.31356824e-02    2.31356824e-02
1473     7.36500000e-02    8.20024181e-02    8.02818241e-02    2.31599860e-02    2.31599860e-02
1474     7.37000000e-02    8.20267216e-02    8.03061276e-02    2.31842895e-02    2.31842895e-02
1475     7.37500000e-02    8.20510251e-02    8.03304312e-02    2.32085930e-02    2.32085930e-02
1476     7.38000000e-02    8.20753287e-02    8.03547347e-02    2.32328966e-02    2.32328966e-02
1477     7.38500000e-02    8.20996322e-02    8.03790382e-02    2.32572001e-02    2.32572001e-02
1478     7.39000000e-02    8.21239357e-02    8.04033417e-02    2.32815036e-02    2.32815036e-02
1479     7.39500000e-02    8.21482393e-02    8.04276453e-02    2.33058071e-02    2.33058071e-02
1480     7.40000000e-02    8.21725428e-02    8.04519488e-02    2.33301107e-02    2.33301107e-02
1481     7.40500000e-02    8.21968463e-02    8.04762523e-02    2.33544142e-02    2.33544142e-02
1482     7.41000000e-02    8.22211498e-02    8.05005559e-02    2.33787177e-02    2.33787177e-02
1483     7.41500000e-02    8.22454534e-02    8.05248594e-02    2.34030212e-02    2.34030212e-02
1484     7.42000000e-02    8.22697569e-02    8.05491629e-02    2.34273248e-02    2.34273248e-02
1485     7.42500000e-02    8.22940604e-02    8.05734664e-02    2.34516283e-02    2.34516283e-02
1486     7.43000000e-02    8.23183640e-02    8.05977700e-02    2.34759318e-02    2.34759318e-02
1487     7.43500000e-02    8.23426675e-02    8.06220735e-02    2.35002353e-02    2.35002353e-02
1488     7.44000000e-02    8.23669710e-02    8.06463770e-02    2.35245389e-02    2.35245389e-02
1489     7.44500000e-02    8.23912745e-02    8.06706806e-02    2.35488424e-02    2.35488424e-02
1490     7.45000000e-02    8.24155781e-02    8.06949841e-02    2.35731459e-02    2.35731459e-02
1491     7.45500000e-02    8.24398816e-02    8.07192876e-02    2.35974495e-02    2.35974495e-02
1492     7.46000000e-02    8.24641851e-02    8.07435911e-02    2.36217530e-02    2.36217530e-02
1493     7.46500000e-02    8.24884887e-02    8.07678947e-02    2.36460565e-02    2.36460565e-02
1494     7.47000000e-02    8.25127922e-02    8.07921982e-02    2.36703600e-02    2.36703600e-02
1495     7.47500000e-02    8.25370957e-02    8.08165017e-02    2.36946636e-02    2.36946636e-02
1496     7.48000000e-02    8.25613992e-02    8.08408053e-02    2.37189671e-02    2.37189671e-02
1497     7.48500000e-02    8.25857028e-02    8.08651088e-02    2.37432706e-02    2.37432706e-02
1498     7.49000000e-02    8.26100063e-02    8.08894123e-02    2.37675741e-02    2.37675741e-02
1499     7.49500000e-02    8.26343098e-02    8.09137158e-02    2.37918777e-02    2.37918777e-02
1500     7.50000000e-02    8.26586134e-02    8.09380194e-02    2.38161812e-02    2.38161812e-02
1501     7.50500000e-02    8.26829169e-02    8.09623229e-02    2.38404847e-02    2.38404847e-02
1502     7.51000000e-02    8.27072204e-02    8.09866264e-02    2.38647883e-02    2.38647883e-02
1503     7.51500000e-02    8.27315239e-02    8.10109300e-02    2.38890918e-02    2.38890918e-02
1504     7.52000000e-02    8.27558275e-02    8.10352335e-02    2.39133953e-02    2.39133953e-02
1505     7.52500000e-02    8.27801310e-02    8.10595370e-02    2.39376988e-02    2.39376988e-02
1506     7.53000000e-02    8.28044345e-02    8.10838405e-02    2.39620024e-02    2.39620024e-02
1507     7.53500000e-02    8.28287380e-02    8.11081441e-02    2.39863059e-02    2.39863059e-02
1508     7.54000000e-02    8.28530416e-02    8.11324476e-02    2.40106094e-02    2.40106094e-02
1509     7.54500000e-02    8.28773451e-02    8.11567511e-02    2.40349129e-02    2.40349129e-02
1510     7.55000000e-02    8.29016486e-02    8.11810547e-02    2.40592165e-02    2.40592165e-02
1511     7.55500000e-02    8.29259522e-02    8.12053582e-02    2.40835200e-02    2.40835200e-02
1512     7.56000000e-02    8.29502557e-02    8.12296617e-02    2.41078235e-02    2.41078235e-02
1513     7.56500000e-02    8.29745592e-02    8.12539652e-02    2.41321270e-02    2.41321270e-02
1514     7.57000000e-02    8.29988627e-02    8.12782688e-02    2.41564306e-02    2.41564306e-02
1515     7.57500000e-02    8.30231663e-02    8.13025723e-02    2.41807341e-02    2.41807341e-02
1516     7.58000000e-02    8.30474698e-02    8.13268758e-02    2.42050376e-02    2.42050376e-02
1517     7.58500000e-02    8.30717733e-02    8.13511794e-02    2.42293412e-02    2.42293412e-02
1518     7.59000000e-02    8.30960769e-02    8.13754829e-02    2.42536447e-02    2.42536447e-02
1519     7.59500000e-02    8.31203804e-02    8.13997864e-02    2.42779482e-02    2.42779482e-02
1520     7.60000000e-02    8.31446839e-02    8.14240899e-02    2.43022517e-02    2.43022517e-02
1521     7.60500000e-02    8.31689874e-02    8.14483935e-02    2.43265553e-02    2.43265553e-02
1522     7.61000000e-02    8.31932910e-02    8.14726970e-02    2.43508588e-02    2.43508588e-02
1523     7.61500000e-02    8.32175945e-02    8.14970005e-02    2.43751623e-02    2.43751623e-02
1524     7.62000000e-02    8.32418980e-02    8.15213041e-02    2.43994658e-02    2.43994658e-02
1525     7.62500000e-02    8.32662016e-02    8.15456076e-02    2.44237694e-02    2.44237694e-02
1526     7.63000000e-02    8.32905051e-02    8.15699111e-02    2.44480729e-02    2.44480729e-02
1527     7.63500000e-02    8.33148086e-02    8.15942146e-02    2.44723764e-02    2.44723764e-02
1528     7.64000000e-02    8.33391121e-02    8.16185182e-02    2.44966800e-02    2.44966800e-02
1529     7.64500000e-02    8.33634157e-02    8.16428217e-02    2.45209835e-02    2.45209835e-02
1530     7.65000000e-02    8.33877192e-02    8.16671252e-02    2.45452870e-02    2.45452870e-02
1531     7.65500000e-02    8.34120227e-02    8.16914288e-02    2.45695905e-02    2.45695905e-02
1532     7.66000000e-02    8.34363263e-02    8.17157323e-02    2.45938941e-02    2.45938941e-02
1533     7.66500000e-02    8.34606298e-02    8.17400358e-02    2.46181976e-02    2.46181976e-02
1534     7.67000000e-02    8.34849333e-02    8.17643393e-02    2.46425011e-02    2.46425011e-02
1535     7.67500000e-02    8.35092368e-02    8.17886429e-02    2.46668046e-02    2.46668046e-02
1536     7.68000000e-02    8.35335404e-02    8.18129464e-02    2.46911082e-02    2.46911082e-02
1537     7.68500000e-02    8.35578439e-02    8.18372499e-02    2.47154117e-02    2.47154117e-02
1538     7.69000000e-02    8.35821474e-02    8.18615535e-02    2.47397152e-02    2.47397152e-02
1539     7.69500000e-02    8.36064510e-02    8.18858570e-02    2.47640187e-02    2.47640187e-02
1540     7.70000000e-02    8.36307545e-02    8.19101605e-02    2.47883223e-02    2.47883223e-02
1541     7.70500000e-02    8.36550580e-02    8.19344640e-02    2.48126258e-02    2.48126258e-02
1542     7.71000000e-02    8.36792233e-02    8.19586293e-02    2.48367910e-02    2.48367910e-02
1543     7.71500000e-02    8.37013267e-02    8.19807328e-02    2.48588945e-02    2.48588945e-02
1544     7.72000000e-02    8.37234302e-02    8.20028362e-02    2.48809980e-02    2.48809980e-02
1545     7.72500000e-02    8.37455337e-02    8.20249397e-02    2.49031015e-02    2.49031015e-02
1546     7.73000000e-02    8.37676372e-02    8.20470432e-02    2.49252049e-02    2.49252049e-02
1547     7.73500000e-02    8.37897406e-02    8.20691467e-02    2.49473084e-02    2.49473084e-02
1548     7.74000000e-02    8.38118441e-02    8.20912501e-02    2.49694119e-02    2.49694119e-02
1549     7.74500000e-02    8.38339476e-02    8.21133536e-02    2.49915154e-02    2.49915154e-02
1550     7.75000000e-02    8.38560511e-02    8.21354571e-02    2.50136188e-02    2.50136188e-02
1551     7.75500000e-02    8.38781545e-02    8.21575605e-02    2.50357223e-02    2.50357223e-02
1552     7.76000000e-02    8.39002580e-02    8.21796640e-02    2.50578258e-02    2.50578258e-02
1553     7.76500000e-02    8.39223615e-02    8.22017675e-02    2.50799293e-02    2.50799293e-02
1554     7.77000000e-02    8.39444649e-02    8.22238710e-02    2.51020327e-02    2.51020327e-02
1555     7.77500000e-02    8.39665684e-02    8.22459744e-02    2.51241362e-02    2.51241362e-02
1556     7.78000000e-02    8.39886719e-02    8.22680779e-02    2.51462397e-02    2.51462397e-02
1557     7.78500000e-02    8.40107754e-02    8.22901814e-02    2.51683432e-02    2.51683432e-02
1558     7.79000000e-02    8.40328788e-02    8.23122849e-02    2.51904466e-02    2.51904466e-02
1559     7.79500000e-02    8.40549823e-02    8.23343883e-02    2.52125501e-02    2.52125501e-02
1560     7.80000000e-02    8.40770858e-02    8.23564918e-02    2.52346536e-02    2.52346536e-02
1561     7.80500000e-02    8.40991893e-02    8.23785953e-02    2.52567571e-02    2.52567571e-02
1562     7.81000000e-02    8.41212927e-02    8.24006988e-02    2.52788605e-02    2.52788605e-02
1563     7.81500000e-02    8.41433962e-02    8.24228022e-02    2.53009640e-02    2.53009640e-02
1564     7.82000000e-02    8.41654997e-02    8.24449057e-02    2.53230675e-02    2.53230675e-02
1565     7.82500000e-02    8.41876032e-02    8.24670092e-02    2.53451710e-02    2.53451710e-02
1566     7.83000000e-02    8.42097066e-02    8.24891127e-02    2.53672744e-02    2.53672744e-02
1567     7.83500000e-02    8.42318101e-02    8.25112161e-02    2.53893779e-02    2.53893779e-02
1568     7.84000000e-02    8.42539136e-02    8.25333196e-02    2.54114814e-02    2.54114814e-02
1569     7.84500000e-02    8.42760171e-02    8.25554231e-02    2.54335849e-02    2.54335849e-02
1570     7.85000000e-02    8.42981205e-02    8.25775266e-02    2.54556883e-02    2.54556883e-02
1571     7.85500000e-02    8.43202240e-02    8.25996300e-02    2.54777918e-02    2.54777918e-02
1572     7.86000000e-02    8.43423275e-02    8.26217335e-02    2.54998953e-02    2.54998953e-02
1573     7.86500000e-02    8.43644310e-02    8.26438370e-02    2.55219988e-02    2.55219988e-02
1574     7.87000000e-02    8.43865344e-02    8.26659405e-02    2.55441022e-02    2.55441022e-02
1575     7.87500000e-02    8.44086379e-02    8.26880439e-02    2.55662057e-02    2.55662057e-02
1576     7.88000000e-02    8.44307414e-02    8.27101474e-02    2.55883092e-02    2.55883092e-02
1577     7.88500000e-02    8.44528449e-02    8.27322509e-02    2.56104127e-02    2.56104127e-02
1578     7.89000000e-02    8.44749483e-02    8.27543544e-02    2.56325162e-02    2.56325162e-02
1579     7.89500000e-02    8.44970518e-02    8.27764578e-02    2.56546196e-02    2.56546196e-02
1580     7.90000000e-02    8.45191553e-02    8.27985613e-02    2.56767231e-02    2.56767231e-02
1581     7.90500000e-02    8.45412588e-02    8.28206648e-02    2.56988266e-02    2.56988266e-02
1582     7.91000000e-02    8.45633622e-02    8.28427683e-02    2.57209301e-02    2.57209301e-02
1583     7.91500000e-02    8.45854657e-02    8.28648717e-02    2.57430335e-02    2.57430335e-02
1584     7.92000000e-02    8.46075692e-02    8.28869752e-02    2.57651370e-02    2.57651370e-02
1585     7.92500000e-02    8.46296727e-02    8.29090787e-02    2.57872405e-02    2.57872405e-02
1586     7.93000000e-02    8.46517761e-02    8.29311822e-02    2.58093440e-02    2.58093440e-02
1587     7.93500000e-02    8.46738796e-02    8.29532856e-02    2.58314474e-02    2.58314474e-02
1588     7.94000000e-02    8.46959831e-02    8.29753891e-02    2.58535509e-02    2.58535509e-02
1589     7.94500000e-02    8.47180866e-02    8.29974926e-02    2.58756544e-02    2.58756544e-02
1590     7.95000000e-02    8.47401900e-02    8.30195961e-02    2.58977579e-02    2.58977579e-02
1591     7.95500000e-02    8.47622935e-02    8.30416995e-02    2.59198613e-02    2.59198613e-02
1592     7.96000000e-02    8.47843970e-02    8.30638030e-02    2.59419648e-02    2.59419648e-02
1593     7.96500000e-02    8.48065005e-02    8.30859065e-02    2.59640683e-02    2.59640683e-02
1594     7.97000000e-02    8.48286039e-02    8.31080100e-02    2.59861718e-02    2.59861718e-02
1595     7.97500000e-02    8.48507074e-02    8.31301134e-02    2.60082752e-02    2.60082752e-02
1596     7.98000000e-02    8.48728109e-02    8.31522169e-02    2.60303787e-02    2.60303787e-02
1597     7.98500000e-02    8.48949144e-02    8.31743204e-02    2.60524822e-02    2.60524822e-02
1598     7.99000000e-02    8.49170178e-02    8.31964239e-02    2.60745857e-02    2.60745857e-02
1599     7.99500000e-02    8.49391213e-02    8.32185273e-02    2.60966891e-02    2.60966891e-02
1600     8.00000000e-02    8.49612248e-02    8.32406308e-02    2.61187926e-02    2.61187926e-02
1601     8.00500000e-02    8.49833283e-02    8.32627343e-02    2.61408961e-02    2.61408961e-02
1602     8.01000000e-02    8.50054317e-02    8.32848378e-02    2.61629996e-02    2.61629996e-02
1603     8.01500000e-02    8.50275352e-02    8.33069412e-02    2.61851030e-02    2.61851030e-02
1604     8.02000000e-02    8.50496387e-02    8.33290447e-02    2.62072065e-02    2.62072065e-02
1605     8.02500000e-02    8.50717422e-02    8.33511482e-02    2.62293100e-02    2.62293100e-02
1606     8.03000000e-02    8.50938456e-02    8.33732516e-02    2.62514135e-02    2.62514135e-02
1607     8.03500000e-02    8.51159491e-02    8.33953551e-02    2.62735169e-02    2.62735169e-02
1608     8.04000000e-02    8.51380526e-02    8.34174586e-02    2.62956204e-02    2.62956204e-02
1609     8.04500000e-02    8.51601561e-02    8.34395621e-02    2.63177239e-02    2.63177239e-02
1610     8.05000000e-02    8.51822595e-02    8.34616655e-02    2.63398274e-02    2.63398274e-02
1611     8.05500000e-02    8.52043630e-02    8.34837690e-02    2.63619308e-02    2.63619308e-02
1612     8.06000000e-02    8.52264665e-02    8.35058725e-02    2.63840343e-02    2.63840343e-02
1613     8.06500000e-02    8.52485700e-02    8.35279760e-02    2.64061378e-02    2.64061378e-02
1614     8.07000000e-02    8.52706734e-02    8.35500794e-02    2.64282413e-02    2.64282413e-02
1615     8.07500000e-02    8.52927769e-02    8.35721829e-02    2.64503447e-02    2.64503447e-02
1616     8.08000000e-02    8.53148804e-02    8.35942864e-02    2.64724482e-02    2.64724482e-02
1617     8.08500000e-02    8.53369839e-02    8.36163899e-02    2.64945517e-02    2.64945517e-02
1618     8.09000000e-02    8.53586662e-02    8.36380722e-02    2.65162341e-02    2.65162341e-02
1619     8.09500000e-02    8.53787688e-02    8.36581748e-02    2.65363366e-02    2.65363366e-02
1620     8.10000000e-02    8.53988714e-02    8.36782774e-02    2.65564392e-02    2.65564392e-02
1621     8.10500000e-02    8.54189740e-02    8.36983800e-02    2.65765418e-02    2.65765418e-02
1622     8.11000000e-02    8.54390766e-02    8.37184826e-02    2.65966444e-02    2.65966444e-02
