Index       TIME              V(A)        N(YNEURON!NEURON1_V0) N(YNEURON!NEURON1_V36)       V(B)       
2493     1.24650000e-01    9.65483790e-02    9.48277851e-02    3.77059469e-02    3.77059469e-02
2494     1.24700000e-01    9.65558221e-02    9.48352282e-02    3.77133899e-02    3.77133899e-02
2495     1.24750000e-01    9.65632652e-02    9.48426712e-02    3.77208330e-02    3.77208330e-02
2496     1.24800000e-01    9.65707083e-02    9.48501143e-02    3.77282761e-02    3.77282761e-02
2497     1.24850000e-01    9.65781514e-02    9.48575574e-02    3.77357192e-02    3.77357192e-02
2498     1.24900000e-01    9.65855945e-02    9.48650005e-02    3.77431623e-02    3.77431623e-02
2499     1.24950000e-01    9.65930375e-02    9.48724436e-02    3.77506054e-02    3.77506054e-02
2500     1.25000000e-01    9.66004806e-02    9.48798867e-02    3.77580485e-02    3.77580485e-02
2501     1.25050000e-01    9.66079237e-02    9.48873297e-02    3.77654915e-02    3.77654915e-02
2502     1.25100000e-01    9.66153668e-02    9.48947728e-02    3.77729346e-02    3.77729346e-02
2503     1.25150000e-01    9.66228099e-02    9.49022159e-02    3.77803777e-02    3.77803777e-02
2504     1.25200000e-01    9.66302530e-02    9.49096590e-02    3.77878208e-02    3.77878208e-02
2505     1.25250000e-01    9.66376960e-02    9.49171021e-02    3.77952639e-02    3.77952639e-02
2506     1.25300000e-01    9.66451391e-02    9.49245452e-02    3.78027070e-02    3.78027070e-02
2507     1.25350000e-01    9.66525822e-02    9.49319882e-02    3.78101500e-02    3.78101500e-02
2508     1.25400000e-01    9.66600253e-02    9.49394313e-02    3.78175931e-02    3.78175931e-02
2509     1.25450000e-01    9.66674684e-02    9.49468744e-02    3.78250362e-02    3.78250362e-02
2510     1.25500000e-01    9.66749115e-02    9.49543175e-02    3.78324793e-02    3.78324793e-02
2511     1.25550000e-01    9.66823545e-02    9.49617606e-02    3.78399224e-02    3.78399224e-02
2512     1.25600000e-01    9.66897976e-02    9.49692037e-02    3.78473655e-02    3.78473655e-02
2513     1.25650000e-01    9.66972407e-02    9.49766467e-02    3.78548085e-02    3.78548085e-02
2514     1.25700000e-01    9.67046838e-02    9.49840898e-02    3.78622516e-02    3.78622516e-02
2515     1.25750000e-01    9.67121269e-02    9.49915329e-02    3.78696947e-02    3.78696947e-02
2516     1.25800000e-01    9.67195700e-02    9.49989760e-02    3.78771378e-02    3.78771378e-02
2517     1.25850000e-01    9.67270130e-02    9.50064191e-02    3.78845809e-02    3.78845809e-02
2518     1.25900000e-01    9.67344561e-02    9.50138622e-02    3.78920240e-02    3.78920240e-02
2519     1.25950000e-01    9.67418992e-02    9.50213052e-02    3.78994670e-02    3.78994670e-02
2520     1.26000000e-01    9.67493423e-02    9.50287483e-02    3.79069101e-02    3.79069101e-02
2521     1.26050000e-01    9.67567854e-02    9.50361914e-02    3.79143532e-02    3.79143532e-02
2522     1.26100000e-01    9.67642285e-02    9.50436345e-02    3.79217963e-02    3.79217963e-02
2523     1.26150000e-01    9.67716715e-02    9.50510776e-02    3.79292394e-02    3.79292394e-02
2524     1.26200000e-01    9.67791146e-02    9.50585207e-02    3.79366825e-02    3.79366825e-02
2525     1.26250000e-01    9.67865577e-02    9.50659637e-02    3.79441255e-02    3.79441255e-02
2526     1.26300000e-01    9.67940008e-02    9.50734068e-02    3.79515686e-02    3.79515686e-02
2527     1.26350000e-01    9.68014439e-02    9.50808499e-02    3.79590117e-02    3.79590117e-02
2528     1.26400000e-01    9.68088870e-02    9.50882930e-02    3.79664548e-02    3.79664548e-02
2529     1.26450000e-01    9.68150646e-02    9.50944706e-02    3.79726324e-02    3.79726324e-02
2530     1.26500000e-01    9.68212184e-02    9.51006245e-02    3.79787863e-02    3.79787863e-02
2531     1.26550000e-01    9.68273723e-02    9.51067783e-02    3.79849401e-02    3.79849401e-02
2532     1.26600000e-01    9.68335262e-02    9.51129322e-02    3.79910940e-02    3.79910940e-02
2533     1.26650000e-01    9.68396801e-02    9.51190861e-02    3.79972479e-02    3.79972479e-02
2534     1.26700000e-01    9.68458340e-02    9.51252400e-02    3.80034018e-02    3.80034018e-02
2535     1.26750000e-01    9.68519878e-02    9.51313939e-02    3.80095557e-02    3.80095557e-02
2536     1.26800000e-01    9.68581417e-02    9.51375477e-02    3.80157095e-02    3.80157095e-02
2537     1.26850000e-01    9.68642956e-02    9.51437016e-02    3.80218634e-02    3.80218634e-02
2538     1.26900000e-01    9.68704495e-02    9.51498555e-02    3.80280173e-02    3.80280173e-02
2539     1.26950000e-01    9.68766034e-02    9.51560094e-02    3.80341712e-02    3.80341712e-02
2540     1.27000000e-01    9.68827572e-02    9.51621633e-02    3.80403251e-02    3.80403251e-02
2541     1.27050000e-01    9.68889111e-02    9.51683171e-02    3.80464790e-02    3.80464790e-02
2542     1.27100000e-01    9.68950650e-02    9.51744710e-02    3.80526328e-02    3.80526328e-02
2543     1.27150000e-01    9.69012189e-02    9.51806249e-02    3.80587867e-02    3.80587867e-02
2544     1.27200000e-01    9.69073728e-02    9.51867788e-02    3.80649406e-02    3.80649406e-02
2545     1.27250000e-01    9.69135267e-02    9.51929327e-02    3.80710945e-02    3.80710945e-02
2546     1.27300000e-01    9.69196805e-02    9.51990866e-02    3.80772484e-02    3.80772484e-02
2547     1.27350000e-01    9.69258344e-02    9.52052404e-02    3.80834022e-02    3.80834022e-02
2548     1.27400000e-01    9.69319883e-02    9.52113943e-02    3.80895561e-02    3.80895561e-02
2549     1.27450000e-01    9.69381422e-02    9.52175482e-02    3.80957100e-02    3.80957100e-02
2550     1.27500000e-01    9.69442961e-02    9.52237021e-02    3.81018639e-02    3.81018639e-02
2551     1.27550000e-01    9.69504499e-02    9.52298560e-02    3.81080178e-02    3.81080178e-02
2552     1.27600000e-01    9.69566038e-02    9.52360098e-02    3.81141716e-02    3.81141716e-02
2553     1.27650000e-01    9.69627577e-02    9.52421637e-02    3.81203255e-02    3.81203255e-02
2554     1.27700000e-01    9.69689116e-02    9.52483176e-02    3.81264794e-02    3.81264794e-02
2555     1.27750000e-01    9.69750655e-02    9.52544715e-02    3.81326333e-02    3.81326333e-02
2556     1.27800000e-01    9.69812193e-02    9.52606254e-02    3.81387872e-02    3.81387872e-02
2557     1.27850000e-01    9.69873732e-02    9.52667792e-02    3.81449410e-02    3.81449410e-02
2558     1.27900000e-01    9.69935271e-02    9.52729331e-02    3.81510949e-02    3.81510949e-02
2559     1.27950000e-01    9.69996810e-02    9.52790870e-02    3.81572488e-02    3.81572488e-02
2560     1.28000000e-01    9.70058349e-02    9.52852409e-02    3.81634027e-02    3.81634027e-02
2561     1.28050000e-01    9.70119888e-02    9.52913948e-02    3.81695566e-02    3.81695566e-02
2562     1.28100000e-01    9.70181426e-02    9.52975487e-02    3.81757104e-02    3.81757104e-02
2563     1.28150000e-01    9.70242965e-02    9.53037025e-02    3.81818643e-02    3.81818643e-02
2564     1.28200000e-01    9.70304504e-02    9.53098564e-02    3.81880182e-02    3.81880182e-02
2565     1.28250000e-01    9.70366043e-02    9.53160103e-02    3.81941721e-02    3.81941721e-02
2566     1.28300000e-01    9.70427582e-02    9.53221642e-02    3.82003260e-02    3.82003260e-02
2567     1.28350000e-01    9.70489120e-02    9.53283181e-02    3.82064799e-02    3.82064799e-02
2568     1.28400000e-01    9.70550659e-02    9.53344719e-02    3.82126337e-02    3.82126337e-02
2569     1.28450000e-01    9.70612198e-02    9.53406258e-02    3.82187876e-02    3.82187876e-02
2570     1.28500000e-01    9.70673737e-02    9.53467797e-02    3.82249415e-02    3.82249415e-02
2571     1.28550000e-01    9.70735276e-02    9.53529336e-02    3.82310954e-02    3.82310954e-02
2572     1.28600000e-01    9.70796814e-02    9.53590875e-02    3.82372493e-02    3.82372493e-02
2573     1.28650000e-01    9.70858353e-02    9.53652413e-02    3.82434031e-02    3.82434031e-02
2574     1.28700000e-01    9.70919892e-02    9.53713952e-02    3.82495570e-02    3.82495570e-02
2575     1.28750000e-01    9.70981431e-02    9.53775491e-02    3.82557109e-02    3.82557109e-02
2576     1.28800000e-01    9.71042970e-02    9.53837030e-02    3.82618648e-02    3.82618648e-02
2577     1.28850000e-01    9.71104509e-02    9.53898569e-02    3.82680187e-02    3.82680187e-02
2578     1.28900000e-01    9.71166047e-02    9.53960108e-02    3.82741725e-02    3.82741725e-02
2579     1.28950000e-01    9.71227586e-02    9.54021646e-02    3.82803264e-02    3.82803264e-02
2580     1.29000000e-01    9.71289125e-02    9.54083185e-02    3.82864803e-02    3.82864803e-02
2581     1.29050000e-01    9.71350664e-02    9.54144724e-02    3.82926342e-02    3.82926342e-02
2582     1.29100000e-01    9.71412203e-02    9.54206263e-02    3.82987881e-02    3.82987881e-02
2583     1.29150000e-01    9.71473741e-02    9.54267802e-02    3.83049419e-02    3.83049419e-02
2584     1.29200000e-01    9.71535280e-02    9.54329340e-02    3.83110958e-02    3.83110958e-02
2585     1.29250000e-01    9.71596819e-02    9.54390879e-02    3.83172497e-02    3.83172497e-02
2586     1.29300000e-01    9.71658358e-02    9.54452418e-02    3.83234036e-02    3.83234036e-02
2587     1.29350000e-01    9.71719897e-02    9.54513957e-02    3.83295575e-02    3.83295575e-02
2588     1.29400000e-01    9.71781435e-02    9.54575496e-02    3.83357113e-02    3.83357113e-02
2589     1.29450000e-01    9.71842974e-02    9.54637034e-02    3.83418652e-02    3.83418652e-02
2590     1.29500000e-01    9.71904513e-02    9.54698573e-02    3.83480191e-02    3.83480191e-02
2591     1.29550000e-01    9.71966052e-02    9.54760112e-02    3.83541730e-02    3.83541730e-02
2592     1.29600000e-01    9.72027591e-02    9.54821651e-02    3.83603269e-02    3.83603269e-02
2593     1.29650000e-01    9.72089129e-02    9.54883190e-02    3.83664808e-02    3.83664808e-02
2594     1.29700000e-01    9.72150668e-02    9.54944729e-02    3.83726346e-02    3.83726346e-02
2595     1.29750000e-01    9.72212207e-02    9.55006267e-02    3.83787885e-02    3.83787885e-02
2596     1.29800000e-01    9.72273746e-02    9.55067806e-02    3.83849424e-02    3.83849424e-02
2597     1.29850000e-01    9.72335285e-02    9.55129345e-02    3.83910963e-02    3.83910963e-02
2598     1.29900000e-01    9.72396824e-02    9.55190884e-02    3.83972502e-02    3.83972502e-02
2599     1.29950000e-01    9.72458362e-02    9.55252423e-02    3.84034040e-02    3.84034040e-02
2600     1.30000000e-01    9.72519901e-02    9.55313961e-02    3.84095579e-02    3.84095579e-02
2601     1.30050000e-01    9.72581440e-02    9.55375500e-02    3.84157118e-02    3.84157118e-02
2602     1.30100000e-01    9.72642979e-02    9.55437039e-02    3.84218657e-02    3.84218657e-02
2603     1.30150000e-01    9.72704518e-02    9.55498578e-02    3.84280196e-02    3.84280196e-02
2604     1.30200000e-01    9.72766056e-02    9.55560117e-02    3.84341734e-02    3.84341734e-02
2605     1.30250000e-01    9.72827595e-02    9.55621655e-02    3.84403273e-02    3.84403273e-02
2606     1.30300000e-01    9.72889134e-02    9.55683194e-02    3.84464812e-02    3.84464812e-02
2607     1.30350000e-01    9.72950673e-02    9.55744733e-02    3.84526351e-02    3.84526351e-02
2608     1.30400000e-01    9.73012212e-02    9.55806272e-02    3.84587890e-02    3.84587890e-02
2609     1.30450000e-01    9.73073750e-02    9.55867811e-02    3.84649428e-02    3.84649428e-02
2610     1.30500000e-01    9.73135289e-02    9.55929350e-02    3.84710967e-02    3.84710967e-02
2611     1.30550000e-01    9.73196828e-02    9.55990888e-02    3.84772506e-02    3.84772506e-02
2612     1.30600000e-01    9.73258367e-02    9.56052427e-02    3.84834045e-02    3.84834045e-02
2613     1.30650000e-01    9.73319906e-02    9.56113966e-02    3.84895584e-02    3.84895584e-02
2614     1.30700000e-01    9.73381445e-02    9.56175505e-02    3.84957122e-02    3.84957122e-02
2615     1.30750000e-01    9.73442983e-02    9.56237044e-02    3.85018661e-02    3.85018661e-02
2616     1.30800000e-01    9.73504522e-02    9.56298582e-02    3.85080200e-02    3.85080200e-02
2617     1.30850000e-01    9.73566061e-02    9.56360121e-02    3.85141739e-02    3.85141739e-02
2618     1.30900000e-01    9.73627600e-02    9.56421660e-02    3.85203278e-02    3.85203278e-02
2619     1.30950000e-01    9.73689139e-02    9.56483199e-02    3.85264817e-02    3.85264817e-02
2620     1.31000000e-01    9.73750677e-02    9.56544738e-02    3.85326355e-02    3.85326355e-02
2621     1.31050000e-01    9.73812216e-02    9.56606276e-02    3.85387894e-02    3.85387894e-02
2622     1.31100000e-01    9.73873755e-02    9.56667815e-02    3.85449433e-02    3.85449433e-02
2623     1.31150000e-01    9.73935294e-02    9.56729354e-02    3.85510972e-02    3.85510972e-02
2624     1.31200000e-01    9.73996833e-02    9.56790893e-02    3.85572511e-02    3.85572511e-02
2625     1.31250000e-01    9.74058371e-02    9.56852432e-02    3.85634049e-02    3.85634049e-02
2626     1.31300000e-01    9.74119910e-02    9.56913971e-02    3.85695588e-02    3.85695588e-02
2627     1.31350000e-01    9.74181449e-02    9.56975509e-02    3.85757127e-02    3.85757127e-02
2628     1.31400000e-01    9.74242988e-02    9.57037048e-02    3.85818666e-02    3.85818666e-02
2629     1.31450000e-01    9.74304527e-02    9.57098587e-02    3.85880205e-02    3.85880205e-02
2630     1.31500000e-01    9.74366066e-02    9.57160126e-02    3.85941743e-02    3.85941743e-02
2631     1.31550000e-01    9.74427604e-02    9.57221665e-02    3.86003282e-02    3.86003282e-02
2632     1.31600000e-01    9.74489143e-02    9.57283203e-02    3.86064821e-02    3.86064821e-02
2633     1.31650000e-01    9.74550682e-02    9.57344742e-02    3.86126360e-02    3.86126360e-02
2634     1.31700000e-01    9.74612221e-02    9.57406281e-02    3.86187899e-02    3.86187899e-02
2635     1.31750000e-01    9.74673760e-02    9.57467820e-02    3.86249437e-02    3.86249437e-02
2636     1.31800000e-01    9.74735298e-02    9.57529359e-02    3.86310976e-02    3.86310976e-02
2637     1.31850000e-01    9.74796837e-02    9.57590897e-02    3.86372515e-02    3.86372515e-02
2638     1.31900000e-01    9.74858376e-02    9.57652436e-02    3.86434054e-02    3.86434054e-02
2639     1.31950000e-01    9.74919915e-02    9.57713975e-02    3.86495593e-02    3.86495593e-02
2640     1.32000000e-01    9.74981454e-02    9.57775514e-02    3.86557131e-02    3.86557131e-02
2641     1.32050000e-01    9.75042992e-02    9.57837053e-02    3.86618670e-02    3.86618670e-02
2642     1.32100000e-01    9.75104531e-02    9.57898592e-02    3.86680209e-02    3.86680209e-02
2643     1.32150000e-01    9.75166070e-02    9.57960130e-02    3.86741748e-02    3.86741748e-02
2644     1.32200000e-01    9.75227609e-02    9.58021669e-02    3.86803287e-02    3.86803287e-02
2645     1.32250000e-01    9.75289148e-02    9.58083208e-02    3.86864826e-02    3.86864826e-02
2646     1.32300000e-01    9.75350687e-02    9.58144747e-02    3.86926364e-02    3.86926364e-02
2647     1.32350000e-01    9.75412225e-02    9.58206286e-02    3.86987903e-02    3.86987903e-02
2648     1.32400000e-01    9.75473764e-02    9.58267824e-02    3.87049442e-02    3.87049442e-02
2649     1.32450000e-01    9.75535303e-02    9.58329363e-02    3.87110981e-02    3.87110981e-02
2650     1.32500000e-01    9.75596842e-02    9.58390902e-02    3.87172520e-02    3.87172520e-02
2651     1.32550000e-01    9.75658381e-02    9.58452441e-02    3.87234058e-02    3.87234058e-02
2652     1.32600000e-01    9.75719919e-02    9.58513980e-02    3.87295597e-02    3.87295597e-02
2653     1.32650000e-01    9.75781458e-02    9.58575518e-02    3.87357136e-02    3.87357136e-02
2654     1.32700000e-01    9.75842997e-02    9.58637057e-02    3.87418675e-02    3.87418675e-02
2655     1.32750000e-01    9.75904536e-02    9.58698596e-02    3.87480214e-02    3.87480214e-02
2656     1.32800000e-01    9.75966075e-02    9.58760135e-02    3.87541752e-02    3.87541752e-02
2657     1.32850000e-01    9.76027613e-02    9.58821674e-02    3.87603291e-02    3.87603291e-02
2658     1.32900000e-01    9.76089152e-02    9.58883213e-02    3.87664830e-02    3.87664830e-02
2659     1.32950000e-01    9.76150691e-02    9.58944751e-02    3.87726369e-02    3.87726369e-02
2660     1.33000000e-01    9.76212230e-02    9.59006290e-02    3.87787908e-02    3.87787908e-02
2661     1.33050000e-01    9.76273769e-02    9.59067829e-02    3.87849446e-02    3.87849446e-02
2662     1.33100000e-01    9.76335308e-02    9.59129368e-02    3.87910985e-02    3.87910985e-02
2663     1.33150000e-01    9.76396846e-02    9.59190907e-02    3.87972524e-02    3.87972524e-02
2664     1.33200000e-01    9.76458385e-02    9.59252445e-02    3.88034063e-02    3.88034063e-02
2665     1.33250000e-01    9.76519924e-02    9.59313984e-02    3.88095602e-02    3.88095602e-02
2666     1.33300000e-01    9.76581463e-02    9.59375523e-02    3.88157140e-02    3.88157140e-02
2667     1.33350000e-01    9.76643002e-02    9.59437062e-02    3.88218679e-02    3.88218679e-02
2668     1.33400000e-01    9.76704540e-02    9.59498601e-02    3.88280218e-02    3.88280218e-02
2669     1.33450000e-01    9.76766079e-02    9.59560139e-02    3.88341757e-02    3.88341757e-02
2670     1.33500000e-01    9.76827618e-02    9.59621678e-02    3.88403296e-02    3.88403296e-02
2671     1.33550000e-01    9.76889157e-02    9.59683217e-02    3.88464835e-02    3.88464835e-02
2672     1.33600000e-01    9.76950696e-02    9.59744756e-02    3.88526373e-02    3.88526373e-02
2673     1.33650000e-01    9.77012234e-02    9.59806295e-02    3.88587912e-02    3.88587912e-02
2674     1.33700000e-01    9.77073773e-02    9.59867834e-02    3.88649451e-02    3.88649451e-02
2675     1.33750000e-01    9.77135312e-02    9.59929372e-02    3.88710990e-02    3.88710990e-02
2676     1.33800000e-01    9.77196851e-02    9.59990911e-02    3.88772529e-02    3.88772529e-02
2677     1.33850000e-01    9.77258390e-02    9.60052450e-02    3.88834067e-02    3.88834067e-02
2678     1.33900000e-01    9.77319929e-02    9.60113989e-02    3.88895606e-02    3.88895606e-02
2679     1.33950000e-01    9.77381467e-02    9.60175528e-02    3.88957145e-02    3.88957145e-02
2680     1.34000000e-01    9.77440056e-02    9.60234116e-02    3.89015733e-02    3.89015733e-02
2681     1.34050000e-01    9.77490935e-02    9.60284996e-02    3.89066613e-02    3.89066613e-02
2682     1.34100000e-01    9.77541815e-02    9.60335875e-02    3.89117493e-02    3.89117493e-02
2683     1.34150000e-01    9.77592695e-02    9.60386755e-02    3.89168373e-02    3.89168373e-02
2684     1.34200000e-01    9.77643575e-02    9.60437635e-02    3.89219252e-02    3.89219252e-02
2685     1.34250000e-01    9.77694455e-02    9.60488515e-02    3.89270132e-02    3.89270132e-02
2686     1.34300000e-01    9.77745334e-02    9.60539395e-02    3.89321012e-02    3.89321012e-02
2687     1.34350000e-01    9.77796214e-02    9.60590274e-02    3.89371892e-02    3.89371892e-02
2688     1.34400000e-01    9.77847094e-02    9.60641154e-02    3.89422772e-02    3.89422772e-02
2689     1.34450000e-01    9.77897974e-02    9.60692034e-02    3.89473651e-02    3.89473651e-02
2690     1.34500000e-01    9.77948853e-02    9.60742914e-02    3.89524531e-02    3.89524531e-02
2691     1.34550000e-01    9.77999733e-02    9.60793793e-02    3.89575411e-02    3.89575411e-02
2692     1.34600000e-01    9.78050613e-02    9.60844673e-02    3.89626291e-02    3.89626291e-02
2693     1.34650000e-01    9.78101493e-02    9.60895553e-02    3.89677170e-02    3.89677170e-02
2694     1.34700000e-01    9.78152373e-02    9.60946433e-02    3.89728050e-02    3.89728050e-02
2695     1.34750000e-01    9.78203252e-02    9.60997313e-02    3.89778930e-02    3.89778930e-02
2696     1.34800000e-01    9.78254132e-02    9.61048192e-02    3.89829810e-02    3.89829810e-02
2697     1.34850000e-01    9.78305012e-02    9.61099072e-02    3.89880690e-02    3.89880690e-02
2698     1.34900000e-01    9.78355892e-02    9.61149952e-02    3.89931569e-02    3.89931569e-02
2699     1.34950000e-01    9.78406771e-02    9.61200832e-02    3.89982449e-02    3.89982449e-02
2700     1.35000000e-01    9.78457651e-02    9.61251711e-02    3.90033329e-02    3.90033329e-02
2701     1.35050000e-01    9.78508531e-02    9.61302591e-02    3.90084209e-02    3.90084209e-02
2702     1.35100000e-01    9.78559411e-02    9.61353471e-02    3.90135089e-02    3.90135089e-02
2703     1.35150000e-01    9.78610291e-02    9.61404351e-02    3.90185968e-02    3.90185968e-02
2704     1.35200000e-01    9.78661170e-02    9.61455231e-02    3.90236848e-02    3.90236848e-02
2705     1.35250000e-01    9.78712050e-02    9.61506110e-02    3.90287728e-02    3.90287728e-02
2706     1.35300000e-01    9.78762930e-02    9.61556990e-02    3.90338608e-02    3.90338608e-02
2707     1.35350000e-01    9.78813810e-02    9.61607870e-02    3.90389487e-02    3.90389487e-02
2708     1.35400000e-01    9.78864689e-02    9.61658750e-02    3.90440367e-02    3.90440367e-02
2709     1.35450000e-01    9.78915569e-02    9.61709629e-02    3.90491247e-02    3.90491247e-02
2710     1.35500000e-01    9.78966449e-02    9.61760509e-02    3.90542127e-02    3.90542127e-02
2711     1.35550000e-01    9.79017329e-02    9.61811389e-02    3.90593007e-02    3.90593007e-02
2712     1.35600000e-01    9.79068209e-02    9.61862269e-02    3.90643886e-02    3.90643886e-02
2713     1.35650000e-01    9.79119088e-02    9.61913149e-02    3.90694766e-02    3.90694766e-02
2714     1.35700000e-01    9.79169968e-02    9.61964028e-02    3.90745646e-02    3.90745646e-02
2715     1.35750000e-01    9.79220848e-02    9.62014908e-02    3.90796526e-02    3.90796526e-02
2716     1.35800000e-01    9.79271728e-02    9.62065788e-02    3.90847405e-02    3.90847405e-02
2717     1.35850000e-01    9.79322607e-02    9.62116668e-02    3.90898285e-02    3.90898285e-02
2718     1.35900000e-01    9.79373487e-02    9.62167547e-02    3.90949165e-02    3.90949165e-02
2719     1.35950000e-01    9.79424367e-02    9.62218427e-02    3.91000045e-02    3.91000045e-02
2720     1.36000000e-01    9.79475247e-02    9.62269307e-02    3.91050925e-02    3.91050925e-02
2721     1.36050000e-01    9.79526127e-02    9.62320187e-02    3.91101804e-02    3.91101804e-02
2722     1.36100000e-01    9.79577006e-02    9.62371067e-02    3.91152684e-02    3.91152684e-02
2723     1.36150000e-01    9.79627886e-02    9.62421946e-02    3.91203564e-02    3.91203564e-02
2724     1.36200000e-01    9.79678766e-02    9.62472826e-02    3.91254444e-02    3.91254444e-02
2725     1.36250000e-01    9.79729646e-02    9.62523706e-02    3.91305324e-02    3.91305324e-02
2726     1.36300000e-01    9.79780525e-02    9.62574586e-02    3.91356203e-02    3.91356203e-02
2727     1.36350000e-01    9.79831405e-02    9.62625465e-02    3.91407083e-02    3.91407083e-02
2728     1.36400000e-01    9.79882285e-02    9.62676345e-02    3.91457963e-02    3.91457963e-02
2729     1.36450000e-01    9.79933165e-02    9.62727225e-02    3.91508843e-02    3.91508843e-02
2730     1.36500000e-01    9.79984045e-02    9.62778105e-02    3.91559722e-02    3.91559722e-02
2731     1.36550000e-01    9.80034924e-02    9.62828985e-02    3.91610602e-02    3.91610602e-02
2732     1.36600000e-01    9.80085804e-02    9.62879864e-02    3.91661482e-02    3.91661482e-02
2733     1.36650000e-01    9.80136684e-02    9.62930744e-02    3.91712362e-02    3.91712362e-02
2734     1.36700000e-01    9.80187564e-02    9.62981624e-02    3.91763242e-02    3.91763242e-02
2735     1.36750000e-01    9.80238443e-02    9.63032504e-02    3.91814121e-02    3.91814121e-02
2736     1.36800000e-01    9.80289323e-02    9.63083383e-02    3.91865001e-02    3.91865001e-02
2737     1.36850000e-01    9.80340203e-02    9.63134263e-02    3.91915881e-02    3.91915881e-02
2738     1.36900000e-01    9.80391083e-02    9.63185143e-02    3.91966761e-02    3.91966761e-02
2739     1.36950000e-01    9.80441963e-02    9.63236023e-02    3.92017640e-02    3.92017640e-02
2740     1.37000000e-01    9.80492842e-02    9.63286903e-02    3.92068520e-02    3.92068520e-02
2741     1.37050000e-01    9.80543722e-02    9.63337782e-02    3.92119400e-02    3.92119400e-02
2742     1.37100000e-01    9.80594602e-02    9.63388662e-02    3.92170280e-02    3.92170280e-02
2743     1.37150000e-01    9.80645482e-02    9.63439542e-02    3.92221160e-02    3.92221160e-02
2744     1.37200000e-01    9.80696361e-02    9.63490422e-02    3.92272039e-02    3.92272039e-02
2745     1.37250000e-01    9.80747241e-02    9.63541301e-02    3.92322919e-02    3.92322919e-02
2746     1.37300000e-01    9.80798121e-02    9.63592181e-02    3.92373799e-02    3.92373799e-02
2747     1.37350000e-01    9.80849001e-02    9.63643061e-02    3.92424679e-02    3.92424679e-02
2748     1.37400000e-01    9.80899881e-02    9.63693941e-02    3.92475559e-02    3.92475559e-02
2749     1.37450000e-01    9.80950760e-02    9.63744821e-02    3.92526438e-02    3.92526438e-02
2750     1.37500000e-01    9.81001640e-02    9.63795700e-02    3.92577318e-02    3.92577318e-02
2751     1.37550000e-01    9.81052520e-02    9.63846580e-02    3.92628198e-02    3.92628198e-02
2752     1.37600000e-01    9.81103400e-02    9.63897460e-02    3.92679078e-02    3.92679078e-02
2753     1.37650000e-01    9.81154279e-02    9.63948340e-02    3.92729957e-02    3.92729957e-02
2754     1.37700000e-01    9.81205159e-02    9.63999219e-02    3.92780837e-02    3.92780837e-02
2755     1.37750000e-01    9.81256039e-02    9.64050099e-02    3.92831717e-02    3.92831717e-02
2756     1.37800000e-01    9.81306919e-02    9.64100979e-02    3.92882597e-02    3.92882597e-02
2757     1.37850000e-01    9.81357799e-02    9.64151859e-02    3.92933477e-02    3.92933477e-02
2758     1.37900000e-01    9.81408678e-02    9.64202739e-02    3.92984356e-02    3.92984356e-02
2759     1.37950000e-01    9.81459558e-02    9.64253618e-02    3.93035236e-02    3.93035236e-02
2760     1.38000000e-01    9.81510438e-02    9.64304498e-02    3.93086116e-02    3.93086116e-02
2761     1.38050000e-01    9.81561318e-02    9.64355378e-02    3.93136996e-02    3.93136996e-02
2762     1.38100000e-01    9.81612197e-02    9.64406258e-02    3.93187875e-02    3.93187875e-02
2763     1.38150000e-01    9.81663077e-02    9.64457137e-02    3.93238755e-02    3.93238755e-02
2764     1.38200000e-01    9.81713957e-02    9.64508017e-02    3.93289635e-02    3.93289635e-02
2765     1.38250000e-01    9.81764837e-02    9.64558897e-02    3.93340515e-02    3.93340515e-02
2766     1.38300000e-01    9.81815717e-02    9.64609777e-02    3.93391395e-02    3.93391395e-02
2767     1.38350000e-01    9.81866596e-02    9.64660657e-02    3.93442274e-02    3.93442274e-02
2768     1.38400000e-01    9.81917476e-02    9.64711536e-02    3.93493154e-02    3.93493154e-02
2769     1.38450000e-01    9.81968356e-02    9.64762416e-02    3.93544034e-02    3.93544034e-02
2770     1.38500000e-01    9.82019236e-02    9.64813296e-02    3.93594914e-02    3.93594914e-02
2771     1.38550000e-01    9.82070115e-02    9.64864176e-02    3.93645793e-02    3.93645793e-02
2772     1.38600000e-01    9.82120995e-02    9.64915055e-02    3.93696673e-02    3.93696673e-02
2773     1.38650000e-01    9.82171875e-02    9.64965935e-02    3.93747553e-02    3.93747553e-02
2774     1.38700000e-01    9.82222755e-02    9.65016815e-02    3.93798433e-02    3.93798433e-02
2775     1.38750000e-01    9.82273635e-02    9.65067695e-02    3.93849313e-02    3.93849313e-02
2776     1.38800000e-01    9.82324514e-02    9.65118575e-02    3.93900192e-02    3.93900192e-02
2777     1.38850000e-01    9.82375394e-02    9.65169454e-02    3.93951072e-02    3.93951072e-02
2778     1.38900000e-01    9.82426274e-02    9.65220334e-02    3.94001952e-02    3.94001952e-02
2779     1.38950000e-01    9.82477154e-02    9.65271214e-02    3.94052832e-02    3.94052832e-02
2780     1.39000000e-01    9.82528033e-02    9.65322094e-02    3.94103712e-02    3.94103712e-02
2781     1.39050000e-01    9.82578913e-02    9.65372973e-02    3.94154591e-02    3.94154591e-02
2782     1.39100000e-01    9.82629793e-02    9.65423853e-02    3.94205471e-02    3.94205471e-02
