Index       TIME             V(IN1)            V(OUT)      
1032     5.16000000e-02   -6.32218562e-02   -7.69527109e-02
1033     5.16500000e-02   -6.31182593e-02   -7.69515811e-02
1034     5.17000000e-02   -6.30146639e-02   -7.69504045e-02
1035     5.17500000e-02   -6.29110765e-02   -7.69491861e-02
1036     5.18000000e-02   -6.28075065e-02   -7.69479294e-02
1037     5.18500000e-02   -6.27039599e-02   -7.69466365e-02
1038     5.19000000e-02   -6.26004458e-02   -7.69453088e-02
1039     5.19500000e-02   -6.24969698e-02   -7.69439473e-02
1040     5.20000000e-02   -6.23935405e-02   -7.69425524e-02
1041     5.20500000e-02   -6.22901632e-02   -7.69411243e-02
1042     5.21000000e-02   -6.21868461e-02   -7.69396629e-02
1043     5.21500000e-02   -6.20835941e-02   -7.69381681e-02
1044     5.22000000e-02   -6.19804150e-02   -7.69366395e-02
1045     5.22500000e-02   -6.18773133e-02   -7.69350768e-02
1046     5.23000000e-02   -6.17742962e-02   -7.69334795e-02
1047     5.23500000e-02   -6.16713679e-02   -7.69318470e-02
1048     5.24000000e-02   -6.15685352e-02   -7.69301789e-02
1049     5.24500000e-02   -6.14658016e-02   -7.69284744e-02
1050     5.25000000e-02   -6.13631735e-02   -7.69267330e-02
1051     5.25500000e-02   -6.12606541e-02   -7.69249540e-02
1052     5.26000000e-02   -6.11582492e-02   -7.69231366e-02
1053     5.26500000e-02   -6.10559615e-02   -7.69212802e-02
1054     5.27000000e-02   -6.09537963e-02   -7.69193839e-02
1055     5.27500000e-02   -6.08517556e-02   -7.69174469e-02
1056     5.28000000e-02   -6.07498445e-02   -7.69154685e-02
1057     5.28500000e-02   -6.06480644e-02   -7.69134479e-02
1058     5.29000000e-02   -6.05464197e-02   -7.69113840e-02
1059     5.29500000e-02   -6.04449113e-02   -7.69092761e-02
1060     5.30000000e-02   -6.03435432e-02   -7.69071232e-02
1061     5.30500000e-02   -6.02423156e-02   -7.69049244e-02
1062     5.31000000e-02   -6.01412319e-02   -7.69026787e-02
1063     5.31500000e-02   -6.00402920e-02   -7.69003851e-02
1064     5.32000000e-02   -5.99394985e-02   -7.68980426e-02
1065     5.32500000e-02   -5.98388507e-02   -7.68956501e-02
1066     5.33000000e-02   -5.97383507e-02   -7.68932064e-02
1067     5.33500000e-02   -5.96379972e-02   -7.68907106e-02
1068     5.34000000e-02   -5.95377917e-02   -7.68881614e-02
1069     5.34500000e-02   -5.94377323e-02   -7.68855577e-02
1070     5.35000000e-02   -5.93378200e-02   -7.68828982e-02
1071     5.35500000e-02   -5.92380520e-02   -7.68801817e-02
1072     5.36000000e-02   -5.91384288e-02   -7.68774069e-02
1073     5.36500000e-02   -5.90389471e-02   -7.68745726e-02
1074     5.37000000e-02   -5.89396067e-02   -7.68716773e-02
1075     5.37500000e-02   -5.88404037e-02   -7.68687198e-02
1076     5.38000000e-02   -5.87413371e-02   -7.68656986e-02
1077     5.38500000e-02   -5.86424024e-02   -7.68626122e-02
1078     5.39000000e-02   -5.85435979e-02   -7.68594592e-02
1079     5.39500000e-02   -5.84449185e-02   -7.68562382e-02
1080     5.40000000e-02   -5.83463619e-02   -7.68529475e-02
1081     5.40500000e-02   -5.82479222e-02   -7.68495856e-02
1082     5.41000000e-02   -5.81495963e-02   -7.68461510e-02
1083     5.41500000e-02   -5.80513777e-02   -7.68426419e-02
1084     5.42000000e-02   -5.79532625e-02   -7.68390568e-02
1085     5.42500000e-02   -5.78552435e-02   -7.68353939e-02
1086     5.43000000e-02   -5.77573161e-02   -7.68316516e-02
1087     5.43500000e-02   -5.76594722e-02   -7.68278281e-02
1088     5.44000000e-02   -5.75617066e-02   -7.68239216e-02
1089     5.44500000e-02   -5.74640101e-02   -7.68199303e-02
1090     5.45000000e-02   -5.73663769e-02   -7.68158524e-02
1091     5.45500000e-02   -5.72687969e-02   -7.68116860e-02
1092     5.46000000e-02   -5.71712634e-02   -7.68074293e-02
1093     5.46500000e-02   -5.70737654e-02   -7.68030804e-02
1094     5.47000000e-02   -5.69762953e-02   -7.67986374e-02
1095     5.47500000e-02   -5.68788413e-02   -7.67940982e-02
1096     5.48000000e-02   -5.67813946e-02   -7.67894611e-02
1097     5.48500000e-02   -5.66839424e-02   -7.67847238e-02
1098     5.49000000e-02   -5.65864749e-02   -7.67798846e-02
1099     5.49500000e-02   -5.64889782e-02   -7.67749413e-02
1100     5.50000000e-02   -5.63914415e-02   -7.67698919e-02
1101     5.50500000e-02   -5.62938496e-02   -7.67647344e-02
1102     5.51000000e-02   -5.61961905e-02   -7.67594667e-02
1103     5.51500000e-02   -5.60984477e-02   -7.67540867e-02
1104     5.52000000e-02   -5.60006078e-02   -7.67485925e-02
1105     5.52500000e-02   -5.59026531e-02   -7.67429818e-02
1106     5.53000000e-02   -5.58045686e-02   -7.67372527e-02
1107     5.53500000e-02   -5.57063350e-02   -7.67314029e-02
1108     5.54000000e-02   -5.56079359e-02   -7.67254305e-02
1109     5.54500000e-02   -5.55093501e-02   -7.67193333e-02
1110     5.55000000e-02   -5.54105594e-02   -7.67131092e-02
1111     5.55500000e-02   -5.53115410e-02   -7.67067561e-02
1112     5.56000000e-02   -5.52122744e-02   -7.67002719e-02
1113     5.56500000e-02   -5.51127347e-02   -7.66936546e-02
1114     5.57000000e-02   -5.50128993e-02   -7.66869020e-02
1115     5.57500000e-02   -5.49127408e-02   -7.66800121e-02
1116     5.58000000e-02   -5.48122341e-02   -7.66729828e-02
1117     5.58500000e-02   -5.47113492e-02   -7.66658121e-02
1118     5.59000000e-02   -5.46100580e-02   -7.66584978e-02
1119     5.59500000e-02   -5.45083274e-02   -7.66510381e-02
1120     5.60000000e-02   -5.44061262e-02   -7.66434308e-02
1121     5.60500000e-02   -5.43034177e-02   -7.66356741e-02
1122     5.61000000e-02   -5.42001669e-02   -7.66277658e-02
1123     5.61500000e-02   -5.40963331e-02   -7.66197040e-02
1124     5.62000000e-02   -5.39918769e-02   -7.66114869e-02
1125     5.62500000e-02   -5.38867531e-02   -7.66031125e-02
1126     5.63000000e-02   -5.37809172e-02   -7.65945789e-02
1127     5.63500000e-02   -5.36743183e-02   -7.65858842e-02
1128     5.64000000e-02   -5.35669064e-02   -7.65770266e-02
1129     5.64500000e-02   -5.34586245e-02   -7.65680042e-02
1130     5.65000000e-02   -5.33494155e-02   -7.65588154e-02
1131     5.65500000e-02   -5.32392149e-02   -7.65494583e-02
1132     5.66000000e-02   -5.31279577e-02   -7.65399312e-02
1133     5.66500000e-02   -5.30155704e-02   -7.65302324e-02
1134     5.67000000e-02   -5.29019787e-02   -7.65203603e-02
1135     5.67500000e-02   -5.27870989e-02   -7.65103132e-02
1136     5.68000000e-02   -5.26708449e-02   -7.65000895e-02
1137     5.68500000e-02   -5.25531208e-02   -7.64896876e-02
1138     5.69000000e-02   -5.24338272e-02   -7.64791060e-02
1139     5.69500000e-02   -5.23128529e-02   -7.64683433e-02
1140     5.70000000e-02   -5.21900823e-02   -7.64573978e-02
1141     5.70500000e-02   -5.20653862e-02   -7.64462683e-02
1142     5.71000000e-02   -5.19386291e-02   -7.64349532e-02
1143     5.71500000e-02   -5.18096599e-02   -7.64234513e-02
1144     5.72000000e-02   -5.16783187e-02   -7.64117612e-02
1145     5.72500000e-02   -5.15444277e-02   -7.63998815e-02
1146     5.73000000e-02   -5.14077968e-02   -7.63878112e-02
1147     5.73500000e-02   -5.12682151e-02   -7.63755488e-02
1148     5.74000000e-02   -5.11254555e-02   -7.63630933e-02
1149     5.74500000e-02   -5.09792653e-02   -7.63504434e-02
1150     5.75000000e-02   -5.08293710e-02   -7.63375980e-02
1151     5.75500000e-02   -5.06754675e-02   -7.63245561e-02
1152     5.76000000e-02   -5.05172225e-02   -7.63113165e-02
1153     5.76500000e-02   -5.03542645e-02   -7.62978782e-02
1154     5.77000000e-02   -5.01861859e-02   -7.62842402e-02
1155     5.77500000e-02   -5.00125300e-02   -7.62704016e-02
1156     5.78000000e-02   -4.98327920e-02   -7.62563613e-02
1157     5.78500000e-02   -4.96464042e-02   -7.62421184e-02
1158     5.79000000e-02   -4.94527348e-02   -7.62276720e-02
1159     5.79500000e-02   -4.92510699e-02   -7.62130212e-02
1160     5.80000000e-02   -4.90406091e-02   -7.61981651e-02
1161     5.80500000e-02   -4.88204439e-02   -7.61831029e-02
1162     5.81000000e-02   -4.85895476e-02   -7.61678337e-02
1163     5.81500000e-02   -4.83467472e-02   -7.61523567e-02
1164     5.82000000e-02   -4.80907071e-02   -7.61366710e-02
1165     5.82500000e-02   -4.78198905e-02   -7.61207758e-02
1166     5.83000000e-02   -4.75325317e-02   -7.61046703e-02
1167     5.83500000e-02   -4.72265840e-02   -7.60883536e-02
1168     5.84000000e-02   -4.68996731e-02   -7.60718249e-02
1169     5.84500000e-02   -4.65490227e-02   -7.60550834e-02
1170     5.85000000e-02   -4.61713790e-02   -7.60381280e-02
1171     5.85500000e-02   -4.57628994e-02   -7.60209580e-02
1172     5.86000000e-02   -4.53190287e-02   -7.60035724e-02
1173     5.86500000e-02   -4.48343337e-02   -7.59859702e-02
1174     5.87000000e-02   -4.43022905e-02   -7.59681504e-02
1175     5.87500000e-02   -4.37150278e-02   -7.59501119e-02
1176     5.88000000e-02   -4.30629772e-02   -7.59318536e-02
1177     5.88500000e-02   -4.23344338e-02   -7.59133741e-02
1178     5.89000000e-02   -4.15150208e-02   -7.58946724e-02
1179     5.89500000e-02   -4.05869219e-02   -7.58757467e-02
1180     5.90000000e-02   -3.95279886e-02   -7.58565958e-02
1181     5.90500000e-02   -3.83105568e-02   -7.58372178e-02
1182     5.91000000e-02   -3.68999935e-02   -7.58176110e-02
1183     5.91500000e-02   -3.52530501e-02   -7.57977733e-02
1184     5.92000000e-02   -3.33160081e-02   -7.57777026e-02
1185     5.92500000e-02   -3.10231318e-02   -7.57573963e-02
1186     5.93000000e-02   -2.82963035e-02   -7.57368519e-02
1187     5.93500000e-02   -2.50475968e-02   -7.57160661e-02
1188     5.94000000e-02   -2.11880858e-02   -7.56950357e-02
1189     5.94500000e-02   -1.66477275e-02   -7.56737570e-02
1190     5.95000000e-02   -1.14114511e-02   -7.56522255e-02
1191     5.95500000e-02   -5.57099514e-03   -7.56304366e-02
1192     5.96000000e-02    6.24304978e-04   -7.56083847e-02
1193     5.96500000e-02    6.75710706e-03   -7.55860637e-02
1194     5.97000000e-02    1.23123004e-02   -7.55634665e-02
1195     5.97500000e-02    1.68199591e-02   -7.55405849e-02
1196     5.98000000e-02    1.99952748e-02   -7.55174095e-02
1197     5.98500000e-02    2.17915859e-02   -7.54939292e-02
1198     5.99000000e-02    2.23519096e-02   -7.54701313e-02
1199     5.99500000e-02    2.19133424e-02   -7.54460006e-02
1200     6.00000000e-02    2.07245538e-02   -7.54215190e-02
1201     6.00500000e-02    1.90008110e-02   -7.53966646e-02
1202     6.01000000e-02    1.69105455e-02   -7.53714112e-02
1203     6.01500000e-02    1.45786828e-02   -7.53457263e-02
1204     6.02000000e-02    1.20955247e-02   -7.53195695e-02
1205     6.02500000e-02    9.52570854e-03   -7.52928905e-02
1206     6.03000000e-02    6.91538952e-03   -7.52656254e-02
1207     6.03500000e-02    4.29752051e-03   -7.52376928e-02
1208     6.04000000e-02    1.69556777e-03   -7.52089883e-02
1209     6.04500000e-02   -8.73873703e-04   -7.51793776e-02
1210     6.05000000e-02   -3.39925299e-03   -7.51486875e-02
1211     6.05500000e-02   -5.87274520e-03   -7.51166949e-02
1212     6.06000000e-02   -8.28931309e-03   -7.50831123e-02
1213     6.06500000e-02   -1.06460077e-02   -7.50475709e-02
1214     6.07000000e-02   -1.29414730e-02   -7.50095986e-02
1215     6.07500000e-02   -1.51755759e-02   -7.49685936e-02
1216     6.08000000e-02   -1.73491635e-02   -7.49237918e-02
1217     6.08500000e-02   -1.94638919e-02   -7.48742263e-02
1218     6.09000000e-02   -2.15221416e-02   -7.48186780e-02
1219     6.09500000e-02   -2.35269679e-02   -7.47556154e-02
1220     6.10000000e-02   -2.54821053e-02   -7.46831191e-02
1221     6.10500000e-02   -2.73919735e-02   -7.45987909e-02
1222     6.11000000e-02   -2.92617040e-02   -7.44996400e-02
1223     6.11500000e-02   -3.10971370e-02   -7.43819446e-02
1224     6.12000000e-02   -3.29048078e-02   -7.42410798e-02
1225     6.12500000e-02   -3.46918739e-02   -7.40713071e-02
1226     6.13000000e-02   -3.64660011e-02   -7.38655137e-02
1227     6.13500000e-02   -3.82351549e-02   -7.36148911e-02
1228     6.14000000e-02   -4.00073082e-02   -7.33085389e-02
1229     6.14500000e-02   -4.17900005e-02   -7.29329747e-02
1230     6.15000000e-02   -4.35897490e-02   -7.24715280e-02
1231     6.15500000e-02   -4.54112470e-02   -7.19035887e-02
1232     6.16000000e-02   -4.72563745e-02   -7.12036729e-02
1233     6.16500000e-02   -4.91230212e-02   -7.03402564e-02
1234     6.17000000e-02   -5.10038805e-02   -6.92743054e-02
1235     6.17500000e-02   -5.28854209e-02   -6.79574037e-02
1236     6.18000000e-02   -5.47474449e-02   -6.63293131e-02
1237     6.18500000e-02   -5.65636442e-02   -6.43146859e-02
1238     6.19000000e-02   -5.83035351e-02   -6.18183957e-02
1239     6.19500000e-02   -5.99357488e-02   -5.87184006e-02
1240     6.20000000e-02   -6.14321807e-02   -5.48538041e-02
1241     6.20500000e-02   -6.27719392e-02   -5.00029888e-02
1242     6.21000000e-02   -6.39439803e-02   -4.38409703e-02
1243     6.21500000e-02   -6.49476704e-02   -3.58573611e-02
1244     6.22000000e-02   -6.57913629e-02   -2.52319582e-02
1245     6.22500000e-02   -6.64898219e-02   -1.08574073e-02
1246     6.23000000e-02   -6.70564376e-02    7.68019395e-03
1247     6.23500000e-02   -6.75163500e-02    2.66627474e-02
1248     6.24000000e-02   -6.78864493e-02    3.98780323e-02
1249     6.24500000e-02   -6.81817056e-02    4.52423545e-02
1250     6.25000000e-02   -6.84149285e-02    4.61391343e-02
1251     6.25500000e-02   -6.85968246e-02    4.57376322e-02
1252     6.26000000e-02   -6.87362121e-02    4.49875381e-02
1253     6.26500000e-02   -6.88403035e-02    4.40172574e-02
1254     6.27000000e-02   -6.89144136e-02    4.28442476e-02
1255     6.27500000e-02   -6.89626765e-02    4.14737159e-02
1256     6.28000000e-02   -6.89907911e-02    3.99305314e-02
1257     6.28500000e-02   -6.90018673e-02    3.82276123e-02
1258     6.29000000e-02   -6.89984811e-02    3.63792722e-02
1259     6.29500000e-02   -6.89827786e-02    3.44008891e-02
1260     6.30000000e-02   -6.89565540e-02    3.23084294e-02
1261     6.30500000e-02   -6.89213126e-02    3.01179659e-02
1262     6.31000000e-02   -6.88783237e-02    2.78452542e-02
1263     6.31500000e-02   -6.88285237e-02    2.55041643e-02
1264     6.32000000e-02   -6.87726484e-02    2.31078928e-02
1265     6.32500000e-02   -6.87118798e-02    2.06735773e-02
1266     6.33000000e-02   -6.86468525e-02    1.82127005e-02
1267     6.33500000e-02   -6.85781060e-02    1.57354362e-02
1268     6.34000000e-02   -6.85061030e-02    1.32506514e-02
1269     6.34500000e-02   -6.84312394e-02    1.07659374e-02
1270     6.35000000e-02   -6.83538541e-02    8.28766755e-03
1271     6.35500000e-02   -6.82742402e-02    5.82107081e-03
1272     6.36000000e-02   -6.81926062e-02    3.37076212e-03
1273     6.36500000e-02   -6.81091121e-02    9.41024311e-04
1274     6.37000000e-02   -6.80240683e-02   -1.46713700e-03
1275     6.37500000e-02   -6.79376326e-02   -3.85239444e-03
1276     6.38000000e-02   -6.78499399e-02   -6.21414781e-03
1277     6.38500000e-02   -6.77611087e-02   -8.55248156e-03
1278     6.39000000e-02   -6.76712420e-02   -1.08681506e-02
1279     6.39500000e-02   -6.75804290e-02   -1.31626027e-02
1280     6.40000000e-02   -6.74887499e-02   -1.54380479e-02
1281     6.40500000e-02   -6.73962550e-02   -1.76973231e-02
1282     6.41000000e-02   -6.73029804e-02   -1.99447162e-02
1283     6.41500000e-02   -6.72090301e-02   -2.21872620e-02
1284     6.42000000e-02   -6.71144524e-02   -2.44328921e-02
1285     6.42500000e-02   -6.70192881e-02   -2.66920446e-02
1286     6.43000000e-02   -6.69235750e-02   -2.89783643e-02
1287     6.43500000e-02   -6.68273471e-02   -3.13095322e-02
1288     6.44000000e-02   -6.67306343e-02   -3.37081890e-02
1289     6.44500000e-02   -6.66334656e-02   -3.62028519e-02
1290     6.45000000e-02   -6.65358553e-02   -3.88326606e-02
1291     6.45500000e-02   -6.64378132e-02   -4.16517389e-02
1292     6.46000000e-02   -6.63393875e-02   -4.46969905e-02
1293     6.46500000e-02   -6.62405994e-02   -4.80105913e-02
1294     6.47000000e-02   -6.61414666e-02   -5.16160406e-02
1295     6.47500000e-02   -6.60420068e-02   -5.54936476e-02
1296     6.48000000e-02   -6.59422367e-02   -5.95488556e-02
1297     6.48500000e-02   -6.58421711e-02   -6.35885742e-02
1298     6.49000000e-02   -6.57418262e-02   -6.73358275e-02
1299     6.49500000e-02   -6.56412086e-02   -7.04889066e-02
1300     6.50000000e-02   -6.55403242e-02   -7.28364174e-02
1301     6.50500000e-02   -6.54392020e-02   -7.44501704e-02
1302     6.51000000e-02   -6.53378560e-02   -7.54785087e-02
1303     6.51500000e-02   -6.52362976e-02   -7.60996501e-02
1304     6.52000000e-02   -6.51345391e-02   -7.64630463e-02
1305     6.52500000e-02   -6.50325922e-02   -7.66725627e-02
1306     6.53000000e-02   -6.49304616e-02   -7.67914697e-02
1307     6.53500000e-02   -6.48281667e-02   -7.68610239e-02
1308     6.54000000e-02   -6.47257150e-02   -7.69015506e-02
1309     6.54500000e-02   -6.46231185e-02   -7.69254124e-02
1310     6.55000000e-02   -6.45203868e-02   -7.69395638e-02
1311     6.55500000e-02   -6.44175315e-02   -7.69479613e-02
1312     6.56000000e-02   -6.43145618e-02   -7.69528885e-02
1313     6.56500000e-02   -6.42114889e-02   -7.69556842e-02
1314     6.57000000e-02   -6.41083216e-02   -7.69571461e-02
1315     6.57500000e-02   -6.40050708e-02   -7.69577570e-02
1316     6.58000000e-02   -6.39017450e-02   -7.69578137e-02
1317     6.58500000e-02   -6.37983548e-02   -7.69575016e-02
1318     6.59000000e-02   -6.36949082e-02   -7.69569377e-02
1319     6.59500000e-02   -6.35914155e-02   -7.69561973e-02
1320     6.60000000e-02   -6.34878844e-02   -7.69553291e-02
1321     6.60500000e-02   -6.33843248e-02   -7.69543650e-02
1322     6.61000000e-02   -6.32807442e-02   -7.69533263e-02
1323     6.61500000e-02   -6.31771522e-02   -7.69522272e-02
1324     6.62000000e-02   -6.30735558e-02   -7.69510771e-02
1325     6.62500000e-02   -6.29699642e-02   -7.69498824e-02
1326     6.63000000e-02   -6.28663842e-02   -7.69486475e-02
1327     6.63500000e-02   -6.27628247e-02   -7.69473752e-02
1328     6.64000000e-02   -6.26592921e-02   -7.69460673e-02
1329     6.64500000e-02   -6.25557948e-02   -7.69447251e-02
1330     6.65000000e-02   -6.24523389e-02   -7.69433492e-02
1331     6.65500000e-02   -6.23489324e-02   -7.69419400e-02
1332     6.66000000e-02   -6.22455811e-02   -7.69404976e-02
1333     6.66500000e-02   -6.21422925e-02   -7.69390219e-02
1334     6.67000000e-02   -6.20390720e-02   -7.69375126e-02
1335     6.67500000e-02   -6.19359267e-02   -7.69359694e-02
1336     6.68000000e-02   -6.18328615e-02   -7.69343918e-02
1337     6.68500000e-02   -6.17298832e-02   -7.69327794e-02
1338     6.69000000e-02   -6.16269961e-02   -7.69311317e-02
1339     6.69500000e-02   -6.15242067e-02   -7.69294480e-02
1340     6.70000000e-02   -6.14215187e-02   -7.69277277e-02
1341     6.70500000e-02   -6.13189380e-02   -7.69259701e-02
1342     6.71000000e-02   -6.12164681e-02   -7.69241747e-02
1343     6.71500000e-02   -6.11141143e-02   -7.69223405e-02
1344     6.72000000e-02   -6.10118795e-02   -7.69204670e-02
1345     6.72500000e-02   -6.09097686e-02   -7.69185532e-02
1346     6.73000000e-02   -6.08077840e-02   -7.69165985e-02
1347     6.73500000e-02   -6.07059300e-02   -7.69146020e-02
1348     6.74000000e-02   -6.06042084e-02   -7.69125628e-02
1349     6.74500000e-02   -6.05026232e-02   -7.69104801e-02
1350     6.75000000e-02   -6.04011755e-02   -7.69083529e-02
1351     6.75500000e-02   -6.02998686e-02   -7.69061803e-02
1352     6.76000000e-02   -6.01987033e-02   -7.69039614e-02
1353     6.76500000e-02   -6.00976824e-02   -7.69016952e-02
1354     6.77000000e-02   -5.99968058e-02   -7.68993806e-02
1355     6.77500000e-02   -5.98960759e-02   -7.68970166e-02
1356     6.78000000e-02   -5.97954921e-02   -7.68946022e-02
1357     6.78500000e-02   -5.96950560e-02   -7.68921362e-02
1358     6.79000000e-02   -5.95947667e-02   -7.68896174e-02
1359     6.79500000e-02   -5.94946250e-02   -7.68870449e-02
1360     6.80000000e-02   -5.93946293e-02   -7.68844172e-02
1361     6.80500000e-02   -5.92947800e-02   -7.68817333e-02
1362     6.81000000e-02   -5.91950749e-02   -7.68789918e-02
1363     6.81500000e-02   -5.90955136e-02   -7.68761915e-02
1364     6.82000000e-02   -5.89960932e-02   -7.68733310e-02
1365     6.82500000e-02   -5.88968129e-02   -7.68704091e-02
1366     6.83000000e-02   -5.87976691e-02   -7.68674242e-02
1367     6.83500000e-02   -5.86986603e-02   -7.68643751e-02
1368     6.84000000e-02   -5.85997822e-02   -7.68612601e-02
1369     6.84500000e-02   -5.85010327e-02   -7.68580780e-02
1370     6.85000000e-02   -5.84024067e-02   -7.68548271e-02
1371     6.85500000e-02   -5.83039015e-02   -7.68515059e-02
1372     6.86000000e-02   -5.82055114e-02   -7.68481128e-02
1373     6.86500000e-02   -5.81072328e-02   -7.68446462e-02
1374     6.87000000e-02   -5.80090593e-02   -7.68411046e-02
1375     6.87500000e-02   -5.79109867e-02   -7.68374861e-02
1376     6.88000000e-02   -5.78130078e-02   -7.68337891e-02
1377     6.88500000e-02   -5.77151175e-02   -7.68300120e-02
1378     6.89000000e-02   -5.76173080e-02   -7.68261529e-02
1379     6.89500000e-02   -5.75195733e-02   -7.68222100e-02
1380     6.90000000e-02   -5.74219048e-02   -7.68181815e-02
1381     6.90500000e-02   -5.73242958e-02   -7.68140657e-02
1382     6.91000000e-02   -5.72267366e-02   -7.68098606e-02
1383     6.91500000e-02   -5.71292196e-02   -7.68055644e-02
1384     6.92000000e-02   -5.70317345e-02   -7.68011751e-02
1385     6.92500000e-02   -5.69342726e-02   -7.67966908e-02
1386     6.93000000e-02   -5.68368226e-02   -7.67921096e-02
1387     6.93500000e-02   -5.67393748e-02   -7.67874295e-02
1388     6.94000000e-02   -5.66419169e-02   -7.67826485e-02
1389     6.94500000e-02   -5.65444383e-02   -7.67777646e-02
1390     6.95000000e-02   -5.64469253e-02   -7.67727758e-02
1391     6.95500000e-02   -5.63493663e-02   -7.67676800e-02
1392     6.96000000e-02   -5.62517465e-02   -7.67624752e-02
1393     6.96500000e-02   -5.61540528e-02   -7.67571594e-02
1394     6.97000000e-02   -5.60562693e-02   -7.67517304e-02
1395     6.97500000e-02   -5.59583815e-02   -7.67461862e-02
1396     6.98000000e-02   -5.58603720e-02   -7.67405247e-02
1397     6.98500000e-02   -5.57622250e-02   -7.67347438e-02
1398     6.99000000e-02   -5.56639213e-02   -7.67288414e-02
1399     6.99500000e-02   -5.55654435e-02   -7.67228154e-02
1400     7.00000000e-02   -5.54667708e-02   -7.67166637e-02
1401     7.00500000e-02   -5.53678839e-02   -7.67103843e-02
1402     7.01000000e-02   -5.52687600e-02   -7.67039749e-02
1403     7.01500000e-02   -5.51693777e-02   -7.66974336e-02
1404     7.02000000e-02   -5.50697121e-02   -7.66907582e-02
1405     7.02500000e-02   -5.49697396e-02   -7.66839467e-02
1406     7.03000000e-02   -5.48694328e-02   -7.66769970e-02
1407     7.03500000e-02   -5.47687655e-02   -7.66699070e-02
1408     7.04000000e-02   -5.46677076e-02   -7.66626746e-02
1409     7.04500000e-02   -5.45662297e-02   -7.66552980e-02
1410     7.05000000e-02   -5.44642985e-02   -7.66477749e-02
1411     7.05500000e-02   -5.43618814e-02   -7.66401034e-02
1412     7.06000000e-02   -5.42589416e-02   -7.66322816e-02
1413     7.06500000e-02   -5.41554425e-02   -7.66243074e-02
1414     7.07000000e-02   -5.40513432e-02   -7.66161790e-02
1415     7.07500000e-02   -5.39466024e-02   -7.66078943e-02
1416     7.08000000e-02   -5.38411744e-02   -7.65994515e-02
1417     7.08500000e-02   -5.37350131e-02   -7.65908487e-02
1418     7.09000000e-02   -5.36280671e-02   -7.65820841e-02
1419     7.09500000e-02   -5.35202842e-02   -7.65731558e-02
1420     7.10000000e-02   -5.34116063e-02   -7.65640619e-02
1421     7.10500000e-02   -5.33019742e-02   -7.65548008e-02
1422     7.11000000e-02   -5.31913222e-02   -7.65453708e-02
1423     7.11500000e-02   -5.30795826e-02   -7.65357699e-02
1424     7.12000000e-02   -5.29666808e-02   -7.65259967e-02
1425     7.12500000e-02   -5.28525392e-02   -7.65160494e-02
1426     7.13000000e-02   -5.27370722e-02   -7.65059265e-02
1427     7.13500000e-02   -5.26201906e-02   -7.64956262e-02
1428     7.14000000e-02   -5.25017959e-02   -7.64851472e-02
1429     7.14500000e-02   -5.23817846e-02   -7.64744878e-02
1430     7.15000000e-02   -5.22600428e-02   -7.64636465e-02
1431     7.15500000e-02   -5.21364499e-02   -7.64526220e-02
1432     7.16000000e-02   -5.20108733e-02   -7.64414128e-02
1433     7.16500000e-02   -5.18831716e-02   -7.64300174e-02
1434     7.17000000e-02   -5.17531890e-02   -7.64184347e-02
1435     7.17500000e-02   -5.16207591e-02   -7.64066631e-02
1436     7.18000000e-02   -5.14856978e-02   -7.63947016e-02
1437     7.18500000e-02   -5.13478071e-02   -7.63825487e-02
1438     7.19000000e-02   -5.12068682e-02   -7.63702034e-02
1439     7.19500000e-02   -5.10626441e-02   -7.63576643e-02
1440     7.20000000e-02   -5.09148721e-02   -7.63449305e-02
1441     7.20500000e-02   -5.07632665e-02   -7.63320006e-02
1442     7.21000000e-02   -5.06075096e-02   -7.63188738e-02
1443     7.21500000e-02   -5.04472534e-02   -7.63055488e-02
1444     7.22000000e-02   -5.02821101e-02   -7.62920247e-02
1445     7.22500000e-02   -5.01116521e-02   -7.62783005e-02
1446     7.23000000e-02   -4.99354014e-02   -7.62643752e-02
1447     7.23500000e-02   -4.97528274e-02   -7.62502479e-02
1448     7.24000000e-02   -4.95633341e-02   -7.62359175e-02
1449     7.24500000e-02   -4.93662559e-02   -7.62213833e-02
1450     7.25000000e-02   -4.91608414e-02   -7.62066443e-02
1451     7.25500000e-02   -4.89462453e-02   -7.61916997e-02
1452     7.26000000e-02   -4.87215078e-02   -7.61765485e-02
1453     7.26500000e-02   -4.84855413e-02   -7.61611900e-02
1454     7.27000000e-02   -4.82371029e-02   -7.61456233e-02
1455     7.27500000e-02   -4.79747727e-02   -7.61298476e-02
1456     7.28000000e-02   -4.76969162e-02   -7.61138621e-02
1457     7.28500000e-02   -4.74016498e-02   -7.60976658e-02
1458     7.29000000e-02   -4.70867874e-02   -7.60812580e-02
1459     7.29500000e-02   -4.67497858e-02   -7.60646378e-02
1460     7.30000000e-02   -4.63876659e-02   -7.60478044e-02
1461     7.30500000e-02   -4.59969266e-02   -7.60307568e-02
1462     7.31000000e-02   -4.55734244e-02   -7.60134942e-02
1463     7.31500000e-02   -4.51122346e-02   -7.59960155e-02
1464     7.32000000e-02   -4.46074617e-02   -7.59783198e-02
1465     7.32500000e-02   -4.40520189e-02   -7.59604060e-02
1466     7.33000000e-02   -4.34373177e-02   -7.59422730e-02
1467     7.33500000e-02   -4.27528953e-02   -7.59239197e-02
1468     7.34000000e-02   -4.19859213e-02   -7.59053448e-02
1469     7.34500000e-02   -4.11205702e-02   -7.58865468e-02
