Index       FREQ            {S(1,1)}          {SR(1,1)}         {SI(1,1)}         {SM(1,1)}         {SP(1,1)}        {SDB(1,1)}         {S(1,2)}          {SR(1,2)}         {SI(1,2)}         {SM(1,2)}         {SP(1,2)}        {SDB(1,2)}         {S(2,1)}          {SR(2,1)}         {SI(2,1)}         {SM(2,1)}         {SP(2,1)}        {SDB(2,1)}         {S(2,2)}          {SR(2,2)}         {SI(2,2)}         {SM(2,2)}         {SP(2,2)}        {SDB(2,2)}         {Y(1,1)}          {YR(1,1)}         {YI(1,1)}         {YM(1,1)}         {YP(1,1)}        {YDB(1,1)}         {Y(1,2)}          {YR(1,2)}         {YI(1,2)}         {YM(1,2)}         {YP(1,2)}        {YDB(1,2)}         {Y(2,1)}          {YR(2,1)}         {YI(2,1)}         {YM(2,1)}         {YP(2,1)}        {YDB(2,1)}         {Y(2,2)}          {YR(2,2)}         {YI(2,2)}         {YM(2,2)}         {YP(2,2)}        {YDB(2,2)}         {Z(1,1)}          {ZR(1,1)}         {ZI(1,1)}         {ZM(1,1)}         {ZP(1,1)}        {ZDB(1,1)}         {Z(1,2)}          {ZR(1,2)}         {ZI(1,2)}         {ZM(1,2)}         {ZP(1,2)}        {ZDB(1,2)}         {Z(2,1)}          {ZR(2,1)}         {ZI(2,1)}         {ZM(2,1)}         {ZP(2,1)}        {ZDB(2,1)}         {Z(2,2)}          {ZR(2,2)}         {ZI(2,2)}         {ZM(2,2)}         {ZP(2,2)}        {ZDB(2,2)}    
10       1.00000000e+02   -9.99176031e-01   -9.99176031e-01   -6.36101507e-03    9.99196278e-01   -1.79635245e+02   -6.98384390e-03    4.85940728e-06    4.85940728e-06   -1.27271190e-03    1.27272117e-03   -8.97812371e+01   -5.79053346e+01    4.85940728e-06    4.85940728e-06   -1.27271190e-03    1.27272117e-03   -8.97812371e+01   -5.79053346e+01    6.00000972e-01    6.00000972e-01   -2.54803036e-04    6.00001026e-01   -2.43318567e-02   -4.43696014e+00    7.82062595e-01    7.82062595e-01    6.18429000e+00    6.23354351e+00    8.27926584e+01    1.58946999e+01   -4.92179362e-03   -4.92179362e-03    6.18429958e-04    4.96049474e-03    1.72838242e+02   -4.60895001e+01   -4.92179362e-03   -4.92179362e-03    6.18429958e-04    4.96049474e-03    1.72838242e+02   -4.60895001e+01    4.99950782e-03    4.99950782e-03    6.43249499e-08    4.99950782e-03    7.37182194e-04   -4.60214550e+01    2.00000000e-02    2.00000000e-02   -1.59154943e-01    1.60406658e-01   -8.28375442e+01   -1.58955522e+01   -1.10000000e-07   -1.10000000e-07   -1.59154943e-01    1.59154943e-01   -9.00000396e+01   -1.59635974e+01   -1.10000000e-07   -1.10000000e-07   -1.59154943e-01    1.59154943e-01   -9.00000396e+01   -1.59635974e+01    2.00000000e+02    2.00000000e+02   -1.59254217e-01    2.00000063e+02   -4.56229630e-02    4.60206027e+01
11       1.25892541e+02   -9.99184994e-01   -9.99184994e-01   -5.05276106e-03    9.99197770e-01   -1.79710264e+02   -6.97087884e-03    3.06595710e-06    3.06595710e-06   -1.01095643e-03    1.01096108e-03   -8.98262379e+01   -5.99053112e+01    3.06595710e-06    3.06595710e-06   -1.01095643e-03    1.01096108e-03   -8.98262379e+01   -5.99053112e+01    6.00000613e-01    6.00000613e-01   -2.02472130e-04    6.00000648e-01   -1.93346437e-02   -4.43696562e+00    1.22546638e+00    1.22546638e+00    7.71541982e+00    7.81213612e+00    8.09749076e+01    1.78553960e+01   -4.87745317e-03   -4.87745317e-03    7.71543178e-04    4.93809967e-03    1.71011111e+02   -4.61288030e+01   -4.87745317e-03   -4.87745317e-03    7.71543178e-04    4.93809967e-03    1.71011111e+02   -4.61288030e+01    4.99951225e-03    4.99951225e-03    8.02789117e-08    4.99951226e-03    9.20018312e-04   -4.60214473e+01    2.00000000e-02    2.00000000e-02   -1.26421265e-01    1.27993501e-01   -8.10102404e+01   -1.78562417e+01   -1.10000000e-07   -1.10000000e-07   -1.26421265e-01    1.26421265e-01   -9.00000499e+01   -1.79635974e+01   -1.10000000e-07   -1.10000000e-07   -1.26421265e-01    1.26421265e-01   -9.00000499e+01   -1.79635974e+01    2.00000000e+02    2.00000000e+02   -1.26546244e-01    2.00000040e+02   -3.62528236e-02    4.60206016e+01
12       1.58489319e+02   -9.99190650e-01   -9.99190650e-01   -4.01356440e-03    9.99198711e-01   -1.79769855e+02   -6.96269840e-03    1.93435660e-06    1.93435660e-06   -8.03033966e-04    8.03036296e-04   -8.98619856e+01   -6.19052965e+01    1.93435660e-06    1.93435660e-06   -8.03033966e-04    8.03036296e-04   -8.98619856e+01   -6.19052965e+01    6.00000387e-01    6.00000387e-01   -1.60922779e-04    6.00000409e-01   -1.53669831e-02   -4.43696908e+00    1.91207933e+00    1.91207933e+00    9.57640347e+00    9.76542630e+00    7.87084859e+01    1.97938241e+01   -4.80879177e-03   -4.80879177e-03    9.57641832e-04    4.90321896e-03    1.68737236e+02   -4.61903742e+01   -4.80879177e-03   -4.80879177e-03    9.57641832e-04    4.90321896e-03    1.68737236e+02   -4.61903742e+01    4.99951912e-03    4.99951912e-03    9.96978118e-08    4.99951912e-03    1.14256266e-03   -4.60214353e+01    2.00000000e-02    2.00000000e-02   -1.00419980e-01    1.02392248e-01   -7.87361566e+01   -1.97946585e+01   -1.10000000e-07   -1.10000000e-07   -1.00419980e-01    1.00419980e-01   -9.00000628e+01   -1.99635974e+01   -1.10000000e-07   -1.10000000e-07   -1.00419980e-01    1.00419980e-01   -9.00000628e+01   -1.99635974e+01    2.00000000e+02    2.00000000e+02   -1.00577319e-01    2.00000025e+02   -2.88132772e-02    4.60206010e+01
13       1.99526231e+02   -9.99194219e-01   -9.99194219e-01   -3.18809435e-03    9.99199305e-01   -1.79817189e+02   -6.95753686e-03    1.22036101e-06    1.22036101e-06   -6.37873919e-04    6.37875086e-04   -8.98903836e+01   -6.39052872e+01    1.22036101e-06    1.22036101e-06   -6.37873919e-04    6.37875086e-04   -8.98903836e+01   -6.39052872e+01    6.00000244e-01    6.00000244e-01   -1.27942739e-04    6.00000258e-01   -1.22176265e-02   -4.43697126e+00    2.96155368e+00    2.96155368e+00    1.17928671e+01    1.21590508e+01    7.59027869e+01    2.16979934e+01   -4.70384417e-03   -4.70384417e-03    1.17928854e-03    4.84941970e-03    1.65925616e+02   -4.62862045e+01   -4.70384417e-03   -4.70384417e-03    1.17928854e-03    4.84941970e-03    1.65925616e+02   -4.62862045e+01    4.99952962e-03    4.99952962e-03    1.22880995e-07    4.99952962e-03    1.40824496e-03   -4.60214171e+01    2.00000000e-02    2.00000000e-02   -7.97664256e-02    8.22355315e-02   -7.59242868e+01   -2.16988099e+01   -1.10000000e-07   -1.10000000e-07   -7.97664256e-02    7.97664256e-02   -9.00000790e+01   -2.19635974e+01   -1.10000000e-07   -1.10000000e-07   -7.97664256e-02    7.97664256e-02   -9.00000790e+01   -2.19635974e+01    2.00000000e+02    2.00000000e+02   -7.99645039e-02    2.00000016e+02   -2.29081417e-02    4.60206006e+01
14       2.51188643e+02   -9.99196470e-01   -9.99196470e-01   -2.53239678e-03    9.99199679e-01   -1.79854788e+02   -6.95428015e-03    7.69858666e-07    7.69858666e-07   -5.06681949e-04    5.06682534e-04   -8.99129442e+01   -6.59052813e+01    7.69858666e-07    7.69858666e-07   -5.06681949e-04    5.06682534e-04   -8.99129442e+01   -6.59052813e+01    6.00000154e-01    6.00000154e-01   -1.01775910e-04    6.00000163e-01   -9.71888089e-03   -4.43697264e+00    4.53416362e+00    4.53416362e+00    1.43499908e+01    1.50492815e+01    7.24650374e+01    2.35503153e+01   -4.54658294e-03   -4.54658294e-03    1.43500130e-03    4.76766663e-03    1.62483161e+02   -4.64338824e+01   -4.54658294e-03   -4.54658294e-03    1.43500130e-03    4.76766663e-03    1.62483161e+02   -4.64338824e+01    4.99954534e-03    4.99954534e-03    1.49734498e-07    4.99954534e-03    1.71598700e-03   -4.60213898e+01    2.00000000e-02    2.00000000e-02   -6.33607240e-02    6.64423159e-02   -7.24815444e+01   -2.35511048e+01   -1.10000000e-07   -1.10000000e-07   -6.33607240e-02    6.33607240e-02   -9.00000995e+01   -2.39635974e+01   -1.10000000e-07   -1.10000000e-07   -6.33607240e-02    6.33607240e-02   -9.00000995e+01   -2.39635974e+01    2.00000000e+02    2.00000000e+02   -6.36100898e-02    2.00000010e+02   -1.82229478e-02    4.60206003e+01
15       3.16227766e+02   -9.99197891e-01   -9.99197891e-01   -2.01155598e-03    9.99199916e-01   -1.79884654e+02   -6.95222530e-03    4.85610280e-07    4.85610280e-07   -4.02472121e-04    4.02472414e-04   -8.99308687e+01   -6.79052776e+01    4.85610280e-07    4.85610280e-07   -4.02472121e-04    4.02472414e-04   -8.99308687e+01   -6.79052776e+01    6.00000097e-01    6.00000097e-01   -8.10289149e-05    6.00000103e-01   -7.73769010e-03   -4.43697351e+00    6.82202806e+00    6.82202806e+00    1.71564993e+01    1.84630857e+01    6.83154899e+01    2.53260857e+01   -4.31779614e-03   -4.31779614e-03    1.71565259e-03    4.64616264e-03    1.58329873e+02   -4.66581118e+01   -4.31779614e-03   -4.31779614e-03    1.71565259e-03    4.64616264e-03    1.58329873e+02   -4.66581118e+01    4.99956822e-03    4.99956822e-03    1.79413850e-07    4.99956822e-03    2.05610883e-03   -4.60213500e+01    2.00000000e-02    2.00000000e-02   -5.03292121e-02    5.41574518e-02   -6.83279420e+01   -2.53268356e+01   -1.10000000e-07   -1.10000000e-07   -5.03292121e-02    5.03292121e-02   -9.00001252e+01   -2.59635974e+01   -1.10000000e-07   -1.10000000e-07   -5.03292121e-02    5.03292121e-02   -9.00001252e+01   -2.59635974e+01    2.00000000e+02    2.00000000e+02   -5.06431450e-02    2.00000006e+02   -1.45081921e-02    4.60206002e+01
16       3.98107171e+02   -9.99198787e-01   -9.99198787e-01   -1.59783657e-03    9.99200065e-01   -1.79908377e+02   -6.95092877e-03    3.06261423e-07    3.06261423e-07   -3.19695142e-04    3.19695288e-04   -8.99451118e+01   -6.99052753e+01    3.06261423e-07    3.06261423e-07   -3.19695142e-04    3.19695288e-04   -8.99451118e+01   -6.99052753e+01    6.00000061e-01    6.00000061e-01   -6.45969532e-05    6.00000065e-01   -6.16855399e-03   -4.43697406e+00    1.00112377e+01    1.00112377e+01    2.00034267e+01    2.23687720e+01    6.34131286e+01    2.69928429e+01   -3.99887468e-03   -3.99887468e-03    2.00034577e-03    4.47128415e-03    1.53424537e+02   -4.69913546e+01   -3.99887468e-03   -3.99887468e-03    2.00034577e-03    4.47128415e-03    1.53424537e+02   -4.69913546e+01    4.99960011e-03    4.99960011e-03    2.09915343e-07    4.99960012e-03    2.40564504e-03   -4.60212946e+01    2.00000000e-02    2.00000000e-02   -3.99779142e-02    4.47016065e-02   -6.34222890e+01   -2.69935374e+01   -1.10000000e-07   -1.10000000e-07   -3.99779142e-02    3.99779142e-02   -9.00001577e+01   -2.79635974e+01   -1.10000000e-07   -1.10000000e-07   -3.99779142e-02    3.99779142e-02   -9.00001577e+01   -2.79635974e+01    2.00000000e+02    2.00000000e+02   -4.03731324e-02    2.00000004e+02   -1.15660503e-02    4.60206001e+01
17       5.01187234e+02   -9.99199353e-01   -9.99199353e-01   -1.26920713e-03    9.99200159e-01   -1.79927222e+02   -6.95011072e-03    1.93099846e-07    1.93099846e-07   -2.53942964e-04    2.53943037e-04   -8.99564319e+01   -7.19052738e+01    1.93099846e-07    1.93099846e-07   -2.53942964e-04    2.53943037e-04   -8.99564319e+01   -7.19052738e+01    6.00000039e-01    6.00000039e-01   -5.16049886e-05    6.00000041e-01   -4.92791309e-03   -4.43697440e+00    1.42018839e+01    1.42018839e+01    2.25437733e+01    2.66442343e+01    5.77903337e+01    2.85120649e+01   -3.57980941e-03   -3.57980941e-03    2.25438083e-03    4.23051632e-03    1.47799375e+02   -4.74721325e+01   -3.57980941e-03   -3.57980941e-03    2.25438083e-03    4.23051632e-03    1.47799375e+02   -4.74721325e+01    4.99964202e-03    4.99964202e-03    2.37877189e-07    4.99964202e-03    2.72606696e-03   -4.60212218e+01    2.00000000e-02    2.00000000e-02   -3.17555860e-02    3.75288854e-02   -5.77968475e+01   -2.85126867e+01   -1.10000000e-07   -1.10000000e-07   -3.17555860e-02    3.17555860e-02   -9.00001985e+01   -2.99635974e+01   -1.10000000e-07   -1.10000000e-07   -3.17555860e-02    3.17555860e-02   -9.00001985e+01   -2.99635974e+01    2.00000000e+02    2.00000000e+02   -3.22531362e-02    2.00000002e+02   -9.23984284e-03    4.60206000e+01
18       6.30957344e+02   -9.99199710e-01   -9.99199710e-01   -1.00816728e-03    9.99200218e-01   -1.79942190e+02   -6.94959456e-03    1.21699678e-07    1.21699678e-07   -2.01714109e-04    2.01714146e-04   -8.99654319e+01   -7.39052729e+01    1.21699678e-07    1.21699678e-07   -2.01714109e-04    2.01714146e-04   -8.99654319e+01   -7.39052729e+01    6.00000024e-01    6.00000024e-01   -4.13611649e-05    6.00000026e-01   -3.94970014e-03   -4.43697462e+00    1.93007217e+01    1.93007217e+01    2.43385445e+01    3.10625596e+01    5.15852134e+01    2.98447448e+01   -3.06992483e-03   -3.06992483e-03    2.43385822e-03    3.91766567e-03    1.41592369e+02   -4.81394526e+01   -3.06992483e-03   -3.06992483e-03    2.43385822e-03    3.91766567e-03    1.41592369e+02   -4.81394526e+01    4.99969301e-03    4.99969301e-03    2.59045666e-07    4.99969301e-03    2.96862694e-03   -4.60211332e+01    2.00000000e-02    2.00000000e-02   -2.52243586e-02    3.21911209e-02   -5.15896504e+01   -2.98452780e+01   -1.10000000e-07   -1.10000000e-07   -2.52243586e-02    2.52243586e-02   -9.00002499e+01   -3.19635974e+01   -1.10000000e-07   -1.10000000e-07   -2.52243586e-02    2.52243586e-02   -9.00002499e+01   -3.19635974e+01    2.00000000e+02    2.00000000e+02   -2.58507372e-02    2.00000001e+02   -7.40569067e-03    4.60206000e+01
19       7.94328235e+02   -9.99199935e-01   -9.99199935e-01   -8.00815843e-04    9.99200256e-01   -1.79954080e+02   -6.94926889e-03    7.66492015e-08    7.66492015e-08   -1.60227234e-04    1.60227252e-04   -8.99725910e+01   -7.59052723e+01    7.66492015e-08    7.66492015e-08   -1.60227234e-04    1.60227252e-04   -8.99725910e+01   -7.59052723e+01    6.00000015e-01    6.00000015e-01   -3.33199674e-05    6.00000016e-01   -3.18182243e-03   -4.43697476e+00    2.49545209e+01    2.49545209e+01    2.49974542e+01    3.53213933e+01    4.50492453e+01    3.09607565e+01   -2.50454405e-03   -2.50454405e-03    2.49974930e-03    3.53857138e-03    1.35054897e+02   -4.90234408e+01   -2.50454405e-03   -2.50454405e-03    2.49974930e-03    3.53857138e-03    1.35054897e+02   -4.90234408e+01    4.99974955e-03    4.99974955e-03    2.69689417e-07    4.99974955e-03    3.09056789e-03   -4.60210350e+01    2.00000000e-02    2.00000000e-02   -2.00364202e-02    2.83100359e-02   -4.50521206e+01   -3.09611916e+01   -1.10000000e-07   -1.10000000e-07   -2.00364202e-02    2.00364202e-02   -9.00003146e+01   -3.39635974e+01   -1.10000000e-07   -1.10000000e-07   -2.00364202e-02    2.00364202e-02   -9.00003146e+01   -3.39635974e+01    2.00000000e+02    2.00000000e+02   -2.08249842e-02    2.00000001e+02   -5.96591851e-03    4.60206000e+01
20       1.00000000e+03   -9.99200077e-01   -9.99200077e-01   -6.36110689e-04    9.99200279e-01   -1.79963524e+02   -6.94906340e-03    4.82242665e-08    4.82242665e-08   -1.27273027e-04    1.27273036e-04   -8.99782904e+01   -7.79052719e+01    4.82242665e-08    4.82242665e-08   -1.27273027e-04    1.27273036e-04   -8.99782904e+01   -7.79052719e+01    6.00000010e-01    6.00000010e-01   -2.70531765e-05    6.00000010e-01   -2.58338801e-03   -4.43697484e+00    3.06132330e+01    3.06132330e+01    2.43596940e+01    3.91224325e+01    3.85101193e+01    3.18485170e+01   -1.93867196e-03   -1.93867196e-03    2.43597318e-03    3.11326425e-03    1.28514567e+02   -5.01356803e+01   -1.93867196e-03   -1.93867196e-03    2.43597318e-03    3.11326425e-03    1.28514567e+02   -5.01356803e+01    4.99980613e-03    4.99980613e-03    2.68416277e-07    4.99980614e-03    3.07594323e-03   -4.60209367e+01    2.00000000e-02    2.00000000e-02   -1.59154943e-02    2.55597918e-02   -3.85118872e+01   -3.18488538e+01   -1.10000000e-07   -1.10000000e-07   -1.59154943e-02    1.59154943e-02   -9.00003960e+01   -3.59635974e+01   -1.10000000e-07   -1.10000000e-07   -1.59154943e-02    1.59154943e-02   -9.00003960e+01   -3.59635974e+01    2.00000000e+02    2.00000000e+02   -1.69082376e-02    2.00000000e+02   -4.84385325e-03    4.60205999e+01
21       1.25892541e+03   -9.99200167e-01   -9.99200167e-01   -5.05280708e-04    9.99200294e-01   -1.79971026e+02   -6.94893375e-03    3.02893424e-08    3.02893424e-08   -1.01096564e-04    1.01096569e-04   -8.99828337e+01   -7.99052717e+01    3.02893424e-08    3.02893424e-08   -1.01096564e-04    1.01096569e-04   -8.99828337e+01   -7.99052717e+01    6.00000006e-01    6.00000006e-01   -2.22270642e-05    6.00000006e-01   -2.12252826e-03   -4.43697490e+00    3.57249421e+01    3.57249421e+01    2.25810595e+01    4.22631723e+01    3.22962055e+01    3.25192419e+01   -1.42750025e-03   -1.42750025e-03    2.25810945e-03    2.67148185e-03    1.22299687e+02   -5.14649554e+01   -1.42750025e-03   -1.42750025e-03    2.25810945e-03    2.67148185e-03    1.22299687e+02   -5.14649554e+01    4.99985725e-03    4.99985725e-03    2.57056039e-07    4.99985726e-03    2.94572932e-03   -4.60208479e+01    2.00000000e-02    2.00000000e-02   -1.26421265e-02    2.36605867e-02   -3.22972395e+01   -3.25194898e+01   -1.10000000e-07   -1.10000000e-07   -1.26421265e-02    1.26421265e-02   -9.00004985e+01   -3.79635974e+01   -1.10000000e-07   -1.10000000e-07   -1.26421265e-02    1.26421265e-02   -9.00004985e+01   -3.79635974e+01    2.00000000e+02    2.00000000e+02   -1.38919162e-02    2.00000000e+02   -3.97974084e-03    4.60205999e+01
22       1.58489319e+03   -9.99200223e-01   -9.99200223e-01   -4.01358746e-04    9.99200304e-01   -1.79976985e+02   -6.94885194e-03    1.89731694e-08    1.89731694e-08   -8.03038581e-05    8.03038603e-05   -8.99864629e+01   -8.19052715e+01    1.89731694e-08    1.89731694e-08   -8.03038581e-05    8.03038603e-05   -8.99864629e+01   -8.19052715e+01    6.00000004e-01    6.00000004e-01   -1.85846232e-05    6.00000004e-01   -1.77470078e-03   -4.43697493e+00    3.99321739e+01    3.99321739e+01    2.00494351e+01    4.46828643e+01    2.66606434e+01    3.30028201e+01   -1.00677642e-03   -1.00677642e-03    2.00494662e-03    2.24352617e-03    1.16663343e+02   -5.29813772e+01   -1.00677642e-03   -1.00677642e-03    2.00494662e-03    2.24352617e-03    1.16663343e+02   -5.29813772e+01    4.99989932e-03    4.99989932e-03    2.39829774e-07    4.99989933e-03    2.74830211e-03   -4.60207748e+01    2.00000000e-02    2.00000000e-02   -1.00419980e-02    2.23794934e-02   -2.66612227e+01   -3.30029950e+01   -1.10000000e-07   -1.10000000e-07   -1.00419980e-02    1.00419980e-02   -9.00006276e+01   -3.99635974e+01   -1.10000000e-07   -1.10000000e-07   -1.00419980e-02    1.00419980e-02   -9.00006276e+01   -3.99635974e+01    2.00000000e+02    2.00000000e+02   -1.16153901e-02    2.00000000e+02   -3.32756414e-03    4.60205999e+01
23       1.99526231e+03   -9.99200259e-01   -9.99200259e-01   -3.18810591e-04    9.99200310e-01   -1.79981719e+02   -6.94880033e-03    1.18331465e-08    1.18331465e-08   -6.37876232e-05    6.37876243e-05   -8.99893711e+01   -8.39052715e+01    1.18331465e-08    1.18331465e-08   -6.37876232e-05    6.37876243e-05   -8.99893711e+01   -8.39052715e+01    6.00000002e-01    6.00000002e-01   -1.59318809e-05    6.00000002e-01   -1.52138255e-03   -4.43697496e+00    4.31376444e+01    4.31376444e+01    1.72044048e+01    4.64418767e+01    2.17433880e+01    3.33381952e+01   -6.86228870e-04   -6.86228870e-04    1.72044315e-03    1.85225125e-03    1.11745451e+02   -5.46460021e+01   -6.86228870e-04   -6.86228870e-04    1.72044315e-03    1.85225125e-03    1.11745451e+02   -5.46460021e+01    4.99993138e-03    4.99993138e-03    2.21564163e-07    4.99993138e-03    2.53897313e-03   -4.60207191e+01    2.00000000e-02    2.00000000e-02   -7.97664256e-03    2.15319954e-02   -2.17437017e+01   -3.33383144e+01   -1.10000000e-07   -1.10000000e-07   -7.97664256e-03    7.97664256e-03   -9.00007901e+01   -4.19635974e+01   -1.10000000e-07   -1.10000000e-07   -7.97664256e-03    7.97664256e-03   -9.00007901e+01   -4.19635974e+01    2.00000000e+02    2.00000000e+02   -9.95742580e-03    2.00000000e+02   -2.85259237e-03    4.60205999e+01
24       2.51188643e+03   -9.99200281e-01   -9.99200281e-01   -2.53240258e-04    9.99200313e-01   -1.79985479e+02   -6.94876776e-03    7.32809648e-09    7.32809648e-09   -5.06683108e-05    5.06683113e-05   -8.99917134e+01   -8.59052714e+01    7.32809648e-09    7.32809648e-09   -5.06683108e-05    5.06683113e-05   -8.99917134e+01   -8.59052714e+01    6.00000001e-01    6.00000001e-01   -1.41275690e-05    6.00000002e-01   -1.34908346e-03   -4.43697497e+00    4.54391142e+01    4.54391142e+01    1.43951314e+01    4.76647974e+01    1.75782246e+01    3.35639550e+01   -4.56081535e-04   -4.56081535e-04    1.43951537e-03    1.51003804e-03    1.07579759e+02   -5.64202423e+01   -4.56081535e-04   -4.56081535e-04    1.43951537e-03    1.51003804e-03    1.07579759e+02   -5.64202423e+01    4.99995439e-03    4.99995439e-03    2.06293220e-07    4.99995440e-03    2.36396773e-03   -4.60206791e+01    2.00000000e-02    2.00000000e-02   -6.33607240e-03    2.09796524e-02   -1.75783902e+01   -3.35640342e+01   -1.10000000e-07   -1.10000000e-07   -6.33607240e-03    6.33607240e-03   -9.00009947e+01   -4.39635974e+01   -1.10000000e-07   -1.10000000e-07   -6.33607240e-03    6.33607240e-03   -9.00009947e+01   -4.39635974e+01    2.00000000e+02    2.00000000e+02   -8.82973077e-03    2.00000000e+02   -2.52953154e-03    4.60205999e+01
25       3.16227766e+03   -9.99200296e-01   -9.99200296e-01   -2.01155889e-04    9.99200316e-01   -1.79988465e+02   -6.94874721e-03    4.48560201e-09    4.48560201e-09   -4.02472702e-05    4.02472705e-05   -8.99936143e+01   -8.79052714e+01    4.48560201e-09    4.48560201e-09   -4.02472702e-05    4.02472705e-05   -8.99936143e+01   -8.79052714e+01    6.00000001e-01    6.00000001e-01   -1.30756017e-05    6.00000001e-01   -1.24862798e-03   -4.43697498e+00    4.70220171e+01    4.70220171e+01    1.18328304e+01    4.84879982e+01    1.41248877e+01    3.37126851e+01   -2.97791004e-04   -2.97791004e-04    1.18328488e-03    1.22018137e-03    1.04125977e+02   -5.82715122e+01   -2.97791004e-04   -2.97791004e-04    1.18328488e-03    1.22018137e-03    1.04125977e+02   -5.82715122e+01    4.99997022e-03    4.99997022e-03    1.96811918e-07    4.99997023e-03    2.25531189e-03   -4.60206516e+01    2.00000000e-02    2.00000000e-02   -5.03292121e-03    2.06235374e-02   -1.41249736e+01   -3.37127368e+01   -1.10000000e-07   -1.10000000e-07   -5.03292120e-03    5.03292120e-03   -9.00012523e+01   -4.59635974e+01   -1.10000000e-07   -1.10000000e-07   -5.03292120e-03    5.03292120e-03   -9.00012523e+01   -4.59635974e+01    2.00000000e+02    2.00000000e+02   -8.17225109e-03    2.00000000e+02   -2.34117748e-03    4.60205999e+01
26       3.98107171e+03   -9.99200305e-01   -9.99200305e-01   -1.59783803e-04    9.99200317e-01   -1.79990838e+02   -6.94873425e-03    2.69210923e-09    2.69210923e-09   -3.19695433e-05    3.19695434e-05   -8.99951752e+01   -8.99052713e+01    2.69210923e-09    2.69210923e-09   -3.19695433e-05    3.19695434e-05   -8.99951752e+01   -8.99052713e+01    6.00000000e-01    6.00000000e-01   -1.27199577e-05    6.00000001e-01   -1.21466649e-03   -4.43697498e+00    4.80787872e+01    4.80787872e+01    9.61040975e+00    4.90298864e+01    1.13038046e+01    3.38092177e+01   -1.92113826e-04   -1.92113826e-04    9.61042464e-04    9.80056295e-04    1.01304506e+02   -6.01749796e+01   -1.92113826e-04   -1.92113826e-04    9.61042464e-04    9.80056295e-04    1.01304506e+02   -6.01749796e+01    4.99998079e-03    4.99998079e-03    1.94908950e-07    4.99998079e-03    2.23350062e-03   -4.60206333e+01    2.00000000e-02    2.00000000e-02   -3.99779142e-03    2.03956450e-02   -1.13038486e+01   -3.38092511e+01   -1.10000000e-07   -1.10000000e-07   -3.99779141e-03    3.99779142e-03   -9.00015765e+01   -4.79635974e+01   -1.10000000e-07   -1.10000000e-07   -3.99779141e-03    3.99779142e-03   -9.00015765e+01   -4.79635974e+01    2.00000000e+02    2.00000000e+02   -7.94997358e-03    2.00000000e+02   -2.27749967e-03    4.60205999e+01
27       5.01187234e+03   -9.99200310e-01   -9.99200310e-01   -1.26920786e-04    9.99200318e-01   -1.79992722e+02   -6.94872607e-03    1.56049177e-09    1.56049177e-09   -2.53943110e-05    2.53943110e-05   -8.99964791e+01   -9.19052713e+01    1.56049177e-09    1.56049177e-09   -2.53943110e-05    2.53943110e-05   -8.99964791e+01   -9.19052713e+01    6.00000000e-01    6.00000000e-01   -1.30416979e-05    6.00000000e-01   -1.24539041e-03   -4.43697499e+00    4.87703584e+01    4.87703584e+01    7.74363703e+00    4.93812897e+01    9.02196987e+00    3.38712486e+01   -1.22956602e-04   -1.22956602e-04    7.74364903e-04    7.84065896e-04    9.90223203e+01   -6.21129487e+01   -1.22956602e-04   -1.22956602e-04    7.74364903e-04    7.84065896e-04    9.90223203e+01   -6.21129487e+01    4.99998771e-03    4.99998771e-03    2.01824175e-07    4.99998771e-03    2.31274037e-03   -4.60206213e+01    2.00000000e-02    2.00000000e-02   -3.17555860e-03    2.02505351e-02   -9.02199223e+00   -3.38712699e+01   -1.10000000e-07   -1.10000000e-07   -3.17555860e-03    3.17555860e-03   -9.00019847e+01   -4.99635974e+01   -1.10000000e-07   -1.10000000e-07   -3.17555860e-03    3.17555860e-03   -9.00019847e+01   -4.99635974e+01    2.00000000e+02    2.00000000e+02   -8.15106116e-03    2.00000000e+02   -2.33510702e-03    4.60205999e+01
28       6.30957344e+03   -9.99200314e-01   -9.99200314e-01   -1.00816764e-04    9.99200319e-01   -1.79994219e+02   -6.94872091e-03    8.46489422e-10    8.46489422e-10   -2.01714182e-05    2.01714183e-05   -8.99975956e+01   -9.39052713e+01    8.46489422e-10    8.46489422e-10   -2.01714182e-05    2.01714183e-05   -8.99975956e+01   -9.39052713e+01    6.00000000e-01    6.00000000e-01   -1.40579560e-05    6.00000000e-01   -1.34243591e-03   -4.43697499e+00    4.92170419e+01    4.92170419e+01    6.20733169e+00    4.96069368e+01    7.18828144e+00    3.39108482e+01   -7.82881804e-05   -7.82881804e-05    6.20734131e-04    6.25651581e-04    9.71882999e+01   -6.40733491e+01   -7.82881804e-05   -7.82881804e-05    6.20734131e-04    6.25651581e-04    9.71882999e+01   -6.40733491e+01    4.99999217e-03    4.99999217e-03    2.18668175e-07    4.99999218e-03    2.50575663e-03   -4.60206135e+01    2.00000000e-02    2.00000000e-02   -2.52243586e-03    2.01584395e-02   -7.18829275e+00   -3.39108618e+01   -1.10000000e-07   -1.10000000e-07   -2.52243585e-03    2.52243585e-03   -9.00024986e+01   -5.19635974e+01   -1.10000000e-07   -1.10000000e-07   -2.52243585e-03    2.52243585e-03   -9.00024986e+01   -5.19635974e+01    2.00000000e+02    2.00000000e+02   -8.78622246e-03    2.00000000e+02   -2.51706733e-03    4.60205999e+01
