Index        TIME         {V(VOUT)+2.0}     {V(IN)+2.0}      {V(1)+2.0}
351     3.00710220e-06   6.31014445e+00   3.36538859e+00   4.10220210e+00   
352     3.00710435e-06   6.30986316e+00   3.36771612e+00   4.10435465e+00   
353     3.00710866e-06   6.30929747e+00   3.37236543e+00   4.10865976e+00   
354     3.00711163e-06   6.30890510e+00   3.37557366e+00   4.11163442e+00   
355     3.00711461e-06   6.30851124e+00   3.37877850e+00   4.11460908e+00   
356     3.00712056e-06   6.30771766e+00   3.38517732e+00   4.12055840e+00   
357     3.00712437e-06   6.30720746e+00   3.38926494e+00   4.12436518e+00   
358     3.00712817e-06   6.30669488e+00   3.39334710e+00   4.12817196e+00   
359     3.00713198e-06   6.30617992e+00   3.39742388e+00   4.13197875e+00   
360     3.00713959e-06   6.30514069e+00   3.40556002e+00   4.13959231e+00   
361     3.00714507e-06   6.30438821e+00   3.41140131e+00   4.14506996e+00   
362     3.00715055e-06   6.30363096e+00   3.41723168e+00   4.15054761e+00   
363     3.00716150e-06   6.30209785e+00   3.42885755e+00   4.16150290e+00   
364     3.00716888e-06   6.30105677e+00   3.43666697e+00   4.16888210e+00   
365     3.00717626e-06   6.30000736e+00   3.44445734e+00   4.17626130e+00   
366     3.00718364e-06   6.29894970e+00   3.45222945e+00   4.18364050e+00   
367     3.00719840e-06   6.29680231e+00   3.46771463e+00   4.19839891e+00   
368     3.00720913e-06   6.29522383e+00   3.47893564e+00   4.20913125e+00   
369     3.00721986e-06   6.29362862e+00   3.49011966e+00   4.21986359e+00   
370     3.00723060e-06   6.29201688e+00   3.50126854e+00   4.23059593e+00   
371     3.00725206e-06   6.28872950e+00   3.52345437e+00   4.25206061e+00   
372     3.00726767e-06   6.28630459e+00   3.53951657e+00   4.26767261e+00   
373     3.00728328e-06   6.28384615e+00   3.55550921e+00   4.28328462e+00   
374     3.00729890e-06   6.28135445e+00   3.57143688e+00   4.29889662e+00   
375     3.00733012e-06   6.27624265e+00   3.60309127e+00   4.33012063e+00   
376     3.00735282e-06   6.27245770e+00   3.62596998e+00   4.35281929e+00   
377     3.00737552e-06   6.26860401e+00   3.64872452e+00   4.37551794e+00   
378     3.00739822e-06   6.26468155e+00   3.67136558e+00   4.39821659e+00   
379     3.00744361e-06   6.25458160e+00   3.71647391e+00   4.44361390e+00   
380     3.00747576e-06   6.24605687e+00   3.74837637e+00   4.47575710e+00   
381     3.00754004e-06   6.22420074e+00   3.81218910e+00   4.54004350e+00   
382     3.00759130e-06   6.20392258e+00   3.86308349e+00   4.59129663e+00   
383     3.00769380e-06   6.15335243e+00   3.96494297e+00   4.69380288e+00   
384     3.00779631e-06   6.09318547e+00   4.06687084e+00   4.79630914e+00   
385     3.00800132e-06   5.93544365e+00   4.27094991e+00   5.00132166e+00   
386     3.00812805e-06   5.81931614e+00   4.39718899e+00   5.12804679e+00   
387     3.00825477e-06   5.68026477e+00   4.52350430e+00   5.25477191e+00   
388     3.00835719e-06   5.54841627e+00   4.62564205e+00   5.35718731e+00   
389     3.00844385e-06   5.41902527e+00   4.71210813e+00   5.44384799e+00   
390     3.00851800e-06   5.29224320e+00   4.78611981e+00   5.51799662e+00   
391     3.00858473e-06   5.16486385e+00   4.85273109e+00   5.58473039e+00   
392     3.00865146e-06   5.02457402e+00   4.91933822e+00   5.65146416e+00   
393     3.00871820e-06   4.87177922e+00   4.98594198e+00   5.71819793e+00   
394     3.00885167e-06   4.53824630e+00   5.11914370e+00   5.85166547e+00   
395     3.00897179e-06   4.18947609e+00   5.23900011e+00   5.97178626e+00   
396     3.00909191e-06   3.82926675e+00   5.35878534e+00   6.09190704e+00   
397     3.00918729e-06   3.55662955e+00   5.45488232e+00   6.18729145e+00   
398     3.00927314e-06   3.33371855e+00   5.54418631e+00   6.27313741e+00   
399     3.00934225e-06   3.17005896e+00   5.61903757e+00   6.34225357e+00   
400     3.00941137e-06   3.02212143e+00   5.69668358e+00   6.41136973e+00   
401     3.00948049e-06   2.88959812e+00   5.77279564e+00   6.48048590e+00   
402     3.00954960e-06   2.76774640e+00   5.84197000e+00   6.54960206e+00   
403     3.00959971e-06   2.69041411e+00   5.88800821e+00   6.59970838e+00   
404     3.00964981e-06   2.62013317e+00   5.93149824e+00   6.64981471e+00   
405     3.00969992e-06   2.55643422e+00   5.97300090e+00   6.69992103e+00   
406     3.00975003e-06   2.49707404e+00   6.01271800e+00   6.75002735e+00   
407     3.00980013e-06   2.44527727e+00   6.05138221e+00   6.80013367e+00   
408     3.00984283e-06   2.40493954e+00   6.08403323e+00   6.84282818e+00   
409     3.00988552e-06   2.36809269e+00   6.11711475e+00   6.88552269e+00   
410     3.00992822e-06   2.33446206e+00   6.15059963e+00   6.92821719e+00   
411     3.01000000e-06   2.28299537e+00   6.20754776e+00   7.00000000e+00   
412     3.01007178e-06   2.24156730e+00   6.26102778e+00   7.00000000e+00   
413     3.01014357e-06   2.20604895e+00   6.31090156e+00   7.00000000e+00   
414     3.01020486e-06   2.17953747e+00   6.35101097e+00   7.00000000e+00   
415     3.01026615e-06   2.15637389e+00   6.38878885e+00   7.00000000e+00   
416     3.01032131e-06   2.13794328e+00   6.42099957e+00   7.00000000e+00   
417     3.01037647e-06   2.12165546e+00   6.45151492e+00   7.00000000e+00   
418     3.01043164e-06   2.10726895e+00   6.48042393e+00   7.00000000e+00   
419     3.01054196e-06   2.08232422e+00   6.53475178e+00   7.00000000e+00   
420     3.01060033e-06   2.07206423e+00   6.56062259e+00   7.00000000e+00   
421     3.01065869e-06   2.06307824e+00   6.58505622e+00   7.00000000e+00   
422     3.01071705e-06   2.05521067e+00   6.60813235e+00   7.00000000e+00   
423     3.01083378e-06   2.04168901e+00   6.65134705e+00   7.00000000e+00   
424     3.01089220e-06   2.03649077e+00   6.67075635e+00   7.00000000e+00   
425     3.01095061e-06   2.03194440e+00   6.68908592e+00   7.00000000e+00   
426     3.01100903e-06   2.02796882e+00   6.70639571e+00   7.00000000e+00   
427     3.01112587e-06   2.02114110e+00   6.73880890e+00   7.00000000e+00   
428     3.01118447e-06   2.01851743e+00   6.75339657e+00   7.00000000e+00   
429     3.01124308e-06   2.01622487e+00   6.76716991e+00   7.00000000e+00   
430     3.01130169e-06   2.01422168e+00   6.78017433e+00   7.00000000e+00   
431     3.01141890e-06   2.01078261e+00   6.80452000e+00   7.00000000e+00   
432     3.01147812e-06   2.00945449e+00   6.81554602e+00   7.00000000e+00   
433     3.01153733e-06   2.00829512e+00   6.82595033e+00   7.00000000e+00   
434     3.01159655e-06   2.00728289e+00   6.83576795e+00   7.00000000e+00   
435     3.01171498e-06   2.00554589e+00   6.85413522e+00   7.00000000e+00   
436     3.01177541e-06   2.00486990e+00   6.86252257e+00   7.00000000e+00   
437     3.01183584e-06   2.00428051e+00   6.87042774e+00   7.00000000e+00   
438     3.01189627e-06   2.00376642e+00   6.87787844e+00   7.00000000e+00   
439     3.01201713e-06   2.00288478e+00   6.89179914e+00   7.00000000e+00   
440     3.01207970e-06   2.00253770e+00   6.89822781e+00   7.00000000e+00   
441     3.01214226e-06   2.00223558e+00   6.90427459e+00   7.00000000e+00   
442     3.01220483e-06   2.00197240e+00   6.90996214e+00   7.00000000e+00   
443     3.01232996e-06   2.00152144e+00   6.92056414e+00   7.00000000e+00   
444     3.01239609e-06   2.00134089e+00   6.92553663e+00   7.00000000e+00   
445     3.01246223e-06   2.00118410e+00   6.93019788e+00   7.00000000e+00   
446     3.01252837e-06   2.00104776e+00   6.93456737e+00   7.00000000e+00   
447     3.01266064e-06   2.00081443e+00   6.94268122e+00   7.00000000e+00   
448     3.01273267e-06   2.00071873e+00   6.94656709e+00   7.00000000e+00   
449     3.01280469e-06   2.00063589e+00   6.95018953e+00   7.00000000e+00   
450     3.01287672e-06   2.00056404e+00   6.95356640e+00   7.00000000e+00   
451     3.01302077e-06   2.00044128e+00   6.95979779e+00   7.00000000e+00   
452     3.01310249e-06   2.00038922e+00   6.96286233e+00   7.00000000e+00   
453     3.01318422e-06   2.00034436e+00   6.96569327e+00   7.00000000e+00   
454     3.01326594e-06   2.00030559e+00   6.96830841e+00   7.00000000e+00   
455     3.01342939e-06   2.00023949e+00   6.97308510e+00   7.00000000e+00   
456     3.01352721e-06   2.00021024e+00   6.97550470e+00   7.00000000e+00   
457     3.01362504e-06   2.00018518e+00   6.97770680e+00   7.00000000e+00   
458     3.01372286e-06   2.00016363e+00   6.97971093e+00   7.00000000e+00   
459     3.01391852e-06   2.00012703e+00   6.98331103e+00   7.00000000e+00   
460     3.01404335e-06   2.00011003e+00   6.98517918e+00   7.00000000e+00   
461     3.01416818e-06   2.00009562e+00   6.98683822e+00   7.00000000e+00   
462     3.01429302e-06   2.00008334e+00   6.98831154e+00   7.00000000e+00   
463     3.01454268e-06   2.00006267e+00   6.99088721e+00   7.00000000e+00   
464     3.01471335e-06   2.00005271e+00   6.99222681e+00   7.00000000e+00   
465     3.01488402e-06   2.00004445e+00   6.99336948e+00   7.00000000e+00   
466     3.01505470e-06   2.00003756e+00   6.99434418e+00   7.00000000e+00   
467     3.01539604e-06   2.00002625e+00   6.99597487e+00   7.00000000e+00   
468     3.01564848e-06   2.00002080e+00   6.99679248e+00   7.00000000e+00   
469     3.01590093e-06   2.00001651e+00   6.99744402e+00   7.00000000e+00   
470     3.01615337e-06   2.00001311e+00   6.99796321e+00   7.00000000e+00   
471     3.01665826e-06   2.00000786e+00   6.99877111e+00   7.00000000e+00   
472     3.01708678e-06   2.00000549e+00   6.99914226e+00   7.00000000e+00   
473     3.01751531e-06   2.00000383e+00   6.99940131e+00   7.00000000e+00   
474     3.01794383e-06   2.00000267e+00   6.99958213e+00   7.00000000e+00   
475     3.01880088e-06   2.00000111e+00   6.99982799e+00   7.00000000e+00   
476     3.01965793e-06   2.00000060e+00   6.99990779e+00   7.00000000e+00   
477     3.02051497e-06   2.00000033e+00   6.99995057e+00   7.00000000e+00   
478     3.02222907e-06   2.00000013e+00   6.99998190e+00   7.00000000e+00   
479     3.02394316e-06   2.00000005e+00   6.99999337e+00   7.00000000e+00   
480     3.02737135e-06   2.00000002e+00   6.99999851e+00   7.00000000e+00   
481     3.03422773e-06   2.00000001e+00   6.99999981e+00   7.00000000e+00   
482     3.04794049e-06   2.00000001e+00   6.99999999e+00   7.00000000e+00   
483     3.07536601e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
484     3.13021706e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
485     3.23991914e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
486     3.45932330e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
487     3.75932330e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
488     4.05932330e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
489     4.35932330e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
490     4.50000000e-06   2.00000001e+00   7.00000000e+00   7.00000000e+00   
491     4.50002500e-06   1.99999470e+00   6.99937047e+00   6.97500000e+00   
492     4.50003750e-06   1.99999065e+00   6.99890304e+00   6.96250000e+00   
493     4.50005000e-06   1.99998526e+00   6.99828544e+00   6.95000000e+00   
494     4.50006250e-06   1.99997858e+00   6.99751969e+00   6.93750000e+00   
495     4.50008750e-06   1.99996238e+00   6.99564830e+00   6.91250000e+00   
496     4.50010408e-06   1.99994835e+00   6.99399561e+00   6.89592133e+00   
497     4.50012066e-06   1.99993249e+00   6.99209715e+00   6.87934265e+00   
498     4.50013724e-06   1.99991495e+00   6.98995699e+00   6.86276398e+00   
499     4.50017039e-06   1.99987623e+00   6.98512498e+00   6.82960663e+00   
500     4.50019437e-06   1.99984352e+00   6.98086721e+00   6.80563308e+00   
501     4.50021834e-06   1.99980829e+00   6.97614345e+00   6.78165953e+00   
502     4.50024231e-06   1.99977081e+00   6.97096470e+00   6.75768598e+00   
503     4.50029026e-06   1.99969129e+00   6.95957878e+00   6.70973888e+00   
504     4.50033109e-06   1.99961647e+00   6.94804513e+00   6.66891402e+00   
505     4.50037191e-06   1.99953828e+00   6.93535178e+00   6.62808916e+00   
506     4.50041274e-06   1.99945749e+00   6.92154467e+00   6.58726430e+00   
507     4.50049439e-06   1.99929177e+00   6.89146703e+00   6.50561458e+00   
508     4.50057604e-06   1.99912094e+00   6.85580893e+00   6.42396486e+00   
509     4.50065768e-06   1.99895104e+00   6.81664777e+00   6.34231514e+00   
510     4.50073933e-06   1.99878404e+00   6.77425037e+00   6.26066542e+00   
511     4.50090263e-06   1.99846086e+00   6.68265226e+00   6.09736598e+00   
512     4.50104200e-06   1.99820996e+00   6.59317349e+00   5.95799880e+00   
513     4.50107336e-06   1.99815448e+00   6.57269625e+00   5.92664119e+00   
514     4.50113607e-06   1.99804752e+00   6.53044580e+00   5.86392596e+00   
515     4.50113999e-06   1.99804085e+00   6.52780011e+00   5.86000625e+00   
516     4.50114195e-06   1.99803751e+00   6.52647600e+00   5.85804640e+00   
517     4.50114293e-06   1.99803585e+00   6.52581364e+00   5.85706648e+00   
518     4.50114342e-06   1.99803502e+00   6.52548237e+00   5.85657651e+00   
519     4.50114372e-06   1.99803451e+00   6.52528167e+00   5.85627970e+00   
520     4.50114395e-06   1.99802240e+00   6.52512951e+00   5.85605477e+00   
521     4.50114397e-06   1.99802093e+00   6.52511109e+00   5.85603152e+00   
522     4.50114398e-06   1.99802010e+00   6.52510133e+00   5.85601920e+00   
523     4.50114399e-06   1.99801930e+00   6.52509255e+00   5.85600811e+00   
524     4.50114401e-06   1.99801752e+00   6.52507501e+00   5.85598594e+00   
525     4.50114406e-06   1.99801328e+00   6.52503998e+00   5.85594160e+00   
526     4.50114415e-06   1.99800231e+00   6.52497014e+00   5.85585290e+00   
527     4.50114432e-06   1.99797236e+00   6.52483116e+00   5.85567552e+00   
528     4.50114450e-06   1.99793588e+00   6.52469276e+00   5.85549814e+00   
529     4.50114468e-06   1.99789410e+00   6.52455485e+00   5.85532076e+00   
530     4.50114503e-06   1.99780109e+00   6.52427994e+00   5.85496599e+00   
531     4.50114530e-06   1.99772182e+00   6.52407873e+00   5.85470492e+00   
532     4.50114553e-06   1.99764714e+00   6.52389802e+00   5.85446996e+00   
533     4.50114577e-06   1.99756992e+00   6.52371762e+00   5.85423500e+00   
534     4.50114600e-06   1.99749076e+00   6.52353748e+00   5.85400003e+00   
535     4.50114647e-06   1.99732928e+00   6.52317768e+00   5.85353011e+00   
536     4.50114676e-06   1.99722744e+00   6.52295713e+00   5.85324148e+00   
537     4.50114702e-06   1.99713513e+00   6.52275880e+00   5.85298171e+00   
538     4.50114728e-06   1.99704236e+00   6.52256059e+00   5.85272195e+00   
539     4.50114754e-06   1.99694925e+00   6.52236250e+00   5.85246218e+00   
540     4.50114806e-06   1.99676255e+00   6.52196654e+00   5.85194265e+00   
541     4.50114841e-06   1.99663603e+00   6.52169935e+00   5.85159176e+00   
542     4.50114872e-06   1.99652210e+00   6.52145898e+00   5.85127596e+00   
543     4.50114904e-06   1.99640816e+00   6.52121869e+00   5.85096016e+00   
544     4.50114936e-06   1.99629423e+00   6.52097848e+00   5.85064436e+00   
545     4.50114999e-06   1.99606643e+00   6.52049820e+00   5.85001276e+00   
546     4.50115052e-06   1.99587326e+00   6.52009076e+00   5.84947666e+00   
547     4.50115106e-06   1.99568025e+00   6.51968344e+00   5.84894055e+00   
548     4.50115160e-06   1.99548740e+00   6.51927620e+00   5.84840445e+00   
549     4.50115267e-06   1.99510207e+00   6.51846188e+00   5.84733224e+00   
550     4.50115374e-06   1.99471761e+00   6.51764780e+00   5.84626004e+00   
551     4.50115481e-06   1.99433371e+00   6.51683376e+00   5.84518783e+00   
552     4.50115696e-06   1.99356799e+00   6.51520554e+00   5.84304342e+00   
553     4.50115910e-06   1.99280427e+00   6.51357696e+00   5.84089901e+00   
554     4.50116339e-06   1.99128430e+00   6.51031756e+00   5.83661018e+00   
555     4.50117197e-06   1.98827306e+00   6.50378806e+00   5.82803253e+00   
556     4.50118055e-06   1.98529022e+00   6.49724744e+00   5.81945488e+00   
557     4.50119770e-06   1.97943382e+00   6.48412086e+00   5.80229959e+00   
558     4.50121486e-06   1.97368497e+00   6.47094927e+00   5.78514429e+00   
559     4.50123201e-06   1.96804090e+00   6.45773279e+00   5.76798899e+00   
560     4.50126632e-06   1.95699147e+00   6.43119623e+00   5.73367839e+00   
561     4.50130063e-06   1.94648335e+00   6.40440696e+00   5.69936780e+00   
562     4.50133494e-06   1.93633477e+00   6.37744331e+00   5.66505720e+00   
563     4.50136925e-06   1.92652788e+00   6.35030719e+00   5.63074660e+00   
564     4.50143787e-06   1.90766633e+00   6.29564072e+00   5.56212541e+00   
565     4.50149963e-06   1.89207708e+00   6.24565071e+00   5.50036634e+00   
566     4.50156139e-06   1.87732796e+00   6.19514602e+00   5.43860727e+00   
567     4.50162315e-06   1.86334795e+00   6.14414182e+00   5.37684819e+00   
568     4.50174667e-06   1.83673864e+00   6.04041842e+00   5.25333005e+00   
569     4.50185693e-06   1.81310379e+00   5.93919844e+00   5.14307494e+00   
570     4.50196718e-06   1.78489265e+00   5.82123395e+00   5.03281984e+00   
571     4.50204725e-06   1.75931707e+00   5.72006924e+00   4.95275074e+00   
572     4.50211700e-06   1.73714336e+00   5.62898122e+00   4.88299653e+00   
573     4.50218676e-06   1.71949351e+00   5.54539836e+00   4.81324233e+00   
574     4.50224095e-06   1.70807526e+00   5.48431232e+00   4.75904773e+00   
575     4.50229515e-06   1.69836510e+00   5.42606828e+00   4.70485313e+00   
576     4.50234934e-06   1.69138480e+00   5.37013707e+00   4.65065853e+00   
577     4.50240354e-06   1.68700849e+00   5.31548052e+00   4.59646393e+00   
578     4.50251193e-06   1.68742554e+00   5.20896097e+00   4.48807473e+00   
579     4.50257151e-06   1.69391661e+00   5.15203291e+00   4.42848773e+00   
580     4.50263110e-06   1.70328222e+00   5.09568778e+00   4.36890072e+00   
581     4.50269069e-06   1.71532815e+00   5.03984395e+00   4.30931372e+00   
582     4.50280986e-06   1.74519704e+00   4.92908404e+00   4.19013971e+00   
583     4.50289037e-06   1.77218276e+00   4.85520029e+00   4.10962848e+00   
584     4.50296283e-06   1.79954049e+00   4.78901055e+00   4.03716838e+00   
585     4.50303529e-06   1.82983279e+00   4.72306148e+00   3.96470827e+00   
586     4.50310775e-06   1.86296608e+00   4.65730628e+00   3.89224816e+00   
587     4.50325267e-06   1.93593455e+00   4.52621860e+00   3.74732795e+00   
588     4.50329648e-06   1.96042806e+00   4.48672971e+00   3.70352328e+00   
589     4.50329921e-06   1.96196542e+00   4.48426360e+00   3.70078549e+00   
590     4.50330469e-06   1.96505673e+00   4.47933061e+00   3.69530991e+00   
591     4.50331017e-06   1.96816429e+00   4.47439837e+00   3.68983432e+00   
592     4.50332112e-06   1.97444292e+00   4.46453661e+00   3.67888316e+00   
593     4.50333207e-06   1.98078667e+00   4.45467833e+00   3.66793199e+00   
594     4.50335397e-06   1.99372878e+00   4.43497275e+00   3.64602966e+00   
595     4.50335890e-06   1.99665613e+00   4.43054084e+00   3.64110163e+00   
596     4.50336875e-06   2.00256337e+00   4.42167859e+00   3.63124558e+00   
597     4.50337122e-06   2.00404394e+00   4.41946352e+00   3.62878157e+00   
598     4.50337153e-06   2.00422908e+00   4.41918666e+00   3.62847357e+00   
599     4.50337168e-06   2.00432166e+00   4.41904823e+00   3.62831957e+00   
600     4.50337199e-06   2.00450689e+00   4.41877135e+00   3.62801156e+00   
601     4.50337200e-06   2.00451267e+00   4.41876270e+00   3.62800194e+00   
602     4.50337200e-06   2.00451656e+00   4.41875587e+00   3.62799552e+00   
603     4.50337201e-06   2.00451693e+00   4.41875427e+00   3.62799491e+00   
604     4.50337201e-06   2.00451714e+00   4.41875337e+00   3.62799457e+00   
605     4.50337201e-06   2.00451732e+00   4.41875257e+00   3.62799426e+00   
606     4.50337201e-06   2.00451770e+00   4.41875096e+00   3.62799365e+00   
607     4.50337201e-06   2.00451845e+00   4.41874774e+00   3.62799243e+00   
608     4.50337201e-06   2.00451996e+00   4.41874133e+00   3.62798999e+00   
609     4.50337201e-06   2.00452306e+00   4.41872854e+00   3.62798510e+00   
610     4.50337202e-06   2.00452952e+00   4.41870317e+00   3.62797532e+00   
611     4.50337204e-06   2.00454344e+00   4.41865320e+00   3.62795578e+00   
612     4.50337206e-06   2.00455833e+00   4.41860396e+00   3.62793623e+00   
613     4.50337210e-06   2.00459172e+00   4.41850832e+00   3.62789713e+00   
614     4.50337214e-06   2.00462848e+00   4.41841536e+00   3.62785804e+00   
615     4.50337218e-06   2.00466839e+00   4.41832495e+00   3.62781894e+00   
616     4.50337226e-06   2.00475490e+00   4.41814966e+00   3.62774075e+00   
617     4.50337234e-06   2.00485586e+00   4.41798667e+00   3.62766255e+00   
618     4.50337242e-06   2.00496513e+00   4.41783115e+00   3.62758436e+00   
619     4.50337249e-06   2.00508165e+00   4.41768236e+00   3.62750617e+00   
620     4.50337265e-06   2.00532884e+00   4.41739855e+00   3.62734978e+00   
621     4.50337279e-06   2.00557478e+00   4.41716715e+00   3.62720904e+00   
622     4.50337293e-06   2.00583157e+00   4.41694817e+00   3.62706829e+00   
623     4.50337307e-06   2.00609686e+00   4.41673962e+00   3.62692754e+00   
624     4.50337335e-06   2.00664178e+00   4.41634189e+00   3.62664605e+00   
625     4.50337364e-06   2.00720987e+00   4.41597975e+00   3.62636456e+00   
626     4.50337392e-06   2.00778484e+00   4.41563264e+00   3.62608306e+00   
627     4.50337420e-06   2.00836352e+00   4.41529647e+00   3.62580157e+00   
628     4.50337476e-06   2.00952393e+00   4.41464125e+00   3.62523858e+00   
629     4.50337532e-06   2.01068348e+00   4.41401231e+00   3.62467559e+00   
630     4.50337589e-06   2.01183783e+00   4.41339076e+00   3.62411261e+00   
631     4.50337645e-06   2.01298698e+00   4.41277382e+00   3.62354962e+00   
632     4.50337758e-06   2.01527467e+00   4.41154627e+00   3.62242364e+00   
633     4.50337870e-06   2.01754119e+00   4.41032791e+00   3.62129767e+00   
634     4.50337983e-06   2.01979824e+00   4.40911221e+00   3.62017169e+00   
635     4.50338095e-06   2.02204850e+00   4.40789851e+00   3.61904572e+00   
636     4.50338321e-06   2.02653934e+00   4.40547444e+00   3.61679377e+00   
637     4.50338546e-06   2.03101358e+00   4.40305606e+00   3.61454182e+00   
638     4.50338771e-06   2.03548437e+00   4.40063980e+00   3.61228987e+00   
639     4.50339221e-06   2.04441983e+00   4.39581223e+00   3.60778597e+00   
640     4.50339672e-06   2.05335798e+00   4.39098798e+00   3.60328207e+00   
641     4.50340573e-06   2.07123875e+00   4.38134868e+00   3.59427427e+00   
642     4.50341473e-06   2.08914525e+00   4.37171722e+00   3.58526648e+00   
643     4.50343275e-06   2.12501031e+00   4.35248333e+00   3.56725088e+00   
644     4.50346878e-06   2.19707681e+00   4.31412523e+00   3.53121969e+00   
645     4.50350481e-06   2.26989677e+00   4.27587056e+00   3.49518849e+00   
646     4.50354084e-06   2.34364509e+00   4.23771437e+00   3.45915730e+00   
647     4.50361291e-06   2.49474153e+00   4.16161400e+00   3.38709492e+00   
648     4.50368497e-06   2.65201613e+00   4.08584232e+00   3.31503253e+00   
649     4.50375703e-06   2.81786193e+00   4.01038297e+00   3.24297014e+00   
650     4.50382909e-06   2.99549677e+00   3.93520736e+00   3.17090776e+00   
651     4.50389456e-06   3.16927989e+00   3.86715078e+00   3.10544032e+00   
652     4.50396003e-06   3.35541866e+00   3.79932852e+00   3.03997288e+00   
653     4.50402549e-06   3.55879545e+00   3.73181954e+00   2.97450544e+00   
654     4.50409096e-06   3.77263445e+00   3.66443342e+00   2.90903800e+00   
655     4.50411995e-06   3.86844084e+00   3.63454812e+00   2.88004735e+00   
656     4.50414894e-06   3.96513034e+00   3.60450874e+00   2.85105670e+00   
657     4.50417503e-06   4.05286450e+00   3.57732691e+00   2.82496511e+00   
658     4.50420113e-06   4.14127997e+00   3.55000551e+00   2.79887352e+00   
659     4.50423155e-06   4.24521395e+00   3.51797675e+00   2.76844590e+00   
660     4.50426198e-06   4.34948226e+00   3.48578123e+00   2.73801828e+00   
661     4.50429241e-06   4.45347168e+00   3.45342079e+00   2.70759065e+00   
662     4.50431672e-06   4.53604031e+00   3.42744235e+00   2.68328025e+00   
663     4.50434103e-06   4.61778861e+00   3.40135905e+00   2.65896985e+00   
664     4.50436534e-06   4.69844639e+00   3.37517271e+00   2.63465946e+00   
665     4.50436838e-06   4.70851580e+00   3.37188584e+00   2.63162066e+00   
666     4.50436982e-06   4.71327636e+00   3.37032984e+00   2.63018256e+00   
667     4.50437126e-06   4.71803163e+00   3.36877386e+00   2.62874446e+00   
668     4.50437255e-06   4.72230713e+00   3.36737337e+00   2.62745017e+00   
669     4.50437384e-06   4.72657845e+00   3.36597274e+00   2.62615588e+00   
670     4.50437514e-06   4.73084565e+00   3.36457191e+00   2.62486159e+00   
671     4.50437773e-06   4.73937078e+00   3.36176916e+00   2.62227301e+00   
672     4.50438032e-06   4.74787233e+00   3.35896626e+00   2.61968443e+00   
673     4.50438215e-06   4.75389286e+00   3.35697767e+00   2.61784886e+00   
674     4.50438399e-06   4.75990522e+00   3.35498849e+00   2.61601329e+00   
675     4.50438535e-06   4.76435780e+00   3.35351400e+00   2.61465255e+00   
676     4.50438635e-06   4.76761981e+00   3.35243426e+00   2.61365493e+00   
677     4.50438734e-06   4.77087935e+00   3.35135625e+00   2.61265730e+00   
678     4.50438834e-06   4.77413638e+00   3.35027964e+00   2.61165968e+00   
679     4.50438934e-06   4.77739181e+00   3.34920446e+00   2.61066205e+00   
680     4.50439133e-06   4.78389048e+00   3.34705630e+00   2.60866680e+00   
681     4.50439305e-06   4.78948962e+00   3.34520668e+00   2.60694540e+00   
682     4.50439650e-06   4.80065655e+00   3.34151549e+00   2.60350261e+00   
683     4.50439994e-06   4.81179216e+00   3.33783650e+00   2.60005982e+00   
684     4.50440683e-06   4.83393228e+00   3.33051089e+00   2.59317425e+00   
685     4.50442060e-06   4.87766296e+00   3.31599135e+00   2.57940309e+00   
686     4.50444814e-06   4.96272749e+00   3.28744260e+00   2.55186078e+00   
687     4.50450322e-06   5.12208587e+00   3.23204205e+00   2.49677615e+00   
688     4.50455831e-06   5.26935147e+00   3.17856854e+00   2.44169152e+00   
689     4.50461339e-06   5.40386373e+00   3.12669016e+00   2.38660690e+00   
690     4.50472356e-06   5.64163554e+00   3.02688391e+00   2.27643765e+00   
691     4.50482271e-06   5.80088292e+00   2.93784595e+00   2.17728532e+00   
692     4.50490936e-06   5.91598166e+00   2.85918532e+00   2.09064024e+00   
693     4.50499600e-06   6.01049757e+00   2.77974716e+00   2.00399516e+00   
694     4.50500000e-06   6.01480792e+00   2.77608280e+00   2.00000000e+00   
695     4.50500400e-06   6.01907029e+00   2.77244125e+00   2.00000000e+00   
696     4.50501199e-06   6.02741646e+00   2.76522975e+00   2.00000000e+00   
697     4.50502797e-06   6.04343888e+00   2.75107424e+00   2.00000000e+00   
698     4.50505993e-06   6.07300507e+00   2.72378938e+00   2.00000000e+00   
699     4.50512385e-06   6.12354005e+00   2.67303688e+00   2.00000000e+00   
700     4.50518777e-06   6.16657127e+00   2.62583578e+00   2.00000000e+00   
701     4.50525170e-06   6.20313736e+00   2.58193804e+00   2.00000000e+00   
702     4.50537954e-06   6.26378058e+00   2.50115010e+00   2.00000000e+00   
703     4.50549460e-06   6.29880130e+00   2.44120585e+00   2.00000000e+00   
704     4.50559816e-06   6.32332975e+00   2.39312580e+00   2.00000000e+00   
705     4.50570171e-06   6.34248100e+00   2.35027865e+00   2.00000000e+00   
706     4.50580526e-06   6.35750391e+00   2.31209632e+00   2.00000000e+00   
707     4.50601237e-06   6.38061921e+00   2.24509497e+00   2.00000000e+00   
