Index          TIME                V(BAT)              V(RESET)
54      1.004916100000e-03   5.000000000000e+00   1.000007013110e+01   
55      1.006390660000e-03   5.000000000000e+00   1.000007009118e+01   
56      1.007717764000e-03   5.000000000000e+00   1.000007005816e+01   
57      1.009044868000e-03   5.000000000000e+00   1.000007002494e+01   
58      1.010371972000e-03   5.000000000000e+00   1.000006999173e+01   
59      1.013026180000e-03   5.000000000000e+00   1.000006992806e+01   
60      1.014722763325e-03   5.000000000000e+00   1.000006988221e+01   
61      1.016419346650e-03   5.000000000000e+00   1.000006983973e+01   
62      1.018115929975e-03   5.000000000000e+00   1.000006979733e+01   
63      1.021509096624e-03   5.000000000000e+00   1.000006971607e+01   
64      1.023317243476e-03   5.000000000000e+00   1.000006966726e+01   
65      1.025125390329e-03   5.000000000000e+00   1.000006962204e+01   
66      1.026933537181e-03   5.000000000000e+00   1.000006957689e+01   
67      1.030549830885e-03   5.000000000000e+00   1.000006949029e+01   
68      1.032477408339e-03   5.000000000000e+00   1.000006943826e+01   
69      1.034404985792e-03   5.000000000000e+00   1.000006939001e+01   
70      1.036332563246e-03   5.000000000000e+00   1.000006934181e+01   
71      1.040187718153e-03   5.000000000000e+00   1.000006924922e+01   
72      1.042235398379e-03   5.000000000000e+00   1.000006919375e+01   
73      1.044283078605e-03   5.000000000000e+00   1.000006914221e+01   
74      1.046330758830e-03   5.000000000000e+00   1.000006909064e+01   
75      1.050426119282e-03   5.000000000000e+00   1.000006899122e+01   
76      1.052594750872e-03   5.000000000000e+00   1.000006893173e+01   
77      1.054763382462e-03   5.000000000000e+00   1.000006887621e+01   
78      1.056932014052e-03   5.000000000000e+00   1.000006882043e+01   
79      1.061269277232e-03   5.000000000000e+00   1.000006871195e+01   
80      1.063559704262e-03   5.000000000000e+00   1.000006864689e+01   
81      1.065850131292e-03   5.000000000000e+00   1.000006858551e+01   
82      1.068140558321e-03   5.000000000000e+00   1.000006852325e+01   
83      1.072721412380e-03   5.000000000000e+00   1.000006839958e+01   
84      1.075134484159e-03   5.000000000000e+00   1.000006832467e+01   
85      1.077547555937e-03   5.000000000000e+00   1.000006825218e+01   
86      1.079960627715e-03   5.000000000000e+00   1.000006817702e+01   
87      1.084786771271e-03   5.000000000000e+00   1.000006802077e+01   
88      1.087323346706e-03   5.000000000000e+00   1.000006792367e+01   
89      1.089859922141e-03   5.000000000000e+00   1.000006782489e+01   
90      1.092396497575e-03   5.000000000000e+00   1.000006771811e+01   
91      1.097469648445e-03   5.000000000000e+00   1.000006747783e+01   
92      1.100130599875e-03   5.000000000000e+00   1.000006732177e+01   
93      1.102791551306e-03   5.000000000000e+00   1.000006715101e+01   
94      1.105452502737e-03   5.000000000000e+00   1.000006695589e+01   
95      1.110774405599e-03   5.000000000000e+00   1.000006647372e+01   
96      1.113560622081e-03   5.000000000000e+00   1.000006614470e+01   
97      1.116346838564e-03   5.000000000000e+00   1.000006575929e+01   
98      1.119133055046e-03   5.000000000000e+00   1.000006529723e+01   
99      1.124705488011e-03   5.000000000000e+00   1.000006407005e+01   
100     1.127617877907e-03   5.000000000000e+00   1.000006320109e+01   
101     1.130530267803e-03   5.000000000000e+00   1.000006213809e+01   
102     1.133442657699e-03   5.000000000000e+00   1.000006082494e+01   
103     1.139267437491e-03   5.000000000000e+00   1.000005718694e+01   
104     1.142306927962e-03   5.000000000000e+00   1.000005455081e+01   
105     1.145346418434e-03   5.000000000000e+00   1.000005124981e+01   
106     1.148385908905e-03   5.000000000000e+00   1.000004710127e+01   
107     1.154464889848e-03   5.000000000000e+00   1.000003532390e+01   
108     1.157632393311e-03   5.000000000000e+00   1.000002665827e+01   
109     1.160799896773e-03   5.000000000000e+00   1.000001565737e+01   
110     1.163967400235e-03   5.000000000000e+00   1.000000167345e+01   
111     1.170302407159e-03   5.000000000000e+00   9.999961301794e+00   
112     1.173598351162e-03   5.000000000000e+00   9.999931241015e+00   
113     1.176894295165e-03   5.000000000000e+00   9.999892698715e+00   
114     1.180190239169e-03   5.000000000000e+00   9.999843255976e+00   
115     1.186782127175e-03   5.000000000000e+00   9.999698517767e+00   
116     1.190199719222e-03   5.000000000000e+00   9.999589852221e+00   
117     1.193617311269e-03   5.000000000000e+00   9.999449409336e+00   
118     1.197034903316e-03   5.000000000000e+00   9.999267851465e+00   
119     1.203870087410e-03   5.000000000000e+00   9.998729983670e+00   
120     1.207302120934e-03   5.000000000000e+00   9.998336361487e+00   
121     1.210734154458e-03   5.000000000000e+00   9.997827922168e+00   
122     1.213822984630e-03   5.000000000000e+00   9.997244611875e+00   
123     1.216911814802e-03   5.000000000000e+00   9.996510217963e+00   
124     1.220000644974e-03   5.000000000000e+00   9.995585979703e+00   
125     1.226178305318e-03   5.000000000000e+00   9.992960259643e+00   
126     1.228511234196e-03   5.000000000000e+00   9.991609979314e+00   
127     1.230844163075e-03   5.000000000000e+00   9.990005608684e+00   
128     1.232937350565e-03   5.000000000000e+00   9.988310482673e+00   
129     1.234821219306e-03   5.000000000000e+00   9.986543477122e+00   
130     1.236516701173e-03   5.000000000000e+00   9.984728562094e+00   
131     1.238212183041e-03   5.000000000000e+00   9.982671355775e+00   
132     1.239738116721e-03   5.000000000000e+00   9.980586680341e+00   
133     1.241264050401e-03   5.000000000000e+00   9.978253466948e+00   
134     1.242637390714e-03   5.000000000000e+00   9.975917317503e+00   
135     1.244010731026e-03   5.000000000000e+00   9.973332234300e+00   
136     1.245246737307e-03   5.000000000000e+00   9.970771657707e+00   
137     1.246482743589e-03   5.000000000000e+00   9.967967040190e+00   
138     1.247595149242e-03   5.000000000000e+00   9.965215787231e+00   
139     1.248707554895e-03   5.000000000000e+00   9.962229853087e+00   
140     1.249708719982e-03   5.000000000000e+00   9.959326110090e+00   
141     1.250709885070e-03   5.000000000000e+00   9.956200556666e+00   
142     1.251610933649e-03   5.000000000000e+00   9.953184708634e+00   
143     1.252511982228e-03   5.000000000000e+00   9.949962447287e+00   
144     1.253413030807e-03   5.000000000000e+00   9.946520150164e+00   
145     1.255215127965e-03   5.000000000000e+00   9.938917936839e+00   
146     1.257017225123e-03   5.000000000000e+00   9.930239165187e+00   
147     1.258819322281e-03   5.000000000000e+00   9.920337190462e+00   
148     1.260621419439e-03   5.000000000000e+00   9.909041378834e+00   
149     1.261822817544e-03   5.000000000000e+00   9.900637177701e+00   
150     1.263024215649e-03   5.000000000000e+00   9.891464534180e+00   
151     1.264225613755e-03   5.000000000000e+00   9.881463864542e+00   
152     1.265163371946e-03   5.000000000000e+00   9.873013115151e+00   
153     1.266101130138e-03   5.000000000000e+00   9.863969466779e+00   
154     1.267038888329e-03   5.000000000000e+00   9.854298927367e+00   
155     1.267976646520e-03   5.000000000000e+00   9.843928565568e+00   
156     1.268914404712e-03   5.000000000000e+00   9.832831447509e+00   
157     1.269852162903e-03   5.000000000000e+00   9.820966134257e+00   
158     1.270789921095e-03   5.000000000000e+00   9.808245365197e+00   
159     1.271727679286e-03   5.000000000000e+00   9.794634247349e+00   
160     1.272665437478e-03   5.000000000000e+00   9.780081522849e+00   
161     1.273603195669e-03   5.000000000000e+00   9.764483032038e+00   
162     1.274540953861e-03   5.000000000000e+00   9.747795074449e+00   
163     1.275478712052e-03   5.000000000000e+00   9.729955056120e+00   
164     1.276416470244e-03   5.000000000000e+00   9.710836239816e+00   
165     1.277354228435e-03   5.000000000000e+00   9.690385194900e+00   
166     1.278291986627e-03   5.000000000000e+00   9.668525582420e+00   
167     1.278995305270e-03   5.000000000000e+00   9.651117903081e+00   
168     1.279698623914e-03   5.000000000000e+00   9.632805554604e+00   
169     1.280401942558e-03   5.000000000000e+00   9.613543200765e+00   
170     1.281105261201e-03   5.000000000000e+00   9.593283754580e+00   
171     1.281808579845e-03   5.000000000000e+00   9.571968899238e+00   
172     1.282511898488e-03   5.000000000000e+00   9.549549261490e+00   
173     1.283215217132e-03   5.000000000000e+00   9.525969585426e+00   
174     1.283918535776e-03   5.000000000000e+00   9.501172475485e+00   
175     1.284621854419e-03   5.000000000000e+00   9.475088462606e+00   
176     1.285325173063e-03   5.000000000000e+00   9.447657145506e+00   
177     1.286028491706e-03   5.000000000000e+00   9.418811653110e+00   
178     1.286731810350e-03   5.000000000000e+00   9.388482567154e+00   
179     1.287435128994e-03   5.000000000000e+00   9.356584910785e+00   
180     1.288138447637e-03   5.000000000000e+00   9.323045839485e+00   
181     1.288841766281e-03   5.000000000000e+00   9.287784289910e+00   
182     1.289545084924e-03   5.000000000000e+00   9.250716117724e+00   
183     1.290248403568e-03   5.000000000000e+00   9.211739397417e+00   
184     1.290951722212e-03   5.000000000000e+00   9.170765707307e+00   
185     1.291655040855e-03   5.000000000000e+00   9.127697136951e+00   
186     1.292358359499e-03   5.000000000000e+00   9.082432091828e+00   
187     1.293061678142e-03   5.000000000000e+00   9.034848215461e+00   
188     1.293764996786e-03   5.000000000000e+00   8.984838734648e+00   
189     1.294468315430e-03   5.000000000000e+00   8.932285747909e+00   
190     1.295171634073e-03   5.000000000000e+00   8.877066969054e+00   
191     1.296296943903e-03   5.000000000000e+00   8.782819060835e+00   
192     1.297422253733e-03   5.000000000000e+00   8.680820439710e+00   
193     1.298547563563e-03   5.000000000000e+00   8.570457822723e+00   
194     1.299672873392e-03   5.000000000000e+00   8.451074131509e+00   
195     1.300798183222e-03   5.000000000000e+00   8.321966340901e+00   
196     1.301507231625e-03   5.000000000000e+00   8.235277631362e+00   
197     1.302216280028e-03   5.000000000000e+00   8.144227093888e+00   
198     1.302925328431e-03   5.000000000000e+00   8.048606565148e+00   
199     1.303634376833e-03   5.000000000000e+00   7.948199184679e+00   
200     1.304343425236e-03   5.000000000000e+00   7.842779154567e+00   
201     1.305052473639e-03   5.000000000000e+00   7.732103717823e+00   
202     1.305761522042e-03   5.000000000000e+00   7.615930338942e+00   
203     1.306470570445e-03   5.000000000000e+00   7.494002891933e+00   
204     1.307179618848e-03   5.000000000000e+00   7.366054977253e+00   
205     1.307888667250e-03   5.000000000000e+00   7.231809652959e+00   
206     1.308597715653e-03   5.000000000000e+00   7.090981767813e+00   
207     1.309306764056e-03   5.000000000000e+00   6.943271960082e+00   
208     1.310015812459e-03   5.000000000000e+00   6.788370808160e+00   
209     1.310724860862e-03   5.000000000000e+00   6.625957414135e+00   
210     1.311433909265e-03   5.000000000000e+00   6.455699145862e+00   
211     1.312142957667e-03   5.000000000000e+00   6.277260043813e+00   
212     1.312852006070e-03   5.000000000000e+00   6.090281652591e+00   
213     1.313561054473e-03   5.000000000000e+00   5.894397275341e+00   
214     1.314270102876e-03   5.000000000000e+00   5.689227967040e+00   
215     1.314979151279e-03   5.000000000000e+00   5.474382317702e+00   
216     1.315688199681e-03   5.000000000000e+00   5.249486872920e+00   
217     1.316397248084e-03   5.000000000000e+00   5.014119536176e+00   
218     1.317106296487e-03   5.000000000000e+00   4.767860149011e+00   
219     1.317815344890e-03   5.000000000000e+00   4.510277210262e+00   
220     1.318524393293e-03   5.000000000000e+00   4.240927825049e+00   
221     1.318566989571e-03   5.000000000000e+00   4.224370261012e+00   
222     1.318614661390e-03   5.000000000000e+00   4.205782597877e+00   
223     1.318662333208e-03   5.000000000000e+00   4.187139275981e+00   
224     1.318710005026e-03   5.000000000000e+00   4.168440321346e+00   
225     1.318805348663e-03   5.000000000000e+00   4.130901556735e+00   
226     1.318900692300e-03   5.000000000000e+00   4.093130085261e+00   
227     1.318996035937e-03   5.000000000000e+00   4.055124058620e+00   
228     1.319186723211e-03   5.000000000000e+00   3.978422497871e+00   
229     1.319377410484e-03   5.000000000000e+00   3.900807340950e+00   
230     1.319758785031e-03   5.000000000000e+00   3.742804382867e+00   
231     1.320102022124e-03   5.000000000000e+00   3.597412926547e+00   
232     1.320445259217e-03   5.000000000000e+00   3.448941197498e+00   
233     1.320788496309e-03   5.000000000000e+00   3.297340135887e+00   
234     1.321131733402e-03   5.000000000000e+00   3.142562682797e+00   
235     1.321360558130e-03   5.000000000000e+00   3.037591960737e+00   
236     1.321589382858e-03   5.000000000000e+00   2.931177872032e+00   
237     1.321818207587e-03   5.000000000000e+00   2.823307761842e+00   
238     1.322024149842e-03   5.000000000000e+00   2.724967519982e+00   
239     1.322230092098e-03   5.000000000000e+00   2.625426868685e+00   
240     1.322436034353e-03   5.000000000000e+00   2.524676170628e+00   
241     1.322641976609e-03   5.000000000000e+00   2.422714604176e+00   
242     1.322847918864e-03   5.000000000000e+00   2.319531129512e+00   
243     1.323053861120e-03   5.000000000000e+00   2.215117912521e+00   
244     1.323259803376e-03   5.000000000000e+00   2.109481408785e+00   
245     1.323465745631e-03   5.000000000000e+00   2.002611742806e+00   
246     1.323671687887e-03   5.000000000000e+00   1.894504142546e+00   
247     1.323877630142e-03   5.000000000000e+00   1.785179423993e+00   
248     1.324083572398e-03   5.000000000000e+00   1.674629159679e+00   
249     1.324289514653e-03   5.000000000000e+00   1.562854060715e+00   
250     1.324315283022e-03   5.000000000000e+00   1.548783276263e+00   
251     1.324338690351e-03   5.000000000000e+00   1.535988434988e+00   
252     1.324362097680e-03   5.000000000000e+00   1.523178370046e+00   
253     1.324385505009e-03   5.000000000000e+00   1.510353108810e+00   
254     1.324432319667e-03   5.000000000000e+00   1.484684226790e+00   
255     1.324455733684e-03   5.000000000000e+00   1.471804351129e+00   
256     1.324479147700e-03   5.000000000000e+00   1.458910566969e+00   
257     1.324502561716e-03   5.000000000000e+00   1.446002680314e+00   
258     1.324549389749e-03   5.000000000000e+00   1.420172115967e+00   
259     1.324572316013e-03   5.000000000000e+00   1.407486108077e+00   
260     1.324595242277e-03   5.000000000000e+00   1.394787288049e+00   
261     1.324618168541e-03   5.000000000000e+00   1.382075435560e+00   
262     1.324664021069e-03   5.000000000000e+00   1.356640364991e+00   
263     1.324686269205e-03   5.000000000000e+00   1.344261298573e+00   
264     1.324708517340e-03   5.000000000000e+00   1.331870521482e+00   
265     1.324730765476e-03   5.000000000000e+00   1.319467838318e+00   
266     1.324775261748e-03   5.000000000000e+00   1.294654528326e+00   
267     1.324796792834e-03   5.000000000000e+00   1.282612129232e+00   
268     1.324818323921e-03   5.000000000000e+00   1.270559114940e+00   
269     1.324839855007e-03   5.000000000000e+00   1.258495324280e+00   
270     1.324882917180e-03   5.000000000000e+00   1.234363170203e+00   
271     1.324903736768e-03   5.000000000000e+00   1.222662270377e+00   
272     1.324924556356e-03   5.000000000000e+00   1.210951834507e+00   
273     1.324945375945e-03   5.000000000000e+00   1.199231735969e+00   
274     1.324987015121e-03   5.000000000000e+00   1.175790280908e+00   
275     1.325007834709e-03   5.000000000000e+00   1.164036004028e+00   
276     1.325028654297e-03   5.000000000000e+00   1.152272774937e+00   
277     1.325049473885e-03   5.000000000000e+00   1.140500471809e+00   
278     1.325091113061e-03   5.000000000000e+00   1.116958006736e+00   
279     1.325111932649e-03   5.000000000000e+00   1.105153165777e+00   
280     1.325132752237e-03   5.000000000000e+00   1.093340033634e+00   
281     1.325153571826e-03   5.000000000000e+00   1.081518507516e+00   
282     1.325195211002e-03   5.000000000000e+00   1.057881547839e+00   
283     1.325214055487e-03   5.000000000000e+00   1.047156413242e+00   
284     1.325232899972e-03   5.000000000000e+00   1.036424842667e+00   
285     1.325251744458e-03   5.000000000000e+00   1.025686824874e+00   
286     1.325289433428e-03   5.000000000000e+00   1.004219619255e+00   
287     1.325307518063e-03   5.000000000000e+00   9.938931700850e-01   
288     1.325325602697e-03   5.000000000000e+00   9.835614607917e-01   
289     1.325343192709e-03   5.000000000000e+00   9.735078835727e-01   
290     1.325360552741e-03   5.000000000000e+00   9.635811246591e-01   
291     1.325377745986e-03   5.000000000000e+00   9.537451710010e-01   
292     1.325394794522e-03   5.000000000000e+00   9.439875549734e-01   
293     1.325411710798e-03   5.000000000000e+00   9.343013257743e-01   
294     1.325428504057e-03   5.000000000000e+00   9.246813722429e-01   
295     1.325445181867e-03   5.000000000000e+00   9.151235466837e-01   
296     1.325461750643e-03   5.000000000000e+00   9.056243629106e-01   
297     1.325478215935e-03   5.000000000000e+00   8.961808337765e-01   
298     1.325494582623e-03   5.000000000000e+00   8.867903578591e-01   
299     1.325510855069e-03   5.000000000000e+00   8.774506324754e-01   
300     1.325527037239e-03   5.000000000000e+00   8.681595845649e-01   
301     1.325543132800e-03   5.000000000000e+00   8.589153147371e-01   
302     1.325559145199e-03   5.000000000000e+00   8.497160512811e-01   
303     1.325575077733e-03   5.000000000000e+00   8.405601117636e-01   
304     1.325590933603e-03   5.000000000000e+00   8.314458703681e-01   
305     1.325606715969e-03   5.000000000000e+00   8.223717295449e-01   
306     1.325622427986e-03   5.000000000000e+00   8.133360948110e-01   
307     1.325638072853e-03   5.000000000000e+00   8.043373517155e-01   
308     1.325653653846e-03   5.000000000000e+00   7.953738441600e-01   
309     1.325669174360e-03   5.000000000000e+00   7.864438533359e-01   
310     1.325684637940e-03   5.000000000000e+00   7.775455765926e-01   
311     1.325700048334e-03   5.000000000000e+00   7.686771024267e-01   
312     1.325715409514e-03   5.000000000000e+00   7.598363949312e-01   
313     1.325730725731e-03   5.000000000000e+00   7.510212659831e-01   
314     1.325746001577e-03   5.000000000000e+00   7.422293380050e-01   
315     1.325761242035e-03   5.000000000000e+00   7.334580193265e-01   
316     1.325776452544e-03   5.000000000000e+00   7.247044647206e-01   
317     1.325791639088e-03   5.000000000000e+00   7.159655301568e-01   
318     1.325806808284e-03   5.000000000000e+00   7.072377188376e-01   
319     1.325821967510e-03   5.000000000000e+00   6.985171156776e-01   
320     1.325837125041e-03   5.000000000000e+00   6.897993066263e-01   
321     1.325852290236e-03   5.000000000000e+00   6.810792779984e-01   
322     1.325867473766e-03   5.000000000000e+00   6.723512891039e-01   
323     1.325882687905e-03   5.000000000000e+00   6.636087086922e-01   
324     1.325897946915e-03   5.000000000000e+00   6.548438015324e-01   
325     1.325913267555e-03   5.000000000000e+00   6.460474449104e-01   
326     1.325928669768e-03   5.000000000000e+00   6.372087443621e-01   
327     1.325944071981e-03   5.000000000000e+00   6.283752663936e-01   
328     1.325959474193e-03   5.000000000000e+00   6.195476089155e-01   
329     1.325971568130e-03   5.000000000000e+00   6.126255041975e-01   
330     1.325983662066e-03   5.000000000000e+00   6.057073582094e-01   
331     1.325995756003e-03   5.000000000000e+00   5.987935517030e-01   
332     1.326007006585e-03   5.000000000000e+00   5.923673534832e-01   
333     1.326018257166e-03   5.000000000000e+00   5.859455037444e-01   
334     1.326029507748e-03   5.000000000000e+00   5.795283563586e-01   
335     1.326039991175e-03   5.000000000000e+00   5.735544387189e-01   
336     1.326050474601e-03   5.000000000000e+00   5.675851685923e-01   
337     1.326060958028e-03   5.000000000000e+00   5.616208760042e-01   
338     1.326070758520e-03   5.000000000000e+00   5.560508863376e-01   
339     1.326080559012e-03   5.000000000000e+00   5.504857872480e-01   
340     1.326090359504e-03   5.000000000000e+00   5.449258886543e-01   
341     1.326109960487e-03   5.000000000000e+00   5.338411046442e-01   
342     1.326119148302e-03   5.000000000000e+00   5.286448215360e-01   
343     1.326137523931e-03   5.000000000000e+00   5.182450053726e-01   
344     1.326150091035e-03   5.000000000000e+00   5.111597428157e-01   
345     1.326160836084e-03   5.000000000000e+00   5.051153056061e-01   
346     1.326171581133e-03   5.000000000000e+00   4.990809236654e-01   
347     1.326182326181e-03   5.000000000000e+00   4.930572294368e-01   
348     1.326189756800e-03   5.000000000000e+00   4.889024330936e-01   
349     1.326197187419e-03   5.000000000000e+00   4.847531403489e-01   
350     1.326204618038e-03   5.000000000000e+00   4.806096068468e-01   
351     1.326219479275e-03   5.000000000000e+00   4.723534726724e-01   
352     1.326226511225e-03   5.000000000000e+00   4.684499057337e-01   
353     1.326240575123e-03   5.000000000000e+00   4.606438622537e-01   
354     1.326268702919e-03   5.000000000000e+00   4.450425628177e-01   
355     1.326270960436e-03   5.000000000000e+00   4.438059935391e-01   
356     1.326275475468e-03   5.000000000000e+00   4.413321028244e-01   
357     1.326284505533e-03   5.000000000000e+00   4.363814643432e-01   
358     1.326293535599e-03   5.000000000000e+00   4.314376245918e-01   
359     1.326302565664e-03   5.000000000000e+00   4.264999878860e-01   
360     1.326309989544e-03   5.000000000000e+00   4.224472514142e-01   
361     1.326317413424e-03   5.000000000000e+00   4.183979544277e-01   
362     1.326324837305e-03   5.000000000000e+00   4.143518399037e-01   
363     1.326339685065e-03   5.000000000000e+00   4.062825961606e-01   
364     1.326347355925e-03   5.000000000000e+00   4.021093193497e-01   
365     1.326362697645e-03   5.000000000000e+00   3.937473796599e-01   
366     1.326372269152e-03   5.000000000000e+00   3.885467126732e-01   
367     1.326381840659e-03   5.000000000000e+00   3.833491603451e-01   
368     1.326391412167e-03   5.000000000000e+00   3.781544216231e-01   
369     1.326399647697e-03   5.000000000000e+00   3.736889907077e-01   
370     1.326407883227e-03   5.000000000000e+00   3.692251814909e-01   
371     1.326416302641e-03   5.000000000000e+00   3.646629364732e-01   
372     1.326424653154e-03   5.000000000000e+00   3.601395747479e-01   
373     1.326432921207e-03   5.000000000000e+00   3.556623135483e-01   
374     1.326441119234e-03   5.000000000000e+00   3.512242736907e-01   
375     1.326449261847e-03   5.000000000000e+00   3.468174245540e-01   
376     1.326457363703e-03   5.000000000000e+00   3.424337407904e-01   
377     1.326465439771e-03   5.000000000000e+00   3.380650575844e-01   
378     1.326473505896e-03   5.000000000000e+00   3.337027641501e-01   
379     1.326481579499e-03   5.000000000000e+00   3.293374256247e-01   
380     1.326489680477e-03   5.000000000000e+00   3.249582964180e-01   
381     1.326497832458e-03   5.000000000000e+00   3.205526477236e-01   
382     1.326506064647e-03   5.000000000000e+00   3.161047742616e-01   
383     1.326514414743e-03   5.000000000000e+00   3.115944291320e-01   
384     1.326522933859e-03   5.000000000000e+00   3.069941800350e-01   
385     1.326531695548e-03   5.000000000000e+00   3.022645611658e-01   
386     1.326540814192e-03   5.000000000000e+00   2.973441924525e-01   
387     1.326550488391e-03   5.000000000000e+00   2.921264441919e-01   
388     1.326560162591e-03   5.000000000000e+00   2.869127735749e-01   
389     1.326569836790e-03   5.000000000000e+00   2.817039429660e-01   
390     1.326576557188e-03   5.000000000000e+00   2.780919001059e-01   
391     1.326583277585e-03   5.000000000000e+00   2.744827919531e-01   
392     1.326589997983e-03   5.000000000000e+00   2.708770294507e-01   
393     1.326603438778e-03   5.000000000000e+00   2.636861059041e-01   
394     1.326609666689e-03   5.000000000000e+00   2.603566183959e-01   
395     1.326622122512e-03   5.000000000000e+00   2.537041834974e-01   
396     1.326628870121e-03   5.000000000000e+00   2.501145003712e-01   
397     1.326635617730e-03   5.000000000000e+00   2.465328265797e-01   
398     1.326641690579e-03   5.000000000000e+00   2.433173324831e-01   
399     1.326647763427e-03   5.000000000000e+00   2.401099723581e-01   
400     1.326653228990e-03   5.000000000000e+00   2.372312330549e-01   
401     1.326658694554e-03   5.000000000000e+00   2.343605497828e-01   
402     1.326663613561e-03   5.000000000000e+00   2.317845491347e-01   
403     1.326668532568e-03   5.000000000000e+00   2.292163487955e-01   
404     1.326672959675e-03   5.000000000000e+00   2.269121905368e-01   
405     1.326677386781e-03   5.000000000000e+00   2.246154333428e-01   
406     1.326681371177e-03   5.000000000000e+00   2.225550883456e-01   
407     1.326685355573e-03   5.000000000000e+00   2.205016397241e-01   
408     1.326688941529e-03   5.000000000000e+00   2.186597241380e-01   
409     1.326692527485e-03   5.000000000000e+00   2.168241321388e-01   
410     1.326696113441e-03   5.000000000000e+00   2.149952511726e-01   
411     1.326703285354e-03   5.000000000000e+00   2.113575967148e-01   
412     1.326706871310e-03   5.000000000000e+00   2.095514088487e-01   
413     1.326710457266e-03   5.000000000000e+00   2.077536801760e-01   
414     1.326713615557e-03   5.000000000000e+00   2.061774783201e-01   
415     1.326716773849e-03   5.000000000000e+00   2.046085457941e-01   
416     1.326719616311e-03   5.000000000000e+00   2.032028082149e-01   
417     1.326722458773e-03   5.000000000000e+00   2.018035096210e-01   
418     1.326725016989e-03   5.000000000000e+00   2.005496802447e-01   
419     1.326727575206e-03   5.000000000000e+00   1.993014935089e-01   
420     1.326730133422e-03   5.000000000000e+00   1.980591642760e-01   
421     1.326735249854e-03   5.000000000000e+00   1.955903782381e-01   
