Index          TIME                V(BAT)              V(RESET)
422     1.326740366286e-03   5.000000000000e+00   1.931466493194e-01   
423     1.326745482718e-03   5.000000000000e+00   1.907303839589e-01   
424     1.326750599150e-03   5.000000000000e+00   1.883437287583e-01   
425     1.326754010105e-03   5.000000000000e+00   1.867700156775e-01   
426     1.326757421060e-03   5.000000000000e+00   1.852108731136e-01   
427     1.326760832014e-03   5.000000000000e+00   1.836668652454e-01   
428     1.326764242969e-03   5.000000000000e+00   1.821389234945e-01   
429     1.326767653924e-03   5.000000000000e+00   1.806275953463e-01   
430     1.326771064879e-03   5.000000000000e+00   1.791335451368e-01   
431     1.326774475833e-03   5.000000000000e+00   1.776574005625e-01   
432     1.326777886788e-03   5.000000000000e+00   1.761998311931e-01   
433     1.326781297743e-03   5.000000000000e+00   1.747614935133e-01   
434     1.326788119652e-03   5.000000000000e+00   1.719447673767e-01   
435     1.326794941562e-03   5.000000000000e+00   1.692122881371e-01   
436     1.326801763471e-03   5.000000000000e+00   1.665690846000e-01   
437     1.326807229265e-03   5.000000000000e+00   1.645177041782e-01   
438     1.326812695058e-03   5.000000000000e+00   1.625283278546e-01   
439     1.326818160851e-03   5.000000000000e+00   1.606032702165e-01   
440     1.326823626644e-03   5.000000000000e+00   1.587417923892e-01   
441     1.326829092437e-03   5.000000000000e+00   1.569467499821e-01   
442     1.326834558231e-03   5.000000000000e+00   1.552198661569e-01   
443     1.326839462794e-03   5.000000000000e+00   1.537263051604e-01   
444     1.326844367357e-03   5.000000000000e+00   1.522875785184e-01   
445     1.326849271921e-03   5.000000000000e+00   1.509043145984e-01   
446     1.326853686028e-03   5.000000000000e+00   1.497042960317e-01   
447     1.326858100135e-03   5.000000000000e+00   1.485478510275e-01   
448     1.326862514242e-03   5.000000000000e+00   1.474349179232e-01   
449     1.326866486938e-03   5.000000000000e+00   1.464683189910e-01   
450     1.326870459634e-03   5.000000000000e+00   1.455352490623e-01   
451     1.326874432330e-03   5.000000000000e+00   1.446352995294e-01   
452     1.326878405027e-03   5.000000000000e+00   1.437665803009e-01   
453     1.326882377723e-03   5.000000000000e+00   1.429289184598e-01   
454     1.326886350419e-03   5.000000000000e+00   1.421216023677e-01   
455     1.326890323116e-03   5.000000000000e+00   1.413430713541e-01   
456     1.326894295812e-03   5.000000000000e+00   1.405927350710e-01   
457     1.326898268508e-03   5.000000000000e+00   1.398696999444e-01   
458     1.326902241204e-03   5.000000000000e+00   1.391725635690e-01   
459     1.326906213901e-03   5.000000000000e+00   1.385005050614e-01   
460     1.326910186597e-03   5.000000000000e+00   1.378525218121e-01   
461     1.326914159293e-03   5.000000000000e+00   1.372274012268e-01   
462     1.326918131989e-03   5.000000000000e+00   1.366241706941e-01   
463     1.326922104686e-03   5.000000000000e+00   1.360417826081e-01   
464     1.326925084208e-03   5.000000000000e+00   1.356180764071e-01   
465     1.326928063730e-03   5.000000000000e+00   1.352050952831e-01   
466     1.326931043252e-03   5.000000000000e+00   1.348024087262e-01   
467     1.326934022775e-03   5.000000000000e+00   1.344095877528e-01   
468     1.326937002297e-03   5.000000000000e+00   1.340263129471e-01   
469     1.326939981819e-03   5.000000000000e+00   1.336521445269e-01   
470     1.326942961341e-03   5.000000000000e+00   1.332866913318e-01   
471     1.326945940863e-03   5.000000000000e+00   1.329295681601e-01   
472     1.326948920386e-03   5.000000000000e+00   1.325804990881e-01   
473     1.326951899908e-03   5.000000000000e+00   1.322390975859e-01   
474     1.326954879430e-03   5.000000000000e+00   1.319050281195e-01   
475     1.326957858952e-03   5.000000000000e+00   1.315779653520e-01   
476     1.326960838474e-03   5.000000000000e+00   1.312576410240e-01   
477     1.326963817997e-03   5.000000000000e+00   1.309437441842e-01   
478     1.326966797519e-03   5.000000000000e+00   1.306359945134e-01   
479     1.326969777041e-03   5.000000000000e+00   1.303341238133e-01   
480     1.326972756563e-03   5.000000000000e+00   1.300378757804e-01   
481     1.326975736086e-03   5.000000000000e+00   1.297470064873e-01   
482     1.326978715608e-03   5.000000000000e+00   1.294612840289e-01   
483     1.326981695130e-03   5.000000000000e+00   1.291804886120e-01   
484     1.326987654174e-03   5.000000000000e+00   1.286327641400e-01   
485     1.326993613219e-03   5.000000000000e+00   1.281022537746e-01   
486     1.326999572263e-03   5.000000000000e+00   1.275875362939e-01   
487     1.327005531308e-03   5.000000000000e+00   1.270873622862e-01   
488     1.327010267576e-03   5.000000000000e+00   1.266993414460e-01   
489     1.327015003844e-03   5.000000000000e+00   1.263192491762e-01   
490     1.327019740113e-03   5.000000000000e+00   1.259466505769e-01   
491     1.327024476381e-03   5.000000000000e+00   1.255811737501e-01   
492     1.327029212649e-03   5.000000000000e+00   1.252221269003e-01   
493     1.327033948918e-03   5.000000000000e+00   1.248693217476e-01   
494     1.327038685186e-03   5.000000000000e+00   1.245224637901e-01   
495     1.327043421454e-03   5.000000000000e+00   1.241813069294e-01   
496     1.327048157723e-03   5.000000000000e+00   1.238453058236e-01   
497     1.327052893991e-03   5.000000000000e+00   1.235143609996e-01   
498     1.327057630259e-03   5.000000000000e+00   1.231882690624e-01   
499     1.327062366528e-03   5.000000000000e+00   1.228668618074e-01   
500     1.327067102796e-03   5.000000000000e+00   1.225497411788e-01   
501     1.327071839064e-03   5.000000000000e+00   1.222368433334e-01   
502     1.327076575333e-03   5.000000000000e+00   1.219280240877e-01   
503     1.327081311601e-03   5.000000000000e+00   1.216231635751e-01   
504     1.327086047869e-03   5.000000000000e+00   1.213219809202e-01   
505     1.327090784138e-03   5.000000000000e+00   1.210244286509e-01   
506     1.327095520406e-03   5.000000000000e+00   1.207304028287e-01   
507     1.327100256674e-03   5.000000000000e+00   1.204398162297e-01   
508     1.327104992943e-03   5.000000000000e+00   1.201524618997e-01   
509     1.327109729211e-03   5.000000000000e+00   1.198683035358e-01   
510     1.327114465479e-03   5.000000000000e+00   1.195872620731e-01   
511     1.327119201748e-03   5.000000000000e+00   1.193092695635e-01   
512     1.327126779777e-03   5.000000000000e+00   1.188705476998e-01   
513     1.327134357806e-03   5.000000000000e+00   1.184390870373e-01   
514     1.327141935836e-03   5.000000000000e+00   1.180146208185e-01   
515     1.327149513865e-03   5.000000000000e+00   1.175968961090e-01   
516     1.327157091894e-03   5.000000000000e+00   1.171856653646e-01   
517     1.327163041381e-03   5.000000000000e+00   1.168670935693e-01   
518     1.327168990868e-03   5.000000000000e+00   1.165522349279e-01   
519     1.327174940355e-03   5.000000000000e+00   1.162409901135e-01   
520     1.327180889841e-03   5.000000000000e+00   1.159332670232e-01   
521     1.327186839328e-03   5.000000000000e+00   1.156289782951e-01   
522     1.327192788815e-03   5.000000000000e+00   1.153280467947e-01   
523     1.327198738302e-03   5.000000000000e+00   1.150304014803e-01   
524     1.327204687788e-03   5.000000000000e+00   1.147359784623e-01   
525     1.327216586762e-03   5.000000000000e+00   1.141564344166e-01   
526     1.327228485735e-03   5.000000000000e+00   1.135889608278e-01   
527     1.327240384709e-03   5.000000000000e+00   1.130331680033e-01   
528     1.327252283682e-03   5.000000000000e+00   1.124887523162e-01   
529     1.327261410430e-03   5.000000000000e+00   1.120783436478e-01   
530     1.327270537177e-03   5.000000000000e+00   1.116741087629e-01   
531     1.327279663924e-03   5.000000000000e+00   1.112759002025e-01   
532     1.327288790671e-03   5.000000000000e+00   1.108835849054e-01   
533     1.327297917419e-03   5.000000000000e+00   1.104967567281e-01   
534     1.327307044166e-03   5.000000000000e+00   1.101153572741e-01   
535     1.327316170913e-03   5.000000000000e+00   1.097392149293e-01   
536     1.327325297660e-03   5.000000000000e+00   1.093681619423e-01   
537     1.327334424408e-03   5.000000000000e+00   1.090021061315e-01   
538     1.327343551155e-03   5.000000000000e+00   1.086408770199e-01   
539     1.327352677902e-03   5.000000000000e+00   1.082843394390e-01   
540     1.327361804650e-03   5.000000000000e+00   1.079323647731e-01   
541     1.327370931397e-03   5.000000000000e+00   1.075848836295e-01   
542     1.327380058144e-03   5.000000000000e+00   1.072417737460e-01   
543     1.327389184891e-03   5.000000000000e+00   1.069029423717e-01   
544     1.327398311639e-03   5.000000000000e+00   1.065683054698e-01   
545     1.327407438386e-03   5.000000000000e+00   1.062377082244e-01   
546     1.327416565133e-03   5.000000000000e+00   1.059110942174e-01   
547     1.327425691880e-03   5.000000000000e+00   1.055883810940e-01   
548     1.327434818628e-03   5.000000000000e+00   1.052694919518e-01   
549     1.327443945375e-03   5.000000000000e+00   1.049542856444e-01   
550     1.327453072122e-03   5.000000000000e+00   1.046427051100e-01   
551     1.327462198870e-03   5.000000000000e+00   1.043346683586e-01   
552     1.327471325617e-03   5.000000000000e+00   1.040300959935e-01   
553     1.327485928412e-03   5.000000000000e+00   1.035498018171e-01   
554     1.327500531208e-03   5.000000000000e+00   1.030778905706e-01   
555     1.327515134004e-03   5.000000000000e+00   1.026140861879e-01   
556     1.327529736799e-03   5.000000000000e+00   1.021581323418e-01   
557     1.327544339595e-03   5.000000000000e+00   1.017097928360e-01   
558     1.327562593090e-03   5.000000000000e+00   1.011595344556e-01   
559     1.327580846584e-03   5.000000000000e+00   1.006202279524e-01   
560     1.327599100079e-03   5.000000000000e+00   1.000914393452e-01   
561     1.327617353573e-03   5.000000000000e+00   9.957276525983e-02   
562     1.327633781718e-03   5.000000000000e+00   9.911438740926e-02   
563     1.327650209863e-03   5.000000000000e+00   9.866372311437e-02   
564     1.327666638009e-03   5.000000000000e+00   9.822056701598e-02   
565     1.327683066154e-03   5.000000000000e+00   9.778473713523e-02   
566     1.327699494299e-03   5.000000000000e+00   9.735579978358e-02   
567     1.327715922444e-03   5.000000000000e+00   9.693366232291e-02   
568     1.327732350589e-03   5.000000000000e+00   9.651813406228e-02   
569     1.327748778734e-03   5.000000000000e+00   9.610903762473e-02   
570     1.327765206879e-03   5.000000000000e+00   9.570608353175e-02   
571     1.327781635024e-03   5.000000000000e+00   9.530913796370e-02   
572     1.327798063169e-03   5.000000000000e+00   9.491802561909e-02   
573     1.327814491314e-03   5.000000000000e+00   9.453257953520e-02   
574     1.327830919460e-03   5.000000000000e+00   9.415265488646e-02   
575     1.327847347605e-03   5.000000000000e+00   9.377809961880e-02   
576     1.327863775750e-03   5.000000000000e+00   9.340877603161e-02   
577     1.327880203895e-03   5.000000000000e+00   9.304455532921e-02   
578     1.327913060185e-03   5.000000000000e+00   9.233079438916e-02   
579     1.327945916475e-03   5.000000000000e+00   9.163586101058e-02   
580     1.327978772765e-03   5.000000000000e+00   9.095888337226e-02   
581     1.328011629056e-03   5.000000000000e+00   9.029909612432e-02   
582     1.328034489155e-03   5.000000000000e+00   8.984958811311e-02   
583     1.328057349255e-03   5.000000000000e+00   8.940771066227e-02   
584     1.328080209354e-03   5.000000000000e+00   8.897324027471e-02   
585     1.328103069454e-03   5.000000000000e+00   8.854597125726e-02   
586     1.328125929553e-03   5.000000000000e+00   8.812554284426e-02   
587     1.328148789653e-03   5.000000000000e+00   8.771181678948e-02   
588     1.328171649752e-03   5.000000000000e+00   8.730459495182e-02   
589     1.328194509852e-03   5.000000000000e+00   8.690369132767e-02   
590     1.328217369951e-03   5.000000000000e+00   8.650890373499e-02   
591     1.328240230051e-03   5.000000000000e+00   8.612007476415e-02   
592     1.328263090150e-03   5.000000000000e+00   8.573704669682e-02   
593     1.328285950250e-03   5.000000000000e+00   8.535967292826e-02   
594     1.328331670449e-03   5.000000000000e+00   8.462111853651e-02   
595     1.328377390648e-03   5.000000000000e+00   8.390330403064e-02   
596     1.328423110847e-03   5.000000000000e+00   8.320521093506e-02   
597     1.328468831046e-03   5.000000000000e+00   8.252594398537e-02   
598     1.328498439773e-03   5.000000000000e+00   8.209548993803e-02   
599     1.328528048500e-03   5.000000000000e+00   8.167226409825e-02   
600     1.328557657227e-03   5.000000000000e+00   8.125605838295e-02   
601     1.328587265954e-03   5.000000000000e+00   8.084668074322e-02   
602     1.328616874682e-03   5.000000000000e+00   8.044380825073e-02   
603     1.328646483409e-03   5.000000000000e+00   8.004731059656e-02   
604     1.328676092136e-03   5.000000000000e+00   7.965700685566e-02   
605     1.328705700863e-03   5.000000000000e+00   7.927272771404e-02   
606     1.328735309590e-03   5.000000000000e+00   7.889427036091e-02   
607     1.328764918318e-03   5.000000000000e+00   7.852149581455e-02   
608     1.328794527045e-03   5.000000000000e+00   7.815425684285e-02   
609     1.328824135772e-03   5.000000000000e+00   7.779241623960e-02   
610     1.328853744499e-03   5.000000000000e+00   7.743577744129e-02   
611     1.328883353226e-03   5.000000000000e+00   7.708423218883e-02   
612     1.328912961954e-03   5.000000000000e+00   7.673765200503e-02   
613     1.328942570681e-03   5.000000000000e+00   7.639591559216e-02   
614     1.328972179408e-03   5.000000000000e+00   7.605886765650e-02   
615     1.329001788135e-03   5.000000000000e+00   7.572640653804e-02   
616     1.329031396863e-03   5.000000000000e+00   7.539841980793e-02   
617     1.329061005590e-03   5.000000000000e+00   7.507480052749e-02   
618     1.329090614317e-03   5.000000000000e+00   7.475543008454e-02   
619     1.329120223044e-03   5.000000000000e+00   7.444021472121e-02   
620     1.329149831771e-03   5.000000000000e+00   7.412905868821e-02   
621     1.329179440499e-03   5.000000000000e+00   7.382187102225e-02   
622     1.329226814462e-03   5.000000000000e+00   7.333837342641e-02   
623     1.329274188426e-03   5.000000000000e+00   7.286442496044e-02   
624     1.329321562389e-03   5.000000000000e+00   7.239968349722e-02   
625     1.329368936353e-03   5.000000000000e+00   7.194382192140e-02   
626     1.329416310316e-03   5.000000000000e+00   7.149652579315e-02   
627     1.329458946883e-03   5.000000000000e+00   7.110106738564e-02   
628     1.329501583451e-03   5.000000000000e+00   7.071211879755e-02   
629     1.329544220018e-03   5.000000000000e+00   7.032948368958e-02   
630     1.329586856585e-03   5.000000000000e+00   6.995297206019e-02   
631     1.329629493152e-03   5.000000000000e+00   6.958239925945e-02   
632     1.329672129719e-03   5.000000000000e+00   6.921763463717e-02   
633     1.329714766286e-03   5.000000000000e+00   6.885849486711e-02   
634     1.329757402854e-03   5.000000000000e+00   6.850482331120e-02   
635     1.329800039421e-03   5.000000000000e+00   6.815646859111e-02   
636     1.329842675988e-03   5.000000000000e+00   6.781328395234e-02   
637     1.329885312555e-03   5.000000000000e+00   6.747515052360e-02   
638     1.329927949122e-03   5.000000000000e+00   6.714192503876e-02   
639     1.329970585690e-03   5.000000000000e+00   6.681347868449e-02   
640     1.330013222257e-03   5.000000000000e+00   6.648968632625e-02   
641     1.330055858824e-03   5.000000000000e+00   6.617042600811e-02   
642     1.330098495391e-03   5.000000000000e+00   6.585560469449e-02   
643     1.330141131958e-03   5.000000000000e+00   6.554510082531e-02   
644     1.330183768525e-03   5.000000000000e+00   6.523880741816e-02   
645     1.330226405093e-03   5.000000000000e+00   6.493662034394e-02   
646     1.330269041660e-03   5.000000000000e+00   6.463843796503e-02   
647     1.330311678227e-03   5.000000000000e+00   6.434418593186e-02   
648     1.330354314794e-03   5.000000000000e+00   6.405376231114e-02   
649     1.330396951361e-03   5.000000000000e+00   6.376707893691e-02   
650     1.330439587929e-03   5.000000000000e+00   6.348405032096e-02   
651     1.330482224496e-03   5.000000000000e+00   6.320459342712e-02   
652     1.330524861063e-03   5.000000000000e+00   6.292863362881e-02   
653     1.330567497630e-03   5.000000000000e+00   6.265609108629e-02   
654     1.330610134197e-03   5.000000000000e+00   6.238689077281e-02   
655     1.330652770764e-03   5.000000000000e+00   6.212095961238e-02   
656     1.330695407332e-03   5.000000000000e+00   6.185822628745e-02   
657     1.330780680466e-03   5.000000000000e+00   6.134210631726e-02   
658     1.330865953600e-03   5.000000000000e+00   6.083800844770e-02   
659     1.330951226735e-03   5.000000000000e+00   6.034544289834e-02   
660     1.331036499869e-03   5.000000000000e+00   5.986394274681e-02   
661     1.331121773003e-03   5.000000000000e+00   5.939305965953e-02   
662     1.331186338515e-03   5.000000000000e+00   5.904338845679e-02   
663     1.331250904027e-03   5.000000000000e+00   5.869942323099e-02   
664     1.331315469538e-03   5.000000000000e+00   5.836100259098e-02   
665     1.331380035050e-03   5.000000000000e+00   5.802797065577e-02   
666     1.331444600561e-03   5.000000000000e+00   5.770017637722e-02   
667     1.331509166073e-03   5.000000000000e+00   5.737749691993e-02   
668     1.331573731585e-03   5.000000000000e+00   5.705978444755e-02   
669     1.331638297096e-03   5.000000000000e+00   5.674690586054e-02   
670     1.331702862608e-03   5.000000000000e+00   5.643873167581e-02   
671     1.331767428119e-03   5.000000000000e+00   5.613513547451e-02   
672     1.331831993631e-03   5.000000000000e+00   5.583602597559e-02   
673     1.331896559142e-03   5.000000000000e+00   5.554127531785e-02   
674     1.331961124654e-03   5.000000000000e+00   5.525077313426e-02   
675     1.332025690166e-03   5.000000000000e+00   5.496441189595e-02   
676     1.332090255677e-03   5.000000000000e+00   5.468208652115e-02   
677     1.332154821189e-03   5.000000000000e+00   5.440372619248e-02   
678     1.332219386700e-03   5.000000000000e+00   5.412922388683e-02   
679     1.332283952212e-03   5.000000000000e+00   5.385848970012e-02   
680     1.332348517724e-03   5.000000000000e+00   5.359143660613e-02   
681     1.332413083235e-03   5.000000000000e+00   5.332798022735e-02   
682     1.332477648747e-03   5.000000000000e+00   5.306804099650e-02   
683     1.332542214258e-03   5.000000000000e+00   5.281153874766e-02   
684     1.332606779770e-03   5.000000000000e+00   5.255839645086e-02   
685     1.332671345281e-03   5.000000000000e+00   5.230853896352e-02   
686     1.332735910793e-03   5.000000000000e+00   5.206189281428e-02   
687     1.332865041816e-03   5.000000000000e+00   5.157798757695e-02   
688     1.332994172839e-03   5.000000000000e+00   5.110614440336e-02   
689     1.333123303863e-03   5.000000000000e+00   5.064586160963e-02   
690     1.333252434886e-03   5.000000000000e+00   5.019666055401e-02   
691     1.333381565909e-03   5.000000000000e+00   4.975808115534e-02   
692     1.333474251888e-03   5.000000000000e+00   4.944965661647e-02   
693     1.333566937867e-03   5.000000000000e+00   4.914636890167e-02   
694     1.333659623846e-03   5.000000000000e+00   4.884807910857e-02   
695     1.333752309824e-03   5.000000000000e+00   4.855465337759e-02   
696     1.333844995803e-03   5.000000000000e+00   4.826596239575e-02   
697     1.333937681782e-03   5.000000000000e+00   4.798188429305e-02   
698     1.334030367761e-03   5.000000000000e+00   4.770229668222e-02   
699     1.334123053740e-03   5.000000000000e+00   4.742708192565e-02   
700     1.334215739719e-03   5.000000000000e+00   4.715612514354e-02   
701     1.334308425698e-03   5.000000000000e+00   4.688931373372e-02   
702     1.334440578079e-03   5.000000000000e+00   4.651588368486e-02   
703     1.334572730459e-03   5.000000000000e+00   4.615041127139e-02   
704     1.334704882840e-03   5.000000000000e+00   4.579263708471e-02   
705     1.334837035221e-03   5.000000000000e+00   4.544232141292e-02   
706     1.334969187602e-03   5.000000000000e+00   4.509914790110e-02   
707     1.335101339983e-03   5.000000000000e+00   4.476292534595e-02   
708     1.335233492363e-03   5.000000000000e+00   4.443344086287e-02   
709     1.335365644744e-03   5.000000000000e+00   4.411049673908e-02   
710     1.335497797125e-03   5.000000000000e+00   4.379383520348e-02   
711     1.335629949506e-03   5.000000000000e+00   4.348329792330e-02   
712     1.335762101887e-03   5.000000000000e+00   4.317870903626e-02   
713     1.335894254267e-03   5.000000000000e+00   4.287990464385e-02   
714     1.336026406648e-03   5.000000000000e+00   4.258666026641e-02   
715     1.336158559029e-03   5.000000000000e+00   4.229884523356e-02   
716     1.336290711410e-03   5.000000000000e+00   4.201630921659e-02   
717     1.336422863791e-03   5.000000000000e+00   4.173891087429e-02   
718     1.336555016171e-03   5.000000000000e+00   4.146647236618e-02   
719     1.336687168552e-03   5.000000000000e+00   4.119887615786e-02   
720     1.336819320933e-03   5.000000000000e+00   4.093599387486e-02   
721     1.336951473314e-03   5.000000000000e+00   4.067770426416e-02   
722     1.337083625695e-03   5.000000000000e+00   4.042386324650e-02   
723     1.337215778076e-03   5.000000000000e+00   4.017436765117e-02   
724     1.337347930456e-03   5.000000000000e+00   3.992910837477e-02   
725     1.337480082837e-03   5.000000000000e+00   3.968798220671e-02   
726     1.337691526646e-03   5.000000000000e+00   3.931048500487e-02   
727     1.337902970456e-03   5.000000000000e+00   3.894286877907e-02   
728     1.338114414265e-03   5.000000000000e+00   3.858474294833e-02   
729     1.338325858074e-03   5.000000000000e+00   3.823573351893e-02   
730     1.338537301884e-03   5.000000000000e+00   3.789547993704e-02   
731     1.338748745693e-03   5.000000000000e+00   3.756370647964e-02   
732     1.338960189502e-03   5.000000000000e+00   3.724007417884e-02   
733     1.339171633311e-03   5.000000000000e+00   3.692428399752e-02   
734     1.339383077121e-03   5.000000000000e+00   3.661604837817e-02   
735     1.339594520930e-03   5.000000000000e+00   3.631508927652e-02   
736     1.339784820358e-03   5.000000000000e+00   3.605029647257e-02   
737     1.339975119787e-03   5.000000000000e+00   3.579104433712e-02   
738     1.340165419215e-03   5.000000000000e+00   3.553716529769e-02   
739     1.340355718644e-03   5.000000000000e+00   3.528849789880e-02   
740     1.340546018072e-03   5.000000000000e+00   3.504488605831e-02   
741     1.340736317500e-03   5.000000000000e+00   3.480618898970e-02   
742     1.340926616929e-03   5.000000000000e+00   3.457225718906e-02   
743     1.341116916357e-03   5.000000000000e+00   3.434294956811e-02   
744     1.341307215785e-03   5.000000000000e+00   3.411812809430e-02   
745     1.341497515214e-03   5.000000000000e+00   3.389765710146e-02   
746     1.341687814642e-03   5.000000000000e+00   3.368145907167e-02   
747     1.341878114070e-03   5.000000000000e+00   3.346939091082e-02   
748     1.342068413499e-03   5.000000000000e+00   3.326133763362e-02   
749     1.342258712927e-03   5.000000000000e+00   3.305718732292e-02   
750     1.342449012356e-03   5.000000000000e+00   3.285683072073e-02   
751     1.342639311784e-03   5.000000000000e+00   3.266020543202e-02   
752     1.342829611212e-03   5.000000000000e+00   3.246719870694e-02   
753     1.343019910641e-03   5.000000000000e+00   3.227772115817e-02   
754     1.343210210069e-03   5.000000000000e+00   3.209168727031e-02   
755     1.343400509497e-03   5.000000000000e+00   3.190901522622e-02   
756     1.343590808926e-03   5.000000000000e+00   3.172959880576e-02   
757     1.343781108354e-03   5.000000000000e+00   3.155336772168e-02   
758     1.343971407782e-03   5.000000000000e+00   3.138024114185e-02   
759     1.344161707211e-03   5.000000000000e+00   3.121013942404e-02   
760     1.344352006639e-03   5.000000000000e+00   3.104298379105e-02   
761     1.344542306068e-03   5.000000000000e+00   3.087872164440e-02   
762     1.344732605496e-03   5.000000000000e+00   3.071727068938e-02   
763     1.344922904924e-03   5.000000000000e+00   3.055856111904e-02   
764     1.345113204353e-03   5.000000000000e+00   3.040252435699e-02   
765     1.345303503781e-03   5.000000000000e+00   3.024909287121e-02   
766     1.345493803209e-03   5.000000000000e+00   3.009824496472e-02   
767     1.345684102638e-03   5.000000000000e+00   2.994990713988e-02   
768     1.345874402066e-03   5.000000000000e+00   2.980402848412e-02   
769     1.346064701494e-03   5.000000000000e+00   2.966056130540e-02   
770     1.346255000923e-03   5.000000000000e+00   2.951946118950e-02   
771     1.346445300351e-03   5.000000000000e+00   2.938063933039e-02   
772     1.346635599780e-03   5.000000000000e+00   2.924406599581e-02   
773     1.346825899208e-03   5.000000000000e+00   2.910969145293e-02   
774     1.347016198636e-03   5.000000000000e+00   2.897746637668e-02   
775     1.347206498065e-03   5.000000000000e+00   2.884734164877e-02   
776     1.347444372350e-03   5.000000000000e+00   2.868756354171e-02   
777     1.347682246636e-03   5.000000000000e+00   2.853090180528e-02   
778     1.347920120921e-03   5.000000000000e+00   2.837726830272e-02   
779     1.348157995206e-03   5.000000000000e+00   2.822657720214e-02   
780     1.348395869492e-03   5.000000000000e+00   2.807879461652e-02   
781     1.348633743777e-03   5.000000000000e+00   2.793383295964e-02   
782     1.348871618063e-03   5.000000000000e+00   2.779162858812e-02   
783     1.349109492348e-03   5.000000000000e+00   2.765212219997e-02   
784     1.349347366634e-03   5.000000000000e+00   2.751522671803e-02   
785     1.349585240919e-03   5.000000000000e+00   2.738089564062e-02   
786     1.349823115205e-03   5.000000000000e+00   2.724907280791e-02   
787     1.350060989490e-03   5.000000000000e+00   2.711970508387e-02   
788     1.350298863776e-03   5.000000000000e+00   2.699268705655e-02   
789     1.350536738061e-03   5.000000000000e+00   2.686797872722e-02   
790     1.350774612347e-03   5.000000000000e+00   2.674551901592e-02   
791     1.351012486632e-03   5.000000000000e+00   2.662524759781e-02   
792     1.351250360917e-03   5.000000000000e+00   2.650714098069e-02   
793     1.351488235203e-03   5.000000000000e+00   2.639113572454e-02   
794     1.351726109488e-03   5.000000000000e+00   2.627718487056e-02   
795     1.351963983774e-03   5.000000000000e+00   2.616524369513e-02   
796     1.352201858059e-03   5.000000000000e+00   2.605527738112e-02   
797     1.352439732345e-03   5.000000000000e+00   2.594724469180e-02   
798     1.352677606630e-03   5.000000000000e+00   2.584110996954e-02   
799     1.352915480916e-03   5.000000000000e+00   2.573684010660e-02   
800     1.353222429720e-03   5.000000000000e+00   2.560492474804e-02   
801     1.353529378524e-03   5.000000000000e+00   2.547592260175e-02   
802     1.353836327328e-03   5.000000000000e+00   2.534974547980e-02   
803     1.354143276132e-03   5.000000000000e+00   2.522630643034e-02   
804     1.354450224936e-03   5.000000000000e+00   2.510554127367e-02   
805     1.354757173740e-03   5.000000000000e+00   2.498736417438e-02   
806     1.355064122544e-03   5.000000000000e+00   2.487169966599e-02   
807     1.355371071348e-03   5.000000000000e+00   2.475847465761e-02   
808     1.355678020152e-03   5.000000000000e+00   2.464767142798e-02   
809     1.355984968956e-03   5.000000000000e+00   2.453921565201e-02   
810     1.356291917760e-03   5.000000000000e+00   2.443305835888e-02   
811     1.356598866564e-03   5.000000000000e+00   2.432915528919e-02   
812     1.356905815368e-03   5.000000000000e+00   2.422739331845e-02   
813     1.357212764172e-03   5.000000000000e+00   2.412774704308e-02   
814     1.357519712976e-03   5.000000000000e+00   2.403016369912e-02   
815     1.357826661780e-03   5.000000000000e+00   2.393459221553e-02   
816     1.358133610585e-03   5.000000000000e+00   2.384094814277e-02   
817     1.358440559389e-03   5.000000000000e+00   2.374918829198e-02   
818     1.358747508193e-03   5.000000000000e+00   2.365925587972e-02   
819     1.359054456997e-03   5.000000000000e+00   2.357109437662e-02   
820     1.359361405801e-03   5.000000000000e+00   2.348471593826e-02   
821     1.359668354605e-03   5.000000000000e+00   2.340005577029e-02   
822     1.359975303409e-03   5.000000000000e+00   2.331707916130e-02   
823     1.360282252213e-03   5.000000000000e+00   2.323575446138e-02   
824     1.360527811256e-03   5.000000000000e+00   2.317185553501e-02   
825     1.360773370299e-03   5.000000000000e+00   2.310897455967e-02   
826     1.361018929343e-03   5.000000000000e+00   2.304709656716e-02   
827     1.361264488386e-03   5.000000000000e+00   2.298620724416e-02   
828     1.361510047429e-03   5.000000000000e+00   2.292629288228e-02   
829     1.362183775807e-03   5.000000000000e+00   2.276654671841e-02   
830     1.362857504185e-03   5.000000000000e+00   2.261338949898e-02   
831     1.363531232563e-03   5.000000000000e+00   2.246639493650e-02   
832     1.364137588103e-03   5.000000000000e+00   2.233932930957e-02   
833     1.364743943643e-03   5.000000000000e+00   2.221686479018e-02   
834     1.365350299183e-03   5.000000000000e+00   2.209875871829e-02   
835     1.365956654723e-03   5.000000000000e+00   2.198506097391e-02   
836     1.366563010263e-03   5.000000000000e+00   2.187548235656e-02   
837     1.367169365803e-03   5.000000000000e+00   2.176984004393e-02   
838     1.367775721343e-03   5.000000000000e+00   2.166798279436e-02   
839     1.368382076883e-03   5.000000000000e+00   2.156972327403e-02   
840     1.368988432423e-03   5.000000000000e+00   2.147488542792e-02   
841     1.370201143503e-03   5.000000000000e+00   2.129510113074e-02   
842     1.371413854583e-03   5.000000000000e+00   2.112738675889e-02   
843     1.372626565663e-03   5.000000000000e+00   2.097053222770e-02   
844     1.373439600760e-03   5.000000000000e+00   2.087145882955e-02   
