            TIME1             TIME2     {V(1)+2}     
   3.35886966e-09    2.38447179e-11    2.56852449e+00
   3.35886966e-09    3.22398832e-11    2.56297522e+00
   3.35886966e-09    4.06350485e-11    2.55591192e+00
   3.35886966e-09    4.90302138e-11    2.54716090e+00
   3.35886966e-09    5.74253790e-11    2.53695422e+00
   3.35886966e-09    6.58205443e-11    2.52509978e+00
   3.35886966e-09    7.42157096e-11    2.51187429e+00
   3.35886966e-09    8.26108749e-11    2.49704825e+00
   3.35886966e-09    9.10060402e-11    2.48095914e+00
   3.35886966e-09    9.94012055e-11    2.46332914e+00
   3.35886966e-09    1.07796371e-10    2.44456079e+00
   3.35886966e-09    1.16191536e-10    2.42432945e+00
   3.35886966e-09    1.24586701e-10    2.40309162e+00
   3.35886966e-09    1.32981867e-10    2.38048954e+00
   3.35886966e-09    1.41377032e-10    2.35702253e+00
   3.35886966e-09    1.49772197e-10    2.33230623e+00
   3.35886966e-09    1.58167363e-10    2.30687954e+00
   3.35886966e-09    1.66562528e-10    2.28032307e+00
   3.35886966e-09    1.74957693e-10    2.25322751e+00
   3.35886966e-09    1.83352858e-10    2.22512855e+00
   3.35886966e-09    1.91748024e-10    2.19667847e+00
   3.35886966e-09    2.00143189e-10    2.16734945e+00
   3.35886966e-09    2.08538354e-10    2.13787953e+00
   3.35886966e-09    2.16933520e-10    2.10763822e+00
   3.35886966e-09    2.25328685e-10    2.07748997e+00
   3.35886966e-09    2.33723850e-10    2.04667658e+00
   3.35886966e-09    2.42119015e-10    2.01619462e+00
   3.35886966e-09    2.50514181e-10    1.98516927e+00
   3.35886966e-09    2.58909346e-10    1.95468518e+00
   3.35886966e-09    2.66464995e-10    1.92688276e+00
   3.35886966e-09    2.74020644e-10    1.89973818e+00
   3.35886966e-09    2.81576292e-10    1.87233731e+00
   3.35886966e-09    2.89131941e-10    1.84569793e+00
   3.35886966e-09    2.96687590e-10    1.81897861e+00
   3.35886966e-09    3.04243239e-10    1.79307552e+00
   3.35886966e-09    3.11798887e-10    1.76731150e+00
   3.35886966e-09    3.19354536e-10    1.74237131e+00
   3.35886966e-09    3.26910185e-10    1.71782205e+00
   3.35886966e-09    3.34465834e-10    1.69406684e+00
   3.35886966e-09    3.42021482e-10    1.67097063e+00
   3.35886966e-09    3.49577131e-10    1.64861859e+00
   3.35886966e-09    3.57132780e-10    1.62718785e+00
   3.35886966e-09    3.64688429e-10    1.60645223e+00
   3.35886966e-09    3.72244077e-10    1.58687323e+00
   3.35886966e-09    3.79799726e-10    1.56795592e+00
   3.35886966e-09    3.87355375e-10    1.55039098e+00
   3.35886966e-09    3.94911024e-10    1.53348532e+00
   3.35886966e-09    4.02466673e-10    1.51806978e+00
   3.35886966e-09    4.10022321e-10    1.50335725e+00
   3.35886966e-09    4.17577970e-10    1.49019882e+00
   3.35886966e-09    4.25133619e-10    1.47784550e+00
   3.35886966e-09    4.32689268e-10    1.46702575e+00
   3.35886966e-09    4.40244916e-10    1.45717817e+00
   3.35886966e-09    4.47800565e-10    1.44875548e+00
   3.35886966e-09    4.55356214e-10    1.44153622e+00
   3.35886966e-09    4.62911863e-10    1.43554900e+00
   3.35886966e-09    4.70467511e-10    1.43105360e+00
   3.35886966e-09    4.78023160e-10    1.42752100e+00
   3.35886966e-09    4.85578809e-10    1.42581813e+00
   3.35886966e-09    4.93134458e-10    1.42474174e+00
   3.35886966e-09    5.00690106e-10    1.42587028e+00
   3.35886966e-09    5.08245755e-10    1.42723380e+00
   3.35886966e-09    5.15801404e-10    1.43120237e+00
   3.35886966e-09    5.23357053e-10    1.43497083e+00
   3.35886966e-09    5.30912701e-10    1.44175976e+00
   3.35886966e-09    5.38468350e-10    1.44787743e+00
   3.35886966e-09    5.46023999e-10    1.45744284e+00
   3.35886966e-09    5.53579648e-10    1.46582973e+00
   3.35886966e-09    5.61135296e-10    1.47810912e+00
   3.35886966e-09    5.68690945e-10    1.48866207e+00
   3.35886966e-09    5.76246594e-10    1.50356822e+00
   3.35886966e-09    5.83802243e-10    1.51616530e+00
   3.35886966e-09    5.91357892e-10    1.53358250e+00
   3.35886966e-09    5.98913540e-10    1.54809085e+00
   3.35886966e-09    6.06469189e-10    1.56786851e+00
   3.35886966e-09    6.14024838e-10    1.58415597e+00
   3.35886966e-09    6.21580487e-10    1.60609859e+00
   3.35886966e-09    6.29136135e-10    1.62403871e+00
   3.35886966e-09    6.36691784e-10    1.64790875e+00
   3.35886966e-09    6.44247433e-10    1.66739190e+00
   3.35886966e-09    6.51803082e-10    1.69293833e+00
   3.35886966e-09    6.59358730e-10    1.71383390e+00
   3.35886966e-09    6.66914379e-10    1.74079420e+00
   3.35886966e-09    6.74470028e-10    1.76297024e+00
   3.35886966e-09    6.82025677e-10    1.79105181e+00
   3.35886966e-09    6.89581325e-10    1.81435223e+00
   3.35886966e-09    6.97136974e-10    1.84326348e+00
   3.35886966e-09    7.04692623e-10    1.86753038e+00
   3.35886966e-09    7.12248272e-10    1.89695645e+00
   3.35886966e-09    7.19803920e-10    1.92200931e+00
   3.35886966e-09    7.27359569e-10    1.95164166e+00
   3.35886966e-09    7.34915218e-10    1.97730883e+00
   3.35886966e-09    7.42470867e-10    2.00680627e+00
   3.35886966e-09    7.46890253e-10    2.02137778e+00
   3.35886966e-09    7.51309640e-10    2.03906586e+00
   3.35886966e-09    7.60148412e-10    2.07011743e+00
   3.35886966e-09    7.68987185e-10    2.10326057e+00
   3.35886966e-09    7.77825958e-10    2.13430992e+00
   3.35886966e-09    7.86664731e-10    2.16615802e+00
   3.35886966e-09    7.95503503e-10    2.19684363e+00
   3.35886966e-09    8.04342276e-10    2.22692912e+00
   3.35886966e-09    8.13181049e-10    2.25688890e+00
   3.35886966e-09    8.22019822e-10    2.28477747e+00
   3.35886966e-09    8.30858594e-10    2.31366348e+00
   3.35886966e-09    8.39697367e-10    2.33893690e+00
   3.35886966e-09    8.48536140e-10    2.36640992e+00
   3.35886966e-09    8.57374913e-10    2.38873343e+00
   3.35886966e-09    8.66213685e-10    2.41446792e+00
   3.35886966e-09    8.75052458e-10    2.43357058e+00
   3.35886966e-09    8.83891231e-10    2.45723856e+00
   3.35886966e-09    8.92730004e-10    2.47290795e+00
   3.35886966e-09    9.01568776e-10    2.49417813e+00
   3.35886966e-09    9.10407549e-10    2.50625967e+00
   3.35886966e-09    9.19246322e-10    2.52480679e+00
   3.35886966e-09    9.28085095e-10    2.53320158e+00
   3.35886966e-09    9.36923867e-10    2.54872293e+00
   3.35886966e-09    9.45762640e-10    2.55338051e+00
   3.35886966e-09    9.54601413e-10    2.56561757e+00
   3.35886966e-09    9.63440186e-10    2.56652342e+00
   3.35886966e-09    9.72278958e-10    2.57528458e+00
   3.35886966e-09    9.81117731e-10    2.57244682e+00
   3.35886966e-09    9.86810000e-10    2.57720642e+00
   3.64721045e-09    0.00000000e+00    2.57705916e+00
   3.64721045e-09    1.54495526e-11    2.57264766e+00
   3.64721045e-09    2.38447179e-11    2.56838840e+00
   3.64721045e-09    3.22398832e-11    2.56331809e+00
   3.64721045e-09    4.06350485e-11    2.55578484e+00
   3.64721045e-09    4.90302138e-11    2.54755241e+00
   3.64721045e-09    5.74253790e-11    2.53683110e+00
   3.64721045e-09    6.58205443e-11    2.52553427e+00
   3.64721045e-09    7.42157096e-11    2.51174722e+00
   3.64721045e-09    8.26108749e-11    2.49751811e+00
   3.64721045e-09    9.10060402e-11    2.48082251e+00
   3.64721045e-09    9.94012055e-11    2.46382563e+00
   3.64721045e-09    1.07796371e-10    2.44441185e+00
   3.64721045e-09    1.16191536e-10    2.42484193e+00
   3.64721045e-09    1.24586701e-10    2.40293166e+00
   3.64721045e-09    1.32981867e-10    2.38101093e+00
   3.64721045e-09    1.41377032e-10    2.35685470e+00
   3.64721045e-09    1.49772197e-10    2.33283057e+00
   3.64721045e-09    1.58167363e-10    2.30670507e+00
   3.64721045e-09    1.66562528e-10    2.28084752e+00
   3.64721045e-09    1.74957693e-10    2.25305233e+00
   3.64721045e-09    1.83352858e-10    2.22565098e+00
   3.64721045e-09    1.91748024e-10    2.19650566e+00
   3.64721045e-09    2.00143189e-10    2.16786686e+00
   3.64721045e-09    2.08538354e-10    2.13770750e+00
   3.64721045e-09    2.16933520e-10    2.10815129e+00
   3.64721045e-09    2.25328685e-10    2.07732652e+00
   3.64721045e-09    2.33723850e-10    2.04718287e+00
   3.64721045e-09    2.42119015e-10    2.01605095e+00
   3.64721045e-09    2.50514181e-10    1.98565570e+00
   3.64721045e-09    2.58909346e-10    1.95458154e+00
   3.64721045e-09    2.66464995e-10    1.92734060e+00
   3.64721045e-09    2.74020644e-10    1.89969577e+00
   3.64721045e-09    2.81576292e-10    1.87274994e+00
   3.64721045e-09    2.89131941e-10    1.84573517e+00
   3.64721045e-09    2.96687590e-10    1.81932094e+00
   3.64721045e-09    3.04243239e-10    1.79320397e+00
   3.64721045e-09    3.11798887e-10    1.76755050e+00
   3.64721045e-09    3.19354536e-10    1.74259428e+00
   3.64721045e-09    3.26910185e-10    1.71792119e+00
   3.64721045e-09    3.34465834e-10    1.69438092e+00
   3.64721045e-09    3.42021482e-10    1.67089630e+00
   3.64721045e-09    3.49577131e-10    1.64901624e+00
   3.64721045e-09    3.57132780e-10    1.62691513e+00
   3.64721045e-09    3.64688429e-10    1.60692525e+00
   3.64721045e-09    3.72244077e-10    1.58638842e+00
   3.64721045e-09    3.79799726e-10    1.56850124e+00
   3.64721045e-09    3.87355375e-10    1.54969396e+00
   3.64721045e-09    3.94911024e-10    1.53410175e+00
   3.64721045e-09    4.02466673e-10    1.51717315e+00
   3.64721045e-09    4.10022321e-10    1.50404519e+00
   3.64721045e-09    4.17577970e-10    1.48912766e+00
   3.64721045e-09    4.25133619e-10    1.47860791e+00
   3.64721045e-09    4.32689268e-10    1.46581668e+00
   3.64721045e-09    4.40244916e-10    1.45802170e+00
   3.64721045e-09    4.47800565e-10    1.44745440e+00
   3.64721045e-09    4.55356214e-10    1.44247193e+00
   3.64721045e-09    4.62911863e-10    1.43420816e+00
   3.64721045e-09    4.70467511e-10    1.43209616e+00
   3.64721045e-09    4.78023160e-10    1.42619709e+00
   3.64721045e-09    4.85578809e-10    1.42698325e+00
   3.64721045e-09    4.93134458e-10    1.42349138e+00
   3.64721045e-09    5.00690106e-10    1.42717293e+00
   3.64721045e-09    5.08245755e-10    1.42611201e+00
   3.64721045e-09    5.15801404e-10    1.43265585e+00
   3.64721045e-09    5.23357053e-10    1.43403083e+00
   3.64721045e-09    5.30912701e-10    1.44337385e+00
   3.64721045e-09    5.38468350e-10    1.44717114e+00
   3.64721045e-09    5.46023999e-10    1.45922071e+00
   3.64721045e-09    5.53579648e-10    1.46540882e+00
   3.64721045e-09    5.61135296e-10    1.48004335e+00
   3.64721045e-09    5.68690945e-10    1.48857387e+00
   3.64721045e-09    5.76246594e-10    1.50564369e+00
   3.64721045e-09    5.83802243e-10    1.51645194e+00
   3.64721045e-09    5.91357892e-10    1.53578072e+00
   3.64721045e-09    5.98913540e-10    1.54878617e+00
   3.64721045e-09    6.06469189e-10    1.57017306e+00
   3.64721045e-09    6.14024838e-10    1.58527929e+00
   3.64721045e-09    6.21580487e-10    1.60850190e+00
   3.64721045e-09    6.29136135e-10    1.62559599e+00
   3.64721045e-09    6.36691784e-10    1.65041389e+00
   3.64721045e-09    6.44247433e-10    1.66936580e+00
   3.64721045e-09    6.51803082e-10    1.69552479e+00
   3.64721045e-09    6.59358730e-10    1.71618824e+00
   3.64721045e-09    6.66914379e-10    1.74342261e+00
   3.64721045e-09    6.74470028e-10    1.76563605e+00
   3.64721045e-09    6.82025677e-10    1.79367200e+00
   3.64721045e-09    6.89581325e-10    1.81725839e+00
   3.64721045e-09    6.97136974e-10    1.84581618e+00
   3.64721045e-09    7.04692623e-10    1.87058459e+00
   3.64721045e-09    7.12248272e-10    1.89938188e+00
   3.64721045e-09    7.19803920e-10    1.92512764e+00
   3.64721045e-09    7.27359569e-10    1.95388163e+00
   3.64721045e-09    7.34915218e-10    1.98038827e+00
   3.64721045e-09    7.42470867e-10    2.00881948e+00
   3.64721045e-09    7.46890253e-10    2.02434591e+00
   3.64721045e-09    7.51309640e-10    2.04092398e+00
   3.64721045e-09    7.60148412e-10    2.07291342e+00
   3.64721045e-09    7.68987185e-10    2.10476650e+00
   3.64721045e-09    7.77825958e-10    2.13678902e+00
   3.64721045e-09    7.86664731e-10    2.16731662e+00
   3.64721045e-09    7.95503503e-10    2.19897033e+00
   3.64721045e-09    8.04342276e-10    2.22778127e+00
   3.64721045e-09    8.13181049e-10    2.25866157e+00
   3.64721045e-09    8.22019822e-10    2.28539001e+00
   3.64721045e-09    8.30858594e-10    2.31509577e+00
   3.64721045e-09    8.39697367e-10    2.33940672e+00
   3.64721045e-09    8.48536140e-10    2.36754523e+00
   3.64721045e-09    8.57374913e-10    2.38913893e+00
   3.64721045e-09    8.66213685e-10    2.41533462e+00
   3.64721045e-09    8.75052458e-10    2.43395013e+00
   3.64721045e-09    8.83891231e-10    2.45785155e+00
   3.64721045e-09    8.92730004e-10    2.47326809e+00
   3.64721045e-09    9.01568776e-10    2.49455407e+00
   3.64721045e-09    9.10407549e-10    2.50659139e+00
   3.64721045e-09    9.19246322e-10    2.52497658e+00
   3.64721045e-09    9.28085095e-10    2.53349498e+00
   3.64721045e-09    9.36923867e-10    2.54873466e+00
   3.64721045e-09    9.45762640e-10    2.55363546e+00
   3.64721045e-09    9.54601413e-10    2.56552901e+00
   3.64721045e-09    9.63440186e-10    2.56675573e+00
   3.64721045e-09    9.72278958e-10    2.57514858e+00
   3.64721045e-09    9.81117731e-10    2.57268913e+00
   3.64721045e-09    9.86810000e-10    2.57705916e+00
   4.10855571e-09    0.00000000e+00    2.57626079e+00
   4.10855571e-09    1.54495526e-11    2.57343680e+00
   4.10855571e-09    2.38447179e-11    2.56756273e+00
   4.10855571e-09    3.22398832e-11    2.56413688e+00
   4.10855571e-09    4.06350485e-11    2.55496462e+00
   4.10855571e-09    4.90302138e-11    2.54840524e+00
   4.10855571e-09    5.74253790e-11    2.53604045e+00
   4.10855571e-09    6.58205443e-11    2.52642312e+00
   4.10855571e-09    7.42157096e-11    2.51100900e+00
   4.10855571e-09    8.26108749e-11    2.49844219e+00
   4.10855571e-09    9.10060402e-11    2.48015782e+00
   4.10855571e-09    9.94012055e-11    2.46478148e+00
   4.10855571e-09    1.07796371e-10    2.44383970e+00
   4.10855571e-09    1.16191536e-10    2.42582362e+00
   4.10855571e-09    1.24586701e-10    2.40246857e+00
   4.10855571e-09    1.32981867e-10    2.38201049e+00
   4.10855571e-09    1.41377032e-10    2.35651477e+00
   4.10855571e-09    1.49772197e-10    2.33383821e+00
   4.10855571e-09    1.58167363e-10    2.30649986e+00
   4.10855571e-09    1.66562528e-10    2.28185180e+00
   4.10855571e-09    1.74957693e-10    2.25299094e+00
   4.10855571e-09    1.83352858e-10    2.22663932e+00
   4.10855571e-09    1.91748024e-10    2.19659462e+00
   4.10855571e-09    2.00143189e-10    2.16882567e+00
   4.10855571e-09    2.08538354e-10    2.13795061e+00
   4.10855571e-09    2.16933520e-10    2.10906601e+00
   4.10855571e-09    2.25328685e-10    2.07772501e+00
   4.10855571e-09    2.33723850e-10    2.04803886e+00
   4.10855571e-09    2.42119015e-10    2.01660317e+00
   4.10855571e-09    2.50514181e-10    1.98643882e+00
   4.10855571e-09    2.58909346e-10    1.95528223e+00
   4.10855571e-09    2.66464995e-10    1.92804245e+00
   4.10855571e-09    2.74020644e-10    1.90052258e+00
   4.10855571e-09    2.81576292e-10    1.87336637e+00
   4.10855571e-09    2.89131941e-10    1.84667782e+00
   4.10855571e-09    2.96687590e-10    1.81984526e+00
   4.10855571e-09    3.04243239e-10    1.79424867e+00
   4.10855571e-09    3.11798887e-10    1.76797761e+00
   4.10855571e-09    3.19354536e-10    1.74372339e+00
   4.10855571e-09    3.26910185e-10    1.71824740e+00
   4.10855571e-09    3.34465834e-10    1.69557296e+00
   4.10855571e-09    3.42021482e-10    1.67111921e+00
   4.10855571e-09    3.49577131e-10    1.65024638e+00
   4.10855571e-09    3.57132780e-10    1.62703362e+00
   4.10855571e-09    3.64688429e-10    1.60816617e+00
   4.10855571e-09    3.72244077e-10    1.58640278e+00
   4.10855571e-09    3.79799726e-10    1.56972422e+00
   4.10855571e-09    3.87355375e-10    1.54960630e+00
   4.10855571e-09    3.94911024e-10    1.53527791e+00
   4.10855571e-09    4.02466673e-10    1.51698751e+00
   4.10855571e-09    4.10022321e-10    1.50514668e+00
   4.10855571e-09    4.17577970e-10    1.48885015e+00
   4.10855571e-09    4.25133619e-10    1.47960903e+00
   4.10855571e-09    4.32689268e-10    1.46545551e+00
   4.10855571e-09    4.40244916e-10    1.45889998e+00
   4.10855571e-09    4.47800565e-10    1.44701999e+00
   4.10855571e-09    4.55356214e-10    1.44320893e+00
   4.10855571e-09    4.62911863e-10    1.43371321e+00
   4.10855571e-09    4.70467511e-10    1.43267812e+00
   4.10855571e-09    4.78023160e-10    1.42565653e+00
   4.10855571e-09    4.85578809e-10    1.42740143e+00
   4.10855571e-09    4.93134458e-10    1.42292210e+00
   4.10855571e-09    5.00690106e-10    1.42742374e+00
   4.10855571e-09    5.08245755e-10    1.42553240e+00
   4.10855571e-09    5.15801404e-10    1.43274079e+00
   4.10855571e-09    5.23357053e-10    1.43346026e+00
   4.10855571e-09    5.30912701e-10    1.44329941e+00
   4.10855571e-09    5.38468350e-10    1.44662928e+00
   4.10855571e-09    5.46023999e-10    1.45899829e+00
   4.10855571e-09    5.53579648e-10    1.46491477e+00
   4.10855571e-09    5.61135296e-10    1.47968913e+00
   4.10855571e-09    5.68690945e-10    1.48814512e+00
   4.10855571e-09    5.76246594e-10    1.50517828e+00
   4.10855571e-09    5.83802243e-10    1.51610350e+00
   4.10855571e-09    5.91357892e-10    1.53522863e+00
   4.10855571e-09    5.98913540e-10    1.54853004e+00
   4.10855571e-09    6.06469189e-10    1.56956197e+00
   4.10855571e-09    6.14024838e-10    1.58512431e+00
   4.10855571e-09    6.21580487e-10    1.60786158e+00
   4.10855571e-09    6.29136135e-10    1.62554815e+00
   4.10855571e-09    6.36691784e-10    1.64977510e+00
   4.10855571e-09    6.44247433e-10    1.66942876e+00
   4.10855571e-09    6.51803082e-10    1.69491766e+00
   4.10855571e-09    6.59358730e-10    1.71636202e+00
   4.10855571e-09    6.66914379e-10    1.74287526e+00
   4.10855571e-09    6.74470028e-10    1.76591611e+00
   4.10855571e-09    6.82025677e-10    1.79320840e+00
   4.10855571e-09    6.89581325e-10    1.81763527e+00
   4.10855571e-09    6.97136974e-10    1.84545576e+00
   4.10855571e-09    7.04692623e-10    1.87104369e+00
   4.10855571e-09    7.12248272e-10    1.89913820e+00
   4.10855571e-09    7.19803920e-10    1.92564969e+00
   4.10855571e-09    7.27359569e-10    1.95376281e+00
   4.10855571e-09    7.34915218e-10    1.98094991e+00
   4.10855571e-09    7.42470867e-10    2.00882716e+00
   4.10855571e-09    7.46890253e-10    2.02491844e+00
   4.10855571e-09    7.51309640e-10    2.04100353e+00
   4.10855571e-09    7.60148412e-10    2.07348385e+00
   4.10855571e-09    7.68987185e-10    2.10498167e+00
   4.10855571e-09    7.77825958e-10    2.13731732e+00
   4.10855571e-09    7.86664731e-10    2.16765059e+00
   4.10855571e-09    7.95503503e-10    2.19942006e+00
   4.10855571e-09    8.04342276e-10    2.22821505e+00
   4.10855571e-09    8.13181049e-10    2.25900231e+00
   4.10855571e-09    8.22019822e-10    2.28590489e+00
   4.10855571e-09    8.30858594e-10    2.31530546e+00
   4.10855571e-09    8.39697367e-10    2.33998548e+00
   4.10855571e-09    8.48536140e-10    2.36761224e+00
   4.10855571e-09    8.57374913e-10    2.38976760e+00
   4.10855571e-09    8.66213685e-10    2.41525648e+00
   4.10855571e-09    8.75052458e-10    2.43461685e+00
   4.10855571e-09    8.83891231e-10    2.45763206e+00
   4.10855571e-09    8.92730004e-10    2.47396233e+00
   4.10855571e-09    9.01568776e-10    2.49420102e+00
   4.10855571e-09    9.10407549e-10    2.50730415e+00
   4.10855571e-09    9.19246322e-10    2.52450049e+00
   4.10855571e-09    9.28085095e-10    2.53421995e+00
   4.10855571e-09    9.36923867e-10    2.54814848e+00
   4.10855571e-09    9.45762640e-10    2.55437011e+00
   4.10855571e-09    9.54601413e-10    2.56484847e+00
   4.10855571e-09    9.63440186e-10    2.56750180e+00
   4.10855571e-09    9.72278958e-10    2.57439287e+00
   4.10855571e-09    9.81117731e-10    2.57345181e+00
   4.10855571e-09    9.86810000e-10    2.57626079e+00
   4.81251271e-09    0.00000000e+00    2.57588947e+00
   4.81251271e-09    1.54495526e-11    2.57393182e+00
   4.81251271e-09    2.38447179e-11    2.56723238e+00
   4.81251271e-09    3.22398832e-11    2.56459890e+00
   4.81251271e-09    4.06350485e-11    2.55466760e+00
   4.81251271e-09    4.90302138e-11    2.54882675e+00
   4.81251271e-09    5.74253790e-11    2.53578132e+00
   4.81251271e-09    6.58205443e-11    2.52679840e+00
   4.81251271e-09    7.42157096e-11    2.51079215e+00
   4.81251271e-09    8.26108749e-11    2.49876734e+00
   4.81251271e-09    9.10060402e-11    2.47998719e+00
   4.81251271e-09    9.94012055e-11    2.46505438e+00
   4.81251271e-09    1.07796371e-10    2.44371856e+00
   4.81251271e-09    1.16191536e-10    2.42604390e+00
   4.81251271e-09    1.24586701e-10    2.40239931e+00
   4.81251271e-09    1.32981867e-10    2.38217939e+00
   4.81251271e-09    1.41377032e-10    2.35649868e+00
   4.81251271e-09    1.49772197e-10    2.33395852e+00
   4.81251271e-09    1.58167363e-10    2.30653695e+00
   4.81251271e-09    1.66562528e-10    2.28192772e+00
   4.81251271e-09    1.74957693e-10    2.25307982e+00
   4.81251271e-09    1.83352858e-10    2.22667627e+00
   4.81251271e-09    1.91748024e-10    2.19673243e+00
   4.81251271e-09    2.00143189e-10    2.16883015e+00
   4.81251271e-09    2.08538354e-10    2.13813295e+00
   4.81251271e-09    2.16933520e-10    2.10904538e+00
   4.81251271e-09    2.25328685e-10    2.07794592e+00
   4.81251271e-09    2.33723850e-10    2.04800117e+00
   4.81251271e-09    2.42119015e-10    2.01685521e+00
   4.81251271e-09    2.50514181e-10    1.98639252e+00
   4.81251271e-09    2.58909346e-10    1.95555655e+00
   4.81251271e-09    2.66464995e-10    1.92799616e+00
   4.81251271e-09    2.74020644e-10    1.90080837e+00
   4.81251271e-09    2.81576292e-10    1.87332697e+00
   4.81251271e-09    2.89131941e-10    1.84696624e+00
   4.81251271e-09    2.96687590e-10    1.81981933e+00
   4.81251271e-09    3.04243239e-10    1.79453034e+00
   4.81251271e-09    3.11798887e-10    1.76797120e+00
   4.81251271e-09    3.19354536e-10    1.74398859e+00
   4.81251271e-09    3.26910185e-10    1.71826579e+00
   4.81251271e-09    3.34465834e-10    1.69581182e+00
   4.81251271e-09    3.42021482e-10    1.67116673e+00
   4.81251271e-09    3.49577131e-10    1.65044906e+00
   4.81251271e-09    3.57132780e-10    1.62711340e+00
   4.81251271e-09    3.64688429e-10    1.60832312e+00
   4.81251271e-09    3.72244077e-10    1.58651662e+00
   4.81251271e-09    3.79799726e-10    1.56982635e+00
   4.81251271e-09    3.87355375e-10    1.54975458e+00
   4.81251271e-09    3.94911024e-10    1.53531683e+00
   4.81251271e-09    4.02466673e-10    1.51716914e+00
   4.81251271e-09    4.10022321e-10    1.50511494e+00
   4.81251271e-09    4.17577970e-10    1.48906261e+00
   4.81251271e-09    4.25133619e-10    1.47950033e+00
   4.81251271e-09    4.32689268e-10    1.46569493e+00
   4.81251271e-09    4.40244916e-10    1.45870936e+00
   4.81251271e-09    4.47800565e-10    1.44728129e+00
   4.81251271e-09    4.55356214e-10    1.44293302e+00
   4.81251271e-09    4.62911863e-10    1.43399028e+00
   4.81251271e-09    4.70467511e-10    1.43231526e+00
   4.81251271e-09    4.78023160e-10    1.42594243e+00
   4.81251271e-09    4.85578809e-10    1.42695182e+00
   4.81251271e-09    4.93134458e-10    1.42320933e+00
   4.81251271e-09    5.00690106e-10    1.42688957e+00
   4.81251271e-09    5.08245755e-10    1.42581312e+00
   4.81251271e-09    5.15801404e-10    1.43212625e+00
   4.81251271e-09    5.23357053e-10    1.43372653e+00
   4.81251271e-09    5.30912701e-10    1.44261072e+00
   4.81251271e-09    5.38468350e-10    1.44687333e+00
   4.81251271e-09    5.46023999e-10    1.45824361e+00
   4.81251271e-09    5.53579648e-10    1.46512923e+00
   4.81251271e-09    5.61135296e-10    1.47887845e+00
   4.81251271e-09    5.68690945e-10    1.48832326e+00
   4.81251271e-09    5.76246594e-10    1.50432317e+00
   4.81251271e-09    5.83802243e-10    1.51623943e+00
   4.81251271e-09    5.91357892e-10    1.53434203e+00
   4.81251271e-09    5.98913540e-10    1.54861894e+00
   4.81251271e-09    6.06469189e-10    1.56865785e+00
   4.81251271e-09    6.14024838e-10    1.58516257e+00
   4.81251271e-09    6.21580487e-10    1.60695458e+00
   4.81251271e-09    6.29136135e-10    1.62553346e+00
   4.81251271e-09    6.36691784e-10    1.64888023e+00
   4.81251271e-09    6.44247433e-10    1.66936019e+00
   4.81251271e-09    6.51803082e-10    1.69404994e+00
   4.81251271e-09    6.59358730e-10    1.71624001e+00
   4.81251271e-09    6.66914379e-10    1.74204938e+00
   4.81251271e-09    6.74470028e-10    1.76574239e+00
   4.81251271e-09    6.82025677e-10    1.79243826e+00
   4.81251271e-09    6.89581325e-10    1.81741269e+00
   4.81251271e-09    6.97136974e-10    1.84475416e+00
   4.81251271e-09    7.04692623e-10    1.87077606e+00
   4.81251271e-09    7.12248272e-10    1.89851639e+00
   4.81251271e-09    7.19803920e-10    1.92534150e+00
   4.81251271e-09    7.27359569e-10    1.95323017e+00
   4.81251271e-09    7.34915218e-10    1.98060613e+00
   4.81251271e-09    7.42470867e-10    2.00839094e+00
   4.81251271e-09    7.46890253e-10    2.02455056e+00
   4.81251271e-09    7.51309640e-10    2.04062598e+00
   4.81251271e-09    7.60148412e-10    2.07309192e+00
   4.81251271e-09    7.68987185e-10    2.10472506e+00
   4.81251271e-09    7.77825958e-10    2.13690012e+00
   4.81251271e-09    7.86664731e-10    2.16751573e+00
   4.81251271e-09    7.95503503e-10    2.19898382e+00
   4.81251271e-09    8.04342276e-10    2.22819887e+00
   4.81251271e-09    8.13181049e-10    2.25855259e+00
   4.81251271e-09    8.22019822e-10    2.28600089e+00
   4.81251271e-09    8.30858594e-10    2.31484717e+00
   4.81251271e-09    8.39697367e-10    2.34018420e+00
   4.81251271e-09    8.48536140e-10    2.36714972e+00
   4.81251271e-09    8.57374913e-10    2.39005729e+00
   4.81251271e-09    8.66213685e-10    2.41479366e+00
   4.81251271e-09    8.75052458e-10    2.43498414e+00
   4.81251271e-09    8.83891231e-10    2.45717258e+00
   4.81251271e-09    8.92730004e-10    2.47439272e+00
   4.81251271e-09    9.01568776e-10    2.49374832e+00
   4.81251271e-09    9.10407549e-10    2.50778252e+00
   4.81251271e-09    9.19246322e-10    2.52405785e+00
   4.81251271e-09    9.28085095e-10    2.53473091e+00
   4.81251271e-09    9.36923867e-10    2.54771921e+00
   4.81251271e-09    9.45762640e-10    2.55489845e+00
   4.81251271e-09    9.54601413e-10    2.56443605e+00
   4.81251271e-09    9.63440186e-10    2.56803287e+00
   4.81251271e-09    9.72278958e-10    2.57400109e+00
   4.81251271e-09    9.81117731e-10    2.57397195e+00
   4.81251271e-09    9.86810000e-10    2.57588947e+00
   5.51646971e-09    0.00000000e+00    2.57604165e+00
   5.51646971e-09    1.54495526e-11    2.57394811e+00
   5.51646971e-09    2.38447179e-11    2.56741730e+00
   5.51646971e-09    3.22398832e-11    2.56460108e+00
   5.51646971e-09    4.06350485e-11    2.55487180e+00
