TIME,V(1),V(2),V(3)
2.77777515e-01,5.90884824e+02,1.74160472e+02,-6.84034079e+01
2.86962555e-01,5.83891613e+02,1.64766366e+02,-8.95925140e+01
2.96147595e-01,5.74954236e+02,1.55121626e+02,-1.09589359e+02
3.05332635e-01,5.64102450e+02,1.45324872e+02,-1.28127833e+02
3.12500000e-01,5.54327720e+02,1.37635454e+02,-1.41421356e+02
3.13418504e-01,5.52993386e+02,1.36649721e+02,-1.43044222e+02
3.14074239e-01,5.52029513e+02,1.35946116e+02,-1.44191166e+02
3.15385708e-01,5.50073672e+02,1.34539356e+02,-1.46455604e+02
3.18008647e-01,5.46050073e+02,1.31728510e+02,-1.50864545e+02
3.23254525e-01,5.37559092e+02,1.26124312e+02,-1.59186154e+02
3.28500403e-01,5.28484150e+02,1.20555968e+02,-1.66816245e+02
3.33746281e-01,5.18835107e+02,1.15037812e+02,-1.73721671e+02
3.38992159e-01,5.08622444e+02,1.09583336e+02,-1.79872435e+02
3.44238036e-01,4.97857256e+02,1.04205146e+02,-1.85241816e+02
3.49483914e-01,4.86551236e+02,9.89149151e+01,-1.89806491e+02
3.54729792e-01,4.74716668e+02,9.37233463e+01,-1.93546629e+02
3.59975670e-01,4.62366406e+02,8.86401411e+01,-1.96445983e+02
3.65221548e-01,4.49513868e+02,8.36739700e+01,-1.98491958e+02
3.70467426e-01,4.36173015e+02,7.88324496e+01,-1.99675666e+02
3.75000000e-01,4.24264069e+02,7.47546896e+01,-2.00000000e+02
3.75524588e-01,4.22863357e+02,7.42892343e+01,-1.99995654e+02
3.75904413e-01,4.21846310e+02,7.39530754e+01,-1.99987083e+02
3.76664065e-01,4.19805012e+02,7.32829129e+01,-1.99956274e+02
3.78183368e-01,4.15693772e+02,7.19512594e+01,-1.99839994e+02
3.81221973e-01,4.07358029e+02,6.93230159e+01,-1.99388981e+02
3.87299184e-01,3.90244190e+02,6.42093993e+01,-1.97615992e+02
3.93376395e-01,3.72561431e+02,5.92901307e+01,-1.94691039e+02
3.99453606e-01,3.54335529e+02,5.45681196e+01,-1.90631170e+02
4.05530817e-01,3.35593056e+02,5.00443343e+01,-1.85460053e+02
4.11608028e-01,3.16361335e+02,4.57178346e+01,-1.79207832e+02
4.17685239e-01,2.96668405e+02,4.15858176e+01,-1.71910952e+02
4.23762450e-01,2.76542973e+02,3.76436745e+01,-1.63611950e+02
4.29839661e-01,2.56014381e+02,3.38850595e+01,-1.54359202e+02
4.35916872e-01,2.35112555e+02,3.03019695e+01,-1.44206647e+02
4.37500000e-01,2.29610059e+02,2.93962344e+01,-1.41421356e+02
4.37739275e-01,2.28776419e+02,2.92603099e+01,-1.40995489e+02
4.37939099e-01,2.28079829e+02,2.91469895e+01,-1.40638860e+02
4.38338749e-01,2.26685570e+02,2.89208755e+01,-1.39922944e+02
4.39138047e-01,2.23892774e+02,2.84707441e+01,-1.38480541e+02
4.40736644e-01,2.18290310e+02,2.75787797e+01,-1.35553971e+02
4.43933837e-01,2.07019883e+02,2.58273174e+01,-1.29537931e+02
4.50328224e-01,1.84232990e+02,2.24481030e+01,-1.16888681e+02
4.56722611e-01,1.61148748e+02,1.92212126e+01,-1.03485110e+02
4.63116997e-01,1.37804414e+02,1.61302330e+01,-8.94137155e+01
4.69511384e-01,1.14237667e+02,1.31574540e+01,-7.47653048e+01
4.75905771e-01,9.04865417e+01,1.02840442e+01,-5.96344090e+01
4.82300158e-01,6.65893726e+01,7.49023330e+00,-4.41186727e+01
4.88694544e-01,4.25847294e+01,4.75550178e+00,-2.83182241e+01
4.95088931e-01,1.85113552e+01,2.05877551e+00,-1.23350286e+01
5.00000000e-01,7.34789833e-14,-8.41492674e-15,-4.89859889e-14
5.00000156e-01,-5.88531987e-04,-6.53924430e-05,3.92354658e-04
5.00000468e-01,-1.76559596e-03,-1.96177329e-04,1.17706397e-03
5.00001093e-01,-4.11972391e-03,-4.57747101e-04,2.74648261e-03
5.00002342e-01,-8.82797981e-03,-9.80886646e-04,5.88531987e-03
5.00004840e-01,-1.82444916e-02,-2.02716574e-03,1.21629944e-02
5.00009835e-01,-3.70775152e-02,-4.11972392e-03,2.47183434e-02
5.00019826e-01,-7.47435622e-02,-8.30484037e-03,4.98290411e-02
5.00039809e-01,-1.50075655e-01,-1.66750738e-02,1.00050434e-01
5.00079774e-01,-3.00739833e-01,-3.34155454e-02,2.00493197e-01
5.00159704e-01,-6.02068122e-01,-6.68965253e-02,4.01378546e-01
5.00319563e-01,-1.20472417e+00,-1.33858781e-01,8.03147827e-01
5.00639283e-01,-2.41003201e+00,-2.67785655e-01,1.60667504e+00
5.01278721e-01,-4.82061364e+00,-5.35658314e-01,3.21363870e+00
5.02557599e-01,-9.64150456e+00,-1.07155493e+00,6.42683978e+00
5.05115353e-01,-1.92811076e+01,-2.14455819e+00,1.28474330e+01
5.07673108e-01,-2.89157309e+01,-3.22032537e+00,1.92547548e+01
5.12788617e-01,-4.81600874e+01,-5.38565252e+00,3.20031298e+01
5.17904127e-01,-6.73546944e+01,-7.57846413e+00,4.46193021e+01
5.23019636e-01,-8.64797242e+01,-9.80952304e+00,5.70511550e+01
5.28135146e-01,-1.05515420e+02,-1.20893622e+01,6.92473337e+01
5.33250655e-01,-1.24442119e+02,-1.44282210e+01,8.11574563e+01
5.38366165e-01,-1.43240269e+02,-1.68359821e+01,9.27323231e+01
5.43481674e-01,-1.61890452e+02,-1.93221111e+01,1.03924119e+02
5.48597183e-01,-1.80373403e+02,-2.18955970e+01,1.14686612e+02
5.53712693e-01,-1.98670027e+02,-2.45648952e+01,1.24975342e+02
5.58828202e-01,-2.16761426e+02,-2.73378729e+01,1.34747807e+02
5.62500000e-01,-2.29610059e+02,-2.93962344e+01,1.41421356e+02
5.62719838e-01,-2.30375525e+02,-2.95213408e+01,1.41811503e+02
5.62905634e-01,-2.31022111e+02,-2.96272408e+01,1.42140389e+02
5.63277224e-01,-2.32314338e+02,-2.98395011e+01,1.42795835e+02
5.64020405e-01,-2.34894986e+02,-3.02658712e+01,1.44097373e+02
5.65506766e-01,-2.40040861e+02,-3.11260763e+01,1.46662632e+02
5.68479489e-01,-2.50269355e+02,-3.28768594e+01,1.51638777e+02
5.74424936e-01,-2.70460876e+02,-3.65037390e+01,1.60949659e+02
5.80370382e-01,-2.90275013e+02,-4.03041577e+01,1.69362540e+02
5.86315828e-01,-3.09684120e+02,-4.42845461e+01,1.76830481e+02
5.92261274e-01,-3.28661114e+02,-4.84497656e+01,1.83311817e+02
5.98206720e-01,-3.47179516e+02,-5.28030436e+01,1.88770385e+02
6.04152166e-01,-3.65213487e+02,-5.73459190e+01,1.93175730e+02
6.10097612e-01,-3.82737863e+02,-6.20781970e+01,1.96503272e+02
6.16043058e-01,-3.99728192e+02,-6.69979152e+01,1.98734446e+02
6.21988505e-01,-4.16160766e+02,-7.21013210e+01,1.99856804e+02
6.25000000e-01,-4.24264069e+02,-7.47546896e+01,2.00000000e+02
6.25405342e-01,-4.25343223e+02,-7.51152726e+01,1.99997405e+02
6.25770149e-01,-4.26312104e+02,-7.54404900e+01,1.99990634e+02
6.26499765e-01,-4.28243140e+02,-7.60928861e+01,1.99964482e+02
6.27958995e-01,-4.32078173e+02,-7.74054735e+01,1.99861752e+02
6.30877456e-01,-4.39638953e+02,-8.00614033e+01,1.99454743e+02
6.36714378e-01,-4.54314543e+02,-8.54925430e+01,1.97836914e+02
6.42551300e-01,-4.68379141e+02,-9.10746515e+01,1.95155186e+02
6.48388222e-01,-4.81813832e+02,-9.67966166e+01,1.91423982e+02
6.54225145e-01,-4.94600548e+02,-1.02645727e+02,1.86663365e+02
6.60062067e-01,-5.06722092e+02,-1.08607718e+02,1.80898938e+02
6.65898989e-01,-5.18162164e+02,-1.14666822e+02,1.74161699e+02
6.71735911e-01,-5.28905378e+02,-1.20805833e+02,1.66487879e+02
6.77572833e-01,-5.38937284e+02,-1.27006180e+02,1.57918744e+02
6.83409755e-01,-5.48244393e+02,-1.33248005e+02,1.48500378e+02
6.87500000e-01,-5.54327720e+02,-1.37635454e+02,1.41421356e+02
6.88083692e-01,-5.55166072e+02,-1.38261940e+02,1.40380251e+02
6.88605972e-01,-5.55909889e+02,-1.38822536e+02,1.39442281e+02
6.89650530e-01,-5.57379554e+02,-1.39943731e+02,1.37548362e+02
6.91739647e-01,-5.60246795e+02,-1.42185679e+02,1.33689757e+02
6.95917882e-01,-5.65691213e+02,-1.46664115e+02,1.25698869e+02
7.04274351e-01,-5.75407008e+02,-1.55568759e+02,1.08700730e+02
7.12630820e-01,-5.83536885e+02,-1.64343953e+02,9.05050271e+01
7.20987289e-01,-5.90058438e+02,-1.72915405e+02,7.13122240e+01
7.29343758e-01,-5.94953690e+02,-1.81206640e+02,5.13337689e+01
7.37700226e-01,-5.98209151e+02,-1.89139795e+02,3.07897659e+01
7.46056695e-01,-5.99815847e+02,-1.96636432e+02,9.90654991e+00
7.50000000e-01,-6.00000000e+02,-2.00000000e+02,7.34794170e-14
7.50587567e-01,-5.99995911e+02,-2.00490872e+02,-1.47670462e+00
7.51116378e-01,-5.99985239e+02,-2.00930304e+02,-2.80567225e+00
7.52174000e-01,-5.99944025e+02,-2.01802401e+02,-5.46317713e+00
7.54289242e-01,-5.99782121e+02,-2.03518981e+02,-1.07748227e+01
7.58519728e-01,-5.99140534e+02,-2.06837354e+02,-2.13715292e+01
7.66980699e-01,-5.96588227e+02,-2.12980747e+02,-4.23540148e+01
7.75441670e-01,-5.92350250e+02,-2.18402800e+02,-6.28581506e+01
7.83902641e-01,-5.86438578e+02,-2.23030313e+02,-8.26523612e+01
7.92363612e-01,-5.78869914e+02,-2.26794334e+02,-1.01513089e+02
8.00824584e-01,-5.69665643e+02,-2.29630988e+02,-1.19227320e+02
8.09285555e-01,-5.58851772e+02,-2.31482253e+02,-1.35594987e+02
8.12500000e-01,-5.54327720e+02,-2.31916359e+02,-1.41421356e+02
8.13069799e-01,-5.53502130e+02,-2.31977491e+02,-1.42430342e+02
8.13582617e-01,-5.52753034e+02,-2.32028407e+02,-1.43332186e+02
8.14608255e-01,-5.51237633e+02,-2.32118538e+02,-1.45117982e+02
8.16659530e-01,-5.48138218e+02,-2.32251727e+02,-1.48616962e+02
8.20762079e-01,-5.41666761e+02,-2.32327731e+02,-1.55316431e+02
8.28967179e-01,-5.27648702e+02,-2.31703075e+02,-1.67460522e+02
8.37172278e-01,-5.12228552e+02,-2.30018138e+02,-1.77825863e+02
8.45377377e-01,-4.95447286e+02,-2.27249880e+02,-1.86302354e+02
8.53582477e-01,-4.77349497e+02,-2.23383151e+02,-1.92799957e+02
8.61787576e-01,-4.57983274e+02,-2.18410977e+02,-1.97249657e+02
8.69992675e-01,-4.37400078e+02,-2.12334756e+02,-1.99604189e+02
8.75000000e-01,-4.24264069e+02,-2.08088023e+02,-2.00000000e+02
8.75475191e-01,-4.22995448e+02,-2.07663961e+02,-1.99996434e+02
8.75897560e-01,-4.21864683e+02,-2.07283987e+02,-1.99987278e+02
8.76742297e-01,-4.19594246e+02,-2.06515437e+02,-1.99952066e+02
8.78431772e-01,-4.15017977e+02,-2.04944010e+02,-1.99814053e+02
8.81810721e-01,-4.05725662e+02,-2.01664537e+02,-1.99267950e+02
8.88568619e-01,-3.86596697e+02,-1.94565475e+02,-1.97099729e+02
8.95326518e-01,-3.66770824e+02,-1.86760581e+02,-1.93510920e+02
9.02084416e-01,-3.46283781e+02,-1.78270390e+02,-1.88527390e+02
9.08842314e-01,-3.25172501e+02,-1.69119186e+02,-1.82185057e+02
9.15600213e-01,-3.03475040e+02,-1.59334891e+02,-1.74529633e+02
9.22358111e-01,-2.81230511e+02,-1.48948935e+02,-1.65616294e+02
9.29116009e-01,-2.58479015e+02,-1.37996099e+02,-1.55509283e+02
9.35873908e-01,-2.35261565e+02,-1.26514337e+02,-1.44281446e+02
9.37500000e-01,-2.29610059e+02,-1.23677139e+02,-1.41421356e+02
9.37773817e-01,-2.28656030e+02,-1.23196645e+02,-1.40933905e+02
9.38003414e-01,-2.27855550e+02,-1.22793146e+02,-1.40523888e+02
9.38462609e-01,-2.26253169e+02,-1.21984506e+02,-1.39700349e+02
9.39380997e-01,-2.23042769e+02,-1.20360704e+02,-1.38039342e+02
9.41217774e-01,-2.16599797e+02,-1.17087398e+02,-1.34662397e+02
9.44891328e-01,-2.03628169e+02,-1.10441098e+02,-1.27695124e+02
9.52238435e-01,-1.77366440e+02,-9.67754057e+01,-1.12959777e+02
9.59585543e-01,-1.50726803e+02,-8.26630088e+01,-9.72622235e+01
9.66932651e-01,-1.23766017e+02,-6.81673985e+01,-8.07361787e+01
9.74279758e-01,-9.65415267e+01,-5.33546465e+01,-6.35224130e+01
9.81626866e-01,-6.91113387e+01,-3.82929647e+01,-4.57675554e+01
9.88973974e-01,-4.15338976e+01,-2.30522472e+01,-2.76228441e+01
9.96321081e-01,-1.38679617e+01,-7.70359986e+00,-9.24283791e+00
1.00000000e+00,-1.46957533e-13,-4.96686026e-14,-9.79719778e-14
