Index        TIME             V(2A)        {V(2A)/V(2B)}    {I(R1)/I(R2)}        V(2C)        {V(2C)/V(2D)}    {I(R3)/I(R4)}
408     3.50106847e-04   -8.97359248e-01  1.00000000e+00   1.00000000e+00   -8.57544913e-01  1.00000000e+00   1.00000000e+00   
409     3.50107753e-04   -8.74539168e-01  1.00000000e+00   1.00000000e+00   -8.31760463e-01  1.00000000e+00   1.00000000e+00   
410     3.50109567e-04   -8.22570673e-01  1.00000000e+00   1.00000000e+00   -7.75230453e-01  1.00000000e+00   1.00000000e+00   
411     3.50111380e-04   -7.65267317e-01  1.00000000e+00   1.00000000e+00   -7.14410876e-01  1.00000000e+00   1.00000000e+00   
412     3.50113193e-04   -7.03416248e-01  1.00000000e+00   1.00000000e+00   -6.49849757e-01  1.00000000e+00   1.00000000e+00   
413     3.50115007e-04   -6.37718857e-01  1.00000000e+00   1.00000000e+00   -5.82046565e-01  1.00000000e+00   1.00000000e+00   
414     3.50116820e-04   -5.68799192e-01  1.00000000e+00   1.00000000e+00   -5.11455473e-01  1.00000000e+00   1.00000000e+00   
415     3.50118633e-04   -4.97212583e-01  1.00000000e+00   1.00000000e+00   -4.38489104e-01  1.00000000e+00   1.00000000e+00   
416     3.50120447e-04   -4.23454152e-01  1.00000000e+00   1.00000000e+00   -3.63522495e-01  1.00000000e+00   1.00000000e+00   
417     3.50122260e-04   -3.47966962e-01  1.00000000e+00   1.00000000e+00   -2.86897155e-01  1.00000000e+00   1.00000000e+00   
418     3.50124073e-04   -2.71149712e-01  1.00000000e+00   1.00000000e+00   -2.08925072e-01  1.00000000e+00   1.00000000e+00   
419     3.50125886e-04   -1.93363918e-01  1.00000000e+00   1.00000000e+00   -1.29892629e-01  1.00000000e+00   1.00000000e+00   
420     3.50127700e-04   -1.14940605e-01  1.00000000e+00   1.00000000e+00   -5.00643661e-02  1.00000000e+00   1.00000000e+00   
421     3.50129513e-04   -3.61865494e-02  1.00000000e+00   1.00000000e+00   3.03133940e-02   1.00000000e+00   1.00000000e+00   
422     3.50131326e-04   4.26098680e-02   1.00000000e+00   1.00000000e+00   1.11009101e-01   1.00000000e+00   1.00000000e+00   
423     3.50131522e-04   5.09586823e-02   1.00000000e+00   1.00000000e+00   1.19604114e-01   1.00000000e+00   1.00000000e+00   
424     3.50131717e-04   5.93064572e-02   1.00000000e+00   1.00000000e+00   1.28201529e-01   1.00000000e+00   1.00000000e+00   
425     3.50132107e-04   7.60276015e-02   1.00000000e+00   1.00000000e+00   1.45426877e-01   1.00000000e+00   1.00000000e+00   
426     3.50132888e-04   1.09554696e-01   1.00000000e+00   1.00000000e+00   1.79985868e-01   1.00000000e+00   1.00000000e+00   
427     3.50134449e-04   1.76816028e-01   1.00000000e+00   1.00000000e+00   2.49433131e-01   1.00000000e+00   1.00000000e+00   
428     3.50135791e-04   2.34100220e-01   1.00000000e+00   1.00000000e+00   3.08867244e-01   1.00000000e+00   1.00000000e+00   
429     3.50137132e-04   2.90912761e-01   1.00000000e+00   1.00000000e+00   3.68086472e-01   1.00000000e+00   1.00000000e+00   
430     3.50139815e-04   4.03836449e-01   1.00000000e+00   1.00000000e+00   4.86469496e-01   1.00000000e+00   1.00000000e+00   
431     3.50143417e-04   5.50774465e-01   1.00000000e+00   1.00000000e+00   6.42880663e-01   1.00000000e+00   1.00000000e+00   
432     3.50145955e-04   6.47382746e-01   1.00000000e+00   1.00000000e+00   7.49160257e-01   1.00000000e+00   1.00000000e+00   
433     3.50147640e-04   7.03631291e-01   1.00000000e+00   1.00000000e+00   8.17446210e-01   1.00000000e+00   1.00000000e+00   
434     3.50149324e-04   7.41590206e-01   1.00000000e+00   1.00000000e+00   8.83104633e-01   1.00000000e+00   1.00000000e+00   
435     3.50150574e-04   7.58150084e-01   1.00000000e+00   1.00000000e+00   9.27405863e-01   1.00000000e+00   1.00000000e+00   
436     3.50151824e-04   7.67827212e-01   1.00000000e+00   1.00000000e+00   9.63234796e-01   1.00000000e+00   1.00000000e+00   
437     3.50153074e-04   7.74456097e-01   1.00000000e+00   1.00000000e+00   9.89834806e-01   1.00000000e+00   1.00000000e+00   
438     3.50154323e-04   7.79885999e-01   1.00000000e+00   1.00000000e+00   1.01045419e+00   1.00000000e+00   1.00000000e+00   
439     3.50155573e-04   7.84853441e-01   1.00000000e+00   1.00000000e+00   1.02823371e+00   1.00000000e+00   1.00000000e+00   
440     3.50156823e-04   7.89629651e-01   1.00000000e+00   1.00000000e+00   1.04486248e+00   1.00000000e+00   1.00000000e+00   
441     3.50159323e-04   7.98919588e-01   1.00000000e+00   1.00000000e+00   1.07693350e+00   1.00000000e+00   1.00000000e+00   
442     3.50164322e-04   8.16972070e-01   1.00000000e+00   1.00000000e+00   1.14014149e+00   1.00000000e+00   1.00000000e+00   
443     3.50174320e-04   8.51708120e-01   1.00000000e+00   1.00000000e+00   1.26530699e+00   1.00000000e+00   1.00000000e+00   
444     3.50194317e-04   9.17799675e-01   1.00000000e+00   1.00000000e+00   1.51279134e+00   1.00000000e+00   1.00000000e+00   
445     3.50200000e-04   9.36106183e-01   1.00000000e+00   1.00000000e+00   1.58273067e+00   1.00000000e+00   1.00000000e+00   
446     3.50219997e-04   9.36181154e-01   1.00000000e+00   1.00000000e+00   1.58280604e+00   1.00000000e+00   1.00000000e+00   
447     3.50259990e-04   9.36182310e-01   1.00000000e+00   1.00000000e+00   1.58280742e+00   1.00000000e+00   1.00000000e+00   
448     3.50339976e-04   9.36181870e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
449     3.50499949e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
450     3.50819895e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
451     3.51459787e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
452     3.52739572e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
453     3.55299140e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
454     3.60418276e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
455     3.70656549e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
456     3.90656549e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
457     4.10656549e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
458     4.30656549e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
459     4.50000000e-04   9.36181868e-01   1.00000000e+00   1.00000000e+00   1.58280689e+00   1.00000000e+00   1.00000000e+00   
460     4.50000500e-04   9.34633656e-01   1.00000000e+00   1.00000000e+00   1.57671189e+00   1.00000000e+00   1.00000000e+00   
461     4.50001500e-04   9.31448268e-01   1.00000000e+00   1.00000000e+00   1.56444124e+00   1.00000000e+00   1.00000000e+00   
462     4.50003500e-04   9.25028290e-01   1.00000000e+00   1.00000000e+00   1.53985127e+00   1.00000000e+00   1.00000000e+00   
463     4.50007500e-04   9.12117604e-01   1.00000000e+00   1.00000000e+00   1.49060930e+00   1.00000000e+00   1.00000000e+00   
464     4.50015500e-04   8.86002610e-01   1.00000000e+00   1.00000000e+00   1.39187957e+00   1.00000000e+00   1.00000000e+00   
465     4.50031500e-04   8.32174567e-01   1.00000000e+00   1.00000000e+00   1.19308652e+00   1.00000000e+00   1.00000000e+00   
466     4.50049987e-04   7.64616318e-01   1.00000000e+00   1.00000000e+00   9.58944598e-01   1.00000000e+00   1.00000000e+00   
467     4.50061460e-04   7.15369767e-01   1.00000000e+00   1.00000000e+00   8.07673090e-01   1.00000000e+00   1.00000000e+00   
468     4.50067653e-04   6.82212578e-01   1.00000000e+00   1.00000000e+00   7.20887711e-01   1.00000000e+00   1.00000000e+00   
469     4.50071598e-04   6.55425040e-01   1.00000000e+00   1.00000000e+00   6.61398520e-01   1.00000000e+00   1.00000000e+00   
470     4.50073228e-04   6.42689248e-01   1.00000000e+00   1.00000000e+00   6.35636976e-01   1.00000000e+00   1.00000000e+00   
471     4.50074857e-04   6.28019157e-01   1.00000000e+00   1.00000000e+00   6.08517502e-01   1.00000000e+00   1.00000000e+00   
472     4.50076153e-04   6.14875701e-01   1.00000000e+00   1.00000000e+00   5.85930152e-01   1.00000000e+00   1.00000000e+00   
473     4.50077449e-04   6.00041741e-01   1.00000000e+00   1.00000000e+00   5.62177403e-01   1.00000000e+00   1.00000000e+00   
474     4.50078744e-04   5.83295282e-01   1.00000000e+00   1.00000000e+00   5.37107827e-01   1.00000000e+00   1.00000000e+00   
475     4.50080040e-04   5.64431931e-01   1.00000000e+00   1.00000000e+00   5.10575321e-01   1.00000000e+00   1.00000000e+00   
476     4.50081336e-04   5.43278973e-01   1.00000000e+00   1.00000000e+00   4.82449191e-01   1.00000000e+00   1.00000000e+00   
477     4.50082631e-04   5.19697476e-01   1.00000000e+00   1.00000000e+00   4.52618841e-01   1.00000000e+00   1.00000000e+00   
478     4.50083927e-04   4.93573282e-01   1.00000000e+00   1.00000000e+00   4.20992029e-01   1.00000000e+00   1.00000000e+00   
479     4.50085223e-04   4.64801908e-01   1.00000000e+00   1.00000000e+00   3.87488055e-01   1.00000000e+00   1.00000000e+00   
480     4.50086519e-04   4.33292026e-01   1.00000000e+00   1.00000000e+00   3.52029187e-01   1.00000000e+00   1.00000000e+00   
481     4.50087814e-04   3.98989390e-01   1.00000000e+00   1.00000000e+00   3.14551478e-01   1.00000000e+00   1.00000000e+00   
482     4.50089110e-04   3.61853144e-01   1.00000000e+00   1.00000000e+00   2.75011974e-01   1.00000000e+00   1.00000000e+00   
483     4.50090406e-04   3.21851477e-01   1.00000000e+00   1.00000000e+00   2.33373714e-01   1.00000000e+00   1.00000000e+00   
484     4.50091701e-04   2.78962422e-01   1.00000000e+00   1.00000000e+00   1.89604653e-01   1.00000000e+00   1.00000000e+00   
485     4.50092997e-04   2.33175092e-01   1.00000000e+00   1.00000000e+00   1.43678142e-01   1.00000000e+00   1.00000000e+00   
486     4.50094293e-04   1.84490904e-01   1.00000000e+00   1.00000000e+00   9.55737194e-02   1.00000000e+00   1.00000000e+00   
487     4.50095588e-04   1.32924548e-01   1.00000000e+00   1.00000000e+00   4.52779390e-02   1.00000000e+00   1.00000000e+00   
488     4.50096666e-04   8.79492061e-02   1.00000000e+00   1.00000000e+00   1.85116209e-03   1.00000000e+00   1.00000000e+00   
489     4.50096874e-04   7.91136138e-02   1.00000000e+00   1.00000000e+00   -6.64216791e-03  1.00000000e+00   1.00000000e+00   
490     4.50097082e-04   7.02039366e-02   1.00000000e+00   1.00000000e+00   -1.51929664e-02  1.00000000e+00   1.00000000e+00   
491     4.50097290e-04   6.12203749e-02   1.00000000e+00   1.00000000e+00   -2.38012112e-02  1.00000000e+00   1.00000000e+00   
492     4.50097705e-04   4.30014259e-02   1.00000000e+00   1.00000000e+00   -4.12180194e-02  1.00000000e+00   1.00000000e+00   
493     4.50098121e-04   2.44909148e-02   1.00000000e+00   1.00000000e+00   -5.88634478e-02  1.00000000e+00   1.00000000e+00   
494     4.50098537e-04   5.69080239e-03   1.00000000e+00   1.00000000e+00   -7.67370975e-02  1.00000000e+00   1.00000000e+00   
495     4.50098815e-04   -7.01357303e-03  1.00000000e+00   1.00000000e+00   -8.87900160e-02  1.00000000e+00   1.00000000e+00   
496     4.50099092e-04   -1.98459336e-02  1.00000000e+00   1.00000000e+00   -1.00944586e-01  1.00000000e+00   1.00000000e+00   
497     4.50099370e-04   -3.28055839e-02  1.00000000e+00   1.00000000e+00   -1.13200618e-01  1.00000000e+00   1.00000000e+00   
498     4.50099648e-04   -4.58917986e-02  1.00000000e+00   1.00000000e+00   -1.25557904e-01  1.00000000e+00   1.00000000e+00   
499     4.50099754e-04   -5.09036034e-02  1.00000000e+00   1.00000000e+00   -1.30285660e-01  1.00000000e+00   1.00000000e+00   
500     4.50099859e-04   -5.59336901e-02  1.00000000e+00   1.00000000e+00   -1.35028101e-01  1.00000000e+00   1.00000000e+00   
501     4.50100000e-04   -6.26512012e-02  1.00000000e+00   1.00000000e+00   -1.41357629e-01  1.00000000e+00   1.00000000e+00   
502     4.50100106e-04   -6.73909220e-02  1.00000000e+00   1.00000000e+00   -1.44844410e-01  1.00000000e+00   1.00000000e+00   
503     4.50100317e-04   -7.68088002e-02  1.00000000e+00   1.00000000e+00   -1.51785577e-01  1.00000000e+00   1.00000000e+00   
504     4.50100740e-04   -9.53969696e-02  1.00000000e+00   1.00000000e+00   -1.65536836e-01  1.00000000e+00   1.00000000e+00   
505     4.50101163e-04   -1.13776536e-01  1.00000000e+00   1.00000000e+00   -1.79184771e-01  1.00000000e+00   1.00000000e+00   
506     4.50101586e-04   -1.31941617e-01  1.00000000e+00   1.00000000e+00   -1.92725188e-01  1.00000000e+00   1.00000000e+00   
507     4.50102010e-04   -1.49886785e-01  1.00000000e+00   1.00000000e+00   -2.06154106e-01  1.00000000e+00   1.00000000e+00   
508     4.50102433e-04   -1.67607095e-01  1.00000000e+00   1.00000000e+00   -2.19467775e-01  1.00000000e+00   1.00000000e+00   
509     4.50102856e-04   -1.85098061e-01  1.00000000e+00   1.00000000e+00   -2.32662667e-01  1.00000000e+00   1.00000000e+00   
510     4.50103279e-04   -2.02355630e-01  1.00000000e+00   1.00000000e+00   -2.45735465e-01  1.00000000e+00   1.00000000e+00   
511     4.50104125e-04   -2.35802254e-01  1.00000000e+00   1.00000000e+00   -2.71283925e-01  1.00000000e+00   1.00000000e+00   
512     4.50104971e-04   -2.68293282e-01  1.00000000e+00   1.00000000e+00   -2.96315593e-01  1.00000000e+00   1.00000000e+00   
513     4.50105817e-04   -2.99811985e-01  1.00000000e+00   1.00000000e+00   -3.20812069e-01  1.00000000e+00   1.00000000e+00   
514     4.50106663e-04   -3.30347069e-01  1.00000000e+00   1.00000000e+00   -3.44757873e-01  1.00000000e+00   1.00000000e+00   
515     4.50107509e-04   -3.59892213e-01  1.00000000e+00   1.00000000e+00   -3.68140284e-01  1.00000000e+00   1.00000000e+00   
516     4.50108355e-04   -3.88445442e-01  1.00000000e+00   1.00000000e+00   -3.90949092e-01  1.00000000e+00   1.00000000e+00   
517     4.50109202e-04   -4.16009249e-01  1.00000000e+00   1.00000000e+00   -4.13176681e-01  1.00000000e+00   1.00000000e+00   
518     4.50110894e-04   -4.67066837e-01  1.00000000e+00   1.00000000e+00   -4.55109407e-01  1.00000000e+00   1.00000000e+00   
519     4.50112586e-04   -5.14429819e-01  1.00000000e+00   1.00000000e+00   -4.94751156e-01  1.00000000e+00   1.00000000e+00   
520     4.50114278e-04   -5.58219815e-01  1.00000000e+00   1.00000000e+00   -5.32113406e-01  1.00000000e+00   1.00000000e+00   
521     4.50115970e-04   -5.98585628e-01  1.00000000e+00   1.00000000e+00   -5.67229609e-01  1.00000000e+00   1.00000000e+00   
522     4.50117663e-04   -6.35695232e-01  1.00000000e+00   1.00000000e+00   -6.00151154e-01  1.00000000e+00   1.00000000e+00   
523     4.50119355e-04   -6.69729035e-01  1.00000000e+00   1.00000000e+00   -6.30943704e-01  1.00000000e+00   1.00000000e+00   
524     4.50121047e-04   -7.00874293e-01  1.00000000e+00   1.00000000e+00   -6.59683945e-01  1.00000000e+00   1.00000000e+00   
525     4.50122739e-04   -7.29320596e-01  1.00000000e+00   1.00000000e+00   -6.86456726e-01  1.00000000e+00   1.00000000e+00   
526     4.50124432e-04   -7.55256284e-01  1.00000000e+00   1.00000000e+00   -7.11352585e-01  1.00000000e+00   1.00000000e+00   
527     4.50126124e-04   -7.78865672e-01  1.00000000e+00   1.00000000e+00   -7.34465642e-01  1.00000000e+00   1.00000000e+00   
528     4.50127816e-04   -8.00326971e-01  1.00000000e+00   1.00000000e+00   -7.55891819e-01  1.00000000e+00   1.00000000e+00   
529     4.50129508e-04   -8.19810779e-01  1.00000000e+00   1.00000000e+00   -7.75727370e-01  1.00000000e+00   1.00000000e+00   
530     4.50131201e-04   -8.37479061e-01  1.00000000e+00   1.00000000e+00   -7.94067683e-01  1.00000000e+00   1.00000000e+00   
531     4.50132893e-04   -8.53484509e-01  1.00000000e+00   1.00000000e+00   -8.11006313e-01  1.00000000e+00   1.00000000e+00   
532     4.50134585e-04   -8.67970215e-01  1.00000000e+00   1.00000000e+00   -8.26634233e-01  1.00000000e+00   1.00000000e+00   
533     4.50136277e-04   -8.81069594e-01  1.00000000e+00   1.00000000e+00   -8.41039263e-01  1.00000000e+00   1.00000000e+00   
534     4.50137970e-04   -8.92906480e-01  1.00000000e+00   1.00000000e+00   -8.54305646e-01  1.00000000e+00   1.00000000e+00   
535     4.50139662e-04   -9.03595378e-01  1.00000000e+00   1.00000000e+00   -8.66513763e-01  1.00000000e+00   1.00000000e+00   
536     4.50141354e-04   -9.13241811e-01  1.00000000e+00   1.00000000e+00   -8.77739948e-01  1.00000000e+00   1.00000000e+00   
537     4.50143046e-04   -9.21942739e-01  1.00000000e+00   1.00000000e+00   -8.88056394e-01  1.00000000e+00   1.00000000e+00   
538     4.50144738e-04   -9.29787021e-01  1.00000000e+00   1.00000000e+00   -8.97531130e-01  1.00000000e+00   1.00000000e+00   
539     4.50146431e-04   -9.36855911e-01  1.00000000e+00   1.00000000e+00   -9.06228056e-01  1.00000000e+00   1.00000000e+00   
540     4.50148123e-04   -9.43223559e-01  1.00000000e+00   1.00000000e+00   -9.14207027e-01  1.00000000e+00   1.00000000e+00   
541     4.50149815e-04   -9.48957507e-01  1.00000000e+00   1.00000000e+00   -9.21523962e-01  1.00000000e+00   1.00000000e+00   
542     4.50151507e-04   -9.54119189e-01  1.00000000e+00   1.00000000e+00   -9.28230988e-01  1.00000000e+00   1.00000000e+00   
543     4.50153200e-04   -9.58764399e-01  1.00000000e+00   1.00000000e+00   -9.34376598e-01  1.00000000e+00   1.00000000e+00   
544     4.50154892e-04   -9.62943749e-01  1.00000000e+00   1.00000000e+00   -9.40005824e-01  1.00000000e+00   1.00000000e+00   
545     4.50156584e-04   -9.66703097e-01  1.00000000e+00   1.00000000e+00   -9.45160413e-01  1.00000000e+00   1.00000000e+00   
546     4.50158276e-04   -9.70083957e-01  1.00000000e+00   1.00000000e+00   -9.49879015e-01  1.00000000e+00   1.00000000e+00   
547     4.50159969e-04   -9.73123873e-01  1.00000000e+00   1.00000000e+00   -9.54197361e-01  1.00000000e+00   1.00000000e+00   
548     4.50161661e-04   -9.75856774e-01  1.00000000e+00   1.00000000e+00   -9.58148445e-01  1.00000000e+00   1.00000000e+00   
549     4.50163353e-04   -9.78313302e-01  1.00000000e+00   1.00000000e+00   -9.61762702e-01  1.00000000e+00   1.00000000e+00   
550     4.50165045e-04   -9.80521111e-01  1.00000000e+00   1.00000000e+00   -9.65068179e-01  1.00000000e+00   1.00000000e+00   
551     4.50166738e-04   -9.82505144e-01  1.00000000e+00   1.00000000e+00   -9.68090699e-01  1.00000000e+00   1.00000000e+00   
552     4.50168430e-04   -9.84287892e-01  1.00000000e+00   1.00000000e+00   -9.70854020e-01  1.00000000e+00   1.00000000e+00   
553     4.50170122e-04   -9.85889619e-01  1.00000000e+00   1.00000000e+00   -9.73379980e-01  1.00000000e+00   1.00000000e+00   
554     4.50171814e-04   -9.87328582e-01  1.00000000e+00   1.00000000e+00   -9.75688646e-01  1.00000000e+00   1.00000000e+00   
555     4.50173506e-04   -9.88621220e-01  1.00000000e+00   1.00000000e+00   -9.77798439e-01  1.00000000e+00   1.00000000e+00   
556     4.50175199e-04   -9.89782332e-01  1.00000000e+00   1.00000000e+00   -9.79726265e-01  1.00000000e+00   1.00000000e+00   
557     4.50176891e-04   -9.90825233e-01  1.00000000e+00   1.00000000e+00   -9.81487631e-01  1.00000000e+00   1.00000000e+00   
558     4.50178583e-04   -9.91761907e-01  1.00000000e+00   1.00000000e+00   -9.83096754e-01  1.00000000e+00   1.00000000e+00   
559     4.50180275e-04   -9.92603130e-01  1.00000000e+00   1.00000000e+00   -9.84566662e-01  1.00000000e+00   1.00000000e+00   
560     4.50181968e-04   -9.93358596e-01  1.00000000e+00   1.00000000e+00   -9.85909291e-01  1.00000000e+00   1.00000000e+00   
561     4.50183660e-04   -9.94037019e-01  1.00000000e+00   1.00000000e+00   -9.87135570e-01  1.00000000e+00   1.00000000e+00   
562     4.50185352e-04   -9.94646233e-01  1.00000000e+00   1.00000000e+00   -9.88255507e-01  1.00000000e+00   1.00000000e+00   
563     4.50187044e-04   -9.95193281e-01  1.00000000e+00   1.00000000e+00   -9.89278261e-01  1.00000000e+00   1.00000000e+00   
564     4.50188737e-04   -9.95684491e-01  1.00000000e+00   1.00000000e+00   -9.90212212e-01  1.00000000e+00   1.00000000e+00   
565     4.50190429e-04   -9.96125553e-01  1.00000000e+00   1.00000000e+00   -9.91065027e-01  1.00000000e+00   1.00000000e+00   
566     4.50192121e-04   -9.96521575e-01  1.00000000e+00   1.00000000e+00   -9.91843718e-01  1.00000000e+00   1.00000000e+00   
567     4.50193813e-04   -9.96877150e-01  1.00000000e+00   1.00000000e+00   -9.92554697e-01  1.00000000e+00   1.00000000e+00   
568     4.50195506e-04   -9.97196402e-01  1.00000000e+00   1.00000000e+00   -9.93203827e-01  1.00000000e+00   1.00000000e+00   
569     4.50197198e-04   -9.97483038e-01  1.00000000e+00   1.00000000e+00   -9.93796467e-01  1.00000000e+00   1.00000000e+00   
570     4.50198890e-04   -9.97740384e-01  1.00000000e+00   1.00000000e+00   -9.94337516e-01  1.00000000e+00   1.00000000e+00   
571     4.50200582e-04   -9.97971432e-01  1.00000000e+00   1.00000000e+00   -9.94831449e-01  1.00000000e+00   1.00000000e+00   
572     4.50202274e-04   -9.98178865e-01  1.00000000e+00   1.00000000e+00   -9.95282358e-01  1.00000000e+00   1.00000000e+00   
573     4.50203967e-04   -9.98365096e-01  1.00000000e+00   1.00000000e+00   -9.95693980e-01  1.00000000e+00   1.00000000e+00   
574     4.50205659e-04   -9.98532290e-01  1.00000000e+00   1.00000000e+00   -9.96069730e-01  1.00000000e+00   1.00000000e+00   
575     4.50207351e-04   -9.98682391e-01  1.00000000e+00   1.00000000e+00   -9.96412726e-01  1.00000000e+00   1.00000000e+00   
576     4.50210736e-04   -9.98926898e-01  1.00000000e+00   1.00000000e+00   -9.96988665e-01  1.00000000e+00   1.00000000e+00   
577     4.50214120e-04   -9.99126042e-01  1.00000000e+00   1.00000000e+00   -9.97472204e-01  1.00000000e+00   1.00000000e+00   
578     4.50217505e-04   -9.99288235e-01  1.00000000e+00   1.00000000e+00   -9.97878147e-01  1.00000000e+00   1.00000000e+00   
579     4.50220889e-04   -9.99420332e-01  1.00000000e+00   1.00000000e+00   -9.98218933e-01  1.00000000e+00   1.00000000e+00   
580     4.50224274e-04   -9.99527915e-01  1.00000000e+00   1.00000000e+00   -9.98505009e-01  1.00000000e+00   1.00000000e+00   
581     4.50227658e-04   -9.99615534e-01  1.00000000e+00   1.00000000e+00   -9.98745152e-01  1.00000000e+00   1.00000000e+00   
582     4.50231042e-04   -9.99686892e-01  1.00000000e+00   1.00000000e+00   -9.98946732e-01  1.00000000e+00   1.00000000e+00   
583     4.50234427e-04   -9.99745006e-01  1.00000000e+00   1.00000000e+00   -9.99115939e-01  1.00000000e+00   1.00000000e+00   
584     4.50237811e-04   -9.99792335e-01  1.00000000e+00   1.00000000e+00   -9.99257968e-01  1.00000000e+00   1.00000000e+00   
585     4.50241196e-04   -9.99830879e-01  1.00000000e+00   1.00000000e+00   -9.99377184e-01  1.00000000e+00   1.00000000e+00   
586     4.50244580e-04   -9.99862270e-01  1.00000000e+00   1.00000000e+00   -9.99477249e-01  1.00000000e+00   1.00000000e+00   
587     4.50247965e-04   -9.99887834e-01  1.00000000e+00   1.00000000e+00   -9.99561239e-01  1.00000000e+00   1.00000000e+00   
588     4.50251349e-04   -9.99908653e-01  1.00000000e+00   1.00000000e+00   -9.99631736e-01  1.00000000e+00   1.00000000e+00   
589     4.50254734e-04   -9.99925608e-01  1.00000000e+00   1.00000000e+00   -9.99690907e-01  1.00000000e+00   1.00000000e+00   
590     4.50258118e-04   -9.99939417e-01  1.00000000e+00   1.00000000e+00   -9.99740571e-01  1.00000000e+00   1.00000000e+00   
591     4.50261503e-04   -9.99950662e-01  1.00000000e+00   1.00000000e+00   -9.99782256e-01  1.00000000e+00   1.00000000e+00   
592     4.50264887e-04   -9.99959820e-01  1.00000000e+00   1.00000000e+00   -9.99817244e-01  1.00000000e+00   1.00000000e+00   
593     4.50271656e-04   -9.99972400e-01  1.00000000e+00   1.00000000e+00   -9.99867845e-01  1.00000000e+00   1.00000000e+00   
594     4.50278425e-04   -9.99981042e-01  1.00000000e+00   1.00000000e+00   -9.99904436e-01  1.00000000e+00   1.00000000e+00   
595     4.50285194e-04   -9.99986978e-01  1.00000000e+00   1.00000000e+00   -9.99930896e-01  1.00000000e+00   1.00000000e+00   
596     4.50291963e-04   -9.99991055e-01  1.00000000e+00   1.00000000e+00   -9.99950030e-01  1.00000000e+00   1.00000000e+00   
597     4.50298732e-04   -9.99993856e-01  1.00000000e+00   1.00000000e+00   -9.99963866e-01  1.00000000e+00   1.00000000e+00   
598     4.50312270e-04   -9.99996786e-01  1.00000000e+00   1.00000000e+00   -9.99979537e-01  1.00000000e+00   1.00000000e+00   
599     4.50325808e-04   -9.99998319e-01  1.00000000e+00   1.00000000e+00   -9.99988411e-01  1.00000000e+00   1.00000000e+00   
600     4.50339346e-04   -9.99999121e-01  1.00000000e+00   1.00000000e+00   -9.99993437e-01  1.00000000e+00   1.00000000e+00   
601     4.50366421e-04   -9.99999689e-01  1.00000000e+00   1.00000000e+00   -9.99997408e-01  1.00000000e+00   1.00000000e+00   
602     4.50393497e-04   -9.99999890e-01  1.00000000e+00   1.00000000e+00   -9.99998976e-01  1.00000000e+00   1.00000000e+00   
603     4.50447649e-04   -9.99999976e-01  1.00000000e+00   1.00000000e+00   -9.99999748e-01  1.00000000e+00   1.00000000e+00   
604     4.50555952e-04   -9.99999997e-01  1.00000000e+00   1.00000000e+00   -9.99999965e-01  1.00000000e+00   1.00000000e+00   
605     4.50772558e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -9.99999997e-01  1.00000000e+00   1.00000000e+00   
606     4.51205770e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
607     4.52072195e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
608     4.53805044e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
609     4.57270742e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
610     4.64202139e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
611     4.78064932e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
612     4.98064932e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
613     5.00000000e-04   -1.00000000e+00  1.00000000e+00   1.00000000e+00   -1.00000000e+00  1.00000000e+00   1.00000000e+00   
End of Xyce(TM) Simulation
