Index       FREQ            VM(VOUT)          VP(VOUT)     
0    1.000000e+03	1.422300e+00	3.141593e+00
1    1.258900e+03	1.422300e+00	3.141593e+00
2    1.584800e+03	1.422300e+00	3.141593e+00
3    1.995200e+03	1.422300e+00	3.141593e+00
4    2.511800e+03	1.422300e+00	3.141593e+00
5    3.162200e+03	1.422300e+00	3.141593e+00
6    3.981000e+03	1.422300e+00	3.141593e+00
7    5.011800e+03	1.422300e+00	3.141593e+00
8    6.309500e+03	1.422300e+00	3.141593e+00
9    7.943200e+03	1.422300e+00	3.141591e+00
10   1.000000e+04	1.422300e+00	3.141591e+00
11   1.258900e+04	1.422300e+00	3.141591e+00
12   1.584800e+04	1.422300e+00	3.141591e+00
13   1.995200e+04	1.422300e+00	3.141591e+00
14   2.511800e+04	1.422300e+00	3.141589e+00
15   3.162200e+04	1.422300e+00	3.141589e+00
16   3.981000e+04	1.422300e+00	3.141587e+00
17   5.011800e+04	1.422300e+00	3.141587e+00
18   6.309500e+04	1.422300e+00	3.141586e+00
19   7.943200e+04	1.422300e+00	3.141584e+00
20   1.000000e+05	1.422300e+00	3.141580e+00
21   1.258900e+05	1.422300e+00	3.141577e+00
22   1.584800e+05	1.422300e+00	3.141573e+00
23   1.995200e+05	1.422300e+00	3.141568e+00
24   2.511800e+05	1.422300e+00	3.141563e+00
25   3.162200e+05	1.422300e+00	3.141554e+00
26   3.981000e+05	1.422300e+00	3.141544e+00
27   5.011800e+05	1.422300e+00	3.141532e+00
28   6.309500e+05	1.422300e+00	3.141516e+00
29   7.943200e+05	1.422300e+00	3.141497e+00
30   1.000000e+06	1.422300e+00	3.141472e+00
31   1.258900e+06	1.422300e+00	3.141441e+00
32   1.584800e+06	1.422300e+00	3.141401e+00
33   1.995200e+06	1.422300e+00	3.141352e+00
34   2.511800e+06	1.422300e+00	3.141289e+00
35   3.162200e+06	1.422300e+00	3.141210e+00
36   3.981000e+06	1.422300e+00	3.141111e+00
37   5.011800e+06	1.422300e+00	3.140987e+00
38   6.309500e+06	1.422300e+00	3.140830e+00
39   7.943200e+06	1.422300e+00	3.140633e+00
40   1.000000e+07	1.422300e+00	3.140385e+00
41   1.258900e+07	1.422300e+00	3.140072e+00
42   1.584800e+07	1.422300e+00	3.139678e+00
43   1.995200e+07	1.422300e+00	3.139182e+00
44   2.511800e+07	1.422300e+00	3.138558e+00
45   3.162200e+07	1.422300e+00	3.137772e+00
46   3.981000e+07	1.422300e+00	3.136783e+00
47   5.011800e+07	1.422300e+00	3.135538e+00
48   6.309500e+07	1.422300e+00	3.133969e+00
49   7.943200e+07	1.422200e+00	3.131997e+00
50   1.000000e+08	1.422200e+00	3.129511e+00
51   1.258900e+08	1.422100e+00	3.126384e+00
52   1.584800e+08	1.422000e+00	3.122446e+00
53   1.995200e+08	1.421900e+00	3.117491e+00
54   2.511800e+08	1.421700e+00	3.111254e+00
55   3.162200e+08	1.421300e+00	3.103405e+00
56   3.981000e+08	1.420700e+00	3.093532e+00
57   5.011800e+08	1.419800e+00	3.081114e+00
58   6.309500e+08	1.418300e+00	3.065505e+00
59   7.943200e+08	1.415900e+00	3.045908e+00
60   1.000000e+09	1.412200e+00	3.021341e+00
61   1.258900e+09	1.406500e+00	2.990615e+00
62   1.584800e+09	1.397400e+00	2.952331e+00
63   1.995200e+09	1.383500e+00	2.904907e+00
64   2.511800e+09	1.362200e+00	2.846683e+00
65   3.162200e+09	1.330400e+00	2.776143e+00
66   3.981000e+09	1.284300e+00	2.692333e+00
67   5.011800e+09	1.220100e+00	2.595427e+00
68   6.309500e+09	1.135600e+00	2.487332e+00
69   7.943200e+09	1.031500e+00	2.371941e+00
70   1.000000e+10	9.127000e-01	2.254672e+00
71   1.258900e+10	7.873000e-01	2.141238e+00
72   1.584800e+10	6.640000e-01	2.036248e+00
73   1.995200e+10	5.501000e-01	1.942366e+00
74   2.511800e+10	4.496000e-01	1.860266e+00
75   3.162200e+10	3.640000e-01	1.789121e+00
76   3.981000e+10	2.929000e-01	1.727209e+00
77   5.011800e+10	2.346000e-01	1.672385e+00
78   6.309500e+10	1.875000e-01	1.622357e+00
79   7.943200e+10	1.497000e-01	1.574818e+00
80   1.000000e+11	1.195000e-01	1.527476e+00
81   1.258900e+11	9.551000e-02	1.478036e+00
82   1.584800e+11	7.648000e-02	1.424196e+00
83   1.995200e+11	6.148000e-02	1.363654e+00
84   2.511800e+11	4.971000e-02	1.294226e+00
85   3.162200e+11	4.055000e-02	1.214089e+00
86   3.981000e+11	3.351000e-02	1.122222e+00
87   5.011800e+11	2.817000e-02	1.019002e+00
88   6.309500e+11	2.420000e-02	9.067317e-01
89   7.943200e+11	2.131000e-02	7.897283e-01
90   1.000000e+12	1.928000e-02	6.736063e-01
End of Xyce(TM) Simulation
