Index         TIME            V(TRIGGER)          V(OUT_3)           V(OUT_2)           V(OUT_1)           V(OUT_0)      V(XS1:XL1:TRIGINV)
23      1.2302699356e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8985507246e+00   
24      1.2504498927e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8985507246e+00   
25      1.2908098069e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8985507246e+00   
26      1.3200000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8985507246e+00   
27      1.3205000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8732814720e+00   
28      1.3210000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8423946723e+00   
29      1.3215000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.8105027792e+00   
30      1.3225000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.7448595015e+00   
31      1.3245000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.6159273279e+00   
32      1.3265000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.4908227830e+00   
33      1.3305000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   2.2505085287e+00   
34      1.3385000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   1.8012358343e+00   
35      1.3465000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   1.3791303637e+00   
36      1.3545000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   9.6447151214e-01   
37      1.3625000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   5.3419270228e-01   
38      1.3697000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   1.0431716239e-01   
39      1.3700955436e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   8.2917999491e-02   
40      1.3708866307e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   6.8871659672e-02   
41      1.3715670046e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.3453340248e-02   
42      1.3722473785e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2191155799e-02   
43      1.3729277524e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2538868731e-02   
44      1.3736081263e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2443079020e-02   
45      1.3749688742e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2475304638e-02   
46      1.3763296220e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2457335194e-02   
47      1.3790511176e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2468601181e-02   
48      1.3844941089e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2459575882e-02   
49      1.3953800915e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2467672890e-02   
50      1.4000000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2460466209e-02   
51      1.4021771965e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463498946e-02   
52      1.4065315895e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463756678e-02   
53      1.4152403756e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463778581e-02   
54      1.4326579477e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463758105e-02   
55      1.4674930919e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463777907e-02   
56      1.5371633803e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463758433e-02   
57      1.5538145500e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463777360e-02   
58      1.5538830950e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463774940e-02   
59      1.5540201850e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463772108e-02   
60      1.5541572750e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463770017e-02   
61      1.5544314550e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768439e-02   
62      1.5545000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768342e-02   
63      1.5545548360e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768292e-02   
64      1.5546096720e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768253e-02   
65      1.5547193440e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768192e-02   
66      1.5549386880e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768137e-02   
67      1.5553773760e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768115e-02   
68      1.5562547520e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
69      1.5580095039e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
70      1.5615190078e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
71      1.5685380157e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
72      1.5755570235e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
73      1.5825760313e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
74      1.5966140470e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
75      1.6011026921e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
76      1.6036444151e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
77      1.6039564318e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
78      1.6045804654e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
79      1.6052044989e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
80      1.6064525659e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
81      1.6075758263e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
82      1.6086990866e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
83      1.6109456073e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
84      1.6131921280e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
85      1.6176851693e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
86      1.6266712521e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
87      1.6446434175e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
88      1.6805877485e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
89      1.7524764103e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
90      1.7879779302e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.2115384615e-02   2.8846153846e+00   7.2463768116e-02   
91      1.7885449624e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   9.1640879880e-02   2.8846153846e+00   7.2463768116e-02   
92      1.7890552914e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   1.1315252875e-01   2.8846153846e+00   7.2463768116e-02   
93      1.7895656204e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   1.3548403046e-01   2.8846153846e+00   7.2463768116e-02   
94      1.7905862784e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   1.8208451234e-01   2.8846153846e+00   7.2463768116e-02   
95      1.7926275944e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.7516697688e-01   2.8846153846e+00   7.2463768116e-02   
96      1.7966140470e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   4.5375479426e-01   2.8846153846e+00   7.2463768116e-02   
97      1.7970223102e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   4.7184737419e-01   2.8846153846e+00   7.2463768116e-02   
98      1.7973848129e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   4.8790194492e-01   2.8846153846e+00   7.2463768116e-02   
99      1.7981098183e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   5.1999172141e-01   2.8846153846e+00   7.2463768116e-02   
100     1.7995598291e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   5.8409145980e-01   2.8846153846e+00   7.2463768116e-02   
101     1.8024598507e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   7.1238162305e-01   2.8846153846e+00   7.2463768116e-02   
102     1.8082598940e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   9.7296891975e-01   2.8846153846e+00   7.2463768116e-02   
103     1.8198599804e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   1.5449149335e+00   2.8846153846e+00   7.2463768116e-02   
104     1.8303000583e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.1943688740e+00   2.8846153846e+00   7.2463768116e-02   
105     1.8388166686e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8639708016e+00   2.8846153846e+00   7.2463768116e-02   
106     1.8393835471e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8784678969e+00   2.8846153846e+00   7.2463768116e-02   
107     1.8399504256e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8851206649e+00   2.8846153846e+00   7.2463768116e-02   
108     1.8405173042e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8845738541e+00   2.8846153846e+00   7.2463768116e-02   
109     1.8416510612e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846321814e+00   2.8846153846e+00   7.2463768116e-02   
110     1.8427848182e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846085912e+00   2.8846153846e+00   7.2463768116e-02   
111     1.8450523323e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846198012e+00   2.8846153846e+00   7.2463768116e-02   
112     1.8495873604e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846118147e+00   2.8846153846e+00   7.2463768116e-02   
113     1.8586574166e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846185951e+00   2.8846153846e+00   7.2463768116e-02   
114     1.8767975291e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846123399e+00   2.8846153846e+00   7.2463768116e-02   
115     1.9130777540e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846183497e+00   2.8846153846e+00   7.2463768116e-02   
116     1.9856382039e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846124586e+00   2.8846153846e+00   7.2463768116e-02   
117     2.0210247612e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846182322e+00   2.8846153846e+00   7.2463768116e-02   
118     2.0213183365e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846166666e+00   2.8717655392e+00   7.2463768116e-02   
119     2.0216119118e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846159618e+00   2.8541780674e+00   7.2463768116e-02   
120     2.0219054872e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846155241e+00   2.8353664680e+00   7.2463768116e-02   
121     2.0224926378e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153707e+00   2.7942842538e+00   7.2463768116e-02   
122     2.0236669391e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153904e+00   2.7107905438e+00   7.2463768116e-02   
123     2.0239605144e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153860e+00   2.6901590794e+00   7.2463768116e-02   
124     2.0241953747e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153853e+00   2.6737848539e+00   7.2463768116e-02   
125     2.0244067489e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153850e+00   2.6591115191e+00   7.2463768116e-02   
126     2.0246181232e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153848e+00   2.6444738085e+00   7.2463768116e-02   
127     2.0250408716e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.6154069783e+00   7.2463768116e-02   
128     2.0258863685e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.5580702941e+00   7.2463768116e-02   
129     2.0275773624e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.4463895547e+00   7.2463768116e-02   
130     2.0292683563e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.3384391780e+00   7.2463768116e-02   
131     2.0303000583e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.2742821554e+00   7.2463768116e-02   
132     2.0306382571e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.2535701464e+00   7.2463768116e-02   
133     2.0308908494e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.2381677364e+00   7.2463768116e-02   
134     2.0313960341e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.2075049940e+00   7.2463768116e-02   
135     2.0324064035e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.1470058140e+00   7.2463768116e-02   
136     2.0344271423e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   2.0290806728e+00   7.2463768116e-02   
137     2.0384686200e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   1.8039045496e+00   7.2463768116e-02   
138     2.0465515752e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   1.3844982700e+00   7.2463768116e-02   
139     2.0546345305e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   9.8547831131e-01   7.2463768116e-02   
140     2.0627174858e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   5.7492506910e-01   7.2463768116e-02   
141     2.0708004410e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   1.0256614670e-01   7.2463768116e-02   
142     2.0714263577e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   8.0564979618e-02   7.2463768116e-02   
143     2.0726781909e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   6.8355042086e-02   7.2463768116e-02   
144     2.0739300242e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.3788858425e-02   7.2463768116e-02   
145     2.0741877549e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2922983501e-02   7.2463768116e-02   
146     2.0744454856e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2359292139e-02   7.2463768116e-02   
147     2.0749609469e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2106890928e-02   7.2463768116e-02   
148     2.0759918697e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2118475743e-02   7.2463768116e-02   
149     2.0770227924e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2114259654e-02   7.2463768116e-02   
150     2.0790846378e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2116084151e-02   7.2463768116e-02   
151     2.0832083287e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2114831162e-02   7.2463768116e-02   
152     2.0914557105e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115877097e-02   7.2463768116e-02   
153     2.1079504741e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2114920029e-02   7.2463768116e-02   
154     2.1409400012e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115835855e-02   7.2463768116e-02   
155     2.2069190554e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2114939904e-02   7.2463768116e-02   
156     2.2543403644e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115820400e-02   7.2463768116e-02   
157     2.2543697810e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115772886e-02   7.2463768116e-02   
158     2.2544286142e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115696543e-02   7.2463768116e-02   
159     2.2545462807e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115573878e-02   7.2463768116e-02   
160     2.2546345305e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115515172e-02   7.2463768116e-02   
161     2.2546580638e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115503531e-02   7.2463768116e-02   
162     2.2547051304e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115484060e-02   7.2463768116e-02   
163     2.2547992635e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115451494e-02   7.2463768116e-02   
164     2.2549875299e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115413855e-02   7.2463768116e-02   
165     2.2553640625e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115388171e-02   7.2463768116e-02   
166     2.2561171278e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115383831e-02   7.2463768116e-02   
167     2.2576232585e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115385020e-02   7.2463768116e-02   
168     2.2577457949e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384856e-02   7.2463768116e-02   
169     2.2578352459e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384791e-02   7.2463768116e-02   
170     2.2579246970e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384743e-02   7.2463768116e-02   
171     2.2581035991e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384674e-02   7.2463768116e-02   
172     2.2584614034e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384624e-02   7.2463768116e-02   
173     2.2586403055e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384619e-02   7.2463768116e-02   
174     2.2587118663e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384618e-02   7.2463768116e-02   
175     2.2587834272e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384618e-02   7.2463768116e-02   
176     2.2589265489e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384617e-02   7.2463768116e-02   
177     2.2592127923e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384616e-02   7.2463768116e-02   
178     2.2597852791e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
179     2.2609302527e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
180     2.2620752262e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
181     2.2627174858e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
182     2.2629464805e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
183     2.2631485376e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
184     2.2635526519e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
185     2.2643608806e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
186     2.2659773378e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
187     2.2692102522e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
188     2.2756760811e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
