Index         TIME            V(TRIGGER)          V(OUT_3)           V(OUT_2)           V(OUT_1)           V(OUT_0)      V(XS1:XL1:TRIGINV)
189     2.2821419100e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
190     2.2886077389e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
191     2.2950735679e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
192     2.3015393968e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
193     2.3045094914e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
194     2.3053149722e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
195     2.3060399049e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
196     2.3067648376e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
197     2.3082147029e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
198     2.3096645683e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
199     2.3109014566e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
200     2.3121383449e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
201     2.3133752332e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
202     2.3146121215e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
203     2.3170858981e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
204     2.3195596747e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
205     2.3245072280e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
206     2.3344023344e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
207     2.3541925474e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
208     2.3937729733e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
209     2.4729338251e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
210     2.4881594425e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
211     2.4882042721e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
212     2.4882939314e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
213     2.4884732500e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
214     2.4886077389e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
215     2.4886436027e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
216     2.4887153301e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
217     2.4888587850e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
218     2.4891444546e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
219     2.4891731455e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
220     2.4892305275e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
221     2.4893452914e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
222     2.4895748192e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
223     2.4900338748e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
224     2.4909519859e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
225     2.4924450484e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
226     2.4925413716e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
227     2.4926376947e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
228     2.4928303410e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
229     2.4932156335e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
230     2.4934082798e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
231     2.4934853383e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
232     2.4935623968e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
233     2.4937165138e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
234     2.4940247478e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
235     2.4946412158e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
236     2.4950735679e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
237     2.4951968615e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
238     2.4953201551e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
239     2.4955667423e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
240     2.4960599167e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
241     2.4970462656e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
242     2.4990189634e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
243     2.5029643589e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
244     2.5108551499e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
245     2.5187459409e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
246     2.5266367319e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
247     2.5345275229e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
248     2.5378549808e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
249     2.5387040455e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
250     2.5395531102e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
251     2.5404021749e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
252     2.5412512396e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
253     2.5421003043e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
254     2.5429493690e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
255     2.5437984337e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
256     2.5446474984e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
257     2.5454965631e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
258     2.5463456278e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
259     2.5471946925e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
260     2.5488928219e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
261     2.5522890808e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
262     2.5590815984e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
263     2.5726666336e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
264     2.5998367041e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
265     2.6541768451e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
266     2.7219469943e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
267     2.7220371460e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
268     2.7222174494e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
269     2.7223977528e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
270     2.7227583595e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
271     2.7228485112e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
272     2.7229206326e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
273     2.7229927539e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
274     2.7231369966e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
275     2.7234254820e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
276     2.7240024529e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
277     2.7251563945e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
278     2.7266367319e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
279     2.7267871360e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
280     2.7269375402e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
281     2.7272383485e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
282     2.7278399651e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
283     2.7281407734e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
284     2.7282610968e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
285     2.7283814201e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
286     2.7286220667e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
287     2.7291033600e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
288     2.7300659467e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
289     2.7310285333e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
290     2.7329537065e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
291     2.7345275229e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
292     2.7349125575e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
293     2.7351883272e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
294     2.7357398665e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
295     2.7368429452e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
296     2.7390491025e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
297     2.7434614173e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
298     2.7522860467e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
299     2.7611106761e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
300     2.7699353055e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
301     2.7726036408e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
302     2.7729595676e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
303     2.7733154944e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
304     2.7736714212e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
305     2.7743832747e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
306     2.7750951283e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
307     2.7765188354e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
308     2.7793662497e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
309     2.7819083566e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
310     2.7844504636e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
311     2.7869925706e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
312     2.7895346776e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
313     2.7946188915e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
314     2.7997031055e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
315     2.8098715334e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
316     2.8200399613e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
317     2.8403768172e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
318     2.8607136730e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
319     2.9013873847e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
320     2.9420610964e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
321     2.9557222843e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
322     2.9558094270e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
323     2.9559837125e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
324     2.9561579980e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
325     2.9565065689e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
326     2.9565937116e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
327     2.9566634258e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
328     2.9568028542e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
329     2.9569422825e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
330     2.9572211393e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
331     2.9577788527e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
332     2.9588942797e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
333     2.9611106761e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
334     2.9613337615e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
335     2.9615568469e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
336     2.9620030176e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
337     2.9628953592e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
338     2.9646800423e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
339     2.9682494085e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
340     2.9753881409e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
341     2.9825268733e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
342     2.9896656057e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
343     3.0039430705e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
344     3.0076020432e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
345     3.0087671472e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
346     3.0098157408e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
347     3.0108643344e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
348     3.0129615216e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
349     3.0171558960e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
350     3.0255446448e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
351     3.0423221425e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
352     3.0758771378e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
353     3.1429871283e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
354     3.1895422174e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
355     3.1895545562e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
356     3.1895792339e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
357     3.1896285892e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
358     3.1896656057e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
359     3.1896754767e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
360     3.1896952188e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
361     3.1897347031e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
362     3.1898136716e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
363     3.1899716085e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
364     3.1902874825e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
365     3.1909192304e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
366     3.1921827261e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
367     3.1947097176e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
368     3.1997637007e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
369     3.2000000000e-07   3.0000000000e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
370     3.2004725987e-07   2.9929110195e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
371     3.2008979375e-07   2.9865309371e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
372     3.2017486152e-07   2.9737707723e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
373     3.2034499705e-07   2.9482504426e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
374     3.2068526811e-07   2.8972097832e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
375     3.2136581024e-07   2.7951284644e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
376     3.2272689449e-07   2.5909658269e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
377     3.2408797874e-07   2.3868031893e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
378     3.2418255434e-07   2.3726168484e+00   7.2115384615e-02   2.8846153846e+00   2.8846153846e+00   7.2115384615e-02   7.2463768116e-02   
