Index        TIME        {20.0 + V(30)}
661     8.08235427e-04   2.97855661e+01   
662     8.09532623e-04   3.11708144e+01   
663     8.10829820e-04   3.24834936e+01   
664     8.12127016e-04   3.37167373e+01   
665     8.13424212e-04   3.48601713e+01   
666     8.14721409e-04   3.59055197e+01   
667     8.16018605e-04   3.68452381e+01   
668     8.17315802e-04   3.76725939e+01   
669     8.18612998e-04   3.83809682e+01   
670     8.19910195e-04   3.89656287e+01   
671     8.21207391e-04   3.94225137e+01   
672     8.22504588e-04   3.97486475e+01   
673     8.23801784e-04   3.99422164e+01   
674     8.25098981e-04   3.99988784e+01   
675     8.26396177e-04   3.99200022e+01   
676     8.27693374e-04   3.97064974e+01   
677     8.28990570e-04   3.93604983e+01   
678     8.30287767e-04   3.88854193e+01   
679     8.31584963e-04   3.82802024e+01   
680     8.32882160e-04   3.75519602e+01   
681     8.34179356e-04   3.67064003e+01   
682     8.35476553e-04   3.57503585e+01   
683     8.36773749e-04   3.46918239e+01   
684     8.38070946e-04   3.35332337e+01   
685     8.39368142e-04   3.22860796e+01   
686     8.40665339e-04   3.09597743e+01   
687     8.41962535e-04   2.95645459e+01   
688     8.43259732e-04   2.81114266e+01   
689     8.44556928e-04   2.66059405e+01   
690     8.45854125e-04   2.50617430e+01   
691     8.47151321e-04   2.34901631e+01   
692     8.48448518e-04   2.19028782e+01   
693     8.49745714e-04   2.03118687e+01   
694     8.49985000e-04   2.00183777e+01   
695     8.50224287e-04   1.97251659e+01   
696     8.50463573e-04   1.94323044e+01   
697     8.50702859e-04   1.91398644e+01   
698     8.50942145e-04   1.88479171e+01   
699     8.51420717e-04   1.82657280e+01   
700     8.51899289e-04   1.76863113e+01   
701     8.52377861e-04   1.71102183e+01   
702     8.52856434e-04   1.65379963e+01   
703     8.53335006e-04   1.59701881e+01   
704     8.54292150e-04   1.48499384e+01   
705     8.55249295e-04   1.37536854e+01   
706     8.56206439e-04   1.26855270e+01   
707     8.57163584e-04   1.16494280e+01   
708     8.58120728e-04   1.06492010e+01   
709     8.59077872e-04   9.68856823e+00   
710     8.60035017e-04   8.77098819e+00   
711     8.60992161e-04   7.89975079e+00   
712     8.61949306e-04   7.07793186e+00   
713     8.62906450e-04   6.30837604e+00   
714     8.63863594e-04   5.59395502e+00   
715     8.64820739e-04   4.93697744e+00   
716     8.65777883e-04   4.33960318e+00   
717     8.66735028e-04   3.80371816e+00   
718     8.67692172e-04   3.33091966e+00   
719     8.68649316e-04   2.92305163e+00   
720     8.69606461e-04   2.58100816e+00   
721     8.70563605e-04   2.30562041e+00   
722     8.71520750e-04   2.09741124e+00   
723     8.72477894e-04   1.95658396e+00   
724     8.73435038e-04   1.88388107e+00   
725     8.74392183e-04   1.87868807e+00   
726     8.75349327e-04   1.94046463e+00   
727     8.76306472e-04   2.06836237e+00   
728     8.77263616e-04   2.26121831e+00   
729     8.78220760e-04   2.51859198e+00   
730     8.79177905e-04   2.83849766e+00   
731     8.80135049e-04   3.21912817e+00   
732     8.81092194e-04   3.65840335e+00   
733     8.82049338e-04   4.15396914e+00   
734     8.83006482e-04   4.70423186e+00   
735     8.83963627e-04   5.30611446e+00   
736     8.84920771e-04   5.95677190e+00   
737     8.85877916e-04   6.65314892e+00   
738     8.86835060e-04   7.39198467e+00   
739     8.87792204e-04   8.17073027e+00   
740     8.88749349e-04   8.98557575e+00   
741     8.89706493e-04   9.83296822e+00   
742     8.90663638e-04   1.07092273e+01   
743     8.91620782e-04   1.16105549e+01   
744     8.92577927e-04   1.25337374e+01   
745     8.93535071e-04   1.34746545e+01   
746     8.94492215e-04   1.44294374e+01   
747     8.95449360e-04   1.53941831e+01   
748     8.96406504e-04   1.63649677e+01   
749     8.97363649e-04   1.73382625e+01   
750     8.98320793e-04   1.83100748e+01   
751     8.99277937e-04   1.92766295e+01   
752     9.00235082e-04   2.02342100e+01   
753     9.01192226e-04   2.11791742e+01   
754     9.02149371e-04   2.21080471e+01   
755     9.03106515e-04   2.30173693e+01   
756     9.04063659e-04   2.39038406e+01   
757     9.05020804e-04   2.47643024e+01   
758     9.05977948e-04   2.55957537e+01   
759     9.06935093e-04   2.63951210e+01   
760     9.07892237e-04   2.71598079e+01   
761     9.08849381e-04   2.78873026e+01   
762     9.09806526e-04   2.85752988e+01   
763     9.10763670e-04   2.92217109e+01   
764     9.11720815e-04   2.98241572e+01   
765     9.12677959e-04   3.03811250e+01   
766     9.13635103e-04   3.08911050e+01   
767     9.14592248e-04   3.13528326e+01   
768     9.15549392e-04   3.17652991e+01   
769     9.16506537e-04   3.21270195e+01   
770     9.17463681e-04   3.24376573e+01   
771     9.18420825e-04   3.26968016e+01   
772     9.19377970e-04   3.29042967e+01   
773     9.20335114e-04   3.30602498e+01   
774     9.21292259e-04   3.31641717e+01   
775     9.22249403e-04   3.32168628e+01   
776     9.23206547e-04   3.32189837e+01   
777     9.24163692e-04   3.31714325e+01   
778     9.25120836e-04   3.30753480e+01   
779     9.26077981e-04   3.29312268e+01   
780     9.27035125e-04   3.27408458e+01   
781     9.27992270e-04   3.25057962e+01   
782     9.28949414e-04   3.22278648e+01   
783     9.29906558e-04   3.19090319e+01   
784     9.30863703e-04   3.15506658e+01   
785     9.31820847e-04   3.11552629e+01   
786     9.32777992e-04   3.07251130e+01   
787     9.33735136e-04   3.02626405e+01   
788     9.34692280e-04   2.97703980e+01   
789     9.35649425e-04   2.92504259e+01   
790     9.36606569e-04   2.87056212e+01   
791     9.37563714e-04   2.81386795e+01   
792     9.38520858e-04   2.75523591e+01   
793     9.39478002e-04   2.69494716e+01   
794     9.40435147e-04   2.63324707e+01   
795     9.41392291e-04   2.57043132e+01   
796     9.42349436e-04   2.50677834e+01   
797     9.43306580e-04   2.44256548e+01   
798     9.44263724e-04   2.37806782e+01   
799     9.45220869e-04   2.31354352e+01   
800     9.46178013e-04   2.24926191e+01   
801     9.47135158e-04   2.18547996e+01   
802     9.48092302e-04   2.12244679e+01   
803     9.49049446e-04   2.06040252e+01   
804     9.50006591e-04   1.99959014e+01   
805     9.50963735e-04   1.94022574e+01   
806     9.51920880e-04   1.88251911e+01   
807     9.52878024e-04   1.82666691e+01   
808     9.53835168e-04   1.77285143e+01   
809     9.54792313e-04   1.72127637e+01   
810     9.55749457e-04   1.67208572e+01   
811     9.56706602e-04   1.62542376e+01   
812     9.57663746e-04   1.58141815e+01   
813     9.58620890e-04   1.54017897e+01   
814     9.59578035e-04   1.50185255e+01   
815     9.60535179e-04   1.46650173e+01   
816     9.61492324e-04   1.43419580e+01   
817     9.62449468e-04   1.40498613e+01   
818     9.63406613e-04   1.37890549e+01   
819     9.64363757e-04   1.35603262e+01   
820     9.65320901e-04   1.33635021e+01   
821     9.66278046e-04   1.31985242e+01   
822     9.67235190e-04   1.30651634e+01   
823     9.68192335e-04   1.29630167e+01   
824     9.69149479e-04   1.28921762e+01   
825     9.70106623e-04   1.28517702e+01   
826     9.71063768e-04   1.28410732e+01   
827     9.72020912e-04   1.28592172e+01   
828     9.72978057e-04   1.29051913e+01   
829     9.73935201e-04   1.29784531e+01   
830     9.74892345e-04   1.30776061e+01   
831     9.75849490e-04   1.32014126e+01   
832     9.76806634e-04   1.33485336e+01   
833     9.77763779e-04   1.35175326e+01   
834     9.78720923e-04   1.37073585e+01   
835     9.79678067e-04   1.39163109e+01   
836     9.80635212e-04   1.41428388e+01   
837     9.81592356e-04   1.43853393e+01   
838     9.82549501e-04   1.46421645e+01   
839     9.83506645e-04   1.49119270e+01   
840     9.84463789e-04   1.51928575e+01   
841     9.85420934e-04   1.54833075e+01   
842     9.86378078e-04   1.57816281e+01   
843     9.87335223e-04   1.60861776e+01   
844     9.88292367e-04   1.63954258e+01   
845     9.89249511e-04   1.67077536e+01   
846     9.90206656e-04   1.70216206e+01   
847     9.91163800e-04   1.73355316e+01   
848     9.92120945e-04   1.76480452e+01   
849     9.93078089e-04   1.79576780e+01   
850     9.94035233e-04   1.82631390e+01   
851     9.94992378e-04   1.85631653e+01   
852     9.95949522e-04   1.88565748e+01   
853     9.96906667e-04   1.91422740e+01   
854     9.97525333e-04   1.93222226e+01   
855     9.98144000e-04   1.94982079e+01   
856     9.98762667e-04   1.96699827e+01   
857     9.99381333e-04   1.98373173e+01   
858     1.00000000e-03   2.00000000e+01   
End of Xyce(TM) Simulation
