Index   TIME           V(IN)           V(OUT)           
461     2.13072481e-09   -1.29023743e-18  4.90296601e+00   
462     2.13655887e-09   -4.61290289e-19  4.90584673e+00   
463     2.14239293e-09   -9.92849367e-19  4.90867181e+00   
464     2.14822698e-09   -4.60914930e-19  4.91144219e+00   
465     2.15406104e-09   -3.48000595e-19  4.91415885e+00   
466     2.15989510e-09   -2.42885709e-19  4.91682277e+00   
467     2.16740762e-09   -9.98793133e-19  4.92017717e+00   
468     2.17492014e-09   -6.24679046e-19  4.92344785e+00   
469     2.18242729e-09   -1.04751219e-17  4.92663457e+00   
470     2.19221179e-09   -1.75072174e-19  4.93066925e+00   
471     2.20199630e-09   -9.26883552e-20  4.93457312e+00   
472     2.20923365e-09   -8.88072948e-19  4.93737865e+00   
473     2.21466167e-09   2.23163592e-19   4.93943812e+00   
474     2.22008969e-09   1.37595579e-19   4.94146021e+00   
475     2.22822641e-09   1.79272263e-20   4.94442316e+00   
476     2.23636314e-09   2.36245564e-20   4.94730599e+00   
477     2.24449986e-09   -3.07613296e-20  4.95011082e+00   
478     2.25263659e-09   -7.41872218e-19  4.95283975e+00   
479     2.26077332e-09   -1.32257494e-18  4.95549483e+00   
480     2.27187986e-09   5.95017009e-20   4.95900395e+00   
481     2.28298640e-09   1.28823595e-21   4.96238428e+00   
482     2.30237828e-09   -7.24140156e-19  4.96799501e+00   
483     2.32177015e-09   -4.79374740e-21  4.97325206e+00   
484     2.34360161e-09   3.00228374e-19   4.97878134e+00   
485     2.35027491e-09   8.66944449e-21   4.98040354e+00   
486     2.35527989e-09   2.32980744e-19   4.98161725e+00   
487     2.35901501e-09   1.73699766e-22   4.98253656e+00   
488     2.36181634e-09   -9.69881019e-21  4.98324476e+00   
489     2.36461768e-09   2.25772497e-21   4.98397918e+00   
490     2.36741902e-09   -2.94586878e-21  4.98474944e+00   
491     2.37022036e-09   -5.86346187e-21  4.98556322e+00   
492     2.37419045e-09   -6.57633081e-21  4.98679705e+00   
493     2.37716802e-09   7.12245594e-21   4.98778164e+00   
494     2.38016503e-09   2.08142817e-20   4.98881586e+00   
495     2.38316204e-09   2.39262597e-20   4.98988362e+00   
496     2.38615905e-09   2.73277152e-20   4.99097448e+00   
497     2.38915606e-09   2.78991627e-20   4.99207826e+00   
498     2.39334075e-09   2.84690779e-20   4.99362223e+00   
499     2.39752544e-09   4.89214833e-20   4.99514977e+00   
500     2.40404963e-09   -3.74147503e-20  4.99744844e+00   
501     2.41116142e-09   -5.60838883e-20  4.99978312e+00   
502     2.41800243e-09   -4.28853043e-20  5.00263843e+00   
503     2.42484343e-09   -2.40169548e-18  5.00520440e+00   
504     2.43168444e-09   6.22395788e-19   5.00733229e+00   
505     2.43852545e-09   1.37144029e-20   5.00898816e+00   
506     2.44829901e-09   -9.56927594e-20  5.01048329e+00   
507     2.45432948e-09   1.19510743e-19   5.01088352e+00   
508     2.45716348e-09   -1.14258800e-19  5.01093141e+00   
509     2.45898374e-09   -1.59690576e-18  5.01091421e+00   
510     2.46080401e-09   -2.52275606e-20  5.01085923e+00   
511     2.46353440e-09   -4.92085470e-22  5.01070573e+00   
512     2.46715367e-09   -2.78872605e-21  5.01037053e+00   
513     2.47077294e-09   -3.63073389e-21  5.00988495e+00   
514     2.47434109e-09   -3.93030459e-21  5.00925892e+00   
515     2.47792462e-09   -6.13946850e-21  5.00848305e+00   
516     2.48276202e-09   -6.16467661e-20  5.00720220e+00   
517     2.48759942e-09   -5.11128172e-20  5.00565413e+00   
518     2.49243681e-09   -4.18360426e-20  5.00384037e+00   
519     2.49848614e-09   -9.99310169e-20  5.00120140e+00   
520     2.50719001e-09   8.02012188e-20   4.99771415e+00   
521     2.51589389e-09   -7.28367613e-18  4.99397446e+00   
522     2.52242180e-09   -9.68861866e-20  4.99074716e+00   
523     2.52934844e-09   -6.63848485e-21  4.98692234e+00   
524     2.53627508e-09   5.11981183e-21   4.98268289e+00   
525     2.54695817e-09   1.55487775e-20   4.97532695e+00   
526     2.55764125e-09   7.63106943e-21   4.96697522e+00   
527     2.57878229e-09   -3.28596572e-19  4.94750489e+00   
528     2.60152799e-09   -7.13146085e-19  4.92217770e+00   
529     2.62448403e-09   6.35651308e-20   4.89201235e+00   
530     2.64170105e-09   1.73443018e-20   4.86634432e+00   
531     2.65871788e-09   4.52802023e-21   4.83848501e+00   
532     2.67573470e-09   7.12068366e-21   4.80831265e+00   
533     2.70039781e-09   -1.36207191e-19  4.76115894e+00   
534     2.72433061e-09   -4.72073257e-19  4.71221600e+00   
535     2.74826341e-09   -4.70435507e-19  4.66087483e+00   
536     2.76053550e-09   1.25173486e-19   4.63374282e+00   
537     2.76973957e-09   7.13226412e-21   4.61309773e+00   
538     2.77894364e-09   2.59238207e-21   4.59222776e+00   
539     2.79309367e-09   9.76538356e-20   4.55973998e+00   
540     2.80724371e-09   1.54599025e-19   4.52677876e+00   
541     2.82834667e-09   -2.85678748e-21  4.47677812e+00   
542     2.84944963e-09   -2.16049996e-20  4.42573522e+00   
543     2.89165555e-09   -3.97351881e-20  4.32024194e+00   
544     2.93386147e-09   1.52962465e-18   4.20879885e+00   
545     2.97501604e-09   -7.93058623e-21  4.09145997e+00   
546     3.00588197e-09   9.02255346e-20   3.99424826e+00   
547     3.04014998e-09   2.88168056e-19   3.86923402e+00   
548     3.06585099e-09   -3.85713093e-22  3.75053400e+00   
549     3.08507217e-09   7.90370956e-20   3.62601187e+00   
550     3.09846396e-09   2.19675210e-20   3.49008862e+00   
551     3.10850781e-09   4.00204941e-21   3.32921258e+00   
552     3.11855166e-09   -2.67429417e-19  3.10859553e+00   
553     3.12608454e-09   -8.39056594e-20  2.92084158e+00   
554     3.13361743e-09   1.24202655e-17   2.72594862e+00   
555     3.14115031e-09   -1.46698785e-18  2.52885027e+00   
556     3.15210145e-09   -1.21087441e-18  2.24295249e+00   
557     3.16589437e-09   1.13351098e-19   1.88986705e+00   
558     3.17623906e-09   4.28121556e-18   1.63648724e+00   
559     3.18422322e-09   2.88589328e-18   1.45776657e+00   
560     3.19021134e-09   8.49066834e-19   1.34396311e+00   
561     3.19619946e-09   6.55293432e-19   1.25314737e+00   
562     3.20218758e-09   -3.26914873e-19  1.18172703e+00   
563     3.20817571e-09   2.78330745e-17   1.12400145e+00   
564     3.21416383e-09   4.20858119e-17   1.07584006e+00   
565     3.22015195e-09   3.50861326e-17   1.03462713e+00   
566     3.22798211e-09   -1.16315876e-18  9.88431123e-01   
567     3.23581228e-09   -5.04400131e-19  9.48940307e-01   
568     3.24612368e-09   3.00197014e-19   9.04613027e-01   
569     3.25643507e-09   2.09708629e-19   8.67202117e-01   
570     3.27012898e-09   -6.26096529e-19  8.25690981e-01   
571     3.28382289e-09   -7.32506712e-19  7.91664208e-01   
572     3.30189482e-09   5.20461450e-20   7.55425584e-01   
573     3.31996675e-09   4.23037061e-21   7.26950920e-01   
574     3.33803868e-09   1.47389744e-20   7.04398799e-01   
575     3.35514595e-09   -4.59916209e-19  6.87227439e-01   
576     3.37833371e-09   5.87044794e-20   6.68590533e-01   
577     3.40152147e-09   3.12952035e-20   6.54040068e-01   
578     3.42347222e-09   4.19216932e-20   6.43018489e-01   
579     3.45399273e-09   1.14706240e-20   6.30666828e-01   
580     3.48451324e-09   -2.48596580e-20  6.20861201e-01   
581     3.51503375e-09   -2.03363364e-20  6.12800169e-01   
582     3.54555426e-09   -1.92127844e-20  6.05955784e-01   
583     3.57607477e-09   -2.28249918e-20  5.99988846e-01   
584     3.60659528e-09   -1.70589446e-20  5.94682522e-01   
585     3.63521785e-09   -9.98198789e-21  5.90183760e-01   
586     3.66445023e-09   -8.92454138e-21  5.85979284e-01   
587     3.69297413e-09   -7.66261295e-21  5.82203177e-01   
588     3.72234300e-09   -7.27305052e-21  5.78609709e-01   
589     3.75141071e-09   -6.33355923e-21  5.75316378e-01   
590     3.78121061e-09   -2.43340685e-21  5.72185169e-01   
591     3.81089638e-09   -4.98201221e-22  5.69290758e-01   
592     3.84122913e-09   -9.05922384e-22  5.66544978e-01   
593     3.87162487e-09   7.99210431e-22   5.63990629e-01   
594     3.90266254e-09   3.11676526e-21   5.61569425e-01   
595     3.93394661e-09   4.00663132e-21   5.59305210e-01   
596     3.96592571e-09   5.97869838e-21   5.57159030e-01   
597     3.99834142e-09   7.95236327e-21   5.55143622e-01   
598     4.03155531e-09   -6.91869689e-22  5.53232483e-01   
599     4.06541296e-09   -8.89461768e-22  5.51431909e-01   
600     4.10022316e-09   -9.04352954e-22  5.49723509e-01   
601     4.13592428e-09   9.55560053e-23   5.48109552e-01   
602     4.17279633e-09   -4.74528141e-22  5.46577295e-01   
603     4.21085575e-09   -9.24031321e-22  5.45127019e-01   
604     4.26356020e-09   -9.47096441e-21  5.43315155e-01   
605     4.31626465e-09   -8.59691868e-21  5.41710075e-01   
606     4.36896910e-09   -8.24485879e-21  5.40288171e-01   
607     4.42167355e-09   -7.28802482e-21  5.39028280e-01   
608     4.47437800e-09   -7.45636228e-21  5.37911673e-01   
609     4.54425157e-09   -4.11935197e-18  5.36621017e-01   
610     4.61412513e-09   -3.76237683e-18  5.35520234e-01   
611     4.68399870e-09   -4.10277073e-18  5.34581705e-01   
612     4.77504555e-09   -2.81386390e-19  5.33559005e-01   
613     4.86609240e-09   -1.42241033e-19  5.32727663e-01   
614     4.96609240e-09   -1.77614356e-19  5.31991808e-01   
615     5.06609240e-09   -9.46366413e-20  5.31406382e-01   
616     5.16609240e-09   -6.88001590e-20  5.30940933e-01   
617     5.26609240e-09   -5.58281126e-20  5.30570963e-01   
618     5.36609240e-09   -4.95260063e-20  5.30276911e-01   
619     5.46609240e-09   -4.51731175e-20  5.30043200e-01   
620     5.56609240e-09   -3.98369017e-20  5.29857447e-01   
621     5.66609240e-09   -3.10858975e-20  5.29709807e-01   
622     5.76609240e-09   -2.19416043e-20  5.29592457e-01   
623     5.86609240e-09   -1.37552454e-20  5.29499180e-01   
624     5.96609240e-09   -7.10676908e-21  5.29425037e-01   
625     6.00000000e-09   -2.84138025e-21  5.29403850e-01   
626     6.00050000e-09   2.50000000e-02   5.29899580e-01   
627     6.00051896e-09   2.59480699e-02   5.29918383e-01   
628     6.00053792e-09   2.68961398e-02   5.29937189e-01   
629     6.00055688e-09   2.78442097e-02   5.29955999e-01   
630     6.00057585e-09   2.87922796e-02   5.29974811e-01   
631     6.00061377e-09   3.06884194e-02   5.30012653e-01   
632     6.00067922e-09   3.39609707e-02   5.30099007e-01   
633     6.00072831e-09   3.64153841e-02   5.30163776e-01   
634     6.00077740e-09   3.88697976e-02   5.30228547e-01   
635     6.00083992e-09   4.19961129e-02   5.30311048e-01   
636     6.00092768e-09   4.63839585e-02   5.30426836e-01   
637     6.00110319e-09   5.51596496e-02   5.30658387e-01   
638     6.00145422e-09   7.27110317e-02   5.31121296e-01   
639     6.00215628e-09   1.07813796e-01   5.32045684e-01   
640     6.00319465e-09   1.59732260e-01   5.33407199e-01   
641     6.00423301e-09   2.11650723e-01   5.34759206e-01   
642     6.00535287e-09   2.67643671e-01   5.36203044e-01   
643     6.00690667e-09   3.45333712e-01   5.38175001e-01   
644     6.00846048e-09   4.23023753e-01   5.40104426e-01   
645     6.00995838e-09   4.97918767e-01   5.41918319e-01   
646     6.01206534e-09   6.03267054e-01   5.44382947e-01   
647     6.01417231e-09   7.08615341e-01   5.46737486e-01   
648     6.01556810e-09   7.78404873e-01   5.48231059e-01   
649     6.01656593e-09   8.28296551e-01   5.49261770e-01   
650     6.01756376e-09   8.78188229e-01   5.50255217e-01   
651     6.01831214e-09   9.15606987e-01   5.50972780e-01   
652     6.01887342e-09   9.43671056e-01   5.51494156e-01   
653     6.01943470e-09   9.71735125e-01   5.52000575e-01   
654     6.02018059e-09   1.00902949e+00   5.52650611e-01   
655     6.02095834e-09   1.04791706e+00   5.53301423e-01   
656     6.02173609e-09   1.08680463e+00   5.53925986e-01   
657     6.02251384e-09   1.12569220e+00   5.54525771e-01   
658     6.02356941e-09   1.17847036e+00   5.55303170e-01   
659     6.02490524e-09   1.24526202e+00   5.56231350e-01   
660     6.02716290e-09   1.35814515e+00   5.57676297e-01   
661     6.03061893e-09   1.53094644e+00   5.59631576e-01   
662     6.03501429e-09   1.75071447e+00   5.61747096e-01   
663     6.03769716e-09   1.88485797e+00   5.62877749e-01   
664     6.03896744e-09   1.94837198e+00   5.63443220e-01   
665     6.03985704e-09   1.99285184e+00   5.63952725e-01   
666     6.04053159e-09   2.02657945e+00   5.64484709e-01   
667     6.04120614e-09   2.06030706e+00   5.65203371e-01   
668     6.04188069e-09   2.09403467e+00   5.66127734e-01   
669     6.04271205e-09   2.13560234e+00   5.67512063e-01   
670     6.04333556e-09   2.16677810e+00   5.68681134e-01   
671     6.04395861e-09   2.19793031e+00   5.69923338e-01   
672     6.04476029e-09   2.23801473e+00   5.71588277e-01   
673     6.04556198e-09   2.27809916e+00   5.73292274e-01   
674     6.04667691e-09   2.33384564e+00   5.75678316e-01   
675     6.04779184e-09   2.38959212e+00   5.78046562e-01   
676     6.04960821e-09   2.48041058e+00   5.81796359e-01   
677     6.05230527e-09   2.61526342e+00   5.86991656e-01   
678     6.05573884e-09   2.78694183e+00   5.92755265e-01   
679     6.05917240e-09   2.95862024e+00   5.97353455e-01   
680     6.06260597e-09   3.13029864e+00   6.00574453e-01   
681     6.06603954e-09   3.30197705e+00   6.02244914e-01   
682     6.06947311e-09   3.47365545e+00   6.02237923e-01   
683     6.07300289e-09   3.65014455e+00   6.00400838e-01   
684     6.07478867e-09   3.73943360e+00   5.98754389e-01   
685     6.07657445e-09   3.82872266e+00   5.96626588e-01   
686     6.07775775e-09   3.88788754e+00   5.94951430e-01   
687     6.07894105e-09   3.94705241e+00   5.93063570e-01   
688     6.07982852e-09   3.99142607e+00   5.91505841e-01   
689     6.08071599e-09   4.03579972e+00   5.89824124e-01   
690     6.08160862e-09   4.08043117e+00   5.88008344e-01   
691     6.08250125e-09   4.12506261e+00   5.86072771e-01   
692     6.08326374e-09   4.16318714e+00   5.84328054e-01   
693     6.08402623e-09   4.20131166e+00   5.82501600e-01   
694     6.08478872e-09   4.23943619e+00   5.80595304e-01   
695     6.08555121e-09   4.27756071e+00   5.78610863e-01   
696     6.08693212e-09   4.34660592e+00   5.74823859e-01   
697     6.08831302e-09   4.41565113e+00   5.70794569e-01   
698     6.09062507e-09   4.53125360e+00   5.63532567e-01   
699     6.09293712e-09   4.64685608e+00   5.55658654e-01   
700     6.09590742e-09   4.79537116e+00   5.44722830e-01   
701     6.09887772e-09   4.94388623e+00   5.32960294e-01   
702     6.10000000e-09   5.00000000e+00   5.28319538e-01   
703     6.10297030e-09   5.00000000e+00   5.08007200e-01   
704     6.10313382e-09   5.00000000e+00   5.06912898e-01   
705     6.10316725e-09   5.00000000e+00   5.06689553e-01   
706     6.10320067e-09   5.00000000e+00   5.06466400e-01   
707     6.10323410e-09   5.00000000e+00   5.06243402e-01   
708     6.10326753e-09   5.00000000e+00   5.06020585e-01   
709     6.10332032e-09   5.00000000e+00   5.05669077e-01   
710     6.10339042e-09   5.00000000e+00   5.05203059e-01   
711     6.10353062e-09   5.00000000e+00   5.04273554e-01   
712     6.10381101e-09   5.00000000e+00   5.02424673e-01   
713     6.10437181e-09   5.00000000e+00   4.98767462e-01   
714     6.10549340e-09   5.00000000e+00   4.91615187e-01   
715     6.10619590e-09   5.00000000e+00   4.87245231e-01   
716     6.10659389e-09   5.00000000e+00   4.84806988e-01   
717     6.10682341e-09   5.00000000e+00   4.83413182e-01   
718     6.10714985e-09   5.00000000e+00   4.81446230e-01   
719     6.10747629e-09   5.00000000e+00   4.79497414e-01   
720     6.10780273e-09   5.00000000e+00   4.77566693e-01   
721     6.10843672e-09   5.00000000e+00   4.73868491e-01   
722     6.10970470e-09   5.00000000e+00   4.66674686e-01   
723     6.11160667e-09   5.00000000e+00   4.56383506e-01   
724     6.11261751e-09   5.00000000e+00   4.52455295e-01   
725     6.11328881e-09   5.00000000e+00   4.49993716e-01   
726     6.11379229e-09   5.00000000e+00   4.48163086e-01   
727     6.11429576e-09   5.00000000e+00   4.46345630e-01   
728     6.11479924e-09   5.00000000e+00   4.44541531e-01   
729     6.11580620e-09   5.00000000e+00   4.40974478e-01   
730     6.11782010e-09   5.00000000e+00   4.34010307e-01   
731     6.12184792e-09   5.00000000e+00   4.20787331e-01   
732     6.12587574e-09   5.00000000e+00   4.08517488e-01   
733     6.12990356e-09   5.00000000e+00   3.97202803e-01   
734     6.13152605e-09   5.00000000e+00   3.92913195e-01   
735     6.13314854e-09   5.00000000e+00   3.88775326e-01   
736     6.13477104e-09   5.00000000e+00   3.84786931e-01   
737     6.13801602e-09   5.00000000e+00   3.77244697e-01   
738     6.14244492e-09   5.00000000e+00   3.67848614e-01   
739     6.14840349e-09   5.00000000e+00   3.56733438e-01   
740     6.15436205e-09   5.00000000e+00   3.47237496e-01   
741     6.16278960e-09   5.00000000e+00   3.36232125e-01   
742     6.17121715e-09   5.00000000e+00   3.27738198e-01   
743     6.17671864e-09   5.00000000e+00   3.23415218e-01   
744     6.18066522e-09   5.00000000e+00   3.20857779e-01   
745     6.18461179e-09   5.00000000e+00   3.18723222e-01   
746     6.18855837e-09   5.00000000e+00   3.16981125e-01   
747     6.19250494e-09   5.00000000e+00   3.15592926e-01   
748     6.19645152e-09   5.00000000e+00   3.14516008e-01   
749     6.20039809e-09   5.00000000e+00   3.13707369e-01   
750     6.20434467e-09   5.00000000e+00   3.13125439e-01   
751     6.20980094e-09   5.00000000e+00   3.12616134e-01   
752     6.21525722e-09   5.00000000e+00   3.12364086e-01   
753     6.22071349e-09   5.00000000e+00   3.12269144e-01   
754     6.22616976e-09   5.00000000e+00   3.12224368e-01   
755     6.23162604e-09   5.00000000e+00   3.12109487e-01   
756     6.23708231e-09   5.00000000e+00   3.11781595e-01   
757     6.24117452e-09   5.00000000e+00   3.11285526e-01   
758     6.24548237e-09   5.00000000e+00   3.10421677e-01   
759     6.24979023e-09   5.00000000e+00   3.09073262e-01   
760     6.25409809e-09   5.00000000e+00   3.07071811e-01   
761     6.25840595e-09   5.00000000e+00   3.04214513e-01   
762     6.26271380e-09   5.00000000e+00   3.00277715e-01   
763     6.26702166e-09   5.00000000e+00   2.95065140e-01   
764     6.27132952e-09   5.00000000e+00   2.88509215e-01   
765     6.27563738e-09   5.00000000e+00   2.80799026e-01   
766     6.27886827e-09   5.00000000e+00   2.74538178e-01   
767     6.28129144e-09   5.00000000e+00   2.69764121e-01   
768     6.28385200e-09   5.00000000e+00   2.64803346e-01   
769     6.28641256e-09   5.00000000e+00   2.60061793e-01   
770     6.28897312e-09   5.00000000e+00   2.55655709e-01   
771     6.29153368e-09   5.00000000e+00   2.51680572e-01   
772     6.29230325e-09   5.00000000e+00   2.50582941e-01   
773     6.29264626e-09   5.00000000e+00   2.50109120e-01   
774     6.29267096e-09   5.00000000e+00   2.50075178e-01   
775     6.29269565e-09   5.00000000e+00   2.50040364e-01   
776     6.29271417e-09   5.00000000e+00   2.50014280e-01   
777     6.29273269e-09   5.00000000e+00   2.49988217e-01   
778     6.29275122e-09   5.00000000e+00   2.49962177e-01   
779     6.29276974e-09   5.00000000e+00   2.49936158e-01   
780     6.29278826e-09   5.00000000e+00   2.49910161e-01   
781     6.29282530e-09   5.00000000e+00   2.49858233e-01   
782     6.29289938e-09   5.00000000e+00   2.49754642e-01   
783     6.29304755e-09   5.00000000e+00   2.49548530e-01   
784     6.29334389e-09   5.00000000e+00   2.49140663e-01   
785     6.29393656e-09   5.00000000e+00   2.48342969e-01   
786     6.29512190e-09   5.00000000e+00   2.46824341e-01   
787     6.29679857e-09   5.00000000e+00   2.44866503e-01   
788     6.29902655e-09   5.00000000e+00   2.42647612e-01   
789     6.30125453e-09   5.00000000e+00   2.40912696e-01   
790     6.30373232e-09   5.00000000e+00   2.39613220e-01   
791     6.30708258e-09   5.00000000e+00   2.39036832e-01   
792     6.31043284e-09   5.00000000e+00   2.40014969e-01   
793     6.31374544e-09   5.00000000e+00   2.42797382e-01   
794     6.31703237e-09   5.00000000e+00   2.47763022e-01   
795     6.32025769e-09   5.00000000e+00   2.55410465e-01   
796     6.32348302e-09   5.00000000e+00   2.66841841e-01   
797     6.32590201e-09   5.00000000e+00   2.78868507e-01   
798     6.32835588e-09   5.00000000e+00   2.95211807e-01   
799     6.33080974e-09   5.00000000e+00   3.16876580e-01   
800     6.33326361e-09   5.00000000e+00   3.44635409e-01   
801     6.33571748e-09   5.00000000e+00   3.78378730e-01   
802     6.33807615e-09   5.00000000e+00   4.15692188e-01   
803     6.34103763e-09   5.00000000e+00   4.68056345e-01   
804     6.34399910e-09   5.00000000e+00   5.25445794e-01   
805     6.34776247e-09   5.00000000e+00   6.04412408e-01   
806     6.35152584e-09   5.00000000e+00   6.89249744e-01   
807     6.35528922e-09   5.00000000e+00   7.79249182e-01   
808     6.35905259e-09   5.00000000e+00   8.73830586e-01   
809     6.36266117e-09   5.00000000e+00   9.68355361e-01   
810     6.36640697e-09   5.00000000e+00   1.06996659e+00   
811     6.37012978e-09   5.00000000e+00   1.17403963e+00   
812     6.37395599e-09   5.00000000e+00   1.28377124e+00   
813     6.37768400e-09   5.00000000e+00   1.39314801e+00   
814     6.38048001e-09   5.00000000e+00   1.47699514e+00   
815     6.38302616e-09   5.00000000e+00   1.55537024e+00   
816     6.38493577e-09   5.00000000e+00   1.61630576e+00   
817     6.38636798e-09   5.00000000e+00   1.66394440e+00   
818     6.38771670e-09   5.00000000e+00   1.71089282e+00   
819     6.38906541e-09   5.00000000e+00   1.76016298e+00   
820     6.39039186e-09   5.00000000e+00   1.81070090e+00   
821     6.39138670e-09   5.00000000e+00   1.84960867e+00   
822     6.39238154e-09   5.00000000e+00   1.88906955e+00   
823     6.39337638e-09   5.00000000e+00   1.92886985e+00   
824     6.39465807e-09   5.00000000e+00   1.98043109e+00   
825     6.39627290e-09   5.00000000e+00   2.04563747e+00   
826     6.39828282e-09   5.00000000e+00   2.12700344e+00   
827     6.40029274e-09   5.00000000e+00   2.20851968e+00   
828     6.40230266e-09   5.00000000e+00   2.29015452e+00   
829     6.40431257e-09   5.00000000e+00   2.37187968e+00   
830     6.40632249e-09   5.00000000e+00   2.45365290e+00   
831     6.40833241e-09   5.00000000e+00   2.53541117e+00   
832     6.41034233e-09   5.00000000e+00   2.61706550e+00   
833     6.41235225e-09   5.00000000e+00   2.69849364e+00   
834     6.41498903e-09   5.00000000e+00   2.80468707e+00   
835     6.41762582e-09   5.00000000e+00   2.90964312e+00   
836     6.42026260e-09   5.00000000e+00   3.01250884e+00   
837     6.42365923e-09   5.00000000e+00   3.13976117e+00   
838     6.42705586e-09   5.00000000e+00   3.25715759e+00   
839     6.43051032e-09   5.00000000e+00   3.36136242e+00   
840     6.43390092e-09   5.00000000e+00   3.44580953e+00   
841     6.43729153e-09   5.00000000e+00   3.51370215e+00   
842     6.44068213e-09   5.00000000e+00   3.56858197e+00   
843     6.44407273e-09   5.00000000e+00   3.61402975e+00   
844     6.44746333e-09   5.00000000e+00   3.65274146e+00   
845     6.45238937e-09   5.00000000e+00   3.70061717e+00   
846     6.45931212e-09   5.00000000e+00   3.75678142e+00   
847     6.46623487e-09   5.00000000e+00   3.80451772e+00   
848     6.47315762e-09   5.00000000e+00   3.84659885e+00   
849     6.48008037e-09   5.00000000e+00   3.88460495e+00   
850     6.48925104e-09   5.00000000e+00   3.93029646e+00   
851     6.49842171e-09   5.00000000e+00   3.97195049e+00   
852     6.50819580e-09   5.00000000e+00   4.01290129e+00   
853     6.51750691e-09   5.00000000e+00   4.04924679e+00   
854     6.52736132e-09   5.00000000e+00   4.08536273e+00   
855     6.53668692e-09   5.00000000e+00   4.11764016e+00   
856     6.54552324e-09   5.00000000e+00   4.14673485e+00   
857     6.55215048e-09   5.00000000e+00   4.16770085e+00   
858     6.56051308e-09   5.00000000e+00   4.19320207e+00   
859     6.56887568e-09   5.00000000e+00   4.21772112e+00   
860     6.57645105e-09   5.00000000e+00   4.23914744e+00   
861     6.58402642e-09   5.00000000e+00   4.25987757e+00   
862     6.59160178e-09   5.00000000e+00   4.27995301e+00   
863     6.60138484e-09   5.00000000e+00   4.30496902e+00   
864     6.61380473e-09   5.00000000e+00   4.33534782e+00   
865     6.62622463e-09   5.00000000e+00   4.36429119e+00   
866     6.63889094e-09   5.00000000e+00   4.39243363e+00   
867     6.65155724e-09   5.00000000e+00   4.41927737e+00   
868     6.66422355e-09   5.00000000e+00   4.44490141e+00   
869     6.67688985e-09   5.00000000e+00   4.46937549e+00   
870     6.68955616e-09   5.00000000e+00   4.49276199e+00   
871     6.69654117e-09   5.00000000e+00   4.50521266e+00   
872     6.70177993e-09   5.00000000e+00   4.51434973e+00   
873     6.70701868e-09   5.00000000e+00   4.52331886e+00   
874     6.71749620e-09   5.00000000e+00   4.54076863e+00   
875     6.72797372e-09   5.00000000e+00   4.55758714e+00   
876     6.74385545e-09   5.00000000e+00   4.58193498e+00   
877     6.75973718e-09   5.00000000e+00   4.60496819e+00   
878     6.77859156e-09   5.00000000e+00   4.63070924e+00   
879     6.79744593e-09   5.00000000e+00   4.65481244e+00   
880     6.81630030e-09   5.00000000e+00   4.67738095e+00   
881     6.82968295e-09   5.00000000e+00   4.69251655e+00   
882     6.83942339e-09   5.00000000e+00   4.70309348e+00   
883     6.84672872e-09   5.00000000e+00   4.71079204e+00   
884     6.85423828e-09   5.00000000e+00   4.71850323e+00   
885     6.86150484e-09   5.00000000e+00   4.72577409e+00   
886     6.86877139e-09   5.00000000e+00   4.73286187e+00   
887     6.87603794e-09   5.00000000e+00   4.73977094e+00   
888     6.88694558e-09   5.00000000e+00   4.74981728e+00   
889     6.90000000e-09   5.00000000e+00   4.76134583e+00   
890     6.90050000e-09   4.97500000e+00   4.76159092e+00   
891     6.90051883e-09   4.97405830e+00   4.76160014e+00   
892     6.90053767e-09   4.97311660e+00   4.76160936e+00   
893     6.90055650e-09   4.97217490e+00   4.76161858e+00   
894     6.90057534e-09   4.97123320e+00   4.76162780e+00   
895     6.90061300e-09   4.96934979e+00   4.76164623e+00   
896     6.90068834e-09   4.96558299e+00   4.76168309e+00   
897     6.90081447e-09   4.95927636e+00   4.76174476e+00   
898     6.90106674e-09   4.94666311e+00   4.76186798e+00   
899     6.90157127e-09   4.92143661e+00   4.76211402e+00   
900     6.90243959e-09   4.87802035e+00   4.76253649e+00   
901     6.90330792e-09   4.83460408e+00   4.76295817e+00   
902     6.90423261e-09   4.78836973e+00   4.76340679e+00   
903     6.90492612e-09   4.75369398e+00   4.76374338e+00   
904     6.90561964e-09   4.71901822e+00   4.76408037e+00   
905     6.90631315e-09   4.68434246e+00   4.76441790e+00   
906     6.90673671e-09   4.66316447e+00   4.76462436e+00   
907     6.90696558e-09   4.65172093e+00   4.76473603e+00   
908     6.90709299e-09   4.64535073e+00   4.76479823e+00   
909     6.90716344e-09   4.64182803e+00   4.76483264e+00   
910     6.90720258e-09   4.63987114e+00   4.76485176e+00   
911     6.90722436e-09   4.63878182e+00   4.76486240e+00   
912     6.90723651e-09   4.63817439e+00   4.76486838e+00   
913     6.90724440e-09   4.63777988e+00   4.76487226e+00   
914     6.90725229e-09   4.63738537e+00   4.76487614e+00   
915     6.90726018e-09   4.63699087e+00   4.76488002e+00   
916     6.90727124e-09   4.63643788e+00   4.76488546e+00   
917     6.90729336e-09   4.63533190e+00   4.76489634e+00   
918     6.90733760e-09   4.63311995e+00   4.76491809e+00   
919     6.90742608e-09   4.62869605e+00   4.76496157e+00   
920     6.90760304e-09   4.61984824e+00   4.76504845e+00   
921     6.90795695e-09   4.60215263e+00   4.76522186e+00   
922     6.90866477e-09   4.56676140e+00   4.76556755e+00   
