Index       V(G)              V(D)             I(V_D)            I(V_G)            I(V_S)      
58       4.20000000e-01   -1.00000000e+00   -1.00000844e-15    0.00000000e+00    1.00000844e-15
59       4.10000000e-01   -1.00000000e+00   -1.00001193e-15    0.00000000e+00    1.00001193e-15
60       4.00000000e-01   -1.00000000e+00   -1.00001686e-15    0.00000000e+00    1.00001686e-15
61       3.90000000e-01   -1.00000000e+00   -1.00002383e-15    0.00000000e+00    1.00002383e-15
62       3.80000000e-01   -1.00000000e+00   -1.00003367e-15    0.00000000e+00    1.00003367e-15
63       3.70000000e-01   -1.00000000e+00   -1.00004759e-15    0.00000000e+00    1.00004759e-15
64       3.60000000e-01   -1.00000000e+00   -1.00006725e-15    0.00000000e+00    1.00006725e-15
65       3.50000000e-01   -1.00000000e+00   -1.00009505e-15    0.00000000e+00    1.00009505e-15
66       3.40000000e-01   -1.00000000e+00   -1.00013433e-15    0.00000000e+00    1.00013433e-15
67       3.30000000e-01   -1.00000000e+00   -1.00018986e-15    0.00000000e+00    1.00018986e-15
68       3.20000000e-01   -1.00000000e+00   -1.00026833e-15    0.00000000e+00    1.00026833e-15
69       3.10000000e-01   -1.00000000e+00   -1.00037925e-15    0.00000000e+00    1.00037925e-15
70       3.00000000e-01   -1.00000000e+00   -1.00053602e-15    0.00000000e+00    1.00053602e-15
71       2.90000000e-01   -1.00000000e+00   -1.00075761e-15    0.00000000e+00    1.00075761e-15
72       2.80000000e-01   -1.00000000e+00   -1.00107081e-15    0.00000000e+00    1.00107081e-15
73       2.70000000e-01   -1.00000000e+00   -1.00151352e-15    0.00000000e+00    1.00151352e-15
74       2.60000000e-01   -1.00000000e+00   -1.00213928e-15    0.00000000e+00    1.00213928e-15
75       2.50000000e-01   -1.00000000e+00   -1.00302380e-15    0.00000000e+00    1.00302380e-15
76       2.40000000e-01   -1.00000000e+00   -1.00427410e-15    0.00000000e+00    1.00427410e-15
77       2.30000000e-01   -1.00000000e+00   -1.00604146e-15    0.00000000e+00    1.00604146e-15
78       2.20000000e-01   -1.00000000e+00   -1.00853974e-15    0.00000000e+00    1.00853974e-15
79       2.10000000e-01   -1.00000000e+00   -1.01207127e-15    0.00000000e+00    1.01207127e-15
80       2.00000000e-01   -1.00000000e+00   -1.01706344e-15    0.00000000e+00    1.01706344e-15
81       1.90000000e-01   -1.00000000e+00   -1.02412048e-15    0.00000000e+00    1.02412048e-15
82       1.80000000e-01   -1.00000000e+00   -1.03409657e-15    0.00000000e+00    1.03409657e-15
83       1.70000000e-01   -1.00000000e+00   -1.04819932e-15    0.00000000e+00    1.04819932e-15
84       1.60000000e-01   -1.00000000e+00   -1.06813602e-15    0.00000000e+00    1.06813602e-15
85       1.50000000e-01   -1.00000000e+00   -1.09632034e-15    0.00000000e+00    1.09632034e-15
86       1.40000000e-01   -1.00000000e+00   -1.13616476e-15    0.00000000e+00    1.13616476e-15
87       1.30000000e-01   -1.00000000e+00   -1.19249387e-15    0.00000000e+00    1.19249387e-15
88       1.20000000e-01   -1.00000000e+00   -1.27212880e-15    0.00000000e+00    1.27212880e-15
89       1.10000000e-01   -1.00000000e+00   -1.38471359e-15    0.00000000e+00    1.38471359e-15
90       1.00000000e-01   -1.00000000e+00   -1.54388359e-15    0.00000000e+00    1.54388359e-15
91       9.00000000e-02   -1.00000000e+00   -1.76891752e-15    0.00000000e+00    1.76891752e-15
92       8.00000000e-02   -1.00000000e+00   -2.08707353e-15    0.00000000e+00    2.08707353e-15
93       7.00000000e-02   -1.00000000e+00   -2.53689227e-15    0.00000000e+00    2.53689227e-15
94       6.00000000e-02   -1.00000000e+00   -3.17286753e-15    0.00000000e+00    3.17286753e-15
95       5.00000000e-02   -1.00000000e+00   -4.07205062e-15    0.00000000e+00    4.07205062e-15
96       4.00000000e-02   -1.00000000e+00   -5.34338928e-15    0.00000000e+00    5.34338928e-15
97       3.00000000e-02   -1.00000000e+00   -7.14093341e-15    0.00000000e+00    7.14093341e-15
98       2.00000000e-02   -1.00000000e+00   -9.68250891e-15    0.00000000e+00    9.68250891e-15
99       1.00000000e-02   -1.00000000e+00   -1.32761243e-14    0.00000000e+00    1.32761243e-14
100      0.00000000e+00   -1.00000000e+00   -1.83573121e-14    0.00000000e+00    1.83573121e-14
101     -1.00000000e-02   -1.00000000e+00   -2.55419347e-14    0.00000000e+00    2.55419347e-14
102     -2.00000000e-02   -1.00000000e+00   -3.57008581e-14    0.00000000e+00    3.57008581e-14
103     -3.00000000e-02   -1.00000000e+00   -5.00655521e-14    0.00000000e+00    5.00655521e-14
104     -4.00000000e-02   -1.00000000e+00   -7.03774268e-14    0.00000000e+00    7.03774268e-14
105     -5.00000000e-02   -1.00000000e+00   -9.90990200e-14    0.00000000e+00    9.90990200e-14
106     -6.00000000e-02   -1.00000000e+00   -1.39712657e-13    0.00000000e+00    1.39712657e-13
107     -7.00000000e-02   -1.00000000e+00   -1.97142820e-13    0.00000000e+00    1.97142820e-13
108     -8.00000000e-02   -1.00000000e+00   -2.78353461e-13    0.00000000e+00    2.78353461e-13
109     -9.00000000e-02   -1.00000000e+00   -3.93192761e-13    0.00000000e+00    3.93192761e-13
110     -1.00000000e-01   -1.00000000e+00   -5.55587803e-13    0.00000000e+00    5.55587803e-13
111     -1.10000000e-01   -1.00000000e+00   -7.85234166e-13    0.00000000e+00    7.85234166e-13
112     -1.20000000e-01   -1.00000000e+00   -1.10998546e-12    0.00000000e+00    1.10998546e-12
113     -1.30000000e-01   -1.00000000e+00   -1.56923282e-12    0.00000000e+00    1.56923282e-12
114     -1.40000000e-01   -1.00000000e+00   -2.21868447e-12    0.00000000e+00    2.21868447e-12
115     -1.50000000e-01   -1.00000000e+00   -3.13712551e-12    0.00000000e+00    3.13712551e-12
116     -1.60000000e-01   -1.00000000e+00   -4.43597845e-12    0.00000000e+00    4.43597845e-12
117     -1.70000000e-01   -1.00000000e+00   -6.27282480e-12    0.00000000e+00    6.27282480e-12
118     -1.80000000e-01   -1.00000000e+00   -8.87052926e-12    0.00000000e+00    8.87052926e-12
119     -1.90000000e-01   -1.00000000e+00   -1.25442879e-11    0.00000000e+00    1.25442879e-11
120     -2.00000000e-01   -1.00000000e+00   -1.77398840e-11    0.00000000e+00    1.77398840e-11
121     -2.10000000e-01   -1.00000000e+00   -2.50877953e-11    0.00000000e+00    2.50877953e-11
122     -2.20000000e-01   -1.00000000e+00   -3.54797219e-11    0.00000000e+00    3.54797219e-11
123     -2.30000000e-01   -1.00000000e+00   -5.01768258e-11    0.00000000e+00    5.01768258e-11
124     -2.40000000e-01   -1.00000000e+00   -7.09628215e-11    0.00000000e+00    7.09628215e-11
125     -2.50000000e-01   -1.00000000e+00   -1.00360506e-10    0.00000000e+00    1.00360506e-10
126     -2.60000000e-01   -1.00000000e+00   -1.41938012e-10    0.00000000e+00    1.41938012e-10
127     -2.70000000e-01   -1.00000000e+00   -2.00741971e-10    0.00000000e+00    2.00741971e-10
128     -2.80000000e-01   -1.00000000e+00   -2.83910161e-10    0.00000000e+00    2.83910161e-10
129     -2.90000000e-01   -1.00000000e+00   -4.01538016e-10    0.00000000e+00    4.01538016e-10
130     -3.00000000e-01   -1.00000000e+00   -5.67904156e-10    0.00000000e+00    5.67904156e-10
131     -3.10000000e-01   -1.00000000e+00   -8.03203679e-10    0.00000000e+00    8.03203679e-10
132     -3.20000000e-01   -1.00000000e+00   -1.13599948e-09    0.00000000e+00    1.13599948e-09
133     -3.30000000e-01   -1.00000000e+00   -1.60668890e-09    0.00000000e+00    1.60668890e-09
134     -3.40000000e-01   -1.00000000e+00   -2.27240601e-09    0.00000000e+00    2.27240601e-09
135     -3.50000000e-01   -1.00000000e+00   -3.21395320e-09    0.00000000e+00    3.21395320e-09
136     -3.60000000e-01   -1.00000000e+00   -4.54560115e-09    0.00000000e+00    4.54560115e-09
137     -3.70000000e-01   -1.00000000e+00   -6.42894130e-09    0.00000000e+00    6.42894130e-09
138     -3.80000000e-01   -1.00000000e+00   -9.09246169e-09    0.00000000e+00    9.09246169e-09
139     -3.90000000e-01   -1.00000000e+00   -1.28592005e-08    0.00000000e+00    1.28592005e-08
140     -4.00000000e-01   -1.00000000e+00   -1.81857906e-08    0.00000000e+00    1.81857906e-08
141     -4.10000000e-01   -1.00000000e+00   -2.57175457e-08    0.00000000e+00    2.57175457e-08
142     -4.20000000e-01   -1.00000000e+00   -3.63661000e-08    0.00000000e+00    3.63661000e-08
143     -4.30000000e-01   -1.00000000e+00   -5.14186750e-08    0.00000000e+00    5.14186750e-08
144     -4.40000000e-01   -1.00000000e+00   -7.26915388e-08    0.00000000e+00    7.26915388e-08
145     -4.50000000e-01   -1.00000000e+00   -1.02744910e-07    0.00000000e+00    1.02744910e-07
146     -4.60000000e-01   -1.00000000e+00   -1.45182677e-07    0.00000000e+00    1.45182677e-07
147     -4.70000000e-01   -1.00000000e+00   -2.05068000e-07    0.00000000e+00    2.05068000e-07
148     -4.80000000e-01   -1.00000000e+00   -2.89494960e-07    0.00000000e+00    2.89494960e-07
149     -4.90000000e-01   -1.00000000e+00   -4.08365934e-07    0.00000000e+00    4.08365934e-07
150     -5.00000000e-01   -1.00000000e+00   -5.75432022e-07    0.00000000e+00    5.75432022e-07
151     -5.10000000e-01   -1.00000000e+00   -8.09654860e-07    0.00000000e+00    8.09654860e-07
152     -5.20000000e-01   -1.00000000e+00   -1.13693463e-06    0.00000000e+00    1.13693463e-06
153     -5.30000000e-01   -1.00000000e+00   -1.59221022e-06    0.00000000e+00    1.59221022e-06
154     -5.40000000e-01   -1.00000000e+00   -2.22186290e-06    0.00000000e+00    2.22186290e-06
155     -5.50000000e-01   -1.00000000e+00   -3.08624459e-06    0.00000000e+00    3.08624459e-06
156     -5.60000000e-01   -1.00000000e+00   -4.26202764e-06    0.00000000e+00    4.26202764e-06
157     -5.70000000e-01   -1.00000000e+00   -5.84398785e-06    0.00000000e+00    5.84398785e-06
158     -5.80000000e-01   -1.00000000e+00   -7.94584882e-06    0.00000000e+00    7.94584882e-06
159     -5.90000000e-01   -1.00000000e+00   -1.06999646e-05    0.00000000e+00    1.06999646e-05
160     -6.00000000e-01   -1.00000000e+00   -1.42558555e-05    0.00000000e+00    1.42558555e-05
161     -6.10000000e-01   -1.00000000e+00   -1.87778374e-05    0.00000000e+00    1.87778374e-05
162     -6.20000000e-01   -1.00000000e+00   -2.44420941e-05    0.00000000e+00    2.44420941e-05
163     -6.30000000e-01   -1.00000000e+00   -3.14335167e-05    0.00000000e+00    3.14335167e-05
164     -6.40000000e-01   -1.00000000e+00   -3.99425330e-05    0.00000000e+00    3.99425330e-05
165     -6.50000000e-01   -1.00000000e+00   -5.01620579e-05    0.00000000e+00    5.01620579e-05
166     -6.60000000e-01   -1.00000000e+00   -6.22846391e-05    0.00000000e+00    6.22846391e-05
167     -6.70000000e-01   -1.00000000e+00   -7.64998476e-05    0.00000000e+00    7.64998476e-05
168     -6.80000000e-01   -1.00000000e+00   -9.29919422e-05    0.00000000e+00    9.29919422e-05
169     -6.90000000e-01   -1.00000000e+00   -1.11937811e-04    0.00000000e+00    1.11937811e-04
170     -7.00000000e-01   -1.00000000e+00   -1.33505141e-04    0.00000000e+00    1.33505141e-04
171     -7.10000000e-01   -1.00000000e+00   -1.57850731e-04    0.00000000e+00    1.57850731e-04
172     -7.20000000e-01   -1.00000000e+00   -1.85118840e-04    0.00000000e+00    1.85118840e-04
173     -7.30000000e-01   -1.00000000e+00   -2.15439472e-04    0.00000000e+00    2.15439472e-04
174     -7.40000000e-01   -1.00000000e+00   -2.48926542e-04    0.00000000e+00    2.48926542e-04
175     -7.50000000e-01   -1.00000000e+00   -2.85675887e-04    0.00000000e+00    2.85675887e-04
176     -7.60000000e-01   -1.00000000e+00   -3.25763219e-04    0.00000000e+00    3.25763219e-04
177     -7.70000000e-01   -1.00000000e+00   -3.69242349e-04    0.00000000e+00    3.69242349e-04
178     -7.80000000e-01   -1.00000000e+00   -4.16144149e-04    0.00000000e+00    4.16144149e-04
179     -7.90000000e-01   -1.00000000e+00   -4.66476598e-04    0.00000000e+00    4.66476598e-04
180     -8.00000000e-01   -1.00000000e+00   -5.20225900e-04    0.00000000e+00    5.20225900e-04
181     -8.10000000e-01   -1.00000000e+00   -5.77358374e-04    0.00000000e+00    5.77358374e-04
182     -8.20000000e-01   -1.00000000e+00   -6.37822661e-04    0.00000000e+00    6.37822661e-04
183     -8.30000000e-01   -1.00000000e+00   -7.01551973e-04    0.00000000e+00    7.01551973e-04
184     -8.40000000e-01   -1.00000000e+00   -7.68466197e-04    0.00000000e+00    7.68466197e-04
185     -8.50000000e-01   -1.00000000e+00   -8.38473838e-04    0.00000000e+00    8.38473838e-04
186     -8.60000000e-01   -1.00000000e+00   -9.11473827e-04    0.00000000e+00    9.11473827e-04
187     -8.70000000e-01   -1.00000000e+00   -9.87357218e-04    0.00000000e+00    9.87357218e-04
188     -8.80000000e-01   -1.00000000e+00   -1.06600881e-03    0.00000000e+00    1.06600881e-03
189     -8.90000000e-01   -1.00000000e+00   -1.14730871e-03    0.00000000e+00    1.14730871e-03
190     -9.00000000e-01   -1.00000000e+00   -1.23113377e-03    0.00000000e+00    1.23113377e-03
191     -9.10000000e-01   -1.00000000e+00   -1.31735899e-03    0.00000000e+00    1.31735899e-03
192     -9.20000000e-01   -1.00000000e+00   -1.40585875e-03    0.00000000e+00    1.40585875e-03
193     -9.30000000e-01   -1.00000000e+00   -1.49650798e-03    0.00000000e+00    1.49650798e-03
194     -9.40000000e-01   -1.00000000e+00   -1.58918315e-03    0.00000000e+00    1.58918315e-03
195     -9.50000000e-01   -1.00000000e+00   -1.68376314e-03    0.00000000e+00    1.68376314e-03
196     -9.60000000e-01   -1.00000000e+00   -1.78012999e-03    0.00000000e+00    1.78012999e-03
197     -9.70000000e-01   -1.00000000e+00   -1.87816948e-03    0.00000000e+00    1.87816948e-03
198     -9.80000000e-01   -1.00000000e+00   -1.97777161e-03    0.00000000e+00    1.97777161e-03
199     -9.90000000e-01   -1.00000000e+00   -2.07883097e-03    0.00000000e+00    2.07883097e-03
200     -1.00000000e+00   -1.00000000e+00   -2.18124699e-03    0.00000000e+00    2.18124699e-03
201     -1.01000000e+00   -1.00000000e+00   -2.28492407e-03    0.00000000e+00    2.28492407e-03
202     -1.02000000e+00   -1.00000000e+00   -2.38977166e-03    0.00000000e+00    2.38977166e-03
203     -1.03000000e+00   -1.00000000e+00   -2.49570430e-03    0.00000000e+00    2.49570430e-03
204     -1.04000000e+00   -1.00000000e+00   -2.60264150e-03    0.00000000e+00    2.60264150e-03
205     -1.05000000e+00   -1.00000000e+00   -2.71050767e-03    0.00000000e+00    2.71050767e-03
206     -1.06000000e+00   -1.00000000e+00   -2.81923197e-03    0.00000000e+00    2.81923197e-03
207     -1.07000000e+00   -1.00000000e+00   -2.92874811e-03    0.00000000e+00    2.92874811e-03
208     -1.08000000e+00   -1.00000000e+00   -3.03899420e-03    0.00000000e+00    3.03899420e-03
209     -1.09000000e+00   -1.00000000e+00   -3.14991250e-03    0.00000000e+00    3.14991250e-03
210     -1.10000000e+00   -1.00000000e+00   -3.26144920e-03    0.00000000e+00    3.26144920e-03
211     -1.11000000e+00   -1.00000000e+00   -3.37355421e-03    0.00000000e+00    3.37355421e-03
212     -1.12000000e+00   -1.00000000e+00   -3.48618093e-03    0.00000000e+00    3.48618093e-03
213     -1.13000000e+00   -1.00000000e+00   -3.59928603e-03    0.00000000e+00    3.59928603e-03
214     -1.14000000e+00   -1.00000000e+00   -3.71282920e-03    0.00000000e+00    3.71282920e-03
215     -1.15000000e+00   -1.00000000e+00   -3.82677299e-03    0.00000000e+00    3.82677299e-03
216     -1.16000000e+00   -1.00000000e+00   -3.94108258e-03    0.00000000e+00    3.94108258e-03
217     -1.17000000e+00   -1.00000000e+00   -4.05572559e-03    0.00000000e+00    4.05572559e-03
218     -1.18000000e+00   -1.00000000e+00   -4.17067189e-03    0.00000000e+00    4.17067189e-03
219     -1.19000000e+00   -1.00000000e+00   -4.28589344e-03    0.00000000e+00    4.28589344e-03
220     -1.20000000e+00   -1.00000000e+00   -4.40136413e-03    0.00000000e+00    4.40136413e-03
End of Xyce(TM) Parameter Sweep
