Index       V(G)              V(D)             I(V_D)            I(V_G)            I(V_S)      
65      -3.50000000e-01    1.00000000e+00    1.01079619e-15    0.00000000e+00   -1.01079619e-15
66      -3.40000000e-01    1.00000000e+00    1.01526972e-15    0.00000000e+00   -1.01526972e-15
67      -3.30000000e-01    1.00000000e+00    1.02159735e-15    0.00000000e+00   -1.02159735e-15
68      -3.20000000e-01    1.00000000e+00    1.03054768e-15    0.00000000e+00   -1.03054768e-15
69      -3.10000000e-01    1.00000000e+00    1.04320803e-15    0.00000000e+00   -1.04320803e-15
70      -3.00000000e-01    1.00000000e+00    1.06111661e-15    0.00000000e+00   -1.06111661e-15
71      -2.90000000e-01    1.00000000e+00    1.08644951e-15    0.00000000e+00   -1.08644951e-15
72      -2.80000000e-01    1.00000000e+00    1.12228531e-15    0.00000000e+00   -1.12228531e-15
73      -2.70000000e-01    1.00000000e+00    1.17297947e-15    0.00000000e+00   -1.17297947e-15
74      -2.60000000e-01    1.00000000e+00    1.24469401e-15    0.00000000e+00   -1.24469401e-15
75      -2.50000000e-01    1.00000000e+00    1.34614701e-15    0.00000000e+00   -1.34614701e-15
76      -2.40000000e-01    1.00000000e+00    1.48967316e-15    0.00000000e+00   -1.48967316e-15
77      -2.30000000e-01    1.00000000e+00    1.69272438e-15    0.00000000e+00   -1.69272438e-15
78      -2.20000000e-01    1.00000000e+00    1.97999329e-15    0.00000000e+00   -1.97999329e-15
79      -2.10000000e-01    1.00000000e+00    2.38641794e-15    0.00000000e+00   -2.38641794e-15
80      -2.00000000e-01    1.00000000e+00    2.96143382e-15    0.00000000e+00   -2.96143382e-15
81      -1.90000000e-01    1.00000000e+00    3.77499086e-15    0.00000000e+00   -3.77499086e-15
82      -1.80000000e-01    1.00000000e+00    4.92606828e-15    0.00000000e+00   -4.92606828e-15
83      -1.70000000e-01    1.00000000e+00    6.55472435e-15    0.00000000e+00   -6.55472435e-15
84      -1.60000000e-01    1.00000000e+00    8.85914913e-15    0.00000000e+00   -8.85914913e-15
85      -1.50000000e-01    1.00000000e+00    1.21197975e-14    0.00000000e+00   -1.21197975e-14
86      -1.40000000e-01    1.00000000e+00    1.67335433e-14    0.00000000e+00   -1.67335433e-14
87      -1.30000000e-01    1.00000000e+00    2.32620155e-14    0.00000000e+00   -2.32620155e-14
88      -1.20000000e-01    1.00000000e+00    3.25000092e-14    0.00000000e+00   -3.25000092e-14
89      -1.10000000e-01    1.00000000e+00    4.55723065e-14    0.00000000e+00   -4.55723065e-14
90      -1.00000000e-01    1.00000000e+00    6.40707119e-14    0.00000000e+00   -6.40707119e-14
91      -9.00000000e-02    1.00000000e+00    9.02480059e-14    0.00000000e+00   -9.02480059e-14
92      -8.00000000e-02    1.00000000e+00    1.27292465e-13    0.00000000e+00   -1.27292465e-13
93      -7.00000000e-02    1.00000000e+00    1.79716416e-13    0.00000000e+00   -1.79716416e-13
94      -6.00000000e-02    1.00000000e+00    2.53906217e-13    0.00000000e+00   -2.53906217e-13
95      -5.00000000e-02    1.00000000e+00    3.58900721e-13    0.00000000e+00   -3.58900721e-13
96      -4.00000000e-02    1.00000000e+00    5.07493183e-13    0.00000000e+00   -5.07493183e-13
97      -3.00000000e-02    1.00000000e+00    7.17791010e-13    0.00000000e+00   -7.17791010e-13
98      -2.00000000e-02    1.00000000e+00    1.01542363e-12    0.00000000e+00   -1.01542363e-12
99      -1.00000000e-02    1.00000000e+00    1.43666786e-12    0.00000000e+00   -1.43666786e-12
100      0.00000000e+00    1.00000000e+00    2.03287201e-12    0.00000000e+00   -2.03287201e-12
101      1.00000000e-02    1.00000000e+00    2.87671874e-12    0.00000000e+00   -2.87671874e-12
102      2.00000000e-02    1.00000000e+00    4.07109076e-12    0.00000000e+00   -4.07109076e-12
103      3.00000000e-02    1.00000000e+00    5.76162145e-12    0.00000000e+00   -5.76162145e-12
104      4.00000000e-02    1.00000000e+00    8.15446223e-12    0.00000000e+00   -8.15446223e-12
105      5.00000000e-02    1.00000000e+00    1.15414354e-11    0.00000000e+00   -1.15414354e-11
106      6.00000000e-02    1.00000000e+00    1.63356430e-11    0.00000000e+00   -1.63356430e-11
107      7.00000000e-02    1.00000000e+00    2.31218785e-11    0.00000000e+00   -2.31218785e-11
108      8.00000000e-02    1.00000000e+00    3.27279967e-11    0.00000000e+00   -3.27279967e-11
109      9.00000000e-02    1.00000000e+00    4.63259547e-11    0.00000000e+00   -4.63259547e-11
110      1.00000000e-01    1.00000000e+00    6.55748633e-11    0.00000000e+00   -6.55748633e-11
111      1.10000000e-01    1.00000000e+00    9.28235149e-11    0.00000000e+00   -9.28235149e-11
112      1.20000000e-01    1.00000000e+00    1.31397120e-10    0.00000000e+00   -1.31397120e-10
113      1.30000000e-01    1.00000000e+00    1.86003272e-10    0.00000000e+00   -1.86003272e-10
114      1.40000000e-01    1.00000000e+00    2.63306704e-10    0.00000000e+00   -2.63306704e-10
115      1.50000000e-01    1.00000000e+00    3.72743047e-10    0.00000000e+00   -3.72743047e-10
116      1.60000000e-01    1.00000000e+00    5.27670936e-10    0.00000000e+00   -5.27670936e-10
117      1.70000000e-01    1.00000000e+00    7.47003155e-10    0.00000000e+00   -7.47003155e-10
118      1.80000000e-01    1.00000000e+00    1.05751594e-09    0.00000000e+00   -1.05751594e-09
119      1.90000000e-01    1.00000000e+00    1.49711830e-09    0.00000000e+00   -1.49711830e-09
120      2.00000000e-01    1.00000000e+00    2.11948028e-09    0.00000000e+00   -2.11948028e-09
121      2.10000000e-01    1.00000000e+00    3.00058445e-09    0.00000000e+00   -3.00058445e-09
122      2.20000000e-01    1.00000000e+00    4.24799909e-09    0.00000000e+00   -4.24799909e-09
123      2.30000000e-01    1.00000000e+00    6.01400161e-09    0.00000000e+00   -6.01400161e-09
124      2.40000000e-01    1.00000000e+00    8.51414715e-09    0.00000000e+00   -8.51414715e-09
125      2.50000000e-01    1.00000000e+00    1.20535338e-08    0.00000000e+00   -1.20535338e-08
126      2.60000000e-01    1.00000000e+00    1.70639392e-08    0.00000000e+00   -1.70639392e-08
127      2.70000000e-01    1.00000000e+00    2.41562965e-08    0.00000000e+00   -2.41562965e-08
128      2.80000000e-01    1.00000000e+00    3.41947835e-08    0.00000000e+00   -3.41947835e-08
129      2.90000000e-01    1.00000000e+00    4.84013016e-08    0.00000000e+00   -4.84013016e-08
130      3.00000000e-01    1.00000000e+00    6.85025592e-08    0.00000000e+00   -6.85025592e-08
131      3.10000000e-01    1.00000000e+00    9.69366399e-08    0.00000000e+00   -9.69366399e-08
132      3.20000000e-01    1.00000000e+00    1.37142131e-07    0.00000000e+00   -1.37142131e-07
133      3.30000000e-01    1.00000000e+00    1.93960886e-07    0.00000000e+00   -1.93960886e-07
134      3.40000000e-01    1.00000000e+00    2.74195307e-07    0.00000000e+00   -2.74195307e-07
135      3.50000000e-01    1.00000000e+00    3.87372170e-07    0.00000000e+00   -3.87372170e-07
136      3.60000000e-01    1.00000000e+00    5.46775662e-07    0.00000000e+00   -5.46775662e-07
137      3.70000000e-01    1.00000000e+00    7.70818636e-07    0.00000000e+00   -7.70818636e-07
138      3.80000000e-01    1.00000000e+00    1.08481587e-06    0.00000000e+00   -1.08481587e-06
139      3.90000000e-01    1.00000000e+00    1.52319516e-06    0.00000000e+00   -1.52319516e-06
140      4.00000000e-01    1.00000000e+00    2.13211806e-06    0.00000000e+00   -2.13211806e-06
141      4.10000000e-01    1.00000000e+00    2.97237442e-06    0.00000000e+00   -2.97237442e-06
142      4.20000000e-01    1.00000000e+00    4.12227347e-06    0.00000000e+00   -4.12227347e-06
143      4.30000000e-01    1.00000000e+00    5.68012349e-06    0.00000000e+00   -5.68012349e-06
144      4.40000000e-01    1.00000000e+00    7.76584138e-06    0.00000000e+00   -7.76584138e-06
145      4.50000000e-01    1.00000000e+00    1.05213215e-05    0.00000000e+00   -1.05213215e-05
146      4.60000000e-01    1.00000000e+00    1.41094145e-05    0.00000000e+00   -1.41094145e-05
147      4.70000000e-01    1.00000000e+00    1.87116335e-05    0.00000000e+00   -1.87116335e-05
148      4.80000000e-01    1.00000000e+00    2.45248918e-05    0.00000000e+00   -2.45248918e-05
149      4.90000000e-01    1.00000000e+00    3.17576261e-05    0.00000000e+00   -3.17576261e-05
150      5.00000000e-01    1.00000000e+00    4.06256081e-05    0.00000000e+00   -4.06256081e-05
151      5.10000000e-01    1.00000000e+00    5.13476678e-05    0.00000000e+00   -5.13476678e-05
152      5.20000000e-01    1.00000000e+00    6.41414943e-05    0.00000000e+00   -6.41414943e-05
153      5.30000000e-01    1.00000000e+00    7.92196359e-05    0.00000000e+00   -7.92196359e-05
154      5.40000000e-01    1.00000000e+00    9.67857840e-05    0.00000000e+00   -9.67857840e-05
155      5.50000000e-01    1.00000000e+00    1.17031383e-04    0.00000000e+00   -1.17031383e-04
156      5.60000000e-01    1.00000000e+00    1.40132564e-04    0.00000000e+00   -1.40132564e-04
157      5.70000000e-01    1.00000000e+00    1.66247393e-04    0.00000000e+00   -1.66247393e-04
158      5.80000000e-01    1.00000000e+00    1.95513427e-04    0.00000000e+00   -1.95513427e-04
159      5.90000000e-01    1.00000000e+00    2.28045624e-04    0.00000000e+00   -2.28045624e-04
160      6.00000000e-01    1.00000000e+00    2.63934627e-04    0.00000000e+00   -2.63934627e-04
161      6.10000000e-01    1.00000000e+00    3.03245431e-04    0.00000000e+00   -3.03245431e-04
162      6.20000000e-01    1.00000000e+00    3.46016488e-04    0.00000000e+00   -3.46016488e-04
163      6.30000000e-01    1.00000000e+00    3.92259440e-04    0.00000000e+00   -3.92259440e-04
164      6.40000000e-01    1.00000000e+00    4.41959704e-04    0.00000000e+00   -4.41959704e-04
165      6.50000000e-01    1.00000000e+00    4.95077984e-04    0.00000000e+00   -4.95077984e-04
166      6.60000000e-01    1.00000000e+00    5.51552547e-04    0.00000000e+00   -5.51552547e-04
167      6.70000000e-01    1.00000000e+00    6.11301957e-04    0.00000000e+00   -6.11301957e-04
168      6.80000000e-01    1.00000000e+00    6.74227948e-04    0.00000000e+00   -6.74227948e-04
169      6.90000000e-01    1.00000000e+00    7.40218247e-04    0.00000000e+00   -7.40218247e-04
170      7.00000000e-01    1.00000000e+00    8.09149235e-04    0.00000000e+00   -8.09149235e-04
171      7.10000000e-01    1.00000000e+00    8.80888429e-04    0.00000000e+00   -8.80888429e-04
172      7.20000000e-01    1.00000000e+00    9.55296781e-04    0.00000000e+00   -9.55296781e-04
173      7.30000000e-01    1.00000000e+00    1.03223079e-03    0.00000000e+00   -1.03223079e-03
174      7.40000000e-01    1.00000000e+00    1.11154443e-03    0.00000000e+00   -1.11154443e-03
175      7.50000000e-01    1.00000000e+00    1.19309087e-03    0.00000000e+00   -1.19309087e-03
176      7.60000000e-01    1.00000000e+00    1.27672405e-03    0.00000000e+00   -1.27672405e-03
177      7.70000000e-01    1.00000000e+00    1.36229995e-03    0.00000000e+00   -1.36229995e-03
178      7.80000000e-01    1.00000000e+00    1.44967778e-03    0.00000000e+00   -1.44967778e-03
179      7.90000000e-01    1.00000000e+00    1.53872087e-03    0.00000000e+00   -1.53872087e-03
180      8.00000000e-01    1.00000000e+00    1.62929746e-03    0.00000000e+00   -1.62929746e-03
181      8.10000000e-01    1.00000000e+00    1.72128119e-03    0.00000000e+00   -1.72128119e-03
182      8.20000000e-01    1.00000000e+00    1.81455160e-03    0.00000000e+00   -1.81455160e-03
183      8.30000000e-01    1.00000000e+00    1.90899434e-03    0.00000000e+00   -1.90899434e-03
184      8.40000000e-01    1.00000000e+00    2.00450134e-03    0.00000000e+00   -2.00450134e-03
185      8.50000000e-01    1.00000000e+00    2.10097084e-03    0.00000000e+00   -2.10097084e-03
186      8.60000000e-01    1.00000000e+00    2.19830733e-03    0.00000000e+00   -2.19830733e-03
187      8.70000000e-01    1.00000000e+00    2.29642146e-03    0.00000000e+00   -2.29642146e-03
188      8.80000000e-01    1.00000000e+00    2.39522984e-03    0.00000000e+00   -2.39522984e-03
189      8.90000000e-01    1.00000000e+00    2.49465483e-03    0.00000000e+00   -2.49465483e-03
190      9.00000000e-01    1.00000000e+00    2.59462426e-03    0.00000000e+00   -2.59462426e-03
191      9.10000000e-01    1.00000000e+00    2.69507121e-03    0.00000000e+00   -2.69507121e-03
192      9.20000000e-01    1.00000000e+00    2.79593367e-03    0.00000000e+00   -2.79593367e-03
193      9.30000000e-01    1.00000000e+00    2.89715426e-03    0.00000000e+00   -2.89715426e-03
194      9.40000000e-01    1.00000000e+00    2.99867994e-03    0.00000000e+00   -2.99867994e-03
195      9.50000000e-01    1.00000000e+00    3.10046173e-03    0.00000000e+00   -3.10046173e-03
196      9.60000000e-01    1.00000000e+00    3.20245438e-03    0.00000000e+00   -3.20245438e-03
197      9.70000000e-01    1.00000000e+00    3.30461615e-03    0.00000000e+00   -3.30461615e-03
198      9.80000000e-01    1.00000000e+00    3.40690850e-03    0.00000000e+00   -3.40690850e-03
199      9.90000000e-01    1.00000000e+00    3.50929586e-03    0.00000000e+00   -3.50929586e-03
200      1.00000000e+00    1.00000000e+00    3.61174538e-03    0.00000000e+00   -3.61174538e-03
201      1.01000000e+00    1.00000000e+00    3.71422671e-03    0.00000000e+00   -3.71422671e-03
202      1.02000000e+00    1.00000000e+00    3.81671180e-03    0.00000000e+00   -3.81671180e-03
203      1.03000000e+00    1.00000000e+00    3.91917467e-03    0.00000000e+00   -3.91917467e-03
204      1.04000000e+00    1.00000000e+00    4.02159125e-03    0.00000000e+00   -4.02159125e-03
205      1.05000000e+00    1.00000000e+00    4.12393920e-03    0.00000000e+00   -4.12393920e-03
206      1.06000000e+00    1.00000000e+00    4.22619775e-03    0.00000000e+00   -4.22619775e-03
207      1.07000000e+00    1.00000000e+00    4.32834755e-03    0.00000000e+00   -4.32834755e-03
208      1.08000000e+00    1.00000000e+00    4.43037051e-03    0.00000000e+00   -4.43037051e-03
209      1.09000000e+00    1.00000000e+00    4.53224971e-03    0.00000000e+00   -4.53224971e-03
210      1.10000000e+00    1.00000000e+00    4.63396924e-03    0.00000000e+00   -4.63396924e-03
211      1.11000000e+00    1.00000000e+00    4.73551409e-03    0.00000000e+00   -4.73551409e-03
212      1.12000000e+00    1.00000000e+00    4.83687007e-03    0.00000000e+00   -4.83687007e-03
213      1.13000000e+00    1.00000000e+00    4.93802369e-03    0.00000000e+00   -4.93802369e-03
214      1.14000000e+00    1.00000000e+00    5.03896205e-03    0.00000000e+00   -5.03896205e-03
215      1.15000000e+00    1.00000000e+00    5.13967280e-03    0.00000000e+00   -5.13967280e-03
216      1.16000000e+00    1.00000000e+00    5.24014398e-03    0.00000000e+00   -5.24014398e-03
217      1.17000000e+00    1.00000000e+00    5.34036402e-03    0.00000000e+00   -5.34036402e-03
218      1.18000000e+00    1.00000000e+00    5.44032159e-03    0.00000000e+00   -5.44032159e-03
219      1.19000000e+00    1.00000000e+00    5.54000557e-03    0.00000000e+00   -5.54000557e-03
220      1.20000000e+00    1.00000000e+00    5.63940497e-03    0.00000000e+00   -5.63940497e-03
End of Xyce(TM) Parameter Sweep
