Index       TIME              V(IN)          V(AWL1_OUT)       V(LPF1_OUT)       V(LIM1_OUT)       V(AWL2_OUT)       V(LPF2_OUT)       V(LIM2_OUT)   
178      8.53087255e+00    7.76806335e-01    5.04101908e-01    7.03050674e-01    5.00000000e-01    4.09813385e-01    4.12608507e-01    4.12608507e-01
179      8.60510986e+00    7.27933705e-01    5.03808292e-01    7.06580969e-01    5.00000000e-01    4.22296939e-01    4.24990200e-01    4.24990200e-01
180      8.67934716e+00    6.75047077e-01    5.03535694e-01    7.06216584e-01    5.00000000e-01    4.32471393e-01    4.35066505e-01    4.35066505e-01
181      8.75358446e+00    6.18438082e-01    5.03282607e-01    7.01959414e-01    5.00000000e-01    4.40279929e-01    4.42780470e-01    4.42780470e-01
182      8.82782177e+00    5.58418875e-01    5.03047637e-01    6.93832832e-01    5.00000000e-01    4.45678804e-01    4.48088219e-01    4.48088219e-01
183      8.90205907e+00    4.95320416e-01    5.02662003e-01    6.81881550e-01    5.00000000e-01    4.48637586e-01    4.50959196e-01    4.50959196e-01
184      8.97629638e+00    4.29490645e-01    4.99780431e-01    6.66171382e-01    5.00000000e-01    4.49139322e-01    4.51376327e-01    4.51376327e-01
185      9.05053368e+00    3.61292561e-01    4.92308244e-01    6.46788874e-01    5.00000000e-01    4.47180631e-01    4.49336115e-01    4.49336115e-01
186      9.12477099e+00    2.91102226e-01    4.80417973e-01    6.23840827e-01    5.00000000e-01    4.42771723e-01    4.44848656e-01    4.44848656e-01
187      9.19900829e+00    2.19306685e-01    4.64297113e-01    5.97453711e-01    5.00000000e-01    4.35936338e-01    4.37937583e-01    4.37937583e-01
188      9.27324559e+00    1.46301836e-01    4.44147759e-01    5.67772963e-01    5.00000000e-01    4.26711621e-01    4.28639936e-01    4.28639936e-01
189      9.34748290e+00    7.24902444e-02    4.20186118e-01    5.34962187e-01    5.00000000e-01    4.15147909e-01    4.17005952e-01    4.17005952e-01
190      9.42172020e+00   -1.72107540e-03    3.92641894e-01    4.99202253e-01    4.99202253e-01    4.01308458e-01    4.03098789e-01    4.03098789e-01
191      9.42753863e+00   -7.54237895e-03    3.90326922e-01    4.96270855e-01    4.96270855e-01    4.00122474e-01    4.01907612e-01    4.01907612e-01
192      9.43335705e+00   -1.33634269e-02    3.88001780e-01    4.93331074e-01    4.93331074e-01    3.98929759e-01    4.00709711e-01    4.00709711e-01
193      9.43917547e+00   -1.91840220e-02    3.85656357e-01    4.90374579e-01    4.90374579e-01    3.97723598e-01    3.99498380e-01    3.99498380e-01
194      9.45081232e+00   -3.08230646e-02    3.80905215e-01    4.84411897e-01    4.84411897e-01    3.95271128e-01    3.97035613e-01    3.97035613e-01
195      9.47408601e+00   -5.40870382e-02    3.71165399e-01    4.72290809e-01    4.72290809e-01    3.90206842e-01    3.91950912e-01    3.91950912e-01
196      9.52063340e+00   -1.00514412e-01    3.50765261e-01    4.47290607e-01    4.47290607e-01    3.79451374e-01    3.81155321e-01    3.81155321e-01
197      9.56718078e+00   -1.46723823e-01    3.29186135e-01    4.21320669e-01    4.21320669e-01    3.67877747e-01    3.69542493e-01    3.69542493e-01
198      9.61372816e+00   -1.92615069e-01    3.06493846e-01    3.94437301e-01    3.94437301e-01    3.55510950e-01    3.57137396e-01    3.57137396e-01
199      9.66027555e+00   -2.38088636e-01    2.82755766e-01    3.66698788e-01    3.66698788e-01    3.42377694e-01    3.43966723e-01    3.43966723e-01
200      9.70682293e+00   -2.83045915e-01    2.58040711e-01    3.38165274e-01    3.38165274e-01    3.28506357e-01    3.30058829e-01    3.30058829e-01
201      9.75337032e+00   -3.27389420e-01    2.32418823e-01    3.08898624e-01    3.08898624e-01    3.13926918e-01    3.15443674e-01    3.15443674e-01
202      9.79991770e+00   -3.71022992e-01    2.05961459e-01    2.78962295e-01    2.78962295e-01    2.98670894e-01    3.00152755e-01    3.00152755e-01
203      9.84646508e+00   -4.13852013e-01    1.78741072e-01    2.48421195e-01    2.48421195e-01    2.82771272e-01    2.84219041e-01    2.84219041e-01
204      9.89301247e+00   -4.55783610e-01    1.50831080e-01    2.17341544e-01    2.17341544e-01    2.66262435e-01    2.67676897e-01    2.67676897e-01
205      9.93955985e+00   -4.96726857e-01    1.22305742e-01    1.85790733e-01    1.85790733e-01    2.49180092e-01    2.50562013e-01    2.50562013e-01
206      9.98610724e+00   -5.36592968e-01    9.32400286e-02    1.53837170e-01    1.53837170e-01    2.31561196e-01    2.32911324e-01    2.32911324e-01
207      1.00326546e+01   -5.75295496e-01    6.37094842e-02    1.21550141e-01    1.21550141e-01    2.13443866e-01    2.14762933e-01    2.14762933e-01
208      1.00792020e+01   -6.12750516e-01    3.37900921e-02    8.89996526e-02    8.89996526e-02    1.94867303e-01    1.96156024e-01    1.96156024e-01
209      1.01257494e+01   -6.48876807e-01    3.55813512e-03    5.62562849e-02    5.62562849e-02    1.75871707e-01    1.77130780e-01    1.77130780e-01
210      1.01722968e+01   -6.83596031e-01   -2.69099446e-02    2.33910351e-02    2.33910351e-02    1.56498189e-01    1.57728295e-01    1.57728295e-01
211      1.02188442e+01   -7.16832901e-01   -5.75376881e-02   -9.52483431e-03   -9.52483431e-03    1.36788679e-01    1.37990485e-01    1.37990485e-01
212      1.02653915e+01   -7.48515343e-01   -8.82487630e-02   -4.24199512e-02   -4.24199512e-02    1.16785839e-01    1.17959997e-01    1.17959997e-01
213      1.03119389e+01   -7.78574656e-01   -1.18967107e-01   -7.52229881e-02   -7.52229881e-02    9.65329699e-02    9.76801151e-02    9.76801151e-02
214      1.03584863e+01   -8.06945657e-01   -1.49617073e-01   -1.07862817e-01   -1.07862817e-01    7.60739144e-02    7.71946684e-02    7.71946684e-02
215      1.04050337e+01   -8.33566823e-01   -1.80123573e-01   -1.40268664e-01   -1.40268664e-01    5.54529651e-02    5.65479351e-02    5.65479351e-02
216      1.04515811e+01   -8.58380429e-01   -2.10412223e-01   -1.72370261e-01   -1.72370261e-01    3.47147674e-02    3.57845466e-02    3.57845466e-02
217      1.04981285e+01   -8.81332667e-01   -2.40409484e-01   -2.04098001e-01   -2.04098001e-01    1.39042223e-02    1.49493901e-02    1.49493901e-02
218      1.05446758e+01   -9.02373765e-01   -2.70042809e-01   -2.35383088e-01   -2.35383088e-01   -6.93361078e-03   -5.91248804e-03   -5.91248804e-03
219      1.05912232e+01   -9.21458097e-01   -2.99240779e-01   -2.66157684e-01   -2.66157684e-01   -2.77536115e-02   -2.67559807e-02   -2.67559807e-02
220      1.06377706e+01   -9.38544278e-01   -3.27933246e-01   -2.96355058e-01   -2.96355058e-01   -4.85106967e-02   -4.75360174e-02   -4.75360174e-02
221      1.06843180e+01   -9.53595259e-01   -3.56051470e-01   -3.25909732e-01   -3.25909732e-01   -6.91599184e-02   -6.82076625e-02   -6.82076625e-02
222      1.07308654e+01   -9.66578401e-01   -3.83528250e-01   -3.54757620e-01   -3.54757620e-01   -8.96565607e-02   -8.87262124e-02   -8.87262124e-02
223      1.07774128e+01   -9.77465552e-01   -4.10298061e-01   -3.82836170e-01   -3.82836170e-01   -1.09956237e-01   -1.09047293e-01   -1.09047293e-01
224      1.08239602e+01   -9.86233102e-01   -4.36297182e-01   -4.10084496e-01   -4.10084496e-01   -1.30014988e-01   -1.29126955e-01   -1.29126955e-01
225      1.08705075e+01   -9.92862039e-01   -4.61463819e-01   -4.36443515e-01   -4.36443515e-01   -1.49789373e-01   -1.48921770e-01   -1.48921770e-01
226      1.09170549e+01   -9.97337990e-01   -4.85738233e-01   -4.61856069e-01   -4.61856069e-01   -1.69236569e-01   -1.68388925e-01   -1.68388925e-01
227      1.09228733e+01   -9.97745567e-01   -4.88700075e-01   -4.64956064e-01   -4.64956064e-01   -1.71639885e-01   -1.70794700e-01   -1.70794700e-01
228      1.09345102e+01   -9.98459274e-01   -4.94593621e-01   -4.71124317e-01   -4.71124317e-01   -1.76434645e-01   -1.75594364e-01   -1.75594364e-01
229      1.09577839e+01   -9.99480579e-01   -5.00451771e-01   -4.83267920e-01   -4.83267920e-01   -1.85950991e-01   -1.85120431e-01   -1.85120431e-01
230      1.09810576e+01   -9.99959976e-01   -5.00441377e-01   -4.95149410e-01   -4.95149410e-01   -1.95365919e-01   -1.94544969e-01   -1.94544969e-01
231      1.10043313e+01   -9.99897205e-01   -5.00431223e-01   -5.06762347e-01   -5.00000000e-01   -2.04674331e-01   -2.03862878e-01   -2.03862878e-01
232      1.10276050e+01   -9.99292300e-01   -5.00421302e-01   -5.18100437e-01   -5.00000000e-01   -2.13871186e-01   -2.13069122e-01   -2.13069122e-01
233      1.10741523e+01   -9.96457692e-01   -5.00402138e-01   -5.39924755e-01   -5.00000000e-01   -2.31907958e-01   -2.31124346e-01   -2.31124346e-01
234      1.11160450e+01   -9.92058803e-01   -5.00385637e-01   -5.58567491e-01   -5.00000000e-01   -2.47710887e-01   -2.46943518e-01   -2.46943518e-01
235      1.11998303e+01   -9.78044107e-01   -5.00354625e-01   -5.92863810e-01   -5.00000000e-01   -2.77966294e-01   -2.77230414e-01   -2.77230414e-01
236      1.12836156e+01   -9.57160622e-01   -5.00326107e-01   -6.22998949e-01   -5.00000000e-01   -3.06264236e-01   -3.05558551e-01   -3.05558551e-01
237      1.13674009e+01   -9.29555014e-01   -5.00299883e-01   -6.48761067e-01   -5.00000000e-01   -3.32406194e-01   -3.31729465e-01   -3.31729465e-01
238      1.14511862e+01   -8.95421155e-01   -5.00275768e-01   -6.69969053e-01   -5.00000000e-01   -3.56208782e-01   -3.55559822e-01   -3.55559822e-01
239      1.15349714e+01   -8.54998768e-01   -5.00253591e-01   -6.86473795e-01   -5.00000000e-01   -3.77505037e-01   -3.76882705e-01   -3.76882705e-01
240      1.16187567e+01   -8.08571739e-01   -5.00233198e-01   -6.98159224e-01   -5.00000000e-01   -3.96145586e-01   -3.95548791e-01   -3.95548791e-01
241      1.17025420e+01   -7.56466122e-01   -5.00214445e-01   -7.04943131e-01   -5.00000000e-01   -4.11999702e-01   -4.11427395e-01   -4.11427395e-01
242      1.17863273e+01   -6.99047857e-01   -5.00197200e-01   -7.06777740e-01   -5.00000000e-01   -4.24956219e-01   -4.24407396e-01   -4.24407396e-01
243      1.18701126e+01   -6.36720189e-01   -5.00181342e-01   -7.03650046e-01   -5.00000000e-01   -4.34924313e-01   -4.34398009e-01   -4.34398009e-01
244      1.19538979e+01   -5.69920845e-01   -5.00166759e-01   -6.95581903e-01   -5.00000000e-01   -4.41834140e-01   -4.41329432e-01   -4.41329432e-01
245      1.20376832e+01   -4.99118957e-01   -5.00117924e-01   -6.82629871e-01   -5.00000000e-01   -4.45637329e-01   -4.45153331e-01   -4.45153331e-01
246      1.21214685e+01   -4.24811764e-01   -4.97049831e-01   -6.64884818e-01   -5.00000000e-01   -4.46307319e-01   -4.45843181e-01   -4.45843181e-01
247      1.22052538e+01   -3.47521125e-01   -4.88132984e-01   -6.42471280e-01   -5.00000000e-01   -4.43839550e-01   -4.43394457e-01   -4.43394457e-01
248      1.22806605e+01   -2.75856964e-01   -4.75311338e-01   -6.18434337e-01   -5.00000000e-01   -4.38949220e-01   -4.38520598e-01   -4.38520598e-01
249      1.23560673e+01   -2.02623384e-01   -4.58156761e-01   -5.90879445e-01   -5.00000000e-01   -4.31558835e-01   -4.31146074e-01   -4.31146074e-01
250      1.24314741e+01   -1.28237029e-01   -4.36885209e-01   -5.59963338e-01   -5.00000000e-01   -4.21710542e-01   -4.21313057e-01   -4.21313057e-01
251      1.25068808e+01   -5.31211018e-02   -4.11727457e-01   -5.25861871e-01   -5.00000000e-01   -4.09460471e-01   -4.09077695e-01   -4.09077695e-01
252      1.25177931e+01   -4.22157399e-02   -4.07738762e-01   -5.20641152e-01   -5.00000000e-01   -4.07467603e-01   -4.07086904e-01   -4.07086904e-01
253      1.25396177e+01   -2.03912203e-02   -3.99611901e-01   -5.10076841e-01   -5.00000000e-01   -4.03385065e-01   -4.03008498e-01   -4.03008498e-01
254      1.25614423e+01    1.44302126e-03   -3.91189216e-01   -4.99269329e-01   -4.99269329e-01   -3.99109919e-01   -3.98737439e-01   -3.98737439e-01
255      1.25647583e+01    4.76067019e-03   -3.89880592e-01   -4.97603497e-01   -4.97603497e-01   -3.98441413e-01   -3.98069549e-01   -3.98069549e-01
256      1.25680743e+01    8.07826673e-03   -3.88568642e-01   -4.95934931e-01   -4.95934931e-01   -3.97770713e-01   -3.97399465e-01   -3.97399465e-01
257      1.25713902e+01    1.13957743e-02   -3.87250053e-01   -4.94260906e-01   -4.94260906e-01   -3.97095628e-01   -3.96724995e-01   -3.96724995e-01
258      1.25780222e+01    1.80303768e-02   -3.84593056e-01   -4.90896563e-01   -4.90896563e-01   -3.95732337e-01   -3.95362931e-01   -3.95362931e-01
259      1.25912862e+01    3.12969081e-02   -3.79200464e-01   -4.84103257e-01   -4.84103257e-01   -3.92953499e-01   -3.92586534e-01   -3.92586534e-01
260      1.26000000e+01    4.00096065e-02   -3.75601173e-01   -4.79593824e-01   -4.79593824e-01   -3.91090151e-01   -3.90724782e-01   -3.90724782e-01
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00
1        1.00000000e-03    1.00050705e-03    5.00003522e-07    9.99507540e-07    9.99507540e-07    5.00003522e-07    5.00003522e-07    5.00003522e-07
2        3.00000000e-03    3.00151714e-03    3.49802264e-06    6.98856468e-06    6.98856468e-06    3.49802264e-06    3.49802264e-06    3.49802264e-06
3        4.80000000e-03    4.80241617e-03    7.81316534e-06    1.56048251e-05    1.56048251e-05    7.81316534e-06    7.81316534e-06    7.81316534e-06
4        6.60000000e-03    6.60329963e-03    1.29364001e-05    2.58326756e-05    2.58326756e-05    1.29364001e-05    1.29364001e-05    1.29364001e-05
5        1.02000000e-02    1.02049965e-02    2.80269996e-05    5.59404169e-05    5.59404169e-05    2.80269996e-05    2.80269996e-05    2.80269996e-05
6        1.38000000e-02    1.38065609e-02    4.95675660e-05    9.88825388e-05    9.88825388e-05    4.95675660e-05    4.95675660e-05    4.95675660e-05
7        2.10000000e-02    2.10091057e-02    1.11945043e-04    2.23059946e-04    2.23059946e-04    1.11945043e-04    1.11945043e-04    1.11945043e-04
8        2.82000000e-02    2.82105603e-02    1.99978979e-04    3.98014874e-04    3.98014874e-04    1.99978979e-04    1.99978979e-04    1.99978979e-04
9        3.54000000e-02    3.54105510e-02    3.13572586e-04    6.23373875e-04    6.23373875e-04    3.13572586e-04    3.13572586e-04    3.13572586e-04
10       4.98000000e-02    4.98046462e-02    6.16997244e-04    1.22362490e-03    1.22362490e-03    6.16997244e-04    6.16997244e-04    6.16997244e-04
11       6.42000000e-02    6.41884036e-02    1.02147373e-03    2.02101346e-03    2.02101346e-03    1.02147373e-03    1.02147373e-03    1.02147373e-03
12       7.86000000e-02    7.85588376e-02    1.52619220e-03    3.01255193e-03    3.01255193e-03    1.52619220e-03    1.52619220e-03    1.52619220e-03
13       9.30000000e-02    9.29129655e-02    2.13032722e-03    4.19525272e-03    4.19525272e-03    2.13032722e-03    2.13032722e-03    2.13032722e-03
14       1.07400000e-01    1.07247808e-01    2.83303789e-03    5.56612834e-03    5.56612834e-03    2.83303789e-03    2.83303789e-03    2.83303789e-03
15       1.21800000e-01    1.21560389e-01    3.63346798e-03    7.12219145e-03    7.12219145e-03    3.63346798e-03    3.63346798e-03    3.63346798e-03
16       1.50600000e-01    1.50106890e-01    5.52354191e-03    1.07764597e-02    1.07764597e-02    5.52354191e-03    5.52354191e-03    5.52354191e-03
17       1.79400000e-01    1.78528768e-01    7.79383354e-03    1.51356784e-02    1.51356784e-02    7.79383354e-03    7.79383354e-03    7.79383354e-03
18       2.08200000e-01    2.06802428e-01    1.04369565e-02    2.01759600e-02    2.01759600e-02    1.04369565e-02    1.04369565e-02    1.04369565e-02
19       2.37000000e-01    2.34904395e-01    1.34452934e-02    2.58734271e-02    2.58734271e-02    1.34452934e-02    1.34452934e-02    1.34452934e-02
20       2.65800000e-01    2.62811339e-01    1.68110014e-02    3.22042156e-02    3.22042156e-02    1.68110014e-02    1.68110014e-02    1.68110014e-02
21       2.94600000e-01    2.90500091e-01    2.05260171e-02    3.91444790e-02    3.91444790e-02    2.05260171e-02    2.05260171e-02    2.05260171e-02
22       3.23400000e-01    3.17947662e-01    2.45820628e-02    4.66703925e-02    4.66703925e-02    2.45820628e-02    2.45820628e-02    2.45820628e-02
23       3.52200000e-01    3.45131266e-01    2.89706515e-02    5.47581579e-02    5.47581579e-02    2.89706515e-02    2.89706515e-02    2.89706515e-02
24       3.81000000e-01    3.72028333e-01    3.36830936e-02    6.33840089e-02    6.33840089e-02    3.36830936e-02    3.36830936e-02    3.36830936e-02
25       4.09800000e-01    3.98616533e-01    3.87105028e-02    7.25242166e-02    7.25242166e-02    3.87105028e-02    3.87105028e-02    3.87105028e-02
26       4.67400000e-01    4.50778311e-01    4.96691220e-02    9.22415345e-02    9.22415345e-02    4.96691220e-02    4.96691220e-02    4.96691220e-02
27       5.25000000e-01    5.01443412e-01    6.17763007e-02    1.13733441e-01    1.13733441e-01    6.17763007e-02    6.17763007e-02    6.17763007e-02
28       5.82600000e-01    5.50443616e-01    7.49545496e-02    1.36812076e-01    1.36812076e-01    7.49545496e-02    7.49545496e-02    7.49545496e-02
29       6.40200000e-01    5.97616234e-01    8.91238821e-02    1.61290836e-01    1.61290836e-01    8.91238821e-02    8.91238821e-02    8.91238821e-02
30       6.97800000e-01    6.42804641e-01    1.04202049e-01    1.86984624e-01    1.86984624e-01    1.04202049e-01    1.04202049e-01    1.04202049e-01
31       7.55400000e-01    6.85858804e-01    1.20104784e-01    2.13710123e-01    2.13710123e-01    1.20104784e-01    1.20104784e-01    1.20104784e-01
32       8.13000000e-01    7.26635774e-01    1.36746054e-01    2.41286076e-01    2.41286076e-01    1.36746054e-01    1.36746054e-01    1.36746054e-01
33       8.70600000e-01    7.65000161e-01    1.54038317e-01    2.69533585e-01    2.69533585e-01    1.54038317e-01    1.54038317e-01    1.54038317e-01
34       9.28200000e-01    8.00824590e-01    1.71892785e-01    2.98276410e-01    2.98276410e-01    1.71892785e-01    1.71892785e-01    1.71892785e-01
35       9.85800000e-01    8.33990115e-01    1.90219697e-01    3.27341284e-01    3.27341284e-01    1.90219697e-01    1.90219697e-01    1.90219697e-01
36       1.04340000e+00    8.64386619e-01    2.08928587e-01    3.56558228e-01    3.56558228e-01    2.08928587e-01    2.08928587e-01    2.08928587e-01
37       1.10100000e+00    8.91913181e-01    2.27928561e-01    3.85760872e-01    3.85760872e-01    2.27928561e-01    2.27928561e-01    2.27928561e-01
38       1.15860000e+00    9.16478406e-01    2.47128577e-01    4.14786777e-01    4.14786777e-01    2.47128577e-01    2.47128577e-01    2.47128577e-01
39       1.21620000e+00    9.38000733e-01    2.66437722e-01    4.43477758e-01    4.43477758e-01    2.66437722e-01    2.66437722e-01    2.66437722e-01
40       1.27380000e+00    9.56408703e-01    2.85765492e-01    4.71680200e-01    4.71680200e-01    2.85765492e-01    2.85765492e-01    2.85765492e-01
41       1.33140000e+00    9.71641197e-01    3.05022069e-01    4.99245381e-01    4.99245381e-01    3.05022069e-01    3.05022069e-01    3.05022069e-01
42       1.34041435e+00    9.73734267e-01    3.08022549e-01    5.03484379e-01    5.00000000e-01    3.08022549e-01    3.08022549e-01    3.08022549e-01
43       1.34942870e+00    9.75748133e-01    3.11020811e-01    5.07713393e-01    5.00000000e-01    3.11020811e-01    3.11020811e-01    3.11020811e-01
44       1.36745741e+00    9.79537604e-01    3.17003014e-01    5.16109923e-01    5.00000000e-01    3.17003014e-01    3.17003014e-01    3.17003014e-01
45       1.38548611e+00    9.83008378e-01    3.22964109e-01    5.24421288e-01    5.00000000e-01    3.22964109e-01    3.22964109e-01    3.22964109e-01
46       1.42154352e+00    9.88989420e-01    3.34810975e-01    5.40769837e-01    5.00000000e-01    3.34810975e-01    3.34810975e-01    3.34810975e-01
47       1.49365833e+00    9.97084436e-01    3.58124583e-01    5.72249905e-01    5.00000000e-01    3.58124583e-01    3.58124583e-01    3.58124583e-01
48       1.56577315e+00    9.99991058e-01    3.80807282e-01    6.01921687e-01    5.00000000e-01    3.80807282e-01    3.80807282e-01    3.80807282e-01
49       1.63788797e+00    9.97694161e-01    4.02697383e-01    6.29549383e-01    5.00000000e-01    4.02697383e-01    4.02697383e-01    4.02697383e-01
50       1.71000278e+00    9.90205696e-01    4.23638870e-01    6.54913497e-01    5.00000000e-01    4.23638870e-01    4.23638870e-01    4.23638870e-01
51       1.78211760e+00    9.77564632e-01    4.43482150e-01    6.77811582e-01    5.00000000e-01    4.43482150e-01    4.43482150e-01    4.43482150e-01
52       1.85423241e+00    9.59836746e-01    4.62084788e-01    6.98058930e-01    5.00000000e-01    4.62084788e-01    4.62084788e-01    4.62084788e-01
53       1.92634723e+00    9.37114286e-01    4.79312189e-01    7.15489186e-01    5.00000000e-01    4.79312189e-01    4.79312189e-01    4.79312189e-01
54       1.99846204e+00    9.09515491e-01    4.95038254e-01    7.29954902e-01    5.00000000e-01    4.95038254e-01    4.95038254e-01    4.95038254e-01
55       2.07057686e+00    8.77183973e-01    5.02423362e-01    7.41328005e-01    5.00000000e-01    5.02423362e-01    5.09145990e-01    5.00000000e-01
56       2.12914410e+00    8.47558968e-01    5.02285470e-01    7.48215496e-01    5.00000000e-01    5.02285470e-01    5.19340445e-01    5.00000000e-01
57       2.18771134e+00    8.15024615e-01    5.02155425e-01    7.52942618e-01    5.00000000e-01    5.02155425e-01    5.28343686e-01    5.00000000e-01
58       2.24627858e+00    7.79692593e-01    5.02032779e-01    7.55469931e-01    5.00000000e-01    5.02032779e-01    5.36107737e-01    5.00000000e-01
59       2.30484582e+00    7.41684183e-01    5.01917112e-01    7.55766866e-01    5.00000000e-01    5.01917112e-01    5.42589369e-01    5.00000000e-01
60       2.36341306e+00    7.01129853e-01    5.01808026e-01    7.53811758e-01    5.00000000e-01    5.01808026e-01    5.47750232e-01    5.00000000e-01
61       2.42198030e+00    6.58168810e-01    5.01705148e-01    7.49591843e-01    5.00000000e-01    5.01705148e-01    5.51556978e-01    5.00000000e-01
62       2.48054754e+00    6.12948525e-01    5.01608123e-01    7.43103244e-01    5.00000000e-01    5.01608123e-01    5.53981354e-01    5.00000000e-01
63       2.53911478e+00    5.65624220e-01    5.01516619e-01    7.34350915e-01    5.00000000e-01    5.01516619e-01    5.55000294e-01    5.00000000e-01
64       2.59768202e+00    5.16358342e-01    5.01430322e-01    7.23348563e-01    5.00000000e-01    5.01430322e-01    5.54595979e-01    5.00000000e-01
65       2.65624926e+00    4.65320003e-01    5.00867951e-01    7.10118552e-01    5.00000000e-01    5.00867951e-01    5.52755891e-01    5.00000000e-01
66       2.71481650e+00    4.12684396e-01    4.99082441e-01    6.94691768e-01    5.00000000e-01    4.99082441e-01    5.49472841e-01    5.00000000e-01
67       2.77338374e+00    3.58632201e-01    4.95808902e-01    6.77107463e-01    5.00000000e-01    4.95808902e-01    5.44744983e-01    5.00000000e-01
68       2.83195098e+00    3.03348959e-01    4.91052073e-01    6.57413075e-01    5.00000000e-01    4.91052073e-01    5.38575808e-01    5.00000000e-01
69       2.89051822e+00    2.47024434e-01    4.84821974e-01    6.35664022e-01    5.00000000e-01    4.84821974e-01    5.30974124e-01    5.00000000e-01
70       2.94908546e+00    1.89851969e-01    4.77133860e-01    6.11923466e-01    5.00000000e-01    4.77133860e-01    5.21954011e-01    5.00000000e-01
71       3.00765270e+00    1.32027813e-01    4.68008173e-01    5.86262062e-01    5.00000000e-01    4.68008173e-01    5.11534767e-01    5.00000000e-01
72       3.06621994e+00    7.37504571e-02    4.57470457e-01    5.58757671e-01    5.00000000e-01    4.57470457e-01    4.99740828e-01    5.00000000e-01
73       3.07423898e+00    6.57469107e-02    4.55906106e-01    5.54835649e-01    5.00000000e-01    4.55906106e-01    4.98007670e-01    4.98007670e-01
74       3.08225803e+00    5.77391322e-02    4.54328863e-01    5.50897310e-01    5.00000000e-01    4.54328863e-01    4.96261958e-01    4.96261958e-01
75       3.09027707e+00    4.97276370e-02    4.52725881e-01    5.46926454e-01    5.00000000e-01    4.52725881e-01    4.94491181e-01    4.94491181e-01
76       3.10631515e+00    3.36955598e-02    4.49443103e-01    5.38888236e-01    5.00000000e-01    4.49443103e-01    4.90874823e-01    4.90874823e-01
77       3.13839131e+00    1.60950793e-03    4.42573102e-01    5.22432908e-01    5.00000000e-01    4.42573102e-01    4.83345623e-01    4.83345623e-01
78       3.16985334e+00   -2.98640385e-02    4.35256287e-01    5.05586545e-01    5.00000000e-01    4.35256287e-01    4.75397348e-01    4.75397348e-01
79       3.18008628e+00   -4.00958654e-02    4.32836541e-01    5.00059167e-01    5.00000000e-01    4.32836541e-01    4.72773267e-01    4.72773267e-01
80       3.18263930e+00   -4.26479850e-02    4.32230356e-01    4.98677158e-01    4.98677158e-01    4.32230356e-01    4.72116167e-01    4.72116167e-01
81       3.18519231e+00   -4.51998263e-02    4.31622930e-01    4.97293656e-01    4.97293656e-01    4.31622930e-01    4.71457859e-01    4.71457859e-01
82       3.18774532e+00   -4.77513728e-02    4.31013023e-01    4.95907177e-01    4.95907177e-01    4.31013023e-01    4.70797136e-01    4.70797136e-01
83       3.19285135e+00   -5.28535144e-02    4.29785785e-01    4.93125319e-01    4.93125319e-01    4.29785785e-01    4.69468458e-01    4.69468458e-01
84       3.20306340e+00   -6.30535263e-02    4.27301718e-01    4.87526264e-01    4.87526264e-01    4.27301718e-01    4.66782286e-01    4.66782286e-01
85       3.22348749e+00   -8.34327395e-02    4.22216097e-01    4.76188833e-01    4.76188833e-01    4.22216097e-01    4.61295535e-01    4.61295535e-01
86       3.26433569e+00   -1.24078158e-01    4.11582196e-01    4.52973310e-01    4.52973310e-01    4.11582196e-01    4.49871541e-01    4.49871541e-01
87       3.30518389e+00   -1.64516362e-01    4.00343628e-01    4.29064206e-01    4.29064206e-01    4.00343628e-01    4.37858853e-01    4.37858853e-01
88       3.34603209e+00   -2.04679818e-01    3.88517490e-01    4.04498931e-01    4.04498931e-01    3.88517490e-01    4.25274245e-01    4.25274245e-01
89       3.38688028e+00   -2.44501451e-01    3.76121893e-01    3.79316093e-01    3.79316093e-01    3.76121893e-01    4.12135514e-01    4.12135514e-01
90       3.42772848e+00   -2.83914758e-01    3.63175935e-01    3.53555428e-01    3.53555428e-01    3.63175935e-01    3.98461446e-01    3.98461446e-01
91       3.46857668e+00   -3.22853917e-01    3.49699663e-01    3.27257730e-01    3.27257730e-01    3.49699663e-01    3.84271784e-01    3.84271784e-01
92       3.50942488e+00   -3.61253898e-01    3.35714041e-01    3.00464778e-01    3.00464778e-01    3.35714041e-01    3.69587196e-01    3.69587196e-01
93       3.55027307e+00   -3.99050572e-01    3.21240918e-01    2.73219265e-01    2.73219265e-01    3.21240918e-01    3.54429238e-01    3.54429238e-01
94       3.59112127e+00   -4.36180818e-01    3.06302985e-01    2.45564721e-01    2.45564721e-01    3.06302985e-01    3.38820315e-01    3.38820315e-01
95       3.63196947e+00   -4.72582626e-01    2.90923739e-01    2.17545439e-01    2.17545439e-01    2.90923739e-01    3.22783645e-01    3.22783645e-01
96       3.67281767e+00   -5.08195204e-01    2.75127444e-01    1.89206396e-01    1.89206396e-01    2.75127444e-01    3.06343219e-01    3.06343219e-01
97       3.71366586e+00   -5.42959078e-01    2.58939091e-01    1.60593176e-01    1.60593176e-01    2.58939091e-01    2.89523757e-01    2.89523757e-01
98       3.75451406e+00   -5.76816191e-01    2.42384351e-01    1.31751891e-01    1.31751891e-01    2.42384351e-01    2.72350667e-01    2.72350667e-01
99       3.79536226e+00   -6.09710000e-01    2.25489536e-01    1.02729100e-01    1.02729100e-01    2.25489536e-01    2.54850004e-01    2.54850004e-01
