Index   V(13)           V(6)           V(8)           
155     1.27500000e+01   9.09443318e-01   8.59423936e+00   
156     1.28000000e+01   9.06160991e-01   8.56322136e+00   
157     1.28500000e+01   9.02877226e-01   8.53218979e+00   
158     1.29000000e+01   8.99592080e-01   8.50114515e+00   
159     1.29500000e+01   8.96305604e-01   8.47008796e+00   
160     1.30000000e+01   8.93017849e-01   8.43901867e+00   
161     1.30500000e+01   8.89728861e-01   8.40793773e+00   
162     1.31000000e+01   8.86438684e-01   8.37684556e+00   
163     1.31500000e+01   8.83147361e-01   8.34574256e+00   
164     1.32000000e+01   8.79854931e-01   8.31462910e+00   
165     1.32500000e+01   8.76561432e-01   8.28350553e+00   
166     1.33000000e+01   8.73266900e-01   8.25237221e+00   
167     1.33500000e+01   8.69971370e-01   8.22122944e+00   
168     1.34000000e+01   8.66674873e-01   8.19007755e+00   
169     1.34500000e+01   8.63377440e-01   8.15891681e+00   
170     1.35000000e+01   8.60079102e-01   8.12774751e+00   
171     1.35500000e+01   8.56779885e-01   8.09656992e+00   
172     1.36000000e+01   8.53479818e-01   8.06538428e+00   
173     1.36500000e+01   8.50178925e-01   8.03419084e+00   
174     1.37000000e+01   8.46877232e-01   8.00298984e+00   
175     1.37500000e+01   8.43574761e-01   7.97178149e+00   
176     1.38000000e+01   8.40271534e-01   7.94056600e+00   
177     1.38500000e+01   8.36967575e-01   7.90934358e+00   
178     1.39000000e+01   8.33662902e-01   7.87811442e+00   
179     1.39500000e+01   8.30357536e-01   7.84687871e+00   
180     1.40000000e+01   8.27051495e-01   7.81563663e+00   
181     1.40500000e+01   8.23744798e-01   7.78438834e+00   
182     1.41000000e+01   8.20437463e-01   7.75313402e+00   
183     1.41500000e+01   8.17129505e-01   7.72187382e+00   
184     1.42000000e+01   8.13820941e-01   7.69060790e+00   
185     1.42500000e+01   8.10511787e-01   7.65933639e+00   
186     1.43000000e+01   8.07202058e-01   7.62805945e+00   
187     1.43500000e+01   8.03891767e-01   7.59677720e+00   
188     1.44000000e+01   8.00580929e-01   7.56548978e+00   
189     1.44500000e+01   7.97269557e-01   7.53419731e+00   
190     1.45000000e+01   7.93957663e-01   7.50289992e+00   
191     1.45500000e+01   7.90645261e-01   7.47159771e+00   
192     1.46000000e+01   7.87332362e-01   7.44029082e+00   
193     1.46500000e+01   7.84018977e-01   7.40897933e+00   
194     1.47000000e+01   7.80705119e-01   7.37766337e+00   
195     1.47500000e+01   7.77390796e-01   7.34634303e+00   
196     1.48000000e+01   7.74076021e-01   7.31501840e+00   
197     1.48500000e+01   7.70760803e-01   7.28368959e+00   
198     1.49000000e+01   7.67445152e-01   7.25235668e+00   
199     1.49500000e+01   7.64129077e-01   7.22101977e+00   
200     1.50000000e+01   7.60812587e-01   7.18967894e+00   
201     1.50500000e+01   7.57495691e-01   7.15833428e+00   
202     1.51000000e+01   7.54178398e-01   7.12698586e+00   
203     1.51500000e+01   7.50860716e-01   7.09563376e+00   
204     1.52000000e+01   7.47542652e-01   7.06427807e+00   
205     1.52500000e+01   7.44224216e-01   7.03291884e+00   
206     1.53000000e+01   7.40905414e-01   7.00155616e+00   
207     1.53500000e+01   7.37586253e-01   6.97019009e+00   
208     1.54000000e+01   7.34266741e-01   6.93882070e+00   
209     1.54500000e+01   7.30946885e-01   6.90744806e+00   
210     1.55000000e+01   7.27626691e-01   6.87607223e+00   
211     1.55500000e+01   7.24306165e-01   6.84469326e+00   
212     1.56000000e+01   7.20985315e-01   6.81331123e+00   
213     1.56500000e+01   7.17664146e-01   6.78192618e+00   
214     1.57000000e+01   7.14342664e-01   6.75053818e+00   
215     1.57500000e+01   7.11020875e-01   6.71914727e+00   
216     1.58000000e+01   7.07698785e-01   6.68775352e+00   
217     1.58500000e+01   7.04376399e-01   6.65635697e+00   
218     1.59000000e+01   7.01053723e-01   6.62495768e+00   
219     1.59500000e+01   6.97730761e-01   6.59355569e+00   
220     1.60000000e+01   6.94407518e-01   6.56215105e+00   
221     1.60500000e+01   6.91084001e-01   6.53074381e+00   
222     1.61000000e+01   6.87760212e-01   6.49933401e+00   
223     1.61500000e+01   6.84436158e-01   6.46792170e+00   
224     1.62000000e+01   6.81111843e-01   6.43650692e+00   
225     1.62500000e+01   6.77787271e-01   6.40508971e+00   
226     1.63000000e+01   6.74462446e-01   6.37367011e+00   
227     1.63500000e+01   6.71137373e-01   6.34224817e+00   
228     1.64000000e+01   6.67812056e-01   6.31082392e+00   
229     1.64500000e+01   6.64486499e-01   6.27939742e+00   
230     1.65000000e+01   6.61160709e-01   6.24796870e+00   
231     1.65500000e+01   6.57834698e-01   6.21653789e+00   
232     1.66000000e+01   6.54508492e-01   6.18510525e+00   
233     1.66500000e+01   6.51182179e-01   6.15367159e+00   
234     1.67000000e+01   6.47856042e-01   6.12223959e+00   
235     1.67500000e+01   6.44531017e-01   6.09081811e+00   
236     1.68000000e+01   6.41210230e-01   6.05943667e+00   
237     1.68500000e+01   6.37903905e-01   6.02819191e+00   
238     1.69000000e+01   6.34643669e-01   5.99738267e+00   
239     1.69500000e+01   6.31512663e-01   5.96779467e+00   
240     1.70000000e+01   6.28657821e-01   5.94081641e+00   
241     1.70500000e+01   6.26193048e-01   5.91752431e+00   
242     1.71000000e+01   6.24095632e-01   5.89770373e+00   
243     1.71500000e+01   6.22269151e-01   5.88044347e+00   
244     1.72000000e+01   6.20626985e-01   5.86492501e+00   
245     1.72500000e+01   6.19110665e-01   5.85059578e+00   
246     1.73000000e+01   6.17682998e-01   5.83710433e+00   
247     1.73500000e+01   6.16320056e-01   5.82422453e+00   
248     1.74000000e+01   6.15005954e-01   5.81180627e+00   
249     1.74500000e+01   6.13729772e-01   5.79974635e+00   
250     1.75000000e+01   6.12483756e-01   5.78797150e+00   
251     1.75500000e+01   6.11262236e-01   5.77642813e+00   
252     1.76000000e+01   6.10060961e-01   5.76507608e+00   
253     1.76500000e+01   6.08876670e-01   5.75388453e+00   
254     1.77000000e+01   6.07706813e-01   5.74282939e+00   
255     1.77500000e+01   6.06549365e-01   5.73189150e+00   
256     1.78000000e+01   6.05402689e-01   5.72105541e+00   
257     1.78500000e+01   6.04265445e-01   5.71030846e+00   
258     1.79000000e+01   6.03136528e-01   5.69964019e+00   
259     1.79500000e+01   6.02015009e-01   5.68904183e+00   
260     1.80000000e+01   6.00900107e-01   5.67850601e+00   
261     1.80500000e+01   5.99791155e-01   5.66802641e+00   
262     1.81000000e+01   5.98687581e-01   5.65759764e+00   
263     1.81500000e+01   5.97588890e-01   5.64721501e+00   
264     1.82000000e+01   5.96494654e-01   5.63687448e+00   
265     1.82500000e+01   5.95404494e-01   5.62657247e+00   
266     1.83000000e+01   5.94318080e-01   5.61630586e+00   
267     1.83500000e+01   5.93235119e-01   5.60607187e+00   
268     1.84000000e+01   5.92155350e-01   5.59586806e+00   
269     1.84500000e+01   5.91078541e-01   5.58569222e+00   
270     1.85000000e+01   5.90004485e-01   5.57554238e+00   
271     1.85500000e+01   5.88932992e-01   5.56541678e+00   
272     1.86000000e+01   5.87863896e-01   5.55531381e+00   
273     1.86500000e+01   5.86797042e-01   5.54523204e+00   
274     1.87000000e+01   5.85732291e-01   5.53517015e+00   
275     1.87500000e+01   5.84669518e-01   5.52512694e+00   
276     1.88000000e+01   5.83608605e-01   5.51510132e+00   
277     1.88500000e+01   5.82549448e-01   5.50509229e+00   
278     1.89000000e+01   5.81491949e-01   5.49509892e+00   
279     1.89500000e+01   5.80436019e-01   5.48512038e+00   
280     1.90000000e+01   5.79381574e-01   5.47515588e+00   
281     1.90500000e+01   5.78328540e-01   5.46520470e+00   
282     1.91000000e+01   5.77276844e-01   5.45526617e+00   
283     1.91500000e+01   5.76226422e-01   5.44533969e+00   
284     1.92000000e+01   5.75177213e-01   5.43542464e+00   
285     1.92500000e+01   5.74129159e-01   5.42552055e+00   
286     1.93000000e+01   5.73082209e-01   5.41562687e+00   
287     1.93500000e+01   5.72036312e-01   5.40574315e+00   
288     1.94000000e+01   5.70991423e-01   5.39586895e+00   
289     1.94500000e+01   5.69947494e-01   5.38600387e+00   
290     1.95000000e+01   5.68904494e-01   5.37614752e+00   
291     1.95500000e+01   5.67862379e-01   5.36629953e+00   
292     1.96000000e+01   5.66821114e-01   5.35645958e+00   
293     1.96500000e+01   5.65780665e-01   5.34662734e+00   
294     1.97000000e+01   5.64741000e-01   5.33680251e+00   
295     1.97500000e+01   5.63702090e-01   5.32698481e+00   
296     1.98000000e+01   5.62663888e-01   5.31717382e+00   
297     1.98500000e+01   5.61626403e-01   5.30736959e+00   
298     1.99000000e+01   5.60589591e-01   5.29757172e+00   
299     1.99500000e+01   5.59553430e-01   5.28778000e+00   
300     2.00000000e+01   5.58517896e-01   5.27799420e+00   
301     2.00500000e+01   5.57482967e-01   5.26821412e+00   
302     2.01000000e+01   5.56448624e-01   5.25843957e+00   
303     2.01500000e+01   5.55414845e-01   5.24867037e+00   
304     2.02000000e+01   5.54381614e-01   5.23890633e+00   
305     2.02500000e+01   5.53348911e-01   5.22914729e+00   
306     2.03000000e+01   5.52316721e-01   5.21939309e+00   
307     2.03500000e+01   5.51285027e-01   5.20964359e+00   
308     2.04000000e+01   5.50253814e-01   5.19989862e+00   
309     2.04500000e+01   5.49223067e-01   5.19015806e+00   
310     2.05000000e+01   5.48192772e-01   5.18042177e+00   
311     2.05500000e+01   5.47162915e-01   5.17068963e+00   
312     2.06000000e+01   5.46133485e-01   5.16096151e+00   
313     2.06500000e+01   5.45104468e-01   5.15123731e+00   
314     2.07000000e+01   5.44075853e-01   5.14151689e+00   
315     2.07500000e+01   5.43047629e-01   5.13180017e+00   
316     2.08000000e+01   5.42019784e-01   5.12208704e+00   
317     2.08500000e+01   5.40992309e-01   5.11237740e+00   
318     2.09000000e+01   5.39965193e-01   5.10267115e+00   
319     2.09500000e+01   5.38938427e-01   5.09296821e+00   
320     2.10000000e+01   5.37912002e-01   5.08326849e+00   
321     2.10500000e+01   5.36885933e-01   5.07357207e+00   
322     2.11000000e+01   5.35860163e-01   5.06387854e+00   
323     2.11500000e+01   5.34834708e-01   5.05418799e+00   
324     2.12000000e+01   5.33809560e-01   5.04450034e+00   
325     2.12500000e+01   5.32784711e-01   5.03481552e+00   
326     2.13000000e+01   5.31760155e-01   5.02513346e+00   
327     2.13500000e+01   5.30735883e-01   5.01545410e+00   
328     2.14000000e+01   5.29711890e-01   5.00577736e+00   
329     2.14500000e+01   5.28688169e-01   4.99610319e+00   
330     2.15000000e+01   5.27664712e-01   4.98643153e+00   
331     2.15500000e+01   5.26641515e-01   4.97676232e+00   
332     2.16000000e+01   5.25618571e-01   4.96709550e+00   
333     2.16500000e+01   5.24595875e-01   4.95743101e+00   
334     2.17000000e+01   5.23573420e-01   4.94776882e+00   
335     2.17500000e+01   5.22551202e-01   4.93810886e+00   
336     2.18000000e+01   5.21529215e-01   4.92845108e+00   
337     2.18500000e+01   5.20507455e-01   4.91879545e+00   
338     2.19000000e+01   5.19485847e-01   4.90914137e+00   
339     2.19500000e+01   5.18464524e-01   4.89948986e+00   
340     2.20000000e+01   5.17443412e-01   4.88984035e+00   
341     2.20500000e+01   5.16422508e-01   4.88019281e+00   
342     2.21000000e+01   5.15401808e-01   4.87054719e+00   
343     2.21500000e+01   5.14381381e-01   4.86090405e+00   
344     2.22000000e+01   5.13361076e-01   4.85126217e+00   
345     2.22500000e+01   5.12340962e-01   4.84162209e+00   
346     2.23000000e+01   5.11321036e-01   4.83198379e+00   
347     2.23500000e+01   5.10301294e-01   4.82234722e+00   
348     2.24000000e+01   5.09281731e-01   4.81271236e+00   
349     2.24500000e+01   5.08262345e-01   4.80307916e+00   
350     2.25000000e+01   5.07243133e-01   4.79344761e+00   
351     2.25500000e+01   5.06224091e-01   4.78381766e+00   
352     2.26000000e+01   5.05205215e-01   4.77418928e+00   
353     2.26500000e+01   5.04186503e-01   4.76456245e+00   
354     2.27000000e+01   5.03167951e-01   4.75493714e+00   
355     2.27500000e+01   5.02149557e-01   4.74531332e+00   
356     2.28000000e+01   5.01131318e-01   4.73569096e+00   
357     2.28500000e+01   5.00113231e-01   4.72607003e+00   
358     2.29000000e+01   4.99095293e-01   4.71645052e+00   
359     2.29500000e+01   4.98077502e-01   4.70683239e+00   
360     2.30000000e+01   4.97059854e-01   4.69721562e+00   
361     2.30500000e+01   4.96042349e-01   4.68760019e+00   
362     2.31000000e+01   4.95024982e-01   4.67798608e+00   
363     2.31500000e+01   4.94007752e-01   4.66837325e+00   
364     2.32000000e+01   4.92990656e-01   4.65876170e+00   
365     2.32500000e+01   4.91973692e-01   4.64915139e+00   
366     2.33000000e+01   4.90956858e-01   4.63954231e+00   
367     2.33500000e+01   4.89940152e-01   4.62993444e+00   
368     2.34000000e+01   4.88923571e-01   4.62032775e+00   
369     2.34500000e+01   4.87907114e-01   4.61072223e+00   
370     2.35000000e+01   4.86890778e-01   4.60111785e+00   
371     2.35500000e+01   4.85874562e-01   4.59151461e+00   
372     2.36000000e+01   4.84858805e-01   4.58191224e+00   
373     2.36500000e+01   4.83842746e-01   4.57231053e+00   
374     2.37000000e+01   4.82826864e-01   4.56271048e+00   
375     2.37500000e+01   4.81811100e-01   4.55311154e+00   
376     2.38000000e+01   4.80795447e-01   4.54351365e+00   
377     2.38500000e+01   4.79779902e-01   4.53391679e+00   
378     2.39000000e+01   4.78764465e-01   4.52432094e+00   
379     2.39500000e+01   4.77749134e-01   4.51472609e+00   
380     2.40000000e+01   4.76733906e-01   4.50513222e+00   
381     2.40500000e+01   4.75718780e-01   4.49553931e+00   
382     2.41000000e+01   4.74703755e-01   4.48594736e+00   
383     2.41500000e+01   4.73688830e-01   4.47635634e+00   
384     2.42000000e+01   4.72674002e-01   4.46676625e+00   
385     2.42500000e+01   4.71659271e-01   4.45717707e+00   
386     2.43000000e+01   4.70644635e-01   4.44758878e+00   
387     2.43500000e+01   4.69630092e-01   4.43800138e+00   
388     2.44000000e+01   4.68615642e-01   4.42841486e+00   
389     2.44500000e+01   4.67601283e-01   4.41882919e+00   
390     2.45000000e+01   4.66587013e-01   4.40924437e+00   
391     2.45500000e+01   4.65572832e-01   4.39966038e+00   
392     2.46000000e+01   4.64558738e-01   4.39007722e+00   
393     2.46500000e+01   4.63544730e-01   4.38049487e+00   
394     2.47000000e+01   4.62530807e-01   4.37091332e+00   
395     2.47500000e+01   4.61516967e-01   4.36133256e+00   
396     2.48000000e+01   4.60503210e-01   4.35175259e+00   
397     2.48500000e+01   4.59489535e-01   4.34217338e+00   
398     2.49000000e+01   4.58475939e-01   4.33259493e+00   
399     2.49500000e+01   4.57462424e-01   4.32301722e+00   
400     2.50000000e+01   4.56448986e-01   4.31344026e+00   
401     2.50500000e+01   4.55435625e-01   4.30386403e+00   
402     2.51000000e+01   4.54422341e-01   4.29428851e+00   
403     2.51500000e+01   4.53409131e-01   4.28471371e+00   
404     2.52000000e+01   4.52395996e-01   4.27513960e+00   
405     2.52500000e+01   4.51382934e-01   4.26556619e+00   
406     2.53000000e+01   4.50369945e-01   4.25599346e+00   
407     2.53500000e+01   4.49357027e-01   4.24642141e+00   
408     2.54000000e+01   4.48344179e-01   4.23685002e+00   
409     2.54500000e+01   4.47331401e-01   4.22727929e+00   
410     2.55000000e+01   4.46318692e-01   4.21770920e+00   
411     2.55500000e+01   4.45306050e-01   4.20813976e+00   
412     2.56000000e+01   4.44293476e-01   4.19857096e+00   
413     2.56500000e+01   4.43280968e-01   4.18900278e+00   
414     2.57000000e+01   4.42268525e-01   4.17943521e+00   
415     2.57500000e+01   4.41256147e-01   4.16986826e+00   
416     2.58000000e+01   4.40243833e-01   4.16030191e+00   
417     2.58500000e+01   4.39231582e-01   4.15073616e+00   
418     2.59000000e+01   4.38219393e-01   4.14117099e+00   
419     2.59500000e+01   4.37207266e-01   4.13160641e+00   
420     2.60000000e+01   4.36195199e-01   4.12204240e+00   
421     2.60500000e+01   4.35183193e-01   4.11247896e+00   
422     2.61000000e+01   4.34171247e-01   4.10291609e+00   
423     2.61500000e+01   4.33159359e-01   4.09335376e+00   
424     2.62000000e+01   4.32147529e-01   4.08379199e+00   
425     2.62500000e+01   4.31135757e-01   4.07423076e+00   
426     2.63000000e+01   4.30124041e-01   4.06467007e+00   
427     2.63500000e+01   4.29112382e-01   4.05510990e+00   
428     2.64000000e+01   4.28100778e-01   4.04555026e+00   
429     2.64500000e+01   4.27089229e-01   4.03599114e+00   
430     2.65000000e+01   4.26077734e-01   4.02643253e+00   
431     2.65500000e+01   4.25066293e-01   4.01687443e+00   
432     2.66000000e+01   4.24054905e-01   4.00731683e+00   
433     2.66500000e+01   4.23043570e-01   3.99775973e+00   
434     2.67000000e+01   4.22032286e-01   3.98820312e+00   
435     2.67500000e+01   4.21021054e-01   3.97864699e+00   
436     2.68000000e+01   4.20009873e-01   3.96909134e+00   
437     2.68500000e+01   4.18998742e-01   3.95953617e+00   
438     2.69000000e+01   4.17987660e-01   3.94998147e+00   
439     2.69500000e+01   4.16976628e-01   3.94042723e+00   
440     2.70000000e+01   4.15965645e-01   3.93087345e+00   
441     2.70500000e+01   4.14954710e-01   3.92132013e+00   
442     2.71000000e+01   4.13943822e-01   3.91176725e+00   
443     2.71500000e+01   4.12932981e-01   3.90221483e+00   
444     2.72000000e+01   4.11922188e-01   3.89266284e+00   
445     2.72500000e+01   4.10911513e-01   3.88311379e+00   
446     2.73000000e+01   4.09900814e-01   3.87356269e+00   
447     2.73500000e+01   4.08890160e-01   3.86401202e+00   
448     2.74000000e+01   4.07879552e-01   3.85446176e+00   
449     2.74500000e+01   4.06868987e-01   3.84491193e+00   
450     2.75000000e+01   4.05858467e-01   3.83536251e+00   
451     2.75500000e+01   4.04847989e-01   3.82581350e+00   
452     2.76000000e+01   4.03837555e-01   3.81626490e+00   
453     2.76500000e+01   4.02827163e-01   3.80671669e+00   
454     2.77000000e+01   4.01816814e-01   3.79716889e+00   
455     2.77500000e+01   4.00806506e-01   3.78762148e+00   
456     2.78000000e+01   3.99796239e-01   3.77807446e+00   
457     2.78500000e+01   3.98786014e-01   3.76852783e+00   
458     2.79000000e+01   3.97775828e-01   3.75898158e+00   
459     2.79500000e+01   3.96765683e-01   3.74943571e+00   
460     2.80000000e+01   3.95755578e-01   3.73989021e+00   
461     2.80500000e+01   3.94745512e-01   3.73034509e+00   
462     2.81000000e+01   3.93735485e-01   3.72080033e+00   
463     2.81500000e+01   3.92725496e-01   3.71125594e+00   
464     2.82000000e+01   3.91715546e-01   3.70171191e+00   
