Index   V(13)           V(6)           V(8)           
0       5.00000000e+00   1.06577446e+00   1.00715686e+01   
1       5.05000000e+00   1.06577446e+00   1.00715686e+01   
2       5.10000000e+00   1.06577446e+00   1.00715686e+01   
3       5.15000000e+00   1.06577446e+00   1.00715686e+01   
4       5.20000000e+00   1.06577446e+00   1.00715686e+01   
5       5.25000000e+00   1.06577446e+00   1.00715686e+01   
6       5.30000000e+00   1.06577446e+00   1.00715686e+01   
7       5.35000000e+00   1.06577446e+00   1.00715686e+01   
8       5.40000000e+00   1.06577445e+00   1.00715686e+01   
9       5.45000000e+00   1.06577445e+00   1.00715686e+01   
10      5.50000000e+00   1.06577445e+00   1.00715686e+01   
11      5.55000000e+00   1.06577445e+00   1.00715686e+01   
12      5.60000000e+00   1.06577445e+00   1.00715686e+01   
13      5.65000000e+00   1.06577445e+00   1.00715686e+01   
14      5.70000000e+00   1.06577445e+00   1.00715686e+01   
15      5.75000000e+00   1.06577445e+00   1.00715686e+01   
16      5.80000000e+00   1.06577445e+00   1.00715686e+01   
17      5.85000000e+00   1.06577445e+00   1.00715686e+01   
18      5.90000000e+00   1.06577445e+00   1.00715686e+01   
19      5.95000000e+00   1.06577445e+00   1.00715686e+01   
20      6.00000000e+00   1.06577445e+00   1.00715686e+01   
21      6.05000000e+00   1.06577445e+00   1.00715685e+01   
22      6.10000000e+00   1.06577445e+00   1.00715685e+01   
23      6.15000000e+00   1.06577445e+00   1.00715685e+01   
24      6.20000000e+00   1.06577445e+00   1.00715685e+01   
25      6.25000000e+00   1.06577445e+00   1.00715685e+01   
26      6.30000000e+00   1.06577445e+00   1.00715685e+01   
27      6.35000000e+00   1.06577445e+00   1.00715685e+01   
28      6.40000000e+00   1.06577445e+00   1.00715685e+01   
29      6.45000000e+00   1.06577445e+00   1.00715685e+01   
30      6.50000000e+00   1.06577445e+00   1.00715685e+01   
31      6.55000000e+00   1.06577445e+00   1.00715685e+01   
32      6.60000000e+00   1.06577445e+00   1.00715685e+01   
33      6.65000000e+00   1.06577444e+00   1.00715685e+01   
34      6.70000000e+00   1.06577444e+00   1.00715685e+01   
35      6.75000000e+00   1.06577444e+00   1.00715685e+01   
36      6.80000000e+00   1.06577444e+00   1.00715685e+01   
37      6.85000000e+00   1.06577444e+00   1.00715685e+01   
38      6.90000000e+00   1.06577444e+00   1.00715685e+01   
39      6.95000000e+00   1.06577444e+00   1.00715685e+01   
40      7.00000000e+00   1.06577444e+00   1.00715685e+01   
41      7.05000000e+00   1.06577444e+00   1.00715685e+01   
42      7.10000000e+00   1.06577444e+00   1.00715685e+01   
43      7.15000000e+00   1.06577444e+00   1.00715685e+01   
44      7.20000000e+00   1.06577444e+00   1.00715685e+01   
45      7.25000000e+00   1.06577444e+00   1.00715685e+01   
46      7.30000000e+00   1.06577444e+00   1.00715685e+01   
47      7.35000000e+00   1.06577444e+00   1.00715684e+01   
48      7.40000000e+00   1.06577444e+00   1.00715684e+01   
49      7.45000000e+00   1.06577444e+00   1.00715684e+01   
50      7.50000000e+00   1.06577444e+00   1.00715684e+01   
51      7.55000000e+00   1.06577444e+00   1.00715684e+01   
52      7.60000000e+00   1.06577444e+00   1.00715684e+01   
53      7.65000000e+00   1.06577444e+00   1.00715684e+01   
54      7.70000000e+00   1.06577444e+00   1.00715684e+01   
55      7.75000000e+00   1.06577444e+00   1.00715684e+01   
56      7.80000000e+00   1.06577443e+00   1.00715684e+01   
57      7.85000000e+00   1.06577443e+00   1.00715684e+01   
58      7.90000000e+00   1.06577443e+00   1.00715684e+01   
59      7.95000000e+00   1.06577443e+00   1.00715684e+01   
60      8.00000000e+00   1.06577443e+00   1.00715684e+01   
61      8.05000000e+00   1.06577443e+00   1.00715684e+01   
62      8.10000000e+00   1.06577443e+00   1.00715684e+01   
63      8.15000000e+00   1.06577443e+00   1.00715684e+01   
64      8.20000000e+00   1.06577443e+00   1.00715684e+01   
65      8.25000000e+00   1.06577443e+00   1.00715684e+01   
66      8.30000000e+00   1.06577443e+00   1.00715684e+01   
67      8.35000000e+00   1.06577443e+00   1.00715684e+01   
68      8.40000000e+00   1.06577443e+00   1.00715684e+01   
69      8.45000000e+00   1.06577443e+00   1.00715683e+01   
70      8.50000000e+00   1.06577443e+00   1.00715683e+01   
71      8.55000000e+00   1.06577443e+00   1.00715683e+01   
72      8.60000000e+00   1.06577443e+00   1.00715683e+01   
73      8.65000000e+00   1.06577443e+00   1.00715683e+01   
74      8.70000000e+00   1.06577442e+00   1.00715683e+01   
75      8.75000000e+00   1.06577442e+00   1.00715683e+01   
76      8.80000000e+00   1.06577442e+00   1.00715683e+01   
77      8.85000000e+00   1.06577442e+00   1.00715683e+01   
78      8.90000000e+00   1.06577442e+00   1.00715683e+01   
79      8.95000000e+00   1.06577442e+00   1.00715683e+01   
80      9.00000000e+00   1.06577442e+00   1.00715682e+01   
81      9.05000000e+00   1.06577442e+00   1.00715682e+01   
82      9.10000000e+00   1.06577441e+00   1.00715682e+01   
83      9.15000000e+00   1.06577441e+00   1.00715682e+01   
84      9.20000000e+00   1.06577441e+00   1.00715681e+01   
85      9.25000000e+00   1.06577440e+00   1.00715681e+01   
86      9.30000000e+00   1.06577440e+00   1.00715681e+01   
87      9.35000000e+00   1.06577439e+00   1.00715680e+01   
88      9.40000000e+00   1.06577438e+00   1.00715679e+01   
89      9.45000000e+00   1.06577437e+00   1.00715678e+01   
90      9.50000000e+00   1.06577435e+00   1.00715676e+01   
91      9.55000000e+00   1.06577433e+00   1.00715674e+01   
92      9.60000000e+00   1.06577428e+00   1.00715670e+01   
93      9.65000000e+00   1.06577422e+00   1.00715664e+01   
94      9.70000000e+00   1.06577410e+00   1.00715652e+01   
95      9.75000000e+00   1.06577386e+00   1.00715630e+01   
96      9.80000000e+00   1.06577333e+00   1.00715580e+01   
97      9.85000000e+00   1.06577185e+00   1.00715440e+01   
98      9.90000000e+00   1.06576767e+00   1.00715045e+01   
99      9.95000000e+00   1.06575673e+00   1.00714011e+01   
100     1.00000000e+01   1.06572830e+00   1.00711324e+01   
101     1.00500000e+01   1.06565568e+00   1.00704462e+01   
102     1.01000000e+01   1.06547786e+00   1.00687658e+01   
103     1.01500000e+01   1.06507935e+00   1.00649999e+01   
104     1.02000000e+01   1.06431032e+00   1.00577326e+01   
105     1.02500000e+01   1.06307678e+00   1.00460756e+01   
106     1.03000000e+01   1.06139996e+00   1.00302296e+01   
107     1.03500000e+01   1.05936899e+00   1.00110370e+01   
108     1.04000000e+01   1.05707635e+00   9.98937147e+00   
109     1.04500000e+01   1.05459338e+00   9.96590748e+00   
110     1.05000000e+01   1.05197032e+00   9.94111953e+00   
111     1.05500000e+01   1.04924183e+00   9.91533530e+00   
112     1.06000000e+01   1.04643211e+00   9.88878345e+00   
113     1.06500000e+01   1.04355839e+00   9.86162678e+00   
114     1.07000000e+01   1.04063322e+00   9.83398392e+00   
115     1.07500000e+01   1.03766595e+00   9.80594321e+00   
116     1.08000000e+01   1.03466369e+00   9.77757189e+00   
117     1.08500000e+01   1.03163196e+00   9.74892205e+00   
118     1.09000000e+01   1.02857511e+00   9.72003477e+00   
119     1.09500000e+01   1.02549660e+00   9.69094290e+00   
120     1.10000000e+01   1.02239927e+00   9.66167312e+00   
121     1.10500000e+01   1.01928543e+00   9.63224734e+00   
122     1.11000000e+01   1.01615701e+00   9.60268374e+00   
123     1.11500000e+01   1.01301562e+00   9.57299757e+00   
124     1.12000000e+01   1.00986262e+00   9.54320173e+00   
125     1.12500000e+01   1.00669918e+00   9.51330723e+00   
126     1.13000000e+01   1.00352630e+00   9.48332352e+00   
127     1.13500000e+01   1.00034485e+00   9.45325880e+00   
128     1.14000000e+01   9.97155575e-01   9.42312018e+00   
129     1.14500000e+01   9.93959145e-01   9.39291392e+00   
130     1.15000000e+01   9.90756137e-01   9.36264549e+00   
131     1.15500000e+01   9.87547065e-01   9.33231977e+00   
132     1.16000000e+01   9.84332388e-01   9.30194107e+00   
133     1.16500000e+01   9.81112513e-01   9.27151324e+00   
134     1.17000000e+01   9.77887805e-01   9.24103975e+00   
135     1.17500000e+01   9.74658593e-01   9.21052370e+00   
136     1.18000000e+01   9.71425174e-01   9.17996790e+00   
137     1.18500000e+01   9.68187817e-01   9.14937487e+00   
138     1.19000000e+01   9.64946766e-01   9.11874694e+00   
139     1.19500000e+01   9.61702243e-01   9.08808620e+00   
140     1.20000000e+01   9.58454451e-01   9.05739456e+00   
141     1.20500000e+01   9.55203576e-01   9.02667379e+00   
142     1.21000000e+01   9.51949789e-01   8.99592550e+00   
143     1.21500000e+01   9.48693246e-01   8.96515118e+00   
144     1.22000000e+01   9.45434093e-01   8.93435218e+00   
145     1.22500000e+01   9.42172463e-01   8.90352977e+00   
146     1.23000000e+01   9.38908480e-01   8.87268513e+00   
147     1.23500000e+01   9.35642258e-01   8.84181934e+00   
148     1.24000000e+01   9.32373905e-01   8.81093341e+00   
149     1.24500000e+01   9.29103520e-01   8.78002827e+00   
150     1.25000000e+01   9.25831196e-01   8.74910480e+00   
151     1.25500000e+01   9.22557018e-01   8.71816382e+00   
152     1.26000000e+01   9.19281068e-01   8.68720609e+00   
153     1.26500000e+01   9.16003422e-01   8.65623233e+00   
154     1.27000000e+01   9.12724149e-01   8.62524321e+00   
