      TIME              V(1)              V(2)               VV1               VV2            {VV1-VV2}          DIFWIN             DIFTD        EQNRETURNNEGONE   EQNRETURNNEG100 
   2.18939904e-04    1.96203473e+00    9.46995200e-02    2.96203473e+00    1.20946995e+01   -9.13266479e+00   -9.13266479e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.28377088e-04    1.98157023e+00    1.41885440e-01    2.98157023e+00    1.21418854e+01   -9.16031521e+00   -9.16031521e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.37814272e-04    1.99414064e+00    1.89071360e-01    2.99414064e+00    1.21890714e+01   -9.19493072e+00   -9.19493072e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.47251456e-04    1.99970177e+00    2.36257280e-01    2.99970177e+00    1.22362573e+01   -9.23655551e+00   -9.23655551e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.56688640e-04    1.99823408e+00    2.83443200e-01    2.99823408e+00    1.22834432e+01   -9.28520912e+00   -9.28520912e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.66125824e-04    1.98974273e+00    3.30629120e-01    2.98974273e+00    1.23306291e+01   -9.34088639e+00   -9.34088639e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.75563008e-04    1.97425756e+00    3.77815040e-01    2.97425756e+00    1.23778150e+01   -9.40355748e+00   -9.40355748e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.85000192e-04    1.95183300e+00    4.25000960e-01    2.95183300e+00    1.24250010e+01   -9.47316796e+00   -9.47316796e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   2.94437376e-04    1.92254787e+00    4.72186880e-01    2.92254787e+00    1.24721869e+01   -9.54963901e+00   -9.54963901e+00   -1.00000000e+00   -1.00000000e+00   -1.00000000e+02
   3.03874560e-04    1.88650512e+00    5.19372800e-01    2.88650512e+00    1.25193728e+01   -9.63286768e+00   -9.54963901e+00   -9.63286768e+00   -1.00000000e+00   -1.00000000e+02
   3.13311744e-04    1.84383142e+00    5.66558720e-01    2.84383142e+00    1.25665587e+01   -9.72272730e+00   -9.54963901e+00   -9.72272730e+00   -1.00000000e+00   -1.00000000e+02
   3.22748928e-04    1.79467677e+00    6.13744640e-01    2.79467677e+00    1.26137446e+01   -9.81906787e+00   -9.54963901e+00   -9.81906787e+00   -1.00000000e+00   -1.00000000e+02
   3.32186112e-04    1.73921395e+00    6.60930560e-01    2.73921395e+00    1.26609306e+01   -9.92171661e+00   -9.54963901e+00   -9.92171661e+00   -1.00000000e+00   -1.00000000e+02
   3.41623296e-04    1.67763791e+00    7.08116480e-01    2.67763791e+00    1.27081165e+01   -1.00304786e+01   -9.54963901e+00   -1.00304786e+01   -1.00000000e+00   -1.00000000e+02
   3.51060480e-04    1.61016508e+00    7.55302400e-01    2.61016508e+00    1.27553024e+01   -1.01451373e+01   -9.54963901e+00   -1.01451373e+01   -1.00000000e+00   -1.00000000e+02
   3.60497664e-04    1.53703262e+00    8.02488320e-01    2.53703262e+00    1.28024883e+01   -1.02654557e+01   -9.54963901e+00   -1.02654557e+01   -1.00000000e+00   -1.00000000e+02
   3.69934848e-04    1.45849759e+00    8.49674240e-01    2.45849759e+00    1.28496742e+01   -1.03911767e+01   -9.54963901e+00   -1.03911767e+01   -1.00000000e+00   -1.00000000e+02
   3.79372032e-04    1.37483603e+00    8.96860160e-01    2.37483603e+00    1.28968602e+01   -1.05220241e+01   -9.54963901e+00   -1.05220241e+01   -1.00000000e+00   -1.00000000e+02
   3.88809216e-04    1.28634202e+00    9.44046080e-01    2.28634202e+00    1.29440461e+01   -1.06577041e+01   -9.54963901e+00   -1.06577041e+01   -1.00000000e+00   -1.00000000e+02
   3.98246400e-04    1.19332660e+00    9.91232000e-01    2.19332660e+00    1.29912320e+01   -1.07979054e+01   -9.54963901e+00   -1.07979054e+01   -1.00000000e+00   -1.00000000e+02
   4.00000000e-04    1.17557050e+00    1.00000000e+00    2.17557050e+00    1.30000000e+01   -1.08244295e+01   -9.54963901e+00   -1.08244295e+01   -1.00000000e+00   -1.00000000e+02
   4.00466846e-04    1.17081930e+00    1.00000000e+00    2.17081930e+00    1.30000000e+01   -1.08291807e+01   -9.54963901e+00   -1.08291807e+01   -1.00000000e+00   -1.00000000e+02
   4.00870629e-04    1.16670179e+00    1.00000000e+00    2.16670179e+00    1.30000000e+01   -1.08332982e+01   -9.54963901e+00   -1.08332982e+01   -1.00000000e+00   -1.00000000e+02
   4.01678194e-04    1.15844427e+00    1.00000000e+00    2.15844427e+00    1.30000000e+01   -1.08415557e+01   -9.54963901e+00   -1.08415557e+01   -1.00000000e+00   -1.00000000e+02
   4.03293324e-04    1.14183996e+00    1.00000000e+00    2.14183996e+00    1.30000000e+01   -1.08581600e+01   -9.54963901e+00   -1.08581600e+01   -1.00000000e+00   -1.00000000e+02
   4.06523583e-04    1.10828028e+00    1.00000000e+00    2.10828028e+00    1.30000000e+01   -1.08917197e+01   -9.54963901e+00   -1.08917197e+01   -1.00000000e+00   -1.00000000e+02
   4.12984102e-04    1.03980534e+00    1.00000000e+00    2.03980534e+00    1.30000000e+01   -1.09601947e+01   -9.54963901e+00   -1.09601947e+01   -1.00000000e+00   -1.00000000e+02
   4.19444622e-04    9.69617294e-01    1.00000000e+00    1.96961729e+00    1.30000000e+01   -1.10303827e+01   -9.54963901e+00   -1.10303827e+01   -1.00000000e+00   -1.00000000e+02
   4.25905141e-04    8.97831765e-01    1.00000000e+00    1.89783176e+00    1.30000000e+01   -1.11021682e+01   -9.54963901e+00   -1.11021682e+01   -1.00000000e+00   -1.00000000e+02
   4.38826179e-04    7.49943781e-01    1.00000000e+00    1.74994378e+00    1.30000000e+01   -1.12500562e+01   -9.54963901e+00   -1.12500562e+01   -1.00000000e+00   -1.00000000e+02
   4.51747218e-04    5.97115596e-01    1.00000000e+00    1.59711560e+00    1.30000000e+01   -1.14028844e+01   -9.54963901e+00   -1.14028844e+01   -1.00000000e+00   -1.00000000e+02
   4.64668256e-04    4.40353953e-01    1.00000000e+00    1.44035395e+00    1.30000000e+01   -1.15596460e+01   -9.54963901e+00   -1.15596460e+01   -1.00000000e+00   -1.00000000e+02
   4.77589294e-04    2.80691509e-01    1.00000000e+00    1.28069151e+00    1.30000000e+01   -1.17193085e+01   -9.54963901e+00   -1.17193085e+01   -1.00000000e+00   -1.00000000e+02
   4.90510333e-04    1.19180029e-01    1.00000000e+00    1.11918003e+00    1.30000000e+01   -1.18808200e+01   -9.54963901e+00   -1.18808200e+01   -1.00000000e+00   -1.00000000e+02
   5.16352409e-04   -2.05129083e-01    1.00000000e+00    7.94870917e-01    1.30000000e+01   -1.22051291e+01   -9.54963901e+00   -1.22051291e+01   -1.00000000e+00   -1.00000000e+02
   5.42194486e-04   -5.24042002e-01    1.00000000e+00    4.75957998e-01    1.30000000e+01   -1.25240420e+01   -9.54963901e+00   -1.25240420e+01   -1.00000000e+00   -1.00000000e+02
   5.65452355e-04   -7.99509511e-01    1.00000000e+00    2.00490489e-01    1.30000000e+01   -1.27995095e+01   -9.54963901e+00   -1.27995095e+01   -1.00000000e+00   -1.00000000e+02
   5.85870019e-04   -1.02747805e+00    1.00000000e+00   -2.74780545e-02    1.30000000e+01   -1.30274781e+01   -9.54963901e+00   -1.30274781e+01   -1.00000000e+00   -1.00000000e+02
   6.00000000e-04   -1.17557050e+00    1.00000000e+00   -1.75570505e-01    1.30000000e+01   -1.31755705e+01   -9.54963901e+00   -1.31755705e+01   -1.00000000e+00   -1.00000000e+02
End of Xyce(TM) Parameter Sweep
