{V(2)}_mean,{V(2)}_meanPlus,{V(2)}_meanMinus,{V(2)}_stddev,{V(2)}_variance,{V(2)}_quad_pce_mean,{V(2)}_quad_pce_meanPlus,{V(2)}_quad_pce_meanMinus,{V(2)}_quad_pce_stddev,{V(2)}_quad_pce_variance,{V(2)}_0,{V(2)}_1,{V(2)}_2,{V(1)}_mean,{V(1)}_meanPlus,{V(1)}_meanMinus,{V(1)}_stddev,{V(1)}_variance,{V(1)}_quad_pce_mean,{V(1)}_quad_pce_meanPlus,{V(1)}_quad_pce_meanMinus,{V(1)}_quad_pce_stddev,{V(1)}_quad_pce_variance,{V(1)}_0,{V(1)}_1,{V(1)}_2
5.000000e+00,5.000000e+00,5.000000e+00,7.251946e-16,5.259073e-31,5.000000e+00,5.000000e+00,5.000000e+00,9.930137e-16,9.860761e-31,5.000000e+00,5.000000e+00,5.000000e+00,2.551546e+00,2.917852e+00,2.185240e+00,3.663060e-01,1.341801e-01,2.525773e+00,2.786070e+00,2.265477e+00,2.602965e-01,6.775428e-02,3.023724e+00,2.500000e+00,2.130914e+00
