Index       TIME            V(OUT25)          V(OUT50)     
479      4.34551896e-09    1.49999666e+00    1.50177211e+00
480      4.34708365e-09    1.49999666e+00    1.50076594e+00
481      4.34864834e-09    1.49999667e+00    1.49862349e+00
482      4.35021302e-09    1.49999667e+00    1.49591538e+00
483      4.35177771e-09    1.49999668e+00    1.49355770e+00
484      4.35334240e-09    1.49999668e+00    1.49164663e+00
485      4.35647178e-09    1.49999669e+00    1.48896524e+00
486      4.36273053e-09    1.49999671e+00    1.48650327e+00
487      4.36381586e-09    1.49999671e+00    1.48679335e+00
488      4.36490118e-09    1.49999671e+00    1.48749704e+00
489      4.36707182e-09    1.49999672e+00    1.48957914e+00
490      4.37141310e-09    1.49999673e+00    1.49614597e+00
491      4.37575438e-09    1.49999674e+00    1.50715711e+00
492      4.38009566e-09    1.49999676e+00    1.52604329e+00
493      4.38443694e-09    1.49999677e+00    1.55568510e+00
494      4.38877823e-09    1.49999678e+00    1.58915732e+00
495      4.39311951e-09    1.49999679e+00    1.62517506e+00
496      4.39746079e-09    1.49999680e+00    1.66733526e+00
497      4.40180207e-09    1.49999681e+00    1.71787436e+00
498      4.40614335e-09    1.49999683e+00    1.66599854e+00
499      4.40961196e-09    1.49999683e+00    1.52940949e+00
500      4.41308057e-09    1.49999684e+00    1.37343769e+00
501      4.41654918e-09    1.49999685e+00    1.20872399e+00
502      4.42348640e-09    1.49999687e+00    9.31479538e-01
503      4.42920541e-09    1.49999688e+00    7.77482376e-01
504      4.43435253e-09    1.49999690e+00    6.52382858e-01
505      4.43949964e-09    1.49999691e+00    5.29225646e-01
506      4.44464675e-09    1.49999692e+00    4.22366633e-01
507      4.44979386e-09    1.49999693e+00    3.43230953e-01
508      4.45494097e-09    1.49999694e+00    2.84170859e-01
509      4.46008809e-09    1.49999695e+00    2.37494555e-01
510      4.46523520e-09    1.49999697e+00    2.02090297e-01
511      4.47038231e-09    1.49999698e+00    1.80345238e-01
512      4.47501471e-09    1.49999699e+00    1.69907689e-01
513      4.47883811e-09    1.49999700e+00    1.59882070e-01
514      4.48266150e-09    1.49999700e+00    1.47616003e-01
515      4.49030829e-09    1.49999702e+00    1.20619860e-01
516      4.49137949e-09    1.49999702e+00    1.17011002e-01
517      4.49245069e-09    1.49999702e+00    1.13537997e-01
518      4.49459310e-09    1.49999703e+00    1.06730215e-01
519      4.49673550e-09    1.49999703e+00    1.00033515e-01
520      4.50102031e-09    1.49999704e+00    8.71991146e-02
521      4.50530512e-09    1.49999705e+00    7.51553525e-02
522      4.50958993e-09    1.49999706e+00    6.43053593e-02
523      4.51387475e-09    1.49999707e+00    5.50875950e-02
524      4.51815956e-09    1.49999708e+00    4.72696632e-02
525      4.52244437e-09    1.49999708e+00    4.05609679e-02
526      4.52672918e-09    1.49999709e+00    3.47771903e-02
527      4.53101399e-09    1.49999710e+00    2.97911678e-02
528      4.53529880e-09    1.49999711e+00    2.54843969e-02
529      4.53889634e-09    1.49999712e+00    2.21991913e-02
530      4.54249388e-09    1.49999712e+00    1.91644350e-02
531      4.54609141e-09    1.49999713e+00    1.64925943e-02
532      4.55328649e-09    1.49999714e+00    1.22428673e-02
533      4.55442443e-09    1.49999714e+00    1.17199117e-02
534      4.55556237e-09    1.49999715e+00    1.12186748e-02
535      4.55783826e-09    1.49999715e+00    1.02875445e-02
536      4.56011414e-09    1.49999715e+00    9.43413337e-03
537      4.56466591e-09    1.49999716e+00    7.93928451e-03
538      4.56921768e-09    1.49999717e+00    6.69186194e-03
539      4.57376945e-09    1.49999718e+00    5.65997384e-03
540      4.57832121e-09    1.49999718e+00    4.81906901e-03
541      4.58287298e-09    1.49999719e+00    4.11953534e-03
542      4.58742475e-09    1.49999720e+00    3.52510837e-03
543      4.59197652e-09    1.49999721e+00    3.01641154e-03
544      4.59652829e-09    1.49999722e+00    2.57976219e-03
545      4.60062488e-09    1.49999722e+00    2.24088685e-03
546      4.60416812e-09    1.49999723e+00    1.97577646e-03
547      4.60771137e-09    1.49999723e+00    1.73944170e-03
548      4.61125461e-09    1.49999724e+00    1.53559327e-03
549      4.61834110e-09    1.49999725e+00    1.20691785e-03
550      4.61947641e-09    1.49999725e+00    1.16410446e-03
551      4.62061172e-09    1.49999725e+00    1.12247121e-03
552      4.62288234e-09    1.49999726e+00    1.04296311e-03
553      4.62515296e-09    1.49999726e+00    9.67904513e-04
554      4.62969421e-09    1.49999727e+00    8.31650588e-04
555      4.63423545e-09    1.49999727e+00    7.12963722e-04
556      4.63877670e-09    1.49999728e+00    6.10774742e-04
557      4.64331794e-09    1.49999729e+00    5.23405998e-04
558      4.64785919e-09    1.49999729e+00    4.47830551e-04
559      4.65240043e-09    1.49999730e+00    3.82304848e-04
560      4.65694168e-09    1.49999731e+00    3.25945196e-04
561      4.66148292e-09    1.49999731e+00    2.76499786e-04
562      4.66557004e-09    1.49999732e+00    2.38598781e-04
563      4.66911436e-09    1.49999733e+00    2.09868813e-04
564      4.67265867e-09    1.49999733e+00    1.85235399e-04
565      4.67620298e-09    1.49999733e+00    1.64165792e-04
566      4.68329161e-09    1.49999734e+00    1.29403845e-04
567      4.68443244e-09    1.49999735e+00    1.24729159e-04
568      4.68557328e-09    1.49999735e+00    1.20161559e-04
569      4.68785495e-09    1.49999735e+00    1.11485436e-04
570      4.69013662e-09    1.49999735e+00    1.03406521e-04
571      4.69469996e-09    1.49999736e+00    8.90488134e-05
572      4.69926330e-09    1.49999737e+00    7.69241498e-05
573      4.70382664e-09    1.49999737e+00    6.67702103e-05
574      4.70838998e-09    1.49999738e+00    5.82801041e-05
575      4.71295332e-09    1.49999738e+00    5.11332583e-05
576      4.71751666e-09    1.49999739e+00    4.51202360e-05
577      4.72208000e-09    1.49999740e+00    4.00827963e-05
578      4.72664333e-09    1.49999740e+00    3.58637697e-05
579      4.73075034e-09    1.49999741e+00    3.26558352e-05
580      4.73431029e-09    1.49999741e+00    3.02376708e-05
581      4.73787024e-09    1.49999742e+00    2.81339405e-05
582      4.74143020e-09    1.49999742e+00    2.63031926e-05
583      4.74855010e-09    1.49999743e+00    2.32548837e-05
584      4.74968928e-09    1.49999743e+00    2.28394799e-05
585      4.75082847e-09    1.49999743e+00    2.24360705e-05
586      4.75310683e-09    1.49999743e+00    2.16691817e-05
587      4.75538520e-09    1.49999744e+00    2.09561431e-05
588      4.75994193e-09    1.49999744e+00    1.96889730e-05
589      4.76449866e-09    1.49999745e+00    1.86132197e-05
590      4.76905539e-09    1.49999745e+00    1.77000888e-05
591      4.77361212e-09    1.49999746e+00    1.69204184e-05
592      4.77816886e-09    1.49999746e+00    1.62498183e-05
593      4.78272559e-09    1.49999747e+00    1.56727344e-05
594      4.78728232e-09    1.49999747e+00    1.51763115e-05
595      4.79183905e-09    1.49999748e+00    1.47476637e-05
596      4.79594011e-09    1.49999748e+00    1.44112887e-05
597      4.79951135e-09    1.49999749e+00    1.41501441e-05
598      4.80308259e-09    1.49999749e+00    1.39167223e-05
599      4.80665383e-09    1.49999750e+00    1.37071969e-05
600      4.81379631e-09    1.49999750e+00    1.33453939e-05
601      4.81493798e-09    1.49999750e+00    1.32917058e-05
602      4.81607965e-09    1.49999751e+00    1.32424786e-05
603      4.81836299e-09    1.49999751e+00    1.31481397e-05
604      4.82064632e-09    1.49999751e+00    1.30593312e-05
605      4.82521300e-09    1.49999752e+00    1.28974775e-05
606      4.82977967e-09    1.49999752e+00    1.27541800e-05
607      4.83434635e-09    1.49999752e+00    1.26264802e-05
608      4.83891302e-09    1.49999753e+00    1.25117590e-05
609      4.84347969e-09    1.49999753e+00    1.24080635e-05
610      4.84804637e-09    1.49999754e+00    1.23140153e-05
611      4.85261304e-09    1.49999754e+00    1.22283515e-05
612      4.85717972e-09    1.49999755e+00    1.21498443e-05
613      4.86127124e-09    1.49999755e+00    1.20847879e-05
614      4.86486150e-09    1.49999756e+00    1.20312607e-05
615      4.86845176e-09    1.49999756e+00    1.19808296e-05
616      4.87204202e-09    1.49999756e+00    1.19330945e-05
617      4.87922254e-09    1.49999757e+00    1.18446031e-05
618      4.88037240e-09    1.49999757e+00    1.18284389e-05
619      4.88152227e-09    1.49999757e+00    1.18156846e-05
620      4.88382201e-09    1.49999757e+00    1.17905627e-05
621      4.88842148e-09    1.49999758e+00    1.17419710e-05
622      4.89302095e-09    1.49999758e+00    1.16954590e-05
623      4.89762042e-09    1.49999759e+00    1.16508988e-05
624      4.90221989e-09    1.49999759e+00    1.16081487e-05
625      4.90681936e-09    1.49999760e+00    1.15670701e-05
626      4.91141883e-09    1.49999760e+00    1.15275571e-05
627      4.91601830e-09    1.49999761e+00    1.14894931e-05
628      4.92061777e-09    1.49999760e+00    1.14527616e-05
629      4.92521724e-09    1.49999760e+00    1.14172564e-05
630      4.92887418e-09    1.49999762e+00    1.13898228e-05
631      4.93253113e-09    1.49999764e+00    1.13630839e-05
632      4.93618808e-09    1.49999763e+00    1.13369976e-05
633      4.94350198e-09    1.49999762e+00    1.12868147e-05
634      4.94467133e-09    1.49999762e+00    1.12764515e-05
635      4.94584067e-09    1.49999763e+00    1.12690630e-05
636      4.94817937e-09    1.49999763e+00    1.12543076e-05
637      4.95051807e-09    1.49999763e+00    1.12396020e-05
638      4.95519547e-09    1.49999763e+00    1.12105447e-05
639      4.95987286e-09    1.49999765e+00    1.11819613e-05
640      4.96455026e-09    1.49999764e+00    1.11539684e-05
641      4.96922765e-09    1.49999763e+00    1.11266239e-05
642      4.97390505e-09    1.49999765e+00    1.10999526e-05
643      4.97858244e-09    1.49999768e+00    1.10739613e-05
644      4.98325984e-09    1.49999770e+00    1.10486456e-05
645      4.98793723e-09    1.49999747e+00    1.10239967e-05
646      4.99191526e-09    1.49999739e+00    1.10035279e-05
647      4.99549549e-09    1.49999777e+00    1.09855066e-05
648      4.99907572e-09    1.49999802e+00    1.09678706e-05
649      5.00623617e-09    1.49999791e+00    1.09339376e-05
650      5.01339662e-09    1.49999774e+00    1.09012731e-05
651      5.01961897e-09    1.49999771e+00    1.08739132e-05
652      5.02584132e-09    1.49999794e+00    1.08476350e-05
653      5.03144144e-09    1.49999761e+00    1.08248349e-05
654      5.03704155e-09    1.49999720e+00    1.08028820e-05
655      5.04264167e-09    1.49999770e+00    1.07817400e-05
656      5.04824178e-09    1.49999846e+00    1.07613791e-05
657      5.05384190e-09    1.49999254e+00    1.07417723e-05
658      5.05829547e-09    1.49998866e+00    1.07266358e-05
659      5.06212544e-09    1.49999573e+00    1.07139783e-05
660      5.06595541e-09    1.50000188e+00    1.07016672e-05
661      5.07361535e-09    1.50000442e+00    1.06783653e-05
662      5.07482130e-09    1.50000478e+00    1.06732776e-05
663      5.07602724e-09    1.50000621e+00    1.06698391e-05
664      5.07843913e-09    1.50000790e+00    1.06630028e-05
665      5.08085103e-09    1.50000789e+00    1.06562038e-05
666      5.08567481e-09    1.50000869e+00    1.06428875e-05
667      5.09049860e-09    1.50001706e+00    1.06297461e-05
668      5.09532238e-09    1.50001603e+00    1.06168285e-05
669      5.10000000e-09    1.50000558e+00    1.06045123e-05
670      5.10048238e-09    1.50000469e+00   -3.68261385e-06
671      5.10091652e-09    1.50000399e+00   -1.58012785e-05
672      5.10178480e-09    1.50000296e+00   -3.84923043e-05
673      5.10352136e-09    1.50000261e+00   -7.55055580e-05
674      5.10699449e-09    1.50000835e+00   -1.27836123e-04
675      5.11046761e-09    1.50002314e+00   -1.56226149e-04
676      5.11394074e-09    1.50002766e+00   -1.66257508e-04
677      5.11741386e-09    1.49993164e+00   -1.65021897e-04
678      5.12053968e-09    1.49977636e+00   -1.58111831e-04
679      5.12366549e-09    1.49969917e+00   -1.48111259e-04
680      5.12679130e-09    1.49972946e+00   -1.36508709e-04
681      5.12991711e-09    1.49980449e+00   -1.24289622e-04
682      5.13616874e-09    1.49994289e+00   -1.00411248e-04
683      5.14242036e-09    1.50010018e+00   -7.89018031e-05
684      5.14867199e-09    1.50037172e+00   -6.06882249e-05
685      5.15429845e-09    1.50075849e+00   -4.71258470e-05
686      5.15992492e-09    1.50129639e+00   -3.59725831e-05
687      5.16555138e-09    1.50151166e+00   -2.68900311e-05
688      5.17117784e-09    1.50185014e+00   -1.95415951e-05
689      5.17680430e-09    1.50272597e+00   -1.36219616e-05
690      5.18243077e-09    1.50175884e+00   -8.86767429e-06
691      5.18326238e-09    1.50094441e+00   -8.26125031e-06
692      5.18409400e-09    1.49989732e+00   -7.66547776e-06
693      5.18575723e-09    1.49736364e+00   -6.53050979e-06
694      5.18742046e-09    1.49498850e+00   -5.46752934e-06
695      5.19074692e-09    1.49141340e+00   -3.53805330e-06
696      5.19407338e-09    1.48920732e+00   -1.84714240e-06
697      5.19739984e-09    1.48789090e+00   -3.66041038e-07
698      5.20405276e-09    1.48615952e+00    2.06072341e-06
699      5.20521219e-09    1.48635315e+00    2.41277080e-06
700      5.20637163e-09    1.48701339e+00    2.75419568e-06
701      5.20869050e-09    1.48891530e+00    3.39170589e-06
702      5.21100938e-09    1.49132245e+00    3.97257592e-06
703      5.21564713e-09    1.49948114e+00    4.98563568e-06
704      5.22028487e-09    1.51722129e+00    5.82422367e-06
705      5.22492262e-09    1.54349500e+00    6.51688430e-06
706      5.22956037e-09    1.57331548e+00    7.08740134e-06
707      5.23419811e-09    1.60970904e+00    7.55539159e-06
708      5.23883586e-09    1.66083026e+00    7.93765292e-06
709      5.24347361e-09    1.74090151e+00    8.24808644e-06
710      5.24811136e-09    1.77149145e+00    8.49967215e-06
711      5.25228533e-09    1.67048989e+00    8.68266485e-06
712      5.25590145e-09    1.53327894e+00    8.81089205e-06
713      5.25951756e-09    1.37753133e+00    8.91522906e-06
714      5.26313368e-09    1.21014534e+00    8.99879120e-06
715      5.27036592e-09    8.68997441e-01    9.11618507e-06
716      5.27153757e-09    8.28471686e-01    9.13393047e-06
717      5.27270922e-09    7.93215355e-01    9.14406709e-06
718      5.27505253e-09    7.28567316e-01    9.16097603e-06
719      5.27973914e-09    6.10824042e-01    9.18233007e-06
720      5.28442575e-09    5.05296869e-01    9.18743360e-06
721      5.28911236e-09    4.10079053e-01    9.17819587e-06
722      5.29379897e-09    3.41082030e-01    9.15633082e-06
723      5.29848557e-09    2.92023910e-01    9.12333735e-06
724      5.30317218e-09    2.56293295e-01    9.08051773e-06
725      5.30785879e-09    2.28978207e-01    9.02899388e-06
726      5.31254540e-09    2.08680341e-01    8.96973922e-06
727      5.31337312e-09    2.05415092e-01    8.96305626e-06
728      5.31420084e-09    2.02543902e-01    8.95088956e-06
729      5.31585628e-09    1.97705463e-01    8.92620412e-06
730      5.31751172e-09    1.92610811e-01    8.90097645e-06
731      5.32082261e-09    1.79600875e-01    8.84908817e-06
732      5.32413349e-09    1.64109207e-01    8.79483876e-06
733      5.32744437e-09    1.47917441e-01    8.73829366e-06
734      5.33406613e-09    1.17443565e-01    8.62041739e-06
735      5.34068789e-09    9.34316233e-02    8.49355278e-06
736      5.34610105e-09    7.69652478e-02    8.38385206e-06
737      5.35151421e-09    6.25238125e-02    8.27070043e-06
738      5.35692736e-09    5.04724055e-02    8.15463292e-06
739      5.36234052e-09    4.10359631e-02    8.03626141e-06
740      5.36775368e-09    3.35594106e-02    7.91623713e-06
741      5.37316683e-09    2.74332582e-02    7.79524305e-06
742      5.37857999e-09    2.24546602e-02    7.67398065e-06
743      5.37940724e-09    2.17762362e-02    7.66312552e-06
744      5.38023449e-09    2.11315439e-02    7.64346521e-06
745      5.38188900e-09    1.98965502e-02    7.60458069e-06
746      5.38354350e-09    1.86620546e-02    7.56617708e-06
747      5.38685251e-09    1.62564774e-02    7.49080802e-06
748      5.39016152e-09    1.40514588e-02    7.41680876e-06
749      5.39347053e-09    1.21339879e-02    7.34408505e-06
750      5.40008855e-09    9.13236912e-03    7.20364140e-06
751      5.40125826e-09    8.73165734e-03    7.19564744e-06
752      5.40242797e-09    8.35453570e-03    7.16823877e-06
753      5.40476738e-09    7.65891243e-03    7.11529224e-06
754      5.40710680e-09    7.01903840e-03    7.06445473e-06
755      5.41178563e-09    5.89894885e-03    6.96836756e-06
756      5.41646446e-09    4.96644638e-03    6.87810428e-06
757      5.42114329e-09    4.20669087e-03    6.79317287e-06
758      5.42582212e-09    3.60033611e-03    6.71347520e-06
759      5.43050095e-09    3.09579168e-03    6.63913514e-06
760      5.43517978e-09    2.66031857e-03    6.57037739e-06
761      5.43985861e-09    2.28382693e-03    6.50748215e-06
762      5.44453744e-09    1.95605341e-03    6.45073391e-06
763      5.44865334e-09    1.70603456e-03    6.40610581e-06
764      5.45227971e-09    1.49940617e-03    6.37106437e-06
765      5.45590608e-09    1.31876861e-03    6.34015507e-06
766      5.46315883e-09    1.03564265e-03    6.29080333e-06
767      5.47041157e-09    8.27859563e-04    6.25869519e-06
768      5.47690659e-09    6.74701226e-04    6.24516594e-06
769      5.48340162e-09    5.42498125e-04    6.24597707e-06
770      5.48924714e-09    4.45283096e-04    6.25910984e-06
771      5.49509266e-09    3.64840702e-04    6.28361397e-06
772      5.50093818e-09    2.97007420e-04    6.31928012e-06
773      5.50678371e-09    2.40852481e-04    6.36580294e-06
774      5.50766301e-09    2.33466425e-04    6.38509071e-06
775      5.50854231e-09    2.26226583e-04    6.39193940e-06
776      5.51030092e-09    2.12400499e-04    6.40670524e-06
777      5.51205952e-09    1.99528558e-04    6.42284803e-06
778      5.51381813e-09    1.87310301e-04    6.44026871e-06
779      5.51733534e-09    1.64795362e-04    6.47836401e-06
780      5.52085256e-09    1.45339968e-04    6.52080096e-06
781      5.52436977e-09    1.28782513e-04    6.56714117e-06
782      5.53140419e-09    1.01678699e-04    6.66860289e-06
783      5.53259033e-09    9.78606588e-05    6.70609937e-06
784      5.53377646e-09    9.41351494e-05    6.72212099e-06
785      5.53614874e-09    8.69722280e-05    6.75625388e-06
786      5.53852101e-09    8.02179140e-05    6.79296426e-06
787      5.54326555e-09    6.81893079e-05    6.87197717e-06
788      5.54801009e-09    5.80701969e-05    6.95809077e-06
789      5.55275464e-09    4.96858093e-05    7.04971903e-06
790      5.55749918e-09    4.27046668e-05    7.14580860e-06
791      5.56224372e-09    3.68128347e-05    7.24561342e-06
792      5.56698826e-09    3.18553084e-05    7.34855198e-06
793      5.57173281e-09    2.77282169e-05    7.45415166e-06
794      5.57647735e-09    2.42757915e-05    7.56199172e-06
795      5.58038139e-09    2.18661051e-05    7.65240196e-06
796      5.58389503e-09    1.99454306e-05    7.73467060e-06
797      5.58740866e-09    1.82873058e-05    7.81755138e-06
798      5.59443594e-09    1.55266923e-05    7.98291351e-06
799      5.60146321e-09    1.33147768e-05    8.15113224e-06
800      5.60778776e-09    1.16924319e-05    8.30387703e-06
801      5.61411230e-09    1.03949875e-05    8.45619741e-06
802      5.61980440e-09    9.47148187e-06    8.59284335e-06
803      5.62549649e-09    8.71367865e-06    8.72817386e-06
804      5.63118858e-09    8.08499131e-06    8.86196986e-06
805      5.63688067e-09    7.56829915e-06    8.99395558e-06
806      5.63787153e-09    7.49002041e-06    9.02589330e-06
807      5.63985324e-09    7.33861485e-06    9.06906431e-06
808      5.64183495e-09    7.19683483e-06    9.11245767e-06
809      5.64381667e-09    7.06452518e-06    9.15595695e-06
810      5.64579838e-09    6.93979362e-06    9.19951319e-06
811      5.64976180e-09    6.71415691e-06    9.28589500e-06
812      5.65372523e-09    6.51859199e-06    9.37162904e-06
813      5.65768866e-09    6.34749454e-06    9.45649247e-06
814      5.66561551e-09    6.06331068e-06    9.62079072e-06
815      5.67274967e-09    5.86582166e-06    9.76642314e-06
816      5.67863566e-09    5.73752525e-06    9.88332386e-06
817      5.68452164e-09    5.63512143e-06    9.99615195e-06
818      5.69040762e-09    5.55104464e-06    1.01049632e-05
819      5.69629361e-09    5.48162750e-06    1.02102073e-05
820      5.70217959e-09    5.42488429e-06    1.03111650e-05
821      5.70747697e-09    5.38271993e-06    1.03976133e-05
822      5.71220620e-09    5.35079840e-06    1.04737098e-05
823      5.71604012e-09    5.32827112e-06    1.05366786e-05
824      5.71987404e-09    5.30855054e-06    1.05937203e-05
825      5.72754189e-09    5.27536263e-06    1.06983905e-05
826      5.72885601e-09    5.27053335e-06    1.07264445e-05
827      5.73148426e-09    5.26126928e-06    1.07600656e-05
828      5.73411251e-09    5.25271694e-06    1.07928242e-05
829      5.73936900e-09    5.23758610e-06    1.08570465e-05
830      5.74462550e-09    5.22470135e-06    1.09221003e-05
831      5.74988200e-09    5.21355754e-06    1.09814415e-05
832      5.75513849e-09    5.20382404e-06    1.10370692e-05
833      5.76039499e-09    5.19528691e-06    1.10971858e-05
834      5.76565148e-09    5.18779123e-06    1.11539923e-05
835      5.77090798e-09    5.18116229e-06    1.11919123e-05
836      5.77173305e-09    5.18019830e-06    1.11935424e-05
837      5.77255812e-09    5.17924350e-06    1.11907291e-05
838      5.77420826e-09    5.17738294e-06    1.11900475e-05
839      5.77585840e-09    5.17558395e-06    1.12016374e-05
840      5.77750854e-09    5.17384149e-06    1.12361259e-05
841      5.78080882e-09    5.17052452e-06    1.13166614e-05
842      5.78410909e-09    5.16741153e-06    1.13706494e-05
843      5.78740937e-09    5.16447374e-06    1.13870974e-05
844      5.79400993e-09    5.15904327e-06    1.13805737e-05
845      5.80061049e-09    5.15412808e-06    1.14291937e-05
846      5.80597058e-09    5.15044545e-06    1.14420163e-05
847      5.81133068e-09    5.14698751e-06    1.15217925e-05
848      5.81669077e-09    5.14370836e-06    1.14943620e-05
849      5.82205087e-09    5.14058136e-06    1.14524823e-05
850      5.82741097e-09    5.13758595e-06    1.15607972e-05
851      5.83277106e-09    5.13470204e-06    1.17074433e-05
852      5.83813116e-09    5.13191004e-06    1.12032910e-05
853      5.83897359e-09    5.13147934e-06    1.09895449e-05
854      5.83981601e-09    5.13104979e-06    1.07134515e-05
855      5.84150087e-09    5.13019589e-06    1.03237238e-05
856      5.84318572e-09    5.12934861e-06    1.04097738e-05
857      5.84655543e-09    5.12767316e-06    1.13270558e-05
858      5.84992514e-09    5.12602105e-06    1.23212249e-05
859      5.85329485e-09    5.12438946e-06    1.28109984e-05
860      5.86003426e-09    5.12117956e-06    1.25461464e-05
861      5.86677368e-09    5.11803180e-06    1.28795923e-05
862      5.87217969e-09    5.11554427e-06    1.25438772e-05
863      5.87758569e-09    5.11308473e-06    1.38161646e-05
864      5.88299170e-09    5.11064910e-06    1.28886020e-05
865      5.88839771e-09    5.10823476e-06    1.08909646e-05
866      5.89380371e-09    5.10583935e-06    1.18168838e-05
867      5.89920972e-09    5.10346059e-06    1.52676808e-05
868      5.90461573e-09    5.10109655e-06   -2.23657292e-08
869      5.90546383e-09    5.10072691e-06   -6.24592267e-06
870      5.90631194e-09    5.10035761e-06   -1.39636429e-05
871      5.90800815e-09    5.09961994e-06   -2.61653894e-05
872      5.91140058e-09    5.09814824e-06   -2.87097407e-05
873      5.91479300e-09    5.09668122e-06   -1.37442524e-05
874      5.91818543e-09    5.09521859e-06    4.04775026e-06
875      5.92497028e-09    5.09230563e-06    2.49497194e-05
876      5.93175513e-09    5.08940807e-06    5.23862276e-05
877      5.93756092e-09    5.08693998e-06    7.61816533e-05
878      5.94336670e-09    5.08448168e-06    1.35463056e-04
879      5.94917249e-09    5.08203269e-06    1.70016251e-04
880      5.95497827e-09    5.07959263e-06    1.57363479e-04
881      5.96078406e-09    5.07716116e-06    1.96841416e-04
882      5.96658984e-09    5.07473798e-06    3.10318834e-04
883      5.97181505e-09    5.07256402e-06   -2.24853340e-04
884      5.97617916e-09    5.07075321e-06   -1.15085805e-03
885      5.98001331e-09    5.06916592e-06   -1.48700836e-03
886      5.98384747e-09    5.06758197e-06   -1.51151930e-03
887      5.99151578e-09    5.06442391e-06   -1.31222891e-03
888      5.99284221e-09    5.06387877e-06   -1.24594492e-03
889      5.99549507e-09    5.06279007e-06   -8.57182593e-04
890      5.99814793e-09    5.06170289e-06   -3.63581150e-04
891      6.00345365e-09    5.05953308e-06    9.50106854e-04
892      6.00875937e-09    5.05736928e-06    3.60634905e-03
893      6.01406509e-09    5.05521145e-06    7.24833595e-03
894      6.01937081e-09    5.05305953e-06    1.06806474e-02
895      6.02467653e-09    5.05091347e-06    1.49869961e-02
896      6.02998225e-09    5.04877324e-06    2.21105047e-02
897      6.03528797e-09    5.04663878e-06    2.66533458e-02
898      6.03611643e-09    5.04630594e-06    2.53606994e-02
899      6.03694488e-09    5.04597332e-06    2.34841714e-02
900      6.03860180e-09    5.04530850e-06    1.68992530e-02
901      6.04025871e-09    5.04464424e-06    7.53792247e-03
902      6.04191563e-09    5.04398054e-06   -2.37118437e-03
903      6.04522946e-09    5.04265480e-06   -2.21631743e-02
904      6.04854329e-09    5.04133127e-06   -4.14355585e-02
905      6.05185712e-09    5.04000995e-06   -6.03600435e-02
906      6.05848478e-09    5.03737392e-06   -1.00115701e-01
907      6.06511243e-09    5.03474664e-06   -1.14448317e-01
908      6.07044294e-09    5.03263988e-06   -9.55312085e-02
909      6.07577345e-09    5.03053873e-06   -5.64225735e-03
910      6.08110396e-09    5.02844315e-06    1.60124475e-01
911      6.08643447e-09    5.02635312e-06    3.80925052e-01
912      6.09176498e-09    5.02426862e-06    6.43957151e-01
913      6.09709549e-09    5.02218963e-06    9.09858955e-01
914      6.10242600e-09    5.02011611e-06    1.14901161e+00
915      6.10775651e-09    5.01804806e-06    1.30157723e+00
916      6.11200275e-09    5.01640455e-06    1.36213209e+00
917      6.11624898e-09    5.01476449e-06    1.39854963e+00
918      6.12474145e-09    5.01149463e-06    1.43804701e+00
919      6.13323392e-09    5.00823839e-06    1.45592219e+00
920      6.14172639e-09    5.00499568e-06    1.46923300e+00
921      6.14880231e-09    5.00230412e-06    1.47729050e+00
922      6.15587822e-09    4.99962185e-06    1.48147514e+00
923      6.16224655e-09    4.99721570e-06    1.48397322e+00
924      6.16861487e-09    4.99481700e-06    1.48621197e+00
925      6.17498319e-09    4.99242571e-06    1.48821306e+00
926      6.18135152e-09    4.99004178e-06    1.48998813e+00
927      6.18229512e-09    4.98968909e-06    1.49021941e+00
928      6.18418231e-09    4.98898437e-06    1.49068677e+00
929      6.18795671e-09    4.98757688e-06    1.49169466e+00
930      6.19135367e-09    4.98631232e-06    1.49220763e+00
931      6.19475063e-09    4.98504984e-06    1.49239377e+00
932      6.19814759e-09    4.98378942e-06    1.49247345e+00
933      6.20494151e-09    4.98127477e-06    1.49271658e+00
934      6.20609640e-09    4.98084798e-06    1.49279806e+00
935      6.20840618e-09    4.97999541e-06    1.49302128e+00
936      6.21071596e-09    4.97914379e-06    1.49326073e+00
937      6.21533553e-09    4.97744338e-06    1.49371333e+00
938      6.21995509e-09    4.97574673e-06    1.49415291e+00
939      6.22457466e-09    4.97405383e-06    1.49457898e+00
940      6.22919422e-09    4.97236467e-06    1.49505235e+00
941      6.23381378e-09    4.97067923e-06    1.49553782e+00
942      6.23843335e-09    4.96899751e-06    1.49600124e+00
943      6.24305291e-09    4.96731949e-06    1.49642009e+00
944      6.24767248e-09    4.96564516e-06    1.49680094e+00
945      6.25229204e-09    4.96397450e-06    1.49714223e+00
946      6.25598938e-09    4.96264001e-06    1.49737621e+00
947      6.25968671e-09    4.96130787e-06    1.49758257e+00
948      6.26338405e-09    4.95997806e-06    1.49778300e+00
949      6.27077872e-09    4.95732542e-06    1.49816785e+00
950      6.27205148e-09    4.95686962e-06    1.49823059e+00
951      6.27459700e-09    4.95595920e-06    1.49835535e+00
952      6.27714252e-09    4.95504988e-06    1.49847149e+00
953      6.28223357e-09    4.95323450e-06    1.49867517e+00
954      6.28732462e-09    4.95142348e-06    1.49884884e+00
955      6.29241566e-09    4.94961679e-06    1.49899905e+00
956      6.29750671e-09    4.94781442e-06    1.49913191e+00
957      6.30259775e-09    4.94601637e-06    1.49924620e+00
958      6.30768880e-09    4.94422260e-06    1.49934347e+00
