Index          TIME                 V(2)                 V(10)
0       6.000000000000e-03   5.000000000000e+00   1.589231800346e-02   
1       6.010005000000e-03   5.000000000000e+00   1.589231800346e-02   
2       6.030015000000e-03   5.000000000000e+00   1.589231800346e-02   
3       6.070035000000e-03   5.000000000000e+00   1.589231800346e-02   
4       6.150075000000e-03   5.000000000000e+00   1.589231800346e-02   
5       6.310155000000e-03   5.000000000000e+00   1.589231800346e-02   
6       6.610155000000e-03   5.000000000000e+00   1.589231800346e-02   
7       6.910155000000e-03   5.000000000000e+00   1.589231800346e-02   
8       7.210155000000e-03   5.000000000000e+00   1.589231800346e-02   
9       7.510155000000e-03   5.000000000000e+00   1.589231800346e-02   
10      7.810155000000e-03   5.000000000000e+00   1.589231800346e-02   
11      8.001000000000e-03   5.000000000000e+00   1.589231800346e-02   
12      8.001005000000e-03   4.984999999995e+00   1.589231799939e-02   
13      8.001015000000e-03   4.954999999995e+00   1.589231799788e-02   
14      8.001035000000e-03   4.894999999995e+00   1.589231799926e-02   
15      8.001055000000e-03   4.834999999996e+00   1.589231801035e-02   
16      8.001062913065e-03   4.811260806057e+00   1.589231803118e-02   
17      8.001070826129e-03   4.787521612118e+00   1.589231806668e-02   
18      8.001077298073e-03   4.768105781623e+00   1.589231811153e-02   
19      8.001083770016e-03   4.748689951127e+00   1.589231816717e-02   
20      8.001090241960e-03   4.729274120632e+00   1.589231823917e-02   
21      8.001096047576e-03   4.711857272377e+00   1.589231833722e-02   
22      8.001101853192e-03   4.694440424121e+00   1.589231848648e-02   
23      8.001106636553e-03   4.680090341687e+00   1.589231874294e-02   
24      8.001110527387e-03   4.668417840435e+00   1.589231919847e-02   
25      8.001112538147e-03   4.662385559005e+00   1.589231987206e-02   
26      8.001114548907e-03   4.656353277575e+00   1.589232107848e-02   
27      8.001115427196e-03   4.653718411739e+00   1.589232283867e-02   
28      8.001116007241e-03   4.651978277453e+00   1.589232514675e-02   
29      8.001116399866e-03   4.650800402639e+00   1.589232836509e-02   
30      8.001116655796e-03   4.650032611283e+00   1.589233278437e-02   
31      8.001116819492e-03   4.649541523566e+00   1.589233873261e-02   
