Index        TIME        {V(2)+11000.0}     {V(3)+1.0}
3092    5.96968738e-07   1.24140771e+03   3.02740192e+00   
3093    5.96992908e-07   1.23845683e+03   3.01548972e+00   
3094    5.97017078e-07   1.23552850e+03   3.00365522e+00   
3095    5.97041247e-07   1.23262273e+03   2.99189787e+00   
3096    5.97065417e-07   1.22973953e+03   2.98021859e+00   
3097    5.97089586e-07   1.22687891e+03   2.96861775e+00   
3098    5.97113756e-07   1.22404087e+03   2.95709570e+00   
3099    5.97137925e-07   1.22122542e+03   2.94565281e+00   
3100    5.97162095e-07   1.21843256e+03   2.93428878e+00   
3101    5.97186264e-07   1.21566231e+03   2.92300411e+00   
3102    5.97210434e-07   1.21291466e+03   2.91179901e+00   
3103    5.97234603e-07   1.21018963e+03   2.90067369e+00   
3104    5.97258773e-07   1.20748722e+03   2.88962835e+00   
3105    5.97282942e-07   1.20480744e+03   2.87866280e+00   
3106    5.97307112e-07   1.20215029e+03   2.86777734e+00   
3107    5.97331281e-07   1.19951579e+03   2.85697210e+00   
3108    5.97355451e-07   1.19690393e+03   2.84624722e+00   
3109    5.97379621e-07   1.19431472e+03   2.83560283e+00   
3110    5.97403790e-07   1.19174818e+03   2.82503871e+00   
3111    5.97427960e-07   1.18920429e+03   2.81455509e+00   
3112    5.97452129e-07   1.18668308e+03   2.80415203e+00   
3113    5.97476299e-07   1.18418455e+03   2.79382962e+00   
3114    5.97500468e-07   1.18170869e+03   2.78358792e+00   
3115    5.97530680e-07   1.17864578e+03   2.77089915e+00   
3116    5.97560892e-07   1.17561833e+03   2.75833646e+00   
3117    5.97591104e-07   1.17262636e+03   2.74589985e+00   
3118    5.97621316e-07   1.16966986e+03   2.73358931e+00   
3119    5.97681740e-07   1.16386336e+03   2.70934675e+00   
3120    5.97742164e-07   1.15819892e+03   2.68560850e+00   
3121    5.97802587e-07   1.15267662e+03   2.66237409e+00   
3122    5.97863011e-07   1.14729654e+03   2.63964281e+00   
3123    5.97916261e-07   1.14267321e+03   2.62002753e+00   
3124    5.97969510e-07   1.13816044e+03   2.60080204e+00   
3125    5.98022760e-07   1.13375828e+03   2.58196561e+00   
3126    5.98076009e-07   1.12946678e+03   2.56351739e+00   
3127    5.98129258e-07   1.12528599e+03   2.54545783e+00   
3128    5.98182508e-07   1.12121594e+03   2.52778565e+00   
3129    5.98235757e-07   1.11725670e+03   2.51050011e+00   
3130    5.98289007e-07   1.11340830e+03   2.49360038e+00   
3131    5.98342256e-07   1.10967078e+03   2.47708601e+00   
3132    5.98395505e-07   1.10604418e+03   2.46095602e+00   
3133    5.98448755e-07   1.10252855e+03   2.44520953e+00   
3134    5.98502004e-07   1.09912391e+03   2.42984567e+00   
3135    5.98555254e-07   1.09583032e+03   2.41486333e+00   
3136    5.98608503e-07   1.09264780e+03   2.40026155e+00   
3137    5.98661753e-07   1.08957639e+03   2.38603929e+00   
3138    5.98715002e-07   1.08661612e+03   2.37219541e+00   
3139    5.98821501e-07   1.08102914e+03   2.34563739e+00   
3140    5.98928000e-07   1.07588709e+03   2.32057716e+00   
3141    5.99034498e-07   1.07119019e+03   2.29700338e+00   
3142    5.99140997e-07   1.06693864e+03   2.27490378e+00   
3143    5.99223493e-07   1.06395153e+03   2.25878993e+00   
3144    5.99305989e-07   1.06123183e+03   2.24354621e+00   
3145    5.99388485e-07   1.05877959e+03   2.22916580e+00   
3146    5.99470981e-07   1.05659488e+03   2.21564151e+00   
3147    5.99547736e-07   1.05480249e+03   2.20381870e+00   
3148    5.99624491e-07   1.05324177e+03   2.19272274e+00   
3149    5.99701246e-07   1.05191275e+03   2.18234662e+00   
3150    5.99778002e-07   1.05081545e+03   2.17268302e+00   
3151    5.99854757e-07   1.04994988e+03   2.16372237e+00   
3152    5.99931512e-07   1.04931607e+03   2.15545707e+00   
3153    6.00008268e-07   1.04891402e+03   2.14787832e+00   
3154    6.00085023e-07   1.04874372e+03   2.14097699e+00   
3155    6.00161778e-07   1.04880517e+03   2.13474203e+00   
3156    6.00238534e-07   1.04909836e+03   2.12916375e+00   
3157    6.00315289e-07   1.04962326e+03   2.12423142e+00   
3158    6.00392044e-07   1.05037987e+03   2.11993387e+00   
3159    6.00468800e-07   1.05136814e+03   2.11625839e+00   
3160    6.00545555e-07   1.05258804e+03   2.11319308e+00   
3161    6.00622310e-07   1.05403954e+03   2.11072514e+00   
3162    6.00699066e-07   1.05572257e+03   2.10884127e+00   
3163    6.00775821e-07   1.05763710e+03   2.10752727e+00   
3164    6.00852576e-07   1.05978306e+03   2.10676895e+00   
3165    6.00929331e-07   1.06216038e+03   2.10655146e+00   
3166    6.01006087e-07   1.06476901e+03   2.10685941e+00   
3167    6.01082842e-07   1.06760885e+03   2.10767801e+00   
3168    6.01159597e-07   1.07067982e+03   2.10899075e+00   
3169    6.01236353e-07   1.07398185e+03   2.11078111e+00   
3170    6.01313108e-07   1.07751484e+03   2.11303210e+00   
3171    6.01374512e-07   1.08050745e+03   2.11515465e+00   
3172    6.01435917e-07   1.08364776e+03   2.11755322e+00   
3173    6.01497321e-07   1.08693570e+03   2.12021908e+00   
3174    6.01558725e-07   1.09037124e+03   2.12314341e+00   
3175    6.01620129e-07   1.09395429e+03   2.12631736e+00   
3176    6.01681534e-07   1.09768481e+03   2.12973385e+00   
3177    6.01742938e-07   1.10156272e+03   2.13338362e+00   
3178    6.01804342e-07   1.10558797e+03   2.13725829e+00   
3179    6.01865746e-07   1.10976048e+03   2.14134957e+00   
3180    6.01927151e-07   1.11408018e+03   2.14564931e+00   
3181    6.01988555e-07   1.11854700e+03   2.15015053e+00   
3182    6.02049959e-07   1.12316088e+03   2.15484520e+00   
3183    6.02111363e-07   1.12792172e+03   2.15972597e+00   
3184    6.02172768e-07   1.13282946e+03   2.16478577e+00   
3185    6.02234172e-07   1.13788401e+03   2.17001783e+00   
3186    6.02295576e-07   1.14308530e+03   2.17541555e+00   
3187    6.02356980e-07   1.14843323e+03   2.18097284e+00   
3188    6.02418385e-07   1.15392773e+03   2.18668391e+00   
3189    6.02479789e-07   1.15956870e+03   2.19254337e+00   
3190    6.02541193e-07   1.16535606e+03   2.19854622e+00   
3191    6.02602597e-07   1.17128972e+03   2.20468653e+00   
3192    6.02664002e-07   1.17736958e+03   2.21096043e+00   
3193    6.02725406e-07   1.18359555e+03   2.21736388e+00   
3194    6.02786810e-07   1.18996753e+03   2.22389323e+00   
3195    6.02848214e-07   1.19648543e+03   2.23054530e+00   
3196    6.02909619e-07   1.20314914e+03   2.23731504e+00   
3197    6.02971023e-07   1.20995856e+03   2.24420056e+00   
3198    6.03032427e-07   1.21691359e+03   2.25119935e+00   
3199    6.03093831e-07   1.22401412e+03   2.25830924e+00   
3200    6.03155236e-07   1.23126004e+03   2.26552841e+00   
3201    6.03216640e-07   1.23865125e+03   2.27285312e+00   
3202    6.03278044e-07   1.24618764e+03   2.28028269e+00   
3203    6.03339448e-07   1.25386908e+03   2.28781567e+00   
3204    6.03400853e-07   1.26169546e+03   2.29545085e+00   
3205    6.03462257e-07   1.26966667e+03   2.30318725e+00   
3206    6.03523661e-07   1.27778259e+03   2.31102270e+00   
3207    6.03585065e-07   1.28604309e+03   2.31895689e+00   
3208    6.03646470e-07   1.29444806e+03   2.32698898e+00   
3209    6.03707874e-07   1.30299736e+03   2.33511828e+00   
3210    6.03769278e-07   1.31169086e+03   2.34334415e+00   
3211    6.03830682e-07   1.32052845e+03   2.35166592e+00   
3212    6.03892087e-07   1.32950998e+03   2.36008313e+00   
3213    6.03953491e-07   1.33863532e+03   2.36859527e+00   
3214    6.04014895e-07   1.34790433e+03   2.37720186e+00   
3215    6.04076299e-07   1.35731689e+03   2.38590245e+00   
3216    6.04137704e-07   1.36687284e+03   2.39469726e+00   
3217    6.04199108e-07   1.37657204e+03   2.40358567e+00   
3218    6.04260512e-07   1.38641436e+03   2.41256735e+00   
3219    6.04321916e-07   1.39639964e+03   2.42164196e+00   
3220    6.04383321e-07   1.40652773e+03   2.43080914e+00   
3221    6.04444725e-07   1.41679849e+03   2.44006937e+00   
3222    6.04506129e-07   1.42721176e+03   2.44942206e+00   
3223    6.04567533e-07   1.43776738e+03   2.45886699e+00   
3224    6.04628938e-07   1.44846520e+03   2.46840392e+00   
3225    6.04690342e-07   1.45930507e+03   2.47803258e+00   
3226    6.04751746e-07   1.47028681e+03   2.48775331e+00   
3227    6.04813150e-07   1.48141026e+03   2.49756567e+00   
3228    6.04874555e-07   1.49267527e+03   2.50746951e+00   
3229    6.04935959e-07   1.50408165e+03   2.51746464e+00   
3230    6.04997363e-07   1.51562925e+03   2.52755086e+00   
3231    6.05074118e-07   1.53026207e+03   2.54028672e+00   
3232    6.05150874e-07   1.54511491e+03   2.55316457e+00   
3233    6.05227629e-07   1.56018745e+03   2.56618413e+00   
3234    6.05304384e-07   1.57547933e+03   2.57934518e+00   
3235    6.05381140e-07   1.59099019e+03   2.59264734e+00   
3236    6.05457895e-07   1.60671967e+03   2.60609040e+00   
3237    6.05534650e-07   1.62266740e+03   2.61967413e+00   
3238    6.05611406e-07   1.63883303e+03   2.63339826e+00   
3239    6.05764916e-07   1.67181642e+03   2.66126609e+00   
3240    6.05918427e-07   1.70566678e+03   2.68969154e+00   
3241    6.06071938e-07   1.74038096e+03   2.71867211e+00   
3242    6.06225448e-07   1.77595573e+03   2.74820519e+00   
3243    6.06342693e-07   1.80370384e+03   2.77113244e+00   
3244    6.06459938e-07   1.83195051e+03   2.79437972e+00   
3245    6.06577183e-07   1.86069422e+03   2.81794596e+00   
3246    6.06694428e-07   1.88993340e+03   2.84183008e+00   
3247    6.06811673e-07   1.91966648e+03   2.86603049e+00   
3248    6.06928918e-07   1.94989184e+03   2.89054619e+00   
3249    6.07046163e-07   1.98060783e+03   2.91537595e+00   
3250    6.07163408e-07   2.01181278e+03   2.94051852e+00   
3251    6.07280653e-07   2.04350502e+03   2.96597256e+00   
3252    6.07397898e-07   2.07568282e+03   2.99173680e+00   
3253    6.07515143e-07   2.10834443e+03   3.01780989e+00   
3254    6.07632388e-07   2.14148807e+03   3.04419047e+00   
3255    6.07866878e-07   2.20921429e+03   3.09786920e+00   
3256    6.08101368e-07   2.27884677e+03   3.15276207e+00   
3257    6.08335858e-07   2.35037040e+03   3.20885799e+00   
3258    6.08570347e-07   2.42376967e+03   3.26614564e+00   
3259    6.08739941e-07   2.47801501e+03   3.30831421e+00   
3260    6.08909534e-07   2.53322696e+03   3.35109532e+00   
3261    6.09079127e-07   2.58939924e+03   3.39448433e+00   
3262    6.09248720e-07   2.64652546e+03   3.43847655e+00   
3263    6.09418314e-07   2.70459920e+03   3.48306758e+00   
3264    6.09587907e-07   2.76361383e+03   3.52825247e+00   
3265    6.09757500e-07   2.82356263e+03   3.57402640e+00   
3266    6.09927093e-07   2.88443879e+03   3.62038445e+00   
3267    6.10266280e-07   3.00894574e+03   3.71483323e+00   
3268    6.10605466e-07   3.13707816e+03   3.81155840e+00   
3269    6.10944653e-07   3.26877788e+03   3.91051856e+00   
3270    6.11283839e-07   3.40398506e+03   4.01167132e+00   
3271    6.11539391e-07   3.50813335e+03   4.08930410e+00   
3272    6.11794943e-07   3.61421089e+03   4.16813766e+00   
3273    6.12050495e-07   3.72219022e+03   4.24815262e+00   
3274    6.12306047e-07   3.83204331e+03   4.32932928e+00   
3275    6.12561599e-07   3.94374259e+03   4.41164804e+00   
3276    6.12817151e-07   4.05725881e+03   4.49508846e+00   
3277    6.13072703e-07   4.17256261e+03   4.57962993e+00   
3278    6.13328255e-07   4.28962412e+03   4.66525155e+00   
3279    6.13583807e-07   4.40841382e+03   4.75193272e+00   
3280    6.13839359e-07   4.52890072e+03   4.83965179e+00   
3281    6.14094911e-07   4.65105367e+03   4.92838707e+00   
3282    6.14350463e-07   4.77484107e+03   5.01811658e+00   
3283    6.14606015e-07   4.90023158e+03   5.10881863e+00   
3284    6.14861567e-07   5.02719254e+03   5.20047056e+00   
3285    6.15117119e-07   5.15569115e+03   5.29304967e+00   
3286    6.15372671e-07   5.28569416e+03   5.38653301e+00   
3287    6.15628223e-07   5.41716862e+03   5.48089786e+00   
3288    6.15883775e-07   5.55008030e+03   5.57612065e+00   
3289    6.16139327e-07   5.68439486e+03   5.67217776e+00   
3290    6.16394879e-07   5.82007752e+03   5.76904531e+00   
3291    6.16650431e-07   5.95709394e+03   5.86669975e+00   
3292    6.16905983e-07   6.09540841e+03   5.96511662e+00   
3293    6.17161535e-07   6.23498520e+03   6.06427149e+00   
3294    6.17417087e-07   6.37578816e+03   6.16413966e+00   
3295    6.17825970e-07   6.60353361e+03   6.32535119e+00   
3296    6.18234853e-07   6.83417548e+03   6.48822343e+00   
3297    6.18643736e-07   7.06756154e+03   6.65265290e+00   
3298    6.19052619e-07   7.30353778e+03   6.81853507e+00   
3299    6.19461503e-07   7.54194841e+03   6.98576440e+00   
3300    6.19870386e-07   7.78263641e+03   7.15423477e+00   
3301    6.20279269e-07   8.02544285e+03   7.32383887e+00   
3302    6.20688152e-07   8.27020751e+03   7.49446878e+00   
3303    6.21097035e-07   8.51676889e+03   7.66601585e+00   
3304    6.21505918e-07   8.76496425e+03   7.83837083e+00   
3305    6.21914802e-07   9.01463007e+03   8.01142408e+00   
3306    6.22323685e-07   9.26560148e+03   8.18506527e+00   
3307    6.22732568e-07   9.51771286e+03   8.35918376e+00   
3308    6.23141451e-07   9.77079781e+03   8.53366855e+00   
3309    6.23550334e-07   1.00246892e+04   8.70840839e+00   
3310    6.23959217e-07   1.02792201e+04   8.88329220e+00   
3311    6.24368101e-07   1.05342223e+04   9.05820834e+00   
3312    6.24776984e-07   1.07895274e+04   9.23304530e+00   
3313    6.25185867e-07   1.10449670e+04   9.40769162e+00   
3314    6.25594750e-07   1.13003725e+04   9.58203591e+00   
3315    6.26003633e-07   1.15555757e+04   9.75596721e+00   
3316    6.26412516e-07   1.18104081e+04   9.92937457e+00   
3317    6.26821400e-07   1.20647015e+04   1.01021474e+01   
3318    6.27230283e-07   1.23182880e+04   1.02741757e+01   
3319    6.27639166e-07   1.25710004e+04   1.04453497e+01   
3320    6.28048049e-07   1.28226721e+04   1.06155604e+01   
3321    6.28456932e-07   1.30731370e+04   1.07846993e+01   
3322    6.28865815e-07   1.33222298e+04   1.09526588e+01   
3323    6.29274699e-07   1.35697862e+04   1.11193318e+01   
3324    6.29683582e-07   1.38156429e+04   1.12846122e+01   
3325    6.30092465e-07   1.40596376e+04   1.14483947e+01   
3326    6.30501348e-07   1.43016093e+04   1.16105752e+01   
3327    6.30910231e-07   1.45413986e+04   1.17710505e+01   
3328    6.31319114e-07   1.47788471e+04   1.19297185e+01   
3329    6.31727997e-07   1.50137983e+04   1.20864785e+01   
3330    6.32136881e-07   1.52460970e+04   1.22412305e+01   
3331    6.32545764e-07   1.54755899e+04   1.23938764e+01   
3332    6.32954647e-07   1.57021258e+04   1.25443193e+01   
3333    6.33363530e-07   1.59255554e+04   1.26924638e+01   
3334    6.33772413e-07   1.61457312e+04   1.28382160e+01   
3335    6.34181296e-07   1.63625074e+04   1.29814831e+01   
3336    6.34590180e-07   1.65757415e+04   1.31221746e+01   
3337    6.34999063e-07   1.67852927e+04   1.32602014e+01   
3338    6.35407946e-07   1.69910230e+04   1.33954765e+01   
3339    6.35816829e-07   1.71927968e+04   1.35279143e+01   
3340    6.36225712e-07   1.73904801e+04   1.36574306e+01   
3341    6.36634595e-07   1.75839430e+04   1.37839441e+01   
3342    6.37043479e-07   1.77730580e+04   1.39073750e+01   
3343    6.37452362e-07   1.79577004e+04   1.40276459e+01   
3344    6.37861245e-07   1.81377487e+04   1.41446812e+01   
3345    6.38270128e-07   1.83130830e+04   1.42584067e+01   
3346    6.38679011e-07   1.84835883e+04   1.43687514e+01   
3347    6.39087894e-07   1.86491522e+04   1.44756464e+01   
3348    6.39496778e-07   1.88096656e+04   1.45790250e+01   
3349    6.39905661e-07   1.89650228e+04   1.46788228e+01   
3350    6.40314544e-07   1.91151203e+04   1.47749767e+01   
3351    6.40723427e-07   1.92598596e+04   1.48674276e+01   
3352    6.41132310e-07   1.93991454e+04   1.49561182e+01   
3353    6.41541193e-07   1.95328860e+04   1.50409937e+01   
3354    6.41950077e-07   1.96609935e+04   1.51220022e+01   
3355    6.42358960e-07   1.97833819e+04   1.51990926e+01   
3356    6.42767843e-07   1.98999714e+04   1.52722185e+01   
3357    6.43176726e-07   2.00106851e+04   1.53413354e+01   
3358    6.43585609e-07   2.01154503e+04   1.54064014e+01   
3359    6.43994492e-07   2.02141981e+04   1.54673775e+01   
3360    6.44403376e-07   2.03068619e+04   1.55242259e+01   
3361    6.44812259e-07   2.03933813e+04   1.55769134e+01   
3362    6.45221142e-07   2.04736996e+04   1.56254090e+01   
3363    6.45630025e-07   2.05477640e+04   1.56696844e+01   
3364    6.46038908e-07   2.06155259e+04   1.57097144e+01   
3365    6.46447791e-07   2.06769389e+04   1.57454748e+01   
3366    6.46856674e-07   2.07319636e+04   1.57769465e+01   
3367    6.47265558e-07   2.07805638e+04   1.58041122e+01   
3368    6.47674441e-07   2.08227077e+04   1.58269580e+01   
3369    6.48083324e-07   2.08583679e+04   1.58454724e+01   
3370    6.48492207e-07   2.08875190e+04   1.58596457e+01   
3371    6.48901090e-07   2.09101428e+04   1.58694727e+01   
3372    6.49309973e-07   2.09262247e+04   1.58749507e+01   
3373    6.49718857e-07   2.09357543e+04   1.58760798e+01   
3374    6.50127740e-07   2.09387258e+04   1.58728631e+01   
3375    6.50536623e-07   2.09351351e+04   1.58653049e+01   
3376    6.50945506e-07   2.09249859e+04   1.58534145e+01   
3377    6.51354389e-07   2.09082850e+04   1.58372034e+01   
3378    6.51763272e-07   2.08850437e+04   1.58166860e+01   
3379    6.52172156e-07   2.08552778e+04   1.57918796e+01   
3380    6.52581039e-07   2.08190049e+04   1.57628029e+01   
3381    6.52989922e-07   2.07762502e+04   1.57294792e+01   
3382    6.53398805e-07   2.07270420e+04   1.56919342e+01   
3383    6.53807688e-07   2.06714130e+04   1.56501963e+01   
3384    6.54216571e-07   2.06094005e+04   1.56042969e+01   
3385    6.54625455e-07   2.05410433e+04   1.55542683e+01   
3386    6.55034338e-07   2.04663877e+04   1.55001479e+01   
3387    6.55443221e-07   2.03854831e+04   1.54419749e+01   
3388    6.55852104e-07   2.02983832e+04   1.53797914e+01   
3389    6.56260987e-07   2.02051460e+04   1.53136422e+01   
3390    6.56669870e-07   2.01058308e+04   1.52435729e+01   
3391    6.57078754e-07   2.00005044e+04   1.51696342e+01   
3392    6.57487637e-07   1.98892365e+04   1.50918783e+01   
3393    6.57896520e-07   1.97721008e+04   1.50103601e+01   
3394    6.58305403e-07   1.96491750e+04   1.49251372e+01   
3395    6.58714286e-07   1.95205381e+04   1.48362679e+01   
3396    6.59123169e-07   1.93862763e+04   1.47438150e+01   
3397    6.59532053e-07   1.92464783e+04   1.46478431e+01   
3398    6.59940936e-07   1.91012366e+04   1.45484191e+01   
3399    6.60349819e-07   1.89506474e+04   1.44456121e+01   
3400    6.60758702e-07   1.87948082e+04   1.43394923e+01   
3401    6.61167585e-07   1.86338229e+04   1.42301338e+01   
3402    6.61576468e-07   1.84677979e+04   1.41176121e+01   
3403    6.61985351e-07   1.82968430e+04   1.40020052e+01   
3404    6.62394235e-07   1.81210713e+04   1.38833929e+01   
3405    6.62803118e-07   1.79405971e+04   1.37618556e+01   
3406    6.63212001e-07   1.77555404e+04   1.36374776e+01   
3407    6.63620884e-07   1.75660235e+04   1.35103445e+01   
3408    6.64029767e-07   1.73721717e+04   1.33805436e+01   
3409    6.64438650e-07   1.71741131e+04   1.32481641e+01   
3410    6.64847534e-07   1.69719770e+04   1.31132957e+01   
3411    6.65256417e-07   1.67658975e+04   1.29760314e+01   
3412    6.65665300e-07   1.65560107e+04   1.28364650e+01   
3413    6.66074183e-07   1.63424554e+04   1.26946921e+01   
3414    6.66483066e-07   1.61253728e+04   1.25508099e+01   
3415    6.66891949e-07   1.59049046e+04   1.24049156e+01   
3416    6.67300833e-07   1.56811971e+04   1.22571093e+01   
3417    6.67709716e-07   1.54543981e+04   1.21074921e+01   
3418    6.68118599e-07   1.52246574e+04   1.19561658e+01   
3419    6.68527482e-07   1.49921267e+04   1.18032340e+01   
3420    6.68936365e-07   1.47569583e+04   1.16488000e+01   
3421    6.69345248e-07   1.45193080e+04   1.14929694e+01   
3422    6.69754132e-07   1.42793328e+04   1.13358484e+01   
3423    6.70163015e-07   1.40371911e+04   1.11775441e+01   
3424    6.70571898e-07   1.37930429e+04   1.10181642e+01   
3425    6.70980781e-07   1.35470482e+04   1.08578166e+01   
3426    6.71389664e-07   1.32993700e+04   1.06966108e+01   
3427    6.71798547e-07   1.30501716e+04   1.05346563e+01   
3428    6.72207431e-07   1.27996178e+04   1.03720633e+01   
3429    6.72616314e-07   1.25478738e+04   1.02089425e+01   
3430    6.73025197e-07   1.22951051e+04   1.00454043e+01   
3431    6.73434080e-07   1.20414788e+04   9.88156009e+00   
3432    6.73842963e-07   1.17871623e+04   9.71752119e+00   
3433    6.74251846e-07   1.15323236e+04   9.55339913e+00   
3434    6.74660729e-07   1.12771308e+04   9.38930548e+00   
3435    6.75069613e-07   1.10217517e+04   9.22535143e+00   
3436    6.75478496e-07   1.07663553e+04   9.06164853e+00   
3437    6.75887379e-07   1.05111099e+04   8.89830801e+00   
3438    6.76296262e-07   1.02561841e+04   8.73544086e+00   
3439    6.76705145e-07   1.00017461e+04   8.57315777e+00   
3440    6.77114028e-07   9.74796352e+03   8.41156886e+00   
3441    6.77522912e-07   9.49500388e+03   8.25078402e+00   
3442    6.77931795e-07   9.24303412e+03   8.09091249e+00   
3443    6.78340678e-07   8.99222049e+03   7.93206295e+00   
3444    6.78749561e-07   8.74272849e+03   7.77434335e+00   
3445    6.79158444e-07   8.49472265e+03   7.61786097e+00   
3446    6.79567327e-07   8.24836664e+03   7.46272218e+00   
3447    6.79976211e-07   8.00382296e+03   7.30903247e+00   
3448    6.80385094e-07   7.76125294e+03   7.15689639e+00   
3449    6.80793977e-07   7.52081657e+03   7.00641739e+00   
3450    6.81202860e-07   7.28267269e+03   6.85769814e+00   
3451    6.81611743e-07   7.04697827e+03   6.71083974e+00   
3452    6.82020626e-07   6.81388880e+03   6.56594220e+00   
3453    6.82429510e-07   6.58355798e+03   6.42310420e+00   
3454    6.82838393e-07   6.35613769e+03   6.28242301e+00   
3455    6.83247276e-07   6.13177843e+03   6.14399497e+00   
3456    6.83656159e-07   5.91062794e+03   6.00791427e+00   
3457    6.84065042e-07   5.69283206e+03   5.87427377e+00   
3458    6.84473925e-07   5.47853439e+03   5.74316466e+00   
3459    6.84882809e-07   5.26787617e+03   5.61467644e+00   
3460    6.85291692e-07   5.06099710e+03   5.48889753e+00   
3461    6.85700575e-07   4.85803323e+03   5.36591366e+00   
3462    6.86109458e-07   4.65911839e+03   5.24580900e+00   
3463    6.86518341e-07   4.46438367e+03   5.12866578e+00   
3464    6.86927224e-07   4.27395738e+03   5.01456422e+00   
3465    6.87336108e-07   4.08796608e+03   4.90358337e+00   
3466    6.87744991e-07   3.90653192e+03   4.79579909e+00   
3467    6.88153874e-07   3.72977449e+03   4.69128549e+00   
3468    6.88562757e-07   3.55781026e+03   4.59011446e+00   
3469    6.88971640e-07   3.39075242e+03   4.49235563e+00   
3470    6.89380523e-07   3.22871239e+03   4.39807739e+00   
3471    6.89789406e-07   3.07179634e+03   4.30734447e+00   
3472    6.90198290e-07   2.92010770e+03   4.22021970e+00   
3473    6.90607173e-07   2.77374634e+03   4.13676344e+00   
3474    6.91016056e-07   2.63280855e+03   4.05703360e+00   
3475    6.91424939e-07   2.49738869e+03   3.98108676e+00   
3476    6.91833822e-07   2.36757527e+03   3.90897546e+00   
3477    6.92242705e-07   2.24345380e+03   3.84075019e+00   
3478    6.92651589e-07   2.12510596e+03   3.77645883e+00   
3479    6.93060472e-07   2.01260951e+03   3.71614656e+00   
3480    6.93250690e-07   1.96229087e+03   3.68945505e+00   
3481    6.93440909e-07   1.91326248e+03   3.66363768e+00   
3482    6.93631127e-07   1.86553148e+03   3.63869841e+00   
3483    6.93821346e-07   1.81910484e+03   3.61464107e+00   
3484    6.93864145e-07   1.80883891e+03   3.60934847e+00   
3485    6.93906944e-07   1.79863939e+03   3.60410049e+00   
3486    6.93949743e-07   1.78850632e+03   3.59889717e+00   
3487    6.93992542e-07   1.77843980e+03   3.59373852e+00   
3488    6.94078140e-07   1.75850657e+03   3.58354293e+00   
3489    6.94163739e-07   1.73884025e+03   3.57351428e+00   
3490    6.94249337e-07   1.71944138e+03   3.56364962e+00   
3491    6.94334935e-07   1.70031050e+03   3.55394578e+00   
3492    6.94411974e-07   1.68332239e+03   3.54529509e+00   
3493    6.94489012e-07   1.66655224e+03   3.53672622e+00   
3494    6.94566051e-07   1.65000045e+03   3.52822204e+00   
3495    6.94643089e-07   1.63366743e+03   3.51976354e+00   
3496    6.94654569e-07   1.63125235e+03   3.51850225e+00   
3497    6.94666049e-07   1.62884213e+03   3.51724095e+00   
3498    6.94677528e-07   1.62643679e+03   3.51597955e+00   
3499    6.94689008e-07   1.62403631e+03   3.51471795e+00   
3500    6.94711968e-07   1.61924996e+03   3.51218323e+00   
3501    6.94734927e-07   1.61448309e+03   3.50963676e+00   
3502    6.94757886e-07   1.60973571e+03   3.50707547e+00   
3503    6.94780846e-07   1.60500782e+03   3.50449608e+00   
3504    6.94803805e-07   1.60029943e+03   3.50189211e+00   
3505    6.94826765e-07   1.59561054e+03   3.49926028e+00   
3506    6.94849724e-07   1.59094115e+03   3.49659585e+00   
3507    6.94872684e-07   1.58629128e+03   3.49389380e+00   
3508    6.94895643e-07   1.58166093e+03   3.49114578e+00   
3509    6.94918602e-07   1.57705009e+03   3.48834645e+00   
3510    6.94941562e-07   1.57245877e+03   3.48548888e+00   
3511    6.94964521e-07   1.56788697e+03   3.48256571e+00   
3512    6.94987481e-07   1.56333470e+03   3.47956445e+00   
3513    6.95010440e-07   1.55880194e+03   3.47647746e+00   
3514    6.95033400e-07   1.55428871e+03   3.47329462e+00   
3515    6.95056359e-07   1.54979500e+03   3.47000518e+00   
3516    6.95079319e-07   1.54532080e+03   3.46659323e+00   
3517    6.95102278e-07   1.54086611e+03   3.46304734e+00   
3518    6.95125237e-07   1.53643092e+03   3.45935349e+00   
3519    6.95148197e-07   1.53201524e+03   3.45549682e+00   
3520    6.95171156e-07   1.52761905e+03   3.45146082e+00   
3521    6.95194116e-07   1.52324235e+03   3.44722912e+00   
3522    6.95217075e-07   1.51888512e+03   3.44278417e+00   
3523    6.95240035e-07   1.51454736e+03   3.43810755e+00   
3524    6.95258402e-07   1.51109117e+03   3.43419039e+00   
3525    6.95276770e-07   1.50764743e+03   3.43010561e+00   
3526    6.95295137e-07   1.50421614e+03   3.42584385e+00   
3527    6.95313505e-07   1.50079728e+03   3.42139565e+00   
3528    6.95331872e-07   1.49739086e+03   3.41675150e+00   
3529    6.95350240e-07   1.49399688e+03   3.41190906e+00   
3530    6.95368607e-07   1.49061533e+03   3.40685750e+00   
3531    6.95386975e-07   1.48724621e+03   3.40158953e+00   
3532    6.95405342e-07   1.48388952e+03   3.39609835e+00   
3533    6.95423710e-07   1.48054525e+03   3.39037768e+00   
3534    6.95442078e-07   1.47721341e+03   3.38442803e+00   
3535    6.95460445e-07   1.47389400e+03   3.37824334e+00   
3536    6.95478813e-07   1.47058703e+03   3.37182132e+00   
3537    6.95497180e-07   1.46729248e+03   3.36516085e+00   
3538    6.95515548e-07   1.46401037e+03   3.35826207e+00   
3539    6.95533915e-07   1.46074071e+03   3.35112529e+00   
3540    6.95552283e-07   1.45748349e+03   3.34375370e+00   
3541    6.95570650e-07   1.45423874e+03   3.33615140e+00   
