Index        TIME        {V(2)+11000.0}     {V(3)+1.0}
886     3.76130488e-08   1.80804295e+04   1.32527145e+01   
887     3.79924750e-08   1.82450918e+04   1.33608339e+01   
888     3.83719011e-08   1.84056363e+04   1.34660648e+01   
889     3.87513273e-08   1.85619693e+04   1.35683497e+01   
890     3.91307535e-08   1.87140013e+04   1.36676336e+01   
891     3.95101797e-08   1.88616450e+04   1.37638633e+01   
892     3.98896058e-08   1.90048206e+04   1.38569902e+01   
893     4.02690320e-08   1.91434444e+04   1.39469635e+01   
894     4.06484582e-08   1.92774369e+04   1.40337354e+01   
895     4.10278844e-08   1.94067214e+04   1.41172598e+01   
896     4.14073105e-08   1.95312279e+04   1.41974949e+01   
897     4.17867367e-08   1.96508834e+04   1.42743976e+01   
898     4.21661629e-08   1.97656196e+04   1.43479273e+01   
899     4.25455890e-08   1.98753705e+04   1.44180456e+01   
900     4.29250152e-08   1.99800769e+04   1.44847180e+01   
901     4.33044414e-08   2.00796775e+04   1.45479092e+01   
902     4.36838676e-08   2.01741152e+04   1.46075866e+01   
903     4.40632937e-08   2.02633356e+04   1.46637194e+01   
904     4.46703756e-08   2.03951145e+04   1.47460913e+01   
905     4.52774575e-08   2.05132187e+04   1.48192131e+01   
906     4.58845394e-08   2.06174760e+04   1.48829927e+01   
907     4.64916212e-08   2.07077341e+04   1.49373518e+01   
908     4.70987031e-08   2.07838618e+04   1.49822256e+01   
909     4.75510117e-08   2.08313294e+04   1.50094627e+01   
910     4.80033203e-08   2.08708539e+04   1.50313907e+01   
911     4.84556290e-08   2.09024042e+04   1.50479984e+01   
912     4.89079376e-08   2.09259559e+04   1.50592791e+01   
913     4.93602462e-08   2.09414915e+04   1.50652306e+01   
914     4.98125548e-08   2.09489919e+04   1.50658497e+01   
915     5.02648634e-08   2.09484553e+04   1.50611446e+01   
916     5.07171720e-08   2.09398824e+04   1.50511253e+01   
917     5.11694806e-08   2.09232811e+04   1.50358063e+01   
918     5.16217892e-08   2.08986657e+04   1.50152065e+01   
919     5.20740979e-08   2.08660513e+04   1.49893453e+01   
920     5.25264065e-08   2.08254669e+04   1.49582512e+01   
921     5.29787151e-08   2.07769456e+04   1.49219554e+01   
922     5.34310237e-08   2.07205268e+04   1.48804932e+01   
923     5.38833323e-08   2.06562566e+04   1.48339042e+01   
924     5.43356409e-08   2.05841838e+04   1.47822300e+01   
925     5.47879495e-08   2.05043684e+04   1.47255192e+01   
926     5.52402581e-08   2.04168750e+04   1.46638235e+01   
927     5.56925668e-08   2.03217745e+04   1.45971987e+01   
928     5.61448754e-08   2.02191443e+04   1.45257049e+01   
929     5.65971840e-08   2.01090641e+04   1.44494034e+01   
930     5.70494926e-08   1.99916248e+04   1.43683629e+01   
931     5.75018012e-08   1.98669213e+04   1.42826548e+01   
932     5.79541098e-08   1.97350549e+04   1.41923543e+01   
933     5.84064184e-08   1.95961331e+04   1.40975408e+01   
934     5.88587271e-08   1.94502638e+04   1.39982939e+01   
935     5.93110357e-08   1.92975675e+04   1.38947010e+01   
936     5.97633443e-08   1.91381676e+04   1.37868518e+01   
937     6.02156529e-08   1.89721936e+04   1.36748393e+01   
938     6.06679615e-08   1.87997802e+04   1.35587604e+01   
939     6.11202701e-08   1.86210626e+04   1.34387118e+01   
940     6.15725787e-08   1.84361877e+04   1.33147976e+01   
941     6.20248873e-08   1.82453049e+04   1.31871239e+01   
942     6.24771960e-08   1.80485687e+04   1.30557995e+01   
943     6.29295046e-08   1.78461389e+04   1.29209367e+01   
944     6.33818132e-08   1.76381753e+04   1.27826478e+01   
945     6.38341218e-08   1.74248480e+04   1.26410513e+01   
946     6.42864304e-08   1.72063293e+04   1.24962674e+01   
947     6.47387390e-08   1.69827961e+04   1.23484187e+01   
948     6.51910476e-08   1.67544293e+04   1.21976306e+01   
949     6.56433563e-08   1.65214106e+04   1.20440286e+01   
950     6.60956649e-08   1.62839298e+04   1.18877434e+01   
951     6.65479735e-08   1.60421786e+04   1.17289068e+01   
952     6.70002821e-08   1.57963527e+04   1.15676528e+01   
953     6.74525907e-08   1.55466510e+04   1.14041175e+01   
954     6.79048993e-08   1.52932727e+04   1.12384369e+01   
955     6.83572079e-08   1.50364237e+04   1.10707512e+01   
956     6.88095165e-08   1.47763117e+04   1.09012014e+01   
957     6.92618252e-08   1.45131468e+04   1.07299301e+01   
958     6.97141338e-08   1.42471421e+04   1.05570814e+01   
959     7.01664424e-08   1.39785101e+04   1.03827990e+01   
960     7.06187510e-08   1.37074690e+04   1.02072297e+01   
961     7.10710596e-08   1.34342378e+04   1.00305211e+01   
962     7.15233682e-08   1.31590373e+04   9.85282128e+00   
963     7.19756768e-08   1.28820901e+04   9.67427946e+00   
964     7.24279855e-08   1.26036179e+04   9.49504416e+00   
965     7.28802941e-08   1.23238467e+04   9.31526614e+00   
966     7.33326027e-08   1.20430025e+04   9.13509604e+00   
967     7.37849113e-08   1.17613121e+04   8.95468482e+00   
968     7.42372199e-08   1.14790033e+04   8.77418370e+00   
969     7.46895285e-08   1.11963027e+04   8.59374311e+00   
970     7.51418371e-08   1.09134393e+04   8.41351452e+00   
971     7.55941457e-08   1.06306415e+04   8.23364883e+00   
972     7.60464544e-08   1.03481376e+04   8.05429667e+00   
973     7.64987630e-08   1.00661561e+04   7.87560826e+00   
974     7.69510716e-08   9.78492367e+03   7.69773292e+00   
975     7.74033802e-08   9.50466792e+03   7.52081975e+00   
976     7.78556888e-08   9.22561508e+03   7.34501692e+00   
977     7.83079974e-08   8.94799046e+03   7.17047168e+00   
978     7.87603060e-08   8.67201824e+03   6.99733024e+00   
979     7.92126147e-08   8.39792106e+03   6.82573775e+00   
980     7.96649233e-08   8.12592028e+03   6.65583800e+00   
981     8.01172319e-08   7.85623548e+03   6.48777340e+00   
982     8.05695405e-08   7.58908433e+03   6.32168487e+00   
983     8.10218491e-08   7.32468246e+03   6.15771170e+00   
984     8.14741577e-08   7.06324367e+03   5.99599190e+00   
985     8.19264663e-08   6.80497880e+03   5.83666105e+00   
986     8.23787749e-08   6.55009629e+03   5.67985296e+00   
987     8.28310836e-08   6.29880181e+03   5.52569938e+00   
988     8.32833922e-08   6.05129806e+03   5.37432984e+00   
989     8.37357008e-08   5.80778573e+03   5.22587247e+00   
990     8.41880094e-08   5.56846087e+03   5.08045188e+00   
991     8.46403180e-08   5.33351659e+03   4.93819061e+00   
992     8.50926266e-08   5.10314238e+03   4.79920853e+00   
993     8.55449352e-08   4.87752396e+03   4.66362283e+00   
994     8.59972438e-08   4.65684485e+03   4.53154919e+00   
995     8.64495525e-08   4.44128237e+03   4.40309875e+00   
996     8.69018611e-08   4.23101040e+03   4.27838025e+00   
997     8.73541697e-08   4.02619844e+03   4.15749934e+00   
998     8.78064783e-08   3.82701147e+03   4.04055847e+00   
999     8.82587869e-08   3.63361215e+03   3.92765854e+00   
1000    8.87110955e-08   3.44615550e+03   3.81889498e+00   
1001    8.91634041e-08   3.26479267e+03   3.71436057e+00   
1002    8.96157128e-08   3.08966975e+03   3.61414458e+00   
1003    9.00680214e-08   2.92092767e+03   3.51833267e+00   
1004    9.05203300e-08   2.75870495e+03   3.42700891e+00   
1005    9.09726386e-08   2.60313117e+03   3.34025112e+00   
1006    9.14249472e-08   2.45433170e+03   3.25813423e+00   
1007    9.18772558e-08   2.31242632e+03   3.18072935e+00   
1008    9.23295644e-08   2.17752902e+03   3.10810363e+00   
1009    9.27818730e-08   2.04975143e+03   3.04032261e+00   
1010    9.32341817e-08   1.92919505e+03   2.97744491e+00   
1011    9.36864903e-08   1.81595698e+03   2.91952614e+00   
1012    9.41387989e-08   1.71012822e+03   2.86661779e+00   
1013    9.45911075e-08   1.61179359e+03   2.81876714e+00   
1014    9.46782289e-08   1.59372047e+03   2.81013509e+00   
1015    9.47653503e-08   1.57592889e+03   2.80169260e+00   
1016    9.48524717e-08   1.55841935e+03   2.79343995e+00   
1017    9.49395930e-08   1.54119239e+03   2.78537743e+00   
1018    9.50267144e-08   1.52424850e+03   2.77750529e+00   
1019    9.52009572e-08   1.49121234e+03   2.76233352e+00   
1020    9.53752000e-08   1.45931472e+03   2.74792668e+00   
1021    9.55494428e-08   1.42855949e+03   2.73428678e+00   
1022    9.57236855e-08   1.39895036e+03   2.72141578e+00   
1023    9.58979283e-08   1.37049091e+03   2.70931551e+00   
1024    9.60721711e-08   1.34318448e+03   2.69798766e+00   
1025    9.62464138e-08   1.31703440e+03   2.68743391e+00   
1026    9.64206566e-08   1.29204381e+03   2.67765583e+00   
1027    9.65948994e-08   1.26821573e+03   2.66865487e+00   
1028    9.67691422e-08   1.24555303e+03   2.66043240e+00   
1029    9.69433849e-08   1.22405835e+03   2.65298966e+00   
1030    9.71176277e-08   1.20373431e+03   2.64632784e+00   
1031    9.72918705e-08   1.18458331e+03   2.64044799e+00   
1032    9.74661133e-08   1.16660763e+03   2.63535110e+00   
1033    9.76403560e-08   1.14980939e+03   2.63103804e+00   
1034    9.78427847e-08   1.13177517e+03   2.62701271e+00   
1035    9.80452133e-08   1.11533582e+03   2.62404750e+00   
1036    9.82476420e-08   1.10049398e+03   2.62214333e+00   
1037    9.84500706e-08   1.08725204e+03   2.62130094e+00   
1038    9.86524992e-08   1.07561213e+03   2.62152091e+00   
1039    9.88549279e-08   1.06557614e+03   2.62280364e+00   
1040    9.90573565e-08   1.05714568e+03   2.62514935e+00   
1041    9.92597852e-08   1.05032211e+03   2.62855809e+00   
1042    9.94622138e-08   1.04510652e+03   2.63302977e+00   
1043    9.96646424e-08   1.04149976e+03   2.63856408e+00   
1044    9.98670711e-08   1.03950242e+03   2.64516059e+00   
1045    1.00069500e-07   1.03911482e+03   2.65281866e+00   
1046    1.00271928e-07   1.04033702e+03   2.66153749e+00   
1047    1.00474357e-07   1.04316885e+03   2.67131612e+00   
1048    1.00676786e-07   1.04760985e+03   2.68215341e+00   
1049    1.01081643e-07   1.06131613e+03   2.70699847e+00   
1050    1.01486500e-07   1.08144703e+03   2.73606011e+00   
1051    1.01891357e-07   1.10798947e+03   2.76932299e+00   
1052    1.02296215e-07   1.14092621e+03   2.80676902e+00   
1053    1.02701072e-07   1.18023579e+03   2.84837733e+00   
1054    1.02993683e-07   1.21260050e+03   2.88102821e+00   
1055    1.03286294e-07   1.24827021e+03   2.91583153e+00   
1056    1.03578905e-07   1.28723284e+03   2.95277685e+00   
1057    1.03871516e-07   1.32947520e+03   2.99185295e+00   
1058    1.04164127e-07   1.37498298e+03   3.03304793e+00   
1059    1.04456738e-07   1.42374103e+03   3.07634929e+00   
1060    1.04749349e-07   1.47573271e+03   3.12174363e+00   
1061    1.05041960e-07   1.53094044e+03   3.16921687e+00   
1062    1.05334571e-07   1.58934550e+03   3.21875424e+00   
1063    1.05627182e-07   1.65092808e+03   3.27034025e+00   
1064    1.05919793e-07   1.71566771e+03   3.32395899e+00   
1065    1.06212404e-07   1.78354230e+03   3.37959348e+00   
1066    1.06505015e-07   1.85452888e+03   3.43722620e+00   
1067    1.06797626e-07   1.92860340e+03   3.49683893e+00   
1068    1.07090237e-07   2.00574076e+03   3.55841275e+00   
1069    1.07382848e-07   2.08591524e+03   3.62192840e+00   
1070    1.07675459e-07   2.16909954e+03   3.68736553e+00   
1071    1.07968070e-07   2.25526551e+03   3.75470333e+00   
1072    1.08260681e-07   2.34438401e+03   3.82392028e+00   
1073    1.08553292e-07   2.43642487e+03   3.89499425e+00   
1074    1.08845903e-07   2.53135724e+03   3.96790267e+00   
1075    1.09138514e-07   2.62914891e+03   4.04262208e+00   
1076    1.09431125e-07   2.72976679e+03   4.11912851e+00   
1077    1.09723736e-07   2.83317687e+03   4.19739737e+00   
1078    1.10016347e-07   2.93934415e+03   4.27740344e+00   
1079    1.10308958e-07   3.04823298e+03   4.35912111e+00   
1080    1.10601569e-07   3.15980644e+03   4.44252395e+00   
1081    1.10894180e-07   3.27402680e+03   4.52758505e+00   
1082    1.11186791e-07   3.39085543e+03   4.61427691e+00   
1083    1.11479402e-07   3.51025282e+03   4.70257147e+00   
1084    1.11772013e-07   3.63217885e+03   4.79244032e+00   
1085    1.12064624e-07   3.75659217e+03   4.88385426e+00   
1086    1.12357235e-07   3.88345074e+03   4.97678365e+00   
1087    1.12649846e-07   4.01271164e+03   5.07119833e+00   
1088    1.12942457e-07   4.14433115e+03   5.16706764e+00   
1089    1.13235068e-07   4.27826503e+03   5.26436058e+00   
1090    1.13527679e-07   4.41446788e+03   5.36304545e+00   
1091    1.13820290e-07   4.55289366e+03   5.46309014e+00   
1092    1.14112902e-07   4.69349556e+03   5.56446209e+00   
1093    1.14405513e-07   4.83622603e+03   5.66712827e+00   
1094    1.14698124e-07   4.98103705e+03   5.77105537e+00   
1095    1.14990735e-07   5.12787957e+03   5.87620945e+00   
1096    1.15283346e-07   5.27670395e+03   5.98255621e+00   
1097    1.15575957e-07   5.42745986e+03   6.09006096e+00   
1098    1.15868568e-07   5.58009634e+03   6.19868859e+00   
1099    1.16161179e-07   5.73456200e+03   6.30840376e+00   
1100    1.16453790e-07   5.89080453e+03   6.41917057e+00   
1101    1.16746401e-07   6.04877111e+03   6.53095282e+00   
1102    1.17039012e-07   6.20840836e+03   6.64371397e+00   
1103    1.17331623e-07   6.36966229e+03   6.75741715e+00   
1104    1.17624234e-07   6.53247858e+03   6.87202526e+00   
1105    1.17916845e-07   6.69680212e+03   6.98750076e+00   
1106    1.18209456e-07   6.86257738e+03   7.10380586e+00   
1107    1.18502067e-07   7.02974831e+03   7.22090248e+00   
1108    1.18794678e-07   7.19825839e+03   7.33875228e+00   
1109    1.19087289e-07   7.36805085e+03   7.45731674e+00   
1110    1.19379900e-07   7.53906820e+03   7.57655699e+00   
1111    1.19672511e-07   7.71125267e+03   7.69643396e+00   
1112    1.19965122e-07   7.88454604e+03   7.81690835e+00   
1113    1.20257733e-07   8.05888975e+03   7.93794067e+00   
1114    1.20842955e-07   8.41049269e+03   8.18152055e+00   
1115    1.21428177e-07   8.76558631e+03   8.42685419e+00   
1116    1.22013399e-07   9.12369085e+03   8.67361984e+00   
1117    1.22598621e-07   9.48432241e+03   8.92149380e+00   
1118    1.23183843e-07   9.84699361e+03   9.17015080e+00   
1119    1.23613055e-07   1.01139954e+04   9.35282873e+00   
1120    1.24042267e-07   1.03816363e+04   9.53562313e+00   
1121    1.24471479e-07   1.06497214e+04   9.71840479e+00   
1122    1.24900691e-07   1.09180556e+04   9.90104447e+00   
1123    1.25329903e-07   1.11864434e+04   1.00834130e+01   
1124    1.25690184e-07   1.14116288e+04   1.02361907e+01   
1125    1.26050466e-07   1.16365996e+04   1.03886108e+01   
1126    1.26410747e-07   1.18612403e+04   1.05405975e+01   
1127    1.26771029e-07   1.20854360e+04   1.06920750e+01   
1128    1.27131310e-07   1.23090715e+04   1.08429679e+01   
1129    1.27491592e-07   1.25320331e+04   1.09932015e+01   
1130    1.27851873e-07   1.27542063e+04   1.11427010e+01   
1131    1.28212155e-07   1.29754774e+04   1.12913920e+01   
1132    1.28572437e-07   1.31957330e+04   1.14392008e+01   
1133    1.28932718e-07   1.34148606e+04   1.15860537e+01   
1134    1.29293000e-07   1.36327475e+04   1.17318777e+01   
1135    1.29653281e-07   1.38492822e+04   1.18766003e+01   
1136    1.30013563e-07   1.40643541e+04   1.20201497e+01   
1137    1.30373844e-07   1.42778530e+04   1.21624545e+01   
1138    1.30734126e-07   1.44896696e+04   1.23034443e+01   
1139    1.31094407e-07   1.46996950e+04   1.24430487e+01   
1140    1.31454689e-07   1.49078219e+04   1.25811984e+01   
1141    1.31814970e-07   1.51139436e+04   1.27178250e+01   
1142    1.32175252e-07   1.53179545e+04   1.28528606e+01   
1143    1.32535533e-07   1.55197502e+04   1.29862382e+01   
1144    1.32895815e-07   1.57192271e+04   1.31178916e+01   
1145    1.33256096e-07   1.59162832e+04   1.32477557e+01   
1146    1.33616378e-07   1.61108174e+04   1.33757659e+01   
1147    1.33976659e-07   1.63027302e+04   1.35018591e+01   
1148    1.34336941e-07   1.64919232e+04   1.36259727e+01   
1149    1.35057504e-07   1.68617624e+04   1.38680156e+01   
1150    1.35778067e-07   1.72195771e+04   1.41014160e+01   
1151    1.36498630e-07   1.75646337e+04   1.43257125e+01   
1152    1.37219193e-07   1.78962255e+04   1.45404628e+01   
1153    1.37939756e-07   1.82136736e+04   1.47452444e+01   
1154    1.38432194e-07   1.84221474e+04   1.48792511e+01   
1155    1.38924632e-07   1.86235118e+04   1.50082910e+01   
1156    1.39417071e-07   1.88175748e+04   1.51322467e+01   
1157    1.39909509e-07   1.90041518e+04   1.52510057e+01   
1158    1.40401947e-07   1.91830656e+04   1.53644609e+01   
1159    1.40894386e-07   1.93541382e+04   1.54725041e+01   
1160    1.41386824e-07   1.95172102e+04   1.55750404e+01   
1161    1.41879262e-07   1.96721262e+04   1.56719775e+01   
1162    1.42371701e-07   1.98187388e+04   1.57632287e+01   
1163    1.42864139e-07   1.99569088e+04   1.58487129e+01   
1164    1.43356577e-07   2.00864980e+04   1.59283493e+01   
1165    1.43849016e-07   2.02073860e+04   1.60020696e+01   
1166    1.44341454e-07   2.03194575e+04   1.60698088e+01   
1167    1.44833892e-07   2.04226059e+04   1.61315077e+01   
1168    1.45326331e-07   2.05167333e+04   1.61871134e+01   
1169    1.45818769e-07   2.06017447e+04   1.62365746e+01   
1170    1.46311207e-07   2.06775617e+04   1.62798510e+01   
1171    1.46803645e-07   2.07441122e+04   1.63169070e+01   
1172    1.47296084e-07   2.08013331e+04   1.63477128e+01   
1173    1.47788522e-07   2.08491709e+04   1.63722448e+01   
1174    1.48280960e-07   2.08875741e+04   1.63904812e+01   
1175    1.48773399e-07   2.09165094e+04   1.64024120e+01   
1176    1.49265837e-07   2.09359495e+04   1.64080314e+01   
1177    1.49758275e-07   2.09458768e+04   1.64073397e+01   
1178    1.50250714e-07   2.09462829e+04   1.64003437e+01   
1179    1.50743152e-07   2.09371613e+04   1.63870511e+01   
1180    1.51235590e-07   2.09185245e+04   1.63674824e+01   
1181    1.51728029e-07   2.08903909e+04   1.63416619e+01   
1182    1.52220467e-07   2.08527883e+04   1.63096201e+01   
1183    1.52712905e-07   2.08057541e+04   1.62713936e+01   
1184    1.53205344e-07   2.07493267e+04   1.62270201e+01   
1185    1.53697782e-07   2.06835642e+04   1.61765495e+01   
1186    1.54190220e-07   2.06085299e+04   1.61200358e+01   
1187    1.54682659e-07   2.05242965e+04   1.60575387e+01   
1188    1.55175097e-07   2.04309460e+04   1.59891240e+01   
1189    1.55667535e-07   2.03285614e+04   1.59148581e+01   
1190    1.56159974e-07   2.02172444e+04   1.58348198e+01   
1191    1.56652412e-07   2.00971021e+04   1.57490909e+01   
1192    1.57144850e-07   1.99682502e+04   1.56577592e+01   
1193    1.57637289e-07   1.98308134e+04   1.55609178e+01   
1194    1.58129727e-07   1.96849170e+04   1.54586607e+01   
1195    1.58622165e-07   1.95307043e+04   1.53510931e+01   
1196    1.59114604e-07   1.93683234e+04   1.52383232e+01   
1197    1.59607042e-07   1.91979304e+04   1.51204645e+01   
1198    1.60099480e-07   1.90196895e+04   1.49976356e+01   
1199    1.60591919e-07   1.88337656e+04   1.48699552e+01   
1200    1.61084357e-07   1.86403400e+04   1.47375529e+01   
1201    1.61576795e-07   1.84395982e+04   1.46005605e+01   
1202    1.62069233e-07   1.82317331e+04   1.44591147e+01   
1203    1.62561672e-07   1.80169448e+04   1.43133565e+01   
1204    1.63054110e-07   1.77954333e+04   1.41634268e+01   
1205    1.63546548e-07   1.75674139e+04   1.40094762e+01   
1206    1.64038987e-07   1.73331051e+04   1.38516572e+01   
1207    1.64531425e-07   1.70927319e+04   1.36901261e+01   
1208    1.65023863e-07   1.68465253e+04   1.35250433e+01   
1209    1.65516302e-07   1.65947160e+04   1.33565683e+01   
1210    1.66008740e-07   1.63375478e+04   1.31848692e+01   
1211    1.66501178e-07   1.60752674e+04   1.30101155e+01   
1212    1.66993617e-07   1.58081261e+04   1.28324796e+01   
1213    1.67486055e-07   1.55363807e+04   1.26521370e+01   
1214    1.67978493e-07   1.52602868e+04   1.24692624e+01   
1215    1.68470932e-07   1.49801111e+04   1.22840372e+01   
1216    1.68963370e-07   1.46961221e+04   1.20966439e+01   
1217    1.69455808e-07   1.44085921e+04   1.19072668e+01   
1218    1.69948247e-07   1.41177969e+04   1.17160924e+01   
1219    1.70440685e-07   1.38240112e+04   1.15233064e+01   
1220    1.70933123e-07   1.35275183e+04   1.13290993e+01   
1221    1.71425562e-07   1.32286022e+04   1.11336620e+01   
1222    1.71918000e-07   1.29275492e+04   1.09371864e+01   
1223    1.72410438e-07   1.26246481e+04   1.07398657e+01   
1224    1.72902877e-07   1.23201859e+04   1.05418920e+01   
1225    1.73395315e-07   1.20144556e+04   1.03434603e+01   
1226    1.73887753e-07   1.17077499e+04   1.01447654e+01   
1227    1.74380192e-07   1.14003626e+04   9.94600236e+00   
1228    1.74872630e-07   1.10925883e+04   9.74736636e+00   
1229    1.74964612e-07   1.10350803e+04   9.71029315e+00   
1230    1.75056594e-07   1.09775710e+04   9.67323244e+00   
1231    1.75148576e-07   1.09200624e+04   9.63618550e+00   
1232    1.75240558e-07   1.08625562e+04   9.59915360e+00   
1233    1.75332540e-07   1.08050546e+04   9.56213801e+00   
1234    1.75516504e-07   1.06900721e+04   9.48816070e+00   
1235    1.75700468e-07   1.05751304e+04   9.41426373e+00   
1236    1.75884432e-07   1.04602447e+04   9.34045720e+00   
1237    1.76068396e-07   1.03454304e+04   9.26675119e+00   
1238    1.76252360e-07   1.02307028e+04   9.19315577e+00   
1239    1.76436324e-07   1.01160773e+04   9.11968108e+00   
1240    1.76620288e-07   1.00015691e+04   9.04633713e+00   
1241    1.76804252e-07   9.88719349e+03   8.97313395e+00   
1242    1.76988216e-07   9.77296578e+03   8.90008156e+00   
1243    1.77172180e-07   9.65890120e+03   8.82718996e+00   
1244    1.77540108e-07   9.43132240e+03   8.68192906e+00   
1245    1.77908036e-07   9.20457868e+03   8.53743081e+00   
1246    1.78275964e-07   8.97879127e+03   8.39377442e+00   
1247    1.78643892e-07   8.75408098e+03   8.25103868e+00   
1248    1.79011820e-07   8.53056813e+03   8.10930196e+00   
1249    1.79342955e-07   8.33052838e+03   7.98265688e+00   
1250    1.79674091e-07   8.13164152e+03   7.85693996e+00   
1251    1.80005226e-07   7.93399358e+03   7.73220698e+00   
1252    1.80336361e-07   7.73767004e+03   7.60851330e+00   
1253    1.80667496e-07   7.54275575e+03   7.48591379e+00   
1254    1.80998632e-07   7.34933558e+03   7.36446324e+00   
1255    1.81329767e-07   7.15749296e+03   7.24421544e+00   
1256    1.81660902e-07   6.96731089e+03   7.12522381e+00   
1257    1.81992037e-07   6.77887166e+03   7.00754125e+00   
1258    1.82323173e-07   6.59225678e+03   6.89122004e+00   
1259    1.82654308e-07   6.40754711e+03   6.77631202e+00   
1260    1.82985443e-07   6.22482246e+03   6.66286823e+00   
1261    1.83316578e-07   6.04416187e+03   6.55093912e+00   
1262    1.83647713e-07   5.86564344e+03   6.44057447e+00   
1263    1.83978849e-07   5.68934431e+03   6.33182337e+00   
1264    1.84309984e-07   5.51534117e+03   6.22473452e+00   
1265    1.84641119e-07   5.34370906e+03   6.11935550e+00   
1266    1.84972254e-07   5.17452221e+03   6.01573326e+00   
1267    1.85303390e-07   5.00785378e+03   5.91391399e+00   
1268    1.85634525e-07   4.84377584e+03   5.81394309e+00   
1269    1.85965660e-07   4.68235968e+03   5.71586542e+00   
1270    1.86296795e-07   4.52367497e+03   5.61972466e+00   
1271    1.86627931e-07   4.36779036e+03   5.52556380e+00   
1272    1.86959066e-07   4.21477328e+03   5.43342492e+00   
1273    1.87290201e-07   4.06468990e+03   5.34334924e+00   
1274    1.87621336e-07   3.91760539e+03   5.25537728e+00   
1275    1.87952471e-07   3.77358327e+03   5.16954838e+00   
1276    1.88283607e-07   3.63268584e+03   5.08590104e+00   
1277    1.88614742e-07   3.49497402e+03   5.00447278e+00   
1278    1.88945877e-07   3.36050735e+03   4.92530017e+00   
1279    1.89277012e-07   3.22934432e+03   4.84841905e+00   
1280    1.89608148e-07   3.10154149e+03   4.77386391e+00   
1281    1.89939283e-07   2.97715414e+03   4.70166835e+00   
1282    1.90270418e-07   2.85623602e+03   4.63186493e+00   
1283    1.90601553e-07   2.73883936e+03   4.56448514e+00   
1284    1.90932688e-07   2.62501539e+03   4.49955980e+00   
1285    1.91263824e-07   2.51481310e+03   4.43711816e+00   
1286    1.91594959e-07   2.40828013e+03   4.37718857e+00   
1287    1.91926094e-07   2.30546250e+03   4.31979826e+00   
1288    1.92257229e-07   2.20640460e+03   4.26497334e+00   
1289    1.92588365e-07   2.11114977e+03   4.21273922e+00   
1290    1.92919500e-07   2.01973894e+03   4.16311963e+00   
1291    1.93250635e-07   1.93221162e+03   4.11613736e+00   
1292    1.93581770e-07   1.84860561e+03   4.07181404e+00   
1293    1.93912906e-07   1.76895698e+03   4.03017011e+00   
1294    1.94244041e-07   1.69330069e+03   3.99122527e+00   
1295    1.94575176e-07   1.62166918e+03   3.95499750e+00   
1296    1.94906311e-07   1.55409339e+03   3.92150378e+00   
1297    1.95237446e-07   1.49060251e+03   3.89075989e+00   
1298    1.95568582e-07   1.43122391e+03   3.86278040e+00   
1299    1.95899717e-07   1.37598376e+03   3.83757784e+00   
1300    1.96230852e-07   1.32490567e+03   3.81516447e+00   
1301    1.96561987e-07   1.27801170e+03   3.79555086e+00   
1302    1.96893123e-07   1.23532206e+03   3.77874629e+00   
1303    1.97224258e-07   1.19685513e+03   3.76475874e+00   
1304    1.97474241e-07   1.17062301e+03   3.75604712e+00   
1305    1.97724225e-07   1.14681353e+03   3.74893315e+00   
1306    1.97974208e-07   1.12543252e+03   3.74341454e+00   
1307    1.98224191e-07   1.10648519e+03   3.73948791e+00   
1308    1.98474175e-07   1.08997615e+03   3.73714872e+00   
1309    1.98530421e-07   1.08659810e+03   3.73683626e+00   
1310    1.98586667e-07   1.08334374e+03   3.73660308e+00   
1311    1.98642913e-07   1.08021311e+03   3.73644901e+00   
1312    1.98699160e-07   1.07720625e+03   3.73637393e+00   
1313    1.98755406e-07   1.07432319e+03   3.73637769e+00   
1314    1.98867898e-07   1.06892867e+03   3.73661551e+00   
1315    1.98980391e-07   1.06402981e+03   3.73716168e+00   
1316    1.99092883e-07   1.05962686e+03   3.73801330e+00   
1317    1.99205376e-07   1.05572003e+03   3.73916717e+00   
1318    1.99317868e-07   1.05230953e+03   3.74061977e+00   
1319    1.99430361e-07   1.04939551e+03   3.74238207e+00   
1320    1.99542853e-07   1.04697813e+03   3.74444723e+00   
1321    1.99655346e-07   1.04505751e+03   3.74681519e+00   
1322    1.99767838e-07   1.04363374e+03   3.74948627e+00   
1323    1.99880331e-07   1.04270689e+03   3.75246125e+00   
1324    1.99992823e-07   1.04227701e+03   3.75574903e+00   
1325    2.00105316e-07   1.04234414e+03   3.75935024e+00   
1326    2.00217808e-07   1.04290826e+03   3.76326976e+00   
1327    2.00330301e-07   1.04396934e+03   3.76751362e+00   
1328    2.00442793e-07   1.04552735e+03   3.77208905e+00   
1329    2.00555286e-07   1.04758220e+03   3.77698806e+00   
1330    2.00667778e-07   1.05013379e+03   3.78222296e+00   
1331    2.00780271e-07   1.05318201e+03   3.78779944e+00   
1332    2.00892763e-07   1.05672671e+03   3.79372352e+00   
1333    2.01005256e-07   1.06076771e+03   3.80000158e+00   
1334    2.01173995e-07   1.06775876e+03   3.81005145e+00   
1335    2.01342734e-07   1.07586528e+03   3.82089437e+00   
1336    2.01511472e-07   1.08508675e+03   3.83254127e+00   
1337    2.01650861e-07   1.09354365e+03   3.84274317e+00   
1338    2.01790250e-07   1.10275987e+03   3.85348356e+00   
1339    2.01929639e-07   1.11273494e+03   3.86476365e+00   
