Index       TIME            V(OUT25)          V(OUT50)     
170      3.32932778e-09    4.48141957e-07    1.49994315e+00
171      3.33116290e-09    4.48141468e-07    1.49994283e+00
172      3.33299802e-09    4.48140979e-07    1.49994265e+00
173      3.33483314e-09    4.48140490e-07    1.49994255e+00
174      3.33850338e-09    4.48139513e-07    1.49994256e+00
175      3.34217362e-09    4.48138535e-07    1.49994283e+00
176      3.34584386e-09    4.48137553e-07    1.49994333e+00
177      3.34951410e-09    4.48136572e-07    1.49994398e+00
178      3.35318434e-09    4.48135581e-07    1.49994479e+00
179      3.35685458e-09    4.48134611e-07    1.49994575e+00
180      3.36052482e-09    4.48133635e-07    1.49994683e+00
181      3.36419506e-09    4.48132663e-07    1.49994802e+00
182      3.36786530e-09    4.48131668e-07    1.49994932e+00
183      3.37153554e-09    4.48130656e-07    1.49995070e+00
184      3.37483876e-09    4.48129806e-07    1.49995203e+00
185      3.37781165e-09    4.48129138e-07    1.49995323e+00
186      3.38078455e-09    4.48128259e-07    1.49995450e+00
187      3.38375744e-09    4.48127347e-07    1.49995584e+00
188      3.38464831e-09    4.48127103e-07    1.49995625e+00
189      3.38553917e-09    4.48126875e-07    1.49995667e+00
190      3.38732090e-09    4.48126413e-07    1.49995751e+00
191      3.39088437e-09    4.48125472e-07    1.49995920e+00
192      3.39444783e-09    4.48124593e-07    1.49996089e+00
193      3.39801129e-09    4.48123713e-07    1.49996257e+00
194      3.40157476e-09    4.48122761e-07    1.49996422e+00
195      3.40513822e-09    4.48121805e-07    1.49996583e+00
196      3.40870168e-09    4.48120584e-07    1.49996740e+00
197      3.41226515e-09    4.48119769e-07    1.49996892e+00
198      3.41582861e-09    4.48118907e-07    1.49997039e+00
199      3.41939207e-09    4.48118196e-07    1.49997180e+00
200      3.42295554e-09    4.48116967e-07    1.49997316e+00
201      3.42651900e-09    4.48115112e-07    1.49997447e+00
202      3.42972612e-09    4.48114519e-07    1.49997559e+00
203      3.43261252e-09    4.48116842e-07    1.49997656e+00
204      3.43549893e-09    4.48115605e-07    1.49997749e+00
205      3.43838533e-09    4.48112342e-07    1.49997838e+00
206      3.43929219e-09    4.48111565e-07    1.49997865e+00
207      3.44110591e-09    4.48110793e-07    1.49997919e+00
208      3.44291964e-09    4.48110016e-07    1.49997971e+00
209      3.44473336e-09    4.48109005e-07    1.49998022e+00
210      3.44836080e-09    4.48108698e-07    1.49998119e+00
211      3.45198825e-09    4.48109607e-07    1.49998210e+00
212      3.45561569e-09    4.48109743e-07    1.49998296e+00
213      3.45924314e-09    4.48110816e-07    1.49998376e+00
214      3.46287058e-09    4.48104405e-07    1.49998452e+00
215      3.46649803e-09    4.48103167e-07    1.49998523e+00
216      3.47012547e-09    4.48103363e-07    1.49998589e+00
217      3.47375292e-09    4.48108898e-07    1.49998652e+00
218      3.47738036e-09    4.48107810e-07    1.49998710e+00
219      3.48100781e-09    4.48084407e-07    1.49998765e+00
220      3.48463525e-09    4.48073483e-07    1.49998816e+00
221      3.48778398e-09    4.48143601e-07    1.49998857e+00
222      3.49093271e-09    4.48157228e-07    1.49998896e+00
223      3.49408144e-09    4.48110475e-07    1.49998933e+00
224      3.49497859e-09    4.48099402e-07    1.49998943e+00
225      3.49587574e-09    4.48095299e-07    1.49998953e+00
226      3.49767005e-09    4.48081169e-07    1.49998973e+00
227      3.50125866e-09    4.48042517e-07    1.49999010e+00
228      3.50484728e-09    4.48041629e-07    1.49999044e+00
229      3.50843589e-09    4.48075537e-07    1.49999076e+00
230      3.51202450e-09    4.48116181e-07    1.49999105e+00
231      3.51561311e-09    4.48156689e-07    1.49999133e+00
232      3.51920173e-09    4.48039067e-07    1.49999159e+00
233      3.52279034e-09    4.48034518e-07    1.49999183e+00
234      3.52637895e-09    4.48063181e-07    1.49999206e+00
235      3.52996756e-09    4.48246431e-07    1.49999226e+00
236      3.53355618e-09    4.48177211e-07    1.49999246e+00
237      3.53714479e-09    4.47521771e-07    1.49999264e+00
238      3.54037454e-09    4.47345686e-07    1.49999279e+00
239      3.54328132e-09    4.48995143e-07    1.49999292e+00
240      3.54618809e-09    4.49635234e-07    1.49999304e+00
241      3.54909487e-09    4.49154085e-07    1.49999315e+00
242      3.54997935e-09    4.48962021e-07    1.49999319e+00
243      3.55086384e-09    4.48902832e-07    1.49999322e+00
244      3.55263281e-09    4.48633037e-07    1.49999328e+00
245      3.55617076e-09    4.47508547e-07    1.49999341e+00
246      3.55970871e-09    4.46772075e-07    1.49999352e+00
247      3.56324665e-09    4.46899521e-07    1.49999362e+00
248      3.56678460e-09    4.47526839e-07    1.49999372e+00
249      3.57032255e-09    4.49124959e-07    1.49999381e+00
250      3.57386049e-09    4.46863388e-07    1.49999390e+00
251      3.57739844e-09    4.45975506e-07    1.49999397e+00
252      3.58093639e-09    4.45472920e-07    1.49999405e+00
253      3.58447433e-09    4.49520959e-07    1.49999412e+00
254      3.58801228e-09    4.51564113e-07    1.49999418e+00
255      3.59155022e-09    4.37830838e-07    1.49999424e+00
256      3.59473438e-09    4.20660534e-07    1.49999429e+00
257      3.59760011e-09    4.46990886e-07    1.49999433e+00
258      3.60046585e-09    4.76501127e-07    1.49999437e+00
259      3.60333159e-09    4.86506472e-07    1.49999441e+00
260      3.60425612e-09    4.85702717e-07    1.49999442e+00
261      3.60610518e-09    4.88417992e-07    1.49999444e+00
262      3.60795424e-09    4.88024839e-07    1.49999446e+00
263      3.60980330e-09    4.77823983e-07    1.49999448e+00
264      3.61350143e-09    4.52851894e-07    1.49999452e+00
265      3.61719955e-09    4.35988767e-07    1.49999456e+00
266      3.62089767e-09    4.28115453e-07    1.49999459e+00
267      3.62459580e-09    4.66381339e-07    1.49999462e+00
268      3.62829392e-09    4.29200513e-07    1.49999465e+00
269      3.63199205e-09    3.84871975e-07    1.49999467e+00
270      3.63569017e-09    3.32146440e-07    1.49999469e+00
271      3.63938829e-09    3.92861816e-07    1.49999471e+00
272      3.64308642e-09    4.66804488e-07    1.49999473e+00
273      3.64678454e-09    1.18418923e-07    1.49999475e+00
274      3.65011285e-09   -4.67157805e-07    1.49999476e+00
275      3.65310833e-09   -1.09455564e-08    1.49999477e+00
276      3.65610381e-09    7.20090186e-07    1.49999478e+00
277      3.65909929e-09    1.23012064e-06    1.49999479e+00
278      3.65999094e-09    1.35216568e-06    1.49999480e+00
279      3.66088259e-09    1.53171342e-06    1.49999480e+00
280      3.66266588e-09    1.84625616e-06    1.49999480e+00
281      3.66623247e-09    1.98438027e-06    1.49999481e+00
282      3.66979906e-09    1.75104449e-06    1.49999482e+00
283      3.67336564e-09    1.51068743e-06    1.49999482e+00
284      3.67693223e-09    1.45336852e-06    1.49999483e+00
285      3.68049882e-09    2.27606926e-06    1.49999483e+00
286      3.68406541e-09    1.33644450e-06    1.49999483e+00
287      3.68763199e-09   -1.14205435e-07    1.49999483e+00
288      3.69119858e-09   -2.28669093e-06    1.49999483e+00
289      3.69476517e-09   -2.08032070e-06    1.49999483e+00
290      3.69833176e-09   -1.39873555e-06    1.49999482e+00
291      3.70189834e-09   -1.12138648e-05    1.49999482e+00
292      3.70510827e-09   -3.08880571e-05    1.49999481e+00
293      3.70799721e-09   -3.13520420e-05    1.49999481e+00
294      3.71088614e-09   -2.04246762e-05    1.49999480e+00
295      3.71377508e-09   -6.94684456e-06    1.49999480e+00
296      3.71467756e-09   -2.27059619e-06    1.49999480e+00
297      3.71648251e-09    1.06069720e-05    1.49999479e+00
298      3.71828746e-09    2.44679912e-05    1.49999479e+00
299      3.72009241e-09    3.59070049e-05    1.49999478e+00
300      3.72370231e-09    5.48847950e-05    1.49999477e+00
301      3.72731221e-09    7.16560405e-05    1.49999476e+00
302      3.73092212e-09    8.68234690e-05    1.49999475e+00
303      3.73453202e-09    1.29452498e-04    1.49999473e+00
304      3.73814192e-09    1.49008431e-04    1.49999472e+00
305      3.74175182e-09    1.43286198e-04    1.49999470e+00
306      3.74536172e-09    9.53069127e-05    1.49999469e+00
307      3.74897163e-09    6.07164821e-05    1.49999467e+00
308      3.75258153e-09    6.43547794e-05    1.49999465e+00
309      3.75619143e-09   -1.37784743e-04    1.49999464e+00
310      3.75980133e-09   -8.21568351e-04    1.49999462e+00
311      3.76294540e-09   -1.27751855e-03    1.49999460e+00
312      3.76608947e-09   -1.42792363e-03    1.49999458e+00
313      3.76923354e-09   -1.38456652e-03    1.49999457e+00
314      3.77013255e-09   -1.31642378e-03    1.49999457e+00
315      3.77103156e-09   -1.20536555e-03    1.49999456e+00
316      3.77282957e-09   -8.94569981e-04    1.49999455e+00
317      3.77642560e-09   -1.19648422e-04    1.49999453e+00
318      3.78002163e-09    8.69881573e-04    1.49999451e+00
319      3.78361766e-09    2.14936735e-03    1.49999449e+00
320      3.78721369e-09    3.88799969e-03    1.49999447e+00
321      3.79080972e-09    6.65044010e-03    1.49999445e+00
322      3.79440575e-09    9.27367883e-03    1.49999442e+00
323      3.79800178e-09    1.15571957e-02    1.49999440e+00
324      3.80159781e-09    1.28484584e-02    1.49999438e+00
325      3.80519384e-09    1.45268104e-02    1.49999436e+00
326      3.80878987e-09    1.59463563e-02    1.49999434e+00
327      3.81238590e-09    8.76771531e-03    1.49999433e+00
328      3.81562232e-09   -1.17863298e-02    1.49999431e+00
329      3.81853511e-09   -3.15175680e-02    1.49999430e+00
330      3.82144789e-09   -5.02944826e-02    1.49999428e+00
331      3.82436068e-09   -6.78163176e-02    1.49999427e+00
332      3.82524571e-09   -7.21361457e-02    1.49999427e+00
333      3.82613075e-09   -7.55012977e-02    1.49999427e+00
334      3.82790082e-09   -7.94947009e-02    1.49999426e+00
335      3.83144095e-09   -7.81504762e-02    1.49999424e+00
336      3.83498109e-09   -6.09909888e-02    1.49999423e+00
337      3.83852123e-09   -2.27053254e-02    1.49999422e+00
338      3.84206137e-09    4.54822024e-02    1.49999420e+00
339      3.84560151e-09    1.65273572e-01    1.49999420e+00
340      3.84914165e-09    3.16745057e-01    1.49999419e+00
341      3.85268179e-09    4.87624091e-01    1.49999418e+00
342      3.85622193e-09    6.54547514e-01    1.49999418e+00
343      3.85976207e-09    8.31873093e-01    1.49999418e+00
344      3.86330221e-09    1.01384766e+00    1.49999418e+00
345      3.86684235e-09    1.15267349e+00    1.49999418e+00
346      3.87002847e-09    1.24825240e+00    1.49999418e+00
347      3.87289598e-09    1.30579707e+00    1.49999419e+00
348      3.87576350e-09    1.34468629e+00    1.49999419e+00
349      3.87863101e-09    1.37260053e+00    1.49999420e+00
350      3.87955343e-09    1.37974085e+00    1.49999421e+00
351      3.88139826e-09    1.39375496e+00    1.49999421e+00
352      3.88324310e-09    1.40651564e+00    1.49999422e+00
353      3.88508793e-09    1.41751340e+00    1.49999423e+00
354      3.88877761e-09    1.43482735e+00    1.49999424e+00
355      3.89246728e-09    1.44737574e+00    1.49999426e+00
356      3.89615695e-09    1.45668213e+00    1.49999428e+00
357      3.89984662e-09    1.46314144e+00    1.49999431e+00
358      3.90353629e-09    1.46767212e+00    1.49999433e+00
359      3.90722596e-09    1.47125512e+00    1.49999436e+00
360      3.91091563e-09    1.47428994e+00    1.49999440e+00
361      3.91460530e-09    1.47717816e+00    1.49999443e+00
362      3.91829498e-09    1.48004832e+00    1.49999447e+00
363      3.92198465e-09    1.48288276e+00    1.49999452e+00
364      3.92530535e-09    1.48563683e+00    1.49999456e+00
365      3.92829399e-09    1.48734952e+00    1.49999459e+00
366      3.93128262e-09    1.48843926e+00    1.49999463e+00
367      3.93427125e-09    1.48923003e+00    1.49999468e+00
368      3.93516486e-09    1.48944083e+00    1.49999469e+00
369      3.93605847e-09    1.48966325e+00    1.49999471e+00
370      3.93784569e-09    1.49010952e+00    1.49999473e+00
371      3.94142013e-09    1.49092263e+00    1.49999478e+00
372      3.94499457e-09    1.49163964e+00    1.49999484e+00
373      3.94856901e-09    1.49232561e+00    1.49999490e+00
374      3.95214344e-09    1.49299487e+00    1.49999496e+00
375      3.95571788e-09    1.49362790e+00    1.49999502e+00
376      3.95929232e-09    1.49424617e+00    1.49999508e+00
377      3.96286676e-09    1.49485578e+00    1.49999515e+00
378      3.96644120e-09    1.49543948e+00    1.49999522e+00
379      3.97001564e-09    1.49599346e+00    1.49999529e+00
380      3.97359007e-09    1.49650482e+00    1.49999536e+00
381      3.97716451e-09    1.49696573e+00    1.49999543e+00
382      3.98038151e-09    1.49734538e+00    1.49999550e+00
383      3.98327680e-09    1.49761636e+00    1.49999556e+00
384      3.98617210e-09    1.49784296e+00    1.49999562e+00
385      3.98906739e-09    1.49804753e+00    1.49999569e+00
386      3.98996704e-09    1.49810789e+00    1.49999571e+00
387      3.99176634e-09    1.49822798e+00    1.49999575e+00
388      3.99356564e-09    1.49834339e+00    1.49999579e+00
389      3.99536493e-09    1.49845230e+00    1.49999582e+00
390      3.99896353e-09    1.49865201e+00    1.49999590e+00
391      4.00256213e-09    1.49883006e+00    1.49999598e+00
392      4.00616072e-09    1.49898821e+00    1.49999606e+00
393      4.00975932e-09    1.49912629e+00    1.49999614e+00
394      4.01335791e-09    1.49924671e+00    1.49999622e+00
395      4.01695651e-09    1.49935171e+00    1.49999630e+00
396      4.02055511e-09    1.49944215e+00    1.49999638e+00
397      4.02415370e-09    1.49951959e+00    1.49999646e+00
398      4.02775230e-09    1.49958544e+00    1.49999654e+00
399      4.03135089e-09    1.49964101e+00    1.49999663e+00
400      4.03494949e-09    1.49968849e+00    1.49999670e+00
401      4.03809123e-09    1.49972247e+00    1.49999677e+00
402      4.04123297e-09    1.49975162e+00    1.49999684e+00
403      4.04437472e-09    1.49977805e+00    1.49999691e+00
404      4.04527544e-09    1.49978515e+00    1.49999693e+00
405      4.04617617e-09    1.49979219e+00    1.49999695e+00
406      4.04797762e-09    1.49980570e+00    1.49999699e+00
407      4.05158052e-09    1.49983017e+00    1.49999707e+00
408      4.05518342e-09    1.49985150e+00    1.49999714e+00
409      4.05878632e-09    1.49987012e+00    1.49999721e+00
410      4.06238922e-09    1.49988632e+00    1.49999729e+00
411      4.06599212e-09    1.49990034e+00    1.49999736e+00
412      4.06959502e-09    1.49991256e+00    1.49999743e+00
413      4.07319792e-09    1.49992323e+00    1.49999750e+00
414      4.07680082e-09    1.49993251e+00    1.49999757e+00
415      4.08040372e-09    1.49994063e+00    1.49999764e+00
416      4.08400662e-09    1.49994773e+00    1.49999771e+00
417      4.08760952e-09    1.49995396e+00    1.49999777e+00
418      4.09085213e-09    1.49995895e+00    1.49999783e+00
419      4.09377048e-09    1.49996291e+00    1.49999788e+00
420      4.09668883e-09    1.49996654e+00    1.49999793e+00
421      4.09960718e-09    1.49996989e+00    1.49999798e+00
422      4.10049169e-09    1.49997083e+00    1.49999800e+00
423      4.10137621e-09    1.49997177e+00    1.49999801e+00
424      4.10314524e-09    1.49997356e+00    1.49999804e+00
425      4.10668330e-09    1.49997681e+00    1.49999810e+00
426      4.11022136e-09    1.49997965e+00    1.49999815e+00
427      4.11375943e-09    1.49998215e+00    1.49999821e+00
428      4.11729749e-09    1.49998433e+00    1.49999826e+00
429      4.12083555e-09    1.49998625e+00    1.49999831e+00
430      4.12437361e-09    1.49998793e+00    1.49999836e+00
431      4.12791167e-09    1.49998940e+00    1.49999841e+00
432      4.13144973e-09    1.49999069e+00    1.49999846e+00
433      4.13498779e-09    1.49999183e+00    1.49999851e+00
434      4.13852586e-09    1.49999282e+00    1.49999855e+00
435      4.14206392e-09    1.49999370e+00    1.49999860e+00
436      4.14524817e-09    1.49999439e+00    1.49999864e+00
437      4.14811400e-09    1.49999495e+00    1.49999867e+00
438      4.15097983e-09    1.49999545e+00    1.49999870e+00
439      4.15384566e-09    1.49999590e+00    1.49999873e+00
440      4.15476562e-09    1.49999603e+00    1.49999875e+00
441      4.15660552e-09    1.49999629e+00    1.49999877e+00
442      4.15844542e-09    1.49999653e+00    1.49999879e+00
443      4.16028533e-09    1.49999675e+00    1.49999881e+00
444      4.16396514e-09    1.49999715e+00    1.49999884e+00
445      4.16764494e-09    1.49999750e+00    1.49999888e+00
446      4.17132475e-09    1.49999780e+00    1.49999892e+00
447      4.17500456e-09    1.49999806e+00    1.49999895e+00
448      4.17868437e-09    1.49999829e+00    1.49999898e+00
449      4.18236418e-09    1.49999849e+00    1.49999902e+00
450      4.18604398e-09    1.49999866e+00    1.49999905e+00
451      4.18972379e-09    1.49999881e+00    1.49999908e+00
452      4.19340360e-09    1.49999894e+00    1.49999911e+00
453      4.19708341e-09    1.49999906e+00    1.49999913e+00
454      4.20039523e-09    1.49999915e+00    1.49999916e+00
455      4.20337588e-09    1.49999922e+00    1.49999918e+00
456      4.20635652e-09    1.49999929e+00    1.49999920e+00
457      4.20933717e-09    1.49999934e+00    1.49999922e+00
458      4.21023405e-09    1.49999936e+00    1.49999923e+00
459      4.21202783e-09    1.49999939e+00    1.49999924e+00
460      4.21382160e-09    1.49999942e+00    1.49999925e+00
461      4.21561537e-09    1.49999945e+00    1.49999926e+00
462      4.21920291e-09    1.49999950e+00    1.49999928e+00
463      4.22279046e-09    1.49999954e+00    1.49999931e+00
464      4.22637800e-09    1.49999958e+00    1.49999933e+00
465      4.22996555e-09    1.49999961e+00    1.49999935e+00
466      4.23355309e-09    1.49999964e+00    1.49999936e+00
467      4.23714064e-09    1.49999966e+00    1.49999938e+00
468      4.24072818e-09    1.49999969e+00    1.49999940e+00
469      4.24431572e-09    1.49999971e+00    1.49999942e+00
470      4.24790327e-09    1.49999972e+00    1.49999944e+00
471      4.25149081e-09    1.49999974e+00    1.49999945e+00
472      4.25507836e-09    1.49999975e+00    1.49999946e+00
473      4.25821649e-09    1.49999976e+00    1.49999948e+00
474      4.26135463e-09    1.49999977e+00    1.49999950e+00
475      4.26449277e-09    1.49999978e+00    1.49999951e+00
476      4.26539325e-09    1.49999978e+00    1.49999951e+00
477      4.26629373e-09    1.49999978e+00    1.49999952e+00
478      4.26809468e-09    1.49999979e+00    1.49999952e+00
