Index        TIME           V(VINP)
5.680000e+02  2.199927e-04  1.139407e+00
5.690000e+02  2.203325e-04  1.173010e+00
5.700000e+02  2.206722e-04  1.206831e+00
5.710000e+02  2.210119e-04  1.240854e+00
5.720000e+02  2.213516e-04  1.275063e+00
5.730000e+02  2.216913e-04  1.309443e+00
5.740000e+02  2.220310e-04  1.343979e+00
5.750000e+02  2.223707e-04  1.378653e+00
5.760000e+02  2.227104e-04  1.413452e+00
5.770000e+02  2.230501e-04  1.448358e+00
5.780000e+02  2.233898e-04  1.483356e+00
5.790000e+02  2.237296e-04  1.518429e+00
5.800000e+02  2.240693e-04  1.553563e+00
5.810000e+02  2.244090e-04  1.588741e+00
5.820000e+02  2.247487e-04  1.623946e+00
5.830000e+02  2.250884e-04  1.659164e+00
5.840000e+02  2.254281e-04  1.694377e+00
5.850000e+02  2.257678e-04  1.729570e+00
5.860000e+02  2.261075e-04  1.764727e+00
5.870000e+02  2.264472e-04  1.799832e+00
5.880000e+02  2.267869e-04  1.834868e+00
5.890000e+02  2.271267e-04  1.869820e+00
5.900000e+02  2.274664e-04  1.904672e+00
5.910000e+02  2.278061e-04  1.939408e+00
5.920000e+02  2.281458e-04  1.974012e+00
5.930000e+02  2.284855e-04  2.008468e+00
5.940000e+02  2.288252e-04  2.042761e+00
5.950000e+02  2.291649e-04  2.076876e+00
5.960000e+02  2.298443e-04  2.144505e+00
5.970000e+02  2.305238e-04  2.211234e+00
5.980000e+02  2.312032e-04  2.276940e+00
5.990000e+02  2.318826e-04  2.341503e+00
6.000000e+02  2.325620e-04  2.404807e+00
6.010000e+02  2.330993e-04  2.453896e+00
6.020000e+02  2.336365e-04  2.502069e+00
6.030000e+02  2.341738e-04  2.549271e+00
6.040000e+02  2.347110e-04  2.595448e+00
6.050000e+02  2.352483e-04  2.640549e+00
6.060000e+02  2.357855e-04  2.684520e+00
6.070000e+02  2.363228e-04  2.727313e+00
6.080000e+02  2.368600e-04  2.768879e+00
6.090000e+02  2.373973e-04  2.809169e+00
6.100000e+02  2.379345e-04  2.848140e+00
6.110000e+02  2.384717e-04  2.885744e+00
6.120000e+02  2.390090e-04  2.921941e+00
6.130000e+02  2.395462e-04  2.956688e+00
6.140000e+02  2.400835e-04  2.989947e+00
6.150000e+02  2.406207e-04  3.021680e+00
6.160000e+02  2.411043e-04  3.048903e+00
6.170000e+02  2.415878e-04  3.074835e+00
6.180000e+02  2.420713e-04  3.099453e+00
6.190000e+02  2.425548e-04  3.122733e+00
6.200000e+02  2.430384e-04  3.144654e+00
6.210000e+02  2.435219e-04  3.165195e+00
6.220000e+02  2.440054e-04  3.184337e+00
6.230000e+02  2.444889e-04  3.202064e+00
6.240000e+02  2.449725e-04  3.218358e+00
6.250000e+02  2.454560e-04  3.233205e+00
6.260000e+02  2.459395e-04  3.246591e+00
6.270000e+02  2.464230e-04  3.258503e+00
6.280000e+02  2.469066e-04  3.268930e+00
6.290000e+02  2.473901e-04  3.277864e+00
6.300000e+02  2.478736e-04  3.285295e+00
6.310000e+02  2.483571e-04  3.291217e+00
6.320000e+02  2.488407e-04  3.295624e+00
6.330000e+02  2.493242e-04  3.298512e+00
6.340000e+02  2.498077e-04  3.299879e+00
6.350000e+02  2.502912e-04  3.299724e+00
6.360000e+02  2.507747e-04  3.298045e+00
6.370000e+02  2.512583e-04  3.294846e+00
6.380000e+02  2.517418e-04  3.290128e+00
6.390000e+02  2.522253e-04  3.283897e+00
6.400000e+02  2.527088e-04  3.276159e+00
6.410000e+02  2.531440e-04  3.267910e+00
6.420000e+02  2.535792e-04  3.258452e+00
6.430000e+02  2.540144e-04  3.247791e+00
6.440000e+02  2.544495e-04  3.235936e+00
6.450000e+02  2.548847e-04  3.222896e+00
6.460000e+02  2.553199e-04  3.208679e+00
6.470000e+02  2.557550e-04  3.193298e+00
6.480000e+02  2.561902e-04  3.176762e+00
6.490000e+02  2.566254e-04  3.159085e+00
6.500000e+02  2.570606e-04  3.140281e+00
6.510000e+02  2.574957e-04  3.120362e+00
6.520000e+02  2.579309e-04  3.099343e+00
6.530000e+02  2.583661e-04  3.077242e+00
6.540000e+02  2.588012e-04  3.054073e+00
6.550000e+02  2.592364e-04  3.029855e+00
6.560000e+02  2.596716e-04  3.004605e+00
6.570000e+02  2.601068e-04  2.978342e+00
6.580000e+02  2.605419e-04  2.951087e+00
6.590000e+02  2.609771e-04  2.922858e+00
6.600000e+02  2.614123e-04  2.893679e+00
6.610000e+02  2.618474e-04  2.863569e+00
6.620000e+02  2.622826e-04  2.832553e+00
6.630000e+02  2.627178e-04  2.800652e+00
6.640000e+02  2.631530e-04  2.767891e+00
6.650000e+02  2.635881e-04  2.734294e+00
6.660000e+02  2.640233e-04  2.699887e+00
6.670000e+02  2.644585e-04  2.664695e+00
6.680000e+02  2.648936e-04  2.628744e+00
6.690000e+02  2.653288e-04  2.592062e+00
6.700000e+02  2.657640e-04  2.554675e+00
6.710000e+02  2.661992e-04  2.516612e+00
6.720000e+02  2.666343e-04  2.477901e+00
6.730000e+02  2.670695e-04  2.438571e+00
6.740000e+02  2.675047e-04  2.398652e+00
6.750000e+02  2.679398e-04  2.358173e+00
6.760000e+02  2.683750e-04  2.317165e+00
6.770000e+02  2.688102e-04  2.275658e+00
6.780000e+02  2.692454e-04  2.233683e+00
6.790000e+02  2.696805e-04  2.191272e+00
6.800000e+02  2.701157e-04  2.148456e+00
6.810000e+02  2.705509e-04  2.105268e+00
6.820000e+02  2.709860e-04  2.061739e+00
6.830000e+02  2.714212e-04  2.017902e+00
6.840000e+02  2.718564e-04  1.973791e+00
6.850000e+02  2.722916e-04  1.929437e+00
6.860000e+02  2.727267e-04  1.884875e+00
6.870000e+02  2.731619e-04  1.840136e+00
6.880000e+02  2.735971e-04  1.795256e+00
6.890000e+02  2.740322e-04  1.750267e+00
6.900000e+02  2.744674e-04  1.705204e+00
6.910000e+02  2.749026e-04  1.660098e+00
6.920000e+02  2.753378e-04  1.614986e+00
6.930000e+02  2.757729e-04  1.569899e+00
6.940000e+02  2.762081e-04  1.524873e+00
6.950000e+02  2.766433e-04  1.479940e+00
6.960000e+02  2.770784e-04  1.435134e+00
6.970000e+02  2.775136e-04  1.390488e+00
6.980000e+02  2.779488e-04  1.346037e+00
6.990000e+02  2.783840e-04  1.301813e+00
7.000000e+02  2.788191e-04  1.257849e+00
7.010000e+02  2.792543e-04  1.214179e+00
7.020000e+02  2.796895e-04  1.170834e+00
7.030000e+02  2.801247e-04  1.127847e+00
7.040000e+02  2.805598e-04  1.085251e+00
7.050000e+02  2.809950e-04  1.043077e+00
7.060000e+02  2.814302e-04  1.001357e+00
7.070000e+02  2.818653e-04  9.601213e-01
7.080000e+02  2.823005e-04  9.194016e-01
7.090000e+02  2.827357e-04  8.792281e-01
7.100000e+02  2.831709e-04  8.396308e-01
7.110000e+02  2.836060e-04  8.006393e-01
7.120000e+02  2.840412e-04  7.622828e-01
7.130000e+02  2.844764e-04  7.245900e-01
7.140000e+02  2.849115e-04  6.875889e-01
7.150000e+02  2.853467e-04  6.513072e-01
7.160000e+02  2.857819e-04  6.157722e-01
7.170000e+02  2.862171e-04  5.810104e-01
7.180000e+02  2.866522e-04  5.470477e-01
7.190000e+02  2.870874e-04  5.139095e-01
7.200000e+02  2.875226e-04  4.816206e-01
7.210000e+02  2.879577e-04  4.502052e-01
7.220000e+02  2.883929e-04  4.196868e-01
7.230000e+02  2.888281e-04  3.900881e-01
7.240000e+02  2.892633e-04  3.614313e-01
7.250000e+02  2.896984e-04  3.337376e-01
7.260000e+02  2.901336e-04  3.070281e-01
7.270000e+02  2.905688e-04  2.813226e-01
7.280000e+02  2.910039e-04  2.566402e-01
7.290000e+02  2.914391e-04  2.329995e-01
7.300000e+02  2.918743e-04  2.104179e-01
7.310000e+02  2.922659e-04  1.910143e-01
7.320000e+02  2.926576e-04  1.724942e-01
7.330000e+02  2.930492e-04  1.548688e-01
7.340000e+02  2.934409e-04  1.381487e-01
7.350000e+02  2.938326e-04  1.223440e-01
7.360000e+02  2.942242e-04  1.074645e-01
7.370000e+02  2.946159e-04  9.351909e-02
7.380000e+02  2.950075e-04  8.051617e-02
7.390000e+02  2.953992e-04  6.846359e-02
7.400000e+02  2.957908e-04  5.736860e-02
7.410000e+02  2.961825e-04  4.723817e-02
7.420000e+02  2.965741e-04  3.807828e-02
7.430000e+02  2.969658e-04  2.989446e-02
7.440000e+02  2.973574e-04  2.269164e-02
7.450000e+02  2.977491e-04  1.647412e-02
7.460000e+02  2.981016e-04  1.172413e-02
7.470000e+02  2.984541e-04  7.777705e-03
7.480000e+02  2.988066e-04  4.636768e-03
7.490000e+02  2.991591e-04  2.302834e-03
7.500000e+02  2.995115e-04  7.770150e-04
7.510000e+02  2.998640e-04  6.023900e-05
7.520000e+02  3.002165e-04  1.527510e-04
7.530000e+02  3.005690e-04  1.054492e-03
7.540000e+02  3.009215e-04  2.764998e-03
7.550000e+02  3.012740e-04  5.283400e-03
7.560000e+02  3.016265e-04  8.608622e-03
7.570000e+02  3.019790e-04  1.273894e-02
7.580000e+02  3.023315e-04  1.767231e-02
7.590000e+02  3.026839e-04  2.340630e-02
7.600000e+02  3.030364e-04  2.993807e-02
7.610000e+02  3.033889e-04  3.726455e-02
7.620000e+02  3.037414e-04  4.538208e-02
7.630000e+02  3.040939e-04  5.428665e-02
7.640000e+02  3.044464e-04  6.397388e-02
7.650000e+02  3.047989e-04  7.443899e-02
7.660000e+02  3.051514e-04  8.567699e-02
7.670000e+02  3.055039e-04  9.768228e-02
7.680000e+02  3.058563e-04  1.104490e-01
7.690000e+02  3.062088e-04  1.239708e-01
7.700000e+02  3.065613e-04  1.382410e-01
7.710000e+02  3.069138e-04  1.532529e-01
7.720000e+02  3.072663e-04  1.689989e-01
7.730000e+02  3.076188e-04  1.854713e-01
7.740000e+02  3.079713e-04  2.026620e-01
7.750000e+02  3.083238e-04  2.205626e-01
7.760000e+02  3.086763e-04  2.391643e-01
7.770000e+02  3.090287e-04  2.584581e-01
7.780000e+02  3.093812e-04  2.784345e-01
7.790000e+02  3.097337e-04  2.990835e-01
7.800000e+02  3.100862e-04  3.203951e-01
7.810000e+02  3.104387e-04  3.423590e-01
7.820000e+02  3.107912e-04  3.649643e-01
7.830000e+02  3.111437e-04  3.881998e-01
7.840000e+02  3.114962e-04  4.120542e-01
7.850000e+02  3.118487e-04  4.365158e-01
7.860000e+02  3.122011e-04  4.615727e-01
7.870000e+02  3.125536e-04  4.872124e-01
7.880000e+02  3.129061e-04  5.134226e-01
7.890000e+02  3.132586e-04  5.401901e-01
7.900000e+02  3.136111e-04  5.675020e-01
7.910000e+02  3.139636e-04  5.953449e-01
7.920000e+02  3.143161e-04  6.237051e-01
7.930000e+02  3.146686e-04  6.525687e-01
7.940000e+02  3.150211e-04  6.819215e-01
7.950000e+02  3.153735e-04  7.117491e-01
7.960000e+02  3.157260e-04  7.420370e-01
7.970000e+02  3.160785e-04  7.727702e-01
7.980000e+02  3.164310e-04  8.039337e-01
7.990000e+02  3.167835e-04  8.355122e-01
8.000000e+02  3.171360e-04  8.674901e-01
8.010000e+02  3.174885e-04  8.998520e-01
8.020000e+02  3.178410e-04  9.325817e-01
8.030000e+02  3.181935e-04  9.656633e-01
8.040000e+02  3.185459e-04  9.990806e-01
8.050000e+02  3.188984e-04  1.032817e+00
8.060000e+02  3.192509e-04  1.066856e+00
8.070000e+02  3.196034e-04  1.101182e+00
8.080000e+02  3.199559e-04  1.135776e+00
8.090000e+02  3.203084e-04  1.170623e+00
8.100000e+02  3.206609e-04  1.205705e+00
8.110000e+02  3.210134e-04  1.241005e+00
8.120000e+02  3.213659e-04  1.276505e+00
8.130000e+02  3.217183e-04  1.312189e+00
8.140000e+02  3.220708e-04  1.348038e+00
8.150000e+02  3.224233e-04  1.384035e+00
8.160000e+02  3.227758e-04  1.420163e+00
8.170000e+02  3.231283e-04  1.456404e+00
8.180000e+02  3.234808e-04  1.492739e+00
8.190000e+02  3.238333e-04  1.529152e+00
8.200000e+02  3.241858e-04  1.565624e+00
8.210000e+02  3.245383e-04  1.602137e+00
8.220000e+02  3.248908e-04  1.638674e+00
8.230000e+02  3.252432e-04  1.675216e+00
8.240000e+02  3.255957e-04  1.711746e+00
8.250000e+02  3.259482e-04  1.748246e+00
8.260000e+02  3.263007e-04  1.784697e+00
8.270000e+02  3.266532e-04  1.821083e+00
8.280000e+02  3.270057e-04  1.857384e+00
8.290000e+02  3.273582e-04  1.893584e+00
8.300000e+02  3.277107e-04  1.929665e+00
8.310000e+02  3.280632e-04  1.965608e+00
8.320000e+02  3.284156e-04  2.001396e+00
8.330000e+02  3.287681e-04  2.037012e+00
8.340000e+02  3.291206e-04  2.072438e+00
8.350000e+02  3.294731e-04  2.107657e+00
8.360000e+02  3.301781e-04  2.177405e+00
8.370000e+02  3.308831e-04  2.246117e+00
8.380000e+02  3.315880e-04  2.313661e+00
8.390000e+02  3.322930e-04  2.379902e+00
8.400000e+02  3.329980e-04  2.444712e+00
8.410000e+02  3.335210e-04  2.491790e+00
8.420000e+02  3.340440e-04  2.537960e+00
8.430000e+02  3.345670e-04  2.583171e+00
8.440000e+02  3.350900e-04  2.627374e+00
8.450000e+02  3.356129e-04  2.670523e+00
8.460000e+02  3.361359e-04  2.712569e+00
8.470000e+02  3.366589e-04  2.753468e+00
8.480000e+02  3.371819e-04  2.793176e+00
8.490000e+02  3.377049e-04  2.831649e+00
8.500000e+02  3.382279e-04  2.868847e+00
8.510000e+02  3.387509e-04  2.904728e+00
8.520000e+02  3.392739e-04  2.939255e+00
8.530000e+02  3.397968e-04  2.972390e+00
8.540000e+02  3.403198e-04  3.004097e+00
8.550000e+02  3.408428e-04  3.034342e+00
8.560000e+02  3.413658e-04  3.063092e+00
8.570000e+02  3.418888e-04  3.090317e+00
8.580000e+02  3.424118e-04  3.115986e+00
8.590000e+02  3.429348e-04  3.140073e+00
8.600000e+02  3.434578e-04  3.162551e+00
8.610000e+02  3.439285e-04  3.181385e+00
8.620000e+02  3.443992e-04  3.198880e+00
8.630000e+02  3.448698e-04  3.215021e+00
8.640000e+02  3.453405e-04  3.229792e+00
8.650000e+02  3.458112e-04  3.243183e+00
8.660000e+02  3.462819e-04  3.255179e+00
8.670000e+02  3.467526e-04  3.265772e+00
8.680000e+02  3.472233e-04  3.274952e+00
8.690000e+02  3.476940e-04  3.282710e+00
8.700000e+02  3.481647e-04  3.289041e+00
8.710000e+02  3.486354e-04  3.293938e+00
8.720000e+02  3.491060e-04  3.297398e+00
8.730000e+02  3.495767e-04  3.299416e+00
8.740000e+02  3.500474e-04  3.299992e+00
8.750000e+02  3.505181e-04  3.299126e+00
8.760000e+02  3.509888e-04  3.296816e+00
8.770000e+02  3.514595e-04  3.293067e+00
8.780000e+02  3.519302e-04  3.287880e+00
8.790000e+02  3.524009e-04  3.281261e+00
8.800000e+02  3.528716e-04  3.273216e+00
8.810000e+02  3.533423e-04  3.263751e+00
8.820000e+02  3.538129e-04  3.252874e+00
8.830000e+02  3.542836e-04  3.240596e+00
8.840000e+02  3.547543e-04  3.226926e+00
8.850000e+02  3.552250e-04  3.211878e+00
8.860000e+02  3.556957e-04  3.195463e+00
8.870000e+02  3.561664e-04  3.177697e+00
8.880000e+02  3.566371e-04  3.158594e+00
8.890000e+02  3.571078e-04  3.138173e+00
8.900000e+02  3.575785e-04  3.116450e+00
8.910000e+02  3.580492e-04  3.093444e+00
8.920000e+02  3.585198e-04  3.069176e+00
8.930000e+02  3.589905e-04  3.043666e+00
8.940000e+02  3.594612e-04  3.016938e+00
8.950000e+02  3.599319e-04  2.989015e+00
8.960000e+02  3.604026e-04  2.959920e+00
8.970000e+02  3.608733e-04  2.929679e+00
8.980000e+02  3.613440e-04  2.898320e+00
8.990000e+02  3.618147e-04  2.865868e+00
9.000000e+02  3.622854e-04  2.832354e+00
9.010000e+02  3.627561e-04  2.797805e+00
9.020000e+02  3.632267e-04  2.762252e+00
9.030000e+02  3.636974e-04  2.725727e+00
9.040000e+02  3.641681e-04  2.688261e+00
9.050000e+02  3.646388e-04  2.649887e+00
9.060000e+02  3.651095e-04  2.610638e+00
9.070000e+02  3.655802e-04  2.570549e+00
9.080000e+02  3.660509e-04  2.529655e+00
9.090000e+02  3.665216e-04  2.487992e+00
9.100000e+02  3.669923e-04  2.445596e+00
9.110000e+02  3.674630e-04  2.402504e+00
9.120000e+02  3.679336e-04  2.358754e+00
9.130000e+02  3.684043e-04  2.314384e+00
9.140000e+02  3.688750e-04  2.269433e+00
9.150000e+02  3.693457e-04  2.223941e+00
9.160000e+02  3.698164e-04  2.177946e+00
9.170000e+02  3.702871e-04  2.131490e+00
9.180000e+02  3.707578e-04  2.084612e+00
9.190000e+02  3.712285e-04  2.037354e+00
9.200000e+02  3.716992e-04  1.989758e+00
9.210000e+02  3.721699e-04  1.941865e+00
9.220000e+02  3.726405e-04  1.893716e+00
9.230000e+02  3.731112e-04  1.845354e+00
9.240000e+02  3.735819e-04  1.796821e+00
9.250000e+02  3.740526e-04  1.748160e+00
9.260000e+02  3.745233e-04  1.699413e+00
9.270000e+02  3.749940e-04  1.650623e+00
9.280000e+02  3.754647e-04  1.601832e+00
9.290000e+02  3.759354e-04  1.553083e+00
9.300000e+02  3.764061e-04  1.504420e+00
9.310000e+02  3.768768e-04  1.455883e+00
9.320000e+02  3.773474e-04  1.407516e+00
9.330000e+02  3.778181e-04  1.359361e+00
9.340000e+02  3.782888e-04  1.311461e+00
9.350000e+02  3.787595e-04  1.263857e+00
9.360000e+02  3.792302e-04  1.216590e+00
9.370000e+02  3.797009e-04  1.169702e+00
9.380000e+02  3.801716e-04  1.123234e+00
9.390000e+02  3.806423e-04  1.077228e+00
9.400000e+02  3.811130e-04  1.031721e+00
9.410000e+02  3.815836e-04  9.867562e-01
9.420000e+02  3.820543e-04  9.423710e-01
9.430000e+02  3.825250e-04  8.986047e-01
9.440000e+02  3.829957e-04  8.554955e-01
9.450000e+02  3.834664e-04  8.130811e-01
9.460000e+02  3.839371e-04  7.713987e-01
9.470000e+02  3.844078e-04  7.304848e-01
9.480000e+02  3.848785e-04  6.903750e-01
9.490000e+02  3.853492e-04  6.511045e-01
9.500000e+02  3.858199e-04  6.127074e-01
9.510000e+02  3.862905e-04  5.752178e-01
9.520000e+02  3.867612e-04  5.386681e-01
9.530000e+02  3.872319e-04  5.030903e-01
9.540000e+02  3.877026e-04  4.685156e-01
9.550000e+02  3.881733e-04  4.349739e-01
9.560000e+02  3.886440e-04  4.024952e-01
9.570000e+02  3.891147e-04  3.711075e-01
9.580000e+02  3.895854e-04  3.408383e-01
9.590000e+02  3.900561e-04  3.117139e-01
9.600000e+02  3.905268e-04  2.837598e-01
9.610000e+02  3.909504e-04  2.596223e-01
9.620000e+02  3.913740e-04  2.364698e-01
9.630000e+02  3.917976e-04  2.143187e-01
9.640000e+02  3.922212e-04  1.931845e-01
9.650000e+02  3.926449e-04  1.730822e-01
9.660000e+02  3.930685e-04  1.540264e-01
9.670000e+02  3.934921e-04  1.360304e-01
9.680000e+02  3.939157e-04  1.191069e-01
9.690000e+02  3.943393e-04  1.032678e-01
9.700000e+02  3.947630e-04  8.852429e-02
9.710000e+02  3.951442e-04  7.620086e-02
9.720000e+02  3.955255e-04  6.478051e-02
9.730000e+02  3.959067e-04  5.426978e-02
9.740000e+02  3.962880e-04  4.467466e-02
9.750000e+02  3.966693e-04  3.600060e-02
9.760000e+02  3.970505e-04  2.825288e-02
9.770000e+02  3.974318e-04  2.143575e-02
9.780000e+02  3.978130e-04  1.555311e-02
9.790000e+02  3.981943e-04  1.060831e-02
9.800000e+02  3.985756e-04  6.604143e-03
9.810000e+02  3.989568e-04  3.543143e-03
9.820000e+02  3.993381e-04  1.426924e-03
9.830000e+02  3.997193e-04  2.566820e-04
9.840000e+02  4.001006e-04  3.305800e-05
9.850000e+02  4.004818e-04  7.561330e-04
9.860000e+02  4.008631e-04  2.425727e-03
9.870000e+02  4.012444e-04  5.040744e-03
9.880000e+02  4.016256e-04  8.599664e-03
9.890000e+02  4.020069e-04  1.310042e-02
9.900000e+02  4.023881e-04  1.854037e-02
9.910000e+02  4.027313e-04  2.423698e-02
9.920000e+02  4.030744e-04  3.068925e-02
9.930000e+02  4.034175e-04  3.789416e-02
9.940000e+02  4.037607e-04  4.584835e-02
9.950000e+02  4.041038e-04  5.454809e-02
9.960000e+02  4.044469e-04  6.398950e-02
9.970000e+02  4.047901e-04  7.416809e-02
9.980000e+02  4.051332e-04  8.507912e-02
9.990000e+02  4.054763e-04  9.671750e-02
1.000000e+03  4.058195e-04  1.090778e-01
1.001000e+03  4.061626e-04  1.221544e-01
1.002000e+03  4.065057e-04  1.359412e-01
1.003000e+03  4.068489e-04  1.504316e-01
1.004000e+03  4.071920e-04  1.656191e-01
1.005000e+03  4.075351e-04  1.814964e-01
1.006000e+03  4.078783e-04  1.980564e-01
1.007000e+03  4.082214e-04  2.152913e-01
1.008000e+03  4.085645e-04  2.331930e-01
1.009000e+03  4.089077e-04  2.517532e-01
1.010000e+03  4.092508e-04  2.709633e-01
1.011000e+03  4.095939e-04  2.908144e-01
1.012000e+03  4.099371e-04  3.112973e-01
1.013000e+03  4.102802e-04  3.324024e-01
1.014000e+03  4.106233e-04  3.541199e-01
1.015000e+03  4.109665e-04  3.764397e-01
1.016000e+03  4.113096e-04  3.993516e-01
1.017000e+03  4.116527e-04  4.228447e-01
1.018000e+03  4.119959e-04  4.469082e-01
1.019000e+03  4.123390e-04  4.715309e-01
1.020000e+03  4.126821e-04  4.967012e-01
1.021000e+03  4.130253e-04  5.224078e-01
1.022000e+03  4.133684e-04  5.486384e-01
1.023000e+03  4.137115e-04  5.753809e-01
1.024000e+03  4.140547e-04  6.026229e-01
1.025000e+03  4.143978e-04  6.303517e-01
1.026000e+03  4.147409e-04  6.585544e-01
1.027000e+03  4.150841e-04  6.872180e-01
1.028000e+03  4.154272e-04  7.163291e-01
1.029000e+03  4.157703e-04  7.458742e-01
1.030000e+03  4.161135e-04  7.758394e-01
1.031000e+03  4.164566e-04  8.062111e-01
1.032000e+03  4.167997e-04  8.369749e-01
1.033000e+03  4.171429e-04  8.681166e-01
1.034000e+03  4.174860e-04  8.996217e-01
1.035000e+03  4.178291e-04  9.314755e-01
1.036000e+03  4.181723e-04  9.636634e-01
1.037000e+03  4.185154e-04  9.961703e-01
1.038000e+03  4.188585e-04  1.028981e+00
1.039000e+03  4.192017e-04  1.062081e+00
1.040000e+03  4.195448e-04  1.095453e+00
1.041000e+03  4.198879e-04  1.129084e+00
1.042000e+03  4.202311e-04  1.162956e+00
1.043000e+03  4.205742e-04  1.197055e+00
1.044000e+03  4.209173e-04  1.231365e+00
1.045000e+03  4.212605e-04  1.265869e+00
1.046000e+03  4.216036e-04  1.300551e+00
1.047000e+03  4.219467e-04  1.335396e+00
1.048000e+03  4.222898e-04  1.370388e+00
1.049000e+03  4.226330e-04  1.405509e+00
1.050000e+03  4.229761e-04  1.440744e+00
1.051000e+03  4.233192e-04  1.476076e+00
1.052000e+03  4.236624e-04  1.511489e+00
1.053000e+03  4.240055e-04  1.546966e+00
1.054000e+03  4.243486e-04  1.582491e+00
1.055000e+03  4.246918e-04  1.618048e+00
1.056000e+03  4.250349e-04  1.653619e+00
1.057000e+03  4.253780e-04  1.689189e+00
1.058000e+03  4.257212e-04  1.724741e+00
1.059000e+03  4.260643e-04  1.760258e+00
1.060000e+03  4.264074e-04  1.795723e+00
1.061000e+03  4.267506e-04  1.831121e+00
1.062000e+03  4.270937e-04  1.866435e+00
1.063000e+03  4.274368e-04  1.901648e+00
1.064000e+03  4.277800e-04  1.936744e+00
1.065000e+03  4.281231e-04  1.971707e+00
1.066000e+03  4.284662e-04  2.006520e+00
1.067000e+03  4.288094e-04  2.041168e+00
1.068000e+03  4.291525e-04  2.075633e+00
1.069000e+03  4.294956e-04  2.109901e+00
1.070000e+03  4.298388e-04  2.143955e+00
1.071000e+03  4.305250e-04  2.211359e+00
1.072000e+03  4.312113e-04  2.277719e+00
1.073000e+03  4.318976e-04  2.342913e+00
1.074000e+03  4.325838e-04  2.406818e+00
1.075000e+03  4.332701e-04  2.469316e+00
1.076000e+03  4.337669e-04  2.513619e+00
1.077000e+03  4.342638e-04  2.557080e+00
1.078000e+03  4.347606e-04  2.599658e+00
1.079000e+03  4.352574e-04  2.641310e+00
1.080000e+03  4.357543e-04  2.681996e+00
1.081000e+03  4.362511e-04  2.721677e+00
1.082000e+03  4.367479e-04  2.760313e+00
1.083000e+03  4.372448e-04  2.797867e+00
1.084000e+03  4.377416e-04  2.834303e+00
1.085000e+03  4.382384e-04  2.869585e+00
1.086000e+03  4.387353e-04  2.903678e+00
1.087000e+03  4.392321e-04  2.936550e+00
1.088000e+03  4.397290e-04  2.968168e+00
1.089000e+03  4.402258e-04  2.998502e+00
1.090000e+03  4.407226e-04  3.027522e+00
1.091000e+03  4.412195e-04  3.055199e+00
1.092000e+03  4.417163e-04  3.081507e+00
1.093000e+03  4.422131e-04  3.106420e+00
1.094000e+03  4.427100e-04  3.129914e+00
1.095000e+03  4.432068e-04  3.151967e+00
1.096000e+03  4.437036e-04  3.172555e+00
1.097000e+03  4.442005e-04  3.191660e+00
1.098000e+03  4.446973e-04  3.209262e+00
1.099000e+03  4.451941e-04  3.225345e+00
1.100000e+03  4.456910e-04  3.239894e+00
1.101000e+03  4.461878e-04  3.252893e+00
1.102000e+03  4.466846e-04  3.264330e+00
1.103000e+03  4.471815e-04  3.274193e+00
1.104000e+03  4.476783e-04  3.282475e+00
1.105000e+03  4.481751e-04  3.289166e+00
1.106000e+03  4.486223e-04  3.293822e+00
1.107000e+03  4.490694e-04  3.297180e+00
1.108000e+03  4.495166e-04  3.299239e+00
1.109000e+03  4.499637e-04  3.299995e+00
1.110000e+03  4.504109e-04  3.299450e+00
1.111000e+03  4.508581e-04  3.297603e+00
1.112000e+03  4.513052e-04  3.294454e+00
1.113000e+03  4.517524e-04  3.290008e+00
1.114000e+03  4.521995e-04  3.284268e+00
1.115000e+03  4.526467e-04  3.277238e+00
1.116000e+03  4.530938e-04  3.268923e+00
1.117000e+03  4.535410e-04  3.259331e+00
1.118000e+03  4.539881e-04  3.248468e+00
1.119000e+03  4.544353e-04  3.236344e+00
1.120000e+03  4.548824e-04  3.222967e+00
1.121000e+03  4.553296e-04  3.208349e+00
1.122000e+03  4.557767e-04  3.192501e+00
1.123000e+03  4.562239e-04  3.175436e+00
1.124000e+03  4.566710e-04  3.157166e+00
1.125000e+03  4.571182e-04  3.137707e+00
1.126000e+03  4.575653e-04  3.117074e+00
1.127000e+03  4.580125e-04  3.095282e+00
1.128000e+03  4.584596e-04  3.072350e+00
1.129000e+03  4.589068e-04  3.048296e+00
1.130000e+03  4.593539e-04  3.023137e+00
1.131000e+03  4.598011e-04  2.996895e+00
1.132000e+03  4.602482e-04  2.969590e+00
1.133000e+03  4.606954e-04  2.941243e+00
1.134000e+03  4.611425e-04  2.911877e+00
1.135000e+03  4.615897e-04  2.881515e+00
1.136000e+03  4.620368e-04  2.850181e+00
1.137000e+03  4.624840e-04  2.817899e+00
1.138000e+03  4.629311e-04  2.784696e+00
1.139000e+03  4.633783e-04  2.750597e+00
1.140000e+03  4.638254e-04  2.715630e+00
1.141000e+03  4.642726e-04  2.679821e+00
1.142000e+03  4.647197e-04  2.643200e+00
1.143000e+03  4.651669e-04  2.605795e+00
1.144000e+03  4.656140e-04  2.567635e+00
1.145000e+03  4.660612e-04  2.528751e+00
1.146000e+03  4.665083e-04  2.489173e+00
1.147000e+03  4.669555e-04  2.448933e+00
1.148000e+03  4.674027e-04  2.408063e+00
1.149000e+03  4.678498e-04  2.366594e+00
