Index    TIME    {V(2)}_quad_pce_mean    {V(2)}_quad_pce_meanPlus    {V(2)}_quad_pce_meanMinus    {V(2)}_quad_pce_stddev    {V(2)}_quad_pce_variance    
603        4.624383e-04      3.101648e-01      3.592232e-01      2.611064e-01      4.905840e-02      2.406727e-03
604        4.632575e-04      3.101123e-01      3.591624e-01      2.610622e-01      4.905009e-02      2.405911e-03
605        4.640767e-04      3.100546e-01      3.590956e-01      2.610136e-01      4.904097e-02      2.405017e-03
606        4.648959e-04      3.099919e-01      3.590229e-01      2.609608e-01      4.903104e-02      2.404043e-03
607        4.657151e-04      3.099240e-01      3.589443e-01      2.609037e-01      4.902031e-02      2.402991e-03
608        4.665343e-04      3.098510e-01      3.588598e-01      2.608423e-01      4.900877e-02      2.401860e-03
609        4.673535e-04      3.097730e-01      3.587694e-01      2.607766e-01      4.899642e-02      2.400650e-03
610        4.681727e-04      3.096898e-01      3.586731e-01      2.607065e-01      4.898327e-02      2.399361e-03
611        4.689919e-04      3.096015e-01      3.585708e-01      2.606322e-01      4.896931e-02      2.397993e-03
612        4.698111e-04      3.095082e-01      3.584627e-01      2.605536e-01      4.895454e-02      2.396547e-03
613        4.706303e-04      3.094097e-01      3.583486e-01      2.604707e-01      4.893896e-02      2.395022e-03
614        4.714495e-04      3.093061e-01      3.582286e-01      2.603835e-01      4.892257e-02      2.393418e-03
615        4.722687e-04      3.091974e-01      3.581027e-01      2.602920e-01      4.890538e-02      2.391736e-03
616        4.730879e-04      3.090836e-01      3.579709e-01      2.601962e-01      4.888738e-02      2.389976e-03
617        4.739071e-04      3.089646e-01      3.578332e-01      2.600961e-01      4.886857e-02      2.388137e-03
618        4.747263e-04      3.088406e-01      3.576896e-01      2.599917e-01      4.884895e-02      2.386220e-03
619        4.755455e-04      3.087115e-01      3.575400e-01      2.598830e-01      4.882853e-02      2.384225e-03
620        4.763647e-04      3.085773e-01      3.573845e-01      2.597700e-01      4.880730e-02      2.382152e-03
621        4.771839e-04      3.084379e-01      3.572232e-01      2.596527e-01      4.878526e-02      2.380001e-03
622        4.780031e-04      3.082935e-01      3.570559e-01      2.595311e-01      4.876241e-02      2.377773e-03
623        4.788223e-04      3.081439e-01      3.568827e-01      2.594052e-01      4.873876e-02      2.375466e-03
624        4.796415e-04      3.079893e-01      3.567036e-01      2.592750e-01      4.871430e-02      2.373083e-03
625        4.804607e-04      3.078295e-01      3.565185e-01      2.591405e-01      4.868903e-02      2.370621e-03
626        4.812799e-04      3.076647e-01      3.563276e-01      2.590017e-01      4.866295e-02      2.368083e-03
627        4.820991e-04      3.074947e-01      3.561308e-01      2.588586e-01      4.863607e-02      2.365468e-03
628        4.829183e-04      3.073197e-01      3.559280e-01      2.587113e-01      4.860839e-02      2.362775e-03
629        4.837375e-04      3.071395e-01      3.557194e-01      2.585596e-01      4.857989e-02      2.360006e-03
630        4.845567e-04      3.069543e-01      3.555049e-01      2.584037e-01      4.855059e-02      2.357160e-03
631        4.853759e-04      3.067640e-01      3.552844e-01      2.582435e-01      4.852049e-02      2.354238e-03
632        4.861951e-04      3.065685e-01      3.550581e-01      2.580790e-01      4.848958e-02      2.351240e-03
633        4.870143e-04      3.063680e-01      3.548259e-01      2.579102e-01      4.845787e-02      2.348165e-03
634        4.878335e-04      3.061625e-01      3.545878e-01      2.577371e-01      4.842535e-02      2.345015e-03
635        4.886527e-04      3.059518e-01      3.543438e-01      2.575598e-01      4.839203e-02      2.341789e-03
636        4.894719e-04      3.057360e-01      3.540940e-01      2.573781e-01      4.835791e-02      2.338487e-03
637        4.902911e-04      3.055152e-01      3.538382e-01      2.571922e-01      4.832298e-02      2.335110e-03
638        4.911103e-04      3.052893e-01      3.535766e-01      2.570021e-01      4.828725e-02      2.331659e-03
639        4.919295e-04      3.050584e-01      3.533091e-01      2.568077e-01      4.825072e-02      2.328132e-03
640        4.927487e-04      3.048223e-01      3.530357e-01      2.566090e-01      4.821339e-02      2.324531e-03
641        4.935679e-04      3.045813e-01      3.527565e-01      2.564060e-01      4.817525e-02      2.320855e-03
642        4.943871e-04      3.043351e-01      3.524714e-01      2.561988e-01      4.813632e-02      2.317105e-03
643        4.952063e-04      3.040839e-01      3.521805e-01      2.559873e-01      4.809659e-02      2.313282e-03
644        4.960255e-04      3.038276e-01      3.518837e-01      2.557716e-01      4.805606e-02      2.309385e-03
645        4.968447e-04      3.035663e-01      3.515811e-01      2.555516e-01      4.801473e-02      2.305414e-03
646        4.976639e-04      3.033000e-01      3.512726e-01      2.553274e-01      4.797260e-02      2.301370e-03
647        4.984831e-04      3.030286e-01      3.509583e-01      2.550989e-01      4.792967e-02      2.297254e-03
648        4.993023e-04      3.027522e-01      3.506381e-01      2.548662e-01      4.788595e-02      2.293064e-03
649        5.001215e-04      3.024707e-01      3.503122e-01      2.546293e-01      4.784144e-02      2.288803e-03
650        5.009407e-04      3.021842e-01      3.499804e-01      2.543881e-01      4.779612e-02      2.284469e-03
651        5.017599e-04      3.018927e-01      3.496428e-01      2.541427e-01      4.775002e-02      2.280064e-03
652        5.025791e-04      3.015962e-01      3.492994e-01      2.538931e-01      4.770312e-02      2.275587e-03
653        5.033983e-04      3.012947e-01      3.489501e-01      2.536393e-01      4.765543e-02      2.271040e-03
654        5.042175e-04      3.009882e-01      3.485951e-01      2.533812e-01      4.760694e-02      2.266421e-03
655        5.050367e-04      3.006766e-01      3.482343e-01      2.531190e-01      4.755767e-02      2.261732e-03
656        5.058559e-04      3.003601e-01      3.478677e-01      2.528525e-01      4.750760e-02      2.256972e-03
657        5.066751e-04      3.000386e-01      3.474954e-01      2.525819e-01      4.745675e-02      2.252143e-03
658        5.074943e-04      2.997121e-01      3.471172e-01      2.523070e-01      4.740511e-02      2.247244e-03
659        5.083135e-04      2.993806e-01      3.467333e-01      2.520279e-01      4.735268e-02      2.242276e-03
660        5.091327e-04      2.990442e-01      3.463436e-01      2.517447e-01      4.729946e-02      2.237239e-03
661        5.099519e-04      2.987028e-01      3.459482e-01      2.514573e-01      4.724546e-02      2.232134e-03
662        5.107711e-04      2.983564e-01      3.455471e-01      2.511657e-01      4.719068e-02      2.226960e-03
663        5.115903e-04      2.980051e-01      3.451402e-01      2.508700e-01      4.713511e-02      2.221718e-03
664        5.124095e-04      2.976488e-01      3.447275e-01      2.505700e-01      4.707876e-02      2.216409e-03
665        5.132287e-04      2.972876e-01      3.443092e-01      2.502660e-01      4.702162e-02      2.211033e-03
666        5.140479e-04      2.969214e-01      3.438851e-01      2.499577e-01      4.696371e-02      2.205590e-03
667        5.148671e-04      2.965504e-01      3.434554e-01      2.496453e-01      4.690502e-02      2.200081e-03
668        5.156863e-04      2.961744e-01      3.430199e-01      2.493288e-01      4.684555e-02      2.194505e-03
669        5.165055e-04      2.957935e-01      3.425788e-01      2.490082e-01      4.678530e-02      2.188864e-03
670        5.173247e-04      2.954077e-01      3.421319e-01      2.486834e-01      4.672428e-02      2.183158e-03
671        5.181439e-04      2.950170e-01      3.416794e-01      2.483545e-01      4.666248e-02      2.177387e-03
672        5.189631e-04      2.946214e-01      3.412213e-01      2.480215e-01      4.659991e-02      2.171552e-03
673        5.197823e-04      2.942209e-01      3.407575e-01      2.476843e-01      4.653657e-02      2.165652e-03
674        5.206015e-04      2.938155e-01      3.402880e-01      2.473431e-01      4.647246e-02      2.159689e-03
675        5.214207e-04      2.934053e-01      3.398129e-01      2.469978e-01      4.640757e-02      2.153663e-03
676        5.222399e-04      2.929903e-01      3.393322e-01      2.466483e-01      4.634192e-02      2.147574e-03
677        5.230591e-04      2.925703e-01      3.388459e-01      2.462948e-01      4.627550e-02      2.141422e-03
678        5.238783e-04      2.921456e-01      3.383539e-01      2.459373e-01      4.620832e-02      2.135209e-03
679        5.246975e-04      2.917160e-01      3.378564e-01      2.455756e-01      4.614037e-02      2.128934e-03
680        5.255167e-04      2.912816e-01      3.373532e-01      2.452099e-01      4.607166e-02      2.122598e-03
681        5.263359e-04      2.908424e-01      3.368445e-01      2.448402e-01      4.600219e-02      2.116202e-03
682        5.271551e-04      2.903983e-01      3.363303e-01      2.444664e-01      4.593196e-02      2.109745e-03
683        5.279743e-04      2.899495e-01      3.358105e-01      2.440885e-01      4.586097e-02      2.103228e-03
684        5.287935e-04      2.894959e-01      3.352851e-01      2.437067e-01      4.578922e-02      2.096652e-03
685        5.296127e-04      2.890375e-01      3.347542e-01      2.433208e-01      4.571671e-02      2.090018e-03
686        5.304319e-04      2.885743e-01      3.342178e-01      2.429308e-01      4.564346e-02      2.083325e-03
687        5.312511e-04      2.881064e-01      3.336758e-01      2.425369e-01      4.556944e-02      2.076574e-03
688        5.320703e-04      2.876337e-01      3.331284e-01      2.421390e-01      4.549468e-02      2.069766e-03
689        5.328895e-04      2.871563e-01      3.325755e-01      2.417371e-01      4.541917e-02      2.062901e-03
690        5.337087e-04      2.866741e-01      3.320171e-01      2.413312e-01      4.534291e-02      2.055979e-03
691        5.345279e-04      2.861873e-01      3.314532e-01      2.409214e-01      4.526590e-02      2.049002e-03
692        5.353471e-04      2.856957e-01      3.308839e-01      2.405076e-01      4.518815e-02      2.041969e-03
693        5.361663e-04      2.851994e-01      3.303091e-01      2.400898e-01      4.510966e-02      2.034881e-03
694        5.369855e-04      2.846985e-01      3.297289e-01      2.396681e-01      4.503042e-02      2.027739e-03
695        5.378047e-04      2.841928e-01      3.291433e-01      2.392424e-01      4.495044e-02      2.020542e-03
696        5.386239e-04      2.836825e-01      3.285523e-01      2.388128e-01      4.486973e-02      2.013293e-03
697        5.394431e-04      2.831676e-01      3.279558e-01      2.383793e-01      4.478828e-02      2.005990e-03
698        5.402623e-04      2.826479e-01      3.273540e-01      2.379419e-01      4.470609e-02      1.998635e-03
699        5.410815e-04      2.821237e-01      3.267469e-01      2.375005e-01      4.462317e-02      1.991227e-03
700        5.419007e-04      2.815948e-01      3.261344e-01      2.370553e-01      4.453952e-02      1.983769e-03
701        5.427199e-04      2.810614e-01      3.255165e-01      2.366062e-01      4.445514e-02      1.976260e-03
702        5.435391e-04      2.805233e-01      3.248933e-01      2.361532e-01      4.437003e-02      1.968700e-03
703        5.443583e-04      2.799806e-01      3.242648e-01      2.356964e-01      4.428420e-02      1.961091e-03
704        5.451775e-04      2.794334e-01      3.236310e-01      2.352357e-01      4.419764e-02      1.953432e-03
705        5.459967e-04      2.788816e-01      3.229919e-01      2.347712e-01      4.411037e-02      1.945724e-03
706        5.468159e-04      2.783252e-01      3.223476e-01      2.343028e-01      4.402237e-02      1.937969e-03
707        5.476351e-04      2.777643e-01      3.216979e-01      2.338306e-01      4.393365e-02      1.930165e-03
708        5.484543e-04      2.771989e-01      3.210431e-01      2.333546e-01      4.384421e-02      1.922315e-03
709        5.492735e-04      2.766289e-01      3.203830e-01      2.328748e-01      4.375407e-02      1.914418e-03
710        5.500927e-04      2.760544e-01      3.197176e-01      2.323912e-01      4.366320e-02      1.906475e-03
711        5.509119e-04      2.754755e-01      3.190471e-01      2.319039e-01      4.357163e-02      1.898487e-03
712        5.517311e-04      2.748921e-01      3.183714e-01      2.314127e-01      4.347935e-02      1.890454e-03
713        5.525503e-04      2.743042e-01      3.176905e-01      2.309178e-01      4.338637e-02      1.882377e-03
714        5.533695e-04      2.737118e-01      3.170045e-01      2.304192e-01      4.329268e-02      1.874256e-03
715        5.541887e-04      2.731150e-01      3.163133e-01      2.299168e-01      4.319828e-02      1.866092e-03
716        5.550079e-04      2.725138e-01      3.156170e-01      2.294106e-01      4.310319e-02      1.857885e-03
717        5.558271e-04      2.719082e-01      3.149156e-01      2.289008e-01      4.300740e-02      1.849636e-03
718        5.566463e-04      2.712982e-01      3.142091e-01      2.283873e-01      4.291091e-02      1.841346e-03
719        5.574655e-04      2.706838e-01      3.134975e-01      2.278700e-01      4.281373e-02      1.833016e-03
720        5.582847e-04      2.700650e-01      3.127808e-01      2.273491e-01      4.271586e-02      1.824645e-03
721        5.591039e-04      2.694418e-01      3.120591e-01      2.268245e-01      4.261730e-02      1.816234e-03
722        5.599231e-04      2.688143e-01      3.113324e-01      2.262963e-01      4.251805e-02      1.807784e-03
723        5.607423e-04      2.681825e-01      3.106006e-01      2.257644e-01      4.241811e-02      1.799296e-03
724        5.615615e-04      2.675464e-01      3.098639e-01      2.252289e-01      4.231750e-02      1.790770e-03
725        5.623807e-04      2.669059e-01      3.091221e-01      2.246897e-01      4.221620e-02      1.782207e-03
726        5.631999e-04      2.662612e-01      3.083754e-01      2.241470e-01      4.211422e-02      1.773608e-03
727        5.640191e-04      2.656122e-01      3.076238e-01      2.236006e-01      4.201157e-02      1.764972e-03
728        5.648383e-04      2.649589e-01      3.068672e-01      2.230507e-01      4.190824e-02      1.756301e-03
729        5.656575e-04      2.643014e-01      3.061057e-01      2.224972e-01      4.180424e-02      1.747595e-03
730        5.664767e-04      2.636397e-01      3.053393e-01      2.219401e-01      4.169958e-02      1.738855e-03
731        5.672959e-04      2.629737e-01      3.045680e-01      2.213795e-01      4.159424e-02      1.730081e-03
732        5.681151e-04      2.623036e-01      3.037918e-01      2.208153e-01      4.148825e-02      1.721275e-03
733        5.689343e-04      2.616292e-01      3.030108e-01      2.202477e-01      4.138159e-02      1.712436e-03
734        5.697535e-04      2.609507e-01      3.022250e-01      2.196765e-01      4.127427e-02      1.703565e-03
735        5.705727e-04      2.602681e-01      3.014344e-01      2.191018e-01      4.116629e-02      1.694664e-03
736        5.713919e-04      2.595813e-01      3.006389e-01      2.185236e-01      4.105766e-02      1.685732e-03
737        5.722111e-04      2.588903e-01      2.998387e-01      2.179420e-01      4.094838e-02      1.676770e-03
738        5.730303e-04      2.581953e-01      2.990338e-01      2.173569e-01      4.083845e-02      1.667779e-03
739        5.738495e-04      2.574962e-01      2.982240e-01      2.167683e-01      4.072787e-02      1.658759e-03
740        5.746687e-04      2.567930e-01      2.974096e-01      2.161763e-01      4.061664e-02      1.649712e-03
741        5.754879e-04      2.560857e-01      2.965905e-01      2.155809e-01      4.050478e-02      1.640637e-03
742        5.763071e-04      2.553744e-01      2.957667e-01      2.149821e-01      4.039227e-02      1.631535e-03
743        5.771263e-04      2.546591e-01      2.949382e-01      2.143800e-01      4.027913e-02      1.622408e-03
744        5.779455e-04      2.539397e-01      2.941051e-01      2.137744e-01      4.016535e-02      1.613255e-03
745        5.787647e-04      2.532164e-01      2.932674e-01      2.131655e-01      4.005094e-02      1.604078e-03
746        5.795839e-04      2.524891e-01      2.924250e-01      2.125532e-01      3.993590e-02      1.594876e-03
747        5.804031e-04      2.517578e-01      2.915781e-01      2.119376e-01      3.982024e-02      1.585651e-03
748        5.812223e-04      2.510226e-01      2.907266e-01      2.113187e-01      3.970395e-02      1.576404e-03
749        5.820415e-04      2.502835e-01      2.898705e-01      2.106964e-01      3.958704e-02      1.567134e-03
750        5.828607e-04      2.495404e-01      2.890099e-01      2.100709e-01      3.946951e-02      1.557842e-03
751        5.836799e-04      2.487935e-01      2.881448e-01      2.094421e-01      3.935137e-02      1.548530e-03
752        5.844991e-04      2.480426e-01      2.872752e-01      2.088100e-01      3.923261e-02      1.539198e-03
753        5.853183e-04      2.472880e-01      2.864012e-01      2.081747e-01      3.911324e-02      1.529846e-03
754        5.861375e-04      2.465294e-01      2.855227e-01      2.075362e-01      3.899327e-02      1.520475e-03
755        5.869567e-04      2.457671e-01      2.846398e-01      2.068944e-01      3.887269e-02      1.511086e-03
756        5.877759e-04      2.450009e-01      2.837524e-01      2.062494e-01      3.875151e-02      1.501679e-03
757        5.885951e-04      2.442310e-01      2.828607e-01      2.056013e-01      3.862973e-02      1.492256e-03
758        5.894143e-04      2.434573e-01      2.819646e-01      2.049499e-01      3.850735e-02      1.482816e-03
759        5.902335e-04      2.426798e-01      2.810642e-01      2.042954e-01      3.838438e-02      1.473361e-03
760        5.910527e-04      2.418986e-01      2.801594e-01      2.036378e-01      3.826082e-02      1.463890e-03
761        5.918719e-04      2.411137e-01      2.792504e-01      2.029770e-01      3.813667e-02      1.454406e-03
762        5.926911e-04      2.403251e-01      2.783370e-01      2.023132e-01      3.801194e-02      1.444907e-03
763        5.935103e-04      2.395328e-01      2.774194e-01      2.016462e-01      3.788662e-02      1.435396e-03
764        5.943295e-04      2.387369e-01      2.764976e-01      2.009761e-01      3.776073e-02      1.425873e-03
765        5.951487e-04      2.379373e-01      2.755715e-01      2.003030e-01      3.763426e-02      1.416337e-03
766        5.959679e-04      2.371341e-01      2.746413e-01      1.996268e-01      3.750721e-02      1.406791e-03
767        5.967871e-04      2.363272e-01      2.737068e-01      1.989476e-01      3.737960e-02      1.397235e-03
768        5.976063e-04      2.355168e-01      2.727683e-01      1.982654e-01      3.725142e-02      1.387668e-03
769        5.984255e-04      2.347029e-01      2.718255e-01      1.975802e-01      3.712268e-02      1.378093e-03
770        5.992447e-04      2.338853e-01      2.708787e-01      1.968920e-01      3.699337e-02      1.368509e-03
771        6.000639e-04      2.330643e-01      2.699278e-01      1.962008e-01      3.686351e-02      1.358918e-03
772        6.008831e-04      2.322397e-01      2.689728e-01      1.955067e-01      3.673309e-02      1.349320e-03
773        6.017023e-04      2.314117e-01      2.680138e-01      1.948096e-01      3.660211e-02      1.339715e-03
774        6.025215e-04      2.305802e-01      2.670508e-01      1.941096e-01      3.647059e-02      1.330104e-03
775        6.033407e-04      2.297452e-01      2.660837e-01      1.934067e-01      3.633853e-02      1.320489e-03
776        6.041599e-04      2.289068e-01      2.651127e-01      1.927009e-01      3.620592e-02      1.310869e-03
777        6.049791e-04      2.280650e-01      2.641378e-01      1.919922e-01      3.607277e-02      1.301245e-03
778        6.057983e-04      2.272198e-01      2.631589e-01      1.912807e-01      3.593909e-02      1.291618e-03
779        6.066175e-04      2.263712e-01      2.621761e-01      1.905663e-01      3.580487e-02      1.281989e-03
780        6.074367e-04      2.255193e-01      2.611894e-01      1.898492e-01      3.567012e-02      1.272357e-03
781        6.082559e-04      2.246640e-01      2.601989e-01      1.891292e-01      3.553484e-02      1.262725e-03
782        6.090751e-04      2.238055e-01      2.592045e-01      1.884064e-01      3.539904e-02      1.253092e-03
783        6.098943e-04      2.229436e-01      2.582063e-01      1.876809e-01      3.526272e-02      1.243460e-03
784        6.107135e-04      2.220785e-01      2.572043e-01      1.869526e-01      3.512589e-02      1.233828e-03
785        6.115327e-04      2.212101e-01      2.561986e-01      1.862215e-01      3.498854e-02      1.224198e-03
786        6.123519e-04      2.203385e-01      2.551891e-01      1.854878e-01      3.485067e-02      1.214569e-03
787        6.131711e-04      2.194636e-01      2.541759e-01      1.847513e-01      3.471230e-02      1.204944e-03
788        6.139903e-04      2.185856e-01      2.531591e-01      1.840122e-01      3.457343e-02      1.195322e-03
789        6.148095e-04      2.177044e-01      2.521385e-01      1.832704e-01      3.443405e-02      1.185704e-03
790        6.156287e-04      2.168201e-01      2.511143e-01      1.825259e-01      3.429418e-02      1.176091e-03
791        6.164479e-04      2.159327e-01      2.500865e-01      1.817788e-01      3.415381e-02      1.166483e-03
792        6.172671e-04      2.150421e-01      2.490551e-01      1.810291e-01      3.401296e-02      1.156881e-03
793        6.180863e-04      2.141485e-01      2.480201e-01      1.802769e-01      3.387161e-02      1.147286e-03
794        6.189055e-04      2.132518e-01      2.469815e-01      1.795220e-01      3.372978e-02      1.137698e-03
795        6.197247e-04      2.123520e-01      2.459395e-01      1.787645e-01      3.358747e-02      1.128118e-03
796        6.205439e-04      2.114492e-01      2.448939e-01      1.780046e-01      3.344468e-02      1.118546e-03
797        6.213631e-04      2.105435e-01      2.438449e-01      1.772421e-01      3.330141e-02      1.108984e-03
798        6.221823e-04      2.096347e-01      2.427924e-01      1.764771e-01      3.315768e-02      1.099432e-03
799        6.230015e-04      2.087230e-01      2.417365e-01      1.757096e-01      3.301348e-02      1.089890e-03
800        6.238207e-04      2.078084e-01      2.406772e-01      1.749396e-01      3.286881e-02      1.080359e-03
801        6.246399e-04      2.068909e-01      2.396146e-01      1.741672e-01      3.272369e-02      1.070840e-03
802        6.254591e-04      2.059704e-01      2.385485e-01      1.733923e-01      3.257810e-02      1.061333e-03
803        6.262783e-04      2.050471e-01      2.374792e-01      1.726151e-01      3.243206e-02      1.051839e-03
804        6.270975e-04      2.041210e-01      2.364066e-01      1.718354e-01      3.228558e-02      1.042359e-03
805        6.279167e-04      2.031920e-01      2.353307e-01      1.710534e-01      3.213864e-02      1.032892e-03
806        6.287359e-04      2.022603e-01      2.342515e-01      1.702690e-01      3.199127e-02      1.023441e-03
807        6.295551e-04      2.013257e-01      2.331692e-01      1.694823e-01      3.184345e-02      1.014005e-03
808        6.303743e-04      2.003884e-01      2.320836e-01      1.686932e-01      3.169520e-02      1.004586e-03
809        6.311935e-04      1.994484e-01      2.309949e-01      1.679019e-01      3.154651e-02      9.951825e-04
810        6.320127e-04      1.985056e-01      2.299030e-01      1.671082e-01      3.139740e-02      9.857967e-04
811        6.328319e-04      1.975602e-01      2.288080e-01      1.663123e-01      3.124786e-02      9.764288e-04
812        6.336511e-04      1.966121e-01      2.277100e-01      1.655142e-01      3.109790e-02      9.670793e-04
813        6.344703e-04      1.956613e-01      2.266088e-01      1.647138e-01      3.094752e-02      9.577490e-04
814        6.352895e-04      1.947079e-01      2.255047e-01      1.639112e-01      3.079673e-02      9.484383e-04
815        6.361087e-04      1.937520e-01      2.243975e-01      1.631064e-01      3.064552e-02      9.391479e-04
816        6.369279e-04      1.927934e-01      2.232873e-01      1.622995e-01      3.049391e-02      9.298785e-04
817        6.377471e-04      1.918323e-01      2.221742e-01      1.614904e-01      3.034189e-02      9.206304e-04
818        6.385663e-04      1.908687e-01      2.210582e-01      1.606792e-01      3.018948e-02      9.114045e-04
819        6.393855e-04      1.899026e-01      2.199392e-01      1.598659e-01      3.003666e-02      9.022012e-04
820        6.402047e-04      1.889339e-01      2.188174e-01      1.590505e-01      2.988346e-02      8.930211e-04
821        6.410239e-04      1.879629e-01      2.176927e-01      1.582330e-01      2.972986e-02      8.838649e-04
822        6.418431e-04      1.869893e-01      2.165652e-01      1.574135e-01      2.957589e-02      8.747330e-04
823        6.426623e-04      1.860134e-01      2.154349e-01      1.565919e-01      2.942152e-02      8.656261e-04
824        6.434815e-04      1.850351e-01      2.143019e-01      1.557683e-01      2.926679e-02      8.565447e-04
825        6.443007e-04      1.840544e-01      2.131661e-01      1.549428e-01      2.911167e-02      8.474894e-04
826        6.451199e-04      1.830714e-01      2.120276e-01      1.541152e-01      2.895619e-02      8.384608e-04
827        6.459391e-04      1.820861e-01      2.108864e-01      1.532857e-01      2.880034e-02      8.294594e-04
828        6.467583e-04      1.810984e-01      2.097425e-01      1.524543e-01      2.864412e-02      8.204858e-04
829        6.475775e-04      1.801085e-01      2.085961e-01      1.516210e-01      2.848755e-02      8.115406e-04
830        6.483967e-04      1.791164e-01      2.074470e-01      1.507857e-01      2.833062e-02      8.026242e-04
831        6.492159e-04      1.781220e-01      2.062953e-01      1.499486e-01      2.817334e-02      7.937373e-04
832        6.500351e-04      1.771254e-01      2.051411e-01      1.491097e-01      2.801572e-02      7.848803e-04
833        6.508543e-04      1.761266e-01      2.039844e-01      1.482689e-01      2.785774e-02      7.760539e-04
834        6.516735e-04      1.751257e-01      2.028252e-01      1.474263e-01      2.769943e-02      7.672585e-04
835        6.524927e-04      1.741227e-01      2.016635e-01      1.465819e-01      2.754078e-02      7.584947e-04
836        6.533119e-04      1.731176e-01      2.004994e-01      1.457358e-01      2.738180e-02      7.497631e-04
837        6.541311e-04      1.721103e-01      1.993328e-01      1.448879e-01      2.722249e-02      7.410641e-04
838        6.549503e-04      1.711011e-01      1.981639e-01      1.440382e-01      2.706286e-02      7.323982e-04
839        6.557695e-04      1.700898e-01      1.969927e-01      1.431869e-01      2.690290e-02      7.237661e-04
840        6.565887e-04      1.690765e-01      1.958191e-01      1.423339e-01      2.674263e-02      7.151682e-04
841        6.574079e-04      1.680612e-01      1.946432e-01      1.414792e-01      2.658204e-02      7.066050e-04
842        6.582271e-04      1.670440e-01      1.934651e-01      1.406228e-01      2.642115e-02      6.980770e-04
843        6.590463e-04      1.660248e-01      1.922847e-01      1.397648e-01      2.625995e-02      6.895847e-04
844        6.598655e-04      1.650037e-01      1.911021e-01      1.389053e-01      2.609844e-02      6.811287e-04
845        6.606847e-04      1.639807e-01      1.899174e-01      1.380441e-01      2.593664e-02      6.727094e-04
846        6.615039e-04      1.629559e-01      1.887305e-01      1.371814e-01      2.577455e-02      6.643273e-04
847        6.623231e-04      1.619293e-01      1.875414e-01      1.363171e-01      2.561216e-02      6.559829e-04
848        6.631423e-04      1.609008e-01      1.863503e-01      1.354513e-01      2.544949e-02      6.476767e-04
849        6.639615e-04      1.598706e-01      1.851571e-01      1.345840e-01      2.528654e-02      6.394091e-04
850        6.647807e-04      1.588386e-01      1.839619e-01      1.337153e-01      2.512331e-02      6.311807e-04
851        6.655999e-04      1.578048e-01      1.827646e-01      1.328450e-01      2.495981e-02      6.229919e-04
852        6.664191e-04      1.567694e-01      1.815654e-01      1.319734e-01      2.479603e-02      6.148432e-04
853        6.672383e-04      1.557323e-01      1.803643e-01      1.311003e-01      2.463199e-02      6.067350e-04
854        6.680575e-04      1.546935e-01      1.791612e-01      1.302258e-01      2.446769e-02      5.986678e-04
855        6.688767e-04      1.536531e-01      1.779562e-01      1.293500e-01      2.430313e-02      5.906420e-04
856        6.696959e-04      1.526111e-01      1.767494e-01      1.284727e-01      2.413831e-02      5.826581e-04
857        6.705151e-04      1.515675e-01      1.755407e-01      1.275942e-01      2.397325e-02      5.747166e-04
858        6.713343e-04      1.505223e-01      1.743302e-01      1.267144e-01      2.380794e-02      5.668178e-04
859        6.721535e-04      1.494756e-01      1.731180e-01      1.258332e-01      2.364238e-02      5.589622e-04
860        6.729727e-04      1.484274e-01      1.719040e-01      1.249508e-01      2.347659e-02      5.511503e-04
861        6.737919e-04      1.473777e-01      1.706883e-01      1.240672e-01      2.331056e-02      5.433824e-04
862        6.746111e-04      1.463266e-01      1.694709e-01      1.231823e-01      2.314431e-02      5.356590e-04
863        6.754303e-04      1.452740e-01      1.682519e-01      1.222962e-01      2.297783e-02      5.279805e-04
864        6.762495e-04      1.442201e-01      1.670312e-01      1.214090e-01      2.281112e-02      5.203473e-04
865        6.770687e-04      1.431647e-01      1.658089e-01      1.205205e-01      2.264420e-02      5.127598e-04
866        6.778879e-04      1.421080e-01      1.645851e-01      1.196310e-01      2.247706e-02      5.052184e-04
867        6.787071e-04      1.410500e-01      1.633597e-01      1.187403e-01      2.230972e-02      4.977235e-04
868        6.795263e-04      1.399907e-01      1.621329e-01      1.178485e-01      2.214217e-02      4.902756e-04
869        6.803455e-04      1.389301e-01      1.609045e-01      1.169557e-01      2.197441e-02      4.828749e-04
870        6.811647e-04      1.378683e-01      1.596747e-01      1.160618e-01      2.180646e-02      4.755218e-04
871        6.819839e-04      1.368052e-01      1.584435e-01      1.151669e-01      2.163832e-02      4.682169e-04
872        6.828031e-04      1.357409e-01      1.572109e-01      1.142710e-01      2.146999e-02      4.609603e-04
873        6.836223e-04      1.346755e-01      1.559770e-01      1.133740e-01      2.130147e-02      4.537525e-04
874        6.844415e-04      1.336089e-01      1.547417e-01      1.124762e-01      2.113277e-02      4.465939e-04
875        6.852607e-04      1.325412e-01      1.535051e-01      1.115773e-01      2.096389e-02      4.394847e-04
876        6.860799e-04      1.314724e-01      1.522673e-01      1.106776e-01      2.079484e-02      4.324254e-04
877        6.868991e-04      1.304026e-01      1.510282e-01      1.097769e-01      2.062562e-02      4.254163e-04
878        6.877183e-04      1.293317e-01      1.497879e-01      1.088754e-01      2.045624e-02      4.184577e-04
879        6.885375e-04      1.282597e-01      1.485464e-01      1.079731e-01      2.028669e-02      4.115500e-04
880        6.893567e-04      1.271868e-01      1.473038e-01      1.070698e-01      2.011699e-02      4.046935e-04
