Index       TIME              V(3)              V(2)              V(4)       
0        0.00000000e+00    0.00000000e+00    1.88731964e+00    1.38544009e-26
1        2.00000000e-09    1.25663706e-04    1.88738999e+00    7.03536369e-05
2        6.00000000e-09    3.76991118e-04    1.88753077e+00    2.11133453e-04
3        1.40000000e-08    8.79645942e-04    1.88781233e+00    4.92692716e-04
4        3.00000000e-08    1.88495558e-03    1.88837545e+00    1.05580905e-03
5        6.20000000e-08    3.89557479e-03    1.88950170e+00    2.18203273e-03
6        1.26000000e-07    7.91681266e-03    1.89175419e+00    4.43444415e-03
7        2.54000000e-07    1.59592839e-02    1.89625919e+00    8.93912178e-03
8        5.10000000e-07    3.20441902e-02    1.90526926e+00    1.79478860e-02
9        1.02200000e-06    6.42137125e-02    1.92328959e+00    3.59629676e-02
10       2.04600000e-06    1.28550431e-01    1.95933030e+00    7.19826821e-02
11       4.09400000e-06    2.57205239e-01    2.03140668e+00    1.43975035e-01
12       8.19000000e-06    5.14365795e-01    2.17549686e+00    2.87729306e-01
13       1.63820000e-05    1.02749482e+00    2.46308944e+00    5.73980860e-01
14       3.27660000e-05    2.04423613e+00    3.03324192e+00    1.13880237e+00
15       4.91500000e-05    3.03933297e+00    3.59164029e+00    1.68840117e+00
16       6.55340000e-05    4.00224919e+00    4.13235720e+00    2.21696279e+00
17       8.19180000e-05    4.92278939e+00    4.64965854e+00    2.71890144e+00
18       9.83020000e-05    5.79120684e+00    5.13806097e+00    3.18891601e+00
19       1.14686000e-04    6.59830670e+00    5.59238862e+00    3.62204481e+00
20       1.31070000e-04    7.33554334e+00    6.00782734e+00    4.01371751e+00
21       1.47454000e-04    7.99511088e+00    6.37997549e+00    4.35980339e+00
22       1.63838000e-04    8.57002576e+00    6.70489049e+00    4.65665501e+00
23       1.80222000e-04    9.05420078e+00    6.97913067e+00    4.90114689e+00
24       1.96606000e-04    9.44250944e+00    7.19979176e+00    5.09070871e+00
25       2.12990000e-04    9.73084033e+00    7.36453758e+00    5.22335240e+00
26       2.29374000e-04    9.91614058e+00    7.47162432e+00    5.29769280e+00
27       2.45758000e-04    9.99644823e+00    7.51991845e+00    5.31296167e+00
28       2.62142000e-04    9.97091296e+00    7.50890793e+00    5.26901514e+00
29       2.78526000e-04    9.83980515e+00    7.43870722e+00    5.16633481e+00
30       2.94910000e-04    9.60451298e+00    7.31005619e+00    5.00602270e+00
31       3.11294000e-04    9.26752773e+00    7.12431284e+00    4.78979025e+00
32       3.27678000e-04    8.83241742e+00    6.88343965e+00    4.51994088e+00
33       3.44062000e-04    8.30378901e+00    6.58998342e+00    4.19934619e+00
34       3.60446000e-04    7.68723966e+00    6.24704847e+00    3.83141580e+00
35       3.76830000e-04    6.98929742e+00    5.85826388e+00    3.42006127e+00
36       3.93214000e-04    6.21735214e+00    5.42774496e+00    2.96965460e+00
37       4.09598000e-04    5.37957721e+00    4.96004958e+00    2.48498188e+00
38       4.25982000e-04    4.48484304e+00    4.46013006e+00    1.97119268e+00
39       4.42366000e-04    3.54262313e+00    3.93328097e+00    1.43374585e+00
40       4.58750000e-04    2.56289373e+00    3.38508391e+00    8.78352468e-01
41       4.75134000e-04    1.55602829e+00    2.82135022e+00    3.10917222e-01
42       4.91518000e-04    5.32687533e-01    2.24806404e+00   -2.62519593e-01
43       5.24286000e-04   -1.52001944e+00    1.09737902e+00   -1.40283789e+00
44       5.57054000e-04   -3.50852064e+00    2.53770923e-02   -2.45085090e+00
45       5.58874793e-04   -3.61541993e+00    1.26815362e-02   -2.46184337e+00
46       5.60695585e-04   -3.72184603e+00    7.48994873e-03   -2.46533068e+00
47       5.62516378e-04   -3.82778501e+00    2.85066649e-03   -2.46826345e+00
48       5.66157963e-04   -4.03814622e+00   -6.32956828e-03   -2.47402466e+00
49       5.73441133e-04   -4.45241765e+00   -2.42934673e-02   -2.48512717e+00
50       5.88007473e-04   -5.25214589e+00   -5.85442495e-02   -2.50556789e+00
51       6.02573814e-04   -6.00791043e+00   -9.04155875e-02   -2.52352292e+00
52       6.17140154e-04   -6.71338505e+00   -1.19746977e-01   -2.53884591e+00
53       6.31706494e-04   -7.36266449e+00   -1.46400449e-01   -2.55141381e+00
54       6.46272835e-04   -7.95031389e+00   -1.70251679e-01   -2.56111784e+00
55       6.60839175e-04   -8.47141426e+00   -1.91196705e-01   -2.56787013e+00
56       6.75405516e-04   -8.92160367e+00   -2.09143464e-01   -2.57159515e+00
