Index         TIME               V(3)               V(4)           {I(VID)+0.5}
109     2.1550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
110     2.1750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
111     2.1950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
112     2.2150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
113     2.2350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
114     2.2550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
115     2.2750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
116     2.2950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
117     2.3150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
118     2.3350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
119     2.3550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
120     2.3750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
121     2.3950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
122     2.4150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
123     2.4350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
124     2.4550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
125     2.4750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
126     2.4950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
127     2.5150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
128     2.5350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
129     2.5550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
130     2.5750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
131     2.5950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
132     2.6150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
133     2.6350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
134     2.6550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
135     2.6750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
136     2.6950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
137     2.7150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
138     2.7350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
139     2.7550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
140     2.7750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
141     2.7950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
142     2.8150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
143     2.8350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
144     2.8550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
145     2.8750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
146     2.8950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
147     2.9150000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
148     2.9350000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
149     2.9550000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
150     2.9750000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
151     2.9950000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
152     3.0000000000e-07   5.0000000000e-01   0.0000000000e+00   5.0000000000e-01   
153     3.0025000000e-07   5.0000000000e-01   5.0000000000e-02   5.0000000000e-01   
154     3.0025195313e-07   5.0000000000e-01   5.0390625000e-02   5.0000000000e-01   
155     3.0025585938e-07   5.0000000000e-01   5.1171875000e-02   5.0000000000e-01   
156     3.0026367188e-07   5.0000000000e-01   5.2734375000e-02   5.0000000000e-01   
157     3.0027929688e-07   5.0000000000e-01   5.5859375000e-02   5.0000000000e-01   
158     3.0031054688e-07   5.0000000000e-01   6.2109375000e-02   5.0000000000e-01   
159     3.0037304688e-07   5.0000000000e-01   7.4609375000e-02   5.0000000000e-01   
160     3.0049804688e-07   5.0000000000e-01   9.9609375000e-02   5.0000000000e-01   
161     3.0074804688e-07   5.0000000000e-01   1.4960937500e-01   5.0000000000e-01   
162     3.0124804688e-07   5.0000000000e-01   2.4960937500e-01   5.0000000000e-01   
163     3.0224804688e-07   5.0000000000e-01   4.4960937500e-01   5.0000000000e-01   
164     3.0424804688e-07   5.0000000000e-01   8.4960937500e-01   5.0000000000e-01   
165     3.0624804688e-07   5.0000000000e-01   1.2496093750e+00   5.0000000000e-01   
166     3.0824804688e-07   5.0000000000e-01   1.6496093750e+00   5.0000000000e-01   
167     3.1024804688e-07   5.0000000000e-01   2.0496093750e+00   5.0000000000e-01   
168     3.1224804688e-07   5.0000000000e-01   2.4496093750e+00   5.0000000000e-01   
169     3.1424804688e-07   5.0000000000e-01   2.8496093750e+00   5.0000000001e-01   
170     3.1437304688e-07   5.0000000000e-01   2.8746093750e+00   5.0000000002e-01   
171     3.1443554688e-07   5.0000000000e-01   2.8871093750e+00   5.0000000003e-01   
172     3.1446679688e-07   5.0000000000e-01   2.8933593750e+00   5.0000000003e-01   
173     3.1448242188e-07   5.0000000000e-01   2.8964843750e+00   5.0000000003e-01   
174     3.1449118568e-07   5.0000000000e-01   2.8982371351e+00   5.0000000004e-01   
175     3.1449734292e-07   5.0000000000e-01   2.8994685837e+00   5.0000000004e-01   
176     3.1450145197e-07   5.0000000000e-01   2.9002903932e+00   5.0000000004e-01   
177     3.1450425415e-07   5.0000000000e-01   2.9008508303e+00   5.0000000004e-01   
178     3.1450677612e-07   5.0000000000e-01   2.9013552237e+00   5.0000000004e-01   
179     3.1450929809e-07   5.0000000000e-01   2.9018596171e+00   5.0000000004e-01   
180     3.1451434202e-07   5.0000000000e-01   2.9028684039e+00   5.0000000004e-01   
181     3.1451763101e-07   5.0000000000e-01   2.9035262025e+00   5.0000000004e-01   
182     3.1452059111e-07   5.0000000000e-01   2.9041182213e+00   5.0000000004e-01   
183     3.1452355120e-07   5.0000000000e-01   2.9047102401e+00   5.0000000004e-01   
184     3.1452710617e-07   5.0000000000e-01   2.9054212334e+00   5.0000000005e-01   
185     3.1453066113e-07   5.0000000000e-01   2.9061322267e+00   5.0000000005e-01   
186     3.1453421610e-07   5.0000000000e-01   2.9068432200e+00   5.0000000005e-01   
187     3.1453810522e-07   5.0000000000e-01   2.9076210444e+00   5.0000000005e-01   
188     3.1454257238e-07   5.0000000000e-01   2.9085144754e+00   5.0000000005e-01   
189     3.1454762950e-07   5.0000000000e-01   2.9095259010e+00   5.0000000005e-01   
190     3.1455291590e-07   5.0000000000e-01   2.9105831793e+00   5.0000000005e-01   
191     3.1455786379e-07   5.0000000000e-01   2.9115727573e+00   5.0000000005e-01   
192     3.1456281168e-07   5.0000000000e-01   2.9125623354e+00   5.0000000006e-01   
193     3.1456737848e-07   5.0000000000e-01   2.9134756953e+00   5.0000000006e-01   
194     3.1457143677e-07   5.0000000000e-01   2.9142873541e+00   5.0000000006e-01   
195     3.1457512951e-07   5.0000000000e-01   2.9150259021e+00   5.0000000006e-01   
196     3.1457872616e-07   5.0000000000e-01   2.9157452325e+00   5.0000000006e-01   
197     3.1458250907e-07   5.0000000000e-01   2.9165018138e+00   5.0000000006e-01   
198     3.1458670018e-07   5.0000000000e-01   2.9173400361e+00   5.0000000006e-01   
199     3.1459136487e-07   5.0000000000e-01   2.9182729746e+00   5.0000000007e-01   
200     3.1459630776e-07   5.0000000000e-01   2.9192615527e+00   5.0000000007e-01   
201     3.1460112561e-07   5.0000000000e-01   2.9202251230e+00   5.0000000007e-01   
202     3.1460549086e-07   5.0000000000e-01   2.9210981719e+00   5.0000000007e-01   
203     3.1460936624e-07   5.0000000000e-01   2.9218732472e+00   5.0000000007e-01   
204     3.1461294833e-07   5.0000000000e-01   2.9225896651e+00   5.0000000007e-01   
205     3.1461651925e-07   5.0000000000e-01   2.9233038499e+00   5.0000000008e-01   
206     3.1462035112e-07   5.0000000000e-01   2.9240702236e+00   5.0000000008e-01   
207     3.1462463260e-07   5.0000000000e-01   2.9249265206e+00   5.0000000008e-01   
208     3.1462936177e-07   5.0000000000e-01   2.9258723537e+00   5.0000000008e-01   
209     3.1463426437e-07   5.0000000000e-01   2.9268528742e+00   5.0000000008e-01   
210     3.1463892286e-07   5.0000000000e-01   2.9277845724e+00   5.0000000009e-01   
211     3.1464308407e-07   5.0000000000e-01   2.9286168141e+00   5.0000000009e-01   
212     3.1464679498e-07   5.0000000000e-01   2.9293589951e+00   5.0000000009e-01   
213     3.1465029175e-07   5.0000000000e-01   2.9300583497e+00   5.0000000009e-01   
214     3.1465386103e-07   5.0000000000e-01   2.9307722067e+00   5.0000000009e-01   
215     3.1465775924e-07   5.0000000000e-01   2.9315518476e+00   5.0000000010e-01   
216     3.1466213296e-07   5.0000000000e-01   2.9324265918e+00   5.0000000010e-01   
217     3.1466690427e-07   5.0000000000e-01   2.9333808550e+00   5.0000000010e-01   
218     3.1467172968e-07   5.0000000000e-01   2.9343459353e+00   5.0000000010e-01   
219     3.1467620632e-07   5.0000000000e-01   2.9352412633e+00   5.0000000011e-01   
220     3.1468016856e-07   5.0000000000e-01   2.9360337117e+00   5.0000000011e-01   
221     3.1468373662e-07   5.0000000000e-01   2.9367473238e+00   5.0000000011e-01   
222     3.1468717350e-07   5.0000000000e-01   2.9374347006e+00   5.0000000011e-01   
223     3.1469076385e-07   5.0000000000e-01   2.9381527708e+00   5.0000000012e-01   
224     3.1469474246e-07   5.0000000000e-01   2.9389484927e+00   5.0000000012e-01   
225     3.1469920397e-07   5.0000000000e-01   2.9398407936e+00   5.0000000012e-01   
226     3.1470398870e-07   5.0000000000e-01   2.9407977395e+00   5.0000000013e-01   
227     3.1470870105e-07   5.0000000000e-01   2.9417402103e+00   5.0000000013e-01   
228     3.1471298136e-07   5.0000000000e-01   2.9425962723e+00   5.0000000013e-01   
229     3.1471675611e-07   5.0000000000e-01   2.9433512214e+00   5.0000000014e-01   
230     3.1472020496e-07   5.0000000000e-01   2.9440409921e+00   5.0000000014e-01   
231     3.1472360697e-07   5.0000000000e-01   2.9447213945e+00   5.0000000014e-01   
232     3.1472723933e-07   5.0000000000e-01   2.9454478660e+00   5.0000000015e-01   
233     3.1473130835e-07   5.0000000000e-01   2.9462616707e+00   5.0000000015e-01   
234     3.1473584625e-07   5.0000000000e-01   2.9471692490e+00   5.0000000015e-01   
235     3.1474061063e-07   5.0000000000e-01   2.9481221254e+00   5.0000000016e-01   
236     3.1474517783e-07   5.0000000000e-01   2.9490355654e+00   5.0000000016e-01   
237     3.1474925567e-07   5.0000000000e-01   2.9498511338e+00   5.0000000017e-01   
238     3.1475285942e-07   5.0000000000e-01   2.9505718844e+00   5.0000000017e-01   
239     3.1475621376e-07   5.0000000000e-01   2.9512427529e+00   5.0000000017e-01   
240     3.1475960513e-07   5.0000000000e-01   2.9519210260e+00   5.0000000018e-01   
241     3.1476329822e-07   5.0000000000e-01   2.9526596448e+00   5.0000000018e-01   
242     3.1476746276e-07   5.0000000000e-01   2.9534925519e+00   5.0000000018e-01   
243     3.1477205843e-07   5.0000000000e-01   2.9544116854e+00   5.0000000019e-01   
244     3.1477676575e-07   5.0000000000e-01   2.9553531504e+00   5.0000000020e-01   
245     3.1478116171e-07   5.0000000000e-01   2.9562323419e+00   5.0000000020e-01   
246     3.1478503885e-07   5.0000000000e-01   2.9570077707e+00   5.0000000020e-01   
247     3.1478849177e-07   5.0000000000e-01   2.9576983543e+00   5.0000000021e-01   
248     3.1479177663e-07   5.0000000000e-01   2.9583553261e+00   5.0000000021e-01   
249     3.1479518047e-07   5.0000000000e-01   2.9590360931e+00   5.0000000022e-01   
250     3.1479895026e-07   5.0000000000e-01   2.9597900527e+00   5.0000000022e-01   
251     3.1480320962e-07   5.0000000000e-01   2.9606419242e+00   5.0000000023e-01   
252     3.1480783751e-07   5.0000000000e-01   2.9615675027e+00   5.0000000023e-01   
253     3.1481245070e-07   5.0000000000e-01   2.9624901410e+00   5.0000000024e-01   
254     3.1481665693e-07   5.0000000000e-01   2.9633313856e+00   5.0000000025e-01   
255     3.1482034205e-07   5.0000000000e-01   2.9640684103e+00   5.0000000025e-01   
256     3.1482366670e-07   5.0000000000e-01   2.9647333401e+00   5.0000000026e-01   
257     3.1482690691e-07   5.0000000000e-01   2.9653813813e+00   5.0000000026e-01   
258     3.1483034490e-07   5.0000000000e-01   2.9660689809e+00   5.0000000027e-01   
259     3.1483420393e-07   5.0000000000e-01   2.9668407869e+00   5.0000000027e-01   
260     3.1483855084e-07   5.0000000000e-01   2.9677101684e+00   5.0000000028e-01   
261     3.1484317943e-07   5.0000000000e-01   2.9686358862e+00   5.0000000029e-01   
262     3.1484766381e-07   5.0000000000e-01   2.9695327629e+00   5.0000000030e-01   
263     3.1485167013e-07   5.0000000000e-01   2.9703340259e+00   5.0000000030e-01   
264     3.1485517750e-07   5.0000000000e-01   2.9710354995e+00   5.0000000031e-01   
265     3.1485839782e-07   5.0000000000e-01   2.9716795642e+00   5.0000000032e-01   
266     3.1486161763e-07   5.0000000000e-01   2.9723235256e+00   5.0000000032e-01   
267     3.1486510970e-07   5.0000000000e-01   2.9730219405e+00   5.0000000033e-01   
268     3.1486906625e-07   5.0000000000e-01   2.9738132509e+00   5.0000000034e-01   
269     3.1487348630e-07   5.0000000000e-01   2.9746972608e+00   5.0000000035e-01   
270     3.1487807979e-07   5.0000000000e-01   2.9756159587e+00   5.0000000036e-01   
271     3.1488240565e-07   5.0000000000e-01   2.9764811308e+00   5.0000000037e-01   
272     3.1488621009e-07   5.0000000000e-01   2.9772420182e+00   5.0000000037e-01   
273     3.1488955815e-07   5.0000000000e-01   2.9779116296e+00   5.0000000038e-01   
274     3.1489269867e-07   5.0000000000e-01   2.9785397347e+00   5.0000000039e-01   
275     3.1489592147e-07   5.0000000000e-01   2.9791842942e+00   5.0000000040e-01   
276     3.1489948531e-07   5.0000000000e-01   2.9798970624e+00   5.0000000040e-01   
277     3.1490354255e-07   5.0000000000e-01   2.9807085098e+00   5.0000000041e-01   
278     3.1490801407e-07   5.0000000000e-01   2.9816028150e+00   5.0000000043e-01   
279     3.1491253476e-07   5.0000000000e-01   2.9825069510e+00   5.0000000044e-01   
280     3.1491667932e-07   5.0000000000e-01   2.9833358645e+00   5.0000000045e-01   
281     3.1492028733e-07   5.0000000000e-01   2.9840574651e+00   5.0000000046e-01   
282     3.1492349737e-07   5.0000000000e-01   2.9846994747e+00   5.0000000047e-01   
283     3.1492658264e-07   5.0000000000e-01   2.9853165279e+00   5.0000000048e-01   
284     3.1492983071e-07   5.0000000000e-01   2.9859661413e+00   5.0000000048e-01   
285     3.1493348121e-07   5.0000000000e-01   2.9866962424e+00   5.0000000050e-01   
286     3.1493763627e-07   5.0000000000e-01   2.9875272545e+00   5.0000000051e-01   
287     3.1494213085e-07   5.0000000000e-01   2.9884261699e+00   5.0000000052e-01   
288     3.1494654185e-07   5.0000000000e-01   2.9893083696e+00   5.0000000054e-01   
289     3.1495095285e-07   5.0000000000e-01   2.9901905693e+00   5.0000000055e-01   
290     3.1495497214e-07   5.0000000000e-01   2.9909944280e+00   5.0000000056e-01   
291     3.1495847912e-07   5.0000000000e-01   2.9916958233e+00   5.0000000057e-01   
292     3.1496162697e-07   5.0000000000e-01   2.9923253932e+00   5.0000000059e-01   
293     3.1496468401e-07   5.0000000000e-01   2.9929368013e+00   5.0000000060e-01   
294     3.1496792574e-07   5.0000000000e-01   2.9935851487e+00   5.0000000061e-01   
295     3.1497157370e-07   5.0000000000e-01   2.9943147398e+00   5.0000000062e-01   
296     3.1497570256e-07   5.0000000000e-01   2.9951405124e+00   5.0000000064e-01   
297     3.1498012102e-07   5.0000000000e-01   2.9960242039e+00   5.0000000065e-01   
298     3.1498441195e-07   5.0000000000e-01   2.9968823908e+00   5.0000000067e-01   
299     3.1498823820e-07   5.0000000000e-01   2.9976476404e+00   5.0000000069e-01   
300     3.1499157137e-07   5.0000000000e-01   2.9983142748e+00   5.0000000070e-01   
301     3.1499461598e-07   5.0000000000e-01   2.9989231952e+00   5.0000000071e-01   
302     3.1499765110e-07   5.0000000000e-01   2.9995302210e+00   5.0000000073e-01   
303     3.1500094401e-07   5.0000000000e-01   3.0001888025e+00   5.0000000074e-01   
304     3.1500468799e-07   5.0000000000e-01   3.0009375979e+00   5.0000000076e-01   
305     3.1500889331e-07   5.0000000000e-01   3.0017786629e+00   5.0000000078e-01   
306     3.1501328483e-07   5.0000000000e-01   3.0026569652e+00   5.0000000080e-01   
307     3.1501742581e-07   5.0000000000e-01   3.0034851622e+00   5.0000000082e-01   
308     3.1502156680e-07   5.0000000000e-01   3.0043133591e+00   5.0000000084e-01   
309     3.1502540723e-07   5.0000000000e-01   3.0050814455e+00   5.0000000086e-01   
310     3.1502884357e-07   5.0000000000e-01   3.0057687131e+00   5.0000000087e-01   
311     3.1503198658e-07   5.0000000000e-01   3.0063973168e+00   5.0000000089e-01   
312     3.1503505130e-07   5.0000000000e-01   3.0070102603e+00   5.0000000091e-01   
313     3.1503826481e-07   5.0000000000e-01   3.0076529616e+00   5.0000000093e-01   
314     3.1504180414e-07   5.0000000000e-01   3.0083608281e+00   5.0000000095e-01   
315     3.1504571869e-07   5.0000000000e-01   3.0091437382e+00   5.0000000097e-01   
316     3.1504985170e-07   5.0000000000e-01   3.0099703393e+00   5.0000000099e-01   
317     3.1505388586e-07   5.0000000000e-01   3.0107771719e+00   5.0000000102e-01   
318     3.1505756283e-07   5.0000000000e-01   3.0115125663e+00   5.0000000104e-01   
319     3.1506085024e-07   5.0000000000e-01   3.0121700486e+00   5.0000000106e-01   
320     3.1506390233e-07   5.0000000000e-01   3.0127804669e+00   5.0000000108e-01   
321     3.1506694485e-07   5.0000000000e-01   3.0133889694e+00   5.0000000110e-01   
322     3.1507019615e-07   5.0000000000e-01   3.0140392292e+00   5.0000000112e-01   
323     3.1507380528e-07   5.0000000000e-01   3.0147610553e+00   5.0000000114e-01   
