Index       TIME              V(1)              V(2)              V(3)       
0        0.00000000e+00    0.00000000e+00    0.00000000e+00    2.50000000e+00
1        1.00000000e-01    5.00000000e-01    3.75000000e-01    2.50000000e+00
2        2.00000000e-01    1.00000000e+00    7.50000000e-01    2.50000000e+00
3        3.00000000e-01    1.50000000e+00    1.12500000e+00    2.50000000e+00
4        4.00000000e-01    2.00000000e+00    1.50000000e+00    2.50000000e+00
5        5.00000000e-01    2.50000000e+00    1.87500000e+00    2.50000000e+00
6        6.00000000e-01    3.00000000e+00    2.25000000e+00    2.50000000e+00
7        7.00000000e-01    3.50000000e+00    2.62500000e+00    2.50000000e+00
8        8.00000000e-01    4.00000000e+00    3.00000000e+00    2.50000000e+00
9        9.00000000e-01    4.50000000e+00    3.37500000e+00    2.50000000e+00
10       1.00000000e+00    5.00000000e+00    3.75000000e+00    2.50000000e+00
End of Xyce(TM) Simulation
