Index        TIME            V(OBJ)
122     2.11305960e-04   8.92991025e-01   
123     2.11469800e-04   8.91527542e-01   
124     2.11633640e-04   8.90066458e-01   
125     2.11797480e-04   8.88607768e-01   
126     2.11961320e-04   8.87151469e-01   
127     2.12125160e-04   8.85697557e-01   
128     2.12289000e-04   8.84246027e-01   
129     2.12452840e-04   8.82796876e-01   
130     2.12616680e-04   8.81350100e-01   
131     2.12780520e-04   8.79905696e-01   
132     2.12944360e-04   8.78463658e-01   
133     2.13108200e-04   8.77023984e-01   
134     2.13272040e-04   8.75586669e-01   
135     2.13435880e-04   8.74151709e-01   
136     2.13599720e-04   8.72719102e-01   
137     2.13763560e-04   8.71288842e-01   
138     2.13927400e-04   8.69860926e-01   
139     2.14091240e-04   8.68435350e-01   
140     2.14255080e-04   8.67012111e-01   
