Index       TIME              V(3)              V(2)              V(4)       
0        0.00000000e+00    0.00000000e+00    1.88784642e+00    2.76981592e-26
1        2.00000000e-09    1.25663706e-04    1.88791673e+00    7.03115856e-05
2        6.00000000e-09    3.76991118e-04    1.88805746e+00    2.11042842e-04
3        1.40000000e-08    8.79645942e-04    1.88833893e+00    4.92505128e-04
4        3.00000000e-08    1.88495558e-03    1.88890185e+00    1.05542754e-03
5        6.20000000e-08    3.89557479e-03    1.89002771e+00    2.18126375e-03
6        1.26000000e-07    7.91681266e-03    1.89227943e+00    4.43290151e-03
7        2.54000000e-07    1.59592839e-02    1.89678289e+00    8.93603709e-03
8        5.10000000e-07    3.20441902e-02    1.90578990e+00    1.79417380e-02
9        1.02200000e-06    6.42137125e-02    1.92380418e+00    3.59507746e-02
10       2.04600000e-06    1.28550431e-01    1.95983311e+00    7.19587157e-02
11       4.09400000e-06    2.57205239e-01    2.03188709e+00    1.43928709e-01
12       8.19000000e-06    5.14365795e-01    2.17593666e+00    2.87642461e-01
13       1.63820000e-05    1.02749482e+00    2.46346115e+00    5.73826308e-01
14       3.27660000e-05    2.04423613e+00    3.03351222e+00    1.13854768e+00
15       4.91500000e-05    3.03933297e+00    3.59183615e+00    1.68807386e+00
16       6.55340000e-05    4.00224919e+00    4.13249341e+00    2.21657804e+00
17       8.19180000e-05    4.92278939e+00    4.64974353e+00    2.71846802e+00
18       9.83020000e-05    5.79120684e+00    5.13809953e+00    3.18843899e+00
19       1.14686000e-04    6.59830670e+00    5.59238334e+00    3.62152704e+00
20       1.31070000e-04    7.33554334e+00    6.00777954e+00    4.01316056e+00
21       1.47454000e-04    7.99511088e+00    6.37988587e+00    4.35920821e+00
22       1.63838000e-04    8.57002576e+00    6.70475987e+00    4.65602265e+00
23       1.80222000e-04    9.05420078e+00    6.97896077e+00    4.90047930e+00
24       1.96606000e-04    9.44250944e+00    7.19958602e+00    5.09000954e+00
25       2.12990000e-04    9.73084033e+00    7.36430185e+00    5.22262767e+00
26       2.29374000e-04    9.91614058e+00    7.47136720e+00    5.29695124e+00
27       2.45758000e-04    9.99644823e+00    7.51965093e+00    5.31221433e+00
28       2.62142000e-04    9.97091296e+00    7.50864224e+00    5.26827428e+00
29       2.78526000e-04    9.83980515e+00    7.43845532e+00    5.16561229e+00
30       2.94910000e-04    9.60451298e+00    7.30982830e+00    5.00532859e+00
31       3.11294000e-04    9.26752773e+00    7.12411657e+00    4.78913198e+00
32       3.27678000e-04    8.83241742e+00    6.88327995e+00    4.51932314e+00
33       3.44062000e-04    8.30378901e+00    6.58986302e+00    4.19877148e+00
34       3.60446000e-04    7.68723966e+00    6.24696871e+00    3.83088517e+00
35       3.76830000e-04    6.98929742e+00    5.85822553e+00    3.41957520e+00
36       3.93214000e-04    6.21735214e+00    5.42774891e+00    2.96921372e+00
37       4.09598000e-04    5.37957721e+00    4.96009760e+00    2.48458766e+00
38       4.25982000e-04    4.48484304e+00    4.46022549e+00    1.97084818e+00
39       4.42366000e-04    3.54262313e+00    3.93342981e+00    1.43345673e+00
40       4.58750000e-04    2.56289373e+00    3.38529662e+00    8.78128813e-01
41       4.75134000e-04    1.55602829e+00    2.82164528e+00    3.10777051e-01
42       4.91518000e-04    5.32687533e-01    2.24847604e+00   -2.62542319e-01
43       5.24286000e-04   -1.52001944e+00    1.09835489e+00   -1.40229995e+00
44       5.46994086e-04   -2.91000614e+00    3.22804009e-01   -2.15922173e+00
45       5.51745741e-04   -3.19430159e+00    1.69686672e-01   -2.30817203e+00
46       5.56497397e-04   -3.47575001e+00    4.74228551e-02   -2.42616231e+00
47       5.61249053e-04   -3.75410054e+00    1.36888878e-02   -2.45548975e+00
48       5.65488633e-04   -3.99963681e+00    7.13008828e-03   -2.45809120e+00
49       5.69728214e-04   -4.24233515e+00    1.60316324e-03   -2.45965741e+00
50       5.73967795e-04   -4.48202337e+00   -3.84043207e-03   -2.46113784e+00
51       5.82446956e-04   -4.95169140e+00   -1.44650147e-02   -2.46382937e+00
52       5.99405279e-04   -5.84758068e+00   -3.45795729e-02   -2.46805553e+00
53       6.16363602e-04   -6.67714289e+00   -5.30322340e-02   -2.47059800e+00
54       6.33321925e-04   -7.43096859e+00   -6.96612767e-02   -2.47130637e+00
55       6.50280248e-04   -8.10050740e+00   -8.43246796e-02   -2.47005086e+00
56       6.67238570e-04   -8.67816497e+00   -9.69000555e-02   -2.46672210e+00
57       6.84196893e-04   -9.15738914e+00   -1.07284560e-01   -2.46123088e+00
58       7.01155216e-04   -9.53274424e+00   -1.15394740e-01   -2.45350790e+00
59       7.18113539e-04   -9.79997273e+00   -1.21166405e-01   -2.44350352e+00
60       7.35071862e-04   -9.95604355e+00   -1.24554489e-01   -2.43118747e+00
61       7.52030185e-04   -9.99918643e+00   -1.25532968e-01   -2.41654865e+00
62       7.68988507e-04   -9.92891202e+00   -1.24094781e-01   -2.39959494e+00
63       7.85946830e-04   -9.74601742e+00   -1.20251830e-01   -2.38035307e+00
64       8.02905153e-04   -9.45257713e+00   -1.14034991e-01   -2.35886851e+00
65       8.19863476e-04   -9.05191955e+00   -1.05494196e-01   -2.33520545e+00
66       8.36821799e-04   -8.54858920e+00   -9.46985200e-02   -2.30944672e+00
67       8.53780122e-04   -7.94829518e+00   -8.17363275e-02   -2.28169387e+00
68       8.70738445e-04   -7.25784642e+00   -6.67153923e-02   -2.25206712e+00
69       8.87696767e-04   -6.48507443e+00   -4.97630432e-02   -2.22070544e+00
70       9.04655090e-04   -5.63874449e+00   -3.10262390e-02   -2.18776645e+00
71       9.21613413e-04   -4.72845624e+00   -1.06716094e-02   -2.15342639e+00
72       9.38571736e-04   -3.76453476e+00    1.12469737e-02   -2.11774793e+00
73       9.45239319e-04   -3.37322751e+00    5.96576507e-02   -2.06410830e+00
74       9.47518721e-04   -3.23806129e+00    1.16001231e-01   -2.00602743e+00
75       9.49570184e-04   -3.11584303e+00    1.77296580e-01   -1.94321748e+00
76       9.51621646e-04   -2.99310709e+00    2.42346339e-01   -1.87667905e+00
77       9.55724571e-04   -2.74616385e+00    3.76955677e-01   -1.73925134e+00
78       9.63930420e-04   -2.24696785e+00    6.53521301e-01   -1.45770211e+00
79       9.80342119e-04   -1.23200297e+00    1.21982798e+00   -8.84094349e-01
80       1.01316552e-03    8.26270760e-01    2.37180718e+00    2.71703376e-01
81       1.04598892e-03    2.84952504e+00    3.50618633e+00    1.39568561e+00
82       1.07881231e-03    4.75200922e+00    4.57438960e+00    2.43997184e+00
83       1.10566209e-03    6.16188821e+00    5.36713095e+00    3.20392569e+00
84       1.12826279e-03    7.21453391e+00    5.95984671e+00    3.76671338e+00
85       1.14860343e-03    8.03828137e+00    6.42440196e+00    4.20048258e+00
86       1.16690999e-03    8.66788829e+00    6.78014113e+00    4.52587417e+00
87       1.18338591e-03    9.13679764e+00    7.04572066e+00    4.76238217e+00
88       1.19986182e-03    9.50787863e+00    7.25662141e+00    4.94290612e+00
89       1.21633773e-03    9.77715807e+00    7.41058680e+00    5.06554584e+00
90       1.23281364e-03    9.94175276e+00    7.50597011e+00    5.12902094e+00
91       1.24928955e-03    9.99990037e+00    7.54175130e+00    5.13268380e+00
92       1.26576547e-03    9.95097832e+00    7.51754586e+00    5.07652433e+00
93       1.28224138e-03    9.79551041e+00    7.43360884e+00    4.96117010e+00
94       1.29871729e-03    9.53516125e+00    7.29083196e+00    4.78787945e+00
95       1.31519320e-03    9.17271842e+00    7.09073610e+00    4.55853006e+00
96       1.33166911e-03    8.71206263e+00    6.83545584e+00    4.27559965e+00
97       1.34814503e-03    8.15812614e+00    6.52771832e+00    3.94214124e+00
98       1.36462094e-03    7.51683999e+00    6.17081374e+00    3.56175006e+00
99       1.38109685e-03    6.79507049e+00    5.76856081e+00    3.13852579e+00
100      1.39757276e-03    6.00054567e+00    5.32526497e+00    2.67702772e+00
101      1.41404867e-03    5.14177257e+00    4.84567288e+00    2.18222654e+00
102      1.43052459e-03    4.22794613e+00    4.33492117e+00    1.65945068e+00
103      1.44700050e-03    3.26885076e+00    3.79848295e+00    1.11433074e+00
104      1.46347641e-03    2.27475557e+00    3.24211051e+00    5.52740489e-01
105      1.47995232e-03    1.25630441e+00    2.67177907e+00   -1.92606994e-02
106      1.51290414e-03   -8.09903300e-01    1.51396732e+00   -1.16963018e+00
107      1.54585597e-03   -2.84151708e+00    3.78116700e-01   -2.28386247e+00
108      1.55457497e-03   -3.36224058e+00    1.02321875e-01   -2.55120594e+00
109      1.55577554e-03   -3.43318683e+00    7.21144181e-02   -2.58023643e+00
110      1.55817669e-03   -3.57448922e+00    3.25322078e-02   -2.61744775e+00
111      1.56057783e-03   -3.71497803e+00    1.73184266e-02   -2.63026781e+00
112      1.56297898e-03   -3.85462128e+00    1.13067100e-02   -2.63387832e+00
113      1.56778127e-03   -4.13124416e+00    4.85019016e-03   -2.63552761e+00
114      1.57258356e-03   -4.40410603e+00   -1.35713476e-03   -2.63692494e+00
115      1.58218814e-03   -4.93755676e+00   -1.34374483e-02   -2.63937822e+00
116      1.60139731e-03   -5.94865304e+00   -3.61411865e-02   -2.64280644e+00
117      1.62060647e-03   -6.87319913e+00   -5.66860838e-02   -2.64405873e+00
118      1.63981563e-03   -7.69774331e+00   -7.48431512e-02   -2.64292277e+00
119      1.65902480e-03   -8.41028884e+00   -9.04142140e-02   -2.63921847e+00
120      1.67823396e-03   -9.00046850e+00   -1.03234964e-01   -2.63280079e+00
121      1.69744313e-03   -9.45969545e+00   -1.13171573e-01   -2.62355613e+00
122      1.71665229e-03   -9.78128814e+00   -1.20123563e-01   -2.61140492e+00
123      1.73586145e-03   -9.96056755e+00   -1.24020445e-01   -2.59629808e+00
124      1.75314970e-03   -9.99804181e+00   -1.24883868e-01   -2.58016076e+00
125      1.77043795e-03   -9.91766066e+00   -1.23234776e-01   -2.56162480e+00
126      1.78772619e-03   -9.72037162e+00   -1.19088086e-01   -2.54072078e+00
127      1.80501444e-03   -9.40850029e+00   -1.12477678e-01   -2.51749796e+00
128      1.82230269e-03   -8.98572298e+00   -1.03459568e-01   -2.49202736e+00
129      1.83959094e-03   -8.45702331e+00   -9.21089215e-02   -2.46439861e+00
130      1.85687918e-03   -7.82863353e+00   -7.85233157e-02   -2.43472311e+00
131      1.87416743e-03   -7.10796099e+00   -6.28197574e-02   -2.40313087e+00
132      1.89145568e-03   -6.30350088e+00   -4.51379730e-02   -2.36977371e+00
133      1.90874392e-03   -5.42473604e+00   -2.56373241e-02   -2.33482203e+00
134      1.92603217e-03   -4.48202524e+00   -4.50001273e-03   -2.29846788e+00
135      1.94332042e-03   -3.48648099e+00    3.66246985e-02   -2.24242976e+00
136      1.94476147e-03   -3.40147674e+00    5.94100261e-02   -2.21842982e+00
137      1.94620252e-03   -3.31619363e+00    9.27835986e-02   -2.18385110e+00
138      1.94908462e-03   -3.14481883e+00    1.76506736e-01   -2.09778372e+00
139      1.95484881e-03   -2.79903205e+00    3.62952628e-01   -1.90695255e+00
140      1.96061301e-03   -2.44957414e+00    5.56108842e-01   -1.70983588e+00
141      1.97214140e-03   -1.74148256e+00    9.50450930e-01   -1.30888266e+00
142      1.98366979e-03   -1.02425771e+00    1.35111062e+00   -9.03378022e-01
143      2.00000000e-03   -4.89853384e-15    1.92412656e+00   -3.26546553e-01
End of Xyce(TM) Simulation
