Index       TIME              VR(1)            {VR(1)}            VI(1)            {VI(1)}            VM(1)            {VM(1)}            VP(1)            {VP(1)}           VDB(1)           {VDB(1)}           IR(V1)           {IR(V1)}           II(V1)           {II(V1)}           IM(V1)           {IM(V1)}           IP(V1)           {IP(V1)}           IDB(V1)          {IDB(V1)}    
157      7.67000000e-08    4.72950086e-01    4.72950086e-01    0.00000000e+00    0.00000000e+00    4.72950086e-01    4.72950086e-01    0.00000000e+00    0.00000000e+00   -6.50369382e+00   -6.50369382e+00   -4.73049336e-04   -4.73049336e-04    0.00000000e+00    0.00000000e+00    4.73049336e-04    4.73049336e-04    3.14159265e+00    3.14159265e+00   -6.65018713e+01   -6.65018713e+01
158      1.02300000e-07    4.75485099e-01    4.75485099e-01    0.00000000e+00    0.00000000e+00    4.75485099e-01    4.75485099e-01    0.00000000e+00    0.00000000e+00   -6.45726176e+00   -6.45726176e+00   -4.75584123e-04   -4.75584123e-04    0.00000000e+00    0.00000000e+00    4.75584123e-04    4.75584123e-04    3.14159265e+00    3.14159265e+00   -6.64554530e+01   -6.64554530e+01
159      1.27900000e-07    4.78014528e-01    4.78014528e-01    0.00000000e+00    0.00000000e+00    4.78014528e-01    4.78014528e-01    0.00000000e+00    0.00000000e+00   -6.41117809e+00   -6.41117809e+00   -4.78113333e-04   -4.78113333e-04    0.00000000e+00    0.00000000e+00    4.78113333e-04    4.78113333e-04    3.14159265e+00    3.14159265e+00   -6.64093829e+01   -6.64093829e+01
160      1.53500000e-07    4.80538568e-01    4.80538568e-01    0.00000000e+00    0.00000000e+00    4.80538568e-01    4.80538568e-01    0.00000000e+00    0.00000000e+00   -6.36543500e+00   -6.36543500e+00   -4.80637164e-04   -4.80637164e-04    0.00000000e+00    0.00000000e+00    4.80637164e-04    4.80637164e-04    3.14159265e+00    3.14159265e+00   -6.63636530e+01   -6.63636530e+01
161      2.04700000e-07    4.85566529e-01    4.85566529e-01    0.00000000e+00    0.00000000e+00    4.85566529e-01    4.85566529e-01    0.00000000e+00    0.00000000e+00   -6.27502516e+00   -6.27502516e+00   -4.85664731e-04   -4.85664731e-04    0.00000000e+00    0.00000000e+00    4.85664731e-04    4.85664731e-04    3.14159265e+00    3.14159265e+00   -6.62732687e+01   -6.62732687e+01
162      2.50780000e-07    4.90076493e-01    4.90076493e-01    0.00000000e+00    0.00000000e+00    4.90076493e-01    4.90076493e-01    0.00000000e+00    0.00000000e+00   -6.19472257e+00   -6.19472257e+00   -4.90174366e-04   -4.90174366e-04    0.00000000e+00    0.00000000e+00    4.90174366e-04    4.90174366e-04    3.14159265e+00    3.14159265e+00   -6.61929881e+01   -6.61929881e+01
163      2.96860000e-07    4.94572249e-01    4.94572249e-01    0.00000000e+00    0.00000000e+00    4.94572249e-01    4.94572249e-01    0.00000000e+00    0.00000000e+00   -6.11540512e+00   -6.11540512e+00   -4.94669813e-04   -4.94669813e-04    0.00000000e+00    0.00000000e+00    4.94669813e-04    4.94669813e-04    3.14159265e+00    3.14159265e+00   -6.61136918e+01   -6.61136918e+01
164      3.42940000e-07    4.99054754e-01    4.99054754e-01    0.00000000e+00    0.00000000e+00    4.99054754e-01    4.99054754e-01    0.00000000e+00    0.00000000e+00   -6.03703606e+00   -6.03703606e+00   -4.99152030e-04   -4.99152030e-04    0.00000000e+00    0.00000000e+00    4.99152030e-04    4.99152030e-04    3.14159265e+00    3.14159265e+00   -6.60353432e+01   -6.60353432e+01
165      3.89020000e-07    5.03524918e-01    5.03524918e-01    0.00000000e+00    0.00000000e+00    5.03524918e-01    5.03524918e-01    0.00000000e+00    0.00000000e+00   -5.95958066e+00   -5.95958066e+00   -5.03621926e-04   -5.03621926e-04    0.00000000e+00    0.00000000e+00    5.03621926e-04    5.03621926e-04    3.14159265e+00    3.14159265e+00   -6.59579074e+01   -6.59579074e+01
166      4.35100000e-07    5.07983606e-01    5.07983606e-01    0.00000000e+00    0.00000000e+00    5.07983606e-01    5.07983606e-01    0.00000000e+00    0.00000000e+00   -5.88300607e+00   -5.88300607e+00   -5.08080366e-04   -5.08080366e-04    0.00000000e+00    0.00000000e+00    5.08080366e-04    5.08080366e-04    3.14159265e+00    3.14159265e+00   -6.58813518e+01   -6.58813518e+01
167      4.81180000e-07    5.12431640e-01    5.12431640e-01    0.00000000e+00    0.00000000e+00    5.12431640e-01    5.12431640e-01    0.00000000e+00    0.00000000e+00   -5.80728125e+00   -5.80728125e+00   -5.12528169e-04   -5.12528169e-04    0.00000000e+00    0.00000000e+00    5.12528169e-04    5.12528169e-04    3.14159265e+00    3.14159265e+00   -6.58056452e+01   -6.58056452e+01
168      5.27260000e-07    5.16869798e-01    5.16869798e-01    0.00000000e+00    0.00000000e+00    5.16869798e-01    5.16869798e-01    0.00000000e+00    0.00000000e+00   -5.73237689e+00   -5.73237689e+00   -5.16966112e-04   -5.16966112e-04    0.00000000e+00    0.00000000e+00    5.16966112e-04    5.16966112e-04    3.14159265e+00    3.14159265e+00   -6.57307585e+01   -6.57307585e+01
169      5.73340000e-07    5.21298814e-01    5.21298814e-01    0.00000000e+00    0.00000000e+00    5.21298814e-01    5.21298814e-01    0.00000000e+00    0.00000000e+00   -5.65826526e+00   -5.65826526e+00   -5.21394930e-04   -5.21394930e-04    0.00000000e+00    0.00000000e+00    5.21394930e-04    5.21394930e-04    3.14159265e+00    3.14159265e+00   -6.56566639e+01   -6.56566639e+01
170      6.19420000e-07    5.25719385e-01    5.25719385e-01    0.00000000e+00    0.00000000e+00    5.25719385e-01    5.25719385e-01    0.00000000e+00    0.00000000e+00   -5.58492017e+00   -5.58492017e+00   -5.25815318e-04   -5.25815318e-04    0.00000000e+00    0.00000000e+00    5.25815318e-04    5.25815318e-04    3.14159265e+00    3.14159265e+00   -6.55833353e+01   -6.55833353e+01
171      6.65500000e-07    5.30132166e-01    5.30132166e-01    0.00000000e+00    0.00000000e+00    5.30132166e-01    5.30132166e-01    0.00000000e+00    0.00000000e+00   -5.51231687e+00   -5.51231687e+00   -5.30227930e-04   -5.30227930e-04    0.00000000e+00    0.00000000e+00    5.30227930e-04    5.30227930e-04    3.14159265e+00    3.14159265e+00   -6.55107480e+01   -6.55107480e+01
172      7.11580000e-07    5.34537775e-01    5.34537775e-01    0.00000000e+00    0.00000000e+00    5.34537775e-01    5.34537775e-01    0.00000000e+00    0.00000000e+00   -5.44043197e+00   -5.44043197e+00   -5.34633383e-04   -5.34633383e-04    0.00000000e+00    0.00000000e+00    5.34633383e-04    5.34633383e-04    3.14159265e+00    3.14159265e+00   -6.54388785e+01   -6.54388785e+01
173      7.57660000e-07    5.38936792e-01    5.38936792e-01    0.00000000e+00    0.00000000e+00    5.38936792e-01    5.38936792e-01    0.00000000e+00    0.00000000e+00   -5.36924334e+00   -5.36924334e+00   -5.39032257e-04   -5.39032257e-04    0.00000000e+00    0.00000000e+00    5.39032257e-04    5.39032257e-04    3.14159265e+00    3.14159265e+00   -6.53677049e+01   -6.53677049e+01
174      8.03740000e-07    5.43329765e-01    5.43329765e-01    0.00000000e+00    0.00000000e+00    5.43329765e-01    5.43329765e-01    0.00000000e+00    0.00000000e+00   -5.29873006e+00   -5.29873006e+00   -5.43425098e-04   -5.43425098e-04    0.00000000e+00    0.00000000e+00    5.43425098e-04    5.43425098e-04    3.14159265e+00    3.14159265e+00   -6.52972061e+01   -6.52972061e+01
175      8.49820000e-07    5.47717206e-01    5.47717206e-01    0.00000000e+00    0.00000000e+00    5.47717206e-01    5.47717206e-01    0.00000000e+00    0.00000000e+00   -5.22887232e+00   -5.22887232e+00   -5.47812420e-04   -5.47812420e-04    0.00000000e+00    0.00000000e+00    5.47812420e-04    5.47812420e-04    3.14159265e+00    3.14159265e+00   -6.52273625e+01   -6.52273625e+01
176      9.41980000e-07    5.56472131e-01    5.56472131e-01    0.00000000e+00    0.00000000e+00    5.56472131e-01    5.56472131e-01    0.00000000e+00    0.00000000e+00   -5.09113162e+00   -5.09113162e+00   -5.56567128e-04   -5.56567128e-04    0.00000000e+00    0.00000000e+00    5.56567128e-04    5.56567128e-04    3.14159265e+00    3.14159265e+00   -6.50896490e+01   -6.50896490e+01
177      1.02492400e-06    5.64339085e-01    5.64339085e-01    0.00000000e+00    0.00000000e+00    5.64339085e-01    5.64339085e-01    0.00000000e+00    0.00000000e+00   -4.96919741e+00   -4.96919741e+00   -5.64433931e-04   -5.64433931e-04    0.00000000e+00    0.00000000e+00    5.64433931e-04    5.64433931e-04    3.14159265e+00    3.14159265e+00   -6.49677377e+01   -6.49677377e+01
178      1.10786800e-06    5.72195425e-01    5.72195425e-01    0.00000000e+00    0.00000000e+00    5.72195425e-01    5.72195425e-01    0.00000000e+00    0.00000000e+00   -4.84911237e+00   -4.84911237e+00   -5.72290144e-04   -5.72290144e-04    0.00000000e+00    0.00000000e+00    5.72290144e-04    5.72290144e-04    3.14159265e+00    3.14159265e+00   -6.48476747e+01   -6.48476747e+01
179      1.19081200e-06    5.80043029e-01    5.80043029e-01    0.00000000e+00    0.00000000e+00    5.80043029e-01    5.80043029e-01    0.00000000e+00    0.00000000e+00   -4.73079576e+00   -4.73079576e+00   -5.80137643e-04   -5.80137643e-04    0.00000000e+00    0.00000000e+00    5.80137643e-04    5.80137643e-04    3.14159265e+00    3.14159265e+00   -6.47293791e+01   -6.47293791e+01
180      1.27375600e-06    5.87883556e-01    5.87883556e-01    0.00000000e+00    0.00000000e+00    5.87883556e-01    5.87883556e-01    0.00000000e+00    0.00000000e+00   -4.61417375e+00   -4.61417375e+00   -5.87978084e-04   -5.87978084e-04    0.00000000e+00    0.00000000e+00    5.87978084e-04    5.87978084e-04    3.14159265e+00    3.14159265e+00   -6.46127772e+01   -6.46127772e+01
181      1.35670000e-06    5.95718472e-01    5.95718472e-01    0.00000000e+00    0.00000000e+00    5.95718472e-01    5.95718472e-01    0.00000000e+00    0.00000000e+00   -4.49917866e+00   -4.49917866e+00   -5.95812932e-04   -5.95812932e-04    0.00000000e+00    0.00000000e+00    5.95812932e-04    5.95812932e-04    3.14159265e+00    3.14159265e+00   -6.44978015e+01   -6.44978015e+01
182      1.52258800e-06    6.11369367e-01    6.11369367e-01    0.00000000e+00    0.00000000e+00    6.11369367e-01    6.11369367e-01    0.00000000e+00    0.00000000e+00   -4.27392651e+00   -4.27392651e+00   -6.11463713e-04   -6.11463713e-04    0.00000000e+00    0.00000000e+00    6.11463713e-04    6.11463713e-04    3.14159265e+00    3.14159265e+00   -6.42725862e+01   -6.42725862e+01
183      1.67188720e-06    6.25450843e-01    6.25450843e-01    0.00000000e+00    0.00000000e+00    6.25450843e-01    6.25450843e-01    0.00000000e+00    0.00000000e+00   -4.07613636e+00   -4.07613636e+00   -6.25545160e-04   -6.25545160e-04    0.00000000e+00    0.00000000e+00    6.25545160e-04    6.25545160e-04    3.14159265e+00    3.14159265e+00   -6.40748266e+01   -6.40748266e+01
184      1.97048560e-06    6.53602706e-01    6.53602706e-01    0.00000000e+00    0.00000000e+00    6.53602706e-01    6.53602706e-01    0.00000000e+00    0.00000000e+00   -3.69372317e+00   -3.69372317e+00   -6.53696986e-04   -6.53696986e-04    0.00000000e+00    0.00000000e+00    6.53696986e-04    6.53696986e-04    3.14159265e+00    3.14159265e+00   -6.36924704e+01   -6.36924704e+01
185      2.26908400e-06    6.81781053e-01    6.81781053e-01    0.00000000e+00    0.00000000e+00    6.81781053e-01    6.81781053e-01    0.00000000e+00    0.00000000e+00   -3.32710144e+00   -3.32710144e+00   -6.81875422e-04   -6.81875422e-04    0.00000000e+00    0.00000000e+00    6.81875422e-04    6.81875422e-04    3.14159265e+00    3.14159265e+00   -6.33258993e+01   -6.33258993e+01
186      2.53782256e-06    7.07174482e-01    7.07174482e-01    0.00000000e+00    0.00000000e+00    7.07174482e-01    7.07174482e-01    0.00000000e+00    0.00000000e+00   -3.00946838e+00   -3.00946838e+00   -7.07268973e-04   -7.07268973e-04    0.00000000e+00    0.00000000e+00    7.07268973e-04    7.07268973e-04    3.14159265e+00    3.14159265e+00   -6.30083079e+01   -6.30083079e+01
187      2.77968726e-06    7.30058662e-01    7.30058662e-01    0.00000000e+00    0.00000000e+00    7.30058662e-01    7.30058662e-01    0.00000000e+00    0.00000000e+00   -2.73284483e+00   -2.73284483e+00   -7.30153278e-04   -7.30153278e-04    0.00000000e+00    0.00000000e+00    7.30153278e-04    7.30153278e-04    3.14159265e+00    3.14159265e+00   -6.27317192e+01   -6.27317192e+01
188      2.99736550e-06    7.50680186e-01    7.50680186e-01    0.00000000e+00    0.00000000e+00    7.50680186e-01    7.50680186e-01    0.00000000e+00    0.00000000e+00   -2.49090094e+00   -2.49090094e+00   -7.50774920e-04   -7.50774920e-04    0.00000000e+00    0.00000000e+00    7.50774920e-04    7.50774920e-04    3.14159265e+00    3.14159265e+00   -6.24898049e+01   -6.24898049e+01
189      3.21504373e-06    7.71326367e-01    7.71326367e-01    0.00000000e+00    0.00000000e+00    7.71326367e-01    7.71326367e-01    0.00000000e+00    0.00000000e+00   -2.25523645e+00   -2.25523645e+00   -7.71421214e-04   -7.71421214e-04    0.00000000e+00    0.00000000e+00    7.71421214e-04    7.71421214e-04    3.14159265e+00    3.14159265e+00   -6.22541684e+01   -6.22541684e+01
190      3.43272196e-06    7.91997537e-01    7.91997537e-01    0.00000000e+00    0.00000000e+00    7.91997537e-01    7.91997537e-01    0.00000000e+00    0.00000000e+00   -2.02552338e+00   -2.02552338e+00   -7.92092499e-04   -7.92092499e-04    0.00000000e+00    0.00000000e+00    7.92092499e-04    7.92092499e-04    3.14159265e+00    3.14159265e+00   -6.20244820e+01   -6.20244820e+01
191      3.65040020e-06    8.12693638e-01    8.12693638e-01    0.00000000e+00    0.00000000e+00    8.12693638e-01    8.12693638e-01    0.00000000e+00    0.00000000e+00   -1.80146280e+00   -1.80146280e+00   -8.12788714e-04   -8.12788714e-04    0.00000000e+00    0.00000000e+00    8.12788714e-04    8.12788714e-04    3.14159265e+00    3.14159265e+00   -6.18004467e+01   -6.18004467e+01
192      3.86807843e-06    8.33414344e-01    8.33414344e-01    0.00000000e+00    0.00000000e+00    8.33414344e-01    8.33414344e-01    0.00000000e+00    0.00000000e+00   -1.58278058e+00   -1.58278058e+00   -8.33509533e-04   -8.33509533e-04    0.00000000e+00    0.00000000e+00    8.33509533e-04    8.33509533e-04    3.14159265e+00    3.14159265e+00   -6.15817886e+01   -6.15817886e+01
193      4.08575667e-06    8.54159146e-01    8.54159146e-01    0.00000000e+00    0.00000000e+00    8.54159146e-01    8.54159146e-01    0.00000000e+00    0.00000000e+00   -1.36922409e+00   -1.36922409e+00   -8.54254446e-04   -8.54254446e-04    0.00000000e+00    0.00000000e+00    8.54254446e-04    8.54254446e-04    3.14159265e+00    3.14159265e+00   -6.13682550e+01   -6.13682550e+01
194      4.30343490e-06    8.74927416e-01    8.74927416e-01    0.00000000e+00    0.00000000e+00    8.74927416e-01    8.74927416e-01    0.00000000e+00    0.00000000e+00   -1.16055950e+00   -1.16055950e+00   -8.75022824e-04   -8.75022824e-04    0.00000000e+00    0.00000000e+00    8.75022824e-04    8.75022824e-04    3.14159265e+00    3.14159265e+00   -6.11596124e+01   -6.11596124e+01
195      4.52111313e-06    8.95718450e-01    8.95718450e-01    0.00000000e+00    0.00000000e+00    8.95718450e-01    8.95718450e-01    0.00000000e+00    0.00000000e+00   -9.56569599e-01   -9.56569599e-01   -8.95813963e-04   -8.95813963e-04    0.00000000e+00    0.00000000e+00    8.95813963e-04    8.95813963e-04    3.14159265e+00    3.14159265e+00   -6.09556435e+01   -6.09556435e+01
196      4.73879137e-06    9.16531507e-01    9.16531507e-01    0.00000000e+00    0.00000000e+00    9.16531507e-01    9.16531507e-01    0.00000000e+00    0.00000000e+00   -7.57052020e-01   -7.57052020e-01   -9.16627121e-04   -9.16627121e-04    0.00000000e+00    0.00000000e+00    9.16627121e-04    9.16627121e-04    3.14159265e+00    3.14159265e+00   -6.07561459e+01   -6.07561459e+01
197      4.95646960e-06    9.37365824e-01    9.37365824e-01    0.00000000e+00    0.00000000e+00    9.37365824e-01    9.37365824e-01    0.00000000e+00    0.00000000e+00   -5.61817690e-01   -5.61817690e-01   -9.37461536e-04   -9.37461536e-04    0.00000000e+00    0.00000000e+00    9.37461536e-04    9.37461536e-04    3.14159265e+00    3.14159265e+00   -6.05609308e+01   -6.05609308e+01
198      5.17414783e-06    9.58220641e-01    9.58220641e-01    0.00000000e+00    0.00000000e+00    9.58220641e-01    9.58220641e-01    0.00000000e+00    0.00000000e+00   -3.70689567e-01   -3.70689567e-01   -9.58316446e-04   -9.58316446e-04    0.00000000e+00    0.00000000e+00    9.58316446e-04    9.58316446e-04    3.14159265e+00    3.14159265e+00   -6.03698212e+01   -6.03698212e+01
199      5.39182607e-06    9.79095204e-01    9.79095204e-01    0.00000000e+00    0.00000000e+00    9.79095204e-01    9.79095204e-01    0.00000000e+00    0.00000000e+00   -1.83501537e-01   -1.83501537e-01   -9.79191100e-04   -9.79191100e-04    0.00000000e+00    0.00000000e+00    9.79191100e-04    9.79191100e-04    3.14159265e+00    3.14159265e+00   -6.01826508e+01   -6.01826508e+01
200      5.60950430e-06    9.99988779e-01    9.99988779e-01    0.00000000e+00    0.00000000e+00    9.99988779e-01    9.99988779e-01    0.00000000e+00    0.00000000e+00   -9.74629677e-05   -9.74629677e-05   -1.00008476e-03   -1.00008476e-03    0.00000000e+00    0.00000000e+00    1.00008476e-03    1.00008476e-03    3.14159265e+00    3.14159265e+00   -5.99992638e+01   -5.99992638e+01
201      5.82718253e-06    1.02090066e+00    1.02090066e+00    0.00000000e+00    0.00000000e+00    1.02090066e+00    1.02090066e+00    0.00000000e+00    0.00000000e+00    1.79669654e-01    1.79669654e-01   -1.02099672e-03   -1.02099672e-03    0.00000000e+00    0.00000000e+00    1.02099672e-03    1.02099672e-03    3.14159265e+00    3.14159265e+00   -5.98195130e+01   -5.98195130e+01
202      6.04486077e-06    1.04183015e+00    1.04183015e+00    0.00000000e+00    0.00000000e+00    1.04183015e+00    1.04183015e+00    0.00000000e+00    0.00000000e+00    3.55938408e-01    3.55938408e-01   -1.04192630e-03   -1.04192630e-03    0.00000000e+00    0.00000000e+00    1.04192630e-03    1.04192630e-03    3.14159265e+00    3.14159265e+00   -5.96432600e+01   -5.96432600e+01
203      6.26253900e-06    1.06277660e+00    1.06277660e+00    0.00000000e+00    0.00000000e+00    1.06277660e+00    1.06277660e+00    0.00000000e+00    0.00000000e+00    5.28839641e-01    5.28839641e-01   -1.06287282e-03   -1.06287282e-03    0.00000000e+00    0.00000000e+00    1.06287282e-03    1.06287282e-03    3.14159265e+00    3.14159265e+00   -5.94703740e+01   -5.94703740e+01
204      6.48021724e-06    1.08373937e+00    1.08373937e+00    0.00000000e+00    0.00000000e+00    1.08373937e+00    1.08373937e+00    0.00000000e+00    0.00000000e+00    6.98497033e-01    6.98497033e-01   -1.08383567e-03   -1.08383567e-03    0.00000000e+00    0.00000000e+00    1.08383567e-03    1.08383567e-03    3.14159265e+00    3.14159265e+00   -5.93007312e+01   -5.93007312e+01
205      6.69789547e-06    1.10471787e+00    1.10471787e+00    0.00000000e+00    0.00000000e+00    1.10471787e+00    1.10471787e+00    0.00000000e+00    0.00000000e+00    8.65027621e-01    8.65027621e-01   -1.10481425e-03   -1.10481425e-03    0.00000000e+00    0.00000000e+00    1.10481425e-03    1.10481425e-03    3.14159265e+00    3.14159265e+00   -5.91342147e+01   -5.91342147e+01
206      6.91557370e-06    1.12571153e+00    1.12571153e+00    0.00000000e+00    0.00000000e+00    1.12571153e+00    1.12571153e+00    0.00000000e+00    0.00000000e+00    1.02854228e+00    1.02854228e+00   -1.12580797e-03   -1.12580797e-03    0.00000000e+00    0.00000000e+00    1.12580797e-03    1.12580797e-03    3.14159265e+00    3.14159265e+00   -5.89707136e+01   -5.89707136e+01
207      7.13325194e-06    1.14671979e+00    1.14671979e+00    0.00000000e+00    0.00000000e+00    1.14671979e+00    1.14671979e+00    0.00000000e+00    0.00000000e+00    1.18914614e+00    1.18914614e+00   -1.14681630e-03   -1.14681630e-03    0.00000000e+00    0.00000000e+00    1.14681630e-03    1.14681630e-03    3.14159265e+00    3.14159265e+00   -5.88101229e+01   -5.88101229e+01
208      7.35093017e-06    1.16774213e+00    1.16774213e+00    0.00000000e+00    0.00000000e+00    1.16774213e+00    1.16774213e+00    0.00000000e+00    0.00000000e+00    1.34693900e+00    1.34693900e+00   -1.16783871e-03   -1.16783871e-03    0.00000000e+00    0.00000000e+00    1.16783871e-03    1.16783871e-03    3.14159265e+00    3.14159265e+00   -5.86523427e+01   -5.86523427e+01
209      7.56860840e-06    1.18877807e+00    1.18877807e+00    0.00000000e+00    0.00000000e+00    1.18877807e+00    1.18877807e+00    0.00000000e+00    0.00000000e+00    1.50201568e+00    1.50201568e+00   -1.18887470e-03   -1.18887470e-03    0.00000000e+00    0.00000000e+00    1.18887470e-03    1.18887470e-03    3.14159265e+00    3.14159265e+00   -5.84972783e+01   -5.84972783e+01
210      7.78628664e-06    1.20982712e+00    1.20982712e+00    0.00000000e+00    0.00000000e+00    1.20982712e+00    1.20982712e+00    0.00000000e+00    0.00000000e+00    1.65446630e+00    1.65446630e+00   -1.20992382e-03   -1.20992382e-03    0.00000000e+00    0.00000000e+00    1.20992382e-03    1.20992382e-03    3.14159265e+00    3.14159265e+00   -5.83448395e+01   -5.83448395e+01
211      8.00396487e-06    1.23088884e+00    1.23088884e+00    0.00000000e+00    0.00000000e+00    1.23088884e+00    1.23088884e+00    0.00000000e+00    0.00000000e+00    1.80437667e+00    1.80437667e+00   -1.23098559e-03   -1.23098559e-03    0.00000000e+00    0.00000000e+00    1.23098559e-03    1.23098559e-03    3.14159265e+00    3.14159265e+00   -5.81949406e+01   -5.81949406e+01
212      8.22164310e-06    1.25196280e+00    1.25196280e+00    0.00000000e+00    0.00000000e+00    1.25196280e+00    1.25196280e+00    0.00000000e+00    0.00000000e+00    1.95182849e+00    1.95182849e+00   -1.25205961e-03   -1.25205961e-03    0.00000000e+00    0.00000000e+00    1.25205961e-03    1.25205961e-03    3.14159265e+00    3.14159265e+00   -5.80474999e+01   -5.80474999e+01
213      8.43932134e-06    1.27304859e+00    1.27304859e+00    0.00000000e+00    0.00000000e+00    1.27304859e+00    1.27304859e+00    0.00000000e+00    0.00000000e+00    2.09689962e+00    2.09689962e+00   -1.27314546e-03   -1.27314546e-03    0.00000000e+00    0.00000000e+00    1.27314546e-03    1.27314546e-03    3.14159265e+00    3.14159265e+00   -5.79024395e+01   -5.79024395e+01
214      8.65699957e-06    1.29414583e+00    1.29414583e+00    0.00000000e+00    0.00000000e+00    1.29414583e+00    1.29414583e+00    0.00000000e+00    0.00000000e+00    2.23966436e+00    2.23966436e+00   -1.29424275e-03   -1.29424275e-03    0.00000000e+00    0.00000000e+00    1.29424275e-03    1.29424275e-03    3.14159265e+00    3.14159265e+00   -5.77596852e+01   -5.77596852e+01
215      8.87467780e-06    1.31525415e+00    1.31525415e+00    0.00000000e+00    0.00000000e+00    1.31525415e+00    1.31525415e+00    0.00000000e+00    0.00000000e+00    2.38019359e+00    2.38019359e+00   -1.31535112e-03   -1.31535112e-03    0.00000000e+00    0.00000000e+00    1.31535112e-03    1.31535112e-03    3.14159265e+00    3.14159265e+00   -5.76191660e+01   -5.76191660e+01
