Index       FREQ              VR(1)            {VR(1)}            VI(1)            {VI(1)}            VM(1)            {VM(1)}            VP(1)            {VP(1)}           VDB(1)           {VDB(1)}           IR(V1)           {IR(V1)}           II(V1)           {II(V1)}           IM(V1)           {IM(V1)}           IP(V1)           {IP(V1)}           IDB(V1)          {IDB(V1)}    
67       1.70000000e+05   -2.31085279e-03   -2.31085279e-03    1.57172667e-03    1.57172667e-03    2.79470309e-03    2.79470309e-03    2.54431339e+00    2.54431339e+00   -5.10732865e+01   -5.10732865e+01    2.31253162e-06    2.31253162e-06   -1.56925836e-06   -1.56925836e-06    2.79470468e-06    2.79470468e-06   -5.96211125e-01   -5.96211125e-01   -1.11073282e+02   -1.11073282e+02
68       1.80000000e+05   -7.12562941e-05   -7.12562941e-05    7.30279309e-05    7.30279309e-05    1.02032045e-04    1.02032045e-04    2.34391631e+00    2.34391631e+00   -7.98252682e+01   -7.98252682e+01    7.13388867e-08    7.13388867e-08   -7.29473419e-08   -7.29473419e-08    1.02032110e-07    1.02032110e-07   -7.96545371e-01   -7.96545371e-01   -1.39825263e+02   -1.39825263e+02
69       1.90000000e+05   -3.13525840e-04   -3.13525840e-04    8.08321532e-04    8.08321532e-04    8.66996051e-04    8.66996051e-04    1.94080460e+00    1.94080460e+00   -6.12396576e+01   -6.12396576e+01    3.14490818e-07    3.14490818e-07   -8.07947244e-07   -8.07947244e-07    8.66996669e-07    8.66996669e-07   -1.19959425e+00   -1.19959425e+00   -1.21239651e+02   -1.21239651e+02
70       2.00000000e+05   -1.84558733e-05   -1.84558733e-05   -6.41845233e-06   -6.41845233e-06    1.95401072e-05    1.95401072e-05   -2.80690328e+00   -2.80690328e+00   -9.41814611e+01   -9.41814611e+01    1.84478077e-08    1.84478077e-08    6.44164467e-09    6.44164467e-09    1.95401227e-08    1.95401227e-08    3.35946014e-01    3.35946014e-01   -1.54181454e+02   -1.54181454e+02
71       2.10000000e+05   -2.22765471e-04   -2.22765471e-04   -6.61917229e-04   -6.61917229e-04    6.98397361e-04    6.98397361e-04   -1.89543532e+00   -1.89543532e+00   -6.31179482e+01   -6.31179482e+01    2.21892092e-07    2.21892092e-07    6.62211162e-07    6.62211162e-07    6.98397969e-07    6.98397969e-07    1.24747680e+00    1.24747680e+00   -1.23117941e+02   -1.23117941e+02
72       2.20000000e+05   -7.51773694e-05   -7.51773694e-05   -9.55036965e-05   -9.55036965e-05    1.21542556e-04    1.21542556e-04   -2.23766321e+00   -2.23766321e+00   -7.83054327e+01   -7.83054327e+01    7.50453545e-08    7.50453545e-08    9.56076143e-08    9.56076143e-08    1.21542672e-07    1.21542672e-07    9.05311743e-01    9.05311743e-01   -1.38305424e+02   -1.38305424e+02
73       2.30000000e+05   -1.23419784e-03   -1.23419784e-03   -9.29986454e-04   -9.29986454e-04    1.54535404e-03    1.54535404e-03   -2.49584580e+00   -2.49584580e+00   -5.62194402e+01   -5.62194402e+01    1.23285388e-06    1.23285388e-06    9.31770033e-07    9.31770033e-07    1.54535565e-06    1.54535565e-06    6.47191981e-01    6.47191981e-01   -1.16219431e+02   -1.16219431e+02
74       2.40000000e+05   -1.86492438e-04   -1.86492438e-04   -8.41359517e-05   -8.41359517e-05    2.04592981e-04    2.04592981e-04   -2.71778330e+00   -2.71778330e+00   -7.37821854e+01   -7.37821854e+01    1.86365564e-07    1.86365564e-07    8.44171757e-08    8.44171757e-08    2.04593214e-07    2.04593214e-07    4.25317320e-01    4.25317320e-01   -1.33782176e+02   -1.33782176e+02
75       2.50000000e+05   -1.63032683e-03   -1.63032683e-03   -4.83532898e-05   -4.83532898e-05    1.63104372e-03    1.63104372e-03   -3.11194270e+00   -3.11194270e+00   -5.57506880e+01   -5.57506880e+01    1.63025087e-06    1.63025087e-06    5.09142012e-08    5.09142012e-08    1.63104573e-06    1.63104573e-06    3.12207516e-02    3.12207516e-02   -1.15750677e+02   -1.15750677e+02
76       2.60000000e+05   -2.23166178e-04   -2.23166178e-04    2.08022933e-05    2.08022933e-05    2.24133617e-04    2.24133617e-04    3.04864687e+00    3.04864687e+00   -7.29898600e+01   -7.29898600e+01    2.23200161e-07    2.23200161e-07   -2.04377227e-08   -2.04377227e-08    2.24133916e-07    2.24133916e-07   -9.13121583e-02   -9.13121583e-02   -1.32989848e+02   -1.32989848e+02
77       2.70000000e+05   -9.54928250e-04   -9.54928250e-04    6.26907240e-04    6.26907240e-04    1.14232248e-03    1.14232248e-03    2.56066389e+00    2.56066389e+00   -5.88442255e+01   -5.88442255e+01    9.55991773e-07    9.55991773e-07   -6.25287242e-07   -6.25287242e-07    1.14232412e-06    1.14232412e-06   -5.79232309e-01   -5.79232309e-01   -1.18844213e+02   -1.18844213e+02
78       2.80000000e+05   -1.39779894e-04   -1.39779894e-04    8.99619085e-05    8.99619085e-05    1.66227446e-04    1.66227446e-04    2.56973190e+00    2.56973190e+00   -7.55859454e+01   -7.55859454e+01    1.39938163e-07    1.39938163e-07   -8.97159948e-08   -8.97159948e-08    1.66227703e-07    1.66227703e-07   -5.70101462e-01   -5.70101462e-01   -1.35585932e+02   -1.35585932e+02
79       2.90000000e+05   -1.60976715e-04   -1.60976715e-04    3.51550531e-04    3.51550531e-04    3.86653952e-04    3.86653952e-04    2.00020450e+00    2.00020450e+00   -6.82535509e+01   -6.82535509e+01    1.61617283e-07    1.61617283e-07   -3.51257211e-07   -3.51257211e-07    3.86654593e-07    3.86654593e-07   -1.13956603e+00   -1.13956603e+00   -1.28253537e+02   -1.28253537e+02
80       3.00000000e+05   -4.60762141e-05   -4.60762141e-05    2.79613796e-05    2.79613796e-05    5.38967184e-05    5.38967184e-05    2.59615114e+00    2.59615114e+00   -8.53687535e+01   -8.53687535e+01    4.61289201e-08    4.61289201e-08   -2.78745280e-08   -2.78745280e-08    5.38968142e-08    5.38968142e-08   -5.43556555e-01   -5.43556555e-01   -1.45368738e+02   -1.45368738e+02
81       3.10000000e+05   -1.23474349e-04   -1.23474349e-04   -3.06166275e-04   -3.06166275e-04    3.30126798e-04    3.30126798e-04   -1.95413724e+00   -1.95413724e+00   -6.96263844e+01   -6.96263844e+01    1.22878002e-07    1.22878002e-07    3.06406777e-07    3.06406777e-07    3.30127424e-07    3.30127424e-07    1.18940320e+00    1.18940320e+00   -1.29626368e+02   -1.29626368e+02
82       3.20000000e+05   -7.81668069e-05   -7.81668069e-05   -9.28699781e-05   -9.28699781e-05    1.21387324e-04    1.21387324e-04   -2.27044035e+00   -2.27044035e+00   -7.83165332e+01   -7.83165332e+01    7.79800808e-08    7.79800808e-08    9.30271417e-08    9.30271417e-08    1.21387570e-07    1.21387570e-07    8.73162919e-01    8.73162919e-01   -1.38316516e+02   -1.38316516e+02
83       3.30000000e+05   -6.23985697e-04   -6.23985697e-04   -4.58916764e-04   -4.58916764e-04    7.74572622e-04    7.74572622e-04   -2.50746202e+00   -2.50746202e+00   -6.22187572e+01   -6.22187572e+01    6.23034156e-07    6.23034156e-07    4.60210568e-07    4.60210568e-07    7.74574287e-07    7.74574287e-07    6.36204082e-01    6.36204082e-01   -1.22218738e+02   -1.22218738e+02
84       3.40000000e+05   -2.14705876e-04   -2.14705876e-04   -1.10487226e-04   -1.10487226e-04    2.41466437e-04    2.41466437e-04   -2.66633492e+00   -2.66633492e+00   -7.23428645e+01   -7.23428645e+01    2.14469844e-07    2.14469844e-07    1.10945899e-07    1.10945899e-07    2.41466988e-07    2.41466988e-07    4.77394014e-01    4.77394014e-01   -1.32342845e+02   -1.32342845e+02
85       3.50000000e+05   -8.61036895e-04   -8.61036895e-04   -2.94589755e-05   -2.94589755e-05    8.61540693e-04    8.61540693e-04   -3.10739262e+00   -3.10739262e+00   -6.12944841e+01   -6.12944841e+01    8.60972111e-07    8.60972111e-07    3.13524945e-08    3.13524945e-08    8.61542776e-07    8.61542776e-07    3.63991430e-02    3.63991430e-02   -1.21294463e+02   -1.21294463e+02
86       3.60000000e+05   -2.86249611e-04   -2.86249611e-04    1.28748354e-05    1.28748354e-05    2.86539004e-04    2.86539004e-04    3.09664529e+00    3.09664529e+00   -7.08563251e+01   -7.08563251e+01    2.86278733e-07    2.86278733e-07   -1.22273541e-08   -1.22273541e-08    2.86539737e-07    2.86539737e-07   -4.26854164e-02   -4.26854164e-02   -1.30856303e+02   -1.30856303e+02
87       3.70000000e+05   -5.37298140e-04   -5.37298140e-04    3.35554284e-04    3.35554284e-04    6.33471364e-04    6.33471364e-04    2.58333744e+00    2.58333744e+00   -6.39654603e+01   -6.39654603e+01    5.38078230e-07    5.38078230e-07   -3.34305185e-07   -3.34305185e-07    6.33473076e-07    6.33473076e-07   -5.55930435e-01   -5.55930435e-01   -1.23965437e+02   -1.23965437e+02
88       3.80000000e+05   -1.93878777e-04   -1.93878777e-04    1.21105514e-04    1.21105514e-04    2.28594675e-04    2.28594675e-04    2.58324827e+00    2.58324827e+00   -7.28186778e+01   -7.28186778e+01    1.94167929e-07    1.94167929e-07   -1.20642607e-07   -1.20642607e-07    2.28595327e-07    2.28595327e-07   -5.55956781e-01   -5.55956781e-01   -1.32818653e+02   -1.32818653e+02
89       3.90000000e+05   -1.11407450e-04   -1.11407450e-04    1.99645480e-04    1.99645480e-04    2.28626196e-04    2.28626196e-04    2.07978095e+00    2.07978095e+00   -7.28174802e+01   -7.28174802e+01    1.11896670e-07    1.11896670e-07   -1.99372483e-07   -1.99372483e-07    2.28626883e-07    2.28626883e-07   -1.05936126e+00   -1.05936126e+00   -1.32817454e+02   -1.32817454e+02
90       4.00000000e+05   -5.89852691e-05   -5.89852691e-05    5.88852839e-05    5.88852839e-05    8.33470973e-05    8.33470973e-05    2.35704275e+00    2.35704275e+00   -8.15821904e+01   -8.15821904e+01    5.91332640e-08    5.91332640e-08   -5.87370377e-08   -5.87370377e-08    8.33473605e-08    8.33473605e-08   -7.82036632e-01   -7.82036632e-01   -1.41582163e+02   -1.41582163e+02
91       4.10000000e+05   -8.67658009e-05   -8.67658009e-05   -1.73152399e-04   -1.73152399e-04    1.93675134e-04    1.93675134e-04   -2.03531955e+00   -2.03531955e+00   -7.42585227e+01   -7.42585227e+01    8.63197420e-08    8.63197420e-08    1.73375917e-07    1.73375917e-07    1.93675776e-07    1.93675776e-07    1.10884920e+00    1.10884920e+00   -1.34258494e+02   -1.34258494e+02
92       4.20000000e+05   -8.12114930e-05   -8.12114930e-05   -1.06962193e-04   -1.06962193e-04    1.34298985e-04    1.34298985e-04   -2.22019386e+00   -2.22019386e+00   -7.74385454e+01   -7.74385454e+01    8.09292265e-08    8.09292265e-08    1.07176505e-07    1.07176505e-07    1.34299453e-07    1.34299453e-07    9.24037730e-01    9.24037730e-01   -1.37438515e+02   -1.37438515e+02
93       4.30000000e+05   -3.84125333e-04   -3.84125333e-04   -2.74632056e-04   -2.74632056e-04    4.72202327e-04    4.72202327e-04   -2.52090060e+00   -2.52090060e+00   -6.65174375e+01   -6.65174375e+01    3.83383341e-07    3.83383341e-07    2.75669874e-07    2.75669874e-07    4.72204051e-07    4.72204051e-07    6.23393817e-01    6.23393817e-01   -1.26517406e+02   -1.26517406e+02
94       4.40000000e+05   -2.63933088e-04   -2.63933088e-04   -1.51364462e-04   -1.51364462e-04    3.04256266e-04    3.04256266e-04   -2.62088971e+00   -2.62088971e+00   -7.03352094e+01   -7.03352094e+01    2.63514625e-07    2.63514625e-07    1.52094132e-07    1.52094132e-07    3.04257428e-07    3.04257428e-07    5.23467537e-01    5.23467537e-01   -1.30335176e+02   -1.30335176e+02
95       4.50000000e+05   -5.43341443e-04   -5.43341443e-04   -2.31747972e-05   -2.31747972e-05    5.43835448e-04    5.43835448e-04   -3.09896613e+00   -3.09896613e+00   -6.52906498e+01   -6.52906498e+01    5.43275918e-07    5.43275918e-07    2.47110589e-08    2.47110589e-08    5.43837622e-07    5.43837622e-07    4.54539537e-02    4.54539537e-02   -1.25290615e+02   -1.25290615e+02
96       4.60000000e+05   -3.80674631e-04   -3.80674631e-04    8.48927964e-06    8.48927964e-06    3.80769277e-04    3.80769277e-04    3.11929573e+00    3.11929573e+00   -6.83867620e+01   -6.83867620e+01    3.80699167e-07    3.80699167e-07   -7.38902899e-09   -7.38902899e-09    3.80770868e-07    3.80770868e-07   -1.94066654e-02   -1.94066654e-02   -1.28386726e+02   -1.28386726e+02
97       4.70000000e+05   -3.58345304e-04   -3.58345304e-04    2.08835243e-04    2.08835243e-04    4.14757176e-04    4.14757176e-04    2.61393372e+00    2.61393372e+00   -6.76441218e+01   -6.76441218e+01    3.58962014e-07    3.58962014e-07   -2.07777014e-07   -2.07777014e-07    4.14758985e-07    4.14758985e-07   -5.24705842e-01   -5.24705842e-01   -1.27644084e+02   -1.27644084e+02
98       4.80000000e+05   -2.67670163e-04   -2.67670163e-04    1.71964350e-04    1.71964350e-04    3.18149420e-04    3.18149420e-04    2.57054423e+00    2.57054423e+00   -6.99473773e+01   -6.99473773e+01    2.68188795e-07    2.68188795e-07   -1.71157075e-07   -1.71157075e-07    3.18150867e-07    3.18150867e-07   -5.68032503e-01   -5.68032503e-01   -1.29947338e+02   -1.29947338e+02
99       4.90000000e+05   -9.06982043e-05   -9.06982043e-05    1.33635240e-04    1.33635240e-04    1.61507095e-04    1.61507095e-04    2.16708333e+00    2.16708333e+00   -7.58361679e+01   -7.58361679e+01    9.11096352e-08    9.11096352e-08   -1.33356002e-07   -1.33356002e-07    1.61507860e-07    1.61507860e-07   -9.71430575e-01   -9.71430575e-01   -1.35836127e+02   -1.35836127e+02
100      5.00000000e+05   -7.11116631e-05   -7.11116631e-05    1.02416073e-04    1.02416073e-04    1.24683281e-04    1.24683281e-04    2.17771410e+00    2.17771410e+00   -7.80838355e+01   -7.80838355e+01    7.14334127e-08    7.14334127e-08   -1.02192669e-07   -1.02192669e-07    1.24683896e-07    1.24683896e-07   -9.60736973e-01   -9.60736973e-01   -1.38083793e+02   -1.38083793e+02
End of Xyce(TM) Simulation
