Index       TIME              VR(1)            {VR(1)}            VI(1)            {VI(1)}            VM(1)            {VM(1)}            VP(1)            {VP(1)}           VDB(1)           {VDB(1)}           IR(V1)           {IR(V1)}           II(V1)           {II(V1)}           IM(V1)           {IM(V1)}           IP(V1)           {IP(V1)}           IDB(V1)          {IDB(V1)}    
157      7.67000000e-08    4.72949718e-01    4.72949718e-01    0.00000000e+00    0.00000000e+00    4.72949718e-01    4.72949718e-01    0.00000000e+00    0.00000000e+00   -6.50370059e+00   -6.50370059e+00   -4.73048968e-04   -4.73048968e-04    0.00000000e+00    0.00000000e+00    4.73048968e-04    4.73048968e-04    1.80000000e+02    1.80000000e+02   -6.65018780e+01   -6.65018780e+01
158      1.02300000e-07    4.75484743e-01    4.75484743e-01    0.00000000e+00    0.00000000e+00    4.75484743e-01    4.75484743e-01    0.00000000e+00    0.00000000e+00   -6.45726827e+00   -6.45726827e+00   -4.75583768e-04   -4.75583768e-04    0.00000000e+00    0.00000000e+00    4.75583768e-04    4.75583768e-04    1.80000000e+02    1.80000000e+02   -6.64554595e+01   -6.64554595e+01
159      1.27900000e-07    4.78014183e-01    4.78014183e-01    0.00000000e+00    0.00000000e+00    4.78014183e-01    4.78014183e-01    0.00000000e+00    0.00000000e+00   -6.41118434e+00   -6.41118434e+00   -4.78112990e-04   -4.78112990e-04    0.00000000e+00    0.00000000e+00    4.78112990e-04    4.78112990e-04    1.80000000e+02    1.80000000e+02   -6.64093891e+01   -6.64093891e+01
160      1.53500000e-07    4.80538236e-01    4.80538236e-01    0.00000000e+00    0.00000000e+00    4.80538236e-01    4.80538236e-01    0.00000000e+00    0.00000000e+00   -6.36544101e+00   -6.36544101e+00   -4.80636832e-04   -4.80636832e-04    0.00000000e+00    0.00000000e+00    4.80636832e-04    4.80636832e-04    1.80000000e+02    1.80000000e+02   -6.63636590e+01   -6.63636590e+01
161      2.04700000e-07    4.85566218e-01    4.85566218e-01    0.00000000e+00    0.00000000e+00    4.85566218e-01    4.85566218e-01    0.00000000e+00    0.00000000e+00   -6.27503071e+00   -6.27503071e+00   -4.85664421e-04   -4.85664421e-04    0.00000000e+00    0.00000000e+00    4.85664421e-04    4.85664421e-04    1.80000000e+02    1.80000000e+02   -6.62732742e+01   -6.62732742e+01
162      2.50780000e-07    4.90076201e-01    4.90076201e-01    0.00000000e+00    0.00000000e+00    4.90076201e-01    4.90076201e-01    0.00000000e+00    0.00000000e+00   -6.19472774e+00   -6.19472774e+00   -4.90174074e-04   -4.90174074e-04    0.00000000e+00    0.00000000e+00    4.90174074e-04    4.90174074e-04    1.80000000e+02    1.80000000e+02   -6.61929933e+01   -6.61929933e+01
163      2.96860000e-07    4.94571975e-01    4.94571975e-01    0.00000000e+00    0.00000000e+00    4.94571975e-01    4.94571975e-01    0.00000000e+00    0.00000000e+00   -6.11540993e+00   -6.11540993e+00   -4.94669540e-04   -4.94669540e-04    0.00000000e+00    0.00000000e+00    4.94669540e-04    4.94669540e-04    1.80000000e+02    1.80000000e+02   -6.61136966e+01   -6.61136966e+01
164      3.42940000e-07    4.99054496e-01    4.99054496e-01    0.00000000e+00    0.00000000e+00    4.99054496e-01    4.99054496e-01    0.00000000e+00    0.00000000e+00   -6.03704054e+00   -6.03704054e+00   -4.99151773e-04   -4.99151773e-04    0.00000000e+00    0.00000000e+00    4.99151773e-04    4.99151773e-04    1.80000000e+02    1.80000000e+02   -6.60353476e+01   -6.60353476e+01
165      3.89020000e-07    5.03524676e-01    5.03524676e-01    0.00000000e+00    0.00000000e+00    5.03524676e-01    5.03524676e-01    0.00000000e+00    0.00000000e+00   -5.95958483e+00   -5.95958483e+00   -5.03621685e-04   -5.03621685e-04    0.00000000e+00    0.00000000e+00    5.03621685e-04    5.03621685e-04    1.80000000e+02    1.80000000e+02   -6.59579116e+01   -6.59579116e+01
166      4.35100000e-07    5.07983379e-01    5.07983379e-01    0.00000000e+00    0.00000000e+00    5.07983379e-01    5.07983379e-01    0.00000000e+00    0.00000000e+00   -5.88300995e+00   -5.88300995e+00   -5.08080139e-04   -5.08080139e-04    0.00000000e+00    0.00000000e+00    5.08080139e-04    5.08080139e-04    1.80000000e+02    1.80000000e+02   -6.58813556e+01   -6.58813556e+01
167      4.81180000e-07    5.12431427e-01    5.12431427e-01    0.00000000e+00    0.00000000e+00    5.12431427e-01    5.12431427e-01    0.00000000e+00    0.00000000e+00   -5.80728486e+00   -5.80728486e+00   -5.12527956e-04   -5.12527956e-04    0.00000000e+00    0.00000000e+00    5.12527956e-04    5.12527956e-04    1.80000000e+02    1.80000000e+02   -6.58056488e+01   -6.58056488e+01
168      5.27260000e-07    5.16869598e-01    5.16869598e-01    0.00000000e+00    0.00000000e+00    5.16869598e-01    5.16869598e-01    0.00000000e+00    0.00000000e+00   -5.73238024e+00   -5.73238024e+00   -5.16965912e-04   -5.16965912e-04    0.00000000e+00    0.00000000e+00    5.16965912e-04    5.16965912e-04    1.80000000e+02    1.80000000e+02   -6.57307618e+01   -6.57307618e+01
169      5.73340000e-07    5.21298627e-01    5.21298627e-01    0.00000000e+00    0.00000000e+00    5.21298627e-01    5.21298627e-01    0.00000000e+00    0.00000000e+00   -5.65826837e+00   -5.65826837e+00   -5.21394743e-04   -5.21394743e-04    0.00000000e+00    0.00000000e+00    5.21394743e-04    5.21394743e-04    1.80000000e+02    1.80000000e+02   -6.56566670e+01   -6.56566670e+01
170      6.19420000e-07    5.25719210e-01    5.25719210e-01    0.00000000e+00    0.00000000e+00    5.25719210e-01    5.25719210e-01    0.00000000e+00    0.00000000e+00   -5.58492307e+00   -5.58492307e+00   -5.25815143e-04   -5.25815143e-04    0.00000000e+00    0.00000000e+00    5.25815143e-04    5.25815143e-04    1.80000000e+02    1.80000000e+02   -6.55833382e+01   -6.55833382e+01
