Index       V(4)            I(VMON1)          I(VMON2)            V(1)              V(2)       
591      5.91000000e+00    1.39174643e-05    2.92612519e-03    6.63115962e-01    5.77496126e-02
592      5.92000000e+00    1.39438557e-05    2.93112941e-03    6.63166420e-01    5.77411824e-02
593      5.93000000e+00    1.39702475e-05    2.93613360e-03    6.63216693e-01    5.77327916e-02
594      5.94000000e+00    1.39966705e-05    2.94113618e-03    6.63255217e-01    5.77276483e-02
595      5.95000000e+00    1.40230607e-05    2.94614047e-03    6.63306105e-01    5.77190642e-02
596      5.96000000e+00    1.40494516e-05    2.95114473e-03    6.63356750e-01    5.77105361e-02
597      5.97000000e+00    1.40758431e-05    2.95614897e-03    6.63407164e-01    5.77020602e-02
598      5.98000000e+00    1.41022351e-05    2.96115318e-03    6.63457360e-01    5.76936333e-02
599      5.99000000e+00    1.41286277e-05    2.96615737e-03    6.63507350e-01    5.76852521e-02
600      6.00000000e+00    1.41550514e-05    2.97115994e-03    6.63545632e-01    5.76801110e-02
End of Xyce(TM) Simulation
