Index       V(4)            I(VMON1)          I(VMON2)            V(1)              V(2)       
294      2.94000000e+00    6.09647586e-06    1.43945793e-03    6.41628601e-01    6.10841440e-02
295      2.95000000e+00    6.12270126e-06    1.44446609e-03    6.41741626e-01    6.10678164e-02
296      2.96000000e+00    6.14892792e-06    1.44947423e-03    6.41854172e-01    6.10515427e-02
297      2.97000000e+00    6.17515585e-06    1.45448234e-03    6.41966244e-01    6.10353226e-02
298      2.98000000e+00    6.20138503e-06    1.45949042e-03    6.42077844e-01    6.10191557e-02
299      2.99000000e+00    6.22761545e-06    1.46449848e-03    6.42188977e-01    6.10030416e-02
300      3.00000000e+00    6.25384709e-06    1.46950651e-03    6.42299646e-01    6.09869799e-02
301      3.01000000e+00    6.28007996e-06    1.47451451e-03    6.42409856e-01    6.09709703e-02
302      3.02000000e+00    6.30631403e-06    1.47952249e-03    6.42519611e-01    6.09550124e-02
303      3.03000000e+00    6.33254930e-06    1.48453045e-03    6.42628913e-01    6.09391058e-02
304      3.04000000e+00    6.35878577e-06    1.48953837e-03    6.42737767e-01    6.09232502e-02
305      3.05000000e+00    6.38502341e-06    1.49454628e-03    6.42846176e-01    6.09074452e-02
306      3.06000000e+00    6.41126222e-06    1.49955415e-03    6.42954143e-01    6.08916904e-02
307      3.07000000e+00    6.43750219e-06    1.50456201e-03    6.43061673e-01    6.08759856e-02
308      3.08000000e+00    6.46374332e-06    1.50956983e-03    6.43168769e-01    6.08603303e-02
309      3.09000000e+00    6.48998559e-06    1.51457764e-03    6.43275434e-01    6.08447243e-02
310      3.10000000e+00    6.51622899e-06    1.51958542e-03    6.43381672e-01    6.08291672e-02
311      3.11000000e+00    6.54247351e-06    1.52459317e-03    6.43487486e-01    6.08136587e-02
312      3.12000000e+00    6.56871915e-06    1.52960090e-03    6.43592879e-01    6.07981984e-02
313      3.13000000e+00    6.59500352e-06    1.53460685e-03    6.43683671e-01    6.07863064e-02
314      3.14000000e+00    6.62123935e-06    1.53961509e-03    6.43792766e-01    6.07698181e-02
315      3.15000000e+00    6.64748014e-06    1.54462313e-03    6.43899986e-01    6.07537394e-02
316      3.16000000e+00    6.67372464e-06    1.54963102e-03    6.44005813e-01    6.07379520e-02
317      3.17000000e+00    6.69997197e-06    1.55463881e-03    6.44110568e-01    6.07223763e-02
318      3.18000000e+00    6.72625899e-06    1.55964476e-03    6.44200362e-01    6.07104724e-02
319      3.19000000e+00    6.75249876e-06    1.56465296e-03    6.44307969e-01    6.06940807e-02
320      3.20000000e+00    6.77874382e-06    1.56966093e-03    6.44413580e-01    6.06781321e-02
321      3.21000000e+00    6.80499281e-06    1.57466875e-03    6.44517710e-01    6.06624998e-02
322      3.22000000e+00    6.83128205e-06    1.57967470e-03    6.44606667e-01    6.06506031e-02
323      3.23000000e+00    6.85752500e-06    1.58468285e-03    6.44713076e-01    6.06342981e-02
324      3.24000000e+00    6.88377343e-06    1.58969077e-03    6.44817417e-01    6.06184575e-02
325      3.25000000e+00    6.91002594e-06    1.59469853e-03    6.44920220e-01    6.06029494e-02
326      3.26000000e+00    6.93631844e-06    1.59970442e-03    6.45007946e-01    6.05911639e-02
327      3.27000000e+00    6.96256541e-06    1.60471248e-03    6.45112841e-01    6.05750310e-02
328      3.28000000e+00    6.98881776e-06    1.60972032e-03    6.45215705e-01    6.05593529e-02
329      3.29000000e+00    7.01511101e-06    1.61472625e-03    6.45303150e-01    6.05474917e-02
330      3.30000000e+00    7.04135949e-06    1.61973433e-03    6.45407474e-01    6.05313488e-02
331      3.31000000e+00    7.06761370e-06    1.62474215e-03    6.45509636e-01    6.05156979e-02
332      3.32000000e+00    7.09390886e-06    1.62974806e-03    6.45596358e-01    6.05038777e-02
333      3.33000000e+00    7.12015985e-06    1.63475609e-03    6.45699738e-01    6.04878240e-02
334      3.34000000e+00    7.14641659e-06    1.63976387e-03    6.45800947e-01    6.04722670e-02
335      3.35000000e+00    7.17271405e-06    1.64476974e-03    6.45886802e-01    6.04605270e-02
336      3.36000000e+00    7.19896785e-06    1.64977770e-03    6.45989122e-01    6.04445952e-02
337      3.37000000e+00    7.22526403e-06    1.65478368e-03    6.46075462e-01    6.04326433e-02
338      3.38000000e+00    7.25151721e-06    1.65979172e-03    6.46178011e-01    6.04165593e-02
339      3.39000000e+00    7.27777673e-06    1.66479948e-03    6.46278171e-01    6.04010303e-02
340      3.40000000e+00    7.30407711e-06    1.66980533e-03    6.46362928e-01    6.03893439e-02
341      3.41000000e+00    7.33033474e-06    1.67481323e-03    6.46463803e-01    6.03735422e-02
342      3.42000000e+00    7.35663443e-06    1.67981915e-03    6.46548820e-01    6.03617033e-02
343      3.43000000e+00    7.38289194e-06    1.68482710e-03    6.46649740e-01    6.03457988e-02
344      3.44000000e+00    7.40919200e-06    1.68983305e-03    6.46734614e-01    6.03339097e-02
345      3.45000000e+00    7.43545032e-06    1.69484100e-03    6.46835231e-01    6.03179916e-02
346      3.46000000e+00    7.46175131e-06    1.69984695e-03    6.46919755e-01    6.03061062e-02
347      3.47000000e+00    7.48801091e-06    1.70485489e-03    6.47019887e-01    6.02902214e-02
348      3.48000000e+00    7.51431312e-06    1.70986082e-03    6.47103952e-01    6.02783680e-02
349      3.49000000e+00    7.54057425e-06    1.71486873e-03    6.47203508e-01    6.02625412e-02
350      3.50000000e+00    7.56687782e-06    1.71987463e-03    6.47287061e-01    6.02507348e-02
351      3.51000000e+00    7.59314060e-06    1.72488251e-03    6.47385995e-01    6.02349788e-02
352      3.52000000e+00    7.61944559e-06    1.72988839e-03    6.47469011e-01    6.02232271e-02
353      3.53000000e+00    7.64571007e-06    1.73489623e-03    6.47567303e-01    6.02075483e-02
354      3.54000000e+00    7.67201652e-06    1.73990207e-03    6.47649771e-01    6.01958551e-02
355      3.55000000e+00    7.69828272e-06    1.74490987e-03    6.47747414e-01    6.01802567e-02
356      3.56000000e+00    7.72459063e-06    1.74991569e-03    6.47829332e-01    6.01686238e-02
357      3.57000000e+00    7.75085855e-06    1.75492345e-03    6.47926326e-01    6.01531071e-02
358      3.58000000e+00    7.77716791e-06    1.75992923e-03    6.48007696e-01    6.01415352e-02
359      3.59000000e+00    7.80347345e-06    1.76493522e-03    6.48090509e-01    6.01295569e-02
360      3.60000000e+00    7.82973982e-06    1.76994312e-03    6.48188090e-01    6.01137676e-02
361      3.61000000e+00    7.85604875e-06    1.77494898e-03    6.48269619e-01    6.01020391e-02
362      3.62000000e+00    7.88231858e-06    1.77995675e-03    6.48365895e-01    6.00865016e-02
363      3.63000000e+00    7.90863005e-06    1.78496253e-03    6.48446472e-01    6.00749401e-02
364      3.64000000e+00    7.93493816e-06    1.78996849e-03    6.48528313e-01    6.00630184e-02
365      3.65000000e+00    7.96120779e-06    1.79497633e-03    6.48624663e-01    6.00473423e-02
366      3.66000000e+00    7.98751965e-06    1.79998215e-03    6.48705092e-01    6.00357064e-02
367      3.67000000e+00    8.01382861e-06    1.80498812e-03    6.48786613e-01    6.00237542e-02
368      3.68000000e+00    8.04009954e-06    1.80999596e-03    6.48882473e-01    6.00080860e-02
369      3.69000000e+00    8.06641272e-06    1.81500177e-03    6.48962406e-01    5.99964668e-02
370      3.70000000e+00    8.09272323e-06    1.82000772e-03    6.49043342e-01    5.99845542e-02
371      3.71000000e+00    8.11899608e-06    1.82501552e-03    6.49138477e-01    5.99689568e-02
372      3.72000000e+00    8.14531096e-06    1.83002130e-03    6.49217768e-01    5.99573937e-02
373      3.73000000e+00    8.17162331e-06    1.83502722e-03    6.49298012e-01    5.99455507e-02
374      3.74000000e+00    8.19793384e-06    1.84003325e-03    6.49378942e-01    5.99334961e-02
375      3.75000000e+00    8.22420736e-06    1.84504109e-03    6.49473826e-01    5.99178120e-02
376      3.76000000e+00    8.25052326e-06    1.85004690e-03    6.49552730e-01    5.99062074e-02
377      3.77000000e+00    8.27683707e-06    1.85505282e-03    6.49632425e-01    5.98943645e-02
378      3.78000000e+00    8.30314938e-06    1.86005883e-03    6.49712685e-01    5.98823414e-02
379      3.79000000e+00    8.32942514e-06    1.86506664e-03    6.49806722e-01    5.98667283e-02
380      3.80000000e+00    8.35574307e-06    1.87007241e-03    6.49884863e-01    5.98551819e-02
381      3.81000000e+00    8.38205909e-06    1.87507829e-03    6.49963724e-01    5.98434160e-02
382      3.82000000e+00    8.40837374e-06    1.88008426e-03    6.50043099e-01    5.98314839e-02
383      3.83000000e+00    8.43468746e-06    1.88509029e-03    6.50122826e-01    5.98194273e-02
384      3.84000000e+00    8.46096526e-06    1.89009808e-03    6.50216096e-01    5.98038328e-02
385      3.85000000e+00    8.48728519e-06    1.89510384e-03    6.50293484e-01    5.97923127e-02
386      3.86000000e+00    8.51360352e-06    1.90010970e-03    6.50371473e-01    5.97806049e-02
387      3.87000000e+00    8.53992073e-06    1.90511562e-03    6.50449884e-01    5.97687547e-02
388      3.88000000e+00    8.56623718e-06    1.91012160e-03    6.50528582e-01    5.97567979e-02
389      3.89000000e+00    8.59255317e-06    1.91512762e-03    6.50607456e-01    5.97447627e-02
390      3.90000000e+00    8.61886891e-06    1.92013367e-03    6.50686419e-01    5.97326699e-02
391      3.91000000e+00    8.64514954e-06    1.92514145e-03    6.50778624e-01    5.97171058e-02
392      3.92000000e+00    8.67147219e-06    1.93014719e-03    6.50854984e-01    5.97056225e-02
393      3.93000000e+00    8.69779366e-06    1.93515300e-03    6.50931791e-01    5.96939919e-02
394      3.94000000e+00    8.72411431e-06    1.94015888e-03    6.51008906e-01    5.96822499e-02
395      3.95000000e+00    8.75043443e-06    1.94516479e-03    6.51086220e-01    5.96704248e-02
396      3.96000000e+00    8.77675425e-06    1.95017073e-03    6.51163647e-01    5.96585393e-02
397      3.97000000e+00    8.80307396e-06    1.95517669e-03    6.51241117e-01    5.96466113e-02
398      3.98000000e+00    8.82939370e-06    1.96018267e-03    6.51318576e-01    5.96346551e-02
399      3.99000000e+00    8.85571358e-06    1.96518866e-03    6.51395982e-01    5.96226821e-02
400      4.00000000e+00    8.88203369e-06    1.97019465e-03    6.51473300e-01    5.96107014e-02
401      4.01000000e+00    8.90835411e-06    1.97520064e-03    6.51550502e-01    5.95987201e-02
402      4.02000000e+00    8.93467489e-06    1.98020663e-03    6.51627568e-01    5.95867441e-02
403      4.03000000e+00    8.96099607e-06    1.98521261e-03    6.51704481e-01    5.95747779e-02
404      4.04000000e+00    8.98731770e-06    1.99021859e-03    6.51781227e-01    5.95628252e-02
405      4.05000000e+00    9.01363980e-06    1.99522456e-03    6.51857797e-01    5.95508888e-02
406      4.06000000e+00    9.03996238e-06    2.00023051e-03    6.51934181e-01    5.95389711e-02
407      4.07000000e+00    9.06628548e-06    2.00523646e-03    6.52010375e-01    5.95270738e-02
408      4.08000000e+00    9.09260909e-06    2.01024240e-03    6.52086372e-01    5.95151984e-02
409      4.09000000e+00    9.11893324e-06    2.01524833e-03    6.52162170e-01    5.95033461e-02
410      4.10000000e+00    9.14525792e-06    2.02025424e-03    6.52237765e-01    5.94915177e-02
411      4.11000000e+00    9.17158314e-06    2.02526014e-03    6.52313156e-01    5.94797140e-02
412      4.12000000e+00    9.19790891e-06    2.03026603e-03    6.52388342e-01    5.94679354e-02
413      4.13000000e+00    9.22423522e-06    2.03527191e-03    6.52463322e-01    5.94561824e-02
414      4.14000000e+00    9.25056208e-06    2.04027777e-03    6.52538094e-01    5.94444553e-02
415      4.15000000e+00    9.27688950e-06    2.04528362e-03    6.52612660e-01    5.94327543e-02
416      4.16000000e+00    9.30321746e-06    2.05028946e-03    6.52687019e-01    5.94210796e-02
417      4.17000000e+00    9.32954596e-06    2.05529528e-03    6.52761172e-01    5.94094312e-02
418      4.18000000e+00    9.35587502e-06    2.06030110e-03    6.52835118e-01    5.93978093e-02
419      4.19000000e+00    9.38220462e-06    2.06530689e-03    6.52908859e-01    5.93862139e-02
420      4.20000000e+00    9.40853476e-06    2.07031268e-03    6.52982396e-01    5.93746450e-02
421      4.21000000e+00    9.43486544e-06    2.07531845e-03    6.53055728e-01    5.93631025e-02
422      4.22000000e+00    9.46119667e-06    2.08032421e-03    6.53128857e-01    5.93515865e-02
423      4.23000000e+00    9.48752843e-06    2.08532995e-03    6.53201783e-01    5.93400969e-02
424      4.24000000e+00    9.51386072e-06    2.09033568e-03    6.53274508e-01    5.93286335e-02
425      4.25000000e+00    9.54022760e-06    2.09533971e-03    6.53334196e-01    5.93205817e-02
426      4.26000000e+00    9.56655507e-06    2.10034571e-03    6.53408738e-01    5.93085873e-02
427      4.27000000e+00    9.59288411e-06    2.10535164e-03    6.53482692e-01    5.92967215e-02
428      4.28000000e+00    9.61921452e-06    2.11035752e-03    6.53556128e-01    5.92849657e-02
429      4.29000000e+00    9.64554614e-06    2.11536335e-03    6.53629104e-01    5.92733050e-02
430      4.30000000e+00    9.67187886e-06    2.12036914e-03    6.53701668e-01    5.92617270e-02
431      4.31000000e+00    9.69821257e-06    2.12537489e-03    6.53773860e-01    5.92502215e-02
432      4.32000000e+00    9.72458100e-06    2.13037892e-03    6.53832962e-01    5.92421523e-02
433      4.33000000e+00    9.75091075e-06    2.13538490e-03    6.53906647e-01    5.92302017e-02
434      4.34000000e+00    9.77724225e-06    2.14039080e-03    6.53979672e-01    5.92183999e-02
435      4.35000000e+00    9.80357528e-06    2.14539664e-03    6.54052120e-01    5.92067251e-02
436      4.36000000e+00    9.82990965e-06    2.15040242e-03    6.54124060e-01    5.91951597e-02
437      4.37000000e+00    9.85627894e-06    2.15540647e-03    6.54182840e-01    5.91870568e-02
438      4.38000000e+00    9.88261002e-06    2.16041244e-03    6.54256023e-01    5.91751127e-02
439      4.39000000e+00    9.90894301e-06    2.16541833e-03    6.54328485e-01    5.91633348e-02
440      4.40000000e+00    9.93527767e-06    2.17042415e-03    6.54400317e-01    5.91516988e-02
441      4.41000000e+00    9.96164746e-06    2.17542822e-03    6.54458909e-01    5.91435527e-02
442      4.42000000e+00    9.98797939e-06    2.18043420e-03    6.54531770e-01    5.91315954e-02
443      4.43000000e+00    1.00143134e-05    2.18544009e-03    6.54603851e-01    5.91198204e-02
444      4.44000000e+00    1.00406492e-05    2.19044590e-03    6.54675255e-01    5.91082011e-02
445      4.45000000e+00    1.00670200e-05    2.19544996e-03    6.54733444e-01    5.91000707e-02
446      4.46000000e+00    1.00933534e-05    2.20045592e-03    6.54805760e-01    5.90881614e-02
447      4.47000000e+00    1.01196889e-05    2.20546178e-03    6.54877279e-01    5.90764400e-02
448      4.48000000e+00    1.01460262e-05    2.21046756e-03    6.54948104e-01    5.90648791e-02
449      4.49000000e+00    1.01723984e-05    2.21547160e-03    6.55005792e-01    5.90567923e-02
450      4.50000000e+00    1.01987335e-05    2.22047752e-03    6.55077463e-01    5.90449600e-02
451      4.51000000e+00    1.02250707e-05    2.22548334e-03    6.55148338e-01    5.90333160e-02
452      4.52000000e+00    1.02514430e-05    2.23048741e-03    6.55205983e-01    5.90251752e-02
453      4.53000000e+00    1.02777784e-05    2.23549335e-03    6.55277525e-01    5.90133074e-02
454      4.54000000e+00    1.03041161e-05    2.24049918e-03    6.55348217e-01    5.90016430e-02
455      4.55000000e+00    1.03304890e-05    2.24550325e-03    6.55405662e-01    5.89934905e-02
456      4.56000000e+00    1.03568252e-05    2.25050918e-03    6.55476913e-01    5.89816320e-02
457      4.57000000e+00    1.03831637e-05    2.25551501e-03    6.55547287e-01    5.89699843e-02
458      4.58000000e+00    1.04095373e-05    2.26051908e-03    6.55604441e-01    5.89618454e-02
459      4.59000000e+00    1.04358745e-05    2.26552499e-03    6.55675304e-01    5.89500227e-02
460      4.60000000e+00    1.04622141e-05    2.27053079e-03    6.55745281e-01    5.89384139e-02
461      4.61000000e+00    1.04885886e-05    2.27553485e-03    6.55802093e-01    5.89303036e-02
462      4.62000000e+00    1.05149270e-05    2.28054073e-03    6.55872514e-01    5.89185323e-02
463      4.63000000e+00    1.05413008e-05    2.28554484e-03    6.55929585e-01    5.89103116e-02
464      4.64000000e+00    1.05676386e-05    2.29055078e-03    6.56000236e-01    5.88984352e-02
465      4.65000000e+00    1.05939790e-05    2.29555660e-03    6.56069921e-01    5.88867949e-02
466      4.66000000e+00    1.06203543e-05    2.30056067e-03    6.56126420e-01    5.88786658e-02
467      4.67000000e+00    1.06466939e-05    2.30556655e-03    6.56196384e-01    5.88669079e-02
468      4.68000000e+00    1.06730689e-05    2.31057065e-03    6.56253031e-01    5.88586987e-02
469      4.69000000e+00    1.06994082e-05    2.31557657e-03    6.56323110e-01    5.88468676e-02
470      4.70000000e+00    1.07257830e-05    2.32058070e-03    6.56379793e-01    5.88386089e-02
471      4.71000000e+00    1.07521224e-05    2.32558663e-03    6.56449866e-01    5.88267370e-02
472      4.72000000e+00    1.07784973e-05    2.33059077e-03    6.56506503e-01    5.88184507e-02
473      4.73000000e+00    1.08048369e-05    2.33559672e-03    6.56576484e-01    5.88065617e-02
474      4.74000000e+00    1.08312122e-05    2.34060087e-03    6.56633017e-01    5.87982642e-02
475      4.75000000e+00    1.08575521e-05    2.34560681e-03    6.56702842e-01    5.87863753e-02
476      4.76000000e+00    1.08839278e-05    2.35061096e-03    6.56759227e-01    5.87780785e-02
477      4.77000000e+00    1.09102683e-05    2.35561690e-03    6.56828851e-01    5.87662025e-02
478      4.78000000e+00    1.09366444e-05    2.36062104e-03    6.56885058e-01    5.87579150e-02
479      4.79000000e+00    1.09629856e-05    2.36562697e-03    6.56954447e-01    5.87460610e-02
480      4.80000000e+00    1.09893622e-05    2.37063111e-03    6.57010454e-01    5.87377892e-02
481      4.81000000e+00    1.10157040e-05    2.37563702e-03    6.57079586e-01    5.87259641e-02
482      4.82000000e+00    1.10420812e-05    2.38064114e-03    6.57135377e-01    5.87177125e-02
483      4.83000000e+00    1.10684238e-05    2.38564704e-03    6.57204235e-01    5.87059211e-02
484      4.84000000e+00    1.10948016e-05    2.39065115e-03    6.57259798e-01    5.86976933e-02
485      4.85000000e+00    1.11211449e-05    2.39565703e-03    6.57328371e-01    5.86859392e-02
486      4.86000000e+00    1.11475233e-05    2.40066113e-03    6.57383699e-01    5.86777375e-02
487      4.87000000e+00    1.11738674e-05    2.40566699e-03    6.57451978e-01    5.86660233e-02
488      4.88000000e+00    1.12002465e-05    2.41067108e-03    6.57507067e-01    5.86578495e-02
489      4.89000000e+00    1.12266240e-05    2.41567525e-03    6.57562771e-01    5.86494918e-02
490      4.90000000e+00    1.12529671e-05    2.42068119e-03    6.57631403e-01    5.86376242e-02
491      4.91000000e+00    1.12793457e-05    2.42568533e-03    6.57686686e-01    5.86293440e-02
492      4.92000000e+00    1.13056901e-05    2.43069121e-03    6.57754823e-01    5.86175718e-02
493      4.93000000e+00    1.13320697e-05    2.43569532e-03    6.57809725e-01    5.86093580e-02
494      4.94000000e+00    1.13584478e-05    2.44069951e-03    6.57865173e-01    5.86009792e-02
495      4.95000000e+00    1.13847919e-05    2.44570544e-03    6.57933439e-01    5.85891156e-02
496      4.96000000e+00    1.14111714e-05    2.45070958e-03    6.57988382e-01    5.85808379e-02
497      4.97000000e+00    1.14375171e-05    2.45571545e-03    6.58056061e-01    5.85690953e-02
498      4.98000000e+00    1.14638977e-05    2.46071955e-03    6.58110561e-01    5.85609019e-02
499      4.99000000e+00    1.14902770e-05    2.46572372e-03    6.58165566e-01    5.85525552e-02
500      5.00000000e+00    1.15166226e-05    2.47072962e-03    6.58233262e-01    5.85407524e-02
501      5.01000000e+00    1.15430034e-05    2.47573374e-03    6.58287727e-01    5.85325169e-02
502      5.02000000e+00    1.15693829e-05    2.48073793e-03    6.58342649e-01    5.85241406e-02
503      5.03000000e+00    1.15957289e-05    2.48574384e-03    6.58410207e-01    5.85123206e-02
504      5.04000000e+00    1.16221100e-05    2.49074796e-03    6.58464529e-01    5.85040725e-02
505      5.05000000e+00    1.16484900e-05    2.49575215e-03    6.58519274e-01    5.84956929e-02
506      5.06000000e+00    1.16748366e-05    2.50075806e-03    6.58586593e-01    5.84838840e-02
507      5.07000000e+00    1.17012183e-05    2.50576218e-03    6.58640700e-01    5.84756433e-02
508      5.08000000e+00    1.17275989e-05    2.51076636e-03    6.58695208e-01    5.84672777e-02
509      5.09000000e+00    1.17539464e-05    2.51577225e-03    6.58762220e-01    5.84554987e-02
510      5.10000000e+00    1.17803287e-05    2.52077636e-03    6.58816069e-01    5.84472785e-02
511      5.11000000e+00    1.18067101e-05    2.52578053e-03    6.58870299e-01    5.84389384e-02
512      5.12000000e+00    1.18330906e-05    2.53078475e-03    6.58924854e-01    5.84304938e-02
513      5.13000000e+00    1.18594380e-05    2.53579068e-03    6.58991859e-01    5.84186467e-02
514      5.14000000e+00    1.18858206e-05    2.54079481e-03    6.59045647e-01    5.84103777e-02
515      5.15000000e+00    1.19122022e-05    2.54579900e-03    6.59099762e-01    5.84020036e-02
516      5.16000000e+00    1.19385511e-05    2.55080488e-03    6.59166241e-01    5.83902479e-02
517      5.17000000e+00    1.19649347e-05    2.55580898e-03    6.59219617e-01    5.83820424e-02
518      5.18000000e+00    1.19913175e-05    2.56081313e-03    6.59273321e-01    5.83737319e-02
519      5.19000000e+00    1.20176995e-05    2.56581734e-03    6.59327304e-01    5.83653298e-02
520      5.20000000e+00    1.20440489e-05    2.57082322e-03    6.59393582e-01    5.83535611e-02
521      5.21000000e+00    1.20704330e-05    2.57582733e-03    6.59446763e-01    5.83453454e-02
522      5.22000000e+00    1.20968164e-05    2.58083148e-03    6.59500235e-01    5.83370347e-02
523      5.23000000e+00    1.21231991e-05    2.58583568e-03    6.59553955e-01    5.83286410e-02
524      5.24000000e+00    1.21495812e-05    2.59083991e-03    6.59607884e-01    5.83201752e-02
525      5.25000000e+00    1.21759309e-05    2.59584582e-03    6.59674036e-01    5.83083579e-02
526      5.26000000e+00    1.22023155e-05    2.60084995e-03    6.59727064e-01    5.83001061e-02
527      5.27000000e+00    1.22286994e-05    2.60585411e-03    6.59780332e-01    5.82917738e-02
528      5.28000000e+00    1.22550828e-05    2.61085831e-03    6.59833802e-01    5.82833712e-02
529      5.29000000e+00    1.22814657e-05    2.61586255e-03    6.59887440e-01    5.82749076e-02
530      5.30000000e+00    1.23078164e-05    2.62086844e-03    6.59953209e-01    5.82631137e-02
531      5.31000000e+00    1.23342018e-05    2.62587256e-03    6.60005905e-01    5.82548766e-02
532      5.32000000e+00    1.23605867e-05    2.63087672e-03    6.60058809e-01    5.82465676e-02
533      5.33000000e+00    1.23869711e-05    2.63588090e-03    6.60111889e-01    5.82381961e-02
534      5.34000000e+00    1.24133551e-05    2.64088511e-03    6.60165113e-01    5.82297702e-02
535      5.35000000e+00    1.24397388e-05    2.64588935e-03    6.60218454e-01    5.82212973e-02
536      5.36000000e+00    1.24661223e-05    2.65089361e-03    6.60271890e-01    5.82127842e-02
537      5.37000000e+00    1.24924739e-05    2.65589952e-03    6.60337353e-01    5.82009633e-02
538      5.38000000e+00    1.25188601e-05    2.66090365e-03    6.60389751e-01    5.81927040e-02
539      5.39000000e+00    1.25452459e-05    2.66590781e-03    6.60442300e-01    5.81843887e-02
540      5.40000000e+00    1.25716314e-05    2.67091199e-03    6.60494975e-01    5.81760248e-02
541      5.41000000e+00    1.25980166e-05    2.67591619e-03    6.60547751e-01    5.81676188e-02
542      5.42000000e+00    1.26244016e-05    2.68092041e-03    6.60600607e-01    5.81591767e-02
543      5.43000000e+00    1.26507864e-05    2.68592465e-03    6.60653522e-01    5.81507040e-02
544      5.44000000e+00    1.26771711e-05    2.69092890e-03    6.60706480e-01    5.81422052e-02
545      5.45000000e+00    1.27035558e-05    2.69593316e-03    6.60759465e-01    5.81336847e-02
546      5.46000000e+00    1.27299404e-05    2.70093743e-03    6.60812464e-01    5.81251464e-02
547      5.47000000e+00    1.27562935e-05    2.70594333e-03    6.60877335e-01    5.81133354e-02
548      5.48000000e+00    1.27826812e-05    2.71094746e-03    6.60929204e-01    5.81050782e-02
549      5.49000000e+00    1.28090685e-05    2.71595161e-03    6.60981162e-01    5.80967828e-02
550      5.50000000e+00    1.28354557e-05    2.72095577e-03    6.61033190e-01    5.80884543e-02
551      5.51000000e+00    1.28618428e-05    2.72595995e-03    6.61085270e-01    5.80800979e-02
552      5.52000000e+00    1.28882297e-05    2.73096414e-03    6.61137386e-01    5.80717176e-02
553      5.53000000e+00    1.29146166e-05    2.73596834e-03    6.61189525e-01    5.80633176e-02
554      5.54000000e+00    1.29410035e-05    2.74097255e-03    6.61241673e-01    5.80549013e-02
555      5.55000000e+00    1.29673904e-05    2.74597676e-03    6.61293820e-01    5.80464717e-02
556      5.56000000e+00    1.29937773e-05    2.75098098e-03    6.61345954e-01    5.80380319e-02
557      5.57000000e+00    1.30201643e-05    2.75598521e-03    6.61398068e-01    5.80295843e-02
558      5.58000000e+00    1.30465513e-05    2.76098943e-03    6.61450153e-01    5.80211312e-02
559      5.59000000e+00    1.30729385e-05    2.76599366e-03    6.61502202e-01    5.80126746e-02
560      5.60000000e+00    1.30993257e-05    2.77099789e-03    6.61554209e-01    5.80042164e-02
561      5.61000000e+00    1.31257131e-05    2.77600212e-03    6.61606166e-01    5.79957583e-02
562      5.62000000e+00    1.31521006e-05    2.78100635e-03    6.61658070e-01    5.79873017e-02
563      5.63000000e+00    1.31784883e-05    2.78601058e-03    6.61709916e-01    5.79788479e-02
564      5.64000000e+00    1.32048761e-05    2.79101480e-03    6.61761699e-01    5.79703983e-02
565      5.65000000e+00    1.32312641e-05    2.79601902e-03    6.61813416e-01    5.79619537e-02
566      5.66000000e+00    1.32576524e-05    2.80102324e-03    6.61865063e-01    5.79535153e-02
567      5.67000000e+00    1.32840407e-05    2.80602746e-03    6.61916638e-01    5.79450839e-02
568      5.68000000e+00    1.33104293e-05    2.81103167e-03    6.61968138e-01    5.79366602e-02
569      5.69000000e+00    1.33368181e-05    2.81603588e-03    6.62019561e-01    5.79282449e-02
570      5.70000000e+00    1.33632072e-05    2.82104008e-03    6.62070904e-01    5.79198388e-02
571      5.71000000e+00    1.33895964e-05    2.82604428e-03    6.62122166e-01    5.79114423e-02
572      5.72000000e+00    1.34159858e-05    2.83104847e-03    6.62173346e-01    5.79030559e-02
573      5.73000000e+00    1.34423755e-05    2.83605266e-03    6.62224441e-01    5.78946801e-02
574      5.74000000e+00    1.34687654e-05    2.84105684e-03    6.62275450e-01    5.78863153e-02
575      5.75000000e+00    1.34951555e-05    2.84606102e-03    6.62326373e-01    5.78779619e-02
576      5.76000000e+00    1.35215459e-05    2.85106519e-03    6.62377208e-01    5.78696201e-02
577      5.77000000e+00    1.35479365e-05    2.85606935e-03    6.62427955e-01    5.78612903e-02
578      5.78000000e+00    1.35743273e-05    2.86107351e-03    6.62478613e-01    5.78529727e-02
579      5.79000000e+00    1.36007493e-05    2.86607605e-03    6.62517525e-01    5.78478908e-02
580      5.80000000e+00    1.36271379e-05    2.87108034e-03    6.62569009e-01    5.78393206e-02
581      5.81000000e+00    1.36535270e-05    2.87608461e-03    6.62620314e-01    5.78307879e-02
582      5.82000000e+00    1.36799166e-05    2.88108885e-03    6.62671446e-01    5.78222905e-02
583      5.83000000e+00    1.37063066e-05    2.88609309e-03    6.62722412e-01    5.78138267e-02
584      5.84000000e+00    1.37326970e-05    2.89109730e-03    6.62773221e-01    5.78053945e-02
585      5.85000000e+00    1.37590879e-05    2.89610150e-03    6.62823876e-01    5.77969926e-02
586      5.86000000e+00    1.37854791e-05    2.90110569e-03    6.62874384e-01    5.77886194e-02
587      5.87000000e+00    1.38118707e-05    2.90610986e-03    6.62924749e-01    5.77802736e-02
588      5.88000000e+00    1.38382934e-05    2.91111242e-03    6.62963384e-01    5.77751658e-02
589      5.89000000e+00    1.38646831e-05    2.91611670e-03    6.63014455e-01    5.77666014e-02
590      5.90000000e+00    1.38910734e-05    2.92112096e-03    6.63065310e-01    5.77580847e-02
