Index       V(4)            I(VMON1)          I(VMON2)            V(1)              V(2)       
294      2.94000000e+00    6.14352564e-06    1.43891494e-03    6.23890833e-01    6.21701113e-02
295      2.95000000e+00    6.16974399e-06    1.44392324e-03    6.24006517e-01    6.21535168e-02
296      2.96000000e+00    6.19596362e-06    1.44893151e-03    6.24121716e-01    6.21369766e-02
297      2.97000000e+00    6.22218452e-06    1.45393975e-03    6.24236435e-01    6.21204904e-02
298      2.98000000e+00    6.24840669e-06    1.45894797e-03    6.24350676e-01    6.21040577e-02
299      2.99000000e+00    6.27463012e-06    1.46395616e-03    6.24464445e-01    6.20876781e-02
300      3.00000000e+00    6.30085479e-06    1.46896432e-03    6.24577744e-01    6.20713514e-02
301      3.01000000e+00    6.32708069e-06    1.47397246e-03    6.24690578e-01    6.20550770e-02
302      3.02000000e+00    6.35330782e-06    1.47898057e-03    6.24802951e-01    6.20388547e-02
303      3.03000000e+00    6.37953617e-06    1.48398866e-03    6.24914865e-01    6.20226840e-02
304      3.04000000e+00    6.40576571e-06    1.48899672e-03    6.25026326e-01    6.20065647e-02
305      3.05000000e+00    6.43199646e-06    1.49400475e-03    6.25137336e-01    6.19904963e-02
306      3.06000000e+00    6.45822838e-06    1.49901276e-03    6.25247899e-01    6.19744785e-02
307      3.07000000e+00    6.48446149e-06    1.50402074e-03    6.25358019e-01    6.19585110e-02
308      3.08000000e+00    6.51069576e-06    1.50902870e-03    6.25467700e-01    6.19425934e-02
309      3.09000000e+00    6.53693118e-06    1.51403664e-03    6.25576943e-01    6.19267254e-02
310      3.10000000e+00    6.56316776e-06    1.51904455e-03    6.25685754e-01    6.19109066e-02
311      3.11000000e+00    6.58940548e-06    1.52405243e-03    6.25794136e-01    6.18951367e-02
312      3.12000000e+00    6.61564432e-06    1.52906029e-03    6.25902091e-01    6.18794154e-02
313      3.13000000e+00    6.64188429e-06    1.53406813e-03    6.26009623e-01    6.18637424e-02
314      3.14000000e+00    6.66812537e-06    1.53907594e-03    6.26116736e-01    6.18481173e-02
315      3.15000000e+00    6.69436755e-06    1.54408373e-03    6.26223432e-01    6.18325399e-02
316      3.16000000e+00    6.72061083e-06    1.54909150e-03    6.26329715e-01    6.18170097e-02
317      3.17000000e+00    6.74685520e-06    1.55409924e-03    6.26435589e-01    6.18015266e-02
318      3.18000000e+00    6.77310065e-06    1.55910695e-03    6.26541055e-01    6.17860902e-02
319      3.19000000e+00    6.79934717e-06    1.56411465e-03    6.26646117e-01    6.17707001e-02
320      3.20000000e+00    6.82559475e-06    1.56912232e-03    6.26750779e-01    6.17553562e-02
321      3.21000000e+00    6.85184339e-06    1.57412997e-03    6.26855043e-01    6.17400581e-02
322      3.22000000e+00    6.87809307e-06    1.57913760e-03    6.26958913e-01    6.17248055e-02
323      3.23000000e+00    6.90434379e-06    1.58414520e-03    6.27062391e-01    6.17095981e-02
324      3.24000000e+00    6.93059555e-06    1.58915278e-03    6.27165479e-01    6.16944357e-02
325      3.25000000e+00    6.95684832e-06    1.59416034e-03    6.27268182e-01    6.16793179e-02
326      3.26000000e+00    6.98310212e-06    1.59916788e-03    6.27370502e-01    6.16642446e-02
327      3.27000000e+00    7.00935692e-06    1.60417539e-03    6.27472441e-01    6.16492153e-02
328      3.28000000e+00    7.03561272e-06    1.60918289e-03    6.27574004e-01    6.16342299e-02
329      3.29000000e+00    7.06186952e-06    1.61419036e-03    6.27675191e-01    6.16192880e-02
330      3.30000000e+00    7.08812730e-06    1.61919781e-03    6.27776006e-01    6.16043894e-02
331      3.31000000e+00    7.11438607e-06    1.62420523e-03    6.27876452e-01    6.15895339e-02
332      3.32000000e+00    7.14064580e-06    1.62921264e-03    6.27976532e-01    6.15747211e-02
333      3.33000000e+00    7.16690651e-06    1.63422002e-03    6.28076247e-01    6.15599509e-02
334      3.34000000e+00    7.19316817e-06    1.63922739e-03    6.28175601e-01    6.15452229e-02
335      3.35000000e+00    7.21943078e-06    1.64423473e-03    6.28274597e-01    6.15305369e-02
336      3.36000000e+00    7.24569433e-06    1.64924205e-03    6.28373236e-01    6.15158927e-02
337      3.37000000e+00    7.27195883e-06    1.65424936e-03    6.28471521e-01    6.15012893e-02
338      3.38000000e+00    7.29822425e-06    1.65925664e-03    6.28569456e-01    6.14867246e-02
339      3.39000000e+00    7.32449061e-06    1.66426390e-03    6.28667042e-01    6.14722011e-02
340      3.40000000e+00    7.35075787e-06    1.66927114e-03    6.28764281e-01    6.14577183e-02
341      3.41000000e+00    7.37702606e-06    1.67427836e-03    6.28861177e-01    6.14432762e-02
342      3.42000000e+00    7.40329514e-06    1.67928556e-03    6.28957731e-01    6.14288743e-02
343      3.43000000e+00    7.42956513e-06    1.68429274e-03    6.29053947e-01    6.14145125e-02
344      3.44000000e+00    7.45583601e-06    1.68929990e-03    6.29149825e-01    6.14001906e-02
345      3.45000000e+00    7.48210777e-06    1.69430705e-03    6.29245370e-01    6.13859084e-02
346      3.46000000e+00    7.50838042e-06    1.69931417e-03    6.29340582e-01    6.13716655e-02
347      3.47000000e+00    7.53465394e-06    1.70432127e-03    6.29435465e-01    6.13574618e-02
348      3.48000000e+00    7.56092833e-06    1.70932835e-03    6.29530020e-01    6.13432971e-02
349      3.49000000e+00    7.58720358e-06    1.71433541e-03    6.29624250e-01    6.13291712e-02
350      3.50000000e+00    7.61347969e-06    1.71934246e-03    6.29718157e-01    6.13150837e-02
351      3.51000000e+00    7.63975665e-06    1.72434948e-03    6.29811743e-01    6.13010346e-02
352      3.52000000e+00    7.66603445e-06    1.72935649e-03    6.29905011e-01    6.12870236e-02
353      3.53000000e+00    7.69231310e-06    1.73436347e-03    6.29997962e-01    6.12730504e-02
354      3.54000000e+00    7.71859258e-06    1.73937044e-03    6.30090598e-01    6.12591149e-02
355      3.55000000e+00    7.74487288e-06    1.74437739e-03    6.30182922e-01    6.12452169e-02
356      3.56000000e+00    7.77115401e-06    1.74938432e-03    6.30274937e-01    6.12313562e-02
357      3.57000000e+00    7.79743596e-06    1.75439123e-03    6.30366643e-01    6.12175325e-02
358      3.58000000e+00    7.82371872e-06    1.75939813e-03    6.30458042e-01    6.12037457e-02
359      3.59000000e+00    7.85000229e-06    1.76440500e-03    6.30549138e-01    6.11899956e-02
360      3.60000000e+00    7.87628665e-06    1.76941186e-03    6.30639932e-01    6.11762819e-02
361      3.61000000e+00    7.90257181e-06    1.77441870e-03    6.30730426e-01    6.11626045e-02
362      3.62000000e+00    7.92885777e-06    1.77942552e-03    6.30820621e-01    6.11489631e-02
363      3.63000000e+00    7.95514451e-06    1.78443232e-03    6.30910521e-01    6.11353576e-02
364      3.64000000e+00    7.98143203e-06    1.78943911e-03    6.31000126e-01    6.11217878e-02
365      3.65000000e+00    8.00772032e-06    1.79444587e-03    6.31089439e-01    6.11082536e-02
366      3.66000000e+00    8.03400939e-06    1.79945262e-03    6.31178461e-01    6.10947546e-02
367      3.67000000e+00    8.06029922e-06    1.80445935e-03    6.31267195e-01    6.10812908e-02
368      3.68000000e+00    8.08658981e-06    1.80946607e-03    6.31355642e-01    6.10678619e-02
369      3.69000000e+00    8.11288116e-06    1.81447277e-03    6.31443804e-01    6.10544677e-02
370      3.70000000e+00    8.13917325e-06    1.81947945e-03    6.31531683e-01    6.10411082e-02
371      3.71000000e+00    8.16546610e-06    1.82448611e-03    6.31619281e-01    6.10277830e-02
372      3.72000000e+00    8.19175968e-06    1.82949275e-03    6.31706600e-01    6.10144921e-02
373      3.73000000e+00    8.21805400e-06    1.83449938e-03    6.31793640e-01    6.10012353e-02
374      3.74000000e+00    8.24434906e-06    1.83950599e-03    6.31880405e-01    6.09880123e-02
375      3.75000000e+00    8.27064484e-06    1.84451259e-03    6.31966895e-01    6.09748230e-02
376      3.76000000e+00    8.29694134e-06    1.84951917e-03    6.32053113e-01    6.09616672e-02
377      3.77000000e+00    8.32323857e-06    1.85452573e-03    6.32139060e-01    6.09485448e-02
378      3.78000000e+00    8.34953650e-06    1.85953227e-03    6.32224738e-01    6.09354556e-02
379      3.79000000e+00    8.37583515e-06    1.86453880e-03    6.32310149e-01    6.09223995e-02
380      3.80000000e+00    8.40213450e-06    1.86954531e-03    6.32395293e-01    6.09093762e-02
381      3.81000000e+00    8.42843455e-06    1.87455181e-03    6.32480174e-01    6.08963855e-02
382      3.82000000e+00    8.45473530e-06    1.87955829e-03    6.32564792e-01    6.08834275e-02
383      3.83000000e+00    8.48103674e-06    1.88456475e-03    6.32649149e-01    6.08705018e-02
384      3.84000000e+00    8.50733887e-06    1.88957120e-03    6.32733246e-01    6.08576083e-02
385      3.85000000e+00    8.53364168e-06    1.89457763e-03    6.32817086e-01    6.08447469e-02
386      3.86000000e+00    8.55994517e-06    1.89958404e-03    6.32900670e-01    6.08319173e-02
387      3.87000000e+00    8.58624934e-06    1.90459044e-03    6.32983999e-01    6.08191196e-02
388      3.88000000e+00    8.61255418e-06    1.90959682e-03    6.33067075e-01    6.08063534e-02
389      3.89000000e+00    8.63885968e-06    1.91460319e-03    6.33149899e-01    6.07936186e-02
390      3.90000000e+00    8.66516585e-06    1.91960954e-03    6.33232474e-01    6.07809151e-02
391      3.91000000e+00    8.69147268e-06    1.92461588e-03    6.33314799e-01    6.07682428e-02
392      3.92000000e+00    8.71778016e-06    1.92962220e-03    6.33396878e-01    6.07556014e-02
393      3.93000000e+00    8.74408830e-06    1.93462850e-03    6.33478711e-01    6.07429908e-02
394      3.94000000e+00    8.77039708e-06    1.93963480e-03    6.33560300e-01    6.07304089e-02
395      3.95000000e+00    8.79670651e-06    1.94464107e-03    6.33641646e-01    6.07178569e-02
396      3.96000000e+00    8.82301658e-06    1.94964733e-03    6.33722751e-01    6.07053354e-02
397      3.97000000e+00    8.84932728e-06    1.95465358e-03    6.33803616e-01    6.06928442e-02
398      3.98000000e+00    8.87563861e-06    1.95965981e-03    6.33884243e-01    6.06803831e-02
399      3.99000000e+00    8.90195058e-06    1.96466602e-03    6.33964632e-01    6.06679520e-02
400      4.00000000e+00    8.92826317e-06    1.96967222e-03    6.34044786e-01    6.06555508e-02
401      4.01000000e+00    8.95457638e-06    1.97467841e-03    6.34124705e-01    6.06431792e-02
402      4.02000000e+00    8.98089021e-06    1.97968458e-03    6.34204392e-01    6.06308372e-02
403      4.03000000e+00    9.00720465e-06    1.98469074e-03    6.34283847e-01    6.06185247e-02
404      4.04000000e+00    9.03351970e-06    1.98969688e-03    6.34363071e-01    6.06062414e-02
405      4.05000000e+00    9.05983537e-06    1.99470301e-03    6.34442067e-01    6.05939873e-02
406      4.06000000e+00    9.08615163e-06    1.99970912e-03    6.34520835e-01    6.05817622e-02
407      4.07000000e+00    9.11246850e-06    2.00471522e-03    6.34599377e-01    6.05695660e-02
408      4.08000000e+00    9.13878596e-06    2.00972130e-03    6.34677694e-01    6.05573985e-02
409      4.09000000e+00    9.16510401e-06    2.01472737e-03    6.34755787e-01    6.05452597e-02
410      4.10000000e+00    9.19142266e-06    2.01973343e-03    6.34833657e-01    6.05331494e-02
411      4.11000000e+00    9.21774189e-06    2.02473947e-03    6.34911307e-01    6.05210674e-02
412      4.12000000e+00    9.24406171e-06    2.02974549e-03    6.34988736e-01    6.05090137e-02
413      4.13000000e+00    9.27038210e-06    2.03475151e-03    6.35065946e-01    6.04969881e-02
414      4.14000000e+00    9.29670308e-06    2.03975750e-03    6.35142940e-01    6.04849905e-02
415      4.15000000e+00    9.32302463e-06    2.04476349e-03    6.35219716e-01    6.04730208e-02
416      4.16000000e+00    9.34934674e-06    2.04976946e-03    6.35296278e-01    6.04610788e-02
417      4.17000000e+00    9.37566943e-06    2.05477542e-03    6.35372626e-01    6.04491644e-02
418      4.18000000e+00    9.40199268e-06    2.05978136e-03    6.35448761e-01    6.04372775e-02
419      4.19000000e+00    9.42831649e-06    2.06478729e-03    6.35524684e-01    6.04254179e-02
420      4.20000000e+00    9.45464086e-06    2.06979321e-03    6.35600397e-01    6.04135856e-02
421      4.21000000e+00    9.48096578e-06    2.07479911e-03    6.35675901e-01    6.04017805e-02
422      4.22000000e+00    9.50729125e-06    2.07980500e-03    6.35751197e-01    6.03900024e-02
423      4.23000000e+00    9.53361728e-06    2.08481087e-03    6.35826286e-01    6.03782511e-02
424      4.24000000e+00    9.55994385e-06    2.08981674e-03    6.35901169e-01    6.03665266e-02
425      4.25000000e+00    9.58627096e-06    2.09482259e-03    6.35975848e-01    6.03548288e-02
426      4.26000000e+00    9.61259861e-06    2.09982842e-03    6.36050323e-01    6.03431576e-02
427      4.27000000e+00    9.63892680e-06    2.10483424e-03    6.36124596e-01    6.03315127e-02
428      4.28000000e+00    9.66525553e-06    2.10984005e-03    6.36198667e-01    6.03198942e-02
429      4.29000000e+00    9.69158478e-06    2.11484585e-03    6.36272538e-01    6.03083019e-02
430      4.30000000e+00    9.71791456e-06    2.11985163e-03    6.36346209e-01    6.02967357e-02
431      4.31000000e+00    9.74424487e-06    2.12485740e-03    6.36419683e-01    6.02851955e-02
432      4.32000000e+00    9.77057570e-06    2.12986316e-03    6.36492959e-01    6.02736811e-02
433      4.33000000e+00    9.79690706e-06    2.13486890e-03    6.36566040e-01    6.02621925e-02
434      4.34000000e+00    9.82323892e-06    2.13987464e-03    6.36638925e-01    6.02507295e-02
435      4.35000000e+00    9.84957131e-06    2.14488035e-03    6.36711617e-01    6.02392921e-02
436      4.36000000e+00    9.87591843e-06    2.14988536e-03    6.36778752e-01    6.02292815e-02
437      4.37000000e+00    9.90225233e-06    2.15489103e-03    6.36850871e-01    6.02179443e-02
438      4.38000000e+00    9.92858643e-06    2.15989670e-03    6.36922917e-01    6.02066019e-02
439      4.39000000e+00    9.95492102e-06    2.16490236e-03    6.36994774e-01    6.01952840e-02
440      4.40000000e+00    9.98125612e-06    2.16990800e-03    6.37066442e-01    6.01839914e-02
441      4.41000000e+00    1.00075917e-05    2.17491364e-03    6.37137922e-01    6.01727239e-02
442      4.42000000e+00    1.00339278e-05    2.17991926e-03    6.37209213e-01    6.01614814e-02
443      4.43000000e+00    1.00602644e-05    2.18492487e-03    6.37280318e-01    6.01502639e-02
444      4.44000000e+00    1.00866015e-05    2.18993046e-03    6.37351237e-01    6.01390711e-02
445      4.45000000e+00    1.01129391e-05    2.19493605e-03    6.37421971e-01    6.01279031e-02
446      4.46000000e+00    1.01392771e-05    2.19994162e-03    6.37492522e-01    6.01167598e-02
447      4.47000000e+00    1.01656157e-05    2.20494718e-03    6.37562889e-01    6.01056409e-02
448      4.48000000e+00    1.01919547e-05    2.20995273e-03    6.37633074e-01    6.00945465e-02
449      4.49000000e+00    1.02182942e-05    2.21495826e-03    6.37703078e-01    6.00834765e-02
450      4.50000000e+00    1.02446342e-05    2.21996378e-03    6.37772902e-01    6.00724307e-02
451      4.51000000e+00    1.02709747e-05    2.22496930e-03    6.37842547e-01    6.00614090e-02
452      4.52000000e+00    1.02973156e-05    2.22997479e-03    6.37912013e-01    6.00504114e-02
453      4.53000000e+00    1.03236570e-05    2.23498028e-03    6.37981302e-01    6.00394378e-02
454      4.54000000e+00    1.03499989e-05    2.23998576e-03    6.38050414e-01    6.00284880e-02
455      4.55000000e+00    1.03763412e-05    2.24499122e-03    6.38119350e-01    6.00175621e-02
456      4.56000000e+00    1.04026841e-05    2.24999667e-03    6.38188111e-01    6.00066598e-02
457      4.57000000e+00    1.04290273e-05    2.25500211e-03    6.38256698e-01    5.99957811e-02
458      4.58000000e+00    1.04553711e-05    2.26000754e-03    6.38325112e-01    5.99849259e-02
459      4.59000000e+00    1.04817152e-05    2.26501295e-03    6.38393354e-01    5.99740942e-02
460      4.60000000e+00    1.05080599e-05    2.27001836e-03    6.38461424e-01    5.99632858e-02
461      4.61000000e+00    1.05344050e-05    2.27502375e-03    6.38529324e-01    5.99525006e-02
462      4.62000000e+00    1.05607505e-05    2.28002913e-03    6.38597054e-01    5.99417386e-02
463      4.63000000e+00    1.05870965e-05    2.28503450e-03    6.38664614e-01    5.99309997e-02
464      4.64000000e+00    1.06134430e-05    2.29003986e-03    6.38732007e-01    5.99202838e-02
465      4.65000000e+00    1.06397898e-05    2.29504520e-03    6.38799232e-01    5.99095907e-02
466      4.66000000e+00    1.06661372e-05    2.30005054e-03    6.38866290e-01    5.98989205e-02
467      4.67000000e+00    1.06924849e-05    2.30505586e-03    6.38933183e-01    5.98882730e-02
468      4.68000000e+00    1.07188331e-05    2.31006118e-03    6.38999911e-01    5.98776482e-02
469      4.69000000e+00    1.07451818e-05    2.31506648e-03    6.39066475e-01    5.98670459e-02
470      4.70000000e+00    1.07715308e-05    2.32007177e-03    6.39132875e-01    5.98564662e-02
471      4.71000000e+00    1.07978803e-05    2.32507705e-03    6.39199112e-01    5.98459088e-02
472      4.72000000e+00    1.08242303e-05    2.33008231e-03    6.39265188e-01    5.98353738e-02
473      4.73000000e+00    1.08505806e-05    2.33508757e-03    6.39331102e-01    5.98248610e-02
474      4.74000000e+00    1.08769314e-05    2.34009281e-03    6.39396856e-01    5.98143704e-02
475      4.75000000e+00    1.09032826e-05    2.34509805e-03    6.39462451e-01    5.98039018e-02
476      4.76000000e+00    1.09296343e-05    2.35010327e-03    6.39527887e-01    5.97934553e-02
477      4.77000000e+00    1.09559863e-05    2.35510848e-03    6.39593164e-01    5.97830307e-02
478      4.78000000e+00    1.09823388e-05    2.36011369e-03    6.39658284e-01    5.97726280e-02
479      4.79000000e+00    1.10086917e-05    2.36511888e-03    6.39723248e-01    5.97622470e-02
480      4.80000000e+00    1.10350449e-05    2.37012406e-03    6.39788055e-01    5.97518877e-02
481      4.81000000e+00    1.10613987e-05    2.37512922e-03    6.39852707e-01    5.97415501e-02
482      4.82000000e+00    1.10877528e-05    2.38013438e-03    6.39917205e-01    5.97312340e-02
483      4.83000000e+00    1.11141073e-05    2.38513953e-03    6.39981549e-01    5.97209394e-02
484      4.84000000e+00    1.11404622e-05    2.39014467e-03    6.40045740e-01    5.97106662e-02
485      4.85000000e+00    1.11668176e-05    2.39514979e-03    6.40109778e-01    5.97004143e-02
486      4.86000000e+00    1.11931733e-05    2.40015491e-03    6.40173665e-01    5.96901837e-02
487      4.87000000e+00    1.12195294e-05    2.40516001e-03    6.40237400e-01    5.96799743e-02
488      4.88000000e+00    1.12458860e-05    2.41016511e-03    6.40300985e-01    5.96697859e-02
489      4.89000000e+00    1.12722429e-05    2.41517019e-03    6.40364421e-01    5.96596187e-02
490      4.90000000e+00    1.12986002e-05    2.42017526e-03    6.40427707e-01    5.96494724e-02
491      4.91000000e+00    1.13249580e-05    2.42518033e-03    6.40490846e-01    5.96393470e-02
492      4.92000000e+00    1.13513161e-05    2.43018538e-03    6.40553836e-01    5.96292424e-02
493      4.93000000e+00    1.13776746e-05    2.43519042e-03    6.40616679e-01    5.96191586e-02
494      4.94000000e+00    1.14040335e-05    2.44019545e-03    6.40679376e-01    5.96090955e-02
495      4.95000000e+00    1.14303928e-05    2.44520047e-03    6.40741927e-01    5.95990530e-02
496      4.96000000e+00    1.14567524e-05    2.45020548e-03    6.40804333e-01    5.95890311e-02
497      4.97000000e+00    1.14831125e-05    2.45521049e-03    6.40866595e-01    5.95790297e-02
498      4.98000000e+00    1.15094729e-05    2.46021548e-03    6.40928713e-01    5.95690487e-02
499      4.99000000e+00    1.15358157e-05    2.46522136e-03    6.40997472e-01    5.95572775e-02
500      5.00000000e+00    1.15621936e-05    2.47022549e-03    6.41053001e-01    5.95490192e-02
501      5.01000000e+00    1.15885379e-05    2.47523132e-03    6.41121220e-01    5.95373556e-02
502      5.02000000e+00    1.16149170e-05    2.48023540e-03    6.41176272e-01    5.95291902e-02
503      5.03000000e+00    1.16412615e-05    2.48524125e-03    6.41244428e-01    5.95175076e-02
504      5.04000000e+00    1.16676420e-05    2.49024528e-03    6.41298985e-01    5.95094407e-02
505      5.05000000e+00    1.16939865e-05    2.49525113e-03    6.41367084e-01    5.94977372e-02
506      5.06000000e+00    1.17203683e-05    2.50025511e-03    6.41421141e-01    5.94897704e-02
507      5.07000000e+00    1.17467130e-05    2.50526098e-03    6.41489194e-01    5.94780438e-02
508      5.08000000e+00    1.17730776e-05    2.51026585e-03    6.41549732e-01    5.94683098e-02
509      5.09000000e+00    1.17994418e-05    2.51527074e-03    6.41610451e-01    5.94585103e-02
510      5.10000000e+00    1.18258063e-05    2.52027563e-03    6.41671022e-01    5.94487336e-02
511      5.11000000e+00    1.18521712e-05    2.52528051e-03    6.41731459e-01    5.94389757e-02
512      5.12000000e+00    1.18785364e-05    2.53028538e-03    6.41791764e-01    5.94292367e-02
513      5.13000000e+00    1.19049020e-05    2.53529024e-03    6.41851935e-01    5.94195166e-02
514      5.14000000e+00    1.19312680e-05    2.54029509e-03    6.41911975e-01    5.94098153e-02
515      5.15000000e+00    1.19576343e-05    2.54529993e-03    6.41971883e-01    5.94001327e-02
516      5.16000000e+00    1.19840009e-05    2.55030477e-03    6.42031661e-01    5.93904687e-02
517      5.17000000e+00    1.20103679e-05    2.55530959e-03    6.42091308e-01    5.93808233e-02
518      5.18000000e+00    1.20367352e-05    2.56031440e-03    6.42150825e-01    5.93711964e-02
519      5.19000000e+00    1.20631029e-05    2.56531921e-03    6.42210213e-01    5.93615880e-02
520      5.20000000e+00    1.20894709e-05    2.57032400e-03    6.42269473e-01    5.93519980e-02
521      5.21000000e+00    1.21158392e-05    2.57532879e-03    6.42328605e-01    5.93424262e-02
522      5.22000000e+00    1.21422079e-05    2.58033356e-03    6.42387609e-01    5.93328727e-02
523      5.23000000e+00    1.21685770e-05    2.58533833e-03    6.42446486e-01    5.93233374e-02
524      5.24000000e+00    1.21949463e-05    2.59034309e-03    6.42505238e-01    5.93138202e-02
525      5.25000000e+00    1.22213160e-05    2.59534784e-03    6.42563863e-01    5.93043211e-02
526      5.26000000e+00    1.22476860e-05    2.60035258e-03    6.42622363e-01    5.92948399e-02
527      5.27000000e+00    1.22740564e-05    2.60535731e-03    6.42680739e-01    5.92853767e-02
528      5.28000000e+00    1.23004271e-05    2.61036203e-03    6.42738991e-01    5.92759313e-02
529      5.29000000e+00    1.23267981e-05    2.61536675e-03    6.42797119e-01    5.92665037e-02
530      5.30000000e+00    1.23531694e-05    2.62037145e-03    6.42855124e-01    5.92570938e-02
531      5.31000000e+00    1.23795411e-05    2.62537615e-03    6.42913007e-01    5.92477016e-02
532      5.32000000e+00    1.24059131e-05    2.63038084e-03    6.42970767e-01    5.92383270e-02
533      5.33000000e+00    1.24322854e-05    2.63538552e-03    6.43028407e-01    5.92289699e-02
534      5.34000000e+00    1.24586580e-05    2.64039018e-03    6.43085925e-01    5.92196303e-02
535      5.35000000e+00    1.24850310e-05    2.64539485e-03    6.43143323e-01    5.92103081e-02
536      5.36000000e+00    1.25114042e-05    2.65039950e-03    6.43200601e-01    5.92010033e-02
537      5.37000000e+00    1.25377778e-05    2.65540414e-03    6.43257760e-01    5.91917158e-02
538      5.38000000e+00    1.25641517e-05    2.66040878e-03    6.43314800e-01    5.91824455e-02
539      5.39000000e+00    1.25905259e-05    2.66541340e-03    6.43371722e-01    5.91731923e-02
540      5.40000000e+00    1.26169005e-05    2.67041802e-03    6.43428526e-01    5.91639563e-02
541      5.41000000e+00    1.26432753e-05    2.67542263e-03    6.43485213e-01    5.91547373e-02
542      5.42000000e+00    1.26696504e-05    2.68042723e-03    6.43541783e-01    5.91455353e-02
543      5.43000000e+00    1.26960259e-05    2.68543182e-03    6.43598237e-01    5.91363503e-02
544      5.44000000e+00    1.27224017e-05    2.69043641e-03    6.43654575e-01    5.91271821e-02
545      5.45000000e+00    1.27487777e-05    2.69544098e-03    6.43710798e-01    5.91180307e-02
546      5.46000000e+00    1.27751541e-05    2.70044555e-03    6.43766905e-01    5.91088960e-02
547      5.47000000e+00    1.28015519e-05    2.70544904e-03    6.43814938e-01    5.91019296e-02
548      5.48000000e+00    1.28279306e-05    2.71045350e-03    6.43870155e-01    5.90930080e-02
549      5.49000000e+00    1.28543085e-05    2.71545801e-03    6.43925713e-01    5.90839802e-02
550      5.50000000e+00    1.28806865e-05    2.72046252e-03    6.43981184e-01    5.90749620e-02
551      5.51000000e+00    1.29070649e-05    2.72546702e-03    6.44036540e-01    5.90659607e-02
552      5.52000000e+00    1.29334436e-05    2.73047151e-03    6.44091781e-01    5.90569769e-02
553      5.53000000e+00    1.29598225e-05    2.73547599e-03    6.44146907e-01    5.90480106e-02
554      5.54000000e+00    1.29862018e-05    2.74048047e-03    6.44201917e-01    5.90390616e-02
555      5.55000000e+00    1.30125814e-05    2.74548493e-03    6.44256813e-01    5.90301301e-02
556      5.56000000e+00    1.30389613e-05    2.75048939e-03    6.44311594e-01    5.90212158e-02
557      5.57000000e+00    1.30653415e-05    2.75549384e-03    6.44366261e-01    5.90123190e-02
558      5.58000000e+00    1.30917220e-05    2.76049828e-03    6.44420815e-01    5.90034394e-02
559      5.59000000e+00    1.31181028e-05    2.76550271e-03    6.44475255e-01    5.89945771e-02
560      5.60000000e+00    1.31444839e-05    2.77050713e-03    6.44529583e-01    5.89857320e-02
561      5.61000000e+00    1.31708426e-05    2.77551270e-03    6.44592333e-01    5.89745903e-02
562      5.62000000e+00    1.31972449e-05    2.78051606e-03    6.44638682e-01    5.89678817e-02
563      5.63000000e+00    1.32236052e-05    2.78552156e-03    6.44700851e-01    5.89568701e-02
564      5.64000000e+00    1.32500089e-05    2.79052486e-03    6.44746632e-01    5.89502900e-02
565      5.65000000e+00    1.32763687e-05    2.79553040e-03    6.44808992e-01    5.89391995e-02
566      5.66000000e+00    1.33027741e-05    2.80053362e-03    6.44854150e-01    5.89327634e-02
567      5.67000000e+00    1.33291334e-05    2.80553921e-03    6.44916718e-01    5.89215894e-02
568      5.68000000e+00    1.33555405e-05    2.81054235e-03    6.44961235e-01    5.89153025e-02
569      5.69000000e+00    1.33818991e-05    2.81554798e-03    6.45024033e-01    5.89040393e-02
570      5.70000000e+00    1.34082843e-05    2.82055226e-03    6.45076805e-01    5.88954855e-02
571      5.71000000e+00    1.34346678e-05    2.82555663e-03    6.45130228e-01    5.88867424e-02
572      5.72000000e+00    1.34610518e-05    2.83056098e-03    6.45183489e-01    5.88780304e-02
573      5.73000000e+00    1.34874359e-05    2.83556533e-03    6.45236653e-01    5.88693322e-02
574      5.74000000e+00    1.35138204e-05    2.84056968e-03    6.45289715e-01    5.88606491e-02
575      5.75000000e+00    1.35402051e-05    2.84557401e-03    6.45342676e-01    5.88519810e-02
576      5.76000000e+00    1.35665901e-05    2.85057834e-03    6.45395536e-01    5.88433278e-02
577      5.77000000e+00    1.35929753e-05    2.85558266e-03    6.45448296e-01    5.88346895e-02
578      5.78000000e+00    1.36193609e-05    2.86058697e-03    6.45500957e-01    5.88260660e-02
579      5.79000000e+00    1.36457466e-05    2.86559127e-03    6.45553518e-01    5.88174572e-02
580      5.80000000e+00    1.36721327e-05    2.87059557e-03    6.45605980e-01    5.88088630e-02
581      5.81000000e+00    1.36985190e-05    2.87559986e-03    6.45658343e-01    5.88002835e-02
582      5.82000000e+00    1.37249055e-05    2.88060414e-03    6.45710609e-01    5.87917186e-02
583      5.83000000e+00    1.37512924e-05    2.88560842e-03    6.45762777e-01    5.87831682e-02
584      5.84000000e+00    1.37777035e-05    2.89061145e-03    6.45805772e-01    5.87771045e-02
585      5.85000000e+00    1.38040936e-05    2.89561557e-03    6.45856704e-01    5.87688674e-02
586      5.86000000e+00    1.38304822e-05    2.90061977e-03    6.45908216e-01    5.87604601e-02
587      5.87000000e+00    1.38568709e-05    2.90562397e-03    6.45959684e-01    5.87520532e-02
588      5.88000000e+00    1.38832349e-05    2.91062945e-03    6.46020432e-01    5.87411044e-02
589      5.89000000e+00    1.39096465e-05    2.91563249e-03    6.46063267e-01    5.87350277e-02
590      5.90000000e+00    1.39360120e-05    2.92063790e-03    6.46123490e-01    5.87241976e-02
