Index        FREQ           Re(V(8))         Im(V(8))
0       1.00000000e+02   2.02597336e+01   2.54291933e-04   
1       1.25892541e+02   2.02597401e+01   3.20057947e-04   
2       1.58489319e+02   2.02597503e+01   4.02776208e-04   
3       1.99526231e+02   2.02597666e+01   5.06760242e-04   
4       2.51188643e+02   2.02597923e+01   6.37365070e-04   
5       3.16227766e+02   2.02598331e+01   8.01182051e-04   
6       3.98107171e+02   2.02598977e+01   1.00621014e-03   
7       5.01187234e+02   2.02599999e+01   1.26192475e-03   
8       6.30957344e+02   2.02601616e+01   1.57907451e-03   
9       7.94328235e+02   2.02604170e+01   1.96885652e-03   
10      1.00000000e+03   2.02608196e+01   2.44077167e-03   
11      1.25892541e+03   2.02614524e+01   2.99780741e-03   
12      1.58489319e+03   2.02624423e+01   3.62642268e-03   
13      1.99526231e+03   2.02639793e+01   4.27687574e-03   
14      2.51188643e+03   2.02663380e+01   4.82672553e-03   
15      3.16227766e+03   2.02698941e+01   5.01792524e-03   
16      3.98107171e+03   2.02751144e+01   4.35992927e-03   
17      5.01187234e+03   2.02824846e+01   2.00715948e-03   
18      6.30957344e+03   2.02923352e+01   -3.33961807e-03  
19      7.94328235e+03   2.03045743e+01   -1.34031492e-02  
20      1.00000000e+04   2.03184601e+01   -3.00716057e-02  
21      1.25892541e+04   2.03326467e+01   -5.49808318e-02  
22      1.58489319e+04   2.03455964e+01   -8.92454648e-02  
23      1.99526231e+04   2.03561046e+01   -1.33621773e-01  
24      2.51188643e+04   2.03635511e+01   -1.89018670e-01  
25      3.16227766e+04   2.03677671e+01   -2.57017973e-01  
26      3.98107171e+04   2.03687044e+01   -3.40191493e-01  
27      5.01187234e+04   2.03660975e+01   -4.42243617e-01  
28      6.30957344e+04   2.03591757e+01   -5.68098972e-01  
29      7.94328235e+04   2.03463685e+01   -7.24015662e-01  
30      1.00000000e+05   2.03249153e+01   -9.17738812e-01  
31      1.25892541e+05   2.02902770e+01   -1.15865500e+00  
32      1.58489319e+05   2.02352391e+01   -1.45785125e+00  
33      1.99526231e+05   2.01485849e+01   -1.82789161e+00  
34      2.51188643e+05   2.00132440e+01   -2.28196702e+00  
35      3.16227766e+05   1.98039664e+01   -2.83182599e+00  
36      3.98107171e+05   1.94849995e+01   -3.48359162e+00  
37      5.01187234e+05   1.90092067e+01   -4.23045587e+00  
38      6.30957344e+05   1.83216918e+01   -5.04202966e+00  
39      7.94328235e+05   1.73724859e+01   -5.85310864e+00  
40      1.00000000e+06   1.61411771e+01   -6.56041757e+00  
41      1.25892541e+06   1.46668740e+01   -7.04042192e+00  
42      1.58489319e+06   1.30617747e+01   -7.19315683e+00  
43      1.99526231e+06   1.14852561e+01   -6.99130619e+00  
44      2.51188643e+06   1.00853555e+01   -6.49625420e+00  
45      3.16227766e+06   8.94831518e+00   -5.82663107e+00  
46      3.98107171e+06   8.08795979e+00   -5.10712001e+00  
47      5.01187234e+06   7.46805138e+00   -4.43324303e+00  
48      6.30957344e+06   7.03171192e+00   -3.86257060e+00  
49      7.94328235e+06   6.72130386e+00   -3.42222953e+00  
50      1.00000000e+07   6.48653862e+00   -3.12035544e+00  
51      1.25892541e+07   6.28492862e+00   -2.95499101e+00  
52      1.58489319e+07   6.07884655e+00   -2.91868651e+00  
53      1.99526231e+07   5.83203629e+00   -2.99894887e+00  
54      2.51188643e+07   5.50767920e+00   -3.17508941e+00  
55      3.16227766e+07   5.07033245e+00   -3.41257913e+00  
56      3.98107171e+07   4.49419035e+00   -3.65796286e+00  
57      5.01187234e+07   3.77776500e+00   -3.84055494e+00  
58      6.30957344e+07   2.95817535e+00   -3.88771239e+00  
59      7.94328235e+07   2.11116715e+00   -3.75201126e+00  
60      1.00000000e+08   1.32844728e+00   -3.43376576e+00  
0       1.00000000e+02   2.06332290e+01   2.23120677e-04   
1       1.25892541e+02   2.06332360e+01   2.80810538e-04   
2       1.58489319e+02   2.06332469e+01   3.53356428e-04   
3       1.99526231e+02   2.06332643e+01   4.44524039e-04   
4       2.51188643e+02   2.06332919e+01   5.58973668e-04   
5       3.16227766e+02   2.06333356e+01   7.02412023e-04   
6       3.98107171e+02   2.06334047e+01   8.81704348e-04   
7       5.01187234e+02   2.06335141e+01   1.10485898e-03   
8       6.30957344e+02   2.06336871e+01   1.38069861e-03   
9       7.94328235e+02   2.06339605e+01   1.71783916e-03   
10      1.00000000e+03   2.06343915e+01   2.12222342e-03   
11      1.25892541e+03   2.06350690e+01   2.59175517e-03   
12      1.58489319e+03   2.06361288e+01   3.10532314e-03   
13      1.99526231e+03   2.06377745e+01   3.60142876e-03   
14      2.51188643e+03   2.06403007e+01   3.93871148e-03   
15      3.16227766e+03   2.06441107e+01   3.82802639e-03   
16      3.98107171e+03   2.06497064e+01   2.72773328e-03   
17      5.01187234e+03   2.06576120e+01   -2.89336848e-04  
18      6.30957344e+03   2.06681879e+01   -6.64479740e-03  
19      7.94328235e+03   2.06813426e+01   -1.82271741e-02  
20      1.00000000e+04   2.06962839e+01   -3.71195108e-02  
21      1.25892541e+04   2.07115600e+01   -6.51512985e-02  
22      1.58489319e+04   2.07254981e+01   -1.03604806e-01  
23      1.99526231e+04   2.07367706e+01   -1.53385708e-01  
24      2.51188643e+04   2.07446694e+01   -2.15575466e-01  
25      3.16227766e+04   2.07489636e+01   -2.92000643e-01  
26      3.98107171e+04   2.07495334e+01   -3.85584977e-01  
27      5.01187234e+04   2.07459909e+01   -5.00511204e-01  
28      6.30957344e+04   2.07373459e+01   -6.42320334e-01  
29      7.94328235e+04   2.07216537e+01   -8.18033710e-01  
30      1.00000000e+05   2.06955439e+01   -1.03630899e+00  
31      1.25892541e+05   2.06535134e+01   -1.30757674e+00  
32      1.58489319e+05   2.05868560e+01   -1.64403245e+00  
33      1.99526231e+05   2.04821040e+01   -2.05924436e+00  
34      2.51188643e+05   2.03189053e+01   -2.56694335e+00  
35      3.16227766e+05   2.00674835e+01   -3.17827298e+00  
36      3.98107171e+05   1.96864195e+01   -3.89647490e+00  
37      5.01187234e+05   1.91227272e+01   -4.70804164e+00  
38      6.30957344e+05   1.83180381e+01   -5.57074003e+00  
39      7.94328235e+05   1.72257525e+01   -6.40300495e+00  
40      1.00000000e+06   1.58402088e+01   -7.08575773e+00  
41      1.25892541e+06   1.42261392e+01   -7.48991633e+00  
42      1.58489319e+06   1.25221751e+01   -7.52808798e+00  
43      1.99526231e+06   1.09002441e+01   -7.19991669e+00  
44      2.51188643e+06   9.50116641e+00   -6.59323984e+00  
45      3.16227766e+06   8.39234197e+00   -5.84006766e+00  
46      3.98107171e+06   7.56952784e+00   -5.06452520e+00  
47      5.01187234e+06   6.98561760e+00   -4.35430635e+00  
48      6.30957344e+06   6.57985596e+00   -3.75816756e+00  
49      7.94328235e+06   6.29503583e+00   -3.29633978e+00  
50      1.00000000e+07   6.08333771e+00   -2.97245747e+00  
51      1.25892541e+07   5.90560248e+00   -2.78208984e+00  
52      1.58489319e+07   5.72796390e+00   -2.71705468e+00  
53      1.99526231e+07   5.51814990e+00   -2.76599434e+00  
54      2.51188643e+07   5.24301763e+00   -2.91173670e+00  
55      3.16227766e+07   4.86912812e+00   -3.12612364e+00  
56      3.98107171e+07   4.36866797e+00   -3.36433292e+00  
57      5.01187234e+07   3.73191724e+00   -3.56358430e+00  
58      6.30957344e+07   2.98227988e+00   -3.65314701e+00  
59      7.94328235e+07   2.18214351e+00   -3.57772601e+00  
60      1.00000000e+08   1.41795900e+00   -3.32270949e+00  
0       1.00000000e+02   1.73650960e+01   3.55970227e-04   
1       1.25892541e+02   1.73651034e+01   4.48052518e-04   
2       1.58489319e+02   1.73651153e+01   5.63890242e-04   
3       1.99526231e+02   1.73651340e+01   7.09547737e-04   
4       2.51188643e+02   1.73651637e+01   8.92573515e-04   
5       3.16227766e+02   1.73652108e+01   1.12229916e-03   
6       3.98107171e+02   1.73652853e+01   1.41013109e-03   
7       5.01187234e+02   1.73654033e+01   1.76975035e-03   
8       6.30957344e+02   1.73655899e+01   2.21703310e-03   
9       7.94328235e+02   1.73658847e+01   2.76930054e-03   
10      1.00000000e+03   1.73663495e+01   3.44311001e-03   
11      1.25892541e+03   1.73670802e+01   4.24905148e-03   
12      1.58489319e+03   1.73682235e+01   5.18066874e-03   
13      1.99526231e+03   1.73699995e+01   6.19239262e-03   
14      2.51188643e+03   1.73727269e+01   7.15820702e-03   
15      3.16227766e+03   1.73768435e+01   7.79982602e-03   
16      3.98107171e+03   1.73828961e+01   7.57504850e-03   
17      5.01187234e+03   1.73914609e+01   5.53457088e-03   
18      6.30957344e+03   1.74029435e+01   2.02625447e-04   
19      7.94328235e+03   1.74172662e+01   -1.03972067e-02  
20      1.00000000e+04   1.74335890e+01   -2.84491363e-02  
21      1.25892541e+04   1.74503393e+01   -5.58508039e-02  
22      1.58489319e+04   1.74656800e+01   -9.38715396e-02  
23      1.99526231e+04   1.74781327e+01   -1.43311643e-01  
24      2.51188643e+04   1.74868945e+01   -2.05088491e-01  
25      3.16227766e+04   1.74916943e+01   -2.80851885e-01  
26      3.98107171e+04   1.74923943e+01   -3.73360836e-01  
27      5.01187234e+04   1.74885723e+01   -4.86641924e-01  
28      6.30957344e+04   1.74791510e+01   -6.26066192e-01  
29      7.94328235e+04   1.74620135e+01   -7.98436672e-01  
30      1.00000000e+05   1.74334936e+01   -1.01209445e+00  
31      1.25892541e+05   1.73876182e+01   -1.27697558e+00  
